String;Operation type;Occurrences
ñgū;INS;2
sia;INS;15
dan;INS;5
ešóka;INS;2
iom;INS;7
ąja;INS;5
endome;INS;1
avė;INS;8
ìnę;INS;1
eni;INS;5
audav;INS;6
dėme;INS;2
siem;INS;10
èto;INS;1
ùvį;INS;1
uvo;INS;6
ùrei;INS;1
žiausi;INS;2
ýbę;INS;2
òg;INS;2
da;INS;20
ýs;INS;5
d;INS;4
ojè;INS;9
ìzmu;INS;1
ỹsčia;INS;1
iáusiu;INS;1
žia;INS;27
ãros;INS;1
́ms;INS;3
ĩte;INS;1
ãzą;INS;1
ùmų;INS;4
ýtų;INS;2
uoju;INS;1
nio;INS;29
óną;INS;2
̃s;INS;4
niu;INS;19
ýdos;INS;2
mìs;INS;5
ýdamas;INS;1
órui;INS;1
sẽ;INS;1
rį;INS;1
sę;INS;2
iuose;INS;10
ùko;INS;3
ìko;INS;1
óbdav;INS;3
ynėme;INS;1
óžiu;INS;1
du;INS;1
ùkį;INS;1
élk;INS;2
ýbių;INS;2
ìmų;INS;5
ãko;INS;1
jant;INS;1
ãnų;INS;2
iomi;INS;5
iáusi;INS;8
ètui;INS;1
mì;INS;9
̃tę;INS;1
ìnu;INS;3
èroj;INS;1
õjam;INS;1
ži;INS;3
ãkos;INS;1
ave;INS;2
ųjų;INS;6
niamè;INS;4
ẽsū;INS;2
ẽčių;INS;1
ìmuo;INS;5
dė;INS;2
ũg;INS;1
esnė̃m;INS;4
̃to;INS;1
ãnui;INS;2
ògų;INS;3
esame;INS;1
ju;INS;7
mė;INS;3
òpą;INS;1
esnè;INS;2
žio;INS;3
ẽlių;INS;1
ùke;INS;1
ùlęs;INS;1
óm;INS;2
ãrio;INS;2
ĩlį;INS;1
ẽn;INS;1
ìrač;INS;2
ùkdavote;INS;2
ãmoms;INS;1
lẽ;INS;1
enìms;INS;3
ìšku;INS;1
ùs;INS;1
yjè;INS;3
ãpo;INS;1
ìnia;INS;1
éid;INS;1
ãso;INS;2
uosè;INS;3
tan;INS;2
em̃ša;INS;1
en;INS;1
́s;INS;6
ẽtę;INS;1
ėje;INS;9
sdavę;INS;5
́jo;INS;1
õnei;INS;1
ùšame;INS;1
dote;INS;1
sùkdavę;INS;1
ìde;INS;1
̃davome;INS;1
enų̃;INS;3
ñkią;INS;1
́damas;INS;1
ẽg;INS;1
ùšėte;INS;1
ìku;INS;1
ìme;INS;2
óru;INS;2
ìn;INS;4
ódava;INS;1
̃k;INS;1
ỹsčiu;INS;1
ýbe;INS;2
ìne;INS;3
asdam;INS;1
iù;INS;2
áukdav;INS;2
ūmė;INS;1
ỹkų;INS;1
ódų;INS;1
egùl;INS;1
uvame;INS;1
enys;INS;2
dąs;INS;2
ìka;INS;1
nie;INS;2
ỹvos;INS;1
ósy;INS;1
ùte;INS;2
óbdava;INS;1
õdyje;INS;1
ĩdžiu;INS;1
má;INS;1
ãtų;INS;2
õv;INS;1
ìtu;INS;1
džią;INS;1
õn;INS;2
ynėte;INS;2
ùmą;INS;2
čiomi;INS;1
ičiaus;INS;1
õlį;INS;1
iáusio;INS;3
óvių;INS;1
ava;INS;10
bỹ;INS;1
enč;INS;2
ẽt;INS;3
ñke;INS;1
ãvi;INS;1
ĩku;INS;1
enu;INS;1
avėme;INS;5
ìkų;INS;2
èrmoj;INS;1
óv;INS;1
́davome;INS;1
ògui;INS;2
ẽną;INS;1
òpe;INS;1
ẽtuos;INS;1
ýdavo;INS;2
sà;INS;1
õli;INS;2
ẽmę;INS;1
ùgio;INS;2
ñkų;INS;2
uvus;INS;1
̇̃;INS;1
ãmo;INS;1
ãrų;INS;1
ãtui;INS;2
ãlę;INS;1
õjai;INS;1
ìla;INS;1
̃damas;INS;1
iui;INS;8
ètos;INS;3
ẽtomis;INS;1
ògu;INS;2
ãzei;INS;1
ãpę;INS;1
ùkote;INS;1
ãri;INS;1
ė́tum;INS;1
ėte;INS;8
ìją;INS;1
enimis;INS;1
ojo;INS;2
ùbos;INS;1
òp;INS;1
ýdava;INS;1
niui;INS;1
sõ;INS;1
ùpių;INS;1
́jęs;INS;1
ýnų;INS;2
ùšk;INS;1
esníem;INS;3
iẽgu;INS;1
endan;INS;2
endo;INS;3
ñdžių;INS;1
sùk;INS;2
óve;INS;3
èsnė;INS;3
žiù;INS;4
ór;INS;1
nan;INS;1
ñgos;INS;1
ètą;INS;2
óbdavęs;INS;1
ỹle;INS;1
ùks;INS;2
są;INS;1
èros;INS;1
erų̃;INS;1
uv;INS;1
ẽsą;INS;1
ėjęs;INS;1
edame;INS;1
óbč;INS;1
vęs;INS;5
esu;INS;1
õžių;INS;1
õvu;INS;1
ìnė;INS;2
nys;INS;2
uvome;INS;1
ẽtos;INS;1
òmą;INS;1
name;INS;2
ẽmių;INS;1
ìkuo;INS;1
òr;INS;1
usdav;INS;2
nsia;INS;3
ùšdavo;INS;1
ẽtų;INS;2
ìmu;INS;1
žiomi;INS;1
mè;INS;2
ògą;INS;2
òru;INS;1
ìnėm;INS;1
õjų;INS;2
aĩsi;INS;1
ỹnų;INS;1
žioje;INS;1
šian;INS;1
íežu;INS;1
jì;INS;1
ùšęs;INS;1
ñkoms;INS;1
úož;INS;2
iej;INS;2
ùkdamas;INS;1
õnių;INS;1
ant;INS;2
ènos;INS;1
ẽdžiuos;INS;1
éil;INS;1
ókąs;INS;1
ýdose;INS;1
óba;INS;1
ena;INS;1
ìnėje;INS;2
ĩtą;INS;1
óbdavus;INS;1
ãlą;INS;2
eėda;INS;1
enyjè;INS;2
ỹjan;INS;1
ẽlę;INS;1
ònų;INS;1
ỹduo;INS;1
iõ;INS;1
èrmos;INS;1
ñko;INS;2
ąląs;INS;1
ñto;INS;1
ẽto;INS;1
ìstu;INS;1
ókame;INS;1
ỹkui;INS;1
óne;INS;1
óbk;INS;1
dę;INS;3
óbdavau;INS;1
ùtą;INS;1
aĩni;INS;1
ýtumėme;INS;1
čiaĩ;INS;1
ìbos;INS;2
õte;INS;1
ie;INS;1
em;INS;1
ój;INS;2
ãto;INS;2
õžę;INS;1
ẽjam;INS;1
ẽso;INS;1
ójąs;INS;1
eniẽ;INS;2
nimis;INS;1
ũmeni;INS;1
õvų;INS;1
avia;INS;2
vote;INS;3
ìnų;INS;1
ai;INS;1
ãdė;INS;1
entėte;INS;1
enčian;INS;1
uvate;INS;2
esnėmì;INS;3
uvąs;INS;2
iáusiom;INS;1
óbė;INS;1
́si;INS;1
ýlose;INS;1
nì;INS;2
ãlui;INS;1
óbęs;INS;1
čiám;INS;1
žiame;INS;1
̃davęs;INS;1
uvamas;INS;2
ūmęs;INS;1
òn;INS;2
ãmui;INS;2
ýtu;INS;1
enču;INS;1
imì;INS;1
ãpe;INS;1
ùlo;INS;1
ỹjame;INS;1
ìjom;INS;1
so;INS;1
ùšdamas;INS;1
ỹbiui;INS;1
em̃šame;INS;1
òlyje;INS;1
čiame;INS;1
ìke;INS;3
tù;INS;1
̃si;INS;1
ñkį;INS;1
enysè;INS;1
iñku;INS;2
ñkiai;INS;1
tì;INS;1
ònu;INS;1
enda;INS;1
ĩdį;INS;1
ósian;INS;1
uvau;INS;2
úost;INS;1
ąjį;INS;1
ẽgo;INS;1
ãlį;INS;1
ỹbą;INS;1
́ja;INS;1
em̃šąs;INS;1
ìjose;INS;1
óvų;INS;2
ãke;INS;1
ènomis;INS;1
ãme;INS;1
ĩliu;INS;1
ẽdį;INS;1
̃davo;INS;1
óg;INS;1
ĩką;INS;1
ãzę;INS;1
ĩtę;INS;1
ókui;INS;1
ýloms;INS;1
ũt;INS;1
ìm;INS;2
čio;INS;2
ùką;INS;1
ýnu;INS;1
ači;INS;1
ógų;INS;1
ùla;INS;2
ũjos;INS;1
ýdoms;INS;1
ãzų;INS;1
ìniu;INS;1
ãze;INS;1
ìlų;INS;1
ėrus;INS;1
ãtuo;INS;1
iñke;INS;1
̃sian;INS;1
ýtą;INS;1
ũtą;INS;1
ýtoms;INS;1
ùlame;INS;1
džiama;INS;1
ndan;INS;1
ýtos;INS;1
õže;INS;1
esių;INS;1
òrų;INS;1
ĩg;INS;1
ýdavote;INS;1
iẽja;INS;2
ióm;INS;2
ýbei;INS;1
ùgi;INS;1
dą;INS;1
ỹjamas;INS;1
ýdomis;INS;1
enis;INS;2
ìzdu;INS;1
ìnį;INS;1
omì;INS;2
ūmėte;INS;1
uvote;INS;2
̃sdama;INS;1
ñtį;INS;1
́sian;INS;1
ùme;INS;1
ĩmą;INS;1
õnę;INS;1
ỹbui;INS;1
ùlamas;INS;1
uni;INS;1
ĩl;INS;1
ìnuo;INS;1
iáusiuo;INS;1
ìju;INS;1
ìle;INS;1
endama;INS;1
óži;INS;1
õve;INS;1
ýtose;INS;1
ami;INS;1
ũmenys;INS;1
óžį;INS;1
ỹjąs;INS;1
ẽgą;INS;1
ãluo;INS;1
ùšy;INS;1
ẽdyj;INS;1
ẽl;INS;1
ñdį;INS;1
nis;INS;1
ìtį;INS;1
ẽkę;INS;1
ùrv;INS;1
ñdžio;INS;1
ėjom;INS;1
õbi;INS;1
́davo;INS;1
ìjoms;INS;1
òpu;INS;1
ỹžį;INS;1
ãdom;INS;1
ik;INS;1
ãrui;INS;1
ỹvą;INS;1
ẽdžių;INS;1
eĩv;INS;1
ynęs;INS;1
ùkdavome;INS;1
òne;INS;1
ýk;INS;1
ẽlyj;INS;1
stan;INS;1
ùt;INS;1
òlį;INS;1
ùtei;INS;1
ãly;INS;1
óku;INS;1
enimìs;INS;2
ãzo;INS;1
ãką;INS;1
ìlą;INS;1
̃dava;INS;1
eĩlyj;INS;1
ỹkuo;INS;1
ĩs;INS;1
y;DEL;122
i;DEL;1196
as;DEL;942
u;DEL;546
s;DEL;776
t;DEL;784
a;DEL;1856
uo;DEL;22
yt;DEL;60
ė;DEL;217
o;DEL;219
jus;DEL;1
nta;DEL;2
ti;DEL;1060
yti;DEL;179
n;DEL;50
gus;DEL;1
etas;DEL;7
us;DEL;98
e;DEL;179
is;DEL;106
alas;DEL;8
j;DEL;25
ėt;DEL;72
yla;DEL;4
sti;DEL;19
avi;DEL;1
onas;DEL;6
ai;DEL;5
utas;DEL;5
nas;DEL;10
gt;DEL;5
elis;DEL;5
kti;DEL;3
na;DEL;4
syna;DEL;2
ys;DEL;66
ona;DEL;2
oji;DEL;10
l;DEL;4
ėti;DEL;35
st;DEL;14
rkė;DEL;2
gė;DEL;2
su;DEL;3
ank;DEL;5
ist;DEL;5
kas;DEL;4
atė;DEL;3
okti;DEL;5
mas;DEL;15
ila;DEL;1
si;DEL;7
ušti;DEL;8
iūt;DEL;24
tis;DEL;11
itas;DEL;2
da;DEL;3
ena;DEL;2
imas;DEL;19
eiti;DEL;2
anas;DEL;6
tyt;DEL;1
okt;DEL;3
ntas;DEL;5
ijas;DEL;1
klas;DEL;1
uoti;DEL;22
g;DEL;3
ukas;DEL;7
apas;DEL;3
tė;DEL;6
alti;DEL;2
umas;DEL;12
lti;DEL;1
ija;DEL;5
sa;DEL;24
ukti;DEL;7
iukt;DEL;7
inti;DEL;6
it;DEL;7
odis;DEL;2
yna;DEL;3
eta;DEL;8
tas;DEL;6
ata;DEL;3
esu;DEL;4
inas;DEL;4
ma;DEL;4
ę;DEL;2
ova;DEL;2
žt;DEL;2
ot;DEL;4
ykas;DEL;3
obti;DEL;7
ūt;DEL;3
ni;DEL;1
uti;DEL;23
būti;DEL;3
atas;DEL;8
mti;DEL;1
oti;DEL;17
amas;DEL;5
aras;DEL;2
igė;DEL;1
ynas;DEL;17
ina;DEL;5
otė;DEL;2
irti;DEL;1
auj;DEL;2
itis;DEL;3
ejus;DEL;2
ybė;DEL;8
nis;DEL;5
ngu;DEL;2
šok;DEL;2
ęsti;DEL;5
inė;DEL;1
uvis;DEL;1
urė;DEL;1
gas;DEL;4
zmas;DEL;1
yst;DEL;2
ara;DEL;1
itė;DEL;2
azas;DEL;3
ty;DEL;5
asis;DEL;6
yda;DEL;6
oras;DEL;3
suo;DEL;1
ika;DEL;2
b;DEL;1
ožys;DEL;2
ukis;DEL;1
lkė;DEL;2
akas;DEL;3
ra;DEL;2
oju;DEL;1
aka;DEL;1
uot;DEL;5
etė;DEL;2
ima;DEL;5
ogas;DEL;7
opas;DEL;2
alus;DEL;1
elė;DEL;2
ulti;DEL;6
aru;DEL;2
ilis;DEL;2
r;DEL;2
ama;DEL;1
lė;DEL;2
škas;DEL;1
idas;DEL;1
asa;DEL;3
ės;DEL;3
imšti;DEL;3
ęs;DEL;2
iuot;DEL;5
onė;DEL;4
di;DEL;1
idė;DEL;1
nkus;DEL;2
ora;DEL;1
nė;DEL;2
os;DEL;3
ukt;DEL;4
umti;DEL;3
oda;DEL;1
gulė;DEL;1
yva;DEL;1
osi;DEL;1
obt;DEL;3
dys;DEL;1
ėlis;DEL;1
va;DEL;3
utė;DEL;2
tu;DEL;3
olis;DEL;3
ūs;DEL;1
ovė;DEL;2
bis;DEL;2
ęst;DEL;2
ioj;DEL;2
nkas;DEL;7
v;DEL;1
ikas;DEL;6
rma;DEL;2
enas;DEL;1
lis;DEL;4
emė;DEL;2
ugys;DEL;2
ut;DEL;5
arus;DEL;1
alė;DEL;2
ojus;DEL;3
las;DEL;1
ta;DEL;2
ga;DEL;3
azė;DEL;3
apė;DEL;1
rus;DEL;1
uba;DEL;1
pas;DEL;1
upė;DEL;1
ušt;DEL;1
egas;DEL;3
ndis;DEL;3
ovas;DEL;5
ysti;DEL;1
ras;DEL;2
ang;DEL;1
ylė;DEL;1
era;DEL;1
esa;DEL;1
ožė;DEL;3
oj;DEL;3
ini;DEL;2
ūti;DEL;3
bti;DEL;2
omas;DEL;1
sis;DEL;1
ia;DEL;2
siu;DEL;1
ž;DEL;1
ežas;DEL;1
ža;DEL;1
dis;DEL;2
ilė;DEL;1
inis;DEL;4
stas;DEL;1
iba;DEL;2
gti;DEL;2
eju;DEL;2
muo;DEL;1
tys;DEL;1
sy;DEL;4
adyti;DEL;1
ožas;DEL;1
usi;DEL;1
ytas;DEL;2
ja;DEL;1
ybys;DEL;1
tus;DEL;1
nkis;DEL;1
čias;DEL;1
isti;DEL;1
idys;DEL;1
sta;DEL;1
alis;DEL;1
ybas;DEL;2
edis;DEL;1
okas;DEL;1
oga;DEL;1
ilas;DEL;3
erti;DEL;1
nkė;DEL;1
yta;DEL;3
ižt;DEL;2
gys;DEL;1
zdas;DEL;1
ntis;DEL;1
ka;DEL;1
ū;DEL;1
jas;DEL;1
žys;DEL;1
umuo;DEL;1
ala;DEL;1
uši;DEL;1
ekė;DEL;1
rvas;DEL;1
iti;DEL;1
pa;DEL;1
yžis;DEL;1
dyti;DEL;1
yvas;DEL;1
edė;DEL;1
ivė;DEL;1
ali;DEL;1
d;DEL;1
yka;DEL;1
