String;Operation type;Occurrences
dalt;INS;1
ids;INS;1
nitu;INS;9
uni;INS;11
deltvöilt;INS;1
nava;INS;1
sete;INS;2
inudp;INS;3
ateks;INS;10
liss;INS;3
natav;INS;3
tev;INS;2
ata;INS;18
netu;INS;12
edesse;INS;1
õin;INS;3
ritess;INS;9
edelt;INS;3
tavat;INS;4
itena;INS;20
utelt;INS;12
sest;INS;2
ei o;INS;2
 loetudp;INS;1
usse;INS;12
tõtele;INS;1
ede;INS;1
edeta;INS;3
meta;INS;2
sed;INS;2
u lo;INS;1
edena;INS;2
ret;INS;2
lähed;INS;1
hk;INS;4
anen;INS;1
gate;INS;2
im;INS;2
tek;INS;2
us;INS;10
ateni;INS;9
lev;INS;1
t o;INS;1
li;INS;3
neti;INS;1
teks;INS;7
mel;INS;2
meni;INS;1
läheks;INS;1
etav;INS;7
edeks;INS;4
m;INS;6
atega;INS;18
on lä;INS;1
oe;INS;2
oled lä;INS;1
metelt;INS;1
nniksi;INS;1
natu;INS;7
gitudp;INS;6
uta;INS;11
lgu;INS;2
despuis;INS;1
pnud;INS;2
mest;INS;1
niks;INS;1
oet;INS;2
e k;INS;1
kelnud;INS;1
gu oldud;INS;1
dad;INS;2
h;INS;2
ihusse;INS;1
anud;INS;3
ntelt;INS;1
ren;INS;1
niksite;INS;1
vat;INS;5
gid;INS;2
vetel;INS;1
jatu;INS;2
etel;INS;1
esel;INS;2
läks;INS;1
slites;INS;1
ust;INS;12
litess;INS;3
emel;INS;1
daid;INS;1
steta;INS;1
htudp;INS;2
gitav;INS;2
la;INS;2
oag;INS;2
nal;INS;1
 olnud;INS;1
delttöilt;INS;1
git;INS;10
õite;INS;1
mess;INS;1
laks;INS;1
trat;INS;2
vetest;INS;1
lag;INS;1
estess;INS;1
retav;INS;1
alasse;INS;1
tna;INS;1
takse;INS;2
deltpuilt;INS;1
ten;INS;2
gin;INS;1
atud;INS;2
selt;INS;1
re;INS;2
ditel;INS;1
dessevöisse;INS;1
emetel;INS;1
net;INS;2
eag;INS;1
delesõjule;INS;1
 oldudp;INS;1
itud;INS;1
reni;INS;1
eotu;INS;1
jatav;INS;1
lite;INS;3
deleaknaile;INS;1
dessetöisse;INS;1
ean;INS;1
diks;INS;1
destpuist;INS;1
nat;INS;1
eti;INS;3
meteks;INS;2
kkemäesse;INS;1
es;INS;7
med;INS;3
seks;INS;1
tt;INS;2
dal;INS;1
dessemaisse;INS;1
niksi;INS;1
edat;INS;2
deltavult;INS;1
lan;INS;1
nass;INS;1
sess;INS;1
meks;INS;1
aneg;INS;1
aten;INS;10
rag;INS;1
dast;INS;2
metena;INS;1
kmess;INS;1
pess;INS;1
kmetess;INS;1
semes;INS;1
late;INS;1
utud;INS;1
mes;INS;1
sena;INS;1
sik;INS;2
läheksit;INS;1
ameten;INS;1
dessõjus;INS;1
oeksid;INS;1
läksi;INS;1
edele;INS;2
anteg;INS;1
tli;INS;2
pis;INS;1
ks oldud;INS;1
dle;INS;1
oev;INS;1
destvöist;INS;1
edes;INS;1
taks;INS;5
raksi;INS;1
desaknais;INS;1
sste;INS;1
neks;INS;1
dsi;INS;4
gib;INS;2
datena;INS;1
eb;INS;2
õi;INS;2
tul;INS;1
läheksi;INS;1
eksin;INS;1
nete;INS;1
steni;INS;1
teksuusik;INS;1
stena;INS;1
tutel;INS;1
seok;INS;2
drit;INS;1
en;INS;3
datega;INS;1
elit;INS;1
läheksid;INS;1
gite;INS;3
ksin olnud;INS;1
eld;INS;1
blat;INS;1
va;INS;1
uutel;INS;1
ritel;INS;3
appi;INS;1
ksid olnud;INS;1
üü;INS;1
t olnudp;INS;1
eel;INS;2
eotudp;INS;1
mega;INS;1
ameg;INS;1
melt;INS;1
sele;INS;1
ldudp;INS;2
nteni;INS;1
ldud;INS;1
oan;INS;1
ona;INS;1
ldav;INS;1
ei olnud lä;INS;1
tõtelt;INS;1
uet;INS;2
etess;INS;1
iet;INS;2
dana;INS;1
metest;INS;2
delavul;INS;1
uksi;INS;1
ses;INS;1
ntek;INS;1
oleksid lä;INS;1
lä;INS;1
os;INS;1
meteni;INS;1
ldi;INS;1
pel;INS;1
deltmailt;INS;1
emetess;INS;1
olite lä;INS;1
i olnud;INS;1
destmaist;INS;1
em;INS;1
set;INS;1
nelt;INS;1
ttevees;INS;1
eks;INS;1
edass;INS;1
nade;INS;1
sutesse;INS;1
rat;INS;1
teltaapeilt;INS;1
deuues;INS;1
i olev;INS;1
t läinudp;INS;1
lede;INS;1
är;INS;1
 seo;INS;1
in olnud;INS;1
neksite;INS;1
desvöis;INS;1
driss;INS;1
htav;INS;2
jag;INS;1
d loetudp;INS;1
ma;DEL;1721
kam;DEL;67
am;DEL;1373
e;DEL;347
m;DEL;612
r;DEL;47
ema;DEL;89
dam;DEL;21
s;DEL;136
a;DEL;288
tm;DEL;42
n;DEL;413
pam;DEL;11
ne;DEL;35
l;DEL;31
g;DEL;31
ima;DEL;13
usi;DEL;3
gam;DEL;13
k;DEL;37
äma;DEL;1
si;DEL;21
gema;DEL;28
dm;DEL;35
p;DEL;19
tama;DEL;1
tam;DEL;45
t;DEL;19
gem;DEL;5
em;DEL;14
iduma;DEL;2
d;DEL;15
lema;DEL;13
u;DEL;32
i;DEL;34
dma;DEL;8
min;DEL;3
dim;DEL;1
b;DEL;7
as;DEL;1
ba;DEL;13
ub;DEL;11
dima;DEL;4
um;DEL;3
ama;DEL;30
gi;DEL;8
lem;DEL;1
pe;DEL;12
en;DEL;1
kima;DEL;24
ke;DEL;14
ooma;DEL;4
ug;DEL;2
minema;DEL;3
adm;DEL;2
kak;DEL;1
las;DEL;2
id;DEL;3
kim;DEL;10
ööma;DEL;2
uma;DEL;4
da;DEL;1
einium;DEL;2
ugema;DEL;1
in;DEL;2
el;DEL;1
ugem;DEL;1
du;DEL;1
ööm;DEL;1
ö;DEL;1
ivesk;DEL;1
gu;DEL;2
aam;DEL;1
sidum;DEL;1
