String;Operation type;Occurrences
ōpōnerem;INS;1
tāvisse;INS;2
ētāc;INS;1
untō;INS;17
īēbās;INS;2
ātōrum;INS;9
ōne;INS;29
ūrārem;INS;2
ūsūrā;INS;3
ītār;INS;1
rābantu;INS;4
āgē;INS;2
iminī;INS;11
āb;INS;16
ūnī;INS;3
uissēt;INS;1
dēfū;INS;1
āverās;INS;19
ībāv;INS;1
ssēmus;INS;6
īn;INS;1
īgām;INS;2
ssem;INS;9
ātē;INS;27
rātu;INS;7
rīrēmu;INS;1
xeris;INS;4
ūnā;INS;6
ēram;INS;1
ādāminī;INS;1
māba;INS;1
ēlī;INS;8
teteran;INS;1
īcō;INS;1
āverīmus;INS;16
ātīvī;INS;6
ex;INS;3
ēiuss;INS;1
rit;INS;9
xueran;INS;1
ōnī;INS;32
ērunt;INS;6
ūdinī;INS;2
ēcerō;INS;1
ēlīmāmur;INS;1
īzāb;INS;3
ētūdinum;INS;1
ēlātōr;INS;1
īx;INS;3
ūtā;INS;7
ētī;INS;8
serō;INS;2
īret;INS;2
ēnār;INS;2
īverint;INS;1
āverant;INS;12
ōcāmus;INS;1
ȳ;INS;16
ōcem;INS;1
is;INS;46
ēdāvī;INS;1
āle;INS;10
ūdiminī;INS;2
ēnāv;INS;6
īris;INS;3
ōnā;INS;10
ītur;INS;3
ūmunt;INS;1
īver;INS;14
ūtārēminī;INS;1
ten;INS;7
ībāb;INS;1
ūritis;INS;1
ārent;INS;19
āveris;INS;11
ra;INS;10
ūdant;INS;2
īxer;INS;6
rī;INS;2
īrāvist;INS;1
ūcārēt;INS;1
īrēm;INS;6
ābās;INS;22
ītā;INS;8
ōmēs;INS;1
īctāv;INS;1
ēcerāt;INS;1
āmō;INS;2
exerīs;INS;1
iāl;INS;1
tīgā;INS;1
issēs;INS;6
īr;INS;6
erēr;INS;2
ēdīvissētis;INS;1
ātū;INS;9
xerō;INS;2
īcī;INS;6
ōrāverītis;INS;1
ēbātur;INS;26
ēiūrō;INS;1
cu;INS;2
issem;INS;1
antur;INS;26
īrēbāt;INS;1
ōrō;INS;5
ūpsissēs;INS;1
dibu;INS;4
rēce;INS;1
ēra;INS;2
ōdīte;INS;1
ūgātō;INS;2
rētīrēmu;INS;1
ōrentu;INS;2
īzāret;INS;1
ōtī;INS;1
ūrārent;INS;1
ērō;INS;5
āverātis;INS;21
im;INS;2
xissent;INS;3
ēmur;INS;27
ānīverit;INS;1
ānārum;INS;6
ecineritis;INS;1
āginēs;INS;1
tem;INS;3
ōte;INS;2
ātōri;INS;6
ntāveri;INS;3
tāvera;INS;4
ssent;INS;3
īdae;INS;1
ssissētis;INS;1
īvō;INS;9
ēiōrār;INS;1
sissētis;INS;2
uerit;INS;5
mīnōru;INS;1
tāvērun;INS;4
ādū;INS;1
ūrāba;INS;1
ērātu;INS;1
ōmīsisse;INS;1
īgāv;INS;3
ātūr;INS;3
ōtāverīmus;INS;1
ārī;INS;2
ūta;INS;3
īrā;INS;10
āgine;INS;2
te;INS;9
ēiūrā;INS;1
āginis;INS;1
ācā;INS;5
ssī;INS;1
ītāt;INS;1
ānīcāvissēs;INS;1
īverīs;INS;1
ēnīviss;INS;1
āvissētis;INS;12
erētur;INS;3
bus;INS;3
ium;INS;1
ānārer;INS;1
ālī;INS;8
erent;INS;17
ōsā;INS;3
ēlū;INS;3
tum;INS;2
ēcerim;INS;1
ūrī;INS;6
ōbī;INS;6
iū;INS;1
ēnī;INS;6
īrētur;INS;3
āce;INS;3
īvist;INS;1
cēs;INS;4
īvae;INS;1
ōdīverim;INS;1
iātōr;INS;2
ān;INS;16
ōrāvit;INS;1
ūderō;INS;2
īma;INS;2
ūnāvissēs;INS;1
ūcō;INS;1
īdō;INS;4
ūsō;INS;2
īvam;INS;2
ēnālī;INS;1
xerātis;INS;4
ēmīsistis;INS;1
ūrīs;INS;3
ābāmus;INS;15
resse;INS;3
ēta;INS;7
ōtū;INS;2
rāmu;INS;5
ēfīgēmur;INS;1
erentur;INS;12
ūverītis;INS;1
ārer;INS;12
īge;INS;1
vērunt;INS;1
ēbantur;INS;9
ūdinēs;INS;6
tāveri;INS;7
īrō;INS;2
ūdit;INS;1
ānō;INS;12
ȳxē;INS;1
ūrāverant;INS;2
īstī;INS;1
ūnātō;INS;1
tīveri;INS;1
rābuntu;INS;2
īveram;INS;1
ānāvissēs;INS;1
serat;INS;2
esserant;INS;1
xerīmus;INS;3
ēfīgāmus;INS;1
ūrae;INS;1
ōtēris;INS;1
īrat;INS;1
īm;INS;12
tō;INS;3
ībārentur;INS;1
ēpam;INS;1
ōrēmus;INS;2
ēna;INS;3
āgēnā;INS;5
ōvī;INS;1
ūmerent;INS;1
tāveran;INS;5
ōlāverit;INS;2
dum;INS;2
ēnūbat;INS;1
rexe;INS;2
rat;INS;3
ēps;INS;1
rās;INS;3
āli;INS;10
ātārum;INS;6
xerin;INS;1
īre;INS;5
ēnō;INS;7
ānōrum;INS;2
erētis;INS;8
tā;INS;9
ēru;INS;2
ūtāveri;INS;1
ōrābuntu;INS;1
āginibus;INS;1
sāveriti;INS;1
ssētis;INS;3
āmāverās;INS;1
erātis;INS;5
ātōrēs;INS;1
ōnunt;INS;1
īnāv;INS;1
ēt;INS;6
āgīn;INS;1
ite;INS;10
ōsē;INS;3
ōrāverat;INS;2
ūcē;INS;1
ōs;INS;2
ȳrāverat;INS;1
ssuerim;INS;1
īzēm;INS;1
ātīvōrum;INS;2
būsōri;INS;1
ūrerēminī;INS;1
ūserītis;INS;1
tibus;INS;4
ēg;INS;5
ūdēbar;INS;1
tēbun;INS;1
ūcim;INS;1
ōrāverit;INS;3
rō;INS;4
īgē;INS;1
ūdī;INS;2
ōdēbās;INS;1
ōtābimur;INS;1
ēmī;INS;3
ūtāveran;INS;1
ōrābiminī;INS;1
īrēbant;INS;2
ēmā;INS;3
ōcāvit;INS;1
ōnātīvō;INS;1
āvāris;INS;1
ēlīna;INS;2
erīs;INS;4
exer;INS;1
īdar;INS;1
ūdent;INS;2
ōcē;INS;2
ēsācrāv;INS;3
ābātur;INS;20
ōrī;INS;5
ēpīrēmur;INS;1
ītāte;INS;1
ōtāre;INS;1
ōna;INS;2
rā;INS;2
ūtāvissen;INS;1
rēpuntu;INS;1
ītārēr;INS;1
īrām;INS;1
xerant;INS;2
ūmā;INS;5
ram;INS;3
uissent;INS;2
ūderēminī;INS;2
ōrīcābe;INS;1
ītūra;INS;1
īet;INS;2
ēpsiss;INS;1
ēum;INS;2
āvulsissēs;INS;1
ānāt;INS;1
ōrātōrum;INS;1
ūrantō;INS;1
ūsistis;INS;1
murābi;INS;1
rint;INS;4
ōnēris;INS;2
rēnārēmu;INS;1
īsist;INS;1
icibus;INS;4
īmat;INS;1
ūdissētis;INS;1
vērā;INS;1
erāmus;INS;3
īrārēr;INS;1
ūdō;INS;6
ēnea;INS;2
ūrās;INS;1
īv;INS;13
ssēs;INS;6
īcem;INS;3
ērēminī;INS;1
ānē;INS;2
ācō;INS;2
eris;INS;12
esīv;INS;1
ōrārētis;INS;1
xueri;INS;1
ōrābāmus;INS;2
īpserās;INS;1
xuerīs;INS;1
sāti;INS;1
ōmpserint;INS;1
nte;INS;1
ēbō;INS;2
ul;INS;1
de;INS;4
īnōrum;INS;2
ūsēī;INS;1
ūmi;INS;2
sāberi;INS;2
xuī;INS;1
ēp;INS;1
rentur;INS;1
ueris;INS;2
iti;INS;2
ōvērunt;INS;1
ūrēs;INS;1
ūme;INS;1
rimus;INS;2
ēlīqu;INS;1
ūmātae;INS;1
itāver;INS;2
āv;INS;3
ēx;INS;1
āg;INS;1
ūtāveritis;INS;1
rībere;INS;1
dē;INS;2
xeri;INS;2
ārō;INS;5
ātōnī;INS;1
īderēr;INS;1
ris;INS;2
ēī;INS;4
ūfae;INS;1
sseram;INS;1
sāvissē;INS;2
ă;INS;1
ūlōr;INS;1
ēcū;INS;2
ōcāverit;INS;1
sātūrī;INS;1
ūnent;INS;1
mānāre;INS;1
ōnās;INS;2
ābo;INS;1
di;INS;1
īrēmur;INS;3
ēdēbāminī;INS;1
īgāb;INS;1
rīberēmu;INS;1
ēmō;INS;5
rantu;INS;3
īcām;INS;1
tōrāveran;INS;1
ātīs;INS;1
īlātārēmus;INS;1
xeram;INS;2
ūderent;INS;1
gum;INS;2
ēfi;INS;1
rētis;INS;1
māvisse;INS;2
āti;INS;10
īnōsī;INS;1
rāba;INS;2
ēcēp;INS;1
rim;INS;2
īsērunt;INS;1
ūnīverit;INS;1
ūdinis;INS;4
īnāver;INS;2
sāri;INS;2
īvēbāt;INS;1
antāb;INS;2
ūriēbā;INS;1
ūtāverātis;INS;2
āmā;INS;1
ēvītātur;INS;1
ōnētur;INS;1
ūsīvī;INS;1
rentu;INS;4
ēbitis;INS;3
īvissēmus;INS;1
āvērunt;INS;13
īnīta;INS;1
ūdēbat;INS;1
īnītōrum;INS;1
ūrēminī;INS;1
āvit;INS;13
rīmu;INS;1
īrēbāmus;INS;1
ēvā;INS;2
ēpimus;INS;1
ūdēbāminī;INS;1
tī;INS;3
sis;INS;1
ērāris;INS;1
ērī;INS;3
īxerant;INS;1
ēvistī;INS;1
ūrētis;INS;1
ītāb;INS;3
ītae;INS;3
īva;INS;4
ōrātu;INS;2
xerat;INS;1
ōneret;INS;1
ōrātī;INS;1
ānā;INS;8
īzāveram;INS;1
ūter;INS;1
īne;INS;2
ēvit;INS;1
ātiōr;INS;1
ūrāvit;INS;1
ūdinib;INS;1
ītē;INS;3
ānīcāris;INS;1
uerint;INS;1
ōgant;INS;1
ērēmus;INS;2
ōrātis;INS;2
ībe;INS;1
ōgerēris;INS;1
ētīzābitur;INS;1
ūrēm;INS;2
isset;INS;2
īserāmus;INS;2
ēnārum;INS;2
āmābitur;INS;2
rībēba;INS;1
ūrīvistī;INS;1
ōmāris;INS;1
ōrāvī;INS;1
ōmpserit;INS;1
īg;INS;1
nibus;INS;3
ōa;INS;1
ōrābās;INS;1
ecerō;INS;1
xissēmus;INS;4
ītēr;INS;1
serīmus;INS;2
īdāre;INS;1
ībuntō;INS;1
xerim;INS;2
ūpserat;INS;1
erem;INS;8
ēgētur;INS;1
īlābat;INS;1
ūsāverā;INS;1
sseritis;INS;1
ēlua;INS;1
īlāverīs;INS;1
rīv;INS;2
int;INS;4
īōne;INS;1
ēv;INS;4
ālem;INS;2
ōrāvērunt;INS;3
īnītē;INS;1
ūrerēm;INS;2
uistis;INS;2
ēder;INS;1
suerim;INS;1
uisset;INS;1
uissēmus;INS;2
īpserīmus;INS;1
ērātō;INS;2
itō;INS;7
īsuntur;INS;1
īssēs;INS;2
īmentur;INS;1
ēcērunt;INS;1
iār;INS;3
ēcī;INS;3
ūrābiminī;INS;1
īnīs;INS;1
ātīnī;INS;1
ātūrā;INS;1
ōrālī;INS;1
āne;INS;4
īvīmus;INS;1
īssētis;INS;2
ōmīseran;INS;1
ērōd;INS;1
ntu;INS;2
ūrābāt;INS;1
ōmēbās;INS;1
ur;INS;2
īta;INS;4
ūtī;INS;5
ōrītāverāmus;INS;1
īnās;INS;1
ērāmus;INS;1
ēlīvērunt;INS;1
āgāret;INS;1
īzāver;INS;4
īnārentur;INS;1
ūsōrib;INS;1
īgēmus;INS;1
tē;INS;2
īnam;INS;2
ēlībābiminī;INS;1
ārē;INS;4
iī;INS;1
ōrātam;INS;1
ūtīvō;INS;1
ēpēbās;INS;1
ūnāverātis;INS;1
īrēr;INS;1
ēmin;INS;1
ōrāte;INS;1
ārāvit;INS;1
īvīsū;INS;1
ōsō;INS;4
enuerīs;INS;1
īdantur;INS;2
ānāverō;INS;1
āvābāmus;INS;1
āvi;INS;1
rābātu;INS;6
vēlā;INS;1
rant;INS;1
ūrālē;INS;1
xisset;INS;3
ānāverātis;INS;1
ȳna;INS;1
ātīvā;INS;1
ērābāmus;INS;1
ānū;INS;2
īdēt;INS;1
vi;INS;1
sent;INS;1
īrer;INS;2
sse;INS;8
ūnxerō;INS;1
ēpōtāv;INS;1
ri;INS;1
cis;INS;2
ītārum;INS;2
ōdere;INS;1
ērēmur;INS;1
sseris;INS;1
ājō;INS;2
ātūrō;INS;1
ēdār;INS;1
ūmite;INS;1
ātīvō;INS;2
esserās;INS;1
ōcāveritis;INS;1
ōmīseri;INS;1
ōlārer;INS;1
ībām;INS;1
ērārēris;INS;1
sēn;INS;3
uerātis;INS;1
ūrēbant;INS;1
īser;INS;3
n;INS;7
erint;INS;10
āvā;INS;3
sēbāti;INS;2
īrantō;INS;1
rōdīcerēmu;INS;1
ūdam;INS;1
ōnū;INS;4
ēbitur;INS;2
uit;INS;1
ēcerimus;INS;1
ētūtīnīs;INS;1
īdāver;INS;2
ītissētis;INS;1
īnātō;INS;2
veritis;INS;1
ēpōtār;INS;1
ōnuntō;INS;1
ōdī;INS;1
ūmāvēr;INS;1
īnāl;INS;1
ītāl;INS;1
ūmpsissent;INS;1
ūcāvissent;INS;1
ūdēris;INS;1
īvārum;INS;5
ēlīvistis;INS;1
sissēmus;INS;1
ōserimus;INS;1
itibu;INS;1
ōti;INS;1
īnārēmur;INS;1
ūrābāminī;INS;1
icēs;INS;1
ānāb;INS;1
ūrāverām;INS;1
ātūrī;INS;1
ītāver;INS;1
ēcerās;INS;2
sueris;INS;1
īlī;INS;2
ūmātōr;INS;1
ōmē;INS;1
uerat;INS;2
īcāmus;INS;1
ōnāverītis;INS;1
ōda;INS;1
āgānō;INS;1
ērum;INS;1
ntō;INS;1
īnsānīrēr;INS;1
Plur;INS;1
l;INS;1
ājētān;INS;1
īdāmur;INS;1
ānūt;INS;1
tāba;INS;4
īdābit;INS;1
ēdi;INS;1
āsō;INS;2
ēiī;INS;2
ēpētis;INS;1
īrātam;INS;1
ēminābā;INS;1
ērāsistī;INS;1
ēvītā;INS;1
ssē;INS;1
āvābitis;INS;1
īlū;INS;3
ūnū;INS;1
īgentur;INS;1
ntāre;INS;1
īcēnā;INS;1
ōlō;INS;1
īserīmus;INS;1
serimus;INS;2
ēmic;INS;1
ānāmus;INS;1
īgārentur;INS;1
ēlīmāvī;INS;1
ōtan;INS;1
ōnu;INS;1
ōrāba;INS;1
tōrāvera;INS;1
rōcēdēbantu;INS;1
ēpōtāvissēs;INS;1
ūnxerant;INS;1
ējōrārēris;INS;1
ūdēs;INS;2
ūdinem;INS;1
ēvās;INS;1
uer;INS;3
rābāmu;INS;2
teren;INS;2
ōniminī;INS;1
ētā;INS;4
ānōs;INS;1
mur;INS;3
ūtāre;INS;1
ōnātur;INS;1
ōdit;INS;1
xerītis;INS;1
ālāre;INS;2
māre;INS;1
ēpēbat;INS;1
ōlātō;INS;2
ōnibu;INS;1
ūrgārēt;INS;1
ūtāvistis;INS;1
ōre;INS;1
ītātō;INS;2
ōnēō;INS;1
ēlā;INS;1
ēvī;INS;1
āmāb;INS;1
īzārentur;INS;1
mīna;INS;1
īlātēs;INS;1
ācer;INS;1
uerās;INS;1
suimu;INS;1
ueritis;INS;1
īrāb;INS;1
ȳgō;INS;1
īlātāvist;INS;1
ēgā;INS;2
rādātu;INS;1
rēdēmu;INS;1
āc;INS;1
ōmēbāmus;INS;1
ōnerēminī;INS;1
ōrāverō;INS;1
ōcārēminī;INS;1
ēnōnī;INS;1
uērunt;INS;1
īvimus;INS;1
ūrō;INS;1
ūcānōr;INS;1
ōnēbāmus;INS;1
ēlābuntur;INS;1
ērīv;INS;1
ōrītāverō;INS;1
ōlātīvō;INS;1
ūpissēs;INS;1
suerīmus;INS;1
īētis;INS;2
ēd;INS;2
rēminī;INS;1
tīzen;INS;1
ārāveris;INS;1
īdēs;INS;1
sī;INS;3
īgnōscār;INS;1
ueram;INS;1
ītis;INS;2
ēīs;INS;1
īdātā;INS;1
āgōrum;INS;1
rēbitu;INS;1
xērun;INS;1
ūmō;INS;1
īme;INS;2
īrēt;INS;2
ōrābātu;INS;1
ōnāmus;INS;1
īgō;INS;2
tābun;INS;6
uiss;INS;1
rēpa;INS;1
ētōrum;INS;1
rēnābitu;INS;1
ēfīuntō;INS;1
īrent;INS;3
īuōrum;INS;1
īvunt;INS;1
īsāver;INS;1
ēgātōnēs;INS;2
ējūrēmus;INS;1
sūmpserīti;INS;1
urābunt;INS;1
īverīt;INS;1
īverī;INS;1
āmārēmus;INS;1
ītōrum;INS;1
ēlīs;INS;1
ēma;INS;1
rōdīrēmu;INS;1
ōdīvissēs;INS;1
mūtē;INS;1
tāvissen;INS;2
antāver;INS;2
ūdēbām;INS;1
īmōsā;INS;1
āten;INS;1
vī;INS;1
enu;INS;1
vit;INS;1
īnē;INS;1
uerim;INS;2
ēiōrābimu;INS;1
īrem;INS;2
īxā;INS;1
rībuntu;INS;3
ōnimur;INS;1
ūcāverint;INS;1
ībent;INS;1
sset;INS;5
ītēn;INS;3
xuimus;INS;1
tēban;INS;1
īrāt;INS;1
īdēbār;INS;2
īzātō;INS;2
ūserat;INS;1
ācātī;INS;2
ūrīnō;INS;1
ēnūpsiss;INS;1
īgā;INS;4
ōum;INS;1
ōdūceret;INS;1
ēiūrār;INS;1
īvē;INS;3
ōlōrum;INS;1
ānāte;INS;1
ōnātō;INS;1
issēmus;INS;2
sēmu;INS;1
īxerāmus;INS;1
īum;INS;1
ērōdātis;INS;1
ēsīnārum;INS;1
āmābimur;INS;1
īsāverīmu;INS;1
ēceritis;INS;1
ēiūrēris;INS;1
ōcēdāris;INS;1
ūsū;INS;1
ūcāverit;INS;1
ōrātae;INS;1
ēnsēr;INS;1
tur;INS;1
serīs;INS;1
ērex;INS;1
ore;INS;2
serint;INS;3
ūditō;INS;1
ōrēris;INS;1
ōrāveram;INS;1
ūmiminī;INS;1
īdēb;INS;1
ȳxem;INS;1
id;INS;2
ōnāgēnā;INS;1
īcāle;INS;1
rēpēmu;INS;1
ānīrēmus;INS;1
āgīs;INS;1
ōrābāris;INS;1
ūnō;INS;1
ūbiminī;INS;1
ūrēbās;INS;1
īrē;INS;1
ōmā;INS;1
erant;INS;3
ēdinis;INS;1
ōnīnī;INS;1
ēriāb;INS;1
ūrgābim;INS;2
īcīs;INS;1
ōrē;INS;2
rōpōnerentu;INS;1
ēc;INS;1
ōnere;INS;2
ētrīc;INS;2
ēvādēmur;INS;1
etī;INS;1
īlātāb;INS;1
rēviss;INS;1
ibu;INS;3
ēcerint;INS;1
mōrāle;INS;1
ātu;INS;1
ūtēs;INS;1
teran;INS;1
ūrgābāt;INS;1
ūtōr;INS;1
ora;INS;1
re;INS;2
ōnēbam;INS;1
īnārum;INS;2
ūnīvit;INS;1
ūtāverīm;INS;1
ācīs;INS;1
xerīs;INS;2
īb;INS;2
ēlīrā;INS;2
erim;INS;2
īrūp;INS;1
ītānī;INS;2
1;INS;1
gēs;INS;1
īmīs;INS;1
ūbī;INS;2
ānārētur;INS;1
uissem;INS;1
ētālē;INS;1
ēvērunt;INS;2
sisset;INS;1
ālīgā;INS;1
ūrāre;INS;1
īdātōrum;INS;1
ēmīīs;INS;1
ūtātō;INS;1
ōgēnā;INS;1
īderem;INS;1
īdīs;INS;1
ever;INS;1
ērōdiāna;INS;1
īgar;INS;1
ērās;INS;1
māne;INS;1
ēsōlāvimu;INS;1
ītābam;INS;1
īpsissēt;INS;1
ōrītāre;INS;1
ītūrāv;INS;1
īgōbī1;INS;1
era;INS;1
ābē;INS;1
ēsc;INS;1
ic;INS;2
ārīs;INS;1
sāvimu;INS;1
ūderētis;INS;1
ōnē;INS;3
ēdin;INS;1
ūdis;INS;1
īābām;INS;1
ītābuntur;INS;1
āsī;INS;1
issent;INS;1
īdat;INS;1
īrāv;INS;2
ūmāba;INS;1
ērādāris;INS;1
ōrāberis;INS;1
ērādēbātu;INS;1
ōlī;INS;1
ānāce;INS;1
rīrē;INS;1
ūtāvēr;INS;1
ūsī;INS;1
ib;INS;2
erit;INS;4
ūrātā;INS;1
īgātur;INS;1
ēlārum;INS;2
tīverī;INS;1
ētāvērun;INS;2
īcāl;INS;1
ēcerat;INS;1
xērunt;INS;1
ānāverāmus;INS;2
ōrātō;INS;2
ūnīta;INS;1
ōdībiminī;INS;1
eru;INS;1
ōcūrāverint;INS;1
ūdēbāt;INS;1
uerāt;INS;1
ētūdin;INS;1
ōgī;INS;1
ūtae;INS;2
ūnxim;INS;1
ānēris;INS;1
ōcērō;INS;1
īrāverāmus;INS;1
averint;INS;1
ērāsiss;INS;1
ārāverint;INS;1
ōrītāverātis;INS;1
mātāru;INS;1
tīre;INS;1
ōnāminī;INS;1
ōnānī;INS;1
erimus;INS;2
īcāvī;INS;1
īverās;INS;1
ōgīō;INS;1
ūrāverim;INS;1
īseran;INS;1
ōcēdunt;INS;1
exerant;INS;1
ōlē;INS;3
sābi;INS;2
ērādimus;INS;1
īvīsūrī;INS;1
āgāverās;INS;1
ītāverō;INS;1
ūsōr;INS;2
āmin;INS;2
ībābām;INS;1
ēlābitur;INS;1
ēsōlārēti;INS;1
īdārem;INS;1
ōvit;INS;1
ssuērun;INS;1
āserō;INS;1
ȳrē;INS;1
dem;INS;2
ēvītābam;INS;1
rēpātu;INS;1
pe;INS;1
ūperō;INS;1
ājē;INS;1
stis;INS;1
īnārem;INS;1
runtu;INS;1
ōvisset;INS;1
īzāvissēt;INS;1
īgerem;INS;1
īgāber;INS;1
ōcēdiminī;INS;1
īserīs;INS;1
ēvē;INS;1
ōrāverās;INS;1
īunt;INS;1
īmātū;INS;1
ōnerētis;INS;1
ūderēt;INS;2
ūrēbāt;INS;1
ūcēt;INS;1
ēpāmus;INS;1
ānābāmur;INS;1
rībāmu;INS;1
rīpā;INS;1
ōret;INS;1
īmāba;INS;1
ōdāverim;INS;1
ēbu;INS;1
ēverāt;INS;1
rīrentu;INS;1
ālātī;INS;1
ōsuissent;INS;1
ēxēris;INS;1
sissem;INS;1
ōlābāmur;INS;1
ōnō;INS;1
āmi;INS;2
īdīrentur;INS;1
rādīcāve;INS;1
īrēminī;INS;1
sēbī;INS;1
tis;INS;1
īdārēm;INS;1
ēcē;INS;3
