Original;Split
INS(îyî);INS(î),INS(y),INS(î)
DEL(û);DEL(û)
DEL(ftin);DEL(f),DEL(t),DEL(i),DEL(n)
DEL((e));DEL((),DEL(e),DEL())
DEL(ûstin);DEL(û),DEL(s),DEL(t),DEL(i),DEL(n)
DEL(tî, zaro);DEL(t),DEL(î),DEL(,),DEL( ),DEL(z),DEL(a),DEL(r),DEL(o)
DEL(iyan);DEL(iy),DEL(an)
DEL(rin);DEL(r),DEL(in)
DEL(iya);DEL(i),DEL(y),DEL(a)
DEL((3));DEL((),DEL(3),DEL())
DEL(arin);DEL(a),DEL(r),DEL(i),DEL(n)
DEL((ciyê veniþtina teyran));DEL((),DEL(c),DEL(i),DEL(y),DEL(ê),DEL( ),DEL(v),DEL(e),DEL(n),DEL(i),DEL(þ),DEL(t),DEL(i),DEL(n),DEL(a),DEL( ),DEL(t),DEL(e),DEL(y),DEL(r),DEL(a),DEL(n),DEL())
DEL((ji nêza);DEL((),DEL(j),DEL(i),DEL( ),DEL(n),DEL(ê),DEL(z),DEL(a)
DEL(miri);DEL(m),DEL(i),DEL(r),DEL(i)
DEL(ir);DEL(i),DEL(r)
DEL(nasan);DEL(n),DEL(a),DEL(s),DEL(a),DEL(n)
DEL(estin);DEL(e),DEL(s),DEL(t),DEL(i),DEL(n)
DEL(d);DEL(d)
DEL(di);DEL(d),DEL(i)
DEL(nisti);DEL(n),DEL(i),DEL(s),DEL(t),DEL(i)
DEL(ist);DEL(i),DEL(s),DEL(t)
DEL(istin);DEL(is),DEL(tin)
DEL(ûn);DEL(û),DEL(n)
DEL(t);DEL(t)
DEL((kevirê bi qîmet));DEL((),DEL(k),DEL(e),DEL(v),DEL(i),DEL(r),DEL(ê),DEL( ),DEL(b),DEL(i),DEL( ),DEL(q),DEL(î),DEL(m),DEL(e),DEL(t),DEL())
DEL(i);DEL(i)
DEL(xwen);DEL(x),DEL(w),DEL(e),DEL(n)
DEL(iri);DEL(ir),DEL(i)
DEL((qevdika) dest);DEL((),DEL(q),DEL(e),DEL(v),DEL(d),DEL(i),DEL(k),DEL(a),DEL()),DEL( ),DEL(d),DEL(e),DEL(s),DEL(t)
DEL((r);DEL((),DEL(r)
DEL(isti);DEL(is),DEL(ti)
DEL(stin);DEL(s),DEL(tin)
DEL(nî);DEL(n),DEL(î)
DEL(r);DEL(r)
DEL((reþreþikê));DEL((),DEL(r),DEL(e),DEL(þ),DEL(r),DEL(e),DEL(þ),DEL(i),DEL(k),DEL(ê),DEL())
DEL((ji hesin));DEL((),DEL(j),DEL(i),DEL( ),DEL(h),DEL(e),DEL(s),DEL(i),DEL(n),DEL())
DEL(ti);DEL(t),DEL(i)
DEL((ez dimabûm));DEL((),DEL(e),DEL(z),DEL( ),DEL(d),DEL(i),DEL(m),DEL(a),DEL(b),DEL(û),DEL(m),DEL())
DEL(ya);DEL(y),DEL(a)
DEL(dîti);DEL(d),DEL(î),DEL(t),DEL(i)
DEL(kiri);DEL(k),DEL(i),DEL(r),DEL(i)
DEL(yan);DEL(y),DEL(a),DEL(n)
DEL(,);DEL(,)
DEL((bila) ez mabiwama});DEL((),DEL(b),DEL(i),DEL(l),DEL(a),DEL()),DEL( ),DEL(e),DEL(z),DEL( ),DEL(m),DEL(a),DEL(b),DEL(i),DEL(w),DEL(a),DEL(m),DEL(a),DEL(})
DEL((malika çepê);DEL((),DEL(m),DEL(a),DEL(l),DEL(i),DEL(k),DEL(a),DEL( ),DEL(ç),DEL(e),DEL(p),DEL(ê)
DEL((bimîne));DEL((),DEL(b),DEL(i),DEL(m),DEL(î),DEL(n),DEL(e),DEL())
