Original;Split
INS(eje);INS(e),INS(j),INS(e)
INS(uda);INS(u),INS(d),INS(a)
INS(ss);INS(s),INS(s)
INS(ajaras);INS(a),INS(j),INS(a),INS(r),INS(a),INS(s)
INS(ajove);INS(a),INS(j),INS(o),INS(v),INS(e)
INS(issan);INS(i),INS(s),INS(s),INS(a),INS(n)
INS(ive);INS(i),INS(v),INS(e)
INS(rà);INS(r),INS(à)
INS(ré);INS(r),INS(é)
INS(u);INS(u)
INS(edes);INS(e),INS(d),INS(e),INS(s)
INS(ron);INS(r),INS(o),INS(n)
INS(fovai);INS(f),INS(o),INS(v),INS(a),INS(i)
INS(iré);INS(i),INS(r),INS(é)
INS(v);INS(v)
INS(issa);INS(i),INS(s),INS(s),INS(a)
INS(us);INS(u),INS(s)
INS(sara);INS(s),INS(a),INS(r),INS(a)
INS(ajaron);INS(a),INS(j),INS(a),INS(r),INS(o),INS(n)
INS(essan);INS(e),INS(s),INS(s),INS(a),INS(n)
INS(isova);INS(i),INS(s),INS(o),INS(v),INS(a)
INS(ajareis);INS(a),INS(j),INS(a),INS(r),INS(e),INS(i),INS(s)
INS(vas);INS(v),INS(a),INS(s)
INS(areis);INS(a),INS(r),INS(e),INS(i),INS(s)
INS(bes);INS(b),INS(e),INS(s)
INS(fov);INS(f),INS(o),INS(v)
INS(fossan);INS(f),INS(o),INS(s),INS(s),INS(a),INS(n)
INS(ede);INS(e),INS(d),INS(e)
INS(nissa);INS(n),INS(i),INS(s),INS(s),INS(a)
INS(ove);INS(o),INS(v),INS(e)
INS(ide);INS(i),INS(d),INS(e)
INS(niro);INS(n),INS(i),INS(r),INS(o)
INS(iron);INS(i),INS(r),INS(o),INS(n)
INS(issais);INS(i),INS(s),INS(s),INS(a),INS(i),INS(s)
INS(ivan);INS(i),INS(v),INS(a),INS(n)
INS(it);INS(i),INS(t)
INS(essa);INS(e),INS(s),INS(s),INS(a)
INS(aes);INS(a),INS(e),INS(s)
INS(oves);INS(o),INS(v),INS(e),INS(s)
INS(fovan);INS(f),INS(o),INS(v),INS(a),INS(n)
INS(ajon);INS(a),INS(j),INS(o),INS(n)
INS(esses);INS(e),INS(s),INS(s),INS(e),INS(s)
INS(anov);INS(a),INS(n),INS(o),INS(v)
INS(ajessan);INS(a),INS(j),INS(e),INS(s),INS(s),INS(a),INS(n)
INS(ssaré);INS(s),INS(s),INS(a),INS(r),INS(é)
INS(eda);INS(e),INS(d),INS(a)
INS(ajessais);INS(a),INS(j),INS(e),INS(s),INS(s),INS(a),INS(i),INS(s)
INS(sed);INS(s),INS(e),INS(d)
INS(essdar);INS(e),INS(s),INS(s),INS(d),INS(a),INS(r)
INS(ajessa);INS(a),INS(j),INS(e),INS(s),INS(s),INS(a)
INS(essais);INS(e),INS(s),INS(s),INS(a),INS(i),INS(s)
INS(ajar);INS(a),INS(j),INS(a),INS(r)
INS(ajovais);INS(a),INS(j),INS(o),INS(v),INS(a),INS(i),INS(s)
INS(ates);INS(a),INS(t),INS(e),INS(s)
INS(pù);INS(p),INS(ù)
INS(isse);INS(i),INS(s),INS(s),INS(e)
INS(udes);INS(u),INS(d),INS(e),INS(s)
INS(at);INS(a),INS(t)
DEL(dei);DEL(d),DEL(ei)
DEL(ester);DEL(e),DEL(ster)
DEL(ori);DEL(o),DEL(ri)
DEL(mpe);DEL(m),DEL(p),DEL(e)
DEL(olei);DEL(ol),DEL(ei)
DEL(av);DEL(a),DEL(v)
DEL(ve);DEL(v),DEL(e)
DEL(jì);DEL(j),DEL(ì)
DEL(o);DEL(o)
DEL(ster);DEL(s),DEL(ter)
DEL(love);DEL(l),DEL(o),DEL(v),DEL(e)
DEL(odei);DEL(o),DEL(dei)
DEL(ed);DEL(e),DEL(d)
DEL(te);DEL(t),DEL(e)
DEL(d);DEL(d)
DEL(avei);DEL(a),DEL(vei)
DEL(ol);DEL(o),DEL(l)
DEL(ev);DEL(e),DEL(v)
DEL(rje);DEL(rj),DEL(e)
DEL(gnì);DEL(g),DEL(n),DEL(ì)
DEL(erj);DEL(e),DEL(rj)
DEL(ver);DEL(v),DEL(er)
DEL(mper);DEL(m),DEL(p),DEL(e),DEL(r)
