Original;Split
INS(īpā);INS(ī),INS(p),INS(ā)
INS(āmāver);INS(ā),INS(m),INS(ā),INS(v),INS(e),INS(r)
INS(ēfīx);INS(ē),INS(f),INS(ī),INS(x)
INS(rīmus);INS(r),INS(ī),INS(m),INS(u),INS(s)
INS(tere);INS(t),INS(e),INS(r),INS(e)
INS(ssit);INS(s),INS(s),INS(i),INS(t)
INS(ūnē);INS(ū),INS(n),INS(ē)
INS(rexerint);INS(r),INS(e),INS(x),INS(e),INS(r),INS(i),INS(n),INS(t)
INS(orib);INS(o),INS(r),INS(i),INS(b)
INS(ess);INS(e),INS(s),INS(s)
INS(īsiōn);INS(ī),INS(s),INS(i),INS(ō),INS(n)
INS(ōra);INS(ō),INS(r),INS(a)
INS(īt);INS(ī),INS(t)
INS(āgā);INS(ā),INS(g),INS(ā)
INS(īnae);INS(ī),INS(n),INS(a),INS(e)
INS(ntur);INS(n),INS(t),INS(u),INS(r)
INS(rīs);INS(r),INS(ī),INS(s)
INS(ānūtō);INS(ā),INS(n),INS(ū),INS(t),INS(ō)
INS(ībēbām);INS(ī),INS(b),INS(ē),INS(b),INS(ā),INS(m)
INS(ācī);INS(ā),INS(c),INS(ī)
INS(ūnīcis);INS(ū),INS(n),INS(ī),INS(c),INS(i),INS(s)
INS(sserī);INS(s),INS(s),INS(e),INS(r),INS(ī)
INS(serim);INS(s),INS(e),INS(r),INS(i),INS(m)
INS(īte);INS(ī),INS(t),INS(e)
INS(tan);INS(t),INS(a),INS(n)
INS(tāvi);INS(t),INS(ā),INS(v),INS(i)
INS(rere);INS(r),INS(e),INS(r),INS(e)
INS(rīpse);INS(r),INS(ī),INS(p),INS(s),INS(e)
INS(āpī);INS(ā),INS(p),INS(ī)
INS(ītī);INS(ī),INS(t),INS(ī)
INS(issēns);INS(i),INS(s),INS(s),INS(ē),INS(n),INS(s)
INS(ēnōrum);INS(ē),INS(n),INS(ō),INS(r),INS(u),INS(m)
INS(pseri);INS(p),INS(s),INS(e),INS(r),INS(i)
INS(eritis);INS(e),INS(r),INS(i),INS(t),INS(i),INS(s)
INS(ūnāverō);INS(ū),INS(n),INS(ā),INS(v),INS(e),INS(r),INS(ō)
INS(ōrābimu);INS(ō),INS(r),INS(ā),INS(b),INS(i),INS(m),INS(u)
INS(īverit);INS(ī),INS(v),INS(e),INS(r),INS(i),INS(t)
INS(ētīs);INS(ē),INS(t),INS(ī),INS(s)
INS(īvēndim);INS(ī),INS(v),INS(ē),INS(n),INS(d),INS(i),INS(m)
INS(ti);INS(t),INS(i)
INS(ēb);INS(ē),INS(b)
INS(erō);INS(e),INS(r),INS(ō)
INS(se);INS(s),INS(e)
INS(ētō);INS(ē),INS(t),INS(ō)
INS(ta);INS(t),INS(a)
INS(īnxerāt);INS(ī),INS(n),INS(x),INS(e),INS(r),INS(ā),INS(t)
INS(sserō);INS(s),INS(s),INS(e),INS(r),INS(ō)
INS(ērā);INS(ē),INS(r),INS(ā)
INS(minī);INS(mi),INS(nī)
INS(ētāmus);INS(ē),INS(t),INS(ā),INS(m),INS(u),INS(s)
INS(eret);INS(e),INS(r),INS(e),INS(t)
INS(rēbātu);INS(r),INS(ē),INS(b),INS(ā),INS(t),INS(u)
INS(rārentu);INS(r),INS(ā),INS(r),INS(e),INS(n),INS(t),INS(u)
INS(sāvissēmu);INS(s),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(m),INS(u)
INS(ūrīt);INS(ū),INS(r),INS(ī),INS(t)
INS(īcā);INS(ī),INS(c),INS(ā)
INS(erītis);INS(e),INS(r),INS(ī),INS(t),INS(i),INS(s)
INS(tāre);INS(t),INS(ā),INS(r),INS(e)
INS(ōtō);INS(ō),INS(t),INS(ō)
INS(mīrē);INS(m),INS(ī),INS(r),INS(ē)
INS(ībit);INS(ī),INS(b),INS(i),INS(t)
INS(īvōrum);INS(ī),INS(v),INS(ō),INS(r),INS(u),INS(m)
INS(ērēris);INS(ē),INS(r),INS(ē),INS(r),INS(i),INS(s)
INS(īgerēm);INS(ī),INS(g),INS(e),INS(r),INS(ē),INS(m)
INS(ōrūperint);INS(ō),INS(r),INS(ū),INS(p),INS(e),INS(r),INS(i),INS(n),INS(t)
INS(īvā);INS(ī),INS(v),INS(ā)
INS(ēlābāminī);INS(ē),INS(l),INS(ā),INS(b),INS(ā),INS(m),INS(i),INS(n),INS(ī)
INS(īēb);INS(ī),INS(ē),INS(b)
INS(ōnāle);INS(ō),INS(n),INS(ā),INS(l),INS(e)
INS(ēlō);INS(ē),INS(l),INS(ō)
INS(ātem);INS(ā),INS(t),INS(e),INS(m)
INS(xerint);INS(x),INS(e),INS(r),INS(i),INS(n),INS(t)
INS(istis);INS(i),INS(s),INS(t),INS(i),INS(s)
INS(īcār);INS(ī),INS(c),INS(ā),INS(r)
INS(ūdim);INS(ū),INS(d),INS(i),INS(m)
INS(ēfīat);INS(ē),INS(f),INS(ī),INS(a),INS(t)
INS(ōnābam);INS(ō),INS(n),INS(ā),INS(b),INS(a),INS(m)
INS(ūtō);INS(ū),INS(t),INS(ō)
INS(ēcā);INS(ē),INS(c),INS(ā)
INS(simu);INS(s),INS(i),INS(m),INS(u)
INS(ūcāte);INS(ū),INS(c),INS(ā),INS(t),INS(e)
INS(ātum);INS(ā),INS(t),INS(u),INS(m)
INS(ūserit);INS(ū),INS(s),INS(e),INS(r),INS(i),INS(t)
INS(īmīsērun);INS(ī),INS(m),INS(ī),INS(s),INS(ē),INS(r),INS(u),INS(n)
INS(rādīcuntu);INS(r),INS(ā),INS(d),INS(ī),INS(c),INS(u),INS(n),INS(t),INS(u)
INS(ēnātis);INS(ē),INS(n),INS(ā),INS(t),INS(i),INS(s)
INS(īce);INS(ī),INS(c),INS(e)
INS(ēbiminī);INS(ē),INS(b),INS(i),INS(m),INS(i),INS(n),INS(ī)
INS(tun);INS(t),INS(u),INS(n)
INS(tāren);INS(t),INS(ā),INS(r),INS(e),INS(n)
INS(īmus);INS(ī),INS(m),INS(u),INS(s)
INS(ītō);INS(ī),INS(t),INS(ō)
INS(rārētu);INS(r),INS(ā),INS(r),INS(ē),INS(t),INS(u)
INS(īvīserō);INS(ī),INS(v),INS(ī),INS(s),INS(e),INS(r),INS(ō)
INS(ālā);INS(ā),INS(l),INS(ā)
INS(īmō);INS(ī),INS(m),INS(ō)
INS(ālātō);INS(ā),INS(l),INS(ā),INS(t),INS(ō)
INS(ōta);INS(ō),INS(t),INS(a)
INS(ūpisset);INS(ū),INS(p),INS(i),INS(s),INS(s),INS(e),INS(t)
INS(erēminī);INS(e),INS(r),INS(ē),INS(m),INS(i),INS(n),INS(ī)
INS(ītābām);INS(ī),INS(t),INS(ā),INS(b),INS(ā),INS(m)
INS(rība);INS(r),INS(ī),INS(b),INS(a)
INS(ēcer);INS(ē),INS(c),INS(e),INS(r)
INS(ūrriant);INS(ū),INS(r),INS(r),INS(i),INS(a),INS(n),INS(t)
INS(īna);INS(ī),INS(n),INS(a)
INS(erer);INS(e),INS(r),INS(e),INS(r)
INS(ārāre);INS(ā),INS(r),INS(ā),INS(r),INS(e)
INS(erīmus);INS(e),INS(r),INS(ī),INS(m),INS(u),INS(s)
INS(erās);INS(e),INS(r),INS(ā),INS(s)
INS(ūtam);INS(ū),INS(t),INS(a),INS(m)
INS(ūnābar);INS(ū),INS(n),INS(ā),INS(b),INS(a),INS(r)
INS(āgāre);INS(ā),INS(g),INS(ā),INS(r),INS(e)
INS(xerās);INS(x),INS(e),INS(r),INS(ā),INS(s)
INS(sāverīmu);INS(s),INS(ā),INS(v),INS(e),INS(r),INS(ī),INS(m),INS(u)
INS(īd);INS(ī),INS(d)
INS(stī);INS(s),INS(t),INS(ī)
INS(sissent);INS(s),INS(i),INS(s),INS(s),INS(e),INS(n),INS(t)
INS(īc);INS(ī),INS(c)
INS(ēcerīs);INS(ē),INS(c),INS(e),INS(r),INS(ī),INS(s)
INS(ōrābō);INS(ō),INS(r),INS(ā),INS(b),INS(ō)
INS(ībā);INS(ī),INS(b),INS(ā)
INS(ājētānā);INS(ā),INS(j),INS(ē),INS(t),INS(ā),INS(n),INS(ā)
INS(uimus);INS(u),INS(i),INS(m),INS(u),INS(s)
INS(ūdine);INS(ū),INS(d),INS(i),INS(n),INS(e)
INS(īrēmus);INS(ī),INS(r),INS(ē),INS(m),INS(u),INS(s)
INS(sūmēbāri);INS(s),INS(ū),INS(m),INS(ē),INS(b),INS(ā),INS(r),INS(i)
INS(ōrābātis);INS(ō),INS(r),INS(ā),INS(b),INS(ā),INS(t),INS(i),INS(s)
INS(īde);INS(ī),INS(d),INS(e)
INS(ēlāv);INS(ē),INS(l),INS(ā),INS(v)
INS(rītis);INS(r),INS(ī),INS(t),INS(i),INS(s)
INS(īcum);INS(ī),INS(c),INS(u),INS(m)
INS(ēnā);INS(ē),INS(n),INS(ā)
INS(ēbat);INS(ē),INS(b),INS(a),INS(t)
INS(ēbunt);INS(ē),INS(b),INS(u),INS(n),INS(t)
INS(īps);INS(ī),INS(p),INS(s)
INS(rāliō);INS(r),INS(ā),INS(l),INS(i),INS(ō)
INS(ūrgārēm);INS(ū),INS(r),INS(g),INS(ā),INS(r),INS(ē),INS(m)
INS(ōpōnerem);INS(ō),INS(p),INS(ō),INS(n),INS(e),INS(r),INS(e),INS(m)
INS(tāvisse);INS(t),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(e)
INS(ētāc);INS(ē),INS(t),INS(ā),INS(c)
INS(īēbās);INS(ī),INS(ē),INS(b),INS(ā),INS(s)
INS(ātōrum);INS(ā),INS(t),INS(ō),INS(r),INS(u),INS(m)
INS(ūrārem);INS(ū),INS(r),INS(ā),INS(r),INS(e),INS(m)
INS(ūsūrā);INS(ū),INS(s),INS(ū),INS(r),INS(ā)
INS(ītār);INS(ī),INS(t),INS(ā),INS(r)
INS(rābantu);INS(r),INS(ā),INS(b),INS(a),INS(n),INS(t),INS(u)
INS(āgē);INS(ā),INS(g),INS(ē)
INS(ūnī);INS(ū),INS(n),INS(ī)
INS(uissēt);INS(u),INS(i),INS(s),INS(s),INS(ē),INS(t)
INS(dēfū);INS(d),INS(ē),INS(f),INS(ū)
INS(ībāv);INS(ī),INS(b),INS(ā),INS(v)
INS(ssēmus);INS(s),INS(s),INS(ē),INS(m),INS(u),INS(s)
INS(īn);INS(ī),INS(n)
INS(īgām);INS(ī),INS(g),INS(ā),INS(m)
INS(ssem);INS(s),INS(s),INS(e),INS(m)
INS(rātu);INS(r),INS(ā),INS(t),INS(u)
INS(rīrēmu);INS(r),INS(ī),INS(r),INS(ē),INS(m),INS(u)
INS(xeris);INS(x),INS(e),INS(r),INS(i),INS(s)
INS(ūnā);INS(ū),INS(n),INS(ā)
INS(ēram);INS(ē),INS(r),INS(a),INS(m)
INS(ādāminī);INS(ā),INS(d),INS(ā),INS(m),INS(i),INS(n),INS(ī)
INS(māba);INS(m),INS(ā),INS(b),INS(a)
INS(ēlī);INS(ē),INS(l),INS(ī)
INS(teteran);INS(t),INS(e),INS(t),INS(e),INS(r),INS(a),INS(n)
INS(īcō);INS(ī),INS(c),INS(ō)
INS(ātīvī);INS(ā),INS(t),INS(ī),INS(v),INS(ī)
INS(ex);INS(e),INS(x)
INS(ēiuss);INS(ē),INS(i),INS(u),INS(s),INS(s)
INS(rit);INS(r),INS(i),INS(t)
INS(xueran);INS(x),INS(u),INS(e),INS(r),INS(a),INS(n)
INS(ērunt);INS(ē),INS(r),INS(u),INS(n),INS(t)
INS(ūdinī);INS(ū),INS(d),INS(i),INS(n),INS(ī)
INS(ēcerō);INS(ē),INS(c),INS(e),INS(r),INS(ō)
INS(ēlīmāmur);INS(ē),INS(l),INS(ī),INS(m),INS(ā),INS(m),INS(u),INS(r)
INS(īzāb);INS(ī),INS(z),INS(ā),INS(b)
INS(ētūdinum);INS(ē),INS(t),INS(ū),INS(d),INS(i),INS(n),INS(u),INS(m)
INS(ēlātōr);INS(ē),INS(l),INS(ā),INS(t),INS(ō),INS(r)
INS(īx);INS(ī),INS(x)
INS(ūtā);INS(ū),INS(t),INS(ā)
INS(ētī);INS(ē),INS(t),INS(ī)
INS(serō);INS(s),INS(e),INS(r),INS(ō)
INS(īret);INS(ī),INS(r),INS(e),INS(t)
INS(ēnār);INS(ē),INS(n),INS(ā),INS(r)
INS(īverint);INS(ī),INS(v),INS(e),INS(r),INS(i),INS(n),INS(t)
INS(ōcāmus);INS(ō),INS(c),INS(ā),INS(m),INS(u),INS(s)
INS(ōcem);INS(ō),INS(c),INS(e),INS(m)
INS(ēdāvī);INS(ē),INS(d),INS(ā),INS(v),INS(ī)
INS(āle);INS(ā),INS(l),INS(e)
INS(ūdiminī);INS(ū),INS(d),INS(i),INS(m),INS(i),INS(n),INS(ī)
INS(ēnāv);INS(ē),INS(n),INS(ā),INS(v)
INS(īris);INS(ī),INS(r),INS(i),INS(s)
INS(ōnā);INS(ō),INS(n),INS(ā)
INS(ītur);INS(ī),INS(t),INS(u),INS(r)
INS(ūmunt);INS(ū),INS(m),INS(u),INS(n),INS(t)
INS(ūtārēminī);INS(ū),INS(t),INS(ā),INS(r),INS(ē),INS(m),INS(i),INS(n),INS(ī)
INS(ten);INS(t),INS(e),INS(n)
INS(ībāb);INS(ī),INS(b),INS(ā),INS(b)
INS(ūritis);INS(ū),INS(r),INS(i),INS(t),INS(i),INS(s)
INS(ra);INS(r),INS(a)
INS(ūdant);INS(ū),INS(d),INS(a),INS(n),INS(t)
INS(īxer);INS(ī),INS(x),INS(e),INS(r)
INS(rī);INS(r),INS(ī)
INS(īrāvist);INS(ī),INS(r),INS(ā),INS(v),INS(i),INS(s),INS(t)
INS(ūcārēt);INS(ū),INS(c),INS(ā),INS(r),INS(ē),INS(t)
INS(īrēm);INS(ī),INS(r),INS(ē),INS(m)
INS(ītā);INS(ī),INS(t),INS(ā)
INS(ōmēs);INS(ō),INS(m),INS(ē),INS(s)
INS(īctāv);INS(ī),INS(c),INS(t),INS(ā),INS(v)
INS(ēcerāt);INS(ē),INS(c),INS(e),INS(r),INS(ā),INS(t)
INS(āmō);INS(ā),INS(m),INS(ō)
INS(exerīs);INS(e),INS(x),INS(e),INS(r),INS(ī),INS(s)
INS(iāl);INS(i),INS(ā),INS(l)
INS(tīgā);INS(t),INS(ī),INS(g),INS(ā)
INS(issēs);INS(i),INS(s),INS(s),INS(ē),INS(s)
INS(īr);INS(ī),INS(r)
INS(erēr);INS(e),INS(r),INS(ē),INS(r)
INS(ēdīvissētis);INS(ē),INS(d),INS(ī),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(t),INS(i),INS(s)
INS(ātū);INS(ā),INS(t),INS(ū)
INS(xerō);INS(x),INS(e),INS(r),INS(ō)
INS(īcī);INS(ī),INS(c),INS(ī)
INS(ōrāverītis);INS(ō),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(ī),INS(t),INS(i),INS(s)
INS(ēiūrō);INS(ē),INS(i),INS(ū),INS(r),INS(ō)
INS(cu);INS(c),INS(u)
INS(issem);INS(i),INS(s),INS(s),INS(e),INS(m)
INS(īrēbāt);INS(ī),INS(r),INS(ē),INS(b),INS(ā),INS(t)
INS(ōrō);INS(ō),INS(r),INS(ō)
INS(ūpsissēs);INS(ū),INS(p),INS(s),INS(i),INS(s),INS(s),INS(ē),INS(s)
INS(dibu);INS(d),INS(i),INS(b),INS(u)
INS(rēce);INS(r),INS(ē),INS(c),INS(e)
INS(ēra);INS(ē),INS(r),INS(a)
INS(ōdīte);INS(ō),INS(d),INS(ī),INS(t),INS(e)
INS(ūgātō);INS(ū),INS(g),INS(ā),INS(t),INS(ō)
INS(rētīrēmu);INS(r),INS(ē),INS(t),INS(ī),INS(r),INS(ē),INS(m),INS(u)
INS(ōrentu);INS(ō),INS(r),INS(e),INS(n),INS(t),INS(u)
INS(īzāret);INS(ī),INS(z),INS(ā),INS(r),INS(e),INS(t)
INS(ōtī);INS(ō),INS(t),INS(ī)
INS(ūrārent);INS(ū),INS(r),INS(ā),INS(r),INS(e),INS(n),INS(t)
INS(ērō);INS(ē),INS(r),INS(ō)
INS(im);INS(i),INS(m)
INS(xissent);INS(x),INS(i),INS(s),INS(s),INS(e),INS(n),INS(t)
INS(ānīverit);INS(ā),INS(n),INS(ī),INS(v),INS(e),INS(r),INS(i),INS(t)
INS(ānārum);INS(ā),INS(n),INS(ā),INS(r),INS(u),INS(m)
INS(ecineritis);INS(e),INS(c),INS(i),INS(n),INS(e),INS(r),INS(i),INS(t),INS(i),INS(s)
INS(āginēs);INS(ā),INS(g),INS(i),INS(n),INS(ē),INS(s)
INS(tem);INS(t),INS(e),INS(m)
INS(ōte);INS(ō),INS(t),INS(e)
INS(ātōri);INS(ā),INS(t),INS(ō),INS(r),INS(i)
INS(ntāveri);INS(n),INS(t),INS(ā),INS(v),INS(e),INS(r),INS(i)
INS(tāvera);INS(t),INS(ā),INS(v),INS(e),INS(r),INS(a)
INS(ssent);INS(s),INS(s),INS(e),INS(n),INS(t)
INS(īdae);INS(ī),INS(d),INS(a),INS(e)
INS(ssissētis);INS(s),INS(s),INS(i),INS(s),INS(s),INS(ē),INS(t),INS(i),INS(s)
INS(īvō);INS(ī),INS(v),INS(ō)
INS(ēiōrār);INS(ē),INS(i),INS(ō),INS(r),INS(ā),INS(r)
INS(sissētis);INS(s),INS(i),INS(s),INS(s),INS(ē),INS(t),INS(i),INS(s)
INS(uerit);INS(u),INS(e),INS(r),INS(i),INS(t)
INS(mīnōru);INS(m),INS(ī),INS(n),INS(ō),INS(r),INS(u)
INS(tāvērun);INS(t),INS(ā),INS(v),INS(ē),INS(r),INS(u),INS(n)
INS(ādū);INS(ā),INS(d),INS(ū)
INS(ūrāba);INS(ū),INS(r),INS(ā),INS(b),INS(a)
INS(ērātu);INS(ē),INS(r),INS(ā),INS(t),INS(u)
INS(ōmīsisse);INS(ō),INS(m),INS(ī),INS(s),INS(i),INS(s),INS(s),INS(e)
INS(īgāv);INS(ī),INS(g),INS(ā),INS(v)
INS(ātūr);INS(ā),INS(t),INS(ū),INS(r)
INS(ōtāverīmus);INS(ō),INS(t),INS(ā),INS(v),INS(e),INS(r),INS(ī),INS(m),INS(u),INS(s)
INS(ārī);INS(ā),INS(r),INS(ī)
INS(ūta);INS(ū),INS(t),INS(a)
INS(īrā);INS(ī),INS(r),INS(ā)
INS(āgine);INS(ā),INS(g),INS(i),INS(n),INS(e)
INS(te);INS(t),INS(e)
INS(ēiūrā);INS(ē),INS(i),INS(ū),INS(r),INS(ā)
INS(āginis);INS(ā),INS(g),INS(i),INS(n),INS(i),INS(s)
INS(ācā);INS(ā),INS(c),INS(ā)
INS(ssī);INS(s),INS(s),INS(ī)
INS(ītāt);INS(ī),INS(t),INS(ā),INS(t)
INS(ānīcāvissēs);INS(ā),INS(n),INS(ī),INS(c),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(s)
INS(īverīs);INS(ī),INS(v),INS(e),INS(r),INS(ī),INS(s)
INS(ēnīviss);INS(ē),INS(n),INS(ī),INS(v),INS(i),INS(s),INS(s)
INS(erētur);INS(e),INS(r),INS(ē),INS(t),INS(u),INS(r)
INS(bus);INS(b),INS(u),INS(s)
INS(ium);INS(i),INS(u),INS(m)
INS(ānārer);INS(ā),INS(n),INS(ā),INS(r),INS(e),INS(r)
INS(ālī);INS(ā),INS(l),INS(ī)
INS(ōsā);INS(ō),INS(s),INS(ā)
INS(ēlū);INS(ē),INS(l),INS(ū)
INS(tum);INS(t),INS(u),INS(m)
INS(ēcerim);INS(ē),INS(c),INS(e),INS(r),INS(i),INS(m)
INS(ūrī);INS(ū),INS(r),INS(ī)
INS(ōbī);INS(ō),INS(b),INS(ī)
INS(iū);INS(i),INS(ū)
INS(ēnī);INS(ē),INS(n),INS(ī)
INS(īrētur);INS(ī),INS(r),INS(ē),INS(t),INS(u),INS(r)
INS(āce);INS(ā),INS(c),INS(e)
INS(īvist);INS(ī),INS(v),INS(i),INS(s),INS(t)
INS(cēs);INS(c),INS(ē),INS(s)
INS(īvae);INS(ī),INS(v),INS(a),INS(e)
INS(ōdīverim);INS(ō),INS(d),INS(ī),INS(v),INS(e),INS(r),INS(i),INS(m)
INS(iātōr);INS(i),INS(ā),INS(t),INS(ō),INS(r)
INS(ōrāvit);INS(ō),INS(r),INS(ā),INS(v),INS(i),INS(t)
INS(ūderō);INS(ū),INS(d),INS(e),INS(r),INS(ō)
INS(īma);INS(ī),INS(m),INS(a)
INS(ūnāvissēs);INS(ū),INS(n),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(s)
INS(ūcō);INS(ū),INS(c),INS(ō)
INS(īdō);INS(ī),INS(d),INS(ō)
INS(ūsō);INS(ū),INS(s),INS(ō)
INS(īvam);INS(ī),INS(v),INS(a),INS(m)
INS(ēnālī);INS(ē),INS(n),INS(ā),INS(l),INS(ī)
INS(xerātis);INS(x),INS(e),INS(r),INS(ā),INS(t),INS(i),INS(s)
INS(ēmīsistis);INS(ē),INS(m),INS(ī),INS(s),INS(i),INS(s),INS(t),INS(i),INS(s)
INS(ūrīs);INS(ū),INS(r),INS(ī),INS(s)
INS(resse);INS(r),INS(e),INS(s),INS(s),INS(e)
INS(ēta);INS(ē),INS(t),INS(a)
INS(ōtū);INS(ō),INS(t),INS(ū)
INS(rāmu);INS(r),INS(ā),INS(m),INS(u)
INS(ēfīgēmur);INS(ē),INS(f),INS(ī),INS(g),INS(ē),INS(m),INS(u),INS(r)
INS(ūverītis);INS(ū),INS(v),INS(e),INS(r),INS(ī),INS(t),INS(i),INS(s)
INS(īge);INS(ī),INS(g),INS(e)
INS(vērunt);INS(v),INS(ē),INS(r),INS(u),INS(n),INS(t)
INS(ēbantur);INS(ē),INS(b),INS(a),INS(n),INS(t),INS(u),INS(r)
INS(ūdinēs);INS(ū),INS(d),INS(i),INS(n),INS(ē),INS(s)
INS(tāveri);INS(t),INS(ā),INS(v),INS(e),INS(r),INS(i)
INS(īrō);INS(ī),INS(r),INS(ō)
INS(ūdit);INS(ū),INS(d),INS(i),INS(t)
INS(ȳxē);INS(ȳ),INS(x),INS(ē)
INS(ūrāverant);INS(ū),INS(r),INS(ā),INS(v),INS(e),INS(r),INS(a),INS(n),INS(t)
INS(īstī);INS(ī),INS(s),INS(t),INS(ī)
INS(ūnātō);INS(ū),INS(n),INS(ā),INS(t),INS(ō)
INS(tīveri);INS(t),INS(ī),INS(v),INS(e),INS(r),INS(i)
INS(rābuntu);INS(r),INS(ā),INS(b),INS(u),INS(n),INS(t),INS(u)
INS(īveram);INS(ī),INS(v),INS(e),INS(r),INS(a),INS(m)
INS(ānāvissēs);INS(ā),INS(n),INS(ā),INS(v),INS(i),INS(s),INS(s),INS(ē),INS(s)
INS(serat);INS(s),INS(e),INS(r),INS(a),INS(t)
INS(esserant);INS(e),INS(s),INS(s),INS(e),INS(r),INS(a),INS(n),INS(t)
INS(xerīmus);INS(x),INS(e),INS(r),INS(ī),INS(m),INS(u),INS(s)
INS(ēfīgāmus);INS(ē),INS(f),INS(ī),INS(g),INS(ā),INS(m),INS(u),INS(s)
INS(ūrae);INS(ū),INS(r),INS(a),INS(e)
INS(ōtēris);INS(ō),INS(t),INS(ē),INS(r),INS(i),INS(s)
INS(īrat);INS(ī),INS(r),INS(a),INS(t)
INS(tō);INS(t),INS(ō)
INS(ībārentur);INS(ī),INS(b),INS(ā),INS(r),INS(e),INS(n),INS(t),INS(u),INS(r)
INS(ēpam);INS(ē),INS(p),INS(a),INS(m)
INS(ōrēmus);INS(ō),INS(r),INS(ē),INS(m),INS(u),INS(s)
INS(ēna);INS(ē),INS(n),INS(a)
INS(āgēnā);INS(ā),INS(g),INS(ē),INS(n),INS(ā)
INS(ōvī);INS(ō),INS(v),INS(ī)
INS(ūmerent);INS(ū),INS(m),INS(e),INS(r),INS(e),INS(n),INS(t)
INS(tāveran);INS(t),INS(ā),INS(v),INS(e),INS(r),INS(a),INS(n)
INS(ōlāverit);INS(ō),INS(l),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(t)
INS(dum);INS(d),INS(u),INS(m)
INS(ēnūbat);INS(ē),INS(n),INS(ū),INS(b),INS(a),INS(t)
INS(rexe);INS(r),INS(e),INS(x),INS(e)
INS(rat);INS(r),INS(a),INS(t)
INS(ēps);INS(ē),INS(p),INS(s)
INS(rās);INS(r),INS(ā),INS(s)
INS(āli);INS(ā),INS(l),INS(i)
INS(ātārum);INS(ā),INS(t),INS(ā),INS(r),INS(u),INS(m)
INS(xerin);INS(x),INS(e),INS(r),INS(i),INS(n)
INS(īre);INS(ī),INS(r),INS(e)
INS(ēnō);INS(ē),INS(n),INS(ō)
INS(ānōrum);INS(ā),INS(n),INS(ō),INS(r),INS(u),INS(m)
INS(erētis);INS(e),INS(r),INS(ē),INS(t),INS(i),INS(s)
INS(tā);INS(t),INS(ā)
INS(ēru);INS(ē),INS(r),INS(u)
INS(ūtāveri);INS(ū),INS(t),INS(ā),INS(v),INS(e),INS(r),INS(i)
INS(ōrābuntu);INS(ō),INS(r),INS(ā),INS(b),INS(u),INS(n),INS(t),INS(u)
INS(āginibus);INS(ā),INS(g),INS(i),INS(n),INS(i),INS(b),INS(u),INS(s)
INS(sāveriti);INS(s),INS(ā),INS(v),INS(e),INS(r),INS(i),INS(t),INS(i)
INS(ssētis);INS(s),INS(s),INS(ē),INS(t),INS(i),INS(s)
INS(āmāverās);INS(ā),INS(m),INS(ā),INS(v),INS(e),INS(r),INS(ā),INS(s)
INS(erātis);INS(e),INS(r),INS(ā),INS(t),INS(i),INS(s)
