Original;Split
INS(de);INS(d),INS(e)
INS(vome);INS(v),INS(o),INS(m),INS(e)
INS(yra);INS(y),INS(r),INS(a)
INS(aĩči);INS(a),INS(ĩ),INS(č),INS(i)
INS(ãtą);INS(ã),INS(t),INS(ą)
INS(ėmėm);INS(ė),INS(m),INS(ė),INS(m)
INS(ója);INS(ó),INS(j),INS(a)
INS(iáusiomi);INS(i),INS(á),INS(u),INS(s),INS(i),INS(o),INS(m),INS(i)
INS(ãmų);INS(ã),INS(m),INS(ų)
INS(ãrą);INS(ã),INS(r),INS(ą)
INS(ĩgę);INS(ĩ),INS(g),INS(ę)
INS(ýną);INS(ý),INS(n),INS(ą)
INS(́jus);INS(́),INS(j),INS(u),INS(s)
INS(ìnos);INS(ì),INS(n),INS(o),INS(s)
INS(and);INS(a),INS(n),INS(d)
INS(esi);INS(e),INS(s),INS(i)
INS(õčių);INS(õ),INS(č),INS(i),INS(ų)
INS(niam);INS(n),INS(i),INS(a),INS(m)
INS(yręs);INS(y),INS(r),INS(ę),INS(s)
INS(žiu);INS(ž),INS(i),INS(u)
INS(ũją);INS(ũ),INS(j),INS(ą)
INS(ĩtį);INS(ĩ),INS(t),INS(į)
INS(iáu);INS(i),INS(á),INS(u)
INS(esnė̃);INS(e),INS(s),INS(n),INS(ė),INS(̃)
INS(́ju);INS(́),INS(j),INS(u)
INS(ẽjų);INS(ẽ),INS(j),INS(ų)
INS(ódav);INS(ó),INS(d),INS(a),INS(v)
INS(ýdavome);INS(ý),INS(d),INS(a),INS(v),INS(o),INS(m),INS(e)
INS(ýbes);INS(ý),INS(b),INS(e),INS(s)
INS(dome);INS(d),INS(o),INS(m),INS(e)
INS(ñgū);INS(ñ),INS(g),INS(ū)
INS(dan);INS(d),INS(a),INS(n)
INS(ešóka);INS(e),INS(š),INS(ó),INS(k),INS(a)
INS(iom);INS(i),INS(o),INS(m)
INS(ąja);INS(ą),INS(j),INS(a)
INS(endome);INS(e),INS(n),INS(d),INS(o),INS(m),INS(e)
INS(avė);INS(a),INS(v),INS(ė)
INS(ìnę);INS(ì),INS(n),INS(ę)
INS(eni);INS(e),INS(n),INS(i)
INS(audav);INS(a),INS(u),INS(d),INS(a),INS(v)
INS(dėme);INS(d),INS(ė),INS(m),INS(e)
INS(siem);INS(s),INS(i),INS(e),INS(m)
INS(èto);INS(è),INS(t),INS(o)
INS(ùvį);INS(ù),INS(v),INS(į)
INS(uvo);INS(u),INS(v),INS(o)
INS(ùrei);INS(ù),INS(r),INS(e),INS(i)
INS(žiausi);INS(ž),INS(i),INS(a),INS(u),INS(s),INS(i)
INS(ýbę);INS(ý),INS(b),INS(ę)
INS(òg);INS(ò),INS(g)
INS(ýs);INS(ý),INS(s)
INS(d);INS(d)
INS(ojè);INS(o),INS(j),INS(è)
INS(ìzmu);INS(ì),INS(z),INS(m),INS(u)
INS(ỹsčia);INS(ỹ),INS(s),INS(č),INS(i),INS(a)
INS(iáusiu);INS(i),INS(á),INS(u),INS(s),INS(i),INS(u)
INS(ãros);INS(ã),INS(r),INS(o),INS(s)
INS(́ms);INS(́),INS(m),INS(s)
INS(ĩte);INS(ĩ),INS(t),INS(e)
INS(ãzą);INS(ã),INS(z),INS(ą)
INS(ùmų);INS(ù),INS(m),INS(ų)
INS(ýtų);INS(ý),INS(t),INS(ų)
INS(uoju);INS(u),INS(o),INS(j),INS(u)
INS(óną);INS(ó),INS(n),INS(ą)
INS(̃s);INS(̃),INS(s)
INS(ýdos);INS(ý),INS(d),INS(o),INS(s)
INS(mìs);INS(m),INS(ì),INS(s)
INS(ýdamas);INS(ý),INS(d),INS(a),INS(m),INS(a),INS(s)
INS(órui);INS(ó),INS(r),INS(u),INS(i)
INS(sẽ);INS(s),INS(ẽ)
INS(rį);INS(r),INS(į)
INS(sę);INS(s),INS(ę)
INS(iuose);INS(i),INS(u),INS(o),INS(s),INS(e)
INS(ùko);INS(ù),INS(k),INS(o)
INS(ìko);INS(ì),INS(k),INS(o)
INS(óbdav);INS(ó),INS(b),INS(d),INS(a),INS(v)
INS(ynėme);INS(y),INS(n),INS(ė),INS(m),INS(e)
INS(óžiu);INS(ó),INS(ž),INS(i),INS(u)
INS(du);INS(d),INS(u)
INS(ùkį);INS(ù),INS(k),INS(į)
INS(élk);INS(é),INS(l),INS(k)
INS(ýbių);INS(ý),INS(b),INS(i),INS(ų)
INS(ìmų);INS(ì),INS(m),INS(ų)
INS(ãko);INS(ã),INS(k),INS(o)
INS(jant);INS(j),INS(a),INS(n),INS(t)
INS(ãnų);INS(ã),INS(n),INS(ų)
INS(iomi);INS(i),INS(o),INS(m),INS(i)
INS(iáusi);INS(i),INS(á),INS(u),INS(s),INS(i)
INS(ètui);INS(è),INS(t),INS(u),INS(i)
INS(mì);INS(m),INS(ì)
INS(̃tę);INS(̃),INS(t),INS(ę)
INS(ìnu);INS(ì),INS(n),INS(u)
INS(èroj);INS(è),INS(r),INS(o),INS(j)
INS(õjam);INS(õ),INS(j),INS(a),INS(m)
INS(ži);INS(ž),INS(i)
INS(ãkos);INS(ã),INS(k),INS(o),INS(s)
INS(ave);INS(a),INS(v),INS(e)
INS(ųjų);INS(ų),INS(j),INS(ų)
INS(niamè);INS(n),INS(i),INS(a),INS(m),INS(è)
INS(ẽsū);INS(ẽ),INS(s),INS(ū)
INS(ẽčių);INS(ẽ),INS(č),INS(i),INS(ų)
INS(ìmuo);INS(ì),INS(m),INS(u),INS(o)
INS(dė);INS(d),INS(ė)
INS(ũg);INS(ũ),INS(g)
INS(esnė̃m);INS(e),INS(s),INS(n),INS(ė),INS(̃),INS(m)
INS(̃to);INS(̃),INS(t),INS(o)
INS(ãnui);INS(ã),INS(n),INS(u),INS(i)
INS(ògų);INS(ò),INS(g),INS(ų)
INS(esame);INS(e),INS(s),INS(a),INS(m),INS(e)
INS(ju);INS(j),INS(u)
INS(mė);INS(m),INS(ė)
INS(òpą);INS(ò),INS(p),INS(ą)
INS(esnè);INS(e),INS(s),INS(n),INS(è)
INS(žio);INS(ž),INS(i),INS(o)
INS(ẽlių);INS(ẽ),INS(l),INS(i),INS(ų)
INS(ùke);INS(ù),INS(k),INS(e)
INS(ùlęs);INS(ù),INS(l),INS(ę),INS(s)
INS(óm);INS(ó),INS(m)
INS(ãrio);INS(ã),INS(r),INS(i),INS(o)
INS(ĩlį);INS(ĩ),INS(l),INS(į)
INS(ẽn);INS(ẽ),INS(n)
INS(ìrač);INS(ì),INS(r),INS(a),INS(č)
INS(ùkdavote);INS(ù),INS(k),INS(d),INS(a),INS(v),INS(o),INS(t),INS(e)
INS(ãmoms);INS(ã),INS(m),INS(o),INS(m),INS(s)
INS(lẽ);INS(l),INS(ẽ)
INS(enìms);INS(e),INS(n),INS(ì),INS(m),INS(s)
INS(ìšku);INS(ì),INS(š),INS(k),INS(u)
INS(ùs);INS(ù),INS(s)
INS(yjè);INS(y),INS(j),INS(è)
INS(ãpo);INS(ã),INS(p),INS(o)
INS(ìnia);INS(ì),INS(n),INS(i),INS(a)
INS(éid);INS(é),INS(i),INS(d)
INS(ãso);INS(ã),INS(s),INS(o)
INS(uosè);INS(u),INS(o),INS(s),INS(è)
INS(tan);INS(t),INS(a),INS(n)
INS(em̃ša);INS(e),INS(m),INS(̃),INS(š),INS(a)
INS(en);INS(e),INS(n)
INS(́s);INS(́),INS(s)
INS(ẽtę);INS(ẽ),INS(t),INS(ę)
INS(ėje);INS(ė),INS(j),INS(e)
INS(sdavę);INS(s),INS(d),INS(a),INS(v),INS(ę)
INS(́jo);INS(́),INS(j),INS(o)
INS(õnei);INS(õ),INS(n),INS(e),INS(i)
INS(ùšame);INS(ù),INS(š),INS(a),INS(m),INS(e)
INS(dote);INS(d),INS(o),INS(t),INS(e)
INS(sùkdavę);INS(s),INS(ù),INS(k),INS(d),INS(a),INS(v),INS(ę)
INS(ìde);INS(ì),INS(d),INS(e)
INS(̃davome);INS(̃),INS(d),INS(a),INS(v),INS(o),INS(m),INS(e)
INS(enų̃);INS(e),INS(n),INS(ų),INS(̃)
INS(ñkią);INS(ñ),INS(k),INS(i),INS(ą)
INS(́damas);INS(́),INS(d),INS(a),INS(m),INS(a),INS(s)
INS(ẽg);INS(ẽ),INS(g)
INS(ùšėte);INS(ù),INS(š),INS(ė),INS(t),INS(e)
INS(ìku);INS(ì),INS(k),INS(u)
INS(ìme);INS(ì),INS(m),INS(e)
INS(óru);INS(ó),INS(r),INS(u)
INS(ìn);INS(ì),INS(n)
INS(ódava);INS(ó),INS(d),INS(a),INS(v),INS(a)
INS(̃k);INS(̃),INS(k)
INS(ỹsčiu);INS(ỹ),INS(s),INS(č),INS(i),INS(u)
INS(ýbe);INS(ý),INS(b),INS(e)
INS(ìne);INS(ì),INS(n),INS(e)
INS(asdam);INS(a),INS(s),INS(d),INS(a),INS(m)
INS(iù);INS(i),INS(ù)
INS(áukdav);INS(á),INS(u),INS(k),INS(d),INS(a),INS(v)
INS(ūmė);INS(ū),INS(m),INS(ė)
INS(ỹkų);INS(ỹ),INS(k),INS(ų)
INS(ódų);INS(ó),INS(d),INS(ų)
INS(egùl);INS(e),INS(g),INS(ù),INS(l)
INS(uvame);INS(u),INS(v),INS(a),INS(m),INS(e)
INS(enys);INS(e),INS(n),INS(y),INS(s)
INS(dąs);INS(d),INS(ą),INS(s)
INS(ìka);INS(ì),INS(k),INS(a)
INS(nie);INS(n),INS(i),INS(e)
INS(ỹvos);INS(ỹ),INS(v),INS(o),INS(s)
INS(ósy);INS(ó),INS(s),INS(y)
INS(ùte);INS(ù),INS(t),INS(e)
INS(óbdava);INS(ó),INS(b),INS(d),INS(a),INS(v),INS(a)
INS(õdyje);INS(õ),INS(d),INS(y),INS(j),INS(e)
INS(ĩdžiu);INS(ĩ),INS(d),INS(ž),INS(i),INS(u)
INS(má);INS(m),INS(á)
INS(ãtų);INS(ã),INS(t),INS(ų)
INS(õv);INS(õ),INS(v)
INS(ìtu);INS(ì),INS(t),INS(u)
INS(džią);INS(d),INS(ž),INS(i),INS(ą)
INS(õn);INS(õ),INS(n)
INS(ynėte);INS(y),INS(n),INS(ė),INS(t),INS(e)
INS(ùmą);INS(ù),INS(m),INS(ą)
INS(čiomi);INS(č),INS(i),INS(o),INS(m),INS(i)
INS(ičiaus);INS(i),INS(č),INS(i),INS(a),INS(u),INS(s)
INS(õlį);INS(õ),INS(l),INS(į)
INS(iáusio);INS(i),INS(á),INS(u),INS(s),INS(i),INS(o)
INS(óvių);INS(ó),INS(v),INS(i),INS(ų)
INS(ava);INS(a),INS(v),INS(a)
INS(bỹ);INS(b),INS(ỹ)
INS(enč);INS(e),INS(n),INS(č)
INS(ẽt);INS(ẽ),INS(t)
INS(ñke);INS(ñ),INS(k),INS(e)
INS(ãvi);INS(ã),INS(v),INS(i)
INS(ĩku);INS(ĩ),INS(k),INS(u)
INS(enu);INS(e),INS(n),INS(u)
INS(avėme);INS(a),INS(v),INS(ė),INS(m),INS(e)
INS(ìkų);INS(ì),INS(k),INS(ų)
INS(èrmoj);INS(è),INS(r),INS(m),INS(o),INS(j)
INS(óv);INS(ó),INS(v)
INS(́davome);INS(́),INS(d),INS(a),INS(v),INS(o),INS(m),INS(e)
INS(ògui);INS(ò),INS(g),INS(u),INS(i)
INS(ẽną);INS(ẽ),INS(n),INS(ą)
INS(òpe);INS(ò),INS(p),INS(e)
INS(ẽtuos);INS(ẽ),INS(t),INS(u),INS(o),INS(s)
INS(ýdavo);INS(ý),INS(d),INS(a),INS(v),INS(o)
INS(sà);INS(s),INS(à)
INS(õli);INS(õ),INS(l),INS(i)
INS(ẽmę);INS(ẽ),INS(m),INS(ę)
INS(ùgio);INS(ù),INS(g),INS(i),INS(o)
INS(ñkų);INS(ñ),INS(k),INS(ų)
INS(uvus);INS(u),INS(v),INS(u),INS(s)
INS(̇̃);INS(̇),INS(̃)
INS(ãmo);INS(ã),INS(m),INS(o)
INS(ãrų);INS(ã),INS(r),INS(ų)
INS(ãtui);INS(ã),INS(t),INS(u),INS(i)
INS(ãlę);INS(ã),INS(l),INS(ę)
INS(õjai);INS(õ),INS(j),INS(a),INS(i)
INS(ìla);INS(ì),INS(l),INS(a)
INS(̃damas);INS(̃),INS(d),INS(a),INS(m),INS(a),INS(s)
INS(iui);INS(i),INS(u),INS(i)
INS(ètos);INS(è),INS(t),INS(o),INS(s)
INS(ẽtomis);INS(ẽ),INS(t),INS(o),INS(m),INS(i),INS(s)
INS(ògu);INS(ò),INS(g),INS(u)
INS(ãzei);INS(ã),INS(z),INS(e),INS(i)
INS(ãpę);INS(ã),INS(p),INS(ę)
INS(ùkote);INS(ù),INS(k),INS(o),INS(t),INS(e)
INS(ãri);INS(ã),INS(r),INS(i)
INS(ė́tum);INS(ė),INS(́),INS(t),INS(u),INS(m)
INS(ėte);INS(ė),INS(t),INS(e)
INS(ìją);INS(ì),INS(j),INS(ą)
INS(enimis);INS(e),INS(n),INS(i),INS(m),INS(i),INS(s)
INS(ojo);INS(o),INS(j),INS(o)
INS(ùbos);INS(ù),INS(b),INS(o),INS(s)
INS(òp);INS(ò),INS(p)
INS(ýdava);INS(ý),INS(d),INS(a),INS(v),INS(a)
INS(niui);INS(n),INS(i),INS(u),INS(i)
INS(sõ);INS(s),INS(õ)
INS(ùpių);INS(ù),INS(p),INS(i),INS(ų)
INS(́jęs);INS(́),INS(j),INS(ę),INS(s)
INS(ýnų);INS(ý),INS(n),INS(ų)
INS(ùšk);INS(ù),INS(š),INS(k)
INS(esníem);INS(e),INS(s),INS(n),INS(í),INS(e),INS(m)
INS(iẽgu);INS(i),INS(ẽ),INS(g),INS(u)
INS(endan);INS(e),INS(n),INS(d),INS(a),INS(n)
INS(endo);INS(e),INS(n),INS(d),INS(o)
INS(ñdžių);INS(ñ),INS(d),INS(ž),INS(i),INS(ų)
INS(sùk);INS(s),INS(ù),INS(k)
INS(óve);INS(ó),INS(v),INS(e)
INS(èsnė);INS(è),INS(s),INS(n),INS(ė)
INS(žiù);INS(ž),INS(i),INS(ù)
INS(ór);INS(ó),INS(r)
INS(nan);INS(n),INS(a),INS(n)
INS(ñgos);INS(ñ),INS(g),INS(o),INS(s)
INS(ètą);INS(è),INS(t),INS(ą)
INS(óbdavęs);INS(ó),INS(b),INS(d),INS(a),INS(v),INS(ę),INS(s)
INS(ỹle);INS(ỹ),INS(l),INS(e)
INS(ùks);INS(ù),INS(k),INS(s)
INS(są);INS(s),INS(ą)
INS(èros);INS(è),INS(r),INS(o),INS(s)
INS(erų̃);INS(e),INS(r),INS(ų),INS(̃)
INS(uv);INS(u),INS(v)
INS(ẽsą);INS(ẽ),INS(s),INS(ą)
INS(ėjęs);INS(ė),INS(j),INS(ę),INS(s)
INS(edame);INS(e),INS(d),INS(a),INS(m),INS(e)
INS(óbč);INS(ó),INS(b),INS(č)
INS(vęs);INS(v),INS(ę),INS(s)
INS(esu);INS(e),INS(s),INS(u)
INS(õžių);INS(õ),INS(ž),INS(i),INS(ų)
INS(õvu);INS(õ),INS(v),INS(u)
INS(ìnė);INS(ì),INS(n),INS(ė)
INS(nys);INS(n),INS(y),INS(s)
INS(uvome);INS(u),INS(v),INS(o),INS(m),INS(e)
INS(ẽtos);INS(ẽ),INS(t),INS(o),INS(s)
INS(òmą);INS(ò),INS(m),INS(ą)
INS(name);INS(n),INS(a),INS(m),INS(e)
INS(ẽmių);INS(ẽ),INS(m),INS(i),INS(ų)
INS(ìkuo);INS(ì),INS(k),INS(u),INS(o)
INS(òr);INS(ò),INS(r)
INS(usdav);INS(u),INS(s),INS(d),INS(a),INS(v)
INS(nsia);INS(n),INS(s),INS(i),INS(a)
INS(ùšdavo);INS(ù),INS(š),INS(d),INS(a),INS(v),INS(o)
INS(ẽtų);INS(ẽ),INS(t),INS(ų)
INS(ìmu);INS(ì),INS(m),INS(u)
INS(žiomi);INS(ž),INS(i),INS(o),INS(m),INS(i)
INS(mè);INS(m),INS(è)
INS(ògą);INS(ò),INS(g),INS(ą)
INS(òru);INS(ò),INS(r),INS(u)
INS(ìnėm);INS(ì),INS(n),INS(ė),INS(m)
INS(õjų);INS(õ),INS(j),INS(ų)
INS(aĩsi);INS(a),INS(ĩ),INS(s),INS(i)
INS(ỹnų);INS(ỹ),INS(n),INS(ų)
INS(žioje);INS(ž),INS(i),INS(o),INS(j),INS(e)
INS(šian);INS(š),INS(i),INS(a),INS(n)
INS(íežu);INS(í),INS(e),INS(ž),INS(u)
INS(jì);INS(j),INS(ì)
INS(ùšęs);INS(ù),INS(š),INS(ę),INS(s)
INS(ñkoms);INS(ñ),INS(k),INS(o),INS(m),INS(s)
INS(úož);INS(ú),INS(o),INS(ž)
INS(iej);INS(i),INS(e),INS(j)
INS(ùkdamas);INS(ù),INS(k),INS(d),INS(a),INS(m),INS(a),INS(s)
INS(õnių);INS(õ),INS(n),INS(i),INS(ų)
INS(ant);INS(a),INS(n),INS(t)
INS(ènos);INS(è),INS(n),INS(o),INS(s)
INS(ẽdžiuos);INS(ẽ),INS(d),INS(ž),INS(i),INS(u),INS(o),INS(s)
INS(éil);INS(é),INS(i),INS(l)
INS(ókąs);INS(ó),INS(k),INS(ą),INS(s)
INS(ýdose);INS(ý),INS(d),INS(o),INS(s),INS(e)
INS(óba);INS(ó),INS(b),INS(a)
INS(ena);INS(e),INS(n),INS(a)
INS(ìnėje);INS(ì),INS(n),INS(ė),INS(j),INS(e)
INS(ĩtą);INS(ĩ),INS(t),INS(ą)
INS(óbdavus);INS(ó),INS(b),INS(d),INS(a),INS(v),INS(u),INS(s)
INS(ãlą);INS(ã),INS(l),INS(ą)
INS(eėda);INS(e),INS(ė),INS(d),INS(a)
INS(enyjè);INS(e),INS(n),INS(y),INS(j),INS(è)
INS(ỹjan);INS(ỹ),INS(j),INS(a),INS(n)
INS(ẽlę);INS(ẽ),INS(l),INS(ę)
INS(ònų);INS(ò),INS(n),INS(ų)
INS(ỹduo);INS(ỹ),INS(d),INS(u),INS(o)
INS(iõ);INS(i),INS(õ)
INS(èrmos);INS(è),INS(r),INS(m),INS(o),INS(s)
INS(ñko);INS(ñ),INS(k),INS(o)
INS(ąląs);INS(ą),INS(l),INS(ą),INS(s)
INS(ñto);INS(ñ),INS(t),INS(o)
INS(ẽto);INS(ẽ),INS(t),INS(o)
INS(ìstu);INS(ì),INS(s),INS(t),INS(u)
INS(ókame);INS(ó),INS(k),INS(a),INS(m),INS(e)
INS(ỹkui);INS(ỹ),INS(k),INS(u),INS(i)
INS(óne);INS(ó),INS(n),INS(e)
INS(óbk);INS(ó),INS(b),INS(k)
INS(dę);INS(d),INS(ę)
INS(óbdavau);INS(ó),INS(b),INS(d),INS(a),INS(v),INS(a),INS(u)
INS(ùtą);INS(ù),INS(t),INS(ą)
INS(aĩni);INS(a),INS(ĩ),INS(n),INS(i)
INS(ýtumėme);INS(ý),INS(t),INS(u),INS(m),INS(ė),INS(m),INS(e)
INS(čiaĩ);INS(č),INS(i),INS(a),INS(ĩ)
INS(ìbos);INS(ì),INS(b),INS(o),INS(s)
INS(õte);INS(õ),INS(t),INS(e)
INS(ie);INS(i),INS(e)
INS(em);INS(e),INS(m)
INS(ój);INS(ó),INS(j)
INS(ãto);INS(ã),INS(t),INS(o)
INS(õžę);INS(õ),INS(ž),INS(ę)
INS(ẽjam);INS(ẽ),INS(j),INS(a),INS(m)
INS(ẽso);INS(ẽ),INS(s),INS(o)
INS(ójąs);INS(ó),INS(j),INS(ą),INS(s)
INS(eniẽ);INS(e),INS(n),INS(i),INS(ẽ)
INS(nimis);INS(n),INS(i),INS(m),INS(i),INS(s)
INS(ũmeni);INS(ũ),INS(m),INS(e),INS(n),INS(i)
INS(õvų);INS(õ),INS(v),INS(ų)
INS(avia);INS(a),INS(v),INS(i),INS(a)
INS(vote);INS(v),INS(o),INS(t),INS(e)
INS(ìnų);INS(ì),INS(n),INS(ų)
INS(ai);INS(a),INS(i)
INS(ãdė);INS(ã),INS(d),INS(ė)
INS(entėte);INS(e),INS(n),INS(t),INS(ė),INS(t),INS(e)
INS(enčian);INS(e),INS(n),INS(č),INS(i),INS(a),INS(n)
INS(uvate);INS(u),INS(v),INS(a),INS(t),INS(e)
INS(esnėmì);INS(e),INS(s),INS(n),INS(ė),INS(m),INS(ì)
INS(uvąs);INS(u),INS(v),INS(ą),INS(s)
INS(iáusiom);INS(i),INS(á),INS(u),INS(s),INS(i),INS(o),INS(m)
INS(óbė);INS(ó),INS(b),INS(ė)
INS(́si);INS(́),INS(s),INS(i)
INS(ýlose);INS(ý),INS(l),INS(o),INS(s),INS(e)
INS(nì);INS(n),INS(ì)
INS(ãlui);INS(ã),INS(l),INS(u),INS(i)
INS(óbęs);INS(ó),INS(b),INS(ę),INS(s)
INS(čiám);INS(č),INS(i),INS(á),INS(m)
INS(žiame);INS(ž),INS(i),INS(a),INS(m),INS(e)
INS(̃davęs);INS(̃),INS(d),INS(a),INS(v),INS(ę),INS(s)
INS(uvamas);INS(u),INS(v),INS(a),INS(m),INS(a),INS(s)
INS(ūmęs);INS(ū),INS(m),INS(ę),INS(s)
INS(òn);INS(ò),INS(n)
