Original;Split
INS(evekben);INS(e),INS(v),INS(e),INS(k),INS(b),INS(e),INS(n)
INS(ott);INS(o),INS(t),INS(t)
INS(-ért);INS(-),INS(é),INS(r),INS(t)
INS(üvekig);INS(ü),INS(v),INS(e),INS(k),INS(i),INS(g)
INS(enem);INS(e),INS(n),INS(e),INS(m)
INS(rté);INS(r),INS(t),INS(é)
INS(ekekn);INS(e),INS(k),INS(e),INS(k),INS(n)
INS(loktó);INS(l),INS(o),INS(k),INS(t),INS(ó)
INS(enétek);INS(e),INS(n),INS(é),INS(t),INS(e),INS(k)
INS(ékről);INS(é),INS(k),INS(r),INS(ő),INS(l)
INS(no);INS(n),INS(o)
INS(singula);INS(s),INS(i),INS(n),INS(g),INS(u),INS(l),INS(a)
INS(anák);INS(a),INS(n),INS(á),INS(k)
INS(táér);INS(t),INS(á),INS(é),INS(r)
INS(ökbe);INS(ö),INS(k),INS(b),INS(e)
INS(utaka);INS(u),INS(t),INS(a),INS(k),INS(a)
INS(étől);INS(é),INS(t),INS(ő),INS(l)
INS(-sá);INS(-),INS(s),INS(á)
INS(ssunk);INS(s),INS(s),INS(u),INS(n),INS(k)
INS(lokbó);INS(l),INS(o),INS(k),INS(b),INS(ó)
INS(-ig);INS(-),INS(i),INS(g)
INS(-ként);INS(-),INS(k),INS(é),INS(n),INS(t)
INS(sanak);INS(s),INS(a),INS(n),INS(a),INS(k)
INS(tokér);INS(t),INS(o),INS(k),INS(é),INS(r)
INS(netek);INS(n),INS(e),INS(t),INS(e),INS(k)
INS(nötök);INS(n),INS(ö),INS(t),INS(ö),INS(k)
INS(ottatok);INS(o),INS(t),INS(t),INS(a),INS(t),INS(o),INS(k)
INS(itek);INS(i),INS(t),INS(e),INS(k)
INS(enek);INS(e),INS(n),INS(e),INS(k)
INS(ed);INS(e),INS(d)
INS(noko);INS(n),INS(o),INS(k),INS(o)
INS(jék);INS(j),INS(é),INS(k)
INS(nie);INS(n),INS(i),INS(e)
INS(anom);INS(a),INS(n),INS(o),INS(m)
INS(janak);INS(j),INS(a),INS(n),INS(a),INS(k)
INS(geki);INS(g),INS(e),INS(k),INS(i)
INS(otok);INS(o),INS(t),INS(o),INS(k)
INS(tokkén);INS(t),INS(o),INS(k),INS(k),INS(é),INS(n)
INS(ékért);INS(é),INS(k),INS(é),INS(r),INS(t)
INS(nia);INS(n),INS(i),INS(a)
INS(jön);INS(j),INS(ö),INS(n)
INS(gé);INS(g),INS(é)
INS(ko);INS(k),INS(o)
INS(ned);INS(n),INS(e),INS(d)
INS(zu);INS(z),INS(u)
INS(lla);INS(l),INS(l),INS(a)
INS(sétek);INS(s),INS(é),INS(t),INS(e),INS(k)
INS(enék);INS(e),INS(n),INS(é),INS(k)
INS(singul);INS(s),INS(i),INS(n),INS(g),INS(u),INS(l)
INS(ném);INS(n),INS(é),INS(m)
INS(rtoké);INS(r),INS(t),INS(o),INS(k),INS(é)
INS(zenek);INS(z),INS(e),INS(n),INS(e),INS(k)
INS(lá);INS(l),INS(á)
INS(rá);INS(r),INS(á)
INS(éért);INS(é),INS(é),INS(r),INS(t)
INS(ottunk);INS(o),INS(t),INS(t),INS(u),INS(n),INS(k)
INS(ök);INS(ö),INS(k)
INS(lákbó);INS(l),INS(á),INS(k),INS(b),INS(ó)
INS(do);INS(d),INS(o)
INS(levektő);INS(l),INS(e),INS(v),INS(e),INS(k),INS(t),INS(ő)
INS(anál);INS(a),INS(n),INS(á),INS(l)
INS(otta);INS(o),INS(t),INS(t),INS(a)
INS(öttük);INS(ö),INS(t),INS(t),INS(ü),INS(k)
INS(öveket);INS(ö),INS(v),INS(e),INS(k),INS(e),INS(t)
INS(kal);INS(k),INS(a),INS(l)
INS(á);INS(á)
INS(asz);INS(a),INS(s),INS(z)
INS(sen);INS(s),INS(e),INS(n)
INS(ottátok);INS(o),INS(t),INS(t),INS(á),INS(t),INS(o),INS(k)
INS(sson);INS(s),INS(s),INS(o),INS(n)
INS(ssen);INS(s),INS(s),INS(e),INS(n)
INS(lté);INS(l),INS(t),INS(é)
INS(kre);INS(k),INS(r),INS(e)
INS(nöd);INS(n),INS(ö),INS(d)
INS(ökig);INS(ö),INS(k),INS(i),INS(g)
INS(zatok);INS(z),INS(a),INS(t),INS(o),INS(k)
INS(öket);INS(ö),INS(k),INS(e),INS(t)
INS(anod);INS(a),INS(n),INS(o),INS(d)
INS(lé);INS(l),INS(é)
INS(junk);INS(j),INS(u),INS(n),INS(k)
INS(ett);INS(e),INS(t),INS(t)
INS(ted);INS(t),INS(e),INS(d)
INS(-akig);INS(-),INS(a),INS(k),INS(i),INS(g)
INS(taka);INS(t),INS(a),INS(k),INS(a)
INS(néd);INS(n),INS(é),INS(d)
INS(anunk);INS(a),INS(n),INS(u),INS(n),INS(k)
INS(ött);INS(ö),INS(t),INS(t)
INS(tet);INS(t),INS(e),INS(t)
INS(lákná);INS(l),INS(á),INS(k),INS(n),INS(á)
INS(ötte);INS(ö),INS(t),INS(t),INS(e)
INS(zen);INS(z),INS(e),INS(n)
INS(enénk);INS(e),INS(n),INS(é),INS(n),INS(k)
INS(-ra);INS(-),INS(r),INS(a)
INS(anb);INS(a),INS(n),INS(b)
INS(mel);INS(m),INS(e),INS(l)
INS(ettetek);INS(e),INS(t),INS(t),INS(e),INS(t),INS(e),INS(k)
INS(zokho);INS(z),INS(o),INS(k),INS(h),INS(o)
INS(sam);INS(s),INS(a),INS(m)
INS(nának);INS(n),INS(á),INS(n),INS(a),INS(k)
INS(ettük);INS(e),INS(t),INS(t),INS(ü),INS(k)
INS(kben);INS(k),INS(b),INS(e),INS(n)
INS(mal);INS(m),INS(a),INS(l)
INS(jon);INS(j),INS(o),INS(n)
INS(ékké);INS(é),INS(k),INS(k),INS(é)
INS(nni);INS(n),INS(n),INS(i)
INS(ral);INS(r),INS(a),INS(l)
INS(nal);INS(n),INS(a),INS(l)
INS(jen);INS(j),INS(e),INS(n)
INS(té);INS(t),INS(é)
INS(éig);INS(é),INS(i),INS(g)
INS(ált);INS(á),INS(l),INS(t)
INS(sék);INS(s),INS(é),INS(k)
INS(gal);INS(g),INS(a),INS(l)
INS(ken);INS(k),INS(e),INS(n)
INS(setek);INS(s),INS(e),INS(t),INS(e),INS(k)
INS(övekre);INS(ö),INS(v),INS(e),INS(k),INS(r),INS(e)
INS(aná);INS(a),INS(n),INS(á)
INS(ték);INS(t),INS(é),INS(k)
INS(ették);INS(e),INS(t),INS(t),INS(é),INS(k)
INS(nevek);INS(n),INS(e),INS(v),INS(e),INS(k)
INS(enéd);INS(e),INS(n),INS(é),INS(d)
INS(suk);INS(s),INS(u),INS(k)
INS(sek);INS(s),INS(e),INS(k)
INS(ess);INS(e),INS(s),INS(s)
INS(ökké);INS(ö),INS(k),INS(k),INS(é)
INS(-ok);INS(-),INS(o),INS(k)
INS(lbó);INS(l),INS(b),INS(ó)
INS(töt);INS(t),INS(ö),INS(t)
INS(niük);INS(n),INS(i),INS(ü),INS(k)
INS(gyük);INS(g),INS(y),INS(ü),INS(k)
INS(néne);INS(n),INS(é),INS(n),INS(e)
INS(öknél);INS(ö),INS(k),INS(n),INS(é),INS(l)
INS(tékér);INS(t),INS(é),INS(k),INS(é),INS(r)
INS(o);INS(o)
INS(arakn);INS(a),INS(r),INS(a),INS(k),INS(n)
INS(em);INS(e),INS(m)
INS(-ekbe);INS(-),INS(e),INS(k),INS(b),INS(e)
INS(kel);INS(k),INS(e),INS(l)
INS(anék);INS(a),INS(n),INS(é),INS(k)
INS(ökért);INS(ö),INS(k),INS(é),INS(r),INS(t)
INS(ké);INS(k),INS(é)
INS(jak);INS(j),INS(a),INS(k)
INS(notok);INS(n),INS(o),INS(t),INS(o),INS(k)
INS(-oknál);INS(-),INS(o),INS(k),INS(n),INS(á),INS(l)
INS(nán);INS(n),INS(á),INS(n)
INS(ét);INS(é),INS(t)
INS(etek);INS(e),INS(t),INS(e),INS(k)
INS(zétek);INS(z),INS(é),INS(t),INS(e),INS(k)
INS(ökön);INS(ö),INS(k),INS(ö),INS(n)
INS(ntokké);INS(n),INS(t),INS(o),INS(k),INS(k),INS(é)
INS(gá);INS(g),INS(á)
INS(ól);INS(ó),INS(l)
INS(mé);INS(m),INS(é)
INS(sák);INS(s),INS(á),INS(k)
INS(enetek);INS(e),INS(n),INS(e),INS(t),INS(e),INS(k)
INS(lakró);INS(l),INS(a),INS(k),INS(r),INS(ó)
INS(-ban);INS(-),INS(b),INS(a),INS(n)
INS(ökben);INS(ö),INS(k),INS(b),INS(e),INS(n)
INS(tél);INS(t),INS(é),INS(l)
INS(ékn);INS(é),INS(k),INS(n)
INS(ana);INS(a),INS(n),INS(a)
INS(dá);INS(d),INS(á)
INS(zunk);INS(z),INS(u),INS(n),INS(k)
INS(tál);INS(t),INS(á),INS(l)
INS(-kért);INS(-),INS(k),INS(é),INS(r),INS(t)
INS(lrő);INS(l),INS(r),INS(ő)
INS(üvekből);INS(ü),INS(v),INS(e),INS(k),INS(b),INS(ő),INS(l)
INS(övön);INS(ö),INS(v),INS(ö),INS(n)
INS(zuk);INS(z),INS(u),INS(k)
INS(rtáé);INS(r),INS(t),INS(á),INS(é)
INS(ottam);INS(o),INS(t),INS(t),INS(a),INS(m)
INS(tel);INS(t),INS(e),INS(l)
INS(g);INS(g)
INS(zakho);INS(z),INS(a),INS(k),INS(h),INS(o)
INS(tetek);INS(t),INS(e),INS(t),INS(e),INS(k)
INS(zé);INS(z),INS(é)
INS(-ot);INS(-),INS(o),INS(t)
INS(ön);INS(ö),INS(n)
INS(zük);INS(z),INS(ü),INS(k)
INS(nekbe);INS(n),INS(e),INS(k),INS(b),INS(e)
INS(ökhöz);INS(ö),INS(k),INS(h),INS(ö),INS(z)
INS(éből);INS(é),INS(b),INS(ő),INS(l)
INS(ezekh);INS(e),INS(z),INS(e),INS(k),INS(h)
INS(ől);INS(ő),INS(l)
INS(ania);INS(a),INS(n),INS(i),INS(a)
INS(kkel);INS(k),INS(k),INS(e),INS(l)
INS(alakk);INS(a),INS(l),INS(a),INS(k),INS(k)
INS(ré);INS(r),INS(é)
INS(ötted);INS(ö),INS(t),INS(t),INS(e),INS(d)
INS(ökből);INS(ö),INS(k),INS(b),INS(ő),INS(l)
INS(öm);INS(ö),INS(m)
INS(zek);INS(z),INS(e),INS(k)
INS(éktől);INS(é),INS(k),INS(t),INS(ő),INS(l)
INS(sak);INS(s),INS(a),INS(k)
INS(eni);INS(e),INS(n),INS(i)
INS(jenek);INS(j),INS(e),INS(n),INS(e),INS(k)
INS(téér);INS(t),INS(é),INS(é),INS(r)
INS(kék);INS(k),INS(é),INS(k)
INS(ottuk);INS(o),INS(t),INS(t),INS(u),INS(k)
INS(khöz);INS(k),INS(h),INS(ö),INS(z)
INS(ettél);INS(e),INS(t),INS(t),INS(é),INS(l)
INS(lákró);INS(l),INS(á),INS(k),INS(r),INS(ó)
INS(ékből);INS(é),INS(k),INS(b),INS(ő),INS(l)
INS(veket);INS(v),INS(e),INS(k),INS(e),INS(t)
INS(alokk);INS(a),INS(l),INS(o),INS(k),INS(k)
INS(takér);INS(t),INS(a),INS(k),INS(é),INS(r)
INS(ssék);INS(s),INS(s),INS(é),INS(k)
INS(ltő);INS(l),INS(t),INS(ő)
INS(-ról);INS(-),INS(r),INS(ó),INS(l)
INS(anán);INS(a),INS(n),INS(á),INS(n)
INS(ol);INS(o),INS(l)
INS(plura);INS(p),INS(l),INS(u),INS(r),INS(a)
INS(éról);INS(é),INS(r),INS(ó),INS(l)
INS(-knél);INS(-),INS(k),INS(n),INS(é),INS(l)
INS(rel);INS(r),INS(e),INS(l)
INS(lekbő);INS(l),INS(e),INS(k),INS(b),INS(ő)
INS(cá);INS(c),INS(á)
INS(enünk);INS(e),INS(n),INS(ü),INS(n),INS(k)
INS(zanak);INS(z),INS(a),INS(n),INS(a),INS(k)
INS(anám);INS(a),INS(n),INS(á),INS(m)
INS(ve);INS(v),INS(e)
INS(elekke);INS(e),INS(l),INS(e),INS(k),INS(k),INS(e)
INS(zák);INS(z),INS(á),INS(k)
INS(tünk);INS(t),INS(ü),INS(n),INS(k)
INS(uk);INS(u),INS(k)
INS(-ekért);INS(-),INS(e),INS(k),INS(é),INS(r),INS(t)
INS(an);INS(a),INS(n)
INS(etted);INS(e),INS(t),INS(t),INS(e),INS(d)
INS(ingular);INS(i),INS(n),INS(g),INS(u),INS(l),INS(a),INS(r)
INS(gyen);INS(g),INS(y),INS(e),INS(n)
INS(jun);INS(j),INS(u),INS(n)
INS(zem);INS(z),INS(e),INS(m)
INS(élt);INS(é),INS(l),INS(t)
INS(enének);INS(e),INS(n),INS(é),INS(n),INS(e),INS(k)
INS(ell);INS(e),INS(l),INS(l)
INS(satok);INS(s),INS(a),INS(t),INS(o),INS(k)
INS(láró);INS(l),INS(á),INS(r),INS(ó)
INS(ékh);INS(é),INS(k),INS(h)
INS(ik);INS(i),INS(k)
INS(u);INS(u)
INS(bá);INS(b),INS(á)
INS(zal);INS(z),INS(a),INS(l)
INS(son);INS(s),INS(o),INS(n)
INS(gyünk);INS(g),INS(y),INS(ü),INS(n),INS(k)
INS(enb);INS(e),INS(n),INS(b)
INS(se);INS(s),INS(e)
INS(öknek);INS(ö),INS(k),INS(n),INS(e),INS(k)
INS(nba);INS(n),INS(b),INS(a)
INS(nünk);INS(n),INS(ü),INS(n),INS(k)
INS(tekkén);INS(t),INS(e),INS(k),INS(k),INS(é),INS(n)
INS(ani);INS(a),INS(n),INS(i)
INS(-nak);INS(-),INS(n),INS(a),INS(k)
INS(zetek);INS(z),INS(e),INS(t),INS(e),INS(k)
INS(bel);INS(b),INS(e),INS(l)
INS(ttetek);INS(t),INS(t),INS(e),INS(t),INS(e),INS(k)
INS(nnéd);INS(n),INS(n),INS(é),INS(d)
INS(övekként);INS(ö),INS(v),INS(e),INS(k),INS(k),INS(é),INS(n),INS(t)
INS(jétek);INS(j),INS(é),INS(t),INS(e),INS(k)
INS(nnénk);INS(n),INS(n),INS(é),INS(n),INS(k)
INS(-okig);INS(-),INS(o),INS(k),INS(i),INS(g)
INS(cel);INS(c),INS(e),INS(l)
INS(dé);INS(d),INS(é)
INS(neke);INS(n),INS(e),INS(k),INS(e)
INS(anokb);INS(a),INS(n),INS(o),INS(k),INS(b)
INS(zünk);INS(z),INS(ü),INS(n),INS(k)
INS(levekbő);INS(l),INS(e),INS(v),INS(e),INS(k),INS(b),INS(ő)
INS(kekne);INS(k),INS(e),INS(k),INS(n),INS(e)
INS(anád);INS(a),INS(n),INS(á),INS(d)
INS(anotok);INS(a),INS(n),INS(o),INS(t),INS(o),INS(k)
INS(ar);INS(a),INS(r)
INS(si);INS(s),INS(i)
INS(ul);INS(u),INS(l)
INS(já);INS(j),INS(á)
INS(nnád);INS(n),INS(n),INS(á),INS(d)
INS(ass);INS(a),INS(s),INS(s)
INS(zho);INS(z),INS(h),INS(o)
INS(ökkel);INS(ö),INS(k),INS(k),INS(e),INS(l)
INS(ssuk);INS(s),INS(s),INS(u),INS(k)
INS(-okhoz);INS(-),INS(o),INS(k),INS(h),INS(o),INS(z)
INS(-okkal);INS(-),INS(o),INS(k),INS(k),INS(a),INS(l)
INS(avak);INS(a),INS(v),INS(a),INS(k)
INS(aniuk);INS(a),INS(n),INS(i),INS(u),INS(k)
INS(ene);INS(e),INS(n),INS(e)
INS(övekért);INS(ö),INS(v),INS(e),INS(k),INS(é),INS(r),INS(t)
INS(köve);INS(k),INS(ö),INS(v),INS(e)
INS(-eket);INS(-),INS(e),INS(k),INS(e),INS(t)
INS(un);INS(u),INS(n)
INS(lné);INS(l),INS(n),INS(é)
INS(sünk);INS(s),INS(ü),INS(n),INS(k)
INS(anak);INS(a),INS(n),INS(a),INS(k)
INS(ssák);INS(s),INS(s),INS(á),INS(k)
INS(ssenek);INS(s),INS(s),INS(e),INS(n),INS(e),INS(k)
INS(ekekne);INS(e),INS(k),INS(e),INS(k),INS(n),INS(e)
INS(esz);INS(e),INS(s),INS(z)
INS(gyek);INS(g),INS(y),INS(e),INS(k)
INS(ze);INS(z),INS(e)
INS(ssa);INS(s),INS(s),INS(a)
INS(zam);INS(z),INS(a),INS(m)
INS(atok);INS(a),INS(t),INS(o),INS(k)
INS(-eknél);INS(-),INS(e),INS(k),INS(n),INS(é),INS(l)
INS(sük);INS(s),INS(ü),INS(k)
INS(ékk);INS(é),INS(k),INS(k)
INS(enekb);INS(e),INS(n),INS(e),INS(k),INS(b)
INS(dal);INS(d),INS(a),INS(l)
INS(ssanak);INS(s),INS(s),INS(a),INS(n),INS(a),INS(k)
INS(náto);INS(n),INS(á),INS(t),INS(o)
INS(tök);INS(t),INS(ö),INS(k)
INS(ották);INS(o),INS(t),INS(t),INS(á),INS(k)
INS(ke);INS(k),INS(e)
INS(senek);INS(s),INS(e),INS(n),INS(e),INS(k)
INS(nokba);INS(n),INS(o),INS(k),INS(b),INS(a)
INS(sátok);INS(s),INS(á),INS(t),INS(o),INS(k)
INS(c);INS(c)
INS(-ekhez);INS(-),INS(e),INS(k),INS(h),INS(e),INS(z)
INS(ttünk);INS(t),INS(t),INS(ü),INS(n),INS(k)
INS(enie);INS(e),INS(n),INS(i),INS(e)
INS(bal);INS(b),INS(a),INS(l)
INS(in);INS(i),INS(n)
INS(ular);INS(u),INS(l),INS(a),INS(r)
INS(lbő);INS(l),INS(b),INS(ő)
INS(ktől);INS(k),INS(t),INS(ő),INS(l)
INS(-eknek);INS(-),INS(e),INS(k),INS(n),INS(e),INS(k)
INS(jal);INS(j),INS(a),INS(l)
INS(ssé);INS(s),INS(s),INS(é)
INS(-ekké);INS(-),INS(e),INS(k),INS(k),INS(é)
INS(kokna);INS(k),INS(o),INS(k),INS(n),INS(a)
INS(ettek);INS(e),INS(t),INS(t),INS(e),INS(k)
INS(takkén);INS(t),INS(a),INS(k),INS(k),INS(é),INS(n)
INS(gyék);INS(g),INS(y),INS(é),INS(k)
INS(dta);INS(d),INS(t),INS(a)
INS(lovakná);INS(l),INS(o),INS(v),INS(a),INS(k),INS(n),INS(á)
INS(singular);INS(s),INS(i),INS(n),INS(g),INS(u),INS(l),INS(a),INS(r)
INS(sa);INS(s),INS(a)
INS(óról);INS(ó),INS(r),INS(ó),INS(l)
INS(kna);INS(k),INS(n),INS(a)
INS(eném);INS(e),INS(n),INS(é),INS(m)
INS(ékr);INS(é),INS(k),INS(r)
INS(pl);INS(p),INS(l)
INS(öt);INS(ö),INS(t)
INS(dno);INS(d),INS(n),INS(o)
INS(ötték);INS(ö),INS(t),INS(t),INS(é),INS(k)
INS(gyenek);INS(g),INS(y),INS(e),INS(n),INS(e),INS(k)
INS(knán);INS(k),INS(n),INS(á),INS(n)
INS(utakkén);INS(u),INS(t),INS(a),INS(k),INS(k),INS(é),INS(n)
INS(-et);INS(-),INS(e),INS(t)
INS(zá);INS(z),INS(á)
INS(zék);INS(z),INS(é),INS(k)
INS(eniük);INS(e),INS(n),INS(i),INS(ü),INS(k)
INS(toka);INS(t),INS(o),INS(k),INS(a)
INS(-kra);INS(-),INS(k),INS(r),INS(a)
INS(sun);INS(s),INS(u),INS(n)
INS(éknél);INS(é),INS(k),INS(n),INS(é),INS(l)
INS(-ból);INS(-),INS(b),INS(ó),INS(l)
INS(ssek);INS(s),INS(s),INS(e),INS(k)
INS(lábó);INS(l),INS(á),INS(b),INS(ó)
INS(zön);INS(z),INS(ö),INS(n)
INS(lekné);INS(l),INS(e),INS(k),INS(n),INS(é)
INS(ened);INS(e),INS(n),INS(e),INS(d)
INS(lle);INS(l),INS(l),INS(e)
INS(ékig);INS(é),INS(k),INS(i),INS(g)
INS(mekb);INS(m),INS(e),INS(k),INS(b)
INS(cy);INS(c),INS(y)
INS(ord);INS(o),INS(r),INS(d)
INS(tted);INS(t),INS(t),INS(e),INS(d)
INS(-tá);INS(-),INS(t),INS(á)
INS(ette);INS(e),INS(t),INS(t),INS(e)
INS(övekbe);INS(ö),INS(v),INS(e),INS(k),INS(b),INS(e)
INS(ottak);INS(o),INS(t),INS(t),INS(a),INS(k)
INS(am);INS(a),INS(m)
INS(ettünk);INS(e),INS(t),INS(t),INS(ü),INS(n),INS(k)
INS(lokka);INS(l),INS(o),INS(k),INS(k),INS(a)
INS(lékrő);INS(l),INS(é),INS(k),INS(r),INS(ő)
INS(jek);INS(j),INS(e),INS(k)
INS(pá);INS(p),INS(á)
INS(plu);INS(p),INS(l),INS(u)
INS(-okként);INS(-),INS(o),INS(k),INS(k),INS(é),INS(n),INS(t)
INS(tákér);INS(t),INS(á),INS(k),INS(é),INS(r)
INS(tákkén);INS(t),INS(á),INS(k),INS(k),INS(é),INS(n)
INS(-nél);INS(-),INS(n),INS(é),INS(l)
INS(lekke);INS(l),INS(e),INS(k),INS(k),INS(e)
INS(gul);INS(g),INS(u),INS(l)
INS(ötök);INS(ö),INS(t),INS(ö),INS(k)
INS(dná);INS(d),INS(n),INS(á)
INS(ltá);INS(l),INS(t),INS(á)
INS(heken);INS(h),INS(e),INS(k),INS(e),INS(n)
INS(-ba);INS(-),INS(b),INS(a)
INS(dd);INS(d),INS(d)
INS(enél);INS(e),INS(n),INS(é),INS(l)
INS(fá);INS(f),INS(á)
INS(enekk);INS(e),INS(n),INS(e),INS(k),INS(k)
INS(-okról);INS(-),INS(o),INS(k),INS(r),INS(ó),INS(l)
INS(edt);INS(e),INS(d),INS(t)
INS(szel);INS(s),INS(z),INS(e),INS(l)
INS(ss);INS(s),INS(s)
INS(sdor);INS(s),INS(d),INS(o),INS(r)
INS(lakka);INS(l),INS(a),INS(k),INS(k),INS(a)
INS(látó);INS(l),INS(á),INS(t),INS(ó)
INS(jünk);INS(j),INS(ü),INS(n),INS(k)
INS(-má);INS(-),INS(m),INS(á)
INS(ly);INS(l),INS(y)
INS(któ);INS(k),INS(t),INS(ó)
INS(nalak);INS(n),INS(a),INS(l),INS(a),INS(k)
INS(tu);INS(t),INS(u)
INS(-kbe);INS(-),INS(k),INS(b),INS(e)
INS(zak);INS(z),INS(a),INS(k)
INS(-okra);INS(-),INS(o),INS(k),INS(r),INS(a)
INS(ntké);INS(n),INS(t),INS(k),INS(é)
INS(öd);INS(ö),INS(d)
INS(láktó);INS(l),INS(á),INS(k),INS(t),INS(ó)
INS(zhe);INS(z),INS(h),INS(e)
INS(lokná);INS(l),INS(o),INS(k),INS(n),INS(á)
INS(öttetek);INS(ö),INS(t),INS(t),INS(e),INS(t),INS(e),INS(k)
INS(rák);INS(r),INS(á),INS(k)
DEL(l);DEL(l)
DEL(ka);DEL(k),DEL(a)
DEL(p);DEL(p)
DEL(r);DEL(r)
DEL(ű);DEL(ű)
DEL(bizonyt);DEL(b),DEL(i),DEL(z),DEL(o),DEL(n),DEL(y),DEL(t)
DEL(anság);DEL(a),DEL(n),DEL(s),DEL(á),DEL(g)
DEL(z);DEL(z)
DEL(ok);DEL(o),DEL(k)
DEL(intézmény);DEL(i),DEL(n),DEL(t),DEL(é),DEL(z),DEL(m),DEL(é),DEL(n),DEL(y)
DEL(de);DEL(d),DEL(e)
DEL(ék);DEL(é),DEL(k)
DEL(ú);DEL(ú)
DEL(lbán);DEL(l),DEL(b),DEL(á),DEL(n)
DEL(énkő);DEL(énk),DEL(ő)
DEL(korm.);DEL(k),DEL(o),DEL(r),DEL(m),DEL(.)
DEL(ö);DEL(ö)
DEL(bank);DEL(b),DEL(a),DEL(n),DEL(k)
DEL(vokádó);DEL(v),DEL(o),DEL(k),DEL(á),DEL(d),DEL(ó)
DEL(v);DEL(v)
DEL(ru);DEL(r),DEL(u)
DEL(ócskavas);DEL(ó),DEL(c),DEL(s),DEL(k),DEL(a),DEL(v),DEL(a),DEL(s)
DEL(k);DEL(k)
DEL(av);DEL(a),DEL(v)
DEL(ő);DEL(ő)
DEL(kusz);DEL(k),DEL(u),DEL(s),DEL(z)
DEL(körü);DEL(k),DEL(ö),DEL(r),DEL(ü)
DEL(mény);DEL(m),DEL(ény)
DEL(mé);DEL(m),DEL(é)
DEL(ték);DEL(t),DEL(ék)
DEL(villámcsapá);DEL(v),DEL(i),DEL(l),DEL(l),DEL(á),DEL(m),DEL(c),DEL(s),DEL(a),DEL(p),DEL(á)
DEL(cs);DEL(c),DEL(s)
DEL(ogány);DEL(o),DEL(g),DEL(á),DEL(n),DEL(y)
DEL(közönség);DEL(k),DEL(ö),DEL(z),DEL(ö),DEL(n),DEL(s),DEL(é),DEL(g)
DEL(elkiisme);DEL(e),DEL(l),DEL(k),DEL(i),DEL(i),DEL(s),DEL(m),DEL(e)
DEL(et);DEL(e),DEL(t)
DEL(ist);DEL(i),DEL(s),DEL(t)
