Original;Split
INS(ilách);INS(i),INS(l),INS(á),INS(c),INS(h)
INS(šed);INS(š),INS(e),INS(d)
INS(ětře);INS(ě),INS(t),INS(ř),INS(e)
INS(alo);INS(a),INS(l),INS(o)
INS(ovaly);INS(o),INS(v),INS(a),INS(l),INS(y)
INS(ovala by);INS(o),INS(v),INS(a),INS(l),INS(a),INS( ),INS(b),INS(y)
INS(je);INS(j),INS(e)
INS(edu);INS(e),INS(d),INS(u)
INS(šla bys);INS(š),INS(l),INS(a),INS( ),INS(b),INS(y),INS(s)
INS(šlo bys);INS(š),INS(l),INS(o),INS( ),INS(b),INS(y),INS(s)
INS(hác);INS(h),INS(á),INS(c)
INS(yla jsme);INS(y),INS(l),INS(a),INS( ),INS(j),INS(s),INS(m),INS(e)
INS(ťa);INS(ť),INS(a)
INS(ena);INS(e),INS(n),INS(a)
INS(zíc);INS(z),INS(í),INS(c)
INS(uvě);INS(u),INS(v),INS(ě)
INS(iš);INS(i),INS(š)
INS(byl);INS(b),INS(y),INS(l)
INS( by );INS( ),INS(b),INS(y),INS( )
INS(ši);INS(š),INS(i)
INS(il jsi);INS(i),INS(l),INS( ),INS(j),INS(s),INS(i)
INS(et);INS(e),INS(t)
INS(ejeme);INS(e),INS(j),INS(e),INS(m),INS(e)
INS(ali bychom);INS(a),INS(l),INS(i),INS( ),INS(b),INS(y),INS(c),INS(h),INS(o),INS(m)
INS(bu);INS(b),INS(u)
INS(ete orient);INS(e),INS(t),INS(e),INS( ),INS(o),INS(r),INS(i),INS(e),INS(n),INS(t)
INS(dí);INS(d),INS(í)
INS(byly by jme);INS(b),INS(y),INS(l),INS(y),INS( ),INS(b),INS(y),INS( ),INS(j),INS(m),INS(e)
INS(di);INS(d),INS(i)
INS(šla );INS(š),INS(l),INS(a),INS( )
INS(sme);INS(s),INS(m),INS(e)
INS(žu);INS(ž),INS(u)
INS(pů);INS(p),INS(ů)
INS(vám);INS(v),INS(á),INS(m)
INS(ěna);INS(ě),INS(n),INS(a)
INS(byla bys šla);INS(b),INS(y),INS(l),INS(a),INS( ),INS(b),INS(y),INS(s),INS( ),INS(š),INS(l),INS(a)
INS(še);INS(š),INS(e)
INS(edla by);INS(e),INS(d),INS(l),INS(a),INS( ),INS(b),INS(y)
INS(tu);INS(t),INS(u)
INS(il jsem);INS(i),INS(l),INS( ),INS(j),INS(s),INS(e),INS(m)
INS(š);INS(š)
INS(ělo);INS(ě),INS(l),INS(o)
INS(že);INS(ž),INS(e)
INS(íšíce);INS(í),INS(š),INS(í),INS(c),INS(e)
INS(ylo bys);INS(y),INS(l),INS(o),INS( ),INS(b),INS(y),INS(s)
INS(e bylo);INS(e),INS( ),INS(b),INS(y),INS(l),INS(o)
INS(etly by);INS(e),INS(t),INS(l),INS(y),INS( ),INS(b),INS(y)
INS(edlo bych);INS(e),INS(d),INS(l),INS(o),INS( ),INS(b),INS(y),INS(c),INS(h)
INS(ojíce se);INS(o),INS(j),INS(í),INS(c),INS(e),INS( ),INS(s),INS(e)
INS(e jedla);INS(e),INS( ),INS(j),INS(e),INS(d),INS(l),INS(a)
INS(mně);INS(m),INS(n),INS(ě)
INS(ňcích);INS(ň),INS(c),INS(í),INS(c),INS(h)
INS(ým);INS(ý),INS(m)
INS(hňatec);INS(h),INS(ň),INS(a),INS(t),INS(e),INS(c)
INS(yla);INS(y),INS(l),INS(a)
INS(eř);INS(e),INS(ř)
INS(ilou);INS(i),INS(l),INS(o),INS(u)
INS(al js);INS(a),INS(l),INS( ),INS(j),INS(s)
INS(avši);INS(a),INS(v),INS(š),INS(i)
INS(sem);INS(s),INS(e),INS(m)
INS(byly by šly);INS(b),INS(y),INS(l),INS(y),INS( ),INS(b),INS(y),INS( ),INS(š),INS(l),INS(y)
INS(ivše);INS(i),INS(v),INS(š),INS(e)
INS(byly bys);INS(b),INS(y),INS(l),INS(y),INS( ),INS(b),INS(y),INS(s)
INS(e důvěř);INS(e),INS( ),INS(d),INS(ů),INS(v),INS(ě),INS(ř)
INS(at);INS(a),INS(t)
INS(alíme);INS(a),INS(l),INS(í),INS(m),INS(e)
INS(ěv);INS(ě),INS(v)
INS(ďat);INS(ď),INS(a),INS(t)
INS(ili jst);INS(i),INS(l),INS(i),INS( ),INS(j),INS(s),INS(t)
INS(ovalo bys);INS(o),INS(v),INS(a),INS(l),INS(o),INS( ),INS(b),INS(y),INS(s)
INS(ěly);INS(ě),INS(l),INS(y)
INS(ající);INS(a),INS(j),INS(í),INS(c),INS(í)
INS(h);INS(h)
INS(ěny);INS(ě),INS(n),INS(y)
INS(šedše);INS(š),INS(e),INS(d),INS(š),INS(e)
INS(měli bycho);INS(m),INS(ě),INS(l),INS(i),INS( ),INS(b),INS(y),INS(c),INS(h),INS(o)
INS(alo bys);INS(a),INS(l),INS(o),INS( ),INS(b),INS(y),INS(s)
INS(ěl jsi);INS(ě),INS(l),INS( ),INS(j),INS(s),INS(i)
INS(eštěm);INS(e),INS(š),INS(t),INS(ě),INS(m)
INS(sali j);INS(s),INS(a),INS(l),INS(i),INS( ),INS(j)
INS(etla by);INS(e),INS(t),INS(l),INS(a),INS( ),INS(b),INS(y)
DEL(m);DEL(m)
DEL(ko);DEL(k),DEL(o)
DEL(u);DEL(u)
DEL(iktovat);DEL(i),DEL(k),DEL(t),DEL(o),DEL(v),DEL(a),DEL(t)
DEL(um);DEL(u),DEL(m)
DEL(r);DEL(r)
DEL(ň);DEL(ň)
DEL(pochod);DEL(p),DEL(o),DEL(c),DEL(h),DEL(o),DEL(d)
DEL(ně);DEL(n),DEL(ě)
DEL(y);DEL(y)
DEL(ou);DEL(o),DEL(u)
DEL(hý);DEL(h),DEL(ý)
DEL(ti);DEL(t),DEL(i)
DEL(ůň);DEL(ů),DEL(ň)
DEL(ýt);DEL(ý),DEL(t)
DEL(i);DEL(i)
DEL(ký);DEL(k),DEL(ý)
DEL(atov);DEL(a),DEL(t),DEL(o),DEL(v)
DEL(dě);DEL(d),DEL(ě)
DEL(n);DEL(n)
DEL(us);DEL(u),DEL(s)
DEL(í);DEL(í)
DEL(ť);DEL(ť)
DEL(poch);DEL(p),DEL(o),DEL(c),DEL(h)
DEL(d);DEL(d)
DEL(ta);DEL(t),DEL(a)
DEL(íst);DEL(í),DEL(s),DEL(t)
DEL(ést);DEL(é),DEL(st)
DEL(é);DEL(é)
DEL(ď);DEL(ď)
DEL(ga);DEL(g),DEL(a)
DEL(ět);DEL(ě),DEL(t)
DEL(chý);DEL(c),DEL(h),DEL(ý)
DEL(ikt);DEL(i),DEL(k),DEL(t)
DEL(et);DEL(e),DEL(t)
DEL(po);DEL(p),DEL(o)
DEL(zor);DEL(zo),DEL(r)
DEL(ha);DEL(h),DEL(a)
DEL(g);DEL(g)
DEL(spo);DEL(s),DEL(p),DEL(o)
DEL(chca);DEL(c),DEL(h),DEL(c),DEL(a)
DEL(ky);DEL(k),DEL(y)
DEL(c);DEL(c)
DEL(j);DEL(j)
DEL(p);DEL(p)
DEL(hodovat);DEL(h),DEL(o),DEL(d),DEL(o),DEL(v),DEL(a),DEL(t)
DEL(éšť);DEL(é),DEL(š),DEL(ť)
DEL(mu);DEL(m),DEL(u)
DEL(rý);DEL(r),DEL(ý)
DEL(měsíč);DEL(m),DEL(ě),DEL(s),DEL(í),DEL(č)
DEL(íla);DEL(í),DEL(l),DEL(a)
DEL(ítr);DEL(í),DEL(t),DEL(r)
DEL(s);DEL(s)
DEL(jí);DEL(j),DEL(í)
DEL(ce);DEL(c),DEL(e)
DEL(iva);DEL(i),DEL(v),DEL(a)
DEL(sat);DEL(s),DEL(a),DEL(t)
DEL(ch);DEL(c),DEL(h)
DEL(pocho);DEL(p),DEL(o),DEL(c),DEL(h),DEL(o)
DEL(hát);DEL(h),DEL(á),DEL(t)
DEL(es);DEL(e),DEL(s)
DEL(áv);DEL(á),DEL(v)
DEL(cha);DEL(c),DEL(h),DEL(a)
DEL(zat);DEL(z),DEL(a),DEL(t)
DEL(sát);DEL(s),DEL(á),DEL(t)
DEL(já);DEL(j),DEL(á)
DEL(něk);DEL(n),DEL(ě),DEL(k)
DEL(dik);DEL(d),DEL(i),DEL(k)
DEL(álit);DEL(á),DEL(l),DEL(i),DEL(t)
DEL(áh);DEL(á),DEL(h)
