Original;Split
INS(ökunni);INS(ö),INS(k),INS(u),INS(n),INS(n),INS(i)
INS(iðu);INS(i),INS(ð),INS(u)
INS(ei);INS(e),INS(i)
INS(ærnar);INS(æ),INS(r),INS(n),INS(a),INS(r)
INS(ogið);INS(o),INS(g),INS(i),INS(ð)
INS(ögu);INS(ö),INS(g),INS(u)
INS(ú);INS(ú)
INS(lann);INS(l),INS(a),INS(n),INS(n)
INS(ætum);INS(æ),INS(t),INS(u),INS(m)
INS(ipu);INS(i),INS(p),INS(u)
INS(ökuðu);INS(ö),INS(k),INS(u),INS(ð),INS(u)
INS(umdu);INS(u),INS(m),INS(d),INS(u)
INS(uk);INS(u),INS(k)
INS(ugu);INS(u),INS(g),INS(u)
INS(öfum);INS(ö),INS(f),INS(u),INS(m)
INS(óku);INS(ó),INS(k),INS(u)
INS(ddir);INS(d),INS(d),INS(i),INS(r)
INS(uldi);INS(u),INS(l),INS(d),INS(i)
INS(öðuðum);INS(ö),INS(ð),INS(u),INS(ð),INS(u),INS(m)
INS(æturna);INS(æ),INS(t),INS(u),INS(r),INS(n),INS(a)
INS(ifuð);INS(i),INS(f),INS(u),INS(ð)
INS(ara);INS(a),INS(r),INS(a)
INS(ölunni);INS(ö),INS(l),INS(u),INS(n),INS(n),INS(i)
INS(ógu);INS(ó),INS(g),INS(u)
INS(lan);INS(l),INS(a),INS(n)
INS(ukuð);INS(u),INS(k),INS(u),INS(ð)
INS(mdi);INS(m),INS(d),INS(i)
INS(si);INS(s),INS(i)
INS(yni);INS(y),INS(n),INS(i)
INS(öbu);INS(ö),INS(b),INS(u)
INS(ldir);INS(l),INS(d),INS(i),INS(r)
INS(öruðu);INS(ö),INS(r),INS(u),INS(ð),INS(u)
INS(úa);INS(ú),INS(a)
INS(ygir);INS(y),INS(g),INS(i),INS(r)
INS(örpurn);INS(ö),INS(r),INS(p),INS(u),INS(r),INS(n)
INS(jar);INS(j),INS(a),INS(r)
INS(ökur);INS(ö),INS(k),INS(u),INS(r)
INS(urinn);INS(u),INS(r),INS(i),INS(n),INS(n)
INS(ösuðuð);INS(ö),INS(s),INS(u),INS(ð),INS(u),INS(ð)
INS(ðum);INS(ð),INS(u),INS(m)
INS(ösuðu);INS(ö),INS(s),INS(u),INS(ð),INS(u)
INS(öðuðu);INS(ö),INS(ð),INS(u),INS(ð),INS(u)
INS(ytum);INS(y),INS(t),INS(u),INS(m)
INS(önduð);INS(ö),INS(n),INS(d),INS(u),INS(ð)
INS(arirna);INS(a),INS(r),INS(i),INS(r),INS(n),INS(a)
INS(nnu);INS(n),INS(n),INS(u)
INS(iku);INS(i),INS(k),INS(u)
INS(örnunn);INS(ö),INS(r),INS(n),INS(u),INS(n),INS(n)
INS(ekur);INS(e),INS(k),INS(u),INS(r)
INS(vana);INS(v),INS(a),INS(n),INS(a)
INS(aura);INS(a),INS(u),INS(r),INS(a)
INS(ju);INS(j),INS(u)
INS(nd);INS(n),INS(d)
INS(nite);INS(n),INS(i),INS(t),INS(e)
INS(á);INS(á)
INS(ipi);INS(i),INS(p),INS(i)
INS(öður);INS(ö),INS(ð),INS(u),INS(r)
INS(ytir);INS(y),INS(t),INS(i),INS(r)
INS(egi);INS(e),INS(g),INS(i)
INS(arins);INS(a),INS(r),INS(i),INS(n),INS(s)
INS(ns);INS(n),INS(s)
INS(æfu);INS(æ),INS(f),INS(u)
INS(járins);INS(j),INS(á),INS(r),INS(i),INS(n),INS(s)
INS(inir);INS(i),INS(n),INS(i),INS(r)
INS(aga);INS(a),INS(g),INS(a)
INS(mdir);INS(m),INS(d),INS(i),INS(r)
INS(öpurunum);INS(ö),INS(p),INS(u),INS(r),INS(u),INS(n),INS(u),INS(m)
INS(rý);INS(r),INS(ý)
INS(ösuðum);INS(ö),INS(s),INS(u),INS(ð),INS(u),INS(m)
INS(fði);INS(f),INS(ð),INS(i)
INS(ökuðuð);INS(ö),INS(k),INS(u),INS(ð),INS(u),INS(ð)
INS(æpum);INS(æ),INS(p),INS(u),INS(m)
INS(áln);INS(á),INS(l),INS(n)
INS(áfuð);INS(á),INS(f),INS(u),INS(ð)
INS(indefinit);INS(i),INS(n),INS(d),INS(e),INS(f),INS(i),INS(n),INS(i),INS(t)
INS(öpurum);INS(ö),INS(p),INS(u),INS(r),INS(u),INS(m)
INS(utu);INS(u),INS(t),INS(u)
INS(kti);INS(k),INS(t),INS(i)
INS(san);INS(s),INS(a),INS(n)
INS(ötuðuð);INS(ö),INS(t),INS(u),INS(ð),INS(u),INS(ð)
INS(uguð);INS(u),INS(g),INS(u),INS(ð)
INS(mölu);INS(m),INS(ö),INS(l),INS(u)
INS(umönnun);INS(u),INS(m),INS(ö),INS(n),INS(n),INS(u),INS(n)
INS(ökuðum);INS(ö),INS(k),INS(u),INS(ð),INS(u),INS(m)
INS(rinna);INS(r),INS(i),INS(n),INS(n),INS(a)
INS(ó);INS(ó)
INS(numön);INS(n),INS(u),INS(m),INS(ö),INS(n)
INS(inuð);INS(i),INS(n),INS(u),INS(ð)
INS(rönu);INS(r),INS(ö),INS(n),INS(u)
INS(ötu);INS(ö),INS(t),INS(u)
INS(ækir);INS(æ),INS(k),INS(i),INS(r)
INS(æpuð);INS(æ),INS(p),INS(u),INS(ð)
INS(ívunum);INS(í),INS(v),INS(u),INS(n),INS(u),INS(m)
INS(endurn);INS(e),INS(n),INS(d),INS(u),INS(r),INS(n)
INS(rarna);INS(r),INS(a),INS(r),INS(n),INS(a)
INS(juð);INS(j),INS(u),INS(ð)
INS(ötunum);INS(ö),INS(t),INS(u),INS(n),INS(u),INS(m)
INS(ulduð);INS(u),INS(l),INS(d),INS(u),INS(ð)
INS(undu);INS(u),INS(n),INS(d),INS(u)
INS(defi);INS(d),INS(e),INS(f),INS(i)
INS(ite);INS(i),INS(t),INS(e)
INS(ddum);INS(d),INS(d),INS(u),INS(m)
INS(varnar);INS(v),INS(a),INS(r),INS(n),INS(a),INS(r)
INS(numönnu);INS(n),INS(u),INS(m),INS(ö),INS(n),INS(n),INS(u)
INS(ust);INS(u),INS(s),INS(t)
DEL(jóta);DEL(jó),DEL(ta)
DEL(elj);DEL(e),DEL(l),DEL(j)
DEL(ar);DEL(a),DEL(r)
DEL(íða);DEL(í),DEL(ð),DEL(a)
DEL(ylja);DEL(y),DEL(l),DEL(j),DEL(a)
DEL(ep);DEL(e),DEL(p)
DEL(agi);DEL(a),DEL(g),DEL(i)
DEL(aða);DEL(a),DEL(ð),DEL(a)
DEL(j);DEL(j)
DEL(eða);DEL(e),DEL(ð),DEL(a)
DEL(ala);DEL(al),DEL(a)
DEL(aðu);DEL(að),DEL(u)
DEL(eð);DEL(e),DEL(ð)
DEL(kynskipt);DEL(k),DEL(y),DEL(n),DEL(s),DEL(k),DEL(i),DEL(p),DEL(t)
DEL(gur);DEL(g),DEL(u),DEL(r)
DEL(á);DEL(á)
DEL(ífa);DEL(í),DEL(fa)
DEL(jö);DEL(j),DEL(ö)
DEL(epa);DEL(e),DEL(p),DEL(a)
DEL(da);DEL(d),DEL(a)
DEL(ína);DEL(í),DEL(n),DEL(a)
DEL(ata);DEL(a),DEL(ta)
DEL(ve);DEL(v),DEL(e)
DEL(E);DEL(E)
DEL(óði);DEL(ó),DEL(ð),DEL(i)
DEL(júg);DEL(j),DEL(ú),DEL(g)
DEL(ynja);DEL(y),DEL(n),DEL(j),DEL(a)
DEL(fa);DEL(f),DEL(a)
DEL(akari);DEL(a),DEL(k),DEL(a),DEL(r),DEL(i)
DEL(s);DEL(s)
DEL(ekj);DEL(e),DEL(k),DEL(j)
DEL(pa);DEL(p),DEL(a)
DEL(in);DEL(i),DEL(n)
DEL(asi);DEL(a),DEL(s),DEL(i)
DEL(dótt);DEL(d),DEL(ó),DEL(t),DEL(t)
DEL(aga);DEL(a),DEL(g),DEL(a)
DEL(ndi);DEL(n),DEL(d),DEL(i)
DEL(uður);DEL(u),DEL(ð),DEL(u),DEL(r)
DEL(ríf);DEL(r),DEL(í),DEL(f)
DEL(t);DEL(t)
DEL(ana);DEL(a),DEL(n),DEL(a)
DEL(afa);DEL(a),DEL(f),DEL(a)
DEL(ýr);DEL(ý),DEL(r)
DEL(júka);DEL(j),DEL(ú),DEL(k),DEL(a)
DEL(ani);DEL(a),DEL(n),DEL(i)
DEL(maður);DEL(m),DEL(a),DEL(ð),DEL(u),DEL(r)
DEL(ekja);DEL(e),DEL(k),DEL(j),DEL(a)
DEL(ær);DEL(æ),DEL(r)
DEL(ípa);DEL(í),DEL(p),DEL(a)
DEL(aði);DEL(a),DEL(ð),DEL(i)
DEL(efj);DEL(e),DEL(f),DEL(j)
DEL(ama);DEL(a),DEL(m),DEL(a)
DEL(efja);DEL(e),DEL(f),DEL(j),DEL(a)
DEL(van);DEL(v),DEL(a),DEL(n)
DEL(agur);DEL(a),DEL(g),DEL(u),DEL(r)
DEL(o);DEL(o)
DEL(jú);DEL(j),DEL(ú)
DEL(jót);DEL(j),DEL(ó),DEL(t)
DEL(ótur);DEL(ó),DEL(t),DEL(u),DEL(r)
DEL(úga);DEL(ú),DEL(g),DEL(a)
DEL(matur);DEL(m),DEL(a),DEL(t),DEL(u),DEL(r)
DEL(ali);DEL(a),DEL(l),DEL(i)
DEL(ót);DEL(ó),DEL(t)
DEL(íta);DEL(í),DEL(t),DEL(a)
DEL(júga);DEL(j),DEL(ú),DEL(g),DEL(a)
DEL(ú);DEL(ú)
DEL(apa);DEL(a),DEL(p),DEL(a)
DEL(í);DEL(í)
DEL(ll);DEL(l),DEL(l)
DEL(éta);DEL(é),DEL(t),DEL(a)
DEL(ymja);DEL(y),DEL(m),DEL(j),DEL(a)
DEL(júk);DEL(j),DEL(ú),DEL(k)
DEL(v);DEL(v)
DEL(nö);DEL(n),DEL(ö)
DEL(kross);DEL(k),DEL(r),DEL(o),DEL(s),DEL(s)
DEL(afi);DEL(a),DEL(f),DEL(i)
DEL(ótti);DEL(ó),DEL(t),DEL(t),DEL(i)
DEL(æja);DEL(æ),DEL(j),DEL(a)
DEL(emj);DEL(e),DEL(m),DEL(j)
DEL(onur);DEL(o),DEL(n),DEL(u),DEL(r)
DEL(aba);DEL(a),DEL(b),DEL(a)
DEL(ara);DEL(a),DEL(r),DEL(a)
DEL(boll);DEL(b),DEL(o),DEL(l),DEL(l)
DEL(asa);DEL(a),DEL(s),DEL(a)
DEL(fit);DEL(f),DEL(i),DEL(t)
DEL(enja);DEL(e),DEL(n),DEL(j),DEL(a)
DEL(íkja);DEL(í),DEL(k),DEL(j),DEL(a)
DEL(na);DEL(n),DEL(a)
DEL(ey);DEL(e),DEL(y)
DEL(stýr);DEL(s),DEL(t),DEL(ý),DEL(r)
DEL(k);DEL(k)
DEL(efa);DEL(e),DEL(f),DEL(a)
DEL(f);DEL(f)
DEL(é);DEL(é)
DEL(ögu);DEL(ö),DEL(g),DEL(u)
DEL(jó);DEL(j),DEL(ó)
DEL(apari);DEL(a),DEL(p),DEL(a),DEL(r),DEL(i)
DEL(li);DEL(l),DEL(i)
DEL(sól);DEL(s),DEL(ó),DEL(l)
DEL(y);DEL(y)
DEL(mylla);DEL(m),DEL(y),DEL(l),DEL(l),DEL(a)
DEL(enj);DEL(e),DEL(n),DEL(j)
DEL(di);DEL(d),DEL(i)
DEL(r geg);DEL(r),DEL( ),DEL(g),DEL(e),DEL(g)
DEL( );DEL( )
DEL(annkyni);DEL(a),DEL(n),DEL(n),DEL(k),DEL(y),DEL(n),DEL(i)
DEL(kaka);DEL(k),DEL(a),DEL(k),DEL(a)
DEL(inna);DEL(i),DEL(n),DEL(n),DEL(a)
DEL(log);DEL(l),DEL(o),DEL(g)
