Original;Split
INS(uvotevo);INS(u),INS(v),INS(o),INS(t),INS(e),INS(v),INS(o)
INS(ié);INS(i),INS(é)
INS(ya);INS(y),INS(a)
INS(icié);INS(i),INS(c),INS(i),INS(é)
INS(fuestis);INS(f),INS(u),INS(e),INS(s),INS(t),INS(i),INS(s)
INS(vamos );INS(v),INS(a),INS(m),INS(o),INS(s),INS( )
INS(iciemos);INS(i),INS(c),INS(i),INS(e),INS(m),INS(o),INS(s)
INS(xé);INS(x),INS(é)
INS(udiestis);INS(u),INS(d),INS(i),INS(e),INS(s),INS(t),INS(i),INS(s)
INS(osem);INS(o),INS(s),INS(e),INS(m)
INS(za);INS(z),INS(a)
INS(ú);INS(ú)
INS(unxem);INS(u),INS(n),INS(x),INS(e),INS(m)
INS(sesti);INS(s),INS(e),INS(s),INS(t),INS(i)
INS(yendo);INS(y),INS(e),INS(n),INS(d),INS(o)
INS(cho);INS(c),INS(h),INS(o)
INS(icimos);INS(i),INS(c),INS(i),INS(m),INS(o),INS(s)
INS(unxisti);INS(u),INS(n),INS(x),INS(i),INS(s),INS(t),INS(i)
INS(bá);INS(b),INS(á)
INS(yamos);INS(y),INS(a),INS(m),INS(o),INS(s)
INS(ximos);INS(x),INS(i),INS(m),INS(o),INS(s)
INS(mose);INS(m),INS(o),INS(s),INS(e)
INS(zas);INS(z),INS(a),INS(s)
INS(ao);INS(a),INS(o)
INS(fuéremo);INS(f),INS(u),INS(é),INS(r),INS(e),INS(m),INS(o)
INS(icistis);INS(i),INS(c),INS(i),INS(s),INS(t),INS(i),INS(s)
INS(agafaig);INS(a),INS(g),INS(a),INS(f),INS(a),INS(i),INS(g)
INS(uel);INS(u),INS(e),INS(l)
INS(uestu);INS(u),INS(e),INS(s),INS(t),INS(u)
INS(fuimos);INS(f),INS(u),INS(i),INS(m),INS(o),INS(s)
INS(can);INS(c),INS(a),INS(n)
INS(drí);INS(d),INS(r),INS(í)
INS(eáis);INS(e),INS(á),INS(i),INS(s)
INS(uedapuea);INS(u),INS(e),INS(d),INS(a),INS(p),INS(u),INS(e),INS(a)
INS(is);INS(i),INS(s)
INS(somo);INS(s),INS(o),INS(m),INS(o)
INS(gan);INS(g),INS(a),INS(n)
INS(sque);INS(s),INS(q),INS(u),INS(e)
INS(xo);INS(x),INS(o)
INS(íe);INS(í),INS(e)
INS(igáis);INS(i),INS(g),INS(á),INS(i),INS(s)
INS(xí);INS(x),INS(í)
INS(udiéram);INS(u),INS(d),INS(i),INS(é),INS(r),INS(a),INS(m)
INS(záis);INS(z),INS(á),INS(i),INS(s)
INS(uvimos);INS(u),INS(v),INS(i),INS(m),INS(o),INS(s)
INS(cíais);INS(c),INS(í),INS(a),INS(i),INS(s)
INS(q);INS(q)
INS(uele);INS(u),INS(e),INS(l),INS(e)
INS(cí);INS(c),INS(í)
INS(zamos);INS(z),INS(a),INS(m),INS(o),INS(s)
INS(ueyas);INS(u),INS(e),INS(y),INS(a),INS(s)
INS(ueya);INS(u),INS(e),INS(y),INS(a)
INS(xemos);INS(x),INS(e),INS(m),INS(o),INS(s)
INS(cas);INS(c),INS(a),INS(s)
INS(ayí);INS(a),INS(y),INS(í)
INS(semo);INS(s),INS(e),INS(m),INS(o)
INS(ueyan);INS(u),INS(e),INS(y),INS(a),INS(n)
INS(zo);INS(z),INS(o)
INS(íbamos);INS(í),INS(b),INS(a),INS(m),INS(o),INS(s)
INS(ve);INS(v),INS(e)
INS(níe);INS(n),INS(í),INS(e)
INS(ervamos fa);INS(e),INS(r),INS(v),INS(a),INS(m),INS(o),INS(s),INS( ),INS(f),INS(a)
INS(unxérem);INS(u),INS(n),INS(x),INS(é),INS(r),INS(e),INS(m)
INS(anqu);INS(a),INS(n),INS(q),INS(u)
INS(gáis);INS(g),INS(á),INS(i),INS(s)
INS(unxestis);INS(u),INS(n),INS(x),INS(e),INS(s),INS(t),INS(i),INS(s)
INS(chu);INS(c),INS(h),INS(u)
INS(yí);INS(y),INS(í)
INS(ueyi);INS(u),INS(e),INS(y),INS(i)
INS(udiérem);INS(u),INS(d),INS(i),INS(é),INS(r),INS(e),INS(m)
INS(uestes);INS(u),INS(e),INS(s),INS(t),INS(e),INS(s)
INS(nque);INS(n),INS(q),INS(u),INS(e)
INS(uerz);INS(u),INS(e),INS(r),INS(z)
INS(istis);INS(i),INS(s),INS(t),INS(i),INS(s)
INS(vais);INS(v),INS(a),INS(i),INS(s)
INS(uvistis);INS(u),INS(v),INS(i),INS(s),INS(t),INS(i),INS(s)
INS(iú);INS(i),INS(ú)
INS(uey);INS(u),INS(e),INS(y)
INS(ienc);INS(i),INS(e),INS(n),INS(c)
INS(iciestis);INS(i),INS(c),INS(i),INS(e),INS(s),INS(t),INS(i),INS(s)
INS(uedas);INS(u),INS(e),INS(d),INS(a),INS(s)
INS(ió);INS(i),INS(ó)
INS(vaya);INS(v),INS(a),INS(y),INS(a)
INS(uest);INS(u),INS(e),INS(s),INS(t)
INS(enc);INS(e),INS(n),INS(c)
INS(yíamos);INS(y),INS(í),INS(a),INS(m),INS(o),INS(s)
INS(yéis);INS(y),INS(é),INS(i),INS(s)
INS(udistis);INS(u),INS(d),INS(i),INS(s),INS(t),INS(i),INS(s)
INS(cíamos);INS(c),INS(í),INS(a),INS(m),INS(o),INS(s)
INS(vayas);INS(v),INS(a),INS(y),INS(a),INS(s)
INS(uese);INS(u),INS(e),INS(s),INS(e)
DEL(dir);DEL(d),DEL(ir)
DEL(yer);DEL(y),DEL(er)
DEL(s);DEL(s)
DEL(sar);DEL(s),DEL(a),DEL(r)
DEL(erer);DEL(e),DEL(r),DEL(e),DEL(r)
DEL(ó);DEL(ó)
DEL(en);DEL(e),DEL(n)
DEL(ce);DEL(c),DEL(e)
DEL(rca);DEL(rc),DEL(a)
DEL(masuñar);DEL(m),DEL(a),DEL(s),DEL(u),DEL(ñ),DEL(a),DEL(r)
DEL(á);DEL(á)
DEL(rer);DEL(r),DEL(er)
DEL(ene);DEL(e),DEL(ne)
DEL(olar);DEL(o),DEL(l),DEL(a),DEL(r)
DEL(ner);DEL(n),DEL(er)
DEL(der);DEL(d),DEL(er)
DEL(y);DEL(y)
DEL(ae);DEL(a),DEL(e)
DEL(ac);DEL(a),DEL(c)
DEL(acer);DEL(a),DEL(cer)
DEL(d);DEL(d)
DEL(rza);DEL(r),DEL(z),DEL(a)
DEL(re);DEL(r),DEL(e)
DEL(oder);DEL(o),DEL(der)
DEL(coyer);DEL(c),DEL(o),DEL(y),DEL(e),DEL(r)
DEL(gar);DEL(g),DEL(a),DEL(r)
DEL(aer);DEL(a),DEL(e),DEL(r)
DEL(oner);DEL(o),DEL(ner)
DEL(cir);DEL(c),DEL(i),DEL(r)
DEL(áu);DEL(á),DEL(u)
DEL(orza);DEL(o),DEL(r),DEL(z),DEL(a)
DEL(lar);DEL(l),DEL(ar)
DEL(ace);DEL(a),DEL(c),DEL(e)
DEL(sgatuñar);DEL(s),DEL(g),DEL(a),DEL(t),DEL(u),DEL(ñ),DEL(a),DEL(r)
DEL(ener);DEL(e),DEL(n),DEL(e),DEL(r)
DEL(c);DEL(c)
DEL(oyer);DEL(o),DEL(yer)
DEL(ye);DEL(y),DEL(e)
DEL(am);DEL(a),DEL(m)
DEL(uñar);DEL(u),DEL(ñar)
DEL(esgatuñ);DEL(e),DEL(s),DEL(g),DEL(a),DEL(t),DEL(u),DEL(ñ)
DEL(rzar);DEL(r),DEL(z),DEL(a),DEL(r)
