Original;Split
INS( cavò);INS( ),INS(c),INS(a),INS(v),INS(ò)
INS(ro);INS(r),INS(o)
INS(cent);INS(c),INS(e),INS(n),INS(t)
INS(heremo);INS(h),INS(e),INS(r),INS(e),INS(m),INS(o)
INS(sto);INS(s),INS(t),INS(o)
INS(rran);INS(r),INS(r),INS(a),INS(n)
INS(here);INS(h),INS(e),INS(r),INS(e)
INS(iano);INS(i),INS(a),INS(n),INS(o)
INS(me ne );INS(m),INS(e),INS( ),INS(n),INS(e),INS( )
INS(cciamo);INS(c),INS(c),INS(i),INS(a),INS(m),INS(o)
INS(net);INS(n),INS(e),INS(t)
INS(heremmo);INS(h),INS(e),INS(r),INS(e),INS(m),INS(m),INS(o)
INS(ves);INS(v),INS(e),INS(s)
INS(it);INS(i),INS(t)
INS(remmo);INS(r),INS(e),INS(m),INS(m),INS(o)
INS(ces);INS(c),INS(e),INS(s)
INS( fumò);INS( ),INS(f),INS(u),INS(m),INS(ò)
INS(evat);INS(e),INS(v),INS(a),INS(t)
INS(le );INS(l),INS(e),INS( )
INS(tia);INS(t),INS(i),INS(a)
INS(acci);INS(a),INS(c),INS(c),INS(i)
INS(ulsi);INS(u),INS(l),INS(s),INS(i)
INS(ten);INS(t),INS(e),INS(n)
INS(uò);INS(u),INS(ò)
INS(ongan);INS(o),INS(n),INS(g),INS(a),INS(n)
INS(rest);INS(r),INS(e),INS(s),INS(t)
INS(sso);INS(s),INS(s),INS(o)
INS(ciamo);INS(c),INS(i),INS(a),INS(m),INS(o)
INS(herebbero);INS(h),INS(e),INS(r),INS(e),INS(b),INS(b),INS(e),INS(r),INS(o)
INS(cis);INS(c),INS(i),INS(s)
INS(ce la );INS(c),INS(e),INS( ),INS(l),INS(a),INS( )
INS( dica);INS( ),INS(d),INS(i),INS(c),INS(a)
INS(ost);INS(o),INS(s),INS(t)
INS( sarò);INS( ),INS(s),INS(a),INS(r),INS(ò)
INS(cesse);INS(c),INS(e),INS(s),INS(s),INS(e)
INS(rrebb);INS(r),INS(r),INS(e),INS(b),INS(b)
INS(resti);INS(r),INS(e),INS(s),INS(t),INS(i)
INS(este);INS(e),INS(s),INS(t),INS(e)
INS(ness);INS(n),INS(e),INS(s),INS(s)
INS(nes);INS(n),INS(e),INS(s)
INS(me la );INS(m),INS(e),INS( ),INS(l),INS(a),INS( )
INS(m);INS(m)
INS( faccio);INS( ),INS(f),INS(a),INS(c),INS(c),INS(i),INS(o)
INS(isi);INS(i),INS(s),INS(i)
INS(rret);INS(r),INS(r),INS(e),INS(t)
INS(se la );INS(s),INS(e),INS( ),INS(l),INS(a),INS( )
INS(nevat);INS(n),INS(e),INS(v),INS(a),INS(t)
INS( fecero);INS( ),INS(f),INS(e),INS(c),INS(e),INS(r),INS(o)
INS( incontrasse);INS( ),INS(i),INS(n),INS(c),INS(o),INS(n),INS(t),INS(r),INS(a),INS(s),INS(s),INS(e)
INS(netev);INS(n),INS(e),INS(t),INS(e),INS(v)
INS(cendo);INS(c),INS(e),INS(n),INS(d),INS(o)
INS(rra);INS(r),INS(r),INS(a)
INS(cev);INS(c),INS(e),INS(v)
INS(te la );INS(t),INS(e),INS( ),INS(l),INS(a),INS( )
INS( bevevamo);INS( ),INS(b),INS(e),INS(v),INS(e),INS(v),INS(a),INS(m),INS(o)
INS(esse);INS(e),INS(s),INS(s),INS(e)
INS(herò);INS(h),INS(e),INS(r),INS(ò)
INS(tis);INS(t),INS(i),INS(s)
INS(tet);INS(t),INS(e),INS(t)
INS( stavi);INS( ),INS(s),INS(t),INS(a),INS(v),INS(i)
INS(eranno);INS(e),INS(r),INS(a),INS(n),INS(n),INS(o)
INS(cevano);INS(c),INS(e),INS(v),INS(a),INS(n),INS(o)
INS(ccio);INS(c),INS(c),INS(i),INS(o)
INS(herete);INS(h),INS(e),INS(r),INS(e),INS(t),INS(e)
INS( rase);INS( ),INS(r),INS(a),INS(s),INS(e)
INS(qu);INS(q),INS(u)
INS(cevamo);INS(c),INS(e),INS(v),INS(a),INS(m),INS(o)
INS(rebbe);INS(r),INS(e),INS(b),INS(b),INS(e)
INS(niat);INS(n),INS(i),INS(a),INS(t)
INS(cciat);INS(c),INS(c),INS(i),INS(a),INS(t)
INS(ce ne );INS(c),INS(e),INS( ),INS(n),INS(e),INS( )
INS(ve la );INS(v),INS(e),INS( ),INS(l),INS(a),INS( )
INS(eret);INS(e),INS(r),INS(e),INS(t)
INS(ongon);INS(o),INS(n),INS(g),INS(o),INS(n)
INS(c' );INS(c),INS('),INS( )
INS(ret);INS(r),INS(e),INS(t)
INS(nent);INS(n),INS(e),INS(n),INS(t)
INS(es);INS(e),INS(s)
INS(ciano);INS(c),INS(i),INS(a),INS(n),INS(o)
INS(ra);INS(r),INS(a)
INS(gono);INS(g),INS(o),INS(n),INS(o)
INS( recherebbe);INS( ),INS(r),INS(e),INS(c),INS(h),INS(e),INS(r),INS(e),INS(b),INS(b),INS(e)
INS( amò);INS( ),INS(a),INS(m),INS(ò)
INS(ciat);INS(c),INS(i),INS(a),INS(t)
INS( cavammo);INS( ),INS(c),INS(a),INS(v),INS(a),INS(m),INS(m),INS(o)
INS(vuto);INS(v),INS(u),INS(t),INS(o)
INS(nto);INS(n),INS(t),INS(o)
INS(otto);INS(o),INS(t),INS(t),INS(o)
INS(cia);INS(c),INS(i),INS(a)
INS(vi mi );INS(v),INS(i),INS( ),INS(m),INS(i),INS( )
INS(g);INS(g)
INS(cevo);INS(c),INS(e),INS(v),INS(o)
INS(vest);INS(v),INS(e),INS(s),INS(t)
INS(atto);INS(a),INS(t),INS(t),INS(o)
INS(neva);INS(n),INS(e),INS(v),INS(a)
INS(rebbero);INS(r),INS(e),INS(b),INS(b),INS(e),INS(r),INS(o)
INS(sis);INS(s),INS(i),INS(s)
INS(go);INS(g),INS(o)
INS(bb);INS(b),INS(b)
INS(evate);INS(e),INS(v),INS(a),INS(t),INS(e)
DEL(recar);DEL(r),DEL(e),DEL(c),DEL(a),DEL(r)
DEL(liersi);DEL(l),DEL(i),DEL(e),DEL(r),DEL(s),DEL(i)
DEL(erl);DEL(e),DEL(r),DEL(l)
DEL(nd);DEL(n),DEL(d)
DEL(ett);DEL(e),DEL(t),DEL(t)
DEL(rere);DEL(r),DEL(e),DEL(r),DEL(e)
DEL(d);DEL(d)
DEL(gger);DEL(g),DEL(g),DEL(e),DEL(r)
DEL(ier);DEL(i),DEL(e),DEL(r)
DEL(erd);DEL(e),DEL(r),DEL(d)
DEL(ersene);DEL(e),DEL(r),DEL(s),DEL(e),DEL(n),DEL(e)
DEL(u);DEL(u)
DEL(mpere);DEL(m),DEL(p),DEL(e),DEL(r),DEL(e)
DEL(ni);DEL(n),DEL(i)
DEL(serci);DEL(s),DEL(e),DEL(r),DEL(c),DEL(i)
DEL(en);DEL(e),DEL(n)
DEL(ott);DEL(o),DEL(t),DEL(t)
DEL(dar);DEL(d),DEL(a),DEL(r)
DEL(esser);DEL(e),DEL(s),DEL(s),DEL(e),DEL(r)
DEL(iersi);DEL(i),DEL(e),DEL(r),DEL(s),DEL(i)
DEL(rende);DEL(r),DEL(e),DEL(n),DEL(d),DEL(e)
DEL(im);DEL(i),DEL(m)
DEL(irc);DEL(i),DEL(r),DEL(c)
DEL(dere);DEL(d),DEL(e),DEL(r),DEL(e)
DEL(om);DEL(o),DEL(m)
DEL(le);DEL(l),DEL(e)
DEL(ender);DEL(e),DEL(n),DEL(d),DEL(e),DEL(r)
DEL(arsene);DEL(a),DEL(r),DEL(s),DEL(e),DEL(n),DEL(e)
DEL(cavar);DEL(c),DEL(a),DEL(v),DEL(a),DEL(r)
DEL(ederc);DEL(e),DEL(d),DEL(e),DEL(r),DEL(c)
DEL(ndere);DEL(n),DEL(d),DEL(e),DEL(r),DEL(e)
DEL(ing);DEL(i),DEL(n),DEL(g)
DEL(sir);DEL(s),DEL(i),DEL(r)
DEL(fumar);DEL(f),DEL(u),DEL(m),DEL(a),DEL(r)
DEL(der);DEL(d),DEL(e),DEL(r)
DEL(guer);DEL(g),DEL(u),DEL(e),DEL(r)
DEL(guere);DEL(g),DEL(u),DEL(e),DEL(r),DEL(e)
DEL(ellere);DEL(e),DEL(l),DEL(l),DEL(e),DEL(r),DEL(e)
DEL(liere);DEL(l),DEL(i),DEL(e),DEL(r),DEL(e)
DEL(enderl);DEL(e),DEL(n),DEL(d),DEL(e),DEL(r),DEL(l)
DEL(irci);DEL(i),DEL(r),DEL(c),DEL(i)
DEL(otere);DEL(o),DEL(t),DEL(e),DEL(r),DEL(e)
DEL(arse);DEL(a),DEL(rse)
DEL(rsene);DEL(r),DEL(s),DEL(e),DEL(n),DEL(e)
DEL(egger);DEL(e),DEL(g),DEL(g),DEL(e),DEL(r)
DEL(iers);DEL(i),DEL(e),DEL(r),DEL(s)
DEL(etter);DEL(e),DEL(t),DEL(t),DEL(e),DEL(r)
DEL(ggersi);DEL(g),DEL(g),DEL(e),DEL(r),DEL(s),DEL(i)
DEL(ersel);DEL(e),DEL(r),DEL(s),DEL(e),DEL(l)
DEL(dir);DEL(d),DEL(i),DEL(r)
DEL(tter);DEL(t),DEL(t),DEL(e),DEL(r)
DEL(ver);DEL(v),DEL(e),DEL(r)
DEL(n);DEL(n)
DEL(narse);DEL(n),DEL(a),DEL(r),DEL(s),DEL(e)
DEL(gere);DEL(g),DEL(e),DEL(r),DEL(e)
DEL(ggere);DEL(g),DEL(g),DEL(e),DEL(r),DEL(e)
DEL(ger);DEL(g),DEL(e),DEL(r)
DEL(ne);DEL(n),DEL(e)
DEL(la);DEL(l),DEL(a)
DEL(fars);DEL(f),DEL(a),DEL(r),DEL(s)
DEL(ettere);DEL(e),DEL(t),DEL(t),DEL(e),DEL(r),DEL(e)
DEL(rsel);DEL(r),DEL(s),DEL(e),DEL(l)
DEL(ear);DEL(e),DEL(a),DEL(r)
DEL(far);DEL(f),DEL(a),DEL(r)
DEL(frequentar);DEL(f),DEL(r),DEL(e),DEL(q),DEL(u),DEL(e),DEL(n),DEL(t),DEL(a),DEL(r)
DEL(ce);DEL(c),DEL(e)
DEL(arsela);DEL(a),DEL(r),DEL(s),DEL(e),DEL(l),DEL(a)
DEL(bers);DEL(b),DEL(e),DEL(r),DEL(s)
DEL(nder);DEL(n),DEL(d),DEL(e),DEL(r)
DEL(eder);DEL(e),DEL(d),DEL(e),DEL(r)
DEL(vere);DEL(v),DEL(e),DEL(r),DEL(e)
DEL(iere);DEL(i),DEL(e),DEL(r),DEL(e)
DEL(mere);DEL(m),DEL(e),DEL(r),DEL(e)
DEL(sel);DEL(s),DEL(e),DEL(l)
DEL(rader);DEL(r),DEL(a),DEL(d),DEL(e),DEL(r)
DEL(rea);DEL(r),DEL(e),DEL(a)
DEL(arc);DEL(a),DEL(r),DEL(c)
DEL(apere);DEL(a),DEL(p),DEL(e),DEL(r),DEL(e)
DEL(erar);DEL(e),DEL(r),DEL(a),DEL(r)
DEL(ter);DEL(t),DEL(e),DEL(r)
DEL(ersen);DEL(e),DEL(r),DEL(s),DEL(e),DEL(n)
DEL(gg);DEL(g),DEL(g)
DEL(arsen);DEL(a),DEL(r),DEL(s),DEL(e),DEL(n)
DEL(rsen);DEL(r),DEL(s),DEL(e),DEL(n)
DEL(amar);DEL(a),DEL(m),DEL(a),DEL(r)
DEL(avars);DEL(a),DEL(v),DEL(a),DEL(r),DEL(s)
DEL(urre);DEL(u),DEL(r),DEL(r),DEL(e)
DEL(arvisi);DEL(a),DEL(r),DEL(v),DEL(i),DEL(s),DEL(i)
DEL(arsel);DEL(a),DEL(r),DEL(s),DEL(e),DEL(l)
DEL(gu);DEL(g),DEL(u)
DEL(cere);DEL(c),DEL(e),DEL(r),DEL(e)
DEL(igere);DEL(i),DEL(g),DEL(e),DEL(r),DEL(e)
DEL(ene);DEL(e),DEL(n),DEL(e)
