Key;Item
XF160436F27B34195B18B503A8FEEB722;{"left": "saverar", "right": ">", "_hash": 9212900328262328974}
XD7DE48A1C6F6420D90FF2A4AED62532E;{"left": "<desaverar", "right": ">", "_hash": 2455283125202784933}
XEC748613EB9D4CD59D8528DE1401F33B;{"left": "desaverar", "right": ">", "_hash": 1144521918101886680}
X02A39D5A821B4C1FB600BA45865662D0;{"left": "verar", "right": ">", "_hash": -5358139761148626728}
X2A51A6686792420383E4C8E9711F530A;{"left": "eliminar", "right": ">", "_hash": -5235714144657601996}
X636F437BA715493287C24D6998449BC0;{"left": "nar", "right": ">", "_hash": 9168358962593022223}
XA2579BBFD5C246CFAA29BD2109F426C1;{"left": "minar", "right": ">", "_hash": 4647842602154333391}
X93D17E4499874C3C89C4E9444478AED7;{"left": "liminar", "right": ">", "_hash": 8063469434817641402}
X21CC7CB308E041E384C3C920BE5A4518;{"left": "iminar", "right": ">", "_hash": 6255926201298360797}
X871852BD2E8C45DCB49572F9644E6FF8;{"left": "inar", "right": ">", "_hash": 5165008820044820358}
X88E4DC8B3E4048EDAFC1CCD24E42D00E;{"left": "<eliminar", "right": ">", "_hash": -740938402132966447}
X8F78EFF176874C9FACEB9578FF7A4F44;{"left": "\u00f1ar", "right": ">", "_hash": -2277801797058717430}
XCC5DA2FB61DC42D390CC9FC31743C21F;{"left": "har", "right": ">", "_hash": -1016522398197706473}
XAF8B226776B74447A55DF99A0E830273;{"left": "char", "right": ">", "_hash": 9199658411565050316}
XF32D09A76F474978BCB93A5170AA3A24;{"left": "trabayar", "right": ">", "_hash": 4653997748344942796}
XECAD196F6C1347B7BDD54D1299947BA4;{"left": "bayar", "right": ">", "_hash": -4296860332548246953}
XD4EB95A64A8A482C8E867BCC3CFD1499;{"left": "abayar", "right": ">", "_hash": 6034168907722820334}
X61DA92D1C0E94421A55EEAE05B368388;{"left": "rabayar", "right": ">", "_hash": -8004035943660151542}
X52B8C0CC533E4E8BBC9530567264E844;{"left": "yar", "right": ">", "_hash": 2728589925300649803}
X79C764B85DD84F8FBFEA73BAC105B713;{"left": "ayar", "right": ">", "_hash": -1024296518173816868}
XD9D5DC3F1EAB47AD8931109C9A1268AB;{"left": "<trabayar", "right": ">", "_hash": 1782137568916565913}
X9D5ADA6C9FAF49A5833C8C6E30FDDACF;{"left": "poyar", "right": ">", "_hash": -6560959869419789233}
XF0909597E9F043139CB89AA24604D5BC;{"left": "oyar", "right": ">", "_hash": 7938337212053663072}
X3F2049DAC6804182AB34BEB1A50B1C39;{"left": "<apoyar", "right": ">", "_hash": 8159371678821902979}
XC306BC88E79C4F39AC9B329DD87A36AB;{"left": "apoyar", "right": ">", "_hash": 3779036240879667772}
XED8FD32BAEA5492CB2437CC2F92B5134;{"left": "<clonar", "right": ">", "_hash": -8536053320373723431}
XBCB4EEA04F21458E82084099657EF88F;{"left": "lonar", "right": ">", "_hash": -351065445671455615}
X7A8C144FCF224126BBB574E6DB2AB420;{"left": "onar", "right": ">", "_hash": -331120452765231979}
XED83A9280B6D4FCEB6795040565FA84E;{"left": "clonar", "right": ">", "_hash": 6281045625342966018}
XAD66592B2ED849BFB7E8F30B376BB50F;{"left": "ortar", "right": ">", "_hash": -7940419753199742669}
X0C48A34E76384350812FBB33840DDE05;{"left": "rtar", "right": ">", "_hash": -646773163306939285}
X5D4143E89064488ABF313C6A41550A30;{"left": "portar", "right": ">", "_hash": -7077979732749678516}
XFDBD921C5B624C4F9A697740EEDBAE69;{"left": "<portar", "right": ">", "_hash": 294948928177852815}
X1441C86D6C8D4190A9B536DA1C140C9A;{"left": "udar", "right": ">", "_hash": 4904370347486718445}
XC51791A3EFC245AABD083AE65C873422;{"left": "dar", "right": ">", "_hash": 3173767837191156676}
X4A6211A7CF3E4CF39EB29E0A1D2905CF;{"left": "sar", "right": ">", "_hash": -3659859877341635390}
X8C0B2D3ABD7E43AE812F973A57885D1A;{"left": "eclipsar", "right": ">", "_hash": -1441541541635292616}
X8198C03A97C84F3483161AF47531FAC7;{"left": "lipsar", "right": ">", "_hash": -6401102590570537819}
X4F63967A5A9A484E919517D317E0EBBC;{"left": "clipsar", "right": ">", "_hash": -5146507351167448268}
XF7360DF645A749CCA9AF719FC03145EE;{"left": "<eclipsar", "right": ">", "_hash": 350958156160572740}
X1363A47FEF084F94A8419FE788197F41;{"left": "ipsar", "right": ">", "_hash": -5490683580320566739}
X6E491BDF1FED4148A15F4331EE750373;{"left": "psar", "right": ">", "_hash": 775435190874366066}
XE281F032D5CE4FE4BF45FF2DCB08C3B8;{"left": "uspir", "right": ">", "_hash": -1303857104134970626}
X6C1DE0FE9A0E4D45BE75D186EE45843F;{"left": "ir", "right": ">", "_hash": -6653129531870891037}
XDA7EF633593C475CA1CC905411BE4DAE;{"left": "cuspir", "right": ">", "_hash": -6720029370845102697}
X80F2379988C94235B2F20FD771F98B9A;{"left": "spir", "right": ">", "_hash": 4290062718639050112}
X9480FF27F04440DC87A90C91A77DF50B;{"left": "<cuspir", "right": ">", "_hash": -1673724707383681710}
X5A62AEA5E11D4D8DAD44C802C8E16D9C;{"left": "pir", "right": ">", "_hash": 3966867058434705096}
XFCB90744C645411880F92270B88D68A8;{"left": "rrar", "right": ">", "_hash": -7499775064190900399}
X98C8926CD8724FB7AAFEB3CE208C1A8E;{"left": "<aforrar", "right": ">", "_hash": 7943864093321046207}
XDF4571AE5B80411280899ADA899966E9;{"left": "forrar", "right": ">", "_hash": 8690052620168258132}
X6563DFDD918F422D84E3CF5A7B73AD09;{"left": "aforrar", "right": ">", "_hash": -6371827040886662330}
XB5A1FA41682147EC988BF81EA5E6E364;{"left": "orrar", "right": ">", "_hash": 7081782737393634542}
X1D90F110055B4031934666633C189D3B;{"left": "usar", "right": ">", "_hash": 6252084207929828775}
X7A486A295D29455D98504698B47AB8C0;{"left": "<causar", "right": ">", "_hash": 2016008182483085355}
XC23B7107F0E54D449946E94470A33D57;{"left": "ausar", "right": ">", "_hash": -1978616189247385192}
X0D89D2AC1FD74A3593D6EAD49AEF7153;{"left": "causar", "right": ">", "_hash": -4455900102749220557}
XA99B4D600C164D2BAFCA1C9F43A090E3;{"left": "gar", "right": ">", "_hash": 2223012548109237373}
XC0D7370A4A0C48FFA8E955013BAFDA7C;{"left": "ngar", "right": ">", "_hash": -5654820014938562182}
X56776ECF42BA486DA509E327CCDA1CA4;{"left": "angar", "right": ">", "_hash": -6984449292565124919}
XC1422AE246DA4329AEB6F233C2AF75B8;{"left": "<acompangar", "right": ">", "_hash": -2058078768459968369}
XAB306BCC2A4048A5A1EEBDFFAEFE4E7A;{"left": "pangar", "right": ">", "_hash": -5023878722307460629}
X88BEC2950DE54DDE890B3E2289A4944E;{"left": "ompangar", "right": ">", "_hash": -6699360979299422076}
X9E7E3792A36843748AE2F3BA53DEAE4D;{"left": "compangar", "right": ">", "_hash": 8953955363876254543}
X6D4326940A4E4A7BA6A3E4666BE202E2;{"left": "mpangar", "right": ">", "_hash": -1285333268720391559}
X0705779341A24581A6550AD345C007BB;{"left": "acompangar", "right": ">", "_hash": -5910202322556870842}
X10CED14EAE874EB99620F50CD4BB8200;{"left": "ncar", "right": ">", "_hash": -8534365522803876923}
X4D725F4B2E174BC19358BD1856352800;{"left": "<brincar", "right": ">", "_hash": 2924571690180506313}
X50B2B87A18014896A82262DCBC7C0A34;{"left": "brincar", "right": ">", "_hash": 5670184141824588634}
XEE63F3A668C14B589C0E97B4A1AF5721;{"left": "rincar", "right": ">", "_hash": 5964679936830952102}
XD44CE43B0A5644C6B29700644A1BA6F9;{"left": "incar", "right": ">", "_hash": -6440148592677931180}
X170EFB7D1AA845FDBB40362EA681EC33;{"left": "<afumiar", "right": ">", "_hash": 7444119492705922749}
X67235D981145424AA26BEC59352BB150;{"left": "fumiar", "right": ">", "_hash": -3315691230789519473}
X9FA949339BBC40EC9B023D8CE1251E51;{"left": "iar", "right": ">", "_hash": 1840366017252646659}
XB8DC8435CC1249869469501CF3F025E3;{"left": "miar", "right": ">", "_hash": -8077924509273844783}
X418367361A7F46C299203A18E9854C50;{"left": "umiar", "right": ">", "_hash": 8772915357324302062}
XAA21C8F7D8224AD4888905486A3FBEB4;{"left": "afumiar", "right": ">", "_hash": -5093109440171894745}
X74C618B429C745D391DF6C858A9217B0;{"left": "brar", "right": ">", "_hash": -4528914300946690715}
XF185016666B64560BABACF3D8FACE4C8;{"left": "ntar", "right": ">", "_hash": 769109488124298668}
XDAC4806E17854A2583734E7DD5D4635F;{"left": "imentar", "right": ">", "_hash": 6525084692644003451}
XF5A0A7BAC7B347E793B8F50C9F028DC9;{"left": "alimentar", "right": ">", "_hash": -8036142027683364859}
X1A818CE1CC6946D3879EE80E1FC5A0EC;{"left": "<alimentar", "right": ">", "_hash": -7415108152681029278}
X295351D373F24829B1678FD41D5DFCCB;{"left": "mentar", "right": ">", "_hash": 5100903499809967018}
XC2670FB0935B427D819E5C25083F8B3C;{"left": "entar", "right": ">", "_hash": 1049129081007549514}
XC55571A50673423BB0CE55FA5ECAB30D;{"left": "limentar", "right": ">", "_hash": -7077964797587679796}
X2CAA6D61F9184EDA84D5B1EDA077BEDC;{"left": "axuntar", "right": ">", "_hash": -8255745562522466505}
X9553F19A39BC4F5AA0C9426DB6204CEA;{"left": "xuntar", "right": ">", "_hash": -6109572262957024051}
XBB7C8BE6D15C4C1E81302C498978D100;{"left": "<axuntar", "right": ">", "_hash": -3387526751846015061}
X6206ADBCC02942E6A8734D5EF26AAC7D;{"left": "untar", "right": ">", "_hash": -7113213237971418225}
X495F1C447EDF4FED9496C896F81FF47B;{"left": "egar", "right": ">", "_hash": -6284310631928200803}
XB6D42F3A56B64045B5BB3E76C519CC07;{"left": "sfregar", "right": ">", "_hash": 3955623553844880414}
XC2BBAEE6B10E4BF8BA85C1CB5BB1359A;{"left": "esfregar", "right": ">", "_hash": 2186835423867870204}
X55CF1390706D4673AE9E0F626818A4DB;{"left": "regar", "right": ">", "_hash": -5754041696762765159}
XF0E882B9ABAA40599496DA260F3F6FCB;{"left": "fregar", "right": ">", "_hash": -3297654500144555559}
X95867422B8314D5DA220D57B5ECAF5D7;{"left": "cribar", "right": ">", "_hash": -8708051936323267173}
X0C46D643185E40EF852A217B7A7CCF4A;{"left": "bar", "right": ">", "_hash": 1045450082361482879}
XB3A6C58ABC064013BFD2B26B15197F56;{"left": "<cribar", "right": ">", "_hash": 5787507492797858871}
XEC2C224D312244DE9B85506D19975E7B;{"left": "ribar", "right": ">", "_hash": 7495849748770114999}
XEC945955E6BD4F41BB3CB74FF8A75012;{"left": "ibar", "right": ">", "_hash": 756842044636304406}
X09849AB5D95740C2BEDA3AE08C23F15E;{"left": "xar", "right": ">", "_hash": -3102997718473990210}
XEB5F6073A1EF4254A0D620332DB632EA;{"left": "<llimpiar", "right": ">", "_hash": -180512745094449754}
X5B9DD70AB715416EBF02ED218E713642;{"left": "mpiar", "right": ">", "_hash": 7836986989599013166}
XEC1596650EE940B89F4696CC95E0D64B;{"left": "piar", "right": ">", "_hash": 8539397067423990736}
XA28D06A12CE64361817E993DE47C7464;{"left": "llimpiar", "right": ">", "_hash": 3803575943466453938}
X9E6C557D42C940CB9C3696AB2000FB65;{"left": "impiar", "right": ">", "_hash": -2618129831057529375}
X4141587C9CCA4CDA820E3B3E9B04FA7E;{"left": "limpiar", "right": ">", "_hash": -5381342070549816053}
X81D73D20DF64494D9A2DE788D2542E26;{"left": "<dixebrar", "right": ">", "_hash": -614002477354305362}
XD65D72843F8448CE97183EF2C675F93E;{"left": "xebrar", "right": ">", "_hash": 1376574457372957547}
X5A1D5ADAFE6C44FFBD79319DFC44BF44;{"left": "ixebrar", "right": ">", "_hash": -1686792978594338461}
X167ACB1BDC9349B3B0AFC18110A38EB1;{"left": "ebrar", "right": ">", "_hash": 8296795908158602539}
X046601E53C5D4726BF16A95CDDA24DE0;{"left": "dixebrar", "right": ">", "_hash": 8556593227634573104}
X6C39046685F24EFFB678E6BEE59D0036;{"left": "der", "right": ">", "_hash": 6210117163779202}
XF13186EC9D70463485A7DE0DB43427A5;{"left": "er", "right": ">", "_hash": 8745901037395847319}
XBE56CAEFB68B4154817295005463A892;{"left": "stender", "right": ">", "_hash": -5149124105472567213}
X8D0C8F3C455145E8A6693909F9C07E0F;{"left": "estender", "right": ">", "_hash": 3272127926265810365}
X30644B6B50574DF3AADE5153029D8200;{"left": "ender", "right": ">", "_hash": 2502718303058323823}
XEF21176B27CA485DAF211D12D6BBD4D1;{"left": "tender", "right": ">", "_hash": -7699588687634753912}
XBDFE0A6E71C34F34AC619DAD7F2CA56C;{"left": "nder", "right": ">", "_hash": -932847936506946128}
X4DAC8E72D3984F2DB210C61675BC0B0E;{"left": "<estender", "right": ">", "_hash": -3286740732952598673}
X87265594194E42128C36B8439E7D939C;{"left": "tomar", "right": ">", "_hash": 3822622199855420977}
X76B177D24E5A49D1A3E639D6480D82E6;{"left": "mar", "right": ">", "_hash": 4752771275029282028}
XB9B32F6685514DD8AE7554A9E666BE5B;{"left": "omar", "right": ">", "_hash": 5621235358477898293}
XE207EB2D46DC495BA34BFE779CFEEAD9;{"left": "<tomar", "right": ">", "_hash": 7532880550960908490}
XDBF0C9AC3A6A4B73AF7D3201C5BA5FCA;{"left": "cusar", "right": ">", "_hash": 8717729394571952314}
XA0E39D105155491993DBF39B4E27ED91;{"left": "<acusar", "right": ">", "_hash": -2737995316341061143}
XB0AC4FBB7988437FACF7D708E2F796F0;{"left": "acusar", "right": ">", "_hash": 1125913605282307032}
XA33EB5F69DC04118AE619E9CAECA92D7;{"left": "iga\u00f1ar", "right": ">", "_hash": -3013448921604647769}
XABF38A50DEA94E80BDC23B97138D1AA8;{"left": "smordiga\u00f1ar", "right": ">", "_hash": -2529871639140736745}
X93B83CCF62B64DD68CF72537AE1630BA;{"left": "<esmordiga\u00f1ar", "right": ">", "_hash": 2377577544217358487}
XC19A3D7D1387408DA8E7552CE9C630C0;{"left": "ordiga\u00f1ar", "right": ">", "_hash": 699806304916276787}
XF579A37F6916498C890B5E94B9895F4D;{"left": "rdiga\u00f1ar", "right": ">", "_hash": 322360280035008133}
X98C95B1E40BD4FB7860461E0D1F94F37;{"left": "a\u00f1ar", "right": ">", "_hash": 3342885785294885679}
X30AF04B8920E4CAFA53814F42B3D6344;{"left": "ga\u00f1ar", "right": ">", "_hash": 7292426211097672508}
X277B49080D7948A98A28492A8725E247;{"left": "diga\u00f1ar", "right": ">", "_hash": -7480964060704918488}
X68AEB90E1A2E46AC9B14C1E9F9C32BDE;{"left": "esmordiga\u00f1ar", "right": ">", "_hash": -4383894986940724348}
X51800150C42C4805A8FF44A1399F2E5B;{"left": "mordiga\u00f1ar", "right": ">", "_hash": -3026624894979126957}
XF349E63211F74BE8B57692C7DBEDE4B2;{"left": "otar", "right": ">", "_hash": 447078340773154316}
XF701A1DBDF8346489ABFAA1CE34F2ECA;{"left": "<esplotar", "right": ">", "_hash": 7383353753308903178}
XAC0D6AE30F5840F08241B99FC1326074;{"left": "splotar", "right": ">", "_hash": 4143086200465021262}
XF5CE7714A939475984D3C1C33632A573;{"left": "plotar", "right": ">", "_hash": 3066068125023995134}
X09C03B5A5A3A4398B049A06AD8456951;{"left": "esplotar", "right": ">", "_hash": 443408364157657040}
XDB5BCF685F8A4944B2029A79ED8C1323;{"left": "lotar", "right": ">", "_hash": -8610512229333002501}
XA42F9F09466D4C8A9187A121229E8EF8;{"left": "angrar", "right": ">", "_hash": 1583664624205200401}
XD05E0234FBCF487E873BDA0701B2D6D9;{"left": "ngrar", "right": ">", "_hash": -4979331065078392478}
X88733F4329D34ECB9DF1C7905CA1A348;{"left": "<sangrar", "right": ">", "_hash": -7076395227958303996}
X37989AFBADBB442BA9CA7AD7F8778389;{"left": "grar", "right": ">", "_hash": -8445590561401142521}
X47FAAEFAB3A54FC1BD3BFA70838C2DE3;{"left": "sangrar", "right": ">", "_hash": 8823456777855115550}
X94CF68C7F2294C4787083615077FD0A7;{"left": "retar", "right": ">", "_hash": 6688446633908157659}
X407DB65489D64DFAAD649765B4C588D7;{"left": "etar", "right": ">", "_hash": 8588718732889404340}
X824D96B1ECE8492FB43B1CDF99440F11;{"left": "nterpretar", "right": ">", "_hash": 6753090893183072066}
XD2E464C4678E4BCE95E29D2BC1CE03CE;{"left": "<interpretar", "right": ">", "_hash": 4648567234079822838}
X8BFFE36E62F048B3B85FECAD162DEA6F;{"left": "rpretar", "right": ">", "_hash": 4105578722887128849}
X23B177B7B8054724902D063F9F4F5C3D;{"left": "erpretar", "right": ">", "_hash": -4116955185261509285}
X3CE6CE3FE51243C6B7A85BA9F7B3AA28;{"left": "interpretar", "right": ">", "_hash": 6193729617570746251}
X636322AF87174A42A164F45D8FB5FDFF;{"left": "terpretar", "right": ">", "_hash": 8646552295404812195}
XE93CACE131C744D0A3E55D4AF6B76CCC;{"left": "pretar", "right": ">", "_hash": -2196855068921299801}
X587F121ACE0C4957BA135C5663F3DDC6;{"left": "locar", "right": ">", "_hash": 6461031123090630825}
XFFC746DD87994C59A1020CD72F900A6E;{"left": "ocar", "right": ">", "_hash": 2225412767796939581}
XF53B1914DF114197A027FBA3E3361D1E;{"left": "<colocar", "right": ">", "_hash": -1260323361351181348}
XE2EFD4522E5E40BA89F4472364FC16F5;{"left": "olocar", "right": ">", "_hash": 4688669436458416336}
X047EA08D54F64DAE8E1ADC50173006F0;{"left": "colocar", "right": ">", "_hash": 5395292143916206029}
X74407DD565D4467B8C63C5FC7DE45CF3;{"left": "parir", "right": ">", "_hash": 8729776508212570783}
XB7EF525B5F8E4D72838F7265354A5C9C;{"left": "arir", "right": ">", "_hash": 2761525417358832481}
X67535EBDF737473E9977D7E485421EF1;{"left": "rir", "right": ">", "_hash": 545775675993512007}
X106DD044011848B782405FA1876005CF;{"left": "<parir", "right": ">", "_hash": 2882377838105370548}
X0F4EDEDA1C154D45A6D830CDD7A691C5;{"left": "ntrenar", "right": ">", "_hash": -8303970024282739069}
X185F6B1048F64221914E66AA132DE237;{"left": "<entrenar", "right": ">", "_hash": 5190371811269338386}
X9152EAC73159418F934818A0553AD93F;{"left": "entrenar", "right": ">", "_hash": -1982216062523384496}
X29DCC944D45C47A8839749AFFB99A287;{"left": "enar", "right": ">", "_hash": -4253730827285514827}
XEB104238858649C5BFD1DC3112C4DCAD;{"left": "renar", "right": ">", "_hash": -2932464727563857340}
XBED2CCA445964EC5BF7FCC03E91ECCAF;{"left": "trenar", "right": ">", "_hash": 6628049229617338805}
XF5A0DFF0DD3E4B28B1FB2F607F80BC62;{"left": "duldar", "right": ">", "_hash": -3391191068085177878}
X779462B5935447DE974987C526803608;{"left": "<duldar", "right": ">", "_hash": 8372221757684378911}
X75F0176F874E4BD5916F452680BA5B7C;{"left": "uldar", "right": ">", "_hash": 1737843359892526334}
XE0C457C51A91442EB1C5E39318E69976;{"left": "ldar", "right": ">", "_hash": -8409409874398232205}
XE73293F158614C669FDC2EFAD90E47C9;{"left": "<desplicar", "right": ">", "_hash": -3376672895808774392}
X4375D60F50EF4C1F93CBF41820CABEEF;{"left": "plicar", "right": ">", "_hash": 4109233338206914409}
X6CE8711CCDF749E7A837819760A3C230;{"left": "desplicar", "right": ">", "_hash": 2551379990173579433}
XC708024462C1428BB0887E85979E5E1A;{"left": "licar", "right": ">", "_hash": -744927237936336927}
X655DCA6F8F264C96ABEAD6306CDE2FFB;{"left": "esplicar", "right": ">", "_hash": 9196597891656469505}
X167A648D24CD4D07900BB8E2350D9E6E;{"left": "splicar", "right": ">", "_hash": -5127795605388297105}
XE8418B4FF5E944CBBAF8C255CB4C070E;{"left": "empecipiar", "right": ">", "_hash": 6766198259565526443}
X2AB836E11FB742B88F7A0083E247CA71;{"left": "mpecipiar", "right": ">", "_hash": 3728680278020674727}
X1542D4A70F024369B5B74C2242ED9174;{"left": "cipiar", "right": ">", "_hash": -619340220203533020}
X752ADF65D7F3470287F12BA84A997B83;{"left": "pecipiar", "right": ">", "_hash": -3836707189418984900}
X58C4E7C10C6441E082E2CD51A258D3F8;{"left": "<empecipiar", "right": ">", "_hash": -1485912296642762463}
XB1FFE3BAAB1746E1A0DDE15B958369DE;{"left": "ipiar", "right": ">", "_hash": -2344847264650463059}
XF65DC631D1984F8C87FF294DF85FC2C3;{"left": "ecipiar", "right": ">", "_hash": -3314582767974377824}
X54ED55F8331B4CAA9787032B307F0F7F;{"left": "<robar", "right": ">", "_hash": -4176486627120014558}
X87BB5BB8E16147DFA2A1EE50FE8BA434;{"left": "robar", "right": ">", "_hash": 2800194795253425999}
XAE852821962345729697F5C9C119AF58;{"left": "obar", "right": ">", "_hash": -5050573563054738990}
XCA60A0F9F7BB4C8690CA270352B06EB0;{"left": "<comparar", "right": ">", "_hash": -7126365019981993555}
X059A0E2C4C58408EB88B8712D9EE8685;{"left": "omparar", "right": ">", "_hash": -2154840416883507359}
X025AC12C6A0B48F58DA64AE2BA2A94AA;{"left": "mparar", "right": ">", "_hash": -8099052796920671977}
X1ECE6753C49248589AE9242D411D5B12;{"left": "arar", "right": ">", "_hash": -1740980419579751979}
X22C5FA49444643FC98E56AF3A8AABA9E;{"left": "parar", "right": ">", "_hash": 4168859991505230698}
XC51B7FAD38C8424A8C333AF173B28DCC;{"left": "comparar", "right": ">", "_hash": -8358000606808194151}
X4F25EB8530FA4696B681B23BA346788B;{"left": "antar", "right": ">", "_hash": -2664567149714893604}
X2A2C4341082147678F985B98495AF0B1;{"left": "matar", "right": ">", "_hash": 7158750369392330918}
XBBE98B4376F4420B95CDAE42B8BB89FB;{"left": "atar", "right": ">", "_hash": -5603477593203658332}
XAFA497103A2F44828BB5D53E88BE73F7;{"left": "<matar", "right": ">", "_hash": -6279026949657892237}
XDC47C0C557E44743B6F894CCD830CEA6;{"left": "<fumiar", "right": ">", "_hash": 142173016994004263}
X84C287394D4C4C61AA26A039DF9D3515;{"left": "audar", "right": ">", "_hash": -7415535589118973202}
X5A2E38E2E8EB4EE19006E1EF9D4A2F36;{"left": "<audar", "right": ">", "_hash": -7927398326697296994}
X615CD478D1774225ABF604FEB7B6C5FE;{"left": "oblar", "right": ">", "_hash": 2926896363951824343}
X91FE326B5AF54DE7BE20BF08011A6251;{"left": "doblar", "right": ">", "_hash": 7168773122199589515}
X35ED52815C1D4524BF98BD8B445A450B;{"left": "blar", "right": ">", "_hash": 8430483906459439018}
X5F82FFA719054045BDF0B5B4337BB4D9;{"left": "<doblar", "right": ">", "_hash": -8016278930517672591}
X28859449083C44A19F44A0A9DF13240D;{"left": "trar", "right": ">", "_hash": 3973815497877482153}
X371C668BE3F14A8F9E57C072A34E837F;{"left": "strar", "right": ">", "_hash": -3975492724064617489}
X7458A20E06B0458C8B727E9DC7A01E83;{"left": "<rexistrar", "right": ">", "_hash": -8699063140796669619}
X020CBF46EA9348D8B33A17D8DE74E24A;{"left": "rexistrar", "right": ">", "_hash": 471506191350842586}
X5642E10ACEB146D7ACE2E80A69A3CAF0;{"left": "xistrar", "right": ">", "_hash": -2848353977401617601}
XEB8202623B934E90AB50A14F33CF7328;{"left": "istrar", "right": ">", "_hash": -4381842039544856220}
X4AE36AB925F74152BE6FEEEC1941A4D1;{"left": "existrar", "right": ">", "_hash": 2556850310715505988}
X57410264D62044FE917DA4B41957CB83;{"left": "yudar", "right": ">", "_hash": 5342802610947246536}
X9002C717C09D45C79FF971BEEB285139;{"left": "ayudar", "right": ">", "_hash": 784215848654068885}
XBCD2B84DB83D45799DB75919D13243AC;{"left": "<ayudar", "right": ">", "_hash": -2368281196304833245}
X53D0FD1A7CF84B6691E1938E00117A99;{"left": "lorar", "right": ">", "_hash": -6840535976962532948}
X9CD30D159A4D4C1DA25AD685B80BF42C;{"left": "orar", "right": ">", "_hash": 8406366115685031354}
X5E40A8EF5C4A41AEA941D01FD7D2E451;{"left": "llamber", "right": ">", "_hash": -3229690527119257854}
X5DADD50881C5438E97EDE25B6A4F52A9;{"left": "mber", "right": ">", "_hash": -7092857318400216614}
XEC4A1939A9B44734BC00F9E3C7686AD9;{"left": "amber", "right": ">", "_hash": -4689405156480253786}
X884845AB35D5400C8DB91A4B7CCC2EA2;{"left": "lamber", "right": ">", "_hash": 7147966077858245345}
XE6DBBD6A10544647A2F6E6F0EF09D337;{"left": "ber", "right": ">", "_hash": -2415222757761988322}
X266BF8A4FB7D4EF7BAD8915A2B1D0606;{"left": "<llamber", "right": ">", "_hash": 925195809556323898}
XD3CFE9C76D25408293A989E88D0A0691;{"left": "estudiar", "right": ">", "_hash": 6198850682956975768}
X7FE4A92A00914151A1A6D90680016207;{"left": "udiar", "right": ">", "_hash": 1612480380617959653}
