^ < a l b u m i n [ N,INDF,GEN,SG ] INS(s) > $
^ < s æ d c e l l [ N,DEF,NOM,PL ] INS(ern) e > $
^ < h ø j t t a l e r [ N,DEF,NOM,SG ] INS(en) > $
^ < f æ t [ N,DEF,NOM,PL ] DEL(te) r > $
^ < f æ t t e r [ N,DEF,NOM,PL ] INS(ene) > $
^ < u l k [ N,INDF,GEN,SG ] INS(s) > $
^ < a m b r a [ N,DEF,NOM,SG ] INS(en) > $
^ < j u l e t r æ [ N,INDF,GEN,PL ] INS(ers) > $
^ < r e p a r e r [ V,ACT,IMP ] DEL(e) > $
^ < s l a n g e [ N,INDF,NOM,PL ] INS(r) > $
^ < l e g e p l a d [ N,INDF,GEN,PL ] INS(ser) s > $
^ < s t a m m e [ N,DEF,NOM,SG ] INS(n) > $
^ < h a l s k æ d e [ N,INDF,NOM,PL ] INS(r) > $
^ < e k s t r a n [ N,DEF,NOM,SG ] INS(ett) e t > $
^ < r h e s u s a b e [ N,INDF,GEN,SG ] INS(s) > $
^ < h å n d g e m æ n g [ N,INDF,GEN,SG ] INS(s) > $
^ < c a m p i n g v o g [ N,DEF,NOM,SG ] INS(ne) n > $
^ < b r u n e t t e [ N,DEF,NOM,SG ] INS(n) > $
^ < p æ d e r a s t [ N,INDF,GEN,PL ] INS(ers) > $
^ < a f b i l d n i n g [ N,DEF,NOM,SG ] INS(en) > $
^ < s l a g s k i b [ N,INDF,GEN,PL ] INS(es) > $
^ < a n a g r a m [ N,DEF,NOM,PL ] INS(merne) > $
^ < k u n s t [ N,DEF,NOM,SG ] INS(en) > $
^ < a r n e [ N,INDF,NOM,PL ] INS(r) > $
^ < u r i n r ø r [ N,INDF,GEN,PL ] INS(s) > $
^ < v e j r h a [ N,DEF,NOM,PL ] INS(ner) n e > $
^ < o a s e [ N,INDF,GEN,SG ] INS(s) > $
^ < k a s t e l [ N,INDF,GEN,PL ] INS(lers) > $
^ < k e j s e r r i g e [ N,INDF,NOM,PL ] INS(r) > $
^ < å g [ N,INDF,GEN,PL ] INS(s) > $
^ < j u n g l e [ N,INDF,GEN,PL ] INS(rs) > $
^ < e l e g i [ N,DEF,NOM,PL ] INS(erne) > $
^ < t e p o s e [ N,INDF,GEN,PL ] INS(rs) > $
^ < d a t i d [ N,INDF,GEN,SG ] INS(s) > $
^ < s p u r t [ N,DEF,NOM,PL ] INS(erne) > $
^ < i n t e l l i g e n s n i v e a u [ N,INDF,GEN,SG ] INS(s) > $
^ < l ø n f o r h ø j e l s e [ N,INDF,GEN,SG ] INS(s) > $
^ < a n d r i k [ N,DEF,NOM,PL ] INS(kerne) > $
^ < p a t é [ N,DEF,NOM,PL ] INS(erne) > $
^ < t o r t u r [ N,INDF,GEN,PL ] INS(ers) > $
^ < h a i t i a n e r [ N,INDF,GEN,SG ] INS(s) > $
^ < f o r h ø j e l s [ N,DEF,NOM,PL ] INS(ern) e > $
^ < b i l l [ N,DEF,NOM,PL ] INS(ern) e > $
^ < p r o v i n s [ N,INDF,NOM,PL ] INS(er) > $
^ < d e h y d r e r [ V,ACT,IND,PST ] INS(ed) e > $
^ < m e l l e m m a n d [ N,DEF,NOM,SG ] INS(en) > $
^ < v i e l s e s r i n g [ N,INDF,GEN,PL ] INS(es) > $
^ < n e d e r d e l [ N,INDF,NOM,PL ] INS(e) > $
^ < g u i t a [ N,INDF,NOM,PL ] INS(re) r > $
^ < s m i l [ N,DEF,NOM,PL ] INS(ene) > $
^ < a l k o h o l i k e r [ N,DEF,NOM,PL ] INS(ne) > $
^ < r o l l e m o d e l [ N,INDF,GEN,PL ] INS(lers) > $
^ < h o r e h u s [ N,DEF,NOM,PL ] INS(ene) > $
^ < r e a g e n s g l a s [ N,DEF,NOM,PL ] INS(sene) > $
^ < o r k e s t e r g r a v [ N,DEF,NOM,PL ] INS(ene) > $
^ < b a r b a r [ N,DEF,NOM,SG ] INS(en) > $
^ < p l a g e [ N,DEF,NOM,SG ] INS(n) > $
^ < l y k ø n s k e [ V,PASS,IND,PST ] INS(des) > $
^ < b e s k r i v e l s e [ N,DEF,NOM,SG ] INS(n) > $
^ < d e m o n t e r e [ V.PTCP,PASS,PST ] INS(t) > $
^ < b a b y b o o m [ N,INDF,GEN,SG ] INS(s) > $
^ < a k s [ N,DEF,NOM,SG ] INS(et) > $
^ < p i b [ N,INDF,GEN,SG ] INS(s) > $
^ < m u s i k i n s t r u m e n t [ N,INDF,NOM,PL ] INS(er) > $
^ < s e m i o t i k e r [ N,DEF,NOM,SG ] INS(en) > $
^ < f i l t [ N,DEF,NOM,PL ] INS(ren) e r > $
^ < f i l t e [ N,DEF,NOM,PL ] DEL(r) > $
^ < p e n d a n t [ N,INDF,NOM,PL ] INS(er) > $
^ < b r e c h [ N,DEF,NOM,PL ] INS(ern) e > $
^ < v o g n [ N,DEF,NOM,PL ] INS(ene) > $
^ < s v æ r m [ N,DEF,NOM,PL ] INS(ene) > $
^ < p o t e n t a t [ N,INDF,GEN,PL ] INS(ers) > $
^ < k v a l i t e t [ N,INDF,GEN,PL ] INS(ers) > $
^ < p o l i t i m [ N,INDF,NOM,PL ] DEL(a) n d > $
^ < p o l i t i m a [ N,INDF,NOM,PL ] INS(æ) n d > $
^ < h a t [ N,DEF,NOM,SG ] INS(ten) > $
^ < ø j e n v i p p [ N,DEF,NOM,PL ] INS(ern) e > $
^ < b a r n e v o g [ N,DEF,NOM,SG ] INS(ne) n > $
^ < n a v l e s t r e n g [ N,DEF,NOM,SG ] INS(en) > $
^ < h j o r d [ N,DEF,NOM,PL ] INS(erne) > $
^ < d e s p o t [ N,INDF,NOM,PL ] INS(er) > $
^ < e t y m o l o g i [ N,DEF,NOM,SG ] INS(en) > $
^ < t o r v [ N,DEF,NOM,SG ] INS(et) > $
^ < d y d [ N,INDF,NOM,PL ] INS(er) > $
^ < f r i m æ r k e [ N,INDF,GEN,SG ] INS(s) > $
^ < j u r i s t [ N,DEF,NOM,SG ] INS(en) > $
^ < f i s k e r b å d [ N,INDF,NOM,PL ] INS(e) > $
^ < t æ p p e [ N,INDF,GEN,SG ] INS(s) > $
^ < e n k e [ N,INDF,NOM,PL ] INS(r) > $
^ < s i n d [ N,INDF,GEN,SG ] INS(s) > $
^ < b y d e l s t a t [ N,INDF,GEN,PL ] INS(ers) > $
^ < r e m u l a d [ N,DEF,NOM,PL ] INS(ern) e > $
^ < k l a s s i f i k a t i o n s a l g o r i t m e [ N,INDF,GEN,SG ] INS(s) > $
^ < a f a r t [ N,DEF,NOM,SG ] INS(en) > $
^ < h v e p s e t a l j e [ N,INDF,GEN,SG ] INS(s) > $
^ < k l u d [ N,DEF,NOM,PL ] INS(ene) > $
^ < b r æ n d s [ N,INDF,NOM,PL ] DEL(e) l > $
^ < b r æ n d s e l [ N,INDF,NOM,PL ] INS(er) > $
^ < d o g m e [ N,INDF,GEN,PL ] INS(rs) > $
^ < a c c e l e r e r [ V,ACT,IMP ] DEL(e) > $
^ < p o k e r a n s i g t [ N,INDF,GEN,SG ] INS(s) > $
^ < k a s k e t [ N,DEF,NOM,SG ] INS(ten) > $
^ < k æ n g u r u [ N,DEF,NOM,SG ] INS(en) > $
^ < m a s s ø s e [ N,DEF,NOM,SG ] INS(n) > $
^ < e n g [ N,INDF,GEN,SG ] INS(s) > $
^ < d e h y d r e r e [ V,PASS,IND,PST ] INS(des) > $
^ < s i [ N,DEF,NOM,SG ] INS(en) > $
^ < r e v i s o r [ N,DEF,NOM,PL ] INS(erne) > $
^ < s t a t u e [ N,INDF,GEN,SG ] INS(s) > $
^ < æ r b ø d i g h e d [ N,DEF,NOM,SG ] INS(en) > $
^ < v a b l e [ N,DEF,NOM,SG ] INS(n) > $
^ < k l a r i n e t [ N,INDF,GEN,SG ] INS(s) > $
^ < p ø l s [ N,DEF,NOM,PL ] INS(ern) e > $
^ < n e u r o n [ N,INDF,GEN,SG ] INS(s) > $
^ < d o b b e l t s e n g [ N,INDF,GEN,SG ] INS(s) > $
^ < k i w i [ N,DEF,NOM,SG ] INS(en) > $
^ < b i o r d [ N,INDF,GEN,PL ] INS(s) > $
^ < f i l i a l [ N,DEF,NOM,PL ] INS(erne) > $
^ < f [ N,INDF,GEN,PL ] DEL(a) d e r > $
^ < f a [ N,INDF,GEN,PL ] INS(æ) d e r > $
^ < f a d [ N,INDF,GEN,PL ] DEL(e) r > $
^ < f a d e r [ N,INDF,GEN,PL ] INS(es) > $
^ < t e r z e t [ N,INDF,GEN,SG ] INS(s) > $
^ < b a b y d u k k e [ N,DEF,NOM,SG ] INS(n) > $
^ < k r y d d e r n e l l i k [ N,DEF,NOM,PL ] INS(ern) e > $
^ < a n t e n n e [ N,INDF,NOM,PL ] INS(r) > $
^ < s a m f u n d [ N,INDF,GEN,SG ] INS(s) > $
^ < t y f o n [ N,INDF,NOM,PL ] INS(er) > $
^ < d i s k o t e k [ N,INDF,GEN,SG ] INS(s) > $
^ < b ø r n e s y g d o m [ N,INDF,NOM,PL ] INS(me) > $
^ < k o n f i s k e r [ V.PTCP,ACT,PRS ] INS(end) e > $
^ < a m ø b [ N,DEF,NOM,PL ] INS(ern) e > $
^ < d a n i s e r e [ V,PASS,IND,PST ] INS(des) > $
^ < m o n o p o l [ N,INDF,GEN,PL ] INS(ers) > $
^ < g r u n [ V,ACT,IND,PST ] INS(de) d e > $
^ < v a s e [ N,DEF,NOM,SG ] INS(n) > $
^ < d i l l e r [ N,INDF,GEN,PL ] INS(es) > $
^ < d a g [ N,INDF,GEN,SG ] INS(s) > $
^ < t o [ N,DEF,NOM,PL ] INS(ner) n e > $
^ < g r u n d s t o f [ N,INDF,GEN,PL ] INS(fers) > $
^ < t a v l e [ N,DEF,NOM,SG ] INS(n) > $
^ < æ n d r [ V.PTCP,ACT,PRS ] INS(end) e > $
^ < k a n a p é [ N,DEF,NOM,SG ] INS(en) > $
^ < r a p p o r t ø r [ N,INDF,GEN,PL ] INS(ers) > $
^ < m e k a n i k e r [ N,INDF,GEN,SG ] INS(s) > $
^ < g a l o p [ N,DEF,NOM,SG ] INS(pen) > $
^ < b a l l o n [ N,INDF,GEN,PL ] INS(ers) > $
^ < p a n d e k a g e [ N,INDF,GEN,PL ] INS(rs) > $
^ < k e r t e [ N,INDF,NOM,PL ] INS(r) > $
^ < s k r i n [ N,DEF,NOM,SG ] INS(et) > $
^ < a n t a l [ N,INDF,GEN,PL ] INS(s) > $
^ < s a l t e [ V,PASS,IND,PST ] INS(des) > $
^ < j o r d s k æ l v [ N,INDF,GEN,SG ] INS(s) > $
^ < a f h o l d s m [ N,INDF,NOM,PL ] DEL(a) n d > $
^ < a f h o l d s m a [ N,INDF,NOM,PL ] INS(æ) n d > $
^ < a p o s t r o f [ N,INDF,GEN,PL ] INS(fers) > $
^ < e k s i s t e n s [ N,DEF,NOM,SG ] INS(en) > $
^ < p l e k t [ N,INDF,NOM,PL ] DEL(e) r > $
^ < p l e k t e r [ N,INDF,NOM,PL ] INS(e) > $
^ < a b o r i g i n e r [ N,INDF,GEN,PL ] INS(es) > $
^ < c h a t e a u [ N,DEF,NOM,PL ] INS(erne) > $
^ < s t i g m a [ N,DEF,NOM,SG ] INS(et) > $
^ < s l a g s m å l [ N,DEF,NOM,SG ] INS(et) > $
^ < o d [ N,INDF,GEN,PL ] INS(des) > $
^ < s t a b [ N,INDF,NOM,PL ] INS(e) > $
^ < m a l k e p i g e [ N,INDF,GEN,SG ] INS(s) > $
^ < d e s p o t [ N,INDF,GEN,SG ] INS(s) > $
^ < h j u l [ N,DEF,NOM,SG ] INS(et) > $
^ < k o n s p i r a t i o n s t e o r i [ N,DEF,NOM,SG ] INS(en) > $
^ < s n e s t o r m [ N,DEF,NOM,SG ] INS(en) > $
^ < b r u g e r n a v n [ N,INDF,NOM,PL ] INS(e) > $
^ < m a n u s k r i p t [ N,INDF,GEN,PL ] INS(ers) > $
^ < a f f a l d s b e h o l d e r [ N,INDF,NOM,PL ] INS(e) > $
^ < a t o m k r a f t [ N,DEF,NOM,SG ] INS(en) > $
^ < s i k r i n g [ N,DEF,NOM,SG ] INS(en) > $
^ < f o d r e [ V,PASS,IND,PST ] INS(des) > $
^ < r ø v h u l [ N,DEF,NOM,SG ] INS(let) > $
^ < r e k l a m e [ N,INDF,GEN,SG ] INS(s) > $
^ < p i c c o l o [ N,INDF,NOM,PL ] INS(er) > $
^ < l e k s i k o n [ N,INDF,GEN,PL ] INS(ers) > $
^ < v o r t e [ N,DEF,NOM,SG ] INS(n) > $
^ < b ø j l e [ N,INDF,GEN,PL ] INS(rs) > $
^ < v e l s i g n [ V,ACT,IND,PST ] INS(ed) e > $
^ < e s k i m o l o g [ N,INDF,GEN,SG ] INS(s) > $
^ < j o r d s v i n [ N,DEF,NOM,SG ] INS(et) > $
^ < m a r k e r e [ V,PASS,IND,PRS ] INS(s) > $
^ < b r y s t v o r t e [ N,INDF,GEN,SG ] INS(s) > $
^ < n i e c e [ N,DEF,NOM,SG ] INS(n) > $
^ < k a p t a j n [ N,INDF,GEN,PL ] INS(ers) > $
^ < k i l o g r a m [ N,INDF,GEN,SG ] INS(s) > $
^ < b r a n d b i l [ N,INDF,GEN,PL ] INS(ers) > $
^ < m u n d h a r m o n i k a [ N,DEF,NOM,SG ] INS(en) > $
^ < p e n t a g o n [ N,DEF,NOM,PL ] INS(erne) > $
^ < j u l e t r æ [ N,DEF,NOM,PL ] INS(erne) > $
^ < l i n g v i s t [ N,INDF,GEN,PL ] INS(ers) > $
^ < a m b a s s a d e [ N,INDF,NOM,PL ] INS(r) > $
^ < p y t o n [ N,DEF,NOM,PL ] INS(erne) > $
^ < s p r æ k k [ N,DEF,NOM,PL ] INS(ern) e > $
^ < b l i n d t a r m s b e t æ n d e l s [ N,DEF,NOM,PL ] INS(ern) e > $
^ < s k i l l i n g [ N,INDF,GEN,SG ] INS(s) > $
^ < b ø n n e [ N,DEF,NOM,SG ] INS(n) > $
^ < b a n k k o n t o [ N,INDF,GEN,SG ] INS(s) > $
^ < f æ n g s l [ V,ACT,IND,PST ] INS(ed) e > $
^ < b e t e g n e l s e [ N,DEF,NOM,SG ] INS(n) > $
^ < p a n e r e [ V.PTCP,PASS,PST ] INS(t) > $
^ < j a [ N,INDF,NOM,PL ] INS(er) > $
^ < b u s t e [ N,INDF,NOM,PL ] INS(r) > $
^ < c e r e m o n i [ N,DEF,NOM,PL ] INS(erne) > $
^ < p y n t [ N,INDF,GEN,PL ] INS(ers) > $
^ < m a l k e [ V.PTCP,PASS,PST ] INS(t) > $
^ < f l u e p a p i r [ N,INDF,GEN,PL ] INS(ers) > $
^ < k o b b e r [ N,DEF,NOM,SG ] INS(et) > $
^ < f æ l l e d [ N,INDF,NOM,PL ] INS(er) > $
^ < m u s i k p æ d a g o g i k [ N,DEF,NOM,SG ] INS(ken) > $
^ < s o d a v a n d [ N,DEF,NOM,PL ] INS(erne) > $
^ < g u v e r n ø r p o s t [ N,INDF,GEN,SG ] INS(s) > $
^ < f o n e t i k [ N,DEF,NOM,PL ] INS(kerne) > $
^ < s t r ø m p e [ N,INDF,NOM,PL ] INS(r) > $
^ < h u d [ N,DEF,NOM,SG ] INS(en) > $
^ < f y r v æ r k e r i [ N,INDF,GEN,SG ] INS(s) > $
^ < i n t i m i d e r e [ V.PTCP,PASS,PST ] INS(t) > $
^ < e l s k [ V,ACT,IND,PST ] INS(ed) e > $
^ < s p u r v [ N,DEF,NOM,SG ] INS(en) > $
^ < v [ N,DEF,NOM,SG ] INS(enn) e n > $
^ < f r i k a d e l l e [ N,INDF,GEN,SG ] INS(s) > $
^ < g r æ s k a r [ N,INDF,GEN,PL ] INS(s) > $
^ < u d e l u k k e l s e [ N,DEF,NOM,SG ] INS(n) > $
^ < k o n s u l [ N,INDF,GEN,SG ] INS(s) > $
^ < f a c a d e [ N,DEF,NOM,SG ] INS(n) > $
^ < g e n s t a n d s l e d [ N,INDF,GEN,SG ] INS(s) > $
^ < s t å l t r å d [ N,INDF,GEN,SG ] INS(s) > $
^ < m e t a l l u r g [ N,DEF,NOM,SG ] INS(en) > $
^ < k n a l d e [ V,PASS,IND,PRS ] INS(s) > $
^ < f ø l e l s e [ N,DEF,NOM,SG ] INS(n) > $
^ < a u t o r i s a t i o n [ N,INDF,GEN,PL ] INS(ers) > $
^ < m a l k e [ V,PASS,IND,PRS ] INS(s) > $
^ < m o d e [ N,INDF,GEN,PL ] INS(rs) > $
^ < p i n j e k e r n e [ N,DEF,NOM,SG ] INS(n) > $
^ < t o n e [ N,INDF,GEN,SG ] INS(s) > $
^ < n a v n e [ N,INDF,GEN,SG ] INS(s) > $
^ < p e s t i c i d [ N,DEF,NOM,PL ] INS(erne) > $
^ < a n t e n [ N,DEF,NOM,PL ] INS(ner) n e > $
^ < o l i v e n [ N,INDF,GEN,PL ] INS(s) > $
^ < t ø f f e l h e l t [ N,INDF,GEN,SG ] INS(s) > $
^ < d o d e k a e d e r [ N,INDF,GEN,SG ] INS(s) > $
^ < k i o s k [ N,INDF,GEN,SG ] INS(s) > $
^ < s a m b o [ N,DEF,NOM,SG ] INS(en) > $
^ < s i k k e r h e d [ N,DEF,NOM,SG ] INS(en) > $
^ < b y g k o r n [ N,DEF,NOM,SG ] INS(et) > $
^ < r o l l e m o d e l [ N,DEF,NOM,SG ] INS(len) > $
^ < e j e r [ N,DEF,NOM,PL ] INS(ene) > $
^ < d y s t [ V,ACT,IMP ] DEL(e) > $
^ < m u s k e t [ N,INDF,NOM,PL ] INS(ter) > $
^ < f r a k k e [ N,INDF,NOM,PL ] INS(r) > $
^ < t ø m r e r [ N,INDF,GEN,SG ] INS(s) > $
^ < n å l [ N,DEF,NOM,SG ] INS(en) > $
^ < f a r [ N,DEF,NOM,SG ] INS(en) > $
^ < a p p e l s i n s k r æ l [ N,INDF,NOM,PL ] INS(ler) > $
^ < k l a p p e r s l a n g e [ N,INDF,NOM,PL ] INS(r) > $
^ < k a t a s t r o f e [ N,DEF,NOM,SG ] INS(n) > $
^ < a b d i c e r [ V,ACT,IMP ] DEL(e) > $
^ < g n u [ N,INDF,NOM,PL ] INS(er) > $
^ < v i n d r u e k e r n e o l i e [ N,INDF,NOM,PL ] INS(r) > $
^ < t e r r a s s [ N,DEF,NOM,PL ] INS(ern) e > $
^ < t æ n d s t i k [ N,INDF,NOM,PL ] INS(ker) > $
^ < g r ø n l æ n d e r [ N,INDF,GEN,PL ] INS(es) > $
^ < e p i t e t [ N,INDF,NOM,PL ] INS(er) > $
^ < k n a r [ N,INDF,NOM,PL ] INS(re) r > $
^ < l a p s [ N,DEF,NOM,SG ] INS(en) > $
^ < t y s k e r t ø [ N,INDF,GEN,PL ] INS(ser) s > $
^ < c h i k a [ N,DEF,NOM,PL ] INS(ner) n e > $
^ < k r i t e r i [ N,DEF,NOM,PL ] DEL(um) > $
^ < k r i t e r i u m [ N,DEF,NOM,PL ] INS(erne) > $
^ < v e r a n d a [ N,INDF,NOM,PL ] INS(er) > $
^ < a n g l o f i l [ N,INDF,GEN,PL ] INS(ers) > $
^ < p a r o d i [ N,DEF,NOM,SG ] INS(en) > $
^ < m e t o d [ N,DEF,NOM,PL ] INS(ern) e > $
^ < g a m e r [ N,DEF,NOM,PL ] INS(ne) > $
^ < m å b e [ V,PASS,IND,PRS ] INS(s) > $
^ < s i k k e r h e d s v a g t [ N,INDF,GEN,SG ] INS(s) > $
^ < n a v l [ N,DEF,NOM,PL ] INS(ern) e > $
^ < p r i n s [ N,DEF,NOM,SG ] INS(en) > $
^ < a l t a [ N,DEF,NOM,SG ] INS(ne) n > $
^ < m u r [ N,INDF,GEN,PL ] INS(es) > $
^ < m æ l k e v e j [ N,INDF,GEN,PL ] INS(es) > $
^ < k o r n e t [ N,DEF,NOM,SG ] INS(ten) > $
^ < s m å b [ N,INDF,NOM,PL ] DEL(a) r n > $
^ < s m å b a [ N,INDF,NOM,PL ] INS(ø) r n > $
^ < d i s k u s s i o n s s i d e [ N,INDF,GEN,PL ] INS(rs) > $
^ < b a l l a d e [ N,DEF,NOM,SG ] INS(n) > $
^ < g r ø n s a g [ N,INDF,GEN,SG ] INS(s) > $
^ < j u s t e r [ V,ACT,IND,PST ] INS(ed) e > $
^ < m a n d e b ø d [ N,DEF,NOM,PL ] INS(ern) e > $
^ < h y d r o l o g [ N,DEF,NOM,PL ] INS(erne) > $
^ < m e g a l o m a n i [ N,DEF,NOM,SG ] INS(en) > $
^ < d r y p [ N,DEF,NOM,PL ] INS(pene) > $
^ < D - m a r k [ N,DEF,NOM,PL ] INS(ene) > $
^ < r e t s s a l [ N,DEF,NOM,PL ] INS(ene) > $
^ < f o r k ø l e l s [ N,DEF,NOM,PL ] INS(ern) e > $
^ < a f o r i s m e [ N,INDF,GEN,PL ] INS(rs) > $
^ < b a n g e b u k s [ N,INDF,NOM,PL ] INS(e) > $
^ < g r a t u l a n t [ N,INDF,NOM,PL ] INS(er) > $
^ < j æ r v [ N,DEF,NOM,SG ] INS(en) > $
^ < k v o t i e n t r æ k k e [ N,INDF,GEN,PL ] INS(rs) > $
^ < h j e r t e s t o p [ N,INDF,GEN,SG ] INS(s) > $
^ < s p a t [ N,DEF,NOM,PL ] INS(lern) e l > $
^ < s p a t e [ N,DEF,NOM,PL ] DEL(l) > $
^ < æ g g e s t o k [ N,DEF,NOM,SG ] INS(ken) > $
^ < i l d s l u k k e r [ N,DEF,NOM,PL ] INS(ene) > $
^ < j u l e g a v e [ N,INDF,GEN,SG ] INS(s) > $
^ < k n a l d e [ V.PTCP,PASS,PST ] INS(t) > $
^ < n i v e a u [ N,INDF,GEN,PL ] INS(ers) > $
^ < p a n d e k a g [ N,DEF,NOM,PL ] INS(ern) e > $
^ < j u s t e r e [ V,ACT,IND,PRS ] INS(r) > $
^ < g r a t i s m a g a s i n [ N,DEF,NOM,PL ] INS(erne) > $
^ < j a s m i n [ N,INDF,NOM,PL ] INS(er) > $
^ < u d s t y r [ V.PTCP,ACT,PRS ] INS(end) e > $
^ < h o p p [ N,DEF,NOM,PL ] INS(ern) e > $
^ < p o k a l [ N,INDF,NOM,PL ] INS(er) > $
^ < m u s i k p r o d u c e r [ N,DEF,NOM,SG ] INS(en) > $
^ < s ø j l [ N,DEF,NOM,PL ] INS(ern) e > $
^ < h a n d l e r [ N,INDF,NOM,PL ] INS(e) > $
^ < p r æ s t [ N,INDF,NOM,PL ] INS(er) > $
^ < o d ø [ N,INDF,NOM,PL ] INS(re) r > $
^ < p l a t f o d [ N,INDF,GEN,SG ] INS(s) > $
^ < s t a v k i r k e [ N,INDF,GEN,PL ] INS(rs) > $
^ < t u r b i n e [ N,DEF,NOM,SG ] INS(n) > $
^ < m e s t [ N,INDF,GEN,PL ] DEL(e) r > $
^ < m e s t e r [ N,INDF,GEN,PL ] INS(es) > $
^ < k r o p [ N,INDF,GEN,PL ] INS(pes) > $
^ < o l d e f a r [ N,DEF,NOM,SG ] INS(en) > $
^ < m u s l i m [ N,INDF,GEN,SG ] INS(s) > $
^ < p o m f r i t [ N,DEF,NOM,SG ] INS(ten) > $
^ < n ø d u d g a n g [ N,INDF,NOM,PL ] INS(e) > $
^ < r u n d s a v [ N,DEF,NOM,SG ] INS(en) > $
^ < l i l j e [ N,INDF,GEN,SG ] INS(s) > $
^ < r o s m a r i [ N,DEF,NOM,SG ] INS(ne) n > $
^ < l i g h e d [ N,INDF,GEN,SG ] INS(s) > $
^ < h o v e d p u l s å r [ N,DEF,NOM,PL ] INS(ern) e > $
^ < c i g a r e t [ N,INDF,GEN,SG ] INS(s) > $
^ < r e j e [ N,INDF,NOM,PL ] INS(r) > $
^ < d u k k [ N,DEF,NOM,PL ] INS(ern) e > $
^ < h u m a n i s t [ N,INDF,NOM,PL ] INS(er) > $
^ < u r m a g e r [ N,DEF,NOM,SG ] INS(en) > $
^ < d a n d e r e [ V,PASS,IND,PRS ] INS(s) > $
^ < e u r o [ N,INDF,GEN,PL ] INS(ers) > $
^ < k o r s [ N,INDF,GEN,SG ] INS(s) > $
^ < m æ l k e b ø t t e [ N,INDF,GEN,PL ] INS(rs) > $
^ < t o l k [ N,DEF,NOM,SG ] INS(en) > $
^ < p r o p t r æ k k e r [ N,DEF,NOM,SG ] INS(en) > $
^ < s y n o n y m [ N,INDF,GEN,SG ] INS(s) > $
^ < i d o l i s e r e [ V,PASS,IND,PRS ] INS(s) > $
^ < f a s t [ N,INDF,NOM,PL ] DEL(e) r > $
^ < f a s t e r [ N,INDF,NOM,PL ] INS(e) > $
^ < v a l s [ N,INDF,NOM,PL ] INS(e) > $
^ < m a s s ø r [ N,DEF,NOM,PL ] INS(erne) > $
^ < m a d d i n g [ N,INDF,GEN,SG ] INS(s) > $
^ < r å d y r [ N,INDF,GEN,SG ] INS(s) > $
^ < l a s t [ V,ACT,IMP ] DEL(e) > $
^ < d i s k u t e r e [ V,ACT,IND,PRS ] INS(r) > $
^ < s j æ l [ N,DEF,NOM,SG ] INS(en) > $
^ < s t r ø m s t y r k e [ N,DEF,NOM,SG ] INS(n) > $
^ < b e r ø m m e l s e [ N,INDF,GEN,PL ] INS(rs) > $
^ < b o l v æ r k [ N,DEF,NOM,PL ] INS(erne) > $
^ < u b å d [ N,DEF,NOM,PL ] INS(ene) > $
^ < d a t t e r [ N,INDF,GEN,SG ] INS(s) > $
^ < b a s a r [ N,DEF,NOM,PL ] INS(erne) > $
^ < s i d e o r d n i n g [ N,INDF,NOM,PL ] INS(er) > $
^ < m e g a l o m a n i [ N,DEF,NOM,PL ] INS(erne) > $
