Key;Item
X0CD423ED16BC469A99F458763CA4BEEE;{"word": "<acompangar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00eda", "_hash": 8827057059697626100}, 10]]}
XC8CBC8F5D02C415F9611C2D10F4F5FB1;{"word": "<brincar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "ndo", "_hash": -1715291542665885224}, 12], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 6]]}
X9AE916F96A2F4230A958FE1A016878B4;{"word": "<afumiar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "es", "_hash": -159365166903475275}, 12], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 6]]}
XBD93E5F0A5784D11A61C0931BEC1C0EA;{"word": "<nombrar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "ab", "_hash": 7333017021254345627}, 5], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 13]]}
X3DE181FA35204E23B942F44EE855CED0;{"word": "<xintar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1n", "_hash": 3109508152748820870}, 6]]}
X8804E4BFEAD54B80A97EC60297692EA4;{"word": "<alimentar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "es", "_hash": -159365166903475275}, 14], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 7]]}
XC6B4844574684A35977AFE26E4CD88D5;{"word": "<axuntar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00edamos", "_hash": -1525363018373356230}, 7]]}
X4EA0246D3ADD4FFBBD65C0B568EEEFAE;{"word": "<esfregar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1", "_hash": 5792803627272695852}, 8]]}
XC10DEC9A5108499EBC9D14F6C973FEE7;{"word": "<cribar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "as", "_hash": -1699844342243084618}, 6]]}
XCD3E47C179804C2099941CA2A6516C2A;{"word": "<viaxar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00f3", "_hash": 5348297576019662210}, 11], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 4]]}
X6BC0167044E848C68037E94BE1C0A57C;{"word": "<llimpiar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00edamos", "_hash": -1525363018373356230}, 8]]}
XA754CA9E8A45496C974834DDB56DC702;{"word": "<votar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00f3", "_hash": 5348297576019662210}, 10], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 3]]}
X947C7B57196B412A8C62FD67A89FA8D3;{"word": "<dixebrar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "es", "_hash": -159365166903475275}, 8]]}
XAB6D434E83B74C6CA5CBB3D39710BB75;{"word": "<estender>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1is", "_hash": 3739474275927930320}, 13], [{"operation": "DEL", "operation_object": "er", "_hash": -8546357146166515031}, 6]]}
X3469BAE0DD384D708B4717C114E8B5D0;{"word": "<tomar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "estis", "_hash": -4957129959742138169}, 10], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 3]]}
X9CE24DC45CA74FEDAEC8F1A65738BE12;{"word": "<acusar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "ais", "_hash": -1699335110078769105}, 6]]}
XE6CAA9EF12F0448787A637A7A8292567;{"word": "<esmordiga\u00f1ar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1", "_hash": 5792803627272695852}, 16], [{"operation": "INS", "operation_object": "amos", "_hash": -3119235256464940819}, 23], [{"operation": "DEL", "operation_object": "a", "_hash": -7745019535046469225}, 10]]}
XC9C55BA1A7B84A51AE9446C572D43469;{"word": "<esplotar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "en", "_hash": -409479856652673412}, 13], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 6]]}
X984C6A3619EA46B08F4F541AB613A44B;{"word": "<sangrar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "es", "_hash": -159365166903475275}, 12], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 6]]}
X8C8807C0353C47B2AC907D1C62618CE5;{"word": "<interpretar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "es", "_hash": -159365166903475275}, 16], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 9]]}
X0CE1388AD70B493C8304066E7CFF667C;{"word": "<colocar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "quas", "_hash": 8123920917943389833}, 12], [{"operation": "DEL", "operation_object": "car", "_hash": 6729803833250839320}, 4]]}
X6E0784D21222470D92507E458AAEDD6D;{"word": "<parir>", "objects_and_positions": [[{"operation": "INS", "operation_object": "e", "_hash": 6788862703838988605}, 4], [{"operation": "INS", "operation_object": "e", "_hash": 6788862703838988605}, 11]]}
X724C047F734A437FAA9402F0FCC2C6BF;{"word": "<alimentar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1n", "_hash": 3109508152748820870}, 9]]}
X4C92985D74D140079BB2D3037CAE18A9;{"word": "<agrupar>", "objects_and_positions": [[{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 6]]}
XE657B3730FF243108E6916D3F9B7E60E;{"word": "<entrenar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1bemos", "_hash": 3215770676672909074}, 13], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 6]]}
XCBD187A0E9FE4AA9B661CB37E41A6E1C;{"word": "<duldar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1b", "_hash": 5125380460863245014}, 4], [{"operation": "INS", "operation_object": "mos", "_hash": 2278453299154217890}, 18], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 12]]}
X015E9BA6F4744DD1BA9089819274273B;{"word": "<recordar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1", "_hash": 5792803627272695852}, 8]]}
X3204A934B38F4429B7BD22AD8B917F13;{"word": "<desplicar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "quemos", "_hash": 4687734258275771247}, 14], [{"operation": "DEL", "operation_object": "car", "_hash": 6729803833250839320}, 6]]}
XE7D1E0F2D9EC415789B3BF8FD24CA0AF;{"word": "<empecipiar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00eda", "_hash": 8827057059697626100}, 10]]}
X2FF16702220D4D5CBBD355CC6BC12790;{"word": "<robar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "emos", "_hash": 7356950891305452258}, 10], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 3]]}
XAF43DF6D4DFA432F8FCA1D0042E662BB;{"word": "<comparar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "a", "_hash": -950275430770849386}, 8]]}
XD1D99FC2F42D42B5961C4900A569CCE6;{"word": "<cantar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e9", "_hash": -3971908426765800147}, 6]]}
X117B0E4E817C456FA8510D9A1187FE16;{"word": "<ferrar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e9", "_hash": -3971908426765800147}, 11], [{"operation": "DEL", "operation_object": "ra", "_hash": -353069447903025254}, 3]]}
XE5E517097C5944ECA303989AF8A2ADEF;{"word": "<matar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "emos", "_hash": 7356950891305452258}, 10], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 3]]}
XEFA7D22A06344C82A95CE6A7F50D54FE;{"word": "<fumiar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "emos", "_hash": 7356950891305452258}, 11], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 4]]}
X68BC66141DB54721B093A14F8A17EC66;{"word": "<audar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1is", "_hash": 3739474275927930320}, 10], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 3]]}
X003D57BB510F4EA9A7BF3D269C17F2F2;{"word": "<doblar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1is", "_hash": 3739474275927930320}, 11], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 4]]}
X12E3644A774247C89310AE6CBA8A4F5C;{"word": "<pecar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00f3", "_hash": 5348297576019662210}, 10], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 3]]}
XE021207D3EC64C9BB9A70A9E289D8AA3;{"word": "<rexistrar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1", "_hash": 5792803627272695852}, 13], [{"operation": "INS", "operation_object": "amos", "_hash": -3119235256464940819}, 20], [{"operation": "DEL", "operation_object": "a", "_hash": -7745019535046469225}, 7]]}
X8528B0038F424531952C36F0711A78BB;{"word": "<ayudar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00eden", "_hash": 7482122672223924530}, 6]]}
X26B10D21DA124791906BA36B78A504AF;{"word": "<estra\u00f1ar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00f3", "_hash": 5348297576019662210}, 13], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 6]]}
X9AF8D1E9B3C349CF9BD06CB92D4B350B;{"word": "<llorar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "ad", "_hash": -1995647952479318750}, 4], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 12]]}
XC45825D283494190B1842F8F8641719C;{"word": "<llamber>", "objects_and_positions": [[{"operation": "INS", "operation_object": "s", "_hash": -334318153384605934}, 12], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 6]]}
X5EF870477604431D954C96108FD00651;{"word": "<estudiar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "a", "_hash": -950275430770849386}, 8]]}
X1CF07101444C4354966579B7D1438249;{"word": "<casar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "beis", "_hash": -8252118392589742550}, 10], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 4]]}
X494E2B926D804B2EA458DBB248AF4E19;{"word": "<evitar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "n", "_hash": 3152142528898984328}, 11], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 5]]}
X520C36E5E03A44F28A78BB1A4F0A8158;{"word": "<humildar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "en", "_hash": -409479856652673412}, 13], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 6]]}
XCF768ADFB8C046B3A28C5BCB435DAEF6;{"word": "<llantar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "n", "_hash": 3152142528898984328}, 12], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 6]]}
X093452583C06424E8B96C9E2DD69DCCD;{"word": "<trabayar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "stis", "_hash": -4838902021584222687}, 13], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 7]]}
X9E18D815CA924B93A5969BE948AF2ADC;{"word": "<comenzar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "en", "_hash": -409479856652673412}, 8]]}
X046A7F3B05D9494DA7799DA4854A9F1B;{"word": "<abotonar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "e", "_hash": 6788862703838988605}, 13], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 6]]}
X362095142BD64EF4A80086984190EDA7;{"word": "<cavilar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "a", "_hash": -950275430770849386}, 7]]}
XC02B857603E144CB9888981F30F435BA;{"word": "<remolcar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e9is", "_hash": -2467569341751653728}, 8]]}
X93D6A0ADE32A4E88AF3FF0F8BFC16A01;{"word": "<amasu\u00f1ar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1is", "_hash": 3739474275927930320}, 13], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 6]]}
X7DEB92F120724586928CBF2363D0779A;{"word": "<amparar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "es", "_hash": -159365166903475275}, 7]]}
X3007A11939E84CFD8DD74B62BA798D17;{"word": "<circular>", "objects_and_positions": [[{"operation": "INS", "operation_object": "sti", "_hash": -3405549625811820622}, 13], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 7]]}
XAF0DE846641545199EB8282A7149EDD9;{"word": "<amalar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "n", "_hash": 3152142528898984328}, 11], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 5]]}
X8F61A2E6BD994B0C9BD6484DC0BAE887;{"word": "<aniciar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "iest", "_hash": 7758050177642901325}, 4], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 14]]}
XF3EAA826C85B446F83C573B099CD3C47;{"word": "<cristianizar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "icest", "_hash": -7394979149748777089}, 8], [{"operation": "DEL", "operation_object": "zar", "_hash": 8677764412717362687}, 19]]}
X6845AD72BEE246819EABA24E59C02159;{"word": "<fumiar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "as", "_hash": -1699844342243084618}, 6]]}
X582426B635DD4E3CB9FAC54FEE8CC32C;{"word": "<llorar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "en", "_hash": -409479856652673412}, 6]]}
XE78A00E2809740FF92C02D61EB7A35C2;{"word": "<comicar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "e", "_hash": 6788862703838988605}, 7]]}
XE6323D961F6D424BAA8D12C5D7CBABBD;{"word": "<calcar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "beis", "_hash": -8252118392589742550}, 11], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 5]]}
XD9EA7DDBDB434A77A010EE3325ABF2A7;{"word": "<eliminar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "s", "_hash": -334318153384605934}, 13], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 7]]}
X9BF738D4013B4336B87DB5636408447F;{"word": "<funcionar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "ndo", "_hash": -1715291542665885224}, 14], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 8]]}
X321D20D725E64C21A831A14C37A7C94E;{"word": "<cazar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "mos", "_hash": 2278453299154217890}, 10], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 4]]}
X1F4E6EF227BA475CAD5DF972E8CFE9BC;{"word": "<descansar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00edemos", "_hash": -270494557177743499}, 9]]}
XBAAF84B4248746B2BDBDC96E21D5DE69;{"word": "<atrapar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "ab", "_hash": 7333017021254345627}, 5], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 13]]}
XA1FBC8E949254B369547C1450A4EC948;{"word": "<esbarafundiar>", "objects_and_positions": [[{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 12]]}
X7362D4B1E8234B2B8D31CDB778EFBE92;{"word": "<pautar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "a", "_hash": -950275430770849386}, 6]]}
X8C9065714247420996D8ACE609783B7C;{"word": "<baillar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "e", "_hash": 6788862703838988605}, 7]]}
XC8C39957728F49049B3C96C1B2025135;{"word": "<allugar>", "objects_and_positions": [[{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 6]]}
X05BCAED52CEC40E48F89C0A2BED61156;{"word": "<facer>", "objects_and_positions": [[{"operation": "INS", "operation_object": "i", "_hash": 784997244989603455}, 7], [{"operation": "INS", "operation_object": "i", "_hash": 784997244989603455}, 14], [{"operation": "INS", "operation_object": "e", "_hash": 6788862703838988605}, 22], [{"operation": "DEL", "operation_object": "a", "_hash": -7745019535046469225}, 1]]}
XBC125CFFC95F420C8C1FCABBFC8DC8A2;{"word": "<orinar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "en", "_hash": -409479856652673412}, 6]]}
X85624394A2AE459A9E32EF597257F96B;{"word": "<espoxigar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "on", "_hash": 1211688155197080810}, 9]]}
X0782EE34F9EC45EB857DF8E75717A431;{"word": "<esplorar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1bemos", "_hash": 3215770676672909074}, 13], [{"operation": "DEL", "operation_object": "ra", "_hash": -353069447903025254}, 5]]}
X35B0A253344D4A6EA5D1BEA21BDE398D;{"word": "<tru\u00f1ar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "en", "_hash": -409479856652673412}, 11], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 4]]}
XF7BDFDD244F04F4D96D4A7603C77B2D8;{"word": "<xantar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "bes", "_hash": 4733172128351602486}, 11], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 5]]}
X91CD4414A302443B9A0CF69C3A29C1C6;{"word": "<esmordiga\u00f1ar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "n", "_hash": 3152142528898984328}, 17], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 11]]}
X5F1EC4DE94E1468E8722709C5656691C;{"word": "<emocionar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1u", "_hash": -4134094928811420213}, 14], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 7]]}
X3C06D779434042CCAAAAD1954246EB54;{"word": "<axudar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1n", "_hash": 3109508152748820870}, 6]]}
X1A12D9891A974281BFC8809BACBCF2A0;{"word": "<averar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "en", "_hash": -409479856652673412}, 6]]}
XA4AA908101AF45508397D39FD8383F91;{"word": "<causar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1s", "_hash": -6690651678408844485}, 6]]}
XA3C7AEC8D5C54838BDECF281D68FACAD;{"word": "<sonrir>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00ed", "_hash": -6264904343851104879}, 4], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 11]]}
X0DAD5FFE1FBC4625BA316E5EFD56A2CD;{"word": "<brincar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1", "_hash": 5792803627272695852}, 11], [{"operation": "INS", "operation_object": "emos", "_hash": 7356950891305452258}, 18], [{"operation": "DEL", "operation_object": "a", "_hash": -7745019535046469225}, 5]]}
X55CB97B64AF4455EBC554080035DEA1D;{"word": "<xintar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e9is", "_hash": -2467569341751653728}, 11], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 4]]}
X02C4247D858B4156A50FB432AA61901C;{"word": "<acutar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1b", "_hash": 5125380460863245014}, 4], [{"operation": "INS", "operation_object": "mos", "_hash": 2278453299154217890}, 18], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 12]]}
X5E3A8471E4264D49A3B3D458B32F4FAE;{"word": "<cazar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1", "_hash": 5792803627272695852}, 9], [{"operation": "INS", "operation_object": "amos", "_hash": -3119235256464940819}, 16], [{"operation": "DEL", "operation_object": "a", "_hash": -7745019535046469225}, 3]]}
X7A198C04F5A944488224E65E1AFB83D8;{"word": "<arricar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "ques", "_hash": 3244168788392023923}, 12], [{"operation": "DEL", "operation_object": "car", "_hash": 6729803833250839320}, 4]]}
X9826BBFDD06A4CDDBFFF6B4E41027C3C;{"word": "<esclucar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "beis", "_hash": -8252118392589742550}, 13], [{"operation": "DEL", "operation_object": "r", "_hash": -5467377470045857386}, 7]]}
XDA96EF072AEE4819B2A8EDA67F9C014E;{"word": "<plantar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00eden", "_hash": 7482122672223924530}, 7]]}
X8A51482E476246C69C8AD2485792B232;{"word": "<echar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e9is", "_hash": -2467569341751653728}, 10], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 3]]}
X7ADD24990EE346ACBE297E4B7992CF53;{"word": "<inflar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00edais", "_hash": 666149203531751260}, 6]]}
XE6DF838F51734477950349C7518B4405;{"word": "<ense\u00f1ar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "es", "_hash": -159365166903475275}, 12], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 5]]}
X3E2CD95DAA324B4C8FE52E8BC9AEFE78;{"word": "<esnalar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "emos", "_hash": 7356950891305452258}, 12], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 5]]}
X545541E08E7445E2BCAFE94E5FB1D967;{"word": "<cavilar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "estis", "_hash": -4957129959742138169}, 12], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 5]]}
X28DC8BB42A7D4C02BB9D7C2F19F1F398;{"word": "<reposar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "eis", "_hash": -7665221595693737390}, 7]]}
X5984FAF3E8F64E33BF5D502003043B3E;{"word": "<respirar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00eden", "_hash": 7482122672223924530}, 8]]}
XC249126B51BE44789379753B110609A2;{"word": "<atragantar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "e", "_hash": 6788862703838988605}, 10]]}
XF53C4F86605842D1AED12554B05BD76C;{"word": "<agarrar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e9is", "_hash": -2467569341751653728}, 7]]}
X58C4E7C5197348B793CA6049915F9521;{"word": "<dunviar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "e", "_hash": 6788862703838988605}, 12], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 5]]}
XDB04DD8D62094ADEB6C600AE44E905C5;{"word": "<occitanu>", "objects_and_positions": [[{"operation": "INS", "operation_object": "a", "_hash": -950275430770849386}, 13], [{"operation": "DEL", "operation_object": "u", "_hash": -1416413857495701724}, 7]]}
X163487915D4F441394E56BE6A823C56E;{"word": "<alimentar>", "objects_and_positions": [[{"operation": "INS", "operation_object": "\u00e1is", "_hash": 3739474275927930320}, 14], [{"operation": "DEL", "operation_object": "ar", "_hash": -5823030789462696184}, 7]]}
