^ < p o r s z e r ű [ N,ACC,PL ] INS(eket) > $
^ < k u r b l i [ N,TRANS,PL ] INS(kká) > $
^ < l e n é z [ V,IND,PST,DEF,2,PL ] INS(tétek) > $
^ < h o n i [ N,ON+ALL,SG ] INS(ra) > $
^ < b e j e g y [ V,IND,PRS,DEF,3,SG ] DEL(e) z > $
^ < b e j e g y e z [ V,IND,PRS,DEF,3,SG ] INS(i) > $
^ < t e r v e l [ V,SBJV,PRS,INDF,2,SG ] INS(j) > $
^ < m e l l e t t i [ N,FRML,SG ] INS(ként) > $
^ < m e t o d i s t [ N,ON+ABL,SG ] DEL(a) > $
^ < m e t o d i s t a [ N,ON+ABL,SG ] INS(áról) > $
^ < p e r t u r b á c i ó [ N,AT+ALL,PL ] INS(khoz) > $
^ < v e g y i p a r [ N,AT+ABL,SG ] INS(tól) > $
^ < t a k a r í t ó [ N,ON+ESS,PL ] INS(kon) > $
^ < b é k e d í j [ N,AT+ESS,PL ] INS(aknál) > $
^ < m e g s z á m l á l [ V,IND,PRS,INDF,2,SG ] INS(sz) > $
^ < b u d a p e s t i [ N,AT+ABL,PL ] INS(ekről) > $
^ < d e z o d o r á n s [ N,DAT,PL ] INS(oknak) > $
^ < p o s z t o l [ V.PTCP,FUT ] INS(andó) > $
^ < c í m k [ N,FRML,PL ] DEL(e) > $
^ < c í m k e [ N,FRML,PL ] INS(ékként) > $
^ < e l j á r á s [ N,TRANS,SG ] INS(ért) > $
^ < d ü h ö n g [ V.PTCP,FUT ] INS(endő) > $
^ < e u - c s a t l a k o z á s [ N,INST,SG ] INS(sal) > $
^ < s z a b á l y o s [ N,AT+ABL,SG ] INS(tól) > $
^ < b e l v á r o s [ N,AT+ALL,SG ] INS(hoz) > $
^ < e m é s z t [ V.PTCP,PRS ] INS(ő) > $
^ < p a d l á s s z o b [ N,IN+ABL,PL ] DEL(a) > $
^ < p a d l á s s z o b a [ N,IN+ABL,PL ] INS(ákból) > $
^ < e x p o n e n c i á l i s [ N,IN+ABL,SG ] INS(ból) > $
^ < k o n f r o n t á l [ V,IND,PST,DEF,1,PL ] INS(tuk) > $
^ < m i l l e n á r i s [ N,IN+ABL,PL ] INS(okból) > $
^ < h i t v e s [ N,IN+ESS,SG ] INS(ben) > $
^ < t ö k l á m p á s [ N,ON+ABL,PL ] INS(okról) > $
^ < h i v a t a [ N,AT+ABL,PL ] INS(lokró) l > $
^ < v á l a s z t á s [ N,FRML,PL ] INS(okként) > $
^ < k ö l c s ö n z ő [ N,ON+ABL,PL ] INS(kről) > $
^ < s t a t i s z t [ N,ON+ABL,PL ] DEL(a) > $
^ < s t a t i s z t a [ N,ON+ABL,PL ] INS(ákról) > $
^ < b e t ű [ N,INST,SG ] INS(nek) > $
^ < g y a k o r l ó [ N,AT+ALL,PL ] INS(khoz) > $
^ < e l h i b á z [ V,NFIN,2,SG ] INS(nod) > $
^ < b e r ú g [ V,IND,PST,INDF,1,PL ] INS(tunk) > $
^ < k i v i l á g í t á s [ N,INST,SG ] INS(sal) > $
^ < h o m o r ú s á g [ N,FRML,SG ] INS(ként) > $
^ < m e g s e m m i s í t [ V,IND,PST,DEF,2,PL ] INS(ettétek) > $
^ < t ü r k i z [ N,TRANS,PL ] INS(ekké) > $
^ < i n f e k c i ó [ N,IN+ABL,PL ] INS(kból) > $
^ < b á r á n y h i m l ő [ N,IN+ALL,PL ] INS(kbe) > $
^ < h a j t i n c s [ N,IN+ALL,SG ] INS(be) > $
^ < m e g t e r e m t [ V,SBJV,PRS,DEF,2,SG ] INS(sd) > $
^ < f e s t ő [ N,ON+ABL,SG ] INS(ből) > $
^ < e s é l y [ N,IN+ESS,SG ] INS(ben) > $
^ < e n e r g i a e l l á t á s [ N,IN+ESS,PL ] INS(okban) > $
^ < b e f o n [ V,IND,PRS,DEF,3,PL ] INS(ják) > $
^ < m e g b e s z é l [ V,IND,PRS,INDF,2,PL ] INS(tek) > $
^ < f o r m á l i s [ N,TRANS,PL ] INS(akká) > $
^ < ó c s k a p i a c [ N,AT+ALL,SG ] INS(ra) > $
^ < m á r t í r o m s á g [ N,INST,PL ] INS(okkal) > $
^ < k o m m u n i k á l [ V.CVB ] INS(va) > $
^ < n y o m d á s [ N,INST,SG ] INS(s) z > $
^ < n y o m d á s z [ N,INST,SG ] INS(al) > $
^ < e g é s z s é g k á r o s o d á s [ N,ON+ABL,PL ] INS(okról) > $
^ < v á z [ N,AT+ABL,SG ] INS(tól) > $
^ < f e l t é t [ N,PRP,PL ] INS(elekk) e l > $
^ < m e g k ö z e l í t [ V,IND,PRS,INDF,1,SG ] INS(ek) > $
^ < b o m b a r o b b a n á s [ N,INST,PL ] INS(okkal) > $
^ < n y e l v ű [ N,ON+ALL,SG ] INS(re) > $
^ < k a l a n d [ N,ON+ALL,PL ] INS(okra) > $
^ < n y e s t [ N,IN+ABL,SG ] INS(ből) > $
^ < i n d o k o l [ V,IND,PRS,DEF,1,PL ] INS(juk) > $
^ < ö n k o r m á n y z a t [ N,PRP,SG ] INS(tal) > $
^ < v í z t a n [ N,DAT,SG ] INS(nak) > $
^ < d á m [ N,ACC,PL ] INS(okat) > $
^ < r o z m a r i n g [ N,PRP,PL ] INS(okért) > $
^ < á l l í t m á n y [ N,TERM,PL ] INS(okig) > $
^ < ú j k o r [ N,NOM,PL ] INS(ok) > $
^ < t ö r v é n y [ N,TERM,PL ] INS(ekké) > $
^ < e l l i p s z i s [ N,ON+ALL,PL ] INS(ekre) > $
^ < n é p d a [ N,ON+ABL,SG ] INS(lró) l > $
^ < c s ö k k e n é s [ N,ON+ESS,SG ] DEL(e) > $
^ < c s ö k k e n é s e [ N,ON+ESS,SG ] INS(én) > $
^ < p l a n e t á r i u m [ N,IN+ESS,SG ] INS(ban) > $
^ < t a l a j [ N,IN+ESS,SG ] INS(ban) > $
^ < u n s z o l [ V,SBJV,PRS,INDF,2,PL ] INS(jatok) > $
^ < e g y e t e m l e g e s e b b [ N,ACC,SG ] INS(et) > $
^ < r o m a n t i c i z m u s [ N,DAT,PL ] INS(oknak) > $
^ < s z i p k [ N,ON+ESS,PL ] DEL(a) > $
^ < s z i p k a [ N,ON+ESS,PL ] INS(ákon) > $
^ < e r d ő t [ N,AT+ESS,PL ] DEL(ű) z > $
^ < e r d ő t ű [ N,AT+ESS,PL ] INS(ü) z > $
^ < e r d ő t ű z [ N,AT+ESS,PL ] INS(eken) > $
^ < h á z a d [ N,ON+ALL,SG ] INS(ra) > $
^ < s z í v e m [ N,IN+ESS,SG ] INS(ben) > $
^ < k é r d é s e s [ N,IN+ABL,PL ] INS(ekből) > $
^ < k é z i g r á n á t [ N,ON+ABL,SG ] INS(ról) > $
^ < c s o m a g o l á s [ N,IN+ESS,PL ] INS(okban) > $
^ < j é g s a l á t a [ N,FRML,SG ] INS(ként) > $
^ < ú t t ö r ő [ N,DAT,PL ] INS(knek) > $
^ < á p o l t s á g [ N,IN+ESS,SG ] INS(ban) > $
^ < c i k k [ N,IN+ABL,SG ] INS(hez) > $
^ < n e v e l t e t é s [ N,ACC,PL ] INS(eket) > $
^ < k o m p o n á l [ V,NFIN ] INS(ni) > $
^ < h a l á s z n a d r á g [ N,AT+ABL,PL ] INS(októl) > $
^ < t e n g e r i b e t e g s é g [ N,ON+ABL,SG ] INS(ről) > $
^ < r e f l e k t o r f é n y [ N,AT+ABL,SG ] INS(től) > $
^ < a m e t i s z [ N,TRANS,SG ] INS(tér) t > $
^ < s z e n v e d é l y e s [ N,AT+ESS,SG ] INS(nél) > $
^ < m a r k o l [ V,SBJV,PRS,DEF,3,SG ] INS(ja) > $
^ < d i n o s z a u r u s z [ N,IN+ABL,PL ] INS(okból) > $
^ < n a r v á l [ N,DAT,SG ] INS(nak) > $
^ < p u r i t a n i z m u s [ N,IN+ALL,SG ] INS(ba) > $
^ < a m e r í c i u m [ N,PRP,SG ] INS(ért) > $
^ < m a n i k ű r ö s [ N,AT+ABL,PL ] INS(öktől) > $
^ < f i g y e l m ü k [ N,ON+ABL,SG ] INS(ről) > $
^ < t é n y e z ő [ N,NOM,PL ] INS(k) > $
^ < g o n d v i s e l é s [ N,AT+ABL,PL ] INS(ektől) > $
^ < b o d z [ N,DAT,SG ] DEL(a) > $
^ < b o d z a [ N,DAT,SG ] INS(át) > $
^ < a p ó s [ N,TERM,SG ] INS(ig) > $
^ < f i l o z ó f u s [ N,INST,SG ] INS(sal) > $
^ < m e g v á l t á s [ N,ON+ALL,SG ] INS(ra) > $
^ < p r o f i [ N,AT+ALL,PL ] INS(khoz) > $
^ < k o r b á c s [ N,TRANS,PL ] INS(okká) > $
^ < a n y a k ö n y v [ N,FRML,SG ] INS(ként) > $
^ < s z o v j e t [ N,IN+ESS,SG ] INS(ben) > $
^ < m e r e v l e m e z [ N,IN+ALL,SG ] INS(be) > $
^ < s z ü l e i m [ N,AT+ESS,SG ] INS(nél) > $
^ < l e g k ü l ö n b ö z ő b b [ N,TERM,SG ] INS(ig) > $
^ < i d ő s z a k o s [ N,IN+ABL,PL ] INS(akból) > $
^ < a r a t ó g é p [ N,AT+ABL,SG ] INS(től) > $
^ < k e r e s z t e s p ó k [ N,AT+ESS,SG ] INS(nál) > $
^ < s u n [ N,AT+ESS,PL ] DEL(a) > $
^ < s u n a [ N,AT+ESS,PL ] INS(áknál) > $
^ < a m ő b [ N,TRANS,SG ] DEL(a) > $
^ < a m ő b a [ N,TRANS,SG ] INS(ává) > $
^ < m e g s z á m l á l [ V,IND,PST,DEF,1,SG ] INS(tam) > $
^ < b e f o n [ V,SBJV,PRS,DEF,3,PL ] INS(ják) > $
^ < m e r é n y l e t [ N,DAT,PL ] INS(eknek) > $
^ < n y o m t a t v á n y [ N,ACC,PL ] INS(okat) > $
^ < b a n k j e g y [ N,IN+ABL,PL ] INS(ekből) > $
^ < ú d [ N,ON+ALL,SG ] INS(ra) > $
^ < k o s z o r ú s l á n [ N,INST,SG ] INS(n) y > $
^ < k o s z o r ú s l á n y [ N,INST,SG ] INS(al) > $
^ < l e g s z é l e s e b b [ N,TRANS,SG ] INS(é) > $
^ < g ó t i k u s [ N,IN+ESS,SG ] INS(ban) > $
^ < e p e v e z e t é [ N,DAT,SG ] INS(kne) k > $
^ < h á l ó z a t [ N,IN+ALL,PL ] INS(oknál) > $
^ < d ö f [ V,COND,PRS,INDF,3,PL ] INS(nének) > $
^ < ü g y v e z e t ő [ N,ON+ESS,SG ] INS(n) > $
^ < b e k a p c s o l [ V,IND,PST,DEF,1,SG ] INS(tam) > $
^ < h a r i s n y a n a d r á g [ N,IN+ALL,SG ] INS(nál) > $
^ < t á j é k o z t a t á s [ N,ON+ESS,SG ] DEL(a) > $
^ < t á j é k o z t a t á s a [ N,ON+ESS,SG ] INS(án) > $
^ < e l l e n s é g [ N,DAT,SG ] INS(nek) > $
^ < l e g m a g a s a b b [ N,FRML,SG ] INS(ként) > $
^ < i z z ó l á m p [ N,AT+ALL,PL ] DEL(a) > $
^ < i z z ó l á m p a [ N,AT+ALL,PL ] INS(ákhoz) > $
^ < k a f t á n [ N,PRP,SG ] INS(ért) > $
^ < f é n y s z ó r ó [ N,AT+ABL,PL ] INS(któl) > $
^ < m a m u t [ N,IN+ALL,SG ] INS(ba) > $
^ < n a g y n é n i [ N,PRP,PL ] INS(kért) > $
^ < a l a p o z ó [ N,PRP,PL ] INS(kért) > $
^ < l é t r e h o z á s [ N,DAT,SG ] INS(nak) > $
^ < k a n t i n [ N,FRML,PL ] INS(okként) > $
^ < s e g í t s é [ N,FRML,SG ] INS(gi) g > $
^ < k a s z t r á l [ V,NFIN,1,PL ] INS(nunk) > $
^ < b e j e g y e z [ V,COND,PRS,INDF,3,SG ] INS(ne) > $
^ < m e g o p e r á l [ V,IND,PRS,DEF,1,PL ] INS(juk) > $
^ < f a n s z ő r z e t [ N,ON+ESS,SG ] INS(en) > $
^ < e l e f á n t f ó [ N,INST,PL ] INS(kák) k a > $
^ < e l e f á n t f ó k a [ N,INST,PL ] INS(l) > $
^ < s z i g n i f i k á n s [ N,DAT,SG ] INS(nak) > $
^ < n a p r a k é s z [ N,FRML,SG ] INS(ként) > $
^ < b a r á t u n k [ N,IN+ABL,SG ] INS(ból) > $
^ < f é l s z i g e [ N,TRANS,SG ] INS(tér) t > $
^ < s á m á n i z m u s [ N,AT+ESS,PL ] INS(oknál) > $
^ < b o g [ N,FRML,PL ] DEL(á) r > $
^ < b o g á [ N,FRML,PL ] INS(a) r > $
^ < b o g á r [ N,FRML,PL ] INS(akként) > $
^ < f a k u l t a t í v [ N,TERM,SG ] INS(ig) > $
^ < k é s é s [ N,TERM,SG ] INS(ig) > $
^ < z s á k m á n y o l [ V,SBJV,PRS,INDF,2,SG ] INS(j) > $
^ < h o l t t e s t [ N,IN+ALL,SG ] INS(be) > $
^ < u z s o n n [ N,IN+ESS,PL ] INS(ákb) a > $
^ < u z s o n n a [ N,IN+ESS,PL ] INS(n) > $
^ < á t l ó s [ N,AT+ABL,SG ] INS(tól) > $
^ < n ő n e m [ N,IN+ESS,SG ] INS(ben) > $
^ < h o z z á t e [ V,COND,PRS,DEF,3,SG ] DEL(sz) > $
^ < h o z z á t e s z [ V,COND,PRS,DEF,3,SG ] INS(nné) > $
^ < d e p r e s s z i ó s [ N,ACC,PL ] INS(akat) > $
^ < m e s t e r m ű [ N,AT+ESS,SG ] INS(nél) > $
^ < f ü t t y [ N,FRML,PL ] INS(ökként) > $
^ < i z l a n d i [ N,INST,PL ] INS(akkal) > $
^ < k ö r n y e z e t [ N,ON+ESS,SG ] DEL(e) > $
^ < k ö r n y e z e t e [ N,ON+ESS,SG ] INS(én) > $
^ < a s z t a l i [ N,TRANS,PL ] INS(akká) > $
^ < b a k l ö v é s [ N,TERM,SG ] INS(ig) > $
^ < f e l s ő f o k [ N,AT+ESS,PL ] INS(oknál) > $
^ < f a c s a v a r [ N,TRANS,PL ] INS(okért) > $
^ < s z u g g e s z t í v [ N,IN+ABL,SG ] INS(ből) > $
^ < w e b o l d a l [ N,ACC,SG ] INS(t) > $
^ < [ N,NOM,PL ] DEL(bizonyt) a l a n s á g > $
^ < b i z o n y t [ N,NOM,PL ] INS(plur) a l a n s á g > $
^ < b i z o n y t a l [ N,NOM,PL ] DEL(anság) > $
^ < v i l á g a i n k [ N,PRP,SG ] INS(ért) > $
^ < k í v á n s á g [ N,IN+ESS,PL ] INS(okban) > $
^ < a d ó b e v a l l á s [ N,IN+ALL,PL ] INS(oknál) > $
^ < m e g l e p e t é s [ N,IN+ALL,SG ] INS(be) > $
^ < a p o s t o l [ N,TERM,SG ] INS(ig) > $
^ < f r e k v e n c i [ N,PRP,SG ] DEL(a) > $
^ < f r e k v e n c i a [ N,PRP,SG ] INS(áért) > $
^ < g y á s z o s a b b [ N,TRANS,PL ] INS(akká) > $
^ < b ö l é n y s z á r n y [ N,AT+ALL,SG ] INS(hoz) > $
^ < b ó k [ N,ON+ESS,PL ] INS(okon) > $
^ < l é l e k b ú v á r [ N,IN+ESS,PL ] INS(okban) > $
^ < s z á [ N,ON+ABL,PL ] INS(lakbó) l > $
^ < n a p i l a p [ N,IN+ABL,SG ] INS(ból) > $
^ < e l f o g a d o t t a b b [ N,ACC,PL ] INS(akat) > $
^ < ó v s z e r [ N,ON+ALL,PL ] INS(ekre) > $
^ < h e l y e d [ N,PRP,SG ] INS(ért) > $
^ < p a t r ó n u s [ N,DAT,PL ] INS(oknak) > $
^ < w a g n e r i [ N,ACC,PL ] INS(eket) > $
^ < e m b e r g y ű l ö l e t [ N,ON+ABL,SG ] INS(ről) > $
^ < k o m p o z í c i ó [ N,IN+ALL,SG ] INS(ba) > $
^ < r e k l á m o z [ V,IND,PST,INDF,1,SG ] INS(tam) > $
^ < v á s á r t é r [ N,AT+ESS,SG ] INS(nél) > $
^ < b e l é p é s [ N,TRANS,PL ] INS(ekké) > $
^ < c s e r k é s z l á n y [ N,FRML,PL ] INS(okként) > $
^ < k a s z a b [ N,NOM,PL ] INS(ok) > $
^ < s z ö v e t k e z e t [ N,IN+ALL,PL ] INS(ekbe) > $
^ < f e l s ő f o k ú [ N,FRML,SG ] INS(ként) > $
^ < f e j l e t t e b b [ N,ON+ALL,SG ] INS(re) > $
^ < s z i m b ó l u m [ N,TRANS,PL ] INS(okká) > $
^ < m e n n y i s é g [ N,ON+ALL,SG ] INS(re) > $
^ < m e g m u t a [ V,IND,PST,INDF,3,SG ] INS(tot) t > $
^ < v i g a s z t a l [ V,IND,PRS,DEF,1,SG ] INS(om) > $
^ < p á r á s [ N,AT+ABL,SG ] INS(tól) > $
^ < p i ó c [ N,IN+ALL,SG ] INS(áb) a > $
^ < g y e r m e k i [ N,DAT,PL ] INS(eknek) > $
^ < e s z t e n d ő [ N,PRP,SG ] INS(ért) > $
^ < f o n t o s s á g [ N,ACC,SG ] DEL(a) > $
^ < f o n t o s s á g a [ N,ACC,SG ] INS(át) > $
^ < r é s z l e t [ N,TRANS,SG ] DEL(e) > $
^ < r é s z l e t e [ N,TRANS,SG ] INS(évé) > $
^ < o l d a l a i n k [ N,IN+ABL,SG ] INS(ból) > $
^ < g o n d o z á s [ N,IN+ABL,PL ] INS(okból) > $
^ < b a g o l y o d ú [ N,IN+ALL,PL ] INS(knál) > $
^ < b o r s [ N,IN+ESS,SG ] INS(ban) > $
^ < k é p z e l e t b e l i [ N,TRANS,PL ] INS(ekké) > $
^ < s ö r ö z ő [ N,FRML,SG ] INS(ként) > $
^ < c s e n d ő r [ N,ON+ABL,SG ] INS(ről) > $
^ < e l s z i g e t e l t s é g [ N,INST,SG ] INS(gel) > $
^ < a n a k r o n i z m u s [ N,ON+ESS,PL ] INS(okon) > $
^ < z s i b b a s z t [ V,IND,PST,DEF,2,SG ] INS(ottad) > $
^ < m o d a l i t á s [ N,ON+ABL,SG ] INS(ról) > $
^ < e l l e n ő r [ N,IN+ALL,SG ] INS(be) > $
^ < c e n z ú r á z [ V,IND,PRS,DEF,2,PL ] INS(zátok) > $
^ < k o r t á r s [ N,TERM,SG ] INS(ig) > $
^ < v í z u m [ N,IN+ESS,SG ] INS(ban) > $
^ < b a s k í r [ N,ON+ESS,SG ] INS(on) > $
^ < k r ó n i k u s [ N,AT+ALL,PL ] INS(akhoz) > $
