^ < m e t t a [ V,SBJV,PST,2,SG ] INS(ðir) > $
^ < t í n a [ V,IND,PST,2,PL ] INS(duð) > $
^ < n e m i [ N,DEF,NOM,SG ] INS(nn) > $
^ < a u g n l æ k n [ N,DEF,ACC,PL ] DEL(ir) > $
^ < a u g n l æ k n i r [ N,DEF,ACC,PL ] INS(ana) > $
^ < l é t t [ V,IND,PRS,2,SG ] DEL(a) > $
^ < l é t t a [ V,IND,PRS,2,SG ] INS(ir) > $
^ < b ó k f i n k [ N,DEF,NOM,PL ] INS(urn) a > $
^ < b ó k f i n k a [ N,DEF,NOM,PL ] INS(r) > $
^ < h á m a r k [ N,INDF,DAT,SG ] INS(i) > $
^ < g l e r [ N,DEF,NOM,SG ] INS(ið) > $
^ < h n e p p [ V,SBJV,PRS,1,PL ] DEL(a) > $
^ < h n e p p a [ V,SBJV,PRS,1,PL ] INS(um) > $
^ < s ö n g l a g [ N,DEF,GEN,SG ] INS(sins) > $
^ < s i n f ó n í u h l j ó m s v e i t [ N,INDF,ACC,PL ] INS(ir) > $
^ < ó m [ N,DEF,ACC,SG ] DEL(ur) > $
^ < ó m u r [ N,DEF,ACC,SG ] INS(inn) > $
^ < l u n d i [ N,DEF,NOM,SG ] INS(nn) > $
^ < s k j ó l [ N,DEF,GEN,PL ] INS(ann) a > $
^ < l e i ð s ö g u m [ N,INDF,NOM,PL ] DEL(aður) > $
^ < l e i ð s ö g u m a ð u r [ N,INDF,NOM,PL ] INS(enn) > $
^ < u n d i r f l o k k [ N,INDF,ACC,PL ] DEL(ur) > $
^ < u n d i r f l o k k u r [ N,INDF,ACC,PL ] INS(a) > $
^ < þ v e g i [ N,INDF,ACC,SG ] DEL(l) l > $
^ < k v [ V,IND,PST,3,SG ] DEL(elj) a > $
^ < k v e l j a [ V,IND,PST,3,SG ] INS(ldi) > $
^ < f l ó ð [ N,DEF,GEN,PL ] INS(anna) > $
^ < d r e g [ N,DEF,DAT,PL ] DEL(il) l > $
^ < d r e g i l l [ N,DEF,DAT,PL ] INS(unum) > $
^ < p a b b [ N,DEF,DAT,SG ] DEL(i) > $
^ < p a b b i [ N,DEF,DAT,SG ] INS(anum) > $
^ < m j ó l k [ V,SBJV,PRS,1,SG ] DEL(a) > $
^ < m j ó l k a [ V,SBJV,PRS,1,SG ] INS(i) > $
^ < m i ð [ N,INDF,ACC,SG ] DEL(i) > $
^ < m i ð i [ N,INDF,ACC,SG ] INS(a) > $
^ < Í r [ N,INDF,GEN,PL ] DEL(i) > $
^ < Í r i [ N,INDF,GEN,PL ] INS(a) > $
^ < f i m l e i k [ N,INDF,DAT,SG ] DEL(ar) > $
^ < f i m l e i k a r [ N,INDF,DAT,SG ] INS(um) > $
^ < h a l d [ N,DEF,NOM,SG ] INS(ið) > $
^ < k e n n d [ N,DEF,DAT,PL ] INS(unum) > $
^ < g e r v i [ N,DEF,GEN,SG ] DEL(l) l > $
^ < g e r v i l l [ N,DEF,GEN,SG ] INS(sins) > $
^ < ó f r j ó s e m i [ N,DEF,GEN,SG ] INS(nnar) > $
^ < e n d u r r æ s [ V,SBJV,PST,1,PL ] DEL(a) > $
^ < e n d u r r æ s a [ V,SBJV,PST,1,PL ] INS(tum) > $
^ < s e i v [ V,IND,PRS,2,PL ] DEL(a) > $
^ < s e i v a [ V,IND,PRS,2,PL ] INS(ið) > $
^ < t r e g [ V,SBJV,PRS,2,PL ] DEL(a) > $
^ < t r e g a [ V,SBJV,PRS,2,PL ] INS(ið) > $
^ < l a n d f r æ ð i [ N,DEF,ACC,SG ] INS(na) > $
^ < h ó p k y n l í f [ N,DEF,GEN,SG ] INS(sins) > $
^ < h n e g g j a [ V,SBJV,PST,2,SG ] INS(ðir) > $
^ < h æ k [ N,DEF,GEN,PL ] INS(ann) a > $
^ < s n [ V,SBJV,PST,1,SG ] DEL(íða) > $
^ < s n í ð a [ V,SBJV,PST,1,SG ] INS(iði) > $
^ < f u n [ N,DEF,DAT,PL ] DEL(i) > $
^ < f u n i [ N,DEF,DAT,PL ] INS(unum) > $
^ < s k j a l d b a k [ N,DEF,GEN,PL ] INS(ann) a > $
^ < s e m e n t [ N,INDF,GEN,SG ] INS(s) > $
^ < s y s t [ N,INDF,ACC,PL ] DEL(i) r > $
^ < s y s t i [ N,INDF,ACC,PL ] INS(u) r > $
^ < l y k l a b o r ð [ N,INDF,DAT,SG ] INS(i) > $
^ < s v e i t [ N,DEF,ACC,SG ] INS(ina) > $
^ < l a n d s l i ð [ N,INDF,GEN,SG ] INS(s) > $
^ < a p a m [ N,DEF,ACC,PL ] INS(ennin) a ð u r > $
^ < a p a m a [ N,DEF,ACC,PL ] DEL(ður) > $
^ < f o s s [ N,INDF,ACC,PL ] INS(a) > $
^ < n e f n i f [ N,INDF,NOM,PL ] DEL(a) l l > $
^ < n e f n i f a [ N,INDF,NOM,PL ] INS(ö) l l > $
^ < t á l m [ V,SBJV,PRS,2,SG ] DEL(a) > $
^ < t á l m a [ V,SBJV,PRS,2,SG ] INS(ir) > $
^ < m e r k i n g [ N,INDF,DAT,SG ] INS(u) > $
^ < s a u m [ N,DEF,DAT,SG ] INS(n) u r > $
^ < s a u m u [ N,DEF,DAT,SG ] DEL(r) > $
^ < s a u m u r [ N,DEF,DAT,SG ] INS(m) > $
^ < s æ ð [ V,SBJV,PRS,1,SG ] DEL(a) > $
^ < s æ ð a [ V,SBJV,PRS,1,SG ] INS(i) > $
^ < g e r v [ N,INDF,GEN,PL ] DEL(il) l > $
^ < g e r v i l l [ N,INDF,GEN,PL ] INS(a) > $
^ < f l æ m i n g [ N,DEF,ACC,PL ] DEL(i) > $
^ < f l æ m i n g i [ N,DEF,ACC,PL ] INS(jana) > $
^ < t r e y j [ N,INDF,DAT,PL ] DEL(a) > $
^ < t r e y j a [ N,INDF,DAT,PL ] INS(um) > $
^ < l e i k m y n d [ N,INDF,GEN,SG ] INS(ar) > $
^ < k á l [ N,INDF,GEN,SG ] INS(s) > $
^ < k a f f i v é l [ N,INDF,NOM,PL ] INS(ar) > $
^ < e y r u g l [ N,DEF,ACC,SG ] INS(un) a > $
^ < e n g i [ N,DEF,ACC,PL ] INS(n) > $
^ < s t r o k k [ V,SBJV,PST,3,PL ] DEL(a) > $
^ < s t r o k k a [ V,SBJV,PST,3,PL ] INS(uðu) > $
^ < æ s i n g [ N,DEF,DAT,SG ] INS(n) u r > $
^ < æ s i n g u [ N,DEF,DAT,SG ] DEL(r) > $
^ < æ s i n g u r [ N,DEF,DAT,SG ] INS(m) > $
^ < k j ó [ N,INDF,ACC,PL ] DEL(l) l > $
^ < k j ó l l [ N,INDF,ACC,PL ] INS(a) > $
^ < u n d i r f l o k k [ N,DEF,ACC,PL ] DEL(ur) > $
^ < u n d i r f l o k k u r [ N,DEF,ACC,PL ] INS(ana) > $
^ < h e i m s y f i r r á ð [ N,DEF,NOM,SG ] INS(in) > $
^ < v í s [ N,DEF,NOM,PL ] INS(urn) a > $
^ < v í s a [ N,DEF,NOM,PL ] INS(r) > $
^ < h a g f r æ ð [ N,DEF,DAT,SG ] INS(inn) i > $
^ < l j ó s b j [ N,DEF,ACC,PL ] DEL(a) l l a > $
^ < l j ó s b j a [ N,DEF,ACC,PL ] INS(ö) l l a > $
^ < l j ó s b j a l l [ N,DEF,ACC,PL ] INS(urn) a > $
^ < l j ó s b j a l l a [ N,DEF,ACC,PL ] INS(r) > $
^ < t j ö r n [ N,DEF,DAT,PL ] INS(unum) > $
^ < s k ó l i [ N,DEF,NOM,SG ] INS(nn) > $
^ < s k e i ð k l u k k a [ N,DEF,NOM,SG ] INS(n) > $
^ < t y l l [ V,IND,PST,3,SG ] DEL(a) > $
^ < t y l l a [ V,IND,PST,3,SG ] INS(ti) > $
^ < b ó g [ N,INDF,GEN,SG ] DEL(ur) > $
^ < b ó g u r [ N,INDF,GEN,SG ] INS(s) > $
^ < f á k [ N,DEF,GEN,PL ] DEL(ur) > $
^ < f á k u r [ N,DEF,GEN,PL ] INS(anna) > $
^ < h j á l p [ N,INDF,GEN,PL ] INS(a) > $
^ < ö k u m a [ N,DEF,ACC,SG ] DEL(ður) > $
^ < ö k u m a ð u r [ N,DEF,ACC,SG ] INS(nninn) > $
^ < h n é s b ó t [ N,DEF,GEN,SG ] INS(arinnar) > $
^ < s k o p [ N,INDF,GEN,SG ] INS(s) > $
^ < g e m s [ N,INDF,DAT,SG ] DEL(i) > $
^ < g e m s i [ N,INDF,DAT,SG ] INS(a) > $
^ < k u n t [ N,DEF,ACC,SG ] INS(un) a > $
^ < m e i s t a r [ N,DEF,ACC,PL ] DEL(i) > $
^ < m e i s t a r i [ N,DEF,ACC,PL ] INS(ana) > $
^ < u n d i r o k [ V,IMP,2,PL ] DEL(a) > $
^ < u n d i r o k a [ V,IMP,2,PL ] INS(ið) > $
^ < s æ t t [ V,IND,PST,3,PL ] DEL(a) > $
^ < s æ t t a [ V,IND,PST,3,PL ] INS(u) > $
^ < þ [ V,IND,PST,3,PL ] DEL(ylja) > $
^ < þ y l j a [ V,IND,PST,3,PL ] INS(uldu) > $
^ < b ö l v [ N,DEF,NOM,PL ] DEL(u) n > $
^ < b ö l v u [ N,DEF,NOM,PL ] INS(a) n > $
^ < b ö l v u n [ N,DEF,NOM,PL ] INS(irnar) > $
^ < s ö n g k o [ N,DEF,ACC,PL ] INS(nur) n a > $
^ < s ö n g k o n a [ N,DEF,ACC,PL ] INS(r) > $
^ < g a g n a g r u n n [ N,INDF,DAT,SG ] DEL(ur) > $
^ < g a g n a g r u n n u r [ N,INDF,DAT,SG ] INS(i) > $
^ < r ý r [ V,IND,PST,1,SG ] DEL(a) > $
^ < r ý r a [ V,IND,PST,1,SG ] INS(ði) > $
^ < f ó [ N,DEF,DAT,PL ] DEL(a) r n > $
^ < f ó a [ N,DEF,DAT,PL ] INS(ö) r n > $
^ < f ó a r n [ N,DEF,DAT,PL ] INS(unum) > $
^ < o s m í n [ N,DEF,DAT,SG ] INS(inu) > $
^ < k l i p p [ N,INDF,GEN,SG ] DEL(ur) > $
^ < k l i p p u r [ N,INDF,GEN,SG ] INS(a) > $
^ < s p r o k [ N,INDF,DAT,PL ] INS(um) > $
^ < f r i ð [ N,DEF,DAT,SG ] INS(in) u r > $
^ < f r i ð u [ N,DEF,DAT,SG ] DEL(r) > $
^ < f r i ð u r [ N,DEF,DAT,SG ] INS(m) > $
^ < g r i p [ N,DEF,ACC,SG ] DEL(ur) > $
^ < g r i p u r [ N,DEF,ACC,SG ] INS(inn) > $
^ < e i n g y ð i s t r ú [ N,DEF,ACC,PL ] INS(rnar) > $
^ < s v í r [ N,DEF,DAT,SG ] DEL(i) > $
^ < s v í r i [ N,DEF,DAT,SG ] INS(anum) > $
^ < g e r v i t u n g l a m y n d [ N,DEF,ACC,PL ] INS(irnar) > $
^ < s v æ f a [ V.PTCP,PRS ] INS(ndi) > $
^ < d á t [ N,INDF,DAT,PL ] DEL(i) > $
^ < d á t i [ N,INDF,DAT,PL ] INS(um) > $
^ < s t o f u p í a n ó [ N,DEF,DAT,PL ] INS(unum) > $
^ < ö x l [ N,INDF,DAT,PL ] INS(um) > $
^ < þ j ó n u s t [ N,INDF,NOM,PL ] DEL(a) > $
^ < þ j ó n u s t a [ N,INDF,NOM,PL ] INS(ur) > $
^ < a f m æ l i s b a r n [ N,INDF,DAT,SG ] INS(i) > $
^ < k v i ð [ N,DEF,GEN,SG ] DEL(u) r > $
^ < k v i ð u [ N,DEF,GEN,SG ] INS(a) r > $
^ < k v i ð u r [ N,DEF,GEN,SG ] INS(ins) > $
^ < k e n n [ N,INDF,DAT,PL ] DEL(ari) > $
^ < k e n n a r i [ N,INDF,DAT,PL ] INS(urum) > $
^ < k v i s t [ N,INDF,DAT,SG ] DEL(ur) > $
^ < k v i s t u r [ N,INDF,DAT,SG ] INS(i) > $
^ < k e y r [ V,IND,PRS,1,SG ] DEL(a) > $
^ < k e y r a [ V,IND,PRS,1,SG ] INS(i) > $
^ < ú t i l o k a [ V,SBJV,PST,2,SG ] INS(ðir) > $
^ < k í t t [ V,SBJV,PST,2,PL ] DEL(a) > $
^ < k í t t a [ V,SBJV,PST,2,PL ] INS(uðuð) > $
^ < k v e n m a [ N,DEF,ACC,SG ] DEL(ður) > $
^ < k v e n m a ð u r [ N,DEF,ACC,SG ] INS(nninn) > $
^ < þ a r f a þ i n g [ N,INDF,GEN,SG ] INS(s) > $
^ < g o ð [ N,INDF,NOM,PL ] DEL(i) > $
^ < g o ð i [ N,INDF,NOM,PL ] INS(ar) > $
^ < h j [ N,INDF,NOM,PL ] DEL(a) l t > $
^ < h j a [ N,INDF,NOM,PL ] INS(ö) l t > $
^ < p y n g j [ N,DEF,ACC,SG ] INS(un) a > $
^ < k a u p [ N,DEF,GEN,PL ] INS(anna) > $
^ < l é t t [ N,DEF,GEN,PL ] DEL(ir) > $
^ < l é t t i r [ N,DEF,GEN,PL ] INS(anna) > $
^ < a f l a g s s ö g n [ N,DEF,ACC,SG ] INS(ina) > $
^ < h j a l [ V,SBJV,PRS,3,PL ] DEL(a) > $
^ < h j a l a [ V,SBJV,PRS,3,PL ] INS(i) > $
^ < s k ý l a [ V.PTCP,PRS ] INS(ndi) > $
^ < n o t a [ V,IND,PST,3,SG ] INS(ði) > $
^ < f r a m l a g [ N,DEF,GEN,PL ] INS(anna) > $
^ < h r æ s n i [ N,DEF,GEN,SG ] INS(nnar) > $
^ < b ú n i n g [ N,INDF,ACC,PL ] DEL(ur) > $
^ < b ú n i n g u r [ N,INDF,ACC,PL ] INS(a) > $
^ < p í k [ N,DEF,ACC,PL ] INS(urn) a > $
^ < p í k a [ N,DEF,ACC,PL ] INS(r) > $
^ < ú t i l o k [ V,SBJV,PRS,1,PL ] DEL(a) > $
^ < ú t i l o k a [ V,SBJV,PRS,1,PL ] INS(um) > $
^ < s ó p a [ V.PTCP,PRS ] INS(ndi) > $
^ < d r [ V,IND,PST,2,SG ] DEL(ep) a > $
^ < d r e p a [ V,IND,PST,2,SG ] INS(pst) > $
^ < g r æ [ V,IMP,2,PL ] INS(ði) ð a > $
^ < g r æ ð [ V,IMP,2,PL ] DEL(a) > $
^ < h j á l p a r s ö g n [ N,DEF,ACC,SG ] INS(ina) > $
^ < m e t [ N,DEF,GEN,SG ] INS(sins) > $
^ < f a n t [ N,INDF,GEN,PL ] DEL(ur) > $
^ < f a n t u r [ N,INDF,GEN,PL ] INS(a) > $
^ < s k ó g [ N,INDF,ACC,PL ] DEL(ur) > $
^ < s k ó g u r [ N,INDF,ACC,PL ] INS(a) > $
^ < s t r æ t i [ N,DEF,DAT,SG ] INS(nu) > $
^ < k a f b á t [ N,INDF,DAT,SG ] DEL(ur) > $
^ < k a f b á t u r [ N,INDF,DAT,SG ] INS(i) > $
^ < m i ð v ö r ð u r [ N,DEF,NOM,SG ] INS(inn) > $
^ < g é [ N,INDF,DAT,SG ] INS(i) > $
^ < [ N,DEF,NOM,PL ] DEL(a) l b a > $
^ < a [ N,DEF,NOM,PL ] INS(ö) l b a > $
^ < a l b [ N,DEF,NOM,PL ] INS(urn) a > $
^ < a l b a [ N,DEF,NOM,PL ] INS(r) > $
^ < m [ V,SBJV,PST,3,PL ] DEL(a) k k a > $
^ < m a [ V,SBJV,PST,3,PL ] INS(ö) k k a > $
^ < m a k k [ V,SBJV,PST,3,PL ] DEL(a) > $
^ < m a k k a [ V,SBJV,PST,3,PL ] INS(uðu) > $
^ < [ N,INDF,DAT,PL ] DEL(agi) > $
^ < a g i [ N,INDF,DAT,PL ] INS(ögum) > $
^ < s n e k k j a [ N,DEF,NOM,SG ] INS(n) > $
^ < k l i p p i n g [ N,DEF,DAT,SG ] INS(unni) > $
^ < m a t a r e i t r [ N,INDF,GEN,PL ] DEL(u) n > $
^ < m a t a r e i t r u [ N,INDF,GEN,PL ] INS(a) n > $
^ < m a t a r e i t r u n [ N,INDF,GEN,PL ] INS(a) > $
^ < p e x [ V,IMP,2,PL ] DEL(a) > $
^ < p e x a [ V,IMP,2,PL ] INS(ið) > $
^ < d r á t t u [ N,INDF,DAT,PL ] DEL(r) > $
^ < d r á t t u r [ N,INDF,DAT,PL ] INS(m) > $
^ < s t [ N,INDF,DAT,PL ] DEL(aða) > $
^ < s t a ð a [ N,INDF,DAT,PL ] INS(öðum) > $
^ < v a k t [ N,DEF,NOM,PL ] INS(irnar) > $
^ < s t j ö r n u v i n d [ N,DEF,GEN,PL ] DEL(ur) > $
^ < s t j ö r n u v i n d u r [ N,DEF,GEN,PL ] INS(anna) > $
^ < k r i s t þ y r n i [ N,INDF,DAT,SG ] DEL(r) > $
^ < r a f s t ö ð [ N,DEF,GEN,PL ] INS(vanna) > $
^ < v i g [ N,INDF,DAT,PL ] DEL(u) r > $
^ < v i g u r [ N,INDF,DAT,PL ] INS(um) > $
^ < s k o r d ý r [ N,DEF,ACC,PL ] INS(in) > $
^ < l i n d [ N,INDF,ACC,PL ] DEL(i) > $
^ < l i n d i [ N,INDF,ACC,PL ] INS(a) > $
^ < h a n d r i t [ N,DEF,DAT,SG ] INS(inu) > $
^ < a f s [ V,IND,PRS,1,PL ] DEL(aka) > $
^ < a f s a k a [ V,IND,PRS,1,PL ] INS(ökum) > $
^ < k [ N,INDF,DAT,PL ] DEL(a) n t u r > $
^ < k a [ N,INDF,DAT,PL ] INS(ö) n t u r > $
^ < k a n t u [ N,INDF,DAT,PL ] DEL(r) > $
^ < k a n t u r [ N,INDF,DAT,PL ] INS(m) > $
^ < ö l m u s [ N,DEF,DAT,SG ] DEL(a) > $
^ < ö l m u s a [ N,DEF,DAT,SG ] INS(unni) > $
^ < d e m a n t [ N,INDF,ACC,SG ] DEL(ur) > $
^ < s t r o m p [ N,DEF,GEN,PL ] DEL(ur) > $
^ < s t r o m p u r [ N,DEF,GEN,PL ] INS(anna) > $
^ < d e i t [ V,SBJV,PST,3,PL ] DEL(a) > $
^ < d e i t a [ V,SBJV,PST,3,PL ] INS(uðu) > $
^ < a n d [ N,INDF,DAT,SG ] DEL(i) > $
^ < a n d i [ N,INDF,DAT,SG ] INS(a) > $
^ < h r æ l a [ V,IND,PRS,3,SG ] INS(r) > $
^ < v a k t [ N,DEF,ACC,PL ] INS(irnar) > $
^ < v í k [ V,NFIN ] DEL(j) a > $
^ < e l d [ N,DEF,ACC,PL ] DEL(ur) > $
^ < e l d u r [ N,DEF,ACC,PL ] INS(ana) > $
^ < ö f u n d [ N,DEF,ACC,SG ] INS(ina) > $
^ < k l e t t [ N,DEF,GEN,PL ] DEL(ur) > $
^ < k l e t t u r [ N,DEF,GEN,PL ] INS(anna) > $
^ < b æ j a s v [ N,DEF,ACC,SG ] DEL(a) l a > $
^ < b æ j a s v a [ N,DEF,ACC,SG ] INS(ö) l a > $
^ < b æ j a s v a l [ N,DEF,ACC,SG ] INS(un) a > $
^ < f l o k k u [ N,DEF,DAT,PL ] DEL(r) > $
^ < f l o k k u r [ N,DEF,DAT,PL ] INS(num) > $
^ < þ v a r g [ N,INDF,GEN,SG ] INS(s) > $
^ < f r a m h l a ð n i n g [ N,DEF,GEN,PL ] DEL(ur) > $
^ < f r a m h l a ð n i n g u r [ N,DEF,GEN,PL ] INS(anna) > $
^ < f r æ [ N,DEF,ACC,SG ] INS(ið) > $
^ < k v [ V,SBJV,PST,1,PL ] DEL(eða) > $
^ < k v e ð a [ V,SBJV,PST,1,PL ] INS(æðum) > $
^ < k ú k [ V,IND,PST,2,PL ] DEL(a) > $
^ < k ú k a [ V,IND,PST,2,PL ] INS(uðuð) > $
^ < o d d [ N,INDF,ACC,PL ] DEL(ur) > $
^ < o d d u r [ N,INDF,ACC,PL ] INS(a) > $
^ < a r í [ N,DEF,DAT,PL ] DEL(a) > $
^ < a r í a [ N,DEF,DAT,PL ] INS(unum) > $
^ < s k r i ð d ý r [ N,DEF,GEN,PL ] INS(anna) > $
^ < h y l [ N,INDF,GEN,SG ] DEL(ur) > $
^ < h y l u r [ N,INDF,GEN,SG ] INS(s) > $
^ < m a t s e ð i [ N,INDF,ACC,SG ] DEL(l) l > $
^ < k í n v e r s k [ N,INDF,ACC,SG ] DEL(a) > $
^ < k í n v e r s k a [ N,INDF,ACC,SG ] INS(u) > $
^ < t e f l [ V,SBJV,PST,3,PL ] DEL(a) > $
^ < t e f l a [ V,SBJV,PST,3,PL ] INS(du) > $
^ < l á g m [ N,DEF,DAT,PL ] DEL(a) r k > $
^ < l á g m a [ N,DEF,DAT,PL ] INS(ö) r k > $
^ < l á g m a r k [ N,DEF,DAT,PL ] INS(unum) > $
^ < g a r g ö n d [ N,DEF,DAT,SG ] INS(inni) > $
^ < f r o s t [ N,DEF,ACC,SG ] INS(ið) > $
^ < l o r t [ N,DEF,DAT,SG ] INS(in) u r > $
^ < l o r t u [ N,DEF,DAT,SG ] DEL(r) > $
^ < l o r t u r [ N,DEF,DAT,SG ] INS(m) > $
^ < r i d d [ N,INDF,DAT,PL ] DEL(ari) > $
^ < r i d d a r i [ N,INDF,DAT,PL ] INS(urum) > $
^ < g a t [ N,DEF,ACC,SG ] INS(ið) > $
^ < d v e r g [ N,DEF,GEN,SG ] DEL(ur) > $
^ < d v e r g u r [ N,DEF,GEN,SG ] INS(sins) > $
^ < r o k [ N,DEF,GEN,PL ] INS(anna) > $
^ < g r ö f [ N,DEF,DAT,PL ] INS(unum) > $
^ < s v e ð j [ N,DEF,DAT,PL ] DEL(a) > $
^ < s v e ð j a [ N,DEF,DAT,PL ] INS(unum) > $
^ < k ö g [ N,INDF,DAT,SG ] DEL(u) r > $
^ < k ö g u r [ N,INDF,DAT,SG ] INS(i) > $
^ < t e y g j u d ý r [ N,DEF,GEN,SG ] INS(sins) > $
^ < f e r n [ N,INDF,DAT,PL ] DEL(a) > $
^ < f e r n a [ N,INDF,DAT,PL ] INS(um) > $
^ < d ý r k [ V,IND,PST,3,PL ] DEL(a) > $
^ < d ý r k a [ V,IND,PST,3,PL ] INS(uðu) > $
^ < v æ n d i s k o n [ N,INDF,DAT,SG ] DEL(a) > $
^ < v æ n d i s k o n a [ N,INDF,DAT,SG ] INS(u) > $
^ < ö r n e f n i [ N,DEF,DAT,SG ] INS(nu) > $
^ < l i l j [ N,DEF,GEN,PL ] INS(ann) a > $
^ < k ý l [ N,DEF,GEN,PL ] DEL(i) > $
^ < k ý l i [ N,DEF,GEN,PL ] INS(anna) > $
^ < b r j á l æ ð i [ N,DEF,DAT,SG ] INS(nu) > $
^ < h á f [ N,DEF,DAT,SG ] INS(n) u r > $
^ < h á f u [ N,DEF,DAT,SG ] DEL(r) > $
^ < h á f u r [ N,DEF,DAT,SG ] INS(m) > $
