Source;Target;Combined;Inserts;Deletes;Grammar
pehnava rezan : pehniya nav rezan;pehnava rezan : pehniya nav rezanine;pehnava rezan : pehniya nav rezanINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
berqenîk;berqenîka;berqenîkINS(a);INS(a);;DEF,LGSPEC1,N,SG
sijîn;bisijn;INS(bi)sijDEL(î)n;INS(bi);DEL(î);1,2,3,IMP,PL,POS,PRS,SBJV,V
koþk;koþkê;koþkINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
xweþmêrî;xweþmêrîên;xweþmêrîINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
etûd;etûd;etûd;;;DEF,N,NOM,PL,SG
iqtisar;iqtisarinan;iqtisarINS(inan);INS(inan);;INDF,N,PL,ACC
rastandin;rastandinin;rastandINS(in)in;INS(in);;INDF,N,NOM,PL
sername;sernameê;sernameINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
miwazif;miwazifo;miwazifINS(o);INS(o);;DEF,N,SG,VOC
çinok;çinoko;çinokINS(o);INS(o);;DEF,N,SG,VOC
da-gerandin;da-gerandinê;da-gerandinINS(ê);INS(ê);;V,V.MSDR,ACC
pêdan;pêdaninan;pêdINS(anin)an;INS(anin);;INDF,N,PL,ACC
ademî;ademîno;ademîINS(no);INS(no);;DEF,N,PL,VOC
kodika þivanan;kodika þivanan;kodika þivanan;;;DEF,N,NOM,PL,SG,ACC
hunermendî;hunermendîine;hunermendîINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
noter;noterî;noterINS(î);INS(î);;DEF,N,SG,LGSPEC2
telîf;telîfan;telîfINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
werz;werzê;werzINS(ê);INS(ê);;DEF,LGSPEC1,N,SG
psîkyatrî;psîkyatrîno;psîkyatrîINS(no);INS(no);;DEF,N,PL,VOC
patrome;patromeine;patromINS(ein)e;INS(ein);;INDF,LGSPEC1,N,PL
alûçe;alûçeên;alûçeINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
gazolîn;gazolînno;gazolînINS(no);INS(no);;DEF,N,PL,VOC
tobî;tobîê;tobîINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
estrad;estradek;estradINS(ek);INS(ek);;INDF,N,NOM,SG
gilûr;gilûrê;gilûrINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
girse;girseinan;girseINS(inan);INS(inan);;INDF,N,PL,ACC
romans;romansin;romansINS(in);INS(in);;INDF,N,NOM,PL
luqmanî;luqmanî;luqmanî;;;DEF,N,NOM,PL,SG
demkêþk;demkêþkinan;demkêþkINS(inan);INS(inan);;INDF,N,PL,ACC
bnr. ardû;bnr. ardûno;bnr. ardûINS(no);INS(no);;DEF,N,PL,VOC
sanlibútan;sanlibútaninan;sanlibútINS(anin)an;INS(anin);;INDF,N,PL,ACC
berbûdî;berbûdîeke;berbûdîINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
pirça binçengê;pirça binçengêin;pirça binçengêINS(in);INS(in);;INDF,N,NOM,PL
pronav;pronavno;pronavINS(no);INS(no);;DEF,N,PL,VOC
ve-xwarin;ve-xwarî;ve-xwarDEL(in)INS(î);INS(î);DEL(in);2,IND,PFV,POS,PST,SG,V,V.PTCP
kanêje;kanêje;kanêje;;;DEF,N,NOM,PL,SG
danûstendin;danûstendininan;danûstendiINS(nina)n;INS(nina);;INDF,N,PL,ACC
dilop;dilop;dilop;;;DEF,N,NOM,PL,SG,ACC
behre;behrein;behreINS(in);INS(in);;INDF,N,NOM,PL
zêrr;zêrro;zêrrINS(o);INS(o);;DEF,N,SG,VOC
nîske;nîskeno;nîskeINS(no);INS(no);;DEF,N,PL,VOC
telar;telaran;telarINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
xerdel;xerdel;xerdel;;;DEF,N,NOM,PL,SG,ACC
nek;nekine;nekINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
îqame;îqameek;îqameINS(ek);INS(ek);;INDF,N,NOM,SG
noel;noelê;noelINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
hevalkiras;hevalkirasî;hevalkirasINS(î);INS(î);;DEF,N,SG,LGSPEC2
þona;þona;þona;;;DEF,N,NOM,PL,SG,ACC
dasinî;dasinîinan;dasinîINS(inan);INS(inan);;INDF,N,PL,ACC
gir-girtin;negir-girtibûya;INS(ne)gir-girtiDEL(n)INS(bûya);INS(ne),INS(bûya);DEL(n);2,3,COND,NEG,PRF,PST,SG,V
kozere;kozerein;kozereINS(in);INS(in);;INDF,N,NOM,PL
pîldar;pîldara;pîldarINS(a);INS(a);;DEF,LGSPEC1,N,SG
cerîme;cerîmeine;cerîmINS(ein)e;INS(ein);;INDF,LGSPEC1,N,PL
bîjin;bîjininan;bîjiINS(nina)n;INS(nina);;INDF,N,PL,ACC
sekinan/-în;nedisekinan/-îyî;INS(nedi)sekinan/-INS(îy)îDEL(n);INS(nedi),INS(îy);DEL(n);2,IND,NEG,PST,SG,V,PROG
tim;timên;timINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
saman;samaninan;samINS(anin)an;INS(anin);;INDF,N,PL,ACC
likumîn;likumînan;likumîINS(na)n;INS(na);;DEF,N,PL,ACC,LGSPEC2
îman;îmanên;îmaINS(nê)n;INS(nê);;DEF,LGSPEC1,N,PL,VOC
qebir;qebirên;qebirINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
kurrebeþ;kurrebeþine;kurrebeþINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
kuh;kuhan;kuhINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
piþtgirî;piþtgirîan;piþtgirîINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
estî;estîo;estîINS(o);INS(o);;DEF,N,SG,VOC
karîn;nekarim;INS(ne)karDEL(în)INS(im);INS(ne),INS(im);DEL(în);1,NEG,PRS,SBJV,SG,V
qebir;qebireke;qebirINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
sîlînder;sîlînderê;sîlînderINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
arimîn;arimînê;arimînINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
psîkyatrî;psîkyatrîa;psîkyatrîINS(a);INS(a);;DEF,LGSPEC1,N,SG
tetûmî;tetûmîa;tetûmîINS(a);INS(a);;DEF,LGSPEC1,N,SG
zîpik;zîpika;zîpikINS(a);INS(a);;DEF,LGSPEC1,N,SG
qeyd û zincîr;qeyd û zincîrek;qeyd û zincîrINS(ek);INS(ek);;INDF,N,NOM,SG
kulmist;kulmistek;kulmistINS(ek);INS(ek);;INDF,N,NOM,SG
mêdek;mêdekno;mêdekINS(no);INS(no);;DEF,N,PL,VOC
zirna;zirnaek;zirnaINS(ek);INS(ek);;INDF,N,NOM,SG
kêlbetan;kêlbetaninan;kêlbetINS(anin)an;INS(anin);;INDF,N,PL,ACC
fisteq;fisteqno;fisteqINS(no);INS(no);;DEF,N,PL,VOC
soz;sozê;sozINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
ecel;ecelek;ecelINS(ek);INS(ek);;INDF,N,NOM,SG
kildan;kildanê;kildanINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
hidayet;hidayetê;hidayetINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
totem;totemek;totemINS(ek);INS(ek);;INDF,N,NOM,SG
mihbet;mihbet;mihbet;;;DEF,N,NOM,PL,SG
çîv;çîvine;çîvINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
þek;þekekî;þekINS(ekî);INS(ekî);;INDF,LGSPEC1,N,SG,ACC
ome;omeek;omeINS(ek);INS(ek);;INDF,N,NOM,SG
malikî;malikîek;malikîINS(ek);INS(ek);;INDF,N,NOM,SG
perwerdekar;perwerdekaro;perwerdekarINS(o);INS(o);;DEF,N,SG,VOC
parents;parentsan;parentsINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
bizûz;bizûzek;bizûzINS(ek);INS(ek);;INDF,N,NOM,SG
xwarin;nexwariama;INS(ne)xwariDEL(n)INS(ama);INS(ne),INS(ama);DEL(n);1,COND,NEG,PST,SG,V
vauraus;vauraus;vauraus;;;DEF,N,NOM,PL,SG,ACC
zurne;zurneê;zurneINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
kenîn;nekenyî;INS(ne)kenINS(y)îDEL(n);INS(ne),INS(y);DEL(n);2,NEG,PRS,SBJV,SG,V
meqet;meqetî;meqetINS(î);INS(î);;DEF,N,SG,LGSPEC2
sergur;sergurên;sergurINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
qehirandin;qehirandinin;qehirandINS(in)in;INS(in);;INDF,N,NOM,PL
mêþ;mêþno;mêþINS(no);INS(no);;DEF,N,PL,VOC
heyîn;neheyyî;INS(ne)heyINS(y)îDEL(n);INS(ne),INS(y);DEL(n);2,NEG,PRS,SBJV,SG,V
golgir;golgirê;golgirINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
hûmare;hûmareek;hûmareINS(ek);INS(ek);;INDF,N,NOM,SG
sergo;sergoek;sergoINS(ek);INS(ek);;INDF,N,NOM,SG
qaçax;qaçaxê;qaçaxINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
tayè;tayèo;tayèINS(o);INS(o);;DEF,N,SG,VOC
qelem;qelemên;qelemINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
minanî;minanîên;minanîINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
vên;vênên;vINS(ên)ên;INS(ên);;DEF,LGSPEC1,N,PL,VOC
hil-ketin;nehil-ketibûm;INS(ne)hil-ketiDEL(n)INS(bûm);INS(ne),INS(bûm);DEL(n);1,IND,NEG,PRF,PST,SG,V
qiloç;qiloçî;qiloçINS(î);INS(î);;DEF,N,SG,LGSPEC2
maþik;maþikê;maþikINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
hunermendî;hunermendîinan;hunermendîINS(inan);INS(inan);;INDF,N,PL,ACC
pes;pesin;pesINS(in);INS(in);;INDF,N,NOM,PL
buhirîn;dibuhirîin;INS(di)buhirîINS(i)n;INS(di),INS(i);;1,2,3,IND,PL,POS,PST,V,PROG
emeliyat;emeliyatan;emeliyatINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
ukraynî;ukraynî;ukraynî;;;DEF,N,NOM,PL,SG,ACC
pêdirûnk;pêdirûnkên;pêdirûnkINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
çêrîn;çêrîime;çêrîDEL(n)INS(ime);INS(ime);DEL(n);1,IND,POS,PRF,PRS,SG,V
kevn û kot;kevn û kotine;kevn û kotINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
kontrolant;kontrolantî;kontrolantINS(î);INS(î);;DEF,N,SG,LGSPEC2
rizîn;rizîneke;rizînINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
merkep;merkepine;merkepINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
melêva;melêvaek;melêvaINS(ek);INS(ek);;INDF,N,NOM,SG
radestî;radestîinan;radestîINS(inan);INS(inan);;INDF,N,PL,ACC
xerûze;xerûzeekî;xerûzeINS(ekî);INS(ekî);;INDF,LGSPEC1,N,SG,ACC
diro;diroa;diroINS(a);INS(a);;DEF,LGSPEC1,N,SG
kal û kût;kal û kût;kal û kût;;;DEF,N,NOM,PL,SG,ACC
xendek;xendekek;xendINS(ek)ek;INS(ek);;INDF,N,NOM,SG
meles;meles;meles;;;DEF,N,NOM,PL,SG,ACC
pîjame;pîjameo;pîjameINS(o);INS(o);;DEF,N,SG,VOC
irþad;irþadin;irþadINS(in);INS(in);;INDF,N,NOM,PL
serad;seradno;seradINS(no);INS(no);;DEF,N,PL,VOC
nivîsîn;nivîsînê;nivîsînINS(ê);INS(ê);;V,V.MSDR,ACC
cawîdanî;cawîdanîinan;cawîdanîINS(inan);INS(inan);;INDF,N,PL,ACC
bihorîn;bibihorîiba;INS(bi)bihorîDEL(n)INS(iba);INS(bi),INS(iba);DEL(n);3,COND,POS,PRF,PST,SG,V
reagheydys;reagheydysa;reagheydysINS(a);INS(a);;DEF,LGSPEC1,N,SG
zilik;zilikine;zilikINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
tihnî;tihnîine;tihnîINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
qewimîn;biqewimîa;INS(bi)qewimîDEL(n)INS(a);INS(bi),INS(a);DEL(n);3,COND,POS,PST,SG,V
nêrbaz;nêrbazekî;nêrbazINS(ekî);INS(ekî);;INDF,LGSPEC1,N,SG,ACC
pijiqîn;nepijiqîiûna;INS(ne)pijiqîINS(iû)nINS(a);INS(ne),INS(iû),INS(a);;1,COND,NEG,PL,PRF,PST,V
riþt;riþteke;riþtINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
ronker;ronkero;ronkerINS(o);INS(o);;DEF,N,SG,VOC
reqisîn;nareqise;INS(na)reqisDEL(în)INS(e);INS(na),INS(e);DEL(în);3,IND,NEG,PRS,SG,V,IPFV
pêþrew;pêþreweke;pêþrewINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
þalyar;þalyarekî;þalyarINS(ekî);INS(ekî);;INDF,LGSPEC1,N,SG,ACC
malîn;malînê;malînINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
wêrîn;biwêrîibûya;INS(bi)wêrîDEL(n)INS(ibûya);INS(bi),INS(ibûya);DEL(n);2,3,COND,POS,PRF,PST,SG,V
meþandin;meþandin;meþandin;;;1,2,3,IND,PFV,PL,POS,PST,V,V.MSDR
gozik;gozikên;gozikINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
biçûkî;biçûkîên;biçûkîINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
mewdûat;mewdûateke;mewdûatINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
rojev;rojevê;rojevINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
dengvedan;dengvedanan;dengvedINS(an)an;INS(an);;DEF,N,PL,ACC,LGSPEC2
piþaftin;napiþave;INS(na)piþaDEL(ftin)INS(ve);INS(na),INS(ve);DEL(ftin);3,IND,NEG,PRS,SG,V,IPFV
kuçk;kuçkekî;kuçkINS(ekî);INS(ekî);;INDF,LGSPEC1,N,SG,ACC
cigar(e);cigar;cigarDEL((e));;DEL((e));INDF,N,NOM,PL
tirpan;tirpanno;tirpanINS(no);INS(no);;DEF,N,PL,VOC
engure;engurea;engureINS(a);INS(a);;DEF,LGSPEC1,N,SG
polîtîkî;polîtîkîin;polîtîkîINS(in);INS(in);;INDF,N,NOM,PL
kasalês;kasalêso;kasalêsINS(o);INS(o);;DEF,N,SG,VOC
bincam;bincama;bincamINS(a);INS(a);;DEF,LGSPEC1,N,SG
mîn;mînan;mîINS(na)n;INS(na);;DEF,N,PL,ACC,LGSPEC2
hedik;hedikine;hedikINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
quleteyn;quleteynek;quleteynINS(ek);INS(ek);;INDF,N,NOM,SG
ketin;nekeve;INS(ne)kINS(ev)eDEL(tin);INS(ne),INS(ev);DEL(tin);3,IMP,NEG,PRS,SBJV,SG,V
pesinandin;nepesinandibûya;INS(ne)pesinandiDEL(n)INS(bûya);INS(ne),INS(bûya);DEL(n);2,3,COND,NEG,PRF,PST,SG,V
cephe;cepheek;cepheINS(ek);INS(ek);;INDF,N,NOM,SG
seqanasî;seqanasîno;seqanasîINS(no);INS(no);;DEF,N,PL,VOC
î'dam;î'dam;î'dam;;;DEF,N,NOM,PL,SG
lijne;lijneên;lijneINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
subje;subjeê;subjeINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
xeniqîn;xeniqînin;xeniqîINS(ni)n;INS(ni);;INDF,N,NOM,PL
nalîn;binalîa;INS(bi)nalîDEL(n)INS(a);INS(bi),INS(a);DEL(n);3,COND,POS,PST,SG,V
goçke;goçke;goçke;;;DEF,N,NOM,PL,SG,ACC
rûviya badayî;rûviya badayîinan;rûviya badayîINS(inan);INS(inan);;INDF,N,PL,ACC
þabaþî;þabaþîan;þabaþîINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
resûl;resûlî;resûlINS(î);INS(î);;DEF,N,SG,LGSPEC2
nivêjker;nivêjkerî;nivêjkerINS(î);INS(î);;DEF,N,SG,LGSPEC2
medor;medora;medorINS(a);INS(a);;DEF,LGSPEC1,N,SG
firt;firt;firt;;;DEF,N,NOM,PL,SG
konsolosxane;konsolosxaneên;konsolosxaneINS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
yekkîte;yekkîtein;yekkîteINS(in);INS(in);;INDF,N,NOM,PL
kevnesovyet;kevnesovyetno;kevnesovyetINS(no);INS(no);;DEF,N,PL,VOC
revolver;revolverine;revolverINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
derrase;derrase;derrase;;;DEF,N,NOM,PL,SG
welatî;welatîê;welatîINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
îrade;îradeek;îradeINS(ek);INS(ek);;INDF,N,NOM,SG
bêlîmte;bêlîmtean;bêlîmteINS(an);INS(an);;DEF,N,PL,ACC,LGSPEC2
xaklêwe;xaklêweno;xaklêweINS(no);INS(no);;DEF,N,PL,VOC
herimandin;biherimînim;INS(bi)herimDEL(andi)INS(î)nINS(im);INS(bi),INS(î),INS(im);DEL(andi);1,POS,PRS,SBJV,SG,V
gundî;gundîo;gundîINS(o);INS(o);;DEF,N,SG,VOC
da-hûrandin;bida-hûrandibûya;INS(bi)da-hûrandiDEL(n)INS(bûya);INS(bi),INS(bûya);DEL(n);2,3,COND,POS,PRF,PST,SG,V
þane;þaneno;þaneINS(no);INS(no);;DEF,N,PL,VOC
berheste;berhesteî;berhesteINS(î);INS(î);;DEF,N,SG,LGSPEC2
micrim;micrimeke;micrimINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
sefar;sefarinan;sefarINS(inan);INS(inan);;INDF,N,PL,ACC
tereziya avê;tereziya avêinan;tereziya avêINS(inan);INS(inan);;INDF,N,PL,ACC
sîvendî;sîvendî;sîvendî;;;DEF,N,NOM,PL,SG
qebilandin;qebilandinên;qebilandiINS(nê)n;INS(nê);;DEF,LGSPEC1,N,PL,VOC
þilî;þilî;þilî;;;DEF,N,NOM,PL,SG
hevþiyê berê spêdê;hevþiyê berê spêdêine;hevþiyê berê spêdêINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
bilh;bilhin;bilhINS(in);INS(in);;INDF,N,NOM,PL
mentalîte;mentalîteek;mentalîteINS(ek);INS(ek);;INDF,N,NOM,SG
cirre;cirreno;cirreINS(no);INS(no);;DEF,N,PL,VOC
seqandin;seqandininan;seqandiINS(nina)n;INS(nina);;INDF,N,PL,ACC
beriqîn;biberiqîibam;INS(bi)beriqîDEL(n)INS(ibam);INS(bi),INS(ibam);DEL(n);1,COND,POS,PRF,PST,SG,V
garaj;garajê;garajINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
serwî;serwîinan;serwîINS(inan);INS(inan);;INDF,N,PL,ACC
sindoq;sindoqek;sindoqINS(ek);INS(ek);;INDF,N,NOM,SG
peng;pengê;pengINS(ê);INS(ê);;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
dîfa';dîfa'ên;dîfa'INS(ên);INS(ên);;DEF,LGSPEC1,N,PL,VOC
pila;pilano;pilaINS(no);INS(no);;DEF,N,PL,VOC
alûgor;alûgorê;alûgorINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
nêregeh;nêregeh;nêregeh;;;DEF,N,NOM,PL,SG,ACC
edeb;edebeke;edebINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
lê-gerîn;nelê-gerîibûm;INS(ne)lê-gerîDEL(n)INS(ibûm);INS(ne),INS(ibûm);DEL(n);1,IND,NEG,PRF,PST,SG,V
textebend;textebendeke;textebendINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
qewirandin;diqewirandin;INS(di)qewirandin;INS(di);;1,2,3,IND,PL,POS,PST,V,PROG
mengene;mengeneê;mengeneINS(ê);INS(ê);;DEF,N,SG,VOC,ACC,LGSPEC2
inglîziya kevn;inglîziya kevna;inglîziya kevnINS(a);INS(a);;DEF,LGSPEC1,N,SG
awirdû;awirdûa;awirdûINS(a);INS(a);;DEF,LGSPEC1,N,SG
mêkew;mêkeweke;mêkewINS(eke);INS(eke);;INDF,LGSPEC1,N,SG,ACC
kêk;kêkine;kêkINS(ine);INS(ine);;INDF,LGSPEC1,N,PL
efendî;efendîno;efendîINS(no);INS(no);;DEF,N,PL,VOC
incik;incika;incikINS(a);INS(a);;DEF,LGSPEC1,N,SG
