Source;Target;Combined;Inserts;Deletes;Grammar
jellõ;jelīztõ;jeDEL(l)lINS(īzt)õ;INS(īzt);DEL(l);V,ACT,FIN,IND,POS,PST,PL,2
pǟva;pǟvaks;pǟvaINS(ks);INS(ks);;N,SG,INS
kīņtš;kīndist;kīDEL(ņ)INS(ndis)tDEL(š);INS(ndis);DEL(ņ),DEL(š);N,PL,IN+ABL
nēļasadāz;nēļasadāndõdõn;nēļasadāDEL(z)INS(ndõdõn);INS(ndõdõn);DEL(z);ADJ,PL,DAT
suoŗm;suormstõ;suoDEL(ŗ)INS(r)mINS(stõ);INS(r),INS(stõ);DEL(ŗ);N,SG,IN+ABL
instrumentāl;instrumentālst;instrumentālINS(st);INS(st);;N,SG,IN+ABL
pǟvaīe;pǟvaīen;pǟvaīeINS(n);INS(n);;N,SG,DAT
pȯiški;pȯiškiztõn;pȯiškiINS(ztõn);INS(ztõn);;N,PL,DAT
kuolmi;kuolmiztõks;kuolmiINS(ztõks);INS(ztõks);;ADJ,PL,INS
jōņpǟva kū;jōņpǟva kūkõks;jōņpǟva kūINS(kõks);INS(kõks);;N,SG,INS
vīdkimdõz;vīdkimdõndõdõks;vīdkimdõDEL(z)INS(ndõdõks);INS(ndõdõks);DEL(z);ADJ,PL,INS
jūnij;jūnijõ;jūnijINS(õ);INS(õ);;N,SG,PRT
vīļakū;vīļakūstõ;vīļakūINS(stõ);INS(stõ);;N,SG,IN+ABL
seiskimdõz;seiskimdõndõ;seiskimINS(dõn)dõDEL(z);INS(dõn);DEL(z);ADJ,SG,IN+ALL
aššõ;aššõd;aššõINS(d);INS(d);;ADJ,PL,GEN
jemā;jemīž;jemDEL(ā)INS(īž);INS(īž);DEL(ā);N,PL,IN+ALL
īdõkstuoistõnz;īdõkstuoistõnd;īdõkstuoistõnDEL(z)INS(d);INS(d);DEL(z);ADJ,SG,GEN
pȯis;pūošõdõn;pDEL(ȯis)INS(ūošõdõn);INS(ūošõdõn);DEL(ȯis);N,PL,DAT
tūontõz;tūontõndt;tūontõDEL(z)INS(ndt);INS(ndt);DEL(z);ADJ,SG,PRT
suoŗm;suormõ;suoDEL(ŗ)INS(r)mINS(õ);INS(r),INS(õ);DEL(ŗ);N,SG,PRT
tūlda;tulmõ;tDEL(ūlda)INS(ulmõ);INS(ulmõ);DEL(ūlda);V,LGSPEC3
mǟdlõ;mǟdlõkst;mǟdlõINS(kst);INS(kst);;V,ACT,FIN,COND,POS,PRS,SG,2
ǟma;ǟmidi;ǟmDEL(a)INS(idi);INS(idi);DEL(a);N,PL,PRT
blēḑ;blēḑidi;blēḑINS(idi);INS(idi);;N,PL,PRT
kūdkimdõz;kūdkimdõz;kūdkimdõz;;;ADJ,SG,NOM
mǟdlõ;iz mǟdlõ;INS(iz )mǟdlõ;INS(iz );;V,ACT,FIN,IND,NEG,PST,SG,1
lǟdõ;lējid;lDEL(ǟ)INS(ēji)dDEL(õ);INS(ēji);DEL(ǟ),DEL(õ);V,ACT,FIN,QUOT,POS,PRS,PL,1
piņ;piņkõks;piņINS(kõks);INS(kõks);;N,SG,INS
tūontõz;tūontõndõks;tūontõDEL(z)INS(ndõks);INS(ndõks);DEL(z);ADJ,SG,INS
bōr;bōrsõ;bōrINS(sõ);INS(sõ);;N,SG,IN+ESS
läpš;lapstkõks;lDEL(äpš)INS(apstkõks);INS(apstkõks);DEL(äpš);N,PL,INS
oktōbõr;oktōbõri;oktōbõrINS(i);INS(i);;N,PL,PRT
līdõ;līdõ;līdõ;;;V,INF
kuolmõndpǟva;kuolmõndpäuvši;kuolmõndpDEL(ǟva)INS(äuvši);INS(äuvši);DEL(ǟva);N,PL,IN+ESS
sõnā;sõnnõ;sõnDEL(ā)INS(nõ);INS(nõ);DEL(ā);N,SG,PRT
ablatīv;ablatīvõn;ablatīvINS(õn);INS(õn);;N,SG,DAT
likkõ;äb likkõt;INS(äb )likkõINS(t);INS(äb ),INS(t);;V,ACT,FIN,IND,NEG,PRS,PL,3
dattõd;dattiž;dattDEL(õd)INS(iž);INS(iž);DEL(õd);N,PL,IN+ALL
oktōbõr;oktōbõrs;oktōbõrINS(s);INS(s);;N,SG,IN+ESS
likkõ;algõ likkõg;INS(algõ )likkõINS(g);INS(algõ ),INS(g);;V,ACT,FIN,LGSPEC1,NEG,PRS,SG,1
kimmõz;kimmõz;kimmõz;;;ADJ,SG,NOM
rōntõz;rōntõd;rōntõDEL(z)INS(d);INS(d);DEL(z);N,PL,GEN
ūomõg;ūomõgõn;ūomõgINS(õn);INS(õn);;N,SG,DAT
āmbaz;āmbazõs;āmbazINS(õs);INS(õs);;N,SG,IN+ESS
vīdtuoistõnz;vīdtuoistõndõks;vīdtuoistõnDEL(z)INS(dõks);INS(dõks);DEL(z);ADJ,SG,INS
vȱlda;äb vȯlksmõ;INS(äb )vDEL(ȱlda)INS(ȯlksmõ);INS(äb ),INS(ȯlksmõ);DEL(ȱlda);V,ACT,FIN,COND,NEG,PRS,PL,1
nūoŗpōŗ;nūoŗpōŗiž;nūoŗpōŗINS(iž);INS(iž);;N,PL,IN+ALL
vȱlda;vȯlkstõ;vDEL(ȱlda)INS(ȯlkstõ);INS(ȯlkstõ);DEL(ȱlda);V,ACT,FIN,COND,POS,PRS,PL,3
vīmkū;vīmkūd;vīmkūINS(d);INS(d);;N,PL,GEN
joutõmläpš;joutõmlapsõks;joutõmlDEL(äpš)INS(apsõks);INS(apsõks);DEL(äpš);N,SG,INS
jemā;jemād;jemāINS(d);INS(d);;N,PL,NOM
siḑīmsõnā;siḑīmsõnād;siḑīmsõnāINS(d);INS(d);;N,PL,NOM
āmbaz;āmbazis;āmbazINS(is);INS(is);;N,PL,IN+ESS
tūlda;äb līmõ tunnõd;DEL(tū)INS(äb )lINS(īmõ tunnõ)dDEL(a);INS(äb ),INS(īmõ tunnõ);DEL(tū),DEL(a);V,ACT,FIN,IND,NEG,FUT,PRF,PL,1,LGSPEC5
tūlda;līb tund;DEL(tū)lINS(īb tun)dDEL(a);INS(īb tun);DEL(tū),DEL(a);V,ACT,FIN,IND,POS,FUT,PRF,SG,3
tidār;tidārõs;tidārINS(õs);INS(õs);;N,SG,IN+ESS
pivāpǟva;pivāpǟva;pivāpǟva;;;N,SG,NOM
nǟdõ;nǟt;nǟDEL(dõ)INS(t);INS(t);DEL(dõ);V,ACT,FIN,IND,POS,PRS,PL,2
mǟdlõ;mǟdlõd;mǟdlõINS(d);INS(d);;V,ACT,FIN,IND,POS,PRS,SG,2
nūoŗ;nūoŗ;nūoŗ;;;ADJ,SG,NOM
võțīm;võțīmõ;võțīmINS(õ);INS(õ);;N,SG,IN+ALL
allitas;alīztõkstassõks;alDEL(li)INS(īztõks)taINS(ssõk)s;INS(īztõks),INS(ssõk);DEL(li);N,SG,INS
tūontõz;tūontõndõd;tūontõDEL(z)INS(ndõd);INS(ndõd);DEL(z);ADJ,PL,NOM
nädīļ;nädīļt;nädīļINS(t);INS(t);;N,SG,PRT
seiskimdõz;seiskimdõndist;seiskimdõDEL(z)INS(ndist);INS(ndist);DEL(z);ADJ,PL,IN+ABL
lǟdõ;äb lǟkstõ;INS(äb )lǟDEL(d)INS(kst)õ;INS(äb ),INS(kst);DEL(d);V,ACT,FIN,COND,NEG,PRS,PL,3
nūoŗpōr;nūoŗpōrõks;nūoŗpōrINS(õks);INS(õks);;N,SG,INS
vīļakū;vīļakūdõ;vīļakūINS(dõ);INS(dõ);;N,SG,PRT
lǟdõ;lekštõ;lDEL(ǟd)INS(ekšt)õ;INS(ekšt);DEL(ǟd);V,ACT,FIN,IND,POS,PST,PL,2
kūlõ;līd kūlõn;INS(līd )kūlõINS(n);INS(līd ),INS(n);;V,ACT,FIN,IND,POS,FUT,PRF,SG,2
sȭira;sȭira;sȭira;;;N,SG,GEN
lešknai;lešknaiži;lešknaINS(iž)i;INS(iž);;N,PL,PRT
drūošõ;drūošõs;drūošõINS(s);INS(s);;ADJ,SG,IN+ESS
illatīv;illatīv;illatīv;;;N,SG,GEN
seismi;seismizt;seismiINS(zt);INS(zt);;ADJ,SG,PRT
kinō;kinōdõn;kinōINS(dõn);INS(dõn);;N,PL,DAT
kūora;kūorast;kūoraINS(st);INS(st);;N,SG,IN+ABL
allitas;allitas;allitas;;;N,SG,NOM
kaffetas;kaffetassõst;kaffetasINS(sõst);INS(sõst);;N,SG,IN+ABL
jellõ;jellõs;jellõINS(s);INS(s);;V,LGSPEC2
nūoŗpōŗ;nūoŗpōŗšõ;nūoŗpōŗINS(šõ);INS(šõ);;N,SG,IN+ESS
kōdtuoistõnz;kōdtuoistõndõdõn;kōdtuoistINS(õndõd)õnDEL(z);INS(õndõd);DEL(z);ADJ,PL,DAT
ȭdõg;ȭdõgidi;ȭdõgINS(idi);INS(idi);;N,PL,PRT
līdõ;ät lītõ;INS(ät )līDEL(d)INS(t)õ;INS(ät ),INS(t);DEL(d);V,ACT,FIN,IND,NEG,PRS,PL,2
bäzmõr;bäzmõrõks;bäzmõrINS(õks);INS(õks);;N,SG,INS
jellõ;līb jellõn;INS(līb )jellõINS(n);INS(līb ),INS(n);;V,ACT,FIN,IND,POS,FUT,PRF,SG,1
mǟdlõ;algõ mǟdlõg;INS(algõ )mǟdlõINS(g);INS(algõ ),INS(g);;V,ACT,FIN,LGSPEC1,NEG,PRS,SG,3
pānda;pandsõ;pDEL(ānd)aINS(ndsõ);INS(ndsõ);DEL(ānd);V,LGSPEC2
pōŗ;pōŗõ;pōŗINS(õ);INS(õ);;N,SG,IN+ALL
mȭka;mȭkas;mȭkaINS(s);INS(s);;N,SG,IN+ESS
vȱlda;äb lī vȯnd;DEL(vȱ)INS(äb )lINS(ī vȯn)dDEL(a);INS(äb ),INS(ī vȯn);DEL(vȱ),DEL(a);V,ACT,FIN,IND,NEG,FUT,PRF,SG,1
bäzmõr;bäzmõris;bäzmõrINS(is);INS(is);;N,PL,IN+ESS
nēļakimdõz;nēļakimdõndis;nēļakimdõDEL(z)INS(ndis);INS(ndis);DEL(z);ADJ,PL,IN+ESS
april;aprilist;aprilINS(ist);INS(ist);;N,PL,IN+ABL
jellõ;iz jel;INS(iz )jelDEL(lõ);INS(iz );DEL(lõ);V,ACT,FIN,IND,NEG,PST,SG,1
april;aprilõ;aprilINS(õ);INS(õ);;N,SG,IN+ALL
nimsõnā;nimsõnās;nimsõnāINS(s);INS(s);;N,SG,IN+ESS
tīepǟva;tīepäuvõ;tīepDEL(ǟva)INS(äuvõ);INS(äuvõ);DEL(ǟva);N,SG,PRT
detsembõr;detsembõriž;detsembõrINS(iž);INS(iž);;N,PL,IN+ALL
kūdtuoistõnz;kūdtuoistõndõdõks;kūdtuoistõnDEL(z)INS(dõdõks);INS(dõdõks);DEL(z);ADJ,PL,INS
atrāita;atrāitis;atrāitDEL(a)INS(is);INS(is);DEL(a);N,PL,IN+ESS
ikšlug;ikšlugstõ;ikšlugINS(stõ);INS(stõ);;N,SG,IN+ABL
īdõkssadāz;īdõkssadāndõ;īdõkssadāDEL(z)INS(ndõ);INS(ndõ);DEL(z);ADJ,SG,IN+ALL
vȯlmsõnā;vȯlmsõņḑi;vȯlmsõDEL(nā)INS(ņḑi);INS(ņḑi);DEL(nā);N,PL,PRT
pärsōn;pärsōnist;pärsōnINS(ist);INS(ist);;N,PL,IN+ABL
lugsõnā;lugsõnān;lugsõnāINS(n);INS(n);;N,SG,DAT
analōg;analōg;analōg;;;N,SG,NOM
kanā;kanā;kanā;;;N,SG,GEN
kūora;kūorad;kūoraINS(d);INS(d);;N,PL,NOM
vȱlda;vȯļļi;vDEL(ȱlda)INS(ȯļļi);INS(ȯļļi);DEL(ȱlda);V,ACT,FIN,QUOT,POS,PRS,SG,3
sēmḑa;sēmḑa;sēmḑa;;;N,SG,GEN
ab;abbõn;abINS(bõn);INS(bõn);;N,SG,DAT
kūdõz;kūdõnd;kūdõDEL(z)INS(nd);INS(nd);DEL(z);ADJ,SG,GEN
kinō;kinīdi;kinDEL(ō)INS(īdi);INS(īdi);DEL(ō);N,PL,PRT
mǟdlõ;mǟdlizmõ;mǟdlINS(izm)õ;INS(izm);;V,ACT,FIN,IND,POS,PST,PL,1
neitški;neitški;neitški;;;N,SG,NOM
līdõ;līji;līDEL(dõ)INS(ji);INS(ji);DEL(dõ);V,ACT,FIN,QUOT,POS,PRS,SG,3
suoŗm;suormõ;suoDEL(ŗ)INS(r)mINS(õ);INS(r),INS(õ);DEL(ŗ);N,SG,IN+ALL
jemā;jemādõks;jemāINS(dõks);INS(dõks);;N,PL,INS
kūdkimdõz;kūdkimdõndõd;kūdkimdõDEL(z)INS(ndõd);INS(ndõd);DEL(z);ADJ,PL,NOM
ǟma;ǟmiž;ǟmDEL(a)INS(iž);INS(iž);DEL(a);N,PL,IN+ALL
mǟdlõ;mǟdlõks;mǟdlõINS(ks);INS(ks);;V,ACT,FIN,COND,POS,PRS,SG,3
jellõ;jelāksmõ;jeDEL(l)lINS(āksm)õ;INS(āksm);DEL(l);V,ACT,FIN,COND,POS,PRS,PL,1
nūoŗmīez;nūoŗmēši;nūoŗmDEL(īez)INS(ēši);INS(ēši);DEL(īez);N,PL,IN+ESS
analīz;analīzist;analīzINS(ist);INS(ist);;N,PL,IN+ABL
jūlij;jūlij;jūlij;;;N,SG,NOM
jellõ;äd jel;INS(äd )jelDEL(lõ);INS(äd );DEL(lõ);V,ACT,FIN,IND,NEG,PRS,SG,2
kuolmsadāz;kuolmsadāndõks;kuolmsadāDEL(z)INS(ndõks);INS(ndõks);DEL(z);ADJ,SG,INS
bōr;bōrõks;bōrINS(õks);INS(õks);;N,SG,INS
äbknaš;äbknašīd;äbknašINS(īd);INS(īd);;ADJ,PL,GEN
līdõ;äb lī;INS(äb )līDEL(dõ);INS(äb );DEL(dõ);V,ACT,FIN,IND,NEG,PRS,SG,1
piņ;piņ;piņ;;;N,SG,NOM
rištīng;rištīngõ;rištīngINS(õ);INS(õ);;N,SG,IN+ALL
instrumentāl;instrumentālõ;instrumentālINS(õ);INS(õ);;N,SG,IN+ALL
kūlõ;äb lī kūlõn;INS(äb lī )kūlõINS(n);INS(äb lī ),INS(n);;V,ACT,FIN,IND,NEG,FUT,PRF,SG,1
pōr;pōr;pōr;;;N,SG,GEN
tūlda;alā tul!;DEL(tūld)aINS(lā tul!);INS(lā tul!);DEL(tūld);V,ACT,FIN,IMP,PRS,NEG,SG,2
ǟma;ǟmadõn;ǟmaINS(dõn);INS(dõn);;N,PL,DAT
alli;alīztõks;alDEL(li)INS(īztõks);INS(īztõks);DEL(li);N,SG,INS
blēḑ;blēḑiž;blēḑINS(iž);INS(iž);;N,PL,IN+ALL
ȭdõg;ȭdõgõks;ȭdõgINS(õks);INS(õks);;N,SG,INS
kōdsadāz;kōdsadāndõks;kōdsadāDEL(z)INS(ndõks);INS(ndõks);DEL(z);ADJ,SG,INS
knaš;knašīs;knašINS(īs);INS(īs);;ADJ,PL,IN+ESS
tūontõz;tūontõndiž;tūontõDEL(z)INS(ndiž);INS(ndiž);DEL(z);ADJ,PL,IN+ALL
pūoga;pūogan;pūogaINS(n);INS(n);;N,SG,DAT
izā;izīž;izDEL(ā)INS(īž);INS(īž);DEL(ā);N,PL,IN+ALL
seismõztuoistõnz;seismõztuoistõndist;seismõztuoistõnDEL(z)INS(dist);INS(dist);DEL(z);ADJ,PL,IN+ABL
kūlõ;līb kūlõn;INS(līb )kūlõINS(n);INS(līb ),INS(n);;V,ACT,FIN,IND,POS,FUT,PRF,SG,1
lēḑkū;lēḑkūdõ;lēḑkūINS(dõ);INS(dõ);;N,SG,PRT
sēmḑa;sēmḑis;sēmḑDEL(a)INS(is);INS(is);DEL(a);N,PL,IN+ESS
kimmõz;kimmõndõdõn;kimmõDEL(z)INS(ndõdõn);INS(ndõdõn);DEL(z);ADJ,PL,DAT
kūora;kūoradõks;kūoraINS(dõks);INS(dõks);;N,PL,INS
jemā;jemāks;jemāINS(ks);INS(ks);;N,SG,INS
alīztas;alīztas;alīztas;;;N,SG,NOM
kuolmõndpǟva;kuolmõndpäuvži;kuolmõndpDEL(ǟva)INS(äuvži);INS(äuvži);DEL(ǟva);N,PL,IN+ALL
