Source;Target;Combined;Inserts;Deletes;Grammar
njóta;nyti;nDEL(jóta)INS(yti);INS(yti);DEL(jóta);V,SBJV,PST,1,SG
snekkja;snekkja;snekkja;;;N,INDF,NOM,SG
sæskrímsli;sæskrímslið;sæskrímsliINS(ð);INS(ð);;N,DEF,ACC,SG
aðgangur;aðgangi;aðgangDEL(ur)INS(i);INS(i);DEL(ur);N,INDF,DAT,SG
tína;tínduð;tínDEL(a)INS(duð);INS(duð);DEL(a);V,IND,PST,2,PL
nemi;neminn;nemiINS(nn);INS(nn);;N,DEF,NOM,SG
augnlæknir;augnlæknana;augnlæknDEL(ir)INS(ana);INS(ana);DEL(ir);N,DEF,ACC,PL
létta;léttir;léttDEL(a)INS(ir);INS(ir);DEL(a);V,IND,PRS,2,SG
bókfinka;bókfinkurnar;bókfinkINS(urn)aINS(r);INS(urn),INS(r);;N,DEF,NOM,PL
hámark;hámarki;hámarkINS(i);INS(i);;N,INDF,DAT,SG
gler;glerið;glerINS(ið);INS(ið);;N,DEF,NOM,SG
hneppa;hneppum;hneppDEL(a)INS(um);INS(um);DEL(a);V,SBJV,PRS,1,PL
sönglag;sönglagsins;sönglagINS(sins);INS(sins);;N,DEF,GEN,SG
sinfóníuhljómsveit;sinfóníuhljómsveitir;sinfóníuhljómsveitINS(ir);INS(ir);;N,INDF,ACC,PL
frumulíffæri;frumulíffæri;frumulíffæri;;;N,INDF,NOM,SG
ómur;óminn;ómDEL(ur)INS(inn);INS(inn);DEL(ur);N,DEF,ACC,SG
lundi;lundinn;lundiINS(nn);INS(nn);;N,DEF,NOM,SG
skjóla;skjólanna;skjólINS(ann)a;INS(ann);;N,DEF,GEN,PL
leiðsögumaður;leiðsögumenn;leiðsögumDEL(aður)INS(enn);INS(enn);DEL(aður);N,INDF,NOM,PL
undirflokkur;undirflokka;undirflokkDEL(ur)INS(a);INS(a);DEL(ur);N,INDF,ACC,PL
bókaskápur;bókaskápur;bókaskápur;;;N,INDF,NOM,SG
farga;farga;farga;;;V,IND,PRS,3,PL
þvegill;þvegil;þvegiDEL(l)l;;DEL(l);N,INDF,ACC,SG
kvelja;kvaldi;kvDEL(elj)aINS(ldi);INS(ldi);DEL(elj);V,IND,PST,3,SG
flóð;flóðanna;flóðINS(anna);INS(anna);;N,DEF,GEN,PL
dregill;dreglunum;dregDEL(il)lINS(unum);INS(unum);DEL(il);N,DEF,DAT,PL
pabbi;pabbanum;pabbDEL(i)INS(anum);INS(anum);DEL(i);N,DEF,DAT,SG
mjólka;mjólki;mjólkDEL(a)INS(i);INS(i);DEL(a);V,SBJV,PRS,1,SG
miði;miða;miðDEL(i)INS(a);INS(a);DEL(i);N,INDF,ACC,SG
Íri;Íra;ÍrDEL(i)INS(a);INS(a);DEL(i);N,INDF,GEN,PL
fimleikar;fimleikum;fimleikDEL(ar)INS(um);INS(um);DEL(ar);N,INDF,DAT,SG
hald;haldið;haldINS(ið);INS(ið);;N,DEF,NOM,SG
kennd;kenndunum;kenndINS(unum);INS(unum);;N,DEF,DAT,PL
gervill;gervilsins;gerviDEL(l)lINS(sins);INS(sins);DEL(l);N,DEF,GEN,SG
ófrjósemi;ófrjóseminnar;ófrjósemiINS(nnar);INS(nnar);;N,DEF,GEN,SG
endurræsa;endurræstum;endurræsDEL(a)INS(tum);INS(tum);DEL(a);V,SBJV,PST,1,PL
seiva;seivið;seivDEL(a)INS(ið);INS(ið);DEL(a);V,IND,PRS,2,PL
trega;tregið;tregDEL(a)INS(ið);INS(ið);DEL(a);V,SBJV,PRS,2,PL
kynfæri;kynfæri;kynfæri;;;N,INDF,ACC,SG
landfræði;landfræðina;landfræðiINS(na);INS(na);;N,DEF,ACC,SG
hnappur;hnappur;hnappur;;;N,INDF,NOM,SG
hópkynlíf;hópkynlífsins;hópkynlífINS(sins);INS(sins);;N,DEF,GEN,SG
hneggja;hneggjaðir;hneggjaINS(ðir);INS(ðir);;V,SBJV,PST,2,SG
hæka;hækanna;hækINS(ann)a;INS(ann);;N,DEF,GEN,PL
verslun;verslun;verslun;;;N,INDF,ACC,SG
sníða;sniði;snDEL(íða)INS(iði);INS(iði);DEL(íða);V,SBJV,PST,1,SG
funi;fununum;funDEL(i)INS(unum);INS(unum);DEL(i);N,DEF,DAT,PL
skjaldbaka;skjaldbakanna;skjaldbakINS(ann)a;INS(ann);;N,DEF,GEN,PL
sement;sements;sementINS(s);INS(s);;N,INDF,GEN,SG
systir;systur;systDEL(i)INS(u)r;INS(u);DEL(i);N,INDF,ACC,PL
lyklaborð;lyklaborði;lyklaborðINS(i);INS(i);;N,INDF,DAT,SG
sveit;sveitina;sveitINS(ina);INS(ina);;N,DEF,ACC,SG
landslið;landsliðs;landsliðINS(s);INS(s);;N,INDF,GEN,SG
apamaður;apamennina;apamINS(ennin)aDEL(ður);INS(ennin);DEL(ður);N,DEF,ACC,PL
foss;fossa;fossINS(a);INS(a);;N,INDF,ACC,PL
nefnifall;nefniföll;nefnifDEL(a)INS(ö)ll;INS(ö);DEL(a);N,INDF,NOM,PL
tálma;tálmir;tálmDEL(a)INS(ir);INS(ir);DEL(a);V,SBJV,PRS,2,SG
merking;merkingu;merkingINS(u);INS(u);;N,INDF,DAT,SG
saumur;saumnum;saumINS(n)uDEL(r)INS(m);INS(n),INS(m);DEL(r);N,DEF,DAT,SG
sæða;sæði;sæðDEL(a)INS(i);INS(i);DEL(a);V,SBJV,PRS,1,SG
gervill;gervla;gervDEL(il)lINS(a);INS(a);DEL(il);N,INDF,GEN,PL
flæmingi;flæmingjana;flæmingDEL(i)INS(jana);INS(jana);DEL(i);N,DEF,ACC,PL
treyja;treyjum;treyjDEL(a)INS(um);INS(um);DEL(a);N,INDF,DAT,PL
daðla;daðla;daðla;;;N,INDF,NOM,SG
leikmynd;leikmyndar;leikmyndINS(ar);INS(ar);;N,INDF,GEN,SG
kál;káls;kálINS(s);INS(s);;N,INDF,GEN,SG
kaffivél;kaffivélar;kaffivélINS(ar);INS(ar);;N,INDF,NOM,PL
eyrugla;eyrugluna;eyruglINS(un)a;INS(un);;N,DEF,ACC,SG
engi;engin;engiINS(n);INS(n);;N,DEF,ACC,PL
strokka;strokkuðu;strokkDEL(a)INS(uðu);INS(uðu);DEL(a);V,SBJV,PST,3,PL
æsingur;æsingnum;æsingINS(n)uDEL(r)INS(m);INS(n),INS(m);DEL(r);N,DEF,DAT,SG
kjóll;kjóla;kjóDEL(l)lINS(a);INS(a);DEL(l);N,INDF,ACC,PL
undirflokkur;undirflokkana;undirflokkDEL(ur)INS(ana);INS(ana);DEL(ur);N,DEF,ACC,PL
heimsyfirráð;heimsyfirráðin;heimsyfirráðINS(in);INS(in);;N,DEF,NOM,SG
vísa;vísurnar;vísINS(urn)aINS(r);INS(urn),INS(r);;N,DEF,NOM,PL
hagfræði;hagfræðinni;hagfræðINS(inn)i;INS(inn);;N,DEF,DAT,SG
ljósbjalla;ljósbjöllurnar;ljósbjDEL(a)INS(ö)llINS(urn)aINS(r);INS(ö),INS(urn),INS(r);DEL(a);N,DEF,ACC,PL
tjörn;tjörnunum;tjörnINS(unum);INS(unum);;N,DEF,DAT,PL
skóli;skólinn;skóliINS(nn);INS(nn);;N,DEF,NOM,SG
skeiðklukka;skeiðklukkan;skeiðklukkaINS(n);INS(n);;N,DEF,NOM,SG
tylla;tyllti;tyllDEL(a)INS(ti);INS(ti);DEL(a);V,IND,PST,3,SG
dys;dys;dys;;;N,INDF,NOM,SG
bógur;bógs;bógDEL(ur)INS(s);INS(s);DEL(ur);N,INDF,GEN,SG
fákur;fákanna;fákDEL(ur)INS(anna);INS(anna);DEL(ur);N,DEF,GEN,PL
kynfæri;kynfæri;kynfæri;;;N,INDF,ACC,PL
hjálp;hjálpa;hjálpINS(a);INS(a);;N,INDF,GEN,PL
ökumaður;ökumanninn;ökumaDEL(ður)INS(nninn);INS(nninn);DEL(ður);N,DEF,ACC,SG
fiskifræði;fiskifræði;fiskifræði;;;N,INDF,DAT,SG
hnésbót;hnésbótarinnar;hnésbótINS(arinnar);INS(arinnar);;N,DEF,GEN,SG
skop;skops;skopINS(s);INS(s);;N,INDF,GEN,SG
gemsi;gemsa;gemsDEL(i)INS(a);INS(a);DEL(i);N,INDF,DAT,SG
kunta;kuntuna;kuntINS(un)a;INS(un);;N,DEF,ACC,SG
meistari;meistarana;meistarDEL(i)INS(ana);INS(ana);DEL(i);N,DEF,ACC,PL
undiroka;undirokið;undirokDEL(a)INS(ið);INS(ið);DEL(a);V,IMP,2,PL
sætta;sættu;sættDEL(a)INS(u);INS(u);DEL(a);V,IND,PST,3,PL
þylja;þuldu;þDEL(ylja)INS(uldu);INS(uldu);DEL(ylja);V,IND,PST,3,PL
bölvun;bölvanirnar;bölvDEL(u)INS(a)nINS(irnar);INS(a),INS(irnar);DEL(u);N,DEF,NOM,PL
söngkona;söngkonurnar;söngkoINS(nur)naINS(r);INS(nur),INS(r);;N,DEF,ACC,PL
gagnagrunnur;gagnagrunni;gagnagrunnDEL(ur)INS(i);INS(i);DEL(ur);N,INDF,DAT,SG
raupari;raupari;raupari;;;N,INDF,NOM,SG
rýra;rýrði;rýrDEL(a)INS(ði);INS(ði);DEL(a);V,IND,PST,1,SG
strauja;strauja;strauja;;;V,IND,PRS,1,SG
fóarn;fóörnunum;fóDEL(a)INS(ö)rnINS(unum);INS(ö),INS(unum);DEL(a);N,DEF,DAT,PL
osmín;osmíninu;osmínINS(inu);INS(inu);;N,DEF,DAT,SG
klippur;klippa;klippDEL(ur)INS(a);INS(a);DEL(ur);N,INDF,GEN,SG
sprok;sprokum;sprokINS(um);INS(um);;N,INDF,DAT,PL
friður;friðinum;friðINS(in)uDEL(r)INS(m);INS(in),INS(m);DEL(r);N,DEF,DAT,SG
gripur;gripinn;gripDEL(ur)INS(inn);INS(inn);DEL(ur);N,DEF,ACC,SG
eingyðistrú;eingyðistrúrnar;eingyðistrúINS(rnar);INS(rnar);;N,DEF,ACC,PL
svíri;svíranum;svírDEL(i)INS(anum);INS(anum);DEL(i);N,DEF,DAT,SG
stykki;stykki;stykki;;;N,INDF,ACC,PL
gervitunglamynd;gervitunglamyndirnar;gervitunglamyndINS(irnar);INS(irnar);;N,DEF,ACC,PL
svæfa;svæfandi;svæfaINS(ndi);INS(ndi);;V.PTCP,PRS
dáti;dátum;dátDEL(i)INS(um);INS(um);DEL(i);N,INDF,DAT,PL
stofupíanó;stofupíanóunum;stofupíanóINS(unum);INS(unum);;N,DEF,DAT,PL
öxl;öxlum;öxlINS(um);INS(um);;N,INDF,DAT,PL
hnúfubakur;hnúfubakur;hnúfubakur;;;N,INDF,NOM,SG
þjónusta;þjónustur;þjónustDEL(a)INS(ur);INS(ur);DEL(a);N,INDF,NOM,PL
afmælisbarn;afmælisbarni;afmælisbarnINS(i);INS(i);;N,INDF,DAT,SG
kviður;kviðarins;kviðDEL(u)INS(a)rINS(ins);INS(a),INS(ins);DEL(u);N,DEF,GEN,SG
kennari;kennurum;kennDEL(ari)INS(urum);INS(urum);DEL(ari);N,INDF,DAT,PL
kennsla;kennsla;kennsla;;;N,INDF,NOM,SG
kvistur;kvisti;kvistDEL(ur)INS(i);INS(i);DEL(ur);N,INDF,DAT,SG
keyra;keyri;keyrDEL(a)INS(i);INS(i);DEL(a);V,IND,PRS,1,SG
útiloka;útilokaðir;útilokaINS(ðir);INS(ðir);;V,SBJV,PST,2,SG
kítta;kíttuðuð;kíttDEL(a)INS(uðuð);INS(uðuð);DEL(a);V,SBJV,PST,2,PL
kvenmaður;kvenmanninn;kvenmaDEL(ður)INS(nninn);INS(nninn);DEL(ður);N,DEF,ACC,SG
þarfaþing;þarfaþings;þarfaþingINS(s);INS(s);;N,INDF,GEN,SG
goði;goðar;goðDEL(i)INS(ar);INS(ar);DEL(i);N,INDF,NOM,PL
hjalt;hjölt;hjDEL(a)INS(ö)lt;INS(ö);DEL(a);N,INDF,NOM,PL
pyngja;pyngjuna;pyngjINS(un)a;INS(un);;N,DEF,ACC,SG
kaup;kaupanna;kaupINS(anna);INS(anna);;N,DEF,GEN,PL
léttir;léttanna;léttDEL(ir)INS(anna);INS(anna);DEL(ir);N,DEF,GEN,PL
aflagssögn;aflagssögnina;aflagssögnINS(ina);INS(ina);;N,DEF,ACC,SG
hjala;hjali;hjalDEL(a)INS(i);INS(i);DEL(a);V,SBJV,PRS,3,PL
skýla;skýlandi;skýlaINS(ndi);INS(ndi);;V.PTCP,PRS
nota;notaði;notaINS(ði);INS(ði);;V,IND,PST,3,SG
framlag;framlaganna;framlagINS(anna);INS(anna);;N,DEF,GEN,PL
hræsni;hræsninnar;hræsniINS(nnar);INS(nnar);;N,DEF,GEN,SG
búningur;búninga;búningDEL(ur)INS(a);INS(a);DEL(ur);N,INDF,ACC,PL
píka;píkurnar;píkINS(urn)aINS(r);INS(urn),INS(r);;N,DEF,ACC,PL
útiloka;útilokum;útilokDEL(a)INS(um);INS(um);DEL(a);V,SBJV,PRS,1,PL
sópa;sópandi;sópaINS(ndi);INS(ndi);;V.PTCP,PRS
drepa;drapst;drDEL(ep)aINS(pst);INS(pst);DEL(ep);V,IND,PST,2,SG
græða;græðið;græINS(ði)ðDEL(a);INS(ði);DEL(a);V,IMP,2,PL
hjálparsögn;hjálparsögnina;hjálparsögnINS(ina);INS(ina);;N,DEF,ACC,SG
met;metsins;metINS(sins);INS(sins);;N,DEF,GEN,SG
fantur;fanta;fantDEL(ur)INS(a);INS(a);DEL(ur);N,INDF,GEN,PL
skógur;skóga;skógDEL(ur)INS(a);INS(a);DEL(ur);N,INDF,ACC,PL
stræti;strætinu;strætiINS(nu);INS(nu);;N,DEF,DAT,SG
daður;daður;daður;;;N,INDF,ACC,SG
kafbátur;kafbáti;kafbátDEL(ur)INS(i);INS(i);DEL(ur);N,INDF,DAT,SG
miðvörður;miðvörðurinn;miðvörðurINS(inn);INS(inn);;N,DEF,NOM,SG
gé;géi;géINS(i);INS(i);;N,INDF,DAT,SG
alba;ölburnar;DEL(a)INS(ö)lbINS(urn)aINS(r);INS(ö),INS(urn),INS(r);DEL(a);N,DEF,NOM,PL
makka;mökkuðu;mDEL(a)INS(ö)kkDEL(a)INS(uðu);INS(ö),INS(uðu);DEL(a),DEL(a);V,SBJV,PST,3,PL
agi;ögum;DEL(agi)INS(ögum);INS(ögum);DEL(agi);N,INDF,DAT,PL
snekkja;snekkjan;snekkjaINS(n);INS(n);;N,DEF,NOM,SG
klipping;klippingunni;klippingINS(unni);INS(unni);;N,DEF,DAT,SG
matareitrun;matareitrana;matareitrDEL(u)INS(a)nINS(a);INS(a),INS(a);DEL(u);N,INDF,GEN,PL
pexa;pexið;pexDEL(a)INS(ið);INS(ið);DEL(a);V,IMP,2,PL
dráttur;dráttum;dráttuDEL(r)INS(m);INS(m);DEL(r);N,INDF,DAT,PL
staða;stöðum;stDEL(aða)INS(öðum);INS(öðum);DEL(aða);N,INDF,DAT,PL
vakt;vaktirnar;vaktINS(irnar);INS(irnar);;N,DEF,NOM,PL
stjörnuvindur;stjörnuvindanna;stjörnuvindDEL(ur)INS(anna);INS(anna);DEL(ur);N,DEF,GEN,PL
kristþyrnir;kristþyrni;kristþyrniDEL(r);;DEL(r);N,INDF,DAT,SG
rafstöð;rafstöðvanna;rafstöðINS(vanna);INS(vanna);;N,DEF,GEN,PL
elli;elli;elli;;;N,INDF,GEN,SG
vigur;vigrum;vigDEL(u)rINS(um);INS(um);DEL(u);N,INDF,DAT,PL
flýta;flýta;flýta;;;V,IND,PRS,3,PL
skordýr;skordýrin;skordýrINS(in);INS(in);;N,DEF,ACC,PL
lindi;linda;lindDEL(i)INS(a);INS(a);DEL(i);N,INDF,ACC,PL
handrit;handritinu;handritINS(inu);INS(inu);;N,DEF,DAT,SG
afsaka;afsökum;afsDEL(aka)INS(ökum);INS(ökum);DEL(aka);V,IND,PRS,1,PL
kantur;köntum;kDEL(a)INS(ö)ntuDEL(r)INS(m);INS(ö),INS(m);DEL(a),DEL(r);N,INDF,DAT,PL
ölmusa;ölmusunni;ölmusDEL(a)INS(unni);INS(unni);DEL(a);N,DEF,DAT,SG
demantur;demant;demantDEL(ur);;DEL(ur);N,INDF,ACC,SG
skyrta;skyrta;skyrta;;;N,INDF,NOM,SG
strompur;strompanna;strompDEL(ur)INS(anna);INS(anna);DEL(ur);N,DEF,GEN,PL
deita;deituðu;deitDEL(a)INS(uðu);INS(uðu);DEL(a);V,SBJV,PST,3,PL
andi;anda;andDEL(i)INS(a);INS(a);DEL(i);N,INDF,DAT,SG
hræla;hrælar;hrælaINS(r);INS(r);;V,IND,PRS,3,SG
vakt;vaktirnar;vaktINS(irnar);INS(irnar);;N,DEF,ACC,PL
víkja;víka;víkDEL(j)a;;DEL(j);V,NFIN
eldur;eldana;eldDEL(ur)INS(ana);INS(ana);DEL(ur);N,DEF,ACC,PL
öfund;öfundina;öfundINS(ina);INS(ina);;N,DEF,ACC,SG
klettur;klettanna;klettDEL(ur)INS(anna);INS(anna);DEL(ur);N,DEF,GEN,PL
bæjasvala;bæjasvöluna;bæjasvDEL(a)INS(ö)lINS(un)a;INS(ö),INS(un);DEL(a);N,DEF,ACC,SG
flokkur;flokkunum;flokkuDEL(r)INS(num);INS(num);DEL(r);N,DEF,DAT,PL
þvarg;þvargs;þvargINS(s);INS(s);;N,INDF,GEN,SG
framhlaðningur;framhlaðninganna;framhlaðningDEL(ur)INS(anna);INS(anna);DEL(ur);N,DEF,GEN,PL
þokki;þokki;þokki;;;N,INDF,NOM,SG
hreysi;hreysi;hreysi;;;N,INDF,NOM,PL
fræ;fræið;fræINS(ið);INS(ið);;N,DEF,ACC,SG
kveða;kvæðum;kvDEL(eða)INS(æðum);INS(æðum);DEL(eða);V,SBJV,PST,1,PL
ósk;ósk;ósk;;;N,INDF,DAT,SG
kúka;kúkuðuð;kúkDEL(a)INS(uðuð);INS(uðuð);DEL(a);V,IND,PST,2,PL
oddur;odda;oddDEL(ur)INS(a);INS(a);DEL(ur);N,INDF,ACC,PL
trog;trog;trog;;;N,INDF,NOM,PL
aría;aríunum;aríDEL(a)INS(unum);INS(unum);DEL(a);N,DEF,DAT,PL
skriðdýr;skriðdýranna;skriðdýrINS(anna);INS(anna);;N,DEF,GEN,PL
hylur;hyls;hylDEL(ur)INS(s);INS(s);DEL(ur);N,INDF,GEN,SG
matseðill;matseðil;matseðiDEL(l)l;;DEL(l);N,INDF,ACC,SG
kínverska;kínversku;kínverskDEL(a)INS(u);INS(u);DEL(a);N,INDF,ACC,SG
tefla;tefldu;teflDEL(a)INS(du);INS(du);DEL(a);V,SBJV,PST,3,PL
lágmark;lágmörkunum;lágmDEL(a)INS(ö)rkINS(unum);INS(ö),INS(unum);DEL(a);N,DEF,DAT,PL
gargönd;gargöndinni;gargöndINS(inni);INS(inni);;N,DEF,DAT,SG
frost;frostið;frostINS(ið);INS(ið);;N,DEF,ACC,SG
lortur;lortinum;lortINS(in)uDEL(r)INS(m);INS(in),INS(m);DEL(r);N,DEF,DAT,SG
riddari;riddurum;riddDEL(ari)INS(urum);INS(urum);DEL(ari);N,INDF,DAT,PL
gat;gatið;gatINS(ið);INS(ið);;N,DEF,ACC,SG
dvergur;dvergsins;dvergDEL(ur)INS(sins);INS(sins);DEL(ur);N,DEF,GEN,SG
rok;rokanna;rokINS(anna);INS(anna);;N,DEF,GEN,PL
gröf;gröfunum;gröfINS(unum);INS(unum);;N,DEF,DAT,PL
sveðja;sveðjunum;sveðjDEL(a)INS(unum);INS(unum);DEL(a);N,DEF,DAT,PL
hneigja;hneigja;hneigja;;;V,IND,PRS,3,PL
kögur;kögri;kögDEL(u)rINS(i);INS(i);DEL(u);N,INDF,DAT,SG
teygjudýr;teygjudýrsins;teygjudýrINS(sins);INS(sins);;N,DEF,GEN,SG
óttast;óttast;óttast;;;V,IND,PST,3,SG
ferna;fernum;fernDEL(a)INS(um);INS(um);DEL(a);N,INDF,DAT,PL
kápa;kápa;kápa;;;N,INDF,GEN,PL
hjúkrun;hjúkrun;hjúkrun;;;N,INDF,DAT,SG
dýrka;dýrkuðu;dýrkDEL(a)INS(uðu);INS(uðu);DEL(a);V,IND,PST,3,PL
vændiskona;vændiskonu;vændiskonDEL(a)INS(u);INS(u);DEL(a);N,INDF,DAT,SG
örnefni;örnefninu;örnefniINS(nu);INS(nu);;N,DEF,DAT,SG
lilja;liljanna;liljINS(ann)a;INS(ann);;N,DEF,GEN,PL
kýli;kýlanna;kýlDEL(i)INS(anna);INS(anna);DEL(i);N,DEF,GEN,PL
brjálæði;brjálæðinu;brjálæðiINS(nu);INS(nu);;N,DEF,DAT,SG
háfur;háfnum;háfINS(n)uDEL(r)INS(m);INS(n),INS(m);DEL(r);N,DEF,DAT,SG
afsökun;afsökunin;afsökuINS(ni)n;INS(ni);;N,DEF,NOM,SG
meðaltal;meðaltalið;meðaltalINS(ið);INS(ið);;N,DEF,NOM,SG
geit;geit;geit;;;N,INDF,DAT,SG
egna;egnið;egnDEL(a)INS(ið);INS(ið);DEL(a);V,IMP,2,PL
kjörskrá;kjörskrám;kjörskráINS(m);INS(m);;N,INDF,DAT,PL
Austurríkismaður;Austurríkismann;AusturríkismaDEL(ður)INS(nn);INS(nn);DEL(ður);N,INDF,ACC,SG
munaðarleysingi;munaðarleysinginn;munaðarleysingiINS(nn);INS(nn);;N,DEF,NOM,SG
leyfi;leyfi;leyfi;;;N,INDF,NOM,PL
fæla;fæli;fælDEL(a)INS(i);INS(i);DEL(a);V,IND,PRS,1,SG
unnusti;unnustarnir;unnustINS(arn)iINS(r);INS(arn),INS(r);;N,DEF,NOM,PL
andvirði;andvirði;andvirði;;;N,INDF,ACC,SG
tigna;tignaðir;tignaINS(ðir);INS(ðir);;V,SBJV,PST,2,SG
séra;séra;séra;;;N,INDF,GEN,PL
vídeó;vídeós;vídeóINS(s);INS(s);;N,INDF,GEN,SG
tilboð;tilboðin;tilboðINS(in);INS(in);;N,DEF,ACC,PL
koss;kossanna;kossINS(anna);INS(anna);;N,DEF,GEN,PL
væl;vælin;vælINS(in);INS(in);;N,DEF,ACC,PL
strekkja;strekkið;strekkDEL(ja)INS(ið);INS(ið);DEL(ja);V,IND,PRS,2,PL
fornafn;fornöfn;fornDEL(a)INS(ö)fn;INS(ö);DEL(a);N,INDF,ACC,PL
kokhlust;kokhlustir;kokhlustINS(ir);INS(ir);;N,INDF,ACC,PL
dagblað;dagblað;dagblað;;;N,INDF,NOM,SG
for;forinni;forINS(inni);INS(inni);;N,DEF,DAT,SG
fækka;fækkið;fækkDEL(a)INS(ið);INS(ið);DEL(a);V,SBJV,PRS,2,PL
broddsúla;broddsúla;broddsúla;;;N,INDF,NOM,SG
hrapa;hrapaðir;hrapaINS(ðir);INS(ðir);;V,IND,PST,2,SG
spýja;spýja;spýja;;;N,INDF,GEN,PL
héri;hérann;hérDEL(i)INS(ann);INS(ann);DEL(i);N,DEF,ACC,SG
helsingi;helsingja;helsingDEL(i)INS(ja);INS(ja);DEL(i);N,INDF,ACC,PL
fórna;fórnaðir;fórnaINS(ðir);INS(ðir);;V,IND,PST,2,SG
tattú;tattú;tattú;;;N,INDF,NOM,PL
svíða;svíði;svíðDEL(a)INS(i);INS(i);DEL(a);V,SBJV,PRS,3,PL
baldýra;baldýrum;baldýrDEL(a)INS(um);INS(um);DEL(a);V,IND,PRS,1,PL
