Source;Target;Combined;Inserts;Deletes;Grammar
robar;robemos;robDEL(ar)INS(emos);INS(emos);DEL(ar);V,IND,PST,1,PL,PFV
comparar;comparara;compararINS(a);INS(a);;V,1,SG,SBJV,PST,IPFV,LGSPEC2
cantar;cantaré;cantarINS(é);INS(é);;V,1,SG,IND,FUT
ferrar;ferré;ferDEL(ra)rINS(é);INS(é);DEL(ra);V,IND,PST,1,SG,PFV
matar;matemos;matDEL(ar)INS(emos);INS(emos);DEL(ar);V,1,PL,SBJV,PRS
fumiar;fumiemos;fumiDEL(ar)INS(emos);INS(emos);DEL(ar);V,IND,PST,1,PL,PFV
audar;audáis;audDEL(ar)INS(áis);INS(áis);DEL(ar);V,IND,PRS,2,PL
doblar;dobláis;doblDEL(ar)INS(áis);INS(áis);DEL(ar);V,IND,PRS,2,PL
pecar;pecó;pecDEL(ar)INS(ó);INS(ó);DEL(ar);V,IND,PST,3,SG,PFV
rexistrar;rexistráramos;rexistrDEL(a)INS(á)rINS(amos);INS(á),INS(amos);DEL(a);V,1,PL,IND,PST,PRF,LGSPEC2
ayudar;ayudaríen;ayudarINS(íen);INS(íen);;V,3,PL,COND
estrañar;estrañó;estrañDEL(ar)INS(ó);INS(ó);DEL(ar);V,IND,PST,3,SG,PFV
llorar;llorada;llorINS(ad)aDEL(r);INS(ad);DEL(r);V.PTCP,PST,FEM,SG
llamber;llambes;llambeDEL(r)INS(s);INS(s);DEL(r);V,IND,PRS,2,SG
estudiar;estudiara;estudiarINS(a);INS(a);;V,1,SG,SBJV,PST,IPFV,LGSPEC2
casar;casabeis;casaDEL(r)INS(beis);INS(beis);DEL(r);V,IND,PST,2,PL,IPFV,LGSPEC1
evitar;evitan;evitaDEL(r)INS(n);INS(n);DEL(r);V,3,PL,SBJV,PRS,LGSPEC2
humildar;humilden;humildDEL(ar)INS(en);INS(en);DEL(ar);V,IND,PRS,3,PL
llantar;llantan;llantaDEL(r)INS(n);INS(n);DEL(r);V,3,PL,SBJV,PRS,LGSPEC2
trabayar;trabayastis;trabayaDEL(r)INS(stis);INS(stis);DEL(r);V,IND,PST,2,PL,PFV,LGSPEC1
comenzar;comenzaren;comenzarINS(en);INS(en);;V,3,PL,SBJV,PST,IPFV,LGSPEC1
abotonar;abotone;abotonDEL(ar)INS(e);INS(e);DEL(ar);V,1,SG,SBJV,PRS
cavilar;cavilara;cavilarINS(a);INS(a);;V,3,SG,SBJV,PST,IPFV,LGSPEC2
remolcar;remolcaréis;remolcarINS(éis);INS(éis);;V,2,PL,IND,FUT
amasuñar;amasuñáis;amasuñDEL(ar)INS(áis);INS(áis);DEL(ar);V,IND,PRS,2,PL
amparar;amparares;ampararINS(es);INS(es);;V,2,SG,IND,PST,PRF,LGSPEC1
circular;circulasti;circulaDEL(r)INS(sti);INS(sti);DEL(r);V,IND,PST,2,SG,PFV,LGSPEC1
amalar;amalan;amalaDEL(r)INS(n);INS(n);DEL(r);V,3,PL,SBJV,PRS,LGSPEC2
aniciar;aniciesti;anicINS(iest)iDEL(ar);INS(iest);DEL(ar);V,IND,PST,2,SG,PFV,LGSPEC2
cristianizar;cristianicesti;cristianINS(icest)iDEL(zar);INS(icest);DEL(zar);V,IND,PST,2,SG,PFV,LGSPEC2
fumiar;fumiaras;fumiarINS(as);INS(as);;V,2,SG,IND,PST,PRF,LGSPEC2
llorar;lloraren;llorarINS(en);INS(en);;V,3,PL,IND,PST,PRF,LGSPEC1
comicar;comicare;comicarINS(e);INS(e);;V,3,SG,SBJV,PST,IPFV,LGSPEC1
calcar;calcabeis;calcaDEL(r)INS(beis);INS(beis);DEL(r);V,IND,PST,2,PL,IPFV,LGSPEC1
eliminar;eliminas;eliminaDEL(r)INS(s);INS(s);DEL(r);V,2,SG,SBJV,PRS,LGSPEC2
funcionar;funcionando;funcionaDEL(r)INS(ndo);INS(ndo);DEL(r);V.CVB,PRS
trabayar;trabayarais;trabayarINS(ais);INS(ais);;V,2,PL,SBJV,PST,IPFV,LGSPEC2
cazar;cazamos;cazaDEL(r)INS(mos);INS(mos);DEL(r);V,IND,PRS,1,PL
descansar;descansaríemos;descansarINS(íemos);INS(íemos);;V,1,PL,COND,LGSPEC1
atrapar;atrapaba;atrapINS(ab)aDEL(r);INS(ab);DEL(r);V,IND,PST,3,SG,IPFV
esbarafundiar;esbarafundia;esbarafundiaDEL(r);;DEL(r);V,2,SG,IMP
pautar;pautara;pautarINS(a);INS(a);;V,3,SG,IND,PST,PRF,LGSPEC2
baillar;baillare;baillarINS(e);INS(e);;V,3,SG,SBJV,PST,IPFV,LGSPEC1
allugar;alluga;allugaDEL(r);;DEL(r);V,IND,PRS,3,SG
facer;ficiere;fDEL(a)INS(i)cINS(i)erINS(e);INS(i),INS(i),INS(e);DEL(a);V,1,SG,SBJV,PST,IPFV,LGSPEC2
orinar;orinaren;orinarINS(en);INS(en);;V,3,PL,IND,PST,PRF,LGSPEC1
espoxigar;espoxigaron;espoxigarINS(on);INS(on);;V,IND,PST,3,PL,PFV
esplorar;esplorábemos;esploDEL(ra)rINS(ábemos);INS(ábemos);DEL(ra);V,IND,PST,1,PL,IPFV,LGSPEC1
truñar;truñen;truñDEL(ar)INS(en);INS(en);DEL(ar);V,IND,PRS,3,PL
xantar;xantabes;xantaDEL(r)INS(bes);INS(bes);DEL(r);V,IND,PST,2,SG,IPFV
esmordigañar;esmordigañan;esmordigañaDEL(r)INS(n);INS(n);DEL(r);V,3,PL,SBJV,PRS,LGSPEC2
emocionar;emocionáu;emocionDEL(ar)INS(áu);INS(áu);DEL(ar);V.PTCP,PST,MASC,SG
axudar;axudarán;axudarINS(án);INS(án);;V,3,PL,IND,FUT
averar;averaren;averarINS(en);INS(en);;V,3,PL,IND,PST,PRF,LGSPEC1
causar;causarás;causarINS(ás);INS(ás);;V,2,SG,IND,FUT
sonrir;sonríi;sonrINS(í)iDEL(r);INS(í);DEL(r);V,2,PL,IMP
brincar;brincáremos;brincDEL(a)INS(á)rINS(emos);INS(á),INS(emos);DEL(a);V,1,PL,IND,PST,PRF,LGSPEC1
xintar;xintéis;xintDEL(ar)INS(éis);INS(éis);DEL(ar);V,2,PL,SBJV,PRS
acutar;acutábamos;acutINS(áb)aDEL(r)INS(mos);INS(áb),INS(mos);DEL(r);V,IND,PST,1,PL,IPFV,LGSPEC2
cazar;cazáramos;cazDEL(a)INS(á)rINS(amos);INS(á),INS(amos);DEL(a);V,1,PL,SBJV,PST,IPFV,LGSPEC2
arricar;arriques;arriDEL(car)INS(ques);INS(ques);DEL(car);V,2,SG,SBJV,PRS,LGSPEC1
esclucar;esclucabeis;esclucaDEL(r)INS(beis);INS(beis);DEL(r);V,IND,PST,2,PL,IPFV,LGSPEC1
plantar;plantaríen;plantarINS(íen);INS(íen);;V,3,PL,COND
echar;echéis;echDEL(ar)INS(éis);INS(éis);DEL(ar);V,2,PL,SBJV,PRS
inflar;inflaríais;inflarINS(íais);INS(íais);;V,2,PL,COND,LGSPEC2
enseñar;enseñes;enseñDEL(ar)INS(es);INS(es);DEL(ar);V,IND,PRS,2,SG
esnalar;esnalemos;esnalDEL(ar)INS(emos);INS(emos);DEL(ar);V,1,PL,SBJV,PRS
cavilar;cavilestis;cavilDEL(ar)INS(estis);INS(estis);DEL(ar);V,IND,PST,2,PL,PFV,LGSPEC2
reposar;reposareis;reposarINS(eis);INS(eis);;V,2,PL,SBJV,PST,IPFV,LGSPEC1
respirar;respiraríen;respirarINS(íen);INS(íen);;V,3,PL,COND
atragantar;atragantare;atragantarINS(e);INS(e);;V,1,SG,IND,PST,PRF,LGSPEC1
agarrar;agarraréis;agarrarINS(éis);INS(éis);;V,2,PL,IND,FUT
dunviar;dunvie;dunviDEL(ar)INS(e);INS(e);DEL(ar);V,3,SG,SBJV,PRS
occitanu;occitana;occitanDEL(u)INS(a);INS(a);DEL(u);ADJ,SG,FEM
alimentar;alimentáis;alimentDEL(ar)INS(áis);INS(áis);DEL(ar);V,IND,PRS,2,PL
robar;robaben;robaDEL(r)INS(ben);INS(ben);DEL(r);V,IND,PST,3,PL,IPFV
niciar;niciao;niciaDEL(r)INS(o);INS(o);DEL(r);V.PTCP,PST,NEUT,SG
golar;golarais;golarINS(ais);INS(ais);;V,2,PL,IND,PST,PRF,LGSPEC2
estropiar;estropiar;estropiar;;;V,NFIN
planchar;plancharán;plancharINS(án);INS(án);;V,3,PL,IND,FUT
llimpiar;llimpiaría;llimpiarINS(ía);INS(ía);;V,3,SG,COND
respirar;respiraes;respiraDEL(r)INS(es);INS(es);DEL(r);V.PTCP,PST,FEM,PL
enseñar;enseñaba;enseñINS(ab)aDEL(r);INS(ab);DEL(r);V,IND,PST,3,SG,IPFV
encadenar;encadenaríes;encadenarINS(íes);INS(íes);;V,2,SG,COND
contestar;contestara;contestarINS(a);INS(a);;V,3,SG,SBJV,PST,IPFV,LGSPEC2
producir;produciríais;producirINS(íais);INS(íais);;V,2,PL,SBJV,PST,IPFV,LGSPEC2
aguantar;aguantastis;aguantaDEL(r)INS(stis);INS(stis);DEL(r);V,IND,PST,2,PL,PFV,LGSPEC1
cazar;cacemos;caDEL(zar)INS(cemos);INS(cemos);DEL(zar);V,IND,PST,1,PL,PFV
amasuñar;amasuñaos;amasuñaDEL(r)INS(os);INS(os);DEL(r);V.PTCP,PST,MASC,PL
esistir;esistas;esistDEL(ir)INS(as);INS(as);DEL(ir);V,3,SG,IND,FUT
escanciar;escanció;escanciDEL(ar)INS(ó);INS(ó);DEL(ar);V,IND,PST,3,SG,PFV
tirar;tiraren;tirarINS(en);INS(en);;V,3,PL,SBJV,PST,IPFV,LGSPEC1
medrar;medrasti;medraDEL(r)INS(sti);INS(sti);DEL(r);V,IND,PST,2,SG,PFV,LGSPEC1
destacar;destacarais;destacarINS(ais);INS(ais);;V,2,PL,IND,PST,PRF,LGSPEC2
castigar;castigaos;castigaDEL(r)INS(os);INS(os);DEL(r);V.PTCP,PST,MASC,PL
xantar;xantemos;xantDEL(ar)INS(emos);INS(emos);DEL(ar);V,IND,PST,1,PL,PFV
allumar;allumaríes;allumarINS(íes);INS(íes);;V,2,SG,COND
tragar;tragabais;tragaDEL(r)INS(bais);INS(bais);DEL(r);V,IND,PST,2,PL,IPFV,LGSPEC2
tirar;tirare;tirarINS(e);INS(e);;V,3,SG,SBJV,PST,IPFV,LGSPEC1
fumar;fumaren;fumarINS(en);INS(en);;V,3,PL,IND,PST,PRF,LGSPEC1
checu;checu;checu;;;ADJ,SG,MASC
allumar;allumando;allumaDEL(r)INS(ndo);INS(ndo);DEL(r);V.CVB,PRS
lluchar;lluchare;llucharINS(e);INS(e);;V,3,SG,SBJV,PST,IPFV,LGSPEC1
suañar;suañábemos;suañDEL(ar)INS(ábemos);INS(ábemos);DEL(ar);V,IND,PST,1,PL,IPFV,LGSPEC1
ayunar;ayunábamos;ayunINS(áb)aDEL(r)INS(mos);INS(áb),INS(mos);DEL(r);V,IND,PST,1,PL,IPFV,LGSPEC2
nomar;nomaréis;nomarINS(éis);INS(éis);;V,2,PL,IND,FUT
enantar;enantaben;enantaDEL(r)INS(ben);INS(ben);DEL(r);V,IND,PST,3,PL,IPFV
fotografiar;fotografiasti;fotografiaDEL(r)INS(sti);INS(sti);DEL(r);V,IND,PST,2,SG,PFV,LGSPEC1
empecipiar;empecipiabais;empecipiaDEL(r)INS(bais);INS(bais);DEL(r);V,IND,PST,2,PL,IPFV,LGSPEC2
navegar;navegaríeis;navegarINS(íeis);INS(íeis);;V,2,PL,COND,LGSPEC1
afalagar;afalagáremos;afalagDEL(a)INS(á)rINS(emos);INS(á),INS(emos);DEL(a);V,1,PL,IND,PST,PRF,LGSPEC1
tragar;traguan;tragINS(u)aDEL(r)INS(n);INS(u),INS(n);DEL(r);V,3,PL,SBJV,PRS,LGSPEC2
truñar;truñar;truñar;;;V,NFIN
apenzar;apenzarán;apenzarINS(án);INS(án);;V,3,PL,IND,FUT
evitar;evita;evitaDEL(r);;DEL(r);V,2,SG,IMP
trabayar;trabayaba;trabayINS(ab)aDEL(r);INS(ab);DEL(r);V,IND,PST,3,SG,IPFV
numberar;numberáremos;numberDEL(a)INS(á)rINS(emos);INS(á),INS(emos);DEL(a);V,1,PL,SBJV,PST,IPFV,LGSPEC1
charrar;charráremos;charrDEL(a)INS(á)rINS(emos);INS(á),INS(emos);DEL(a);V,1,PL,SBJV,PST,IPFV,LGSPEC1
valtar;valtando;valtaDEL(r)INS(ndo);INS(ndo);DEL(r);V.CVB,PRS
regular;regularas;regularINS(as);INS(as);;V,2,SG,SBJV,PST,IPFV,LGSPEC2
rutar;rutarais;rutarINS(ais);INS(ais);;V,2,PL,IND,PST,PRF,LGSPEC2
estornudar;estornudaras;estornudarINS(as);INS(as);;V,2,SG,SBJV,PST,IPFV,LGSPEC2
dir;vayamos;DEL(dir)INS(vayamos);INS(vayamos);DEL(dir);V,2,PL,IND,FUT,LGSPEC2
alboriar;alboriar;alboriar;;;V,NFIN
esclucar;escluquéis;escluDEL(car)INS(quéis);INS(quéis);DEL(car);V,2,PL,SBJV,PRS
escapar;escapan;escapaDEL(r)INS(n);INS(n);DEL(r);V,3,PL,SBJV,PRS,LGSPEC2
forzar;forzaren;forzarINS(en);INS(en);;V,3,PL,IND,PST,PRF,LGSPEC1
aguardar;aguardaras;aguardarINS(as);INS(as);;V,2,SG,IND,PST,PRF,LGSPEC2
illegalizar;illegalizaremos;illegalizarINS(emos);INS(emos);;V,1,PL,IND,FUT
dixebrar;dixebraría;dixebrarINS(ía);INS(ía);;V,1,SG,COND
endolcar;endolco;endolcDEL(ar)INS(o);INS(o);DEL(ar);V,IND,PRS,1,SG
faer;ficiera;fDEL(a)INS(ici)erINS(a);INS(ici),INS(a);DEL(a);V,1,SG,IND,PST,PRF,LGSPEC1
asar;asará;asarINS(á);INS(á);;V,3,SG,IND,FUT
dixebrar;dixebráu;dixebDEL(ra)rINS(áu);INS(áu);DEL(ra);V.PTCP,PST,MASC,SG
traer;traxisti;traDEL(er)INS(xisti);INS(xisti);DEL(er);V,IND,PST,2,SG,PFV,LGSPEC1
remediar;remediare;remediarINS(e);INS(e);;V,3,SG,SBJV,PST,IPFV,LGSPEC1
colar;colastis;colaDEL(r)INS(stis);INS(stis);DEL(r);V,IND,PST,2,PL,PFV,LGSPEC1
trabayar;trabayaríais;trabayarINS(íais);INS(íais);;V,2,PL,COND,LGSPEC2
esgatuñar;esgatuñarais;esgatuñarINS(ais);INS(ais);;V,2,PL,SBJV,PST,IPFV,LGSPEC2
baxar;baxares;baxarINS(es);INS(es);;V,2,SG,SBJV,PST,IPFV,LGSPEC1
esplotar;esplotaren;esplotarINS(en);INS(en);;V,3,PL,SBJV,PST,IPFV,LGSPEC1
entrenar;entrenesti;entrenDEL(ar)INS(esti);INS(esti);DEL(ar);V,IND,PST,2,SG,PFV,LGSPEC2
estender;estendiendo;estendINS(i)eDEL(r)INS(ndo);INS(i),INS(ndo);DEL(r);V.CVB,PRS
escapar;escapare;escaparINS(e);INS(e);;V,3,SG,IND,PST,PRF,LGSPEC1
retar;retábamos;retINS(áb)aDEL(r)INS(mos);INS(áb),INS(mos);DEL(r);V,IND,PST,1,PL,IPFV,LGSPEC2
tener;tienes;tINS(i)eneDEL(r)INS(s);INS(i),INS(s);DEL(r);V,IND,PRS,2,SG
sellar;sellaríais;sellarINS(íais);INS(íais);;V,2,PL,COND,LGSPEC2
connotar;connotare;connotarINS(e);INS(e);;V,1,SG,SBJV,PST,IPFV,LGSPEC1
asar;asares;asarINS(es);INS(es);;V,2,SG,SBJV,PST,IPFV,LGSPEC1
trayer;traigamos;traDEL(yer)INS(igamos);INS(igamos);DEL(yer);V,1,PL,SBJV,PRS,LGSPEC2
ser;yera;DEL(s)INS(y)erINS(a);INS(y),INS(a);DEL(s);V,IND,PST,3,SG,IPFV
numberar;numberaran;numberarINS(an);INS(an);;V,3,PL,SBJV,PST,IPFV,LGSPEC2
parir;pariere;pariINS(e)rINS(e);INS(e),INS(e);;V,1,SG,COND,LGSPEC1
brincar;brincareis;brincarINS(eis);INS(eis);;V,2,PL,IND,PST,PRF,LGSPEC1
apenzar;apenzábamos;apenzINS(áb)aDEL(r)INS(mos);INS(áb),INS(mos);DEL(r);V,IND,PST,1,PL,IPFV,LGSPEC2
aforrar;aforrábamos;aforrINS(áb)aDEL(r)INS(mos);INS(áb),INS(mos);DEL(r);V,IND,PST,1,PL,IPFV,LGSPEC2
cazar;cazái;cazDEL(ar)INS(ái);INS(ái);DEL(ar);V,2,PL,IMP
zarrar;zarraríes;zarrarINS(íes);INS(íes);;V,2,SG,COND
tener;teníos;tenDEL(er)INS(íos);INS(íos);DEL(er);V.PTCP,PST,MASC,PL
invitar;inviten;invitDEL(ar)INS(en);INS(en);DEL(ar);V,3,PL,SBJV,PRS,LGSPEC1
escanciar;escanciáramos;escanciDEL(a)INS(á)rINS(amos);INS(á),INS(amos);DEL(a);V,1,PL,IND,PST,PRF,LGSPEC2
preguntar;preguntarais;preguntarINS(ais);INS(ais);;V,2,PL,IND,PST,PRF,LGSPEC2
esaminar;esamine;esaminDEL(ar)INS(e);INS(e);DEL(ar);V,3,SG,SBJV,PRS
allistar;allistaríamos;allistarINS(íamos);INS(íamos);;V,1,PL,COND,LGSPEC2
allistar;allistaría;allistarINS(ía);INS(ía);;V,3,SG,COND
puxar;puxáis;puxDEL(ar)INS(áis);INS(áis);DEL(ar);V,IND,PRS,2,PL
mercar;mercasti;mercaDEL(r)INS(sti);INS(sti);DEL(r);V,IND,PST,2,SG,PFV,LGSPEC1
nomar;nomáramos;nomDEL(a)INS(á)rINS(amos);INS(á),INS(amos);DEL(a);V,1,PL,SBJV,PST,IPFV,LGSPEC2
pesllar;piesllen;pINS(i)esllDEL(ar)INS(en);INS(i),INS(en);DEL(ar);V,3,PL,SBJV,PRS,LGSPEC1
desear;desearíen;desearINS(íen);INS(íen);;V,3,PL,COND
andorgar;andorguan;andorgINS(u)aDEL(r)INS(n);INS(u),INS(n);DEL(r);V,3,PL,SBJV,PRS,LGSPEC2
allargar;allarga;allargaDEL(r);;DEL(r);V,2,SG,IMP
tirar;tiráis;tiDEL(ra)rINS(áis);INS(áis);DEL(ra);V,IND,PRS,2,PL
axuntar;axuntare;axuntarINS(e);INS(e);;V,3,SG,IND,PST,PRF,LGSPEC1
coyer;coyéramos;coyDEL(e)INS(é)rINS(amos);INS(é),INS(amos);DEL(e);V,1,PL,IND,PST,PRF,LGSPEC1
evitar;evitemos;evitDEL(ar)INS(emos);INS(emos);DEL(ar);V,IND,PST,1,PL,PFV
espirriar;espirriare;espirriarINS(e);INS(e);;V,1,SG,SBJV,PST,IPFV,LGSPEC1
apuñalar;apuñale;apuñalDEL(ar)INS(e);INS(e);DEL(ar);V,1,SG,SBJV,PRS
frayar;frayen;frayDEL(ar)INS(en);INS(en);DEL(ar);V,3,PL,SBJV,PRS,LGSPEC1
cavilar;caviláremos;cavilDEL(a)INS(á)rINS(emos);INS(á),INS(emos);DEL(a);V,1,PL,IND,PST,PRF,LGSPEC1
ḥispiar;ḥispiares;ḥispiarINS(es);INS(es);;V,2,SG,SBJV,PST,IPFV,LGSPEC1
vieyu;vieyes;vieyDEL(u)INS(es);INS(es);DEL(u);ADJ,PL,FEM
enantar;enante;enantDEL(ar)INS(e);INS(e);DEL(ar);V,3,SG,SBJV,PRS
semar;sema;semaDEL(r);;DEL(r);V,2,SG,IMP
descansar;descansaré;descansarINS(é);INS(é);;V,1,SG,IND,FUT
tener;tenga;tenDEL(er)INS(ga);INS(ga);DEL(er);V,1,PL,IND,FUT
nombrar;nombremos;nombDEL(ra)rINS(emos);INS(emos);DEL(ra);V,1,PL,SBJV,PRS
echar;echa;echaDEL(r);;DEL(r);V,2,SG,IMP
guarnir;guarniéremos;guarniINS(é)rINS(emos);INS(é),INS(emos);;V,1,PL,IND,PST,PRF,LGSPEC1
tresformar;tresformaríeis;tresformarINS(íeis);INS(íeis);;V,2,PL,COND,LGSPEC1
xelar;xeláu;xelDEL(ar)INS(áu);INS(áu);DEL(ar);V.PTCP,PST,MASC,SG
copiar;copies;copiDEL(ar)INS(es);INS(es);DEL(ar);V,2,SG,SBJV,PRS,LGSPEC1
alzar;alzara;alzarINS(a);INS(a);;V,3,SG,SBJV,PST,IPFV,LGSPEC2
comicar;comicabais;comicaDEL(r)INS(bais);INS(bais);DEL(r);V,IND,PST,2,PL,IPFV,LGSPEC2
mandar;mandarán;mandarINS(án);INS(án);;V,3,PL,IND,FUT
plantar;plantare;plantarINS(e);INS(e);;V,1,SG,SBJV,PST,IPFV,LGSPEC1
cegar;cegara;cegarINS(a);INS(a);;V,1,SG,IND,PST,PRF,LGSPEC2
encaxar;encaxando;encaxaDEL(r)INS(ndo);INS(ndo);DEL(r);V.CVB,PRS
esixir;esixo;esixDEL(ir)INS(o);INS(o);DEL(ir);V,IND,PRS,1,SG
sacrificar;sacrificara;sacrificarINS(a);INS(a);;V,1,SG,SBJV,PST,IPFV,LGSPEC2
averar;averes;aveDEL(ra)rINS(es);INS(es);DEL(ra);V,2,SG,SBJV,PRS,LGSPEC1
tresportar;tresportarais;tresportarINS(ais);INS(ais);;V,2,PL,SBJV,PST,IPFV,LGSPEC2
audar;audara;audarINS(a);INS(a);;V,1,SG,SBJV,PST,IPFV,LGSPEC2
xelar;xelemos;xelDEL(ar)INS(emos);INS(emos);DEL(ar);V,1,PL,SBJV,PRS
golar;golaba;golINS(ab)aDEL(r);INS(ab);DEL(r);V,IND,PST,3,SG,IPFV
suañar;suañar;suañar;;;V,NFIN
goliquiar;goliquiara;goliquiarINS(a);INS(a);;V,3,SG,SBJV,PST,IPFV,LGSPEC2
amalar;amalareis;amalarINS(eis);INS(eis);;V,2,PL,IND,PST,PRF,LGSPEC1
facer;facíen;facINS(í)eDEL(r)INS(n);INS(í),INS(n);DEL(r);V,IND,PST,3,PL,IPFV,LGSPEC1
cavilgar;cavilgaren;cavilgarINS(en);INS(en);;V,3,PL,IND,PST,PRF,LGSPEC1
frayar;frayáramos;frayDEL(a)INS(á)rINS(amos);INS(á),INS(amos);DEL(a);V,1,PL,IND,PST,PRF,LGSPEC2
besar;besábemos;beINS(sábemo)sDEL(ar);INS(sábemo);DEL(ar);V,IND,PST,1,PL,IPFV,LGSPEC1
clavar;claves;clavDEL(ar)INS(es);INS(es);DEL(ar);V,2,SG,SBJV,PRS,LGSPEC1
puyar;puyesti;puyDEL(ar)INS(esti);INS(esti);DEL(ar);V,IND,PST,2,SG,PFV,LGSPEC2
