Source;Target;Combined;Inserts;Deletes;Grammar
mí-oiriúint;na mí-oiriúna;INS(na )mí-oiriúDEL(i)nDEL(t)INS(a);INS(na ),INS(a);DEL(i),DEL(t);N,GEN,SG,DEF
léitheoir;an léitheora;INS(an )léitheoDEL(i)rINS(a);INS(an ),INS(a);DEL(i);N,GEN,SG,DEF
feirm;feirmeacha;feirmINS(eacha);INS(eacha);;N,GEN,PL
breathnaigh;breathnaíonn tú;breathnaDEL(igh)INS(íonn tú);INS(íonn tú);DEL(igh);V,2,SG,PRS,IND
figh;fíonn tú;fDEL(igh)INS(íonn tú);INS(íonn tú);DEL(igh);V,2,SG,PRS,IND
éalaitheach;éalaitheach;éalaitheach;;;N,NOM,SG
coigistigh;go gcoigistítear;INS(go g)coigistDEL(igh)INS(ítear);INS(go g),INS(ítear);DEL(igh);V,AUTO,SBJV,PRS
sceir;sceir;sceir;;;N,DAT,SG
léirmheastóir;léirmheastóirí;léirmheastóirINS(í);INS(í);;N,DAT,PL
rostram;a rostraim;INS(a )rostraINS(i)m;INS(a ),INS(i);;N,VOC,SG
ráille tuáillí;ráillí tuáillí;ráillDEL(e)INS(í) tuáillí;INS(í);DEL(e);N,DAT,PL
coinnigh;coinníonn sé;coinnDEL(igh)INS(íonn sé);INS(íonn sé);DEL(igh);V,3,SG,PRS,IND
aíochtlann;leis an aíochtlann;INS(leis an )aíochtlann;INS(leis an );;N,DAT,SG,DEF
fidil;na fidleacha;INS(na )fidDEL(i)lINS(eacha);INS(na ),INS(eacha);DEL(i);N,NOM,PL,DEF
iompaigh;dá n-iompaíteá;INS(dá n-)iompaDEL(igh)INS(íteá);INS(dá n-),INS(íteá);DEL(igh);V,2:SG,SBJV,PST
cairdinéal;cairdinéil;cairdinéDEL(a)INS(i)l;INS(i);DEL(a);N,DAT,PL
sreangshúil;sreangshúile;sreangshúilINS(e);INS(e);;N,GEN,SG
ainéifeacht;na hainéifeachta;INS(na h)ainéifeachtINS(a);INS(na h),INS(a);;N,GEN,SG,DEF
oibrigh;d'oibreoimis;INS(d')oibrINS(eoim)iDEL(gh)INS(s);INS(d'),INS(eoim),INS(s);DEL(gh);V,1,PL,COND
lobh;lobhtar;lobhINS(tar);INS(tar);;V,AUTO,PRS,IND
beach;beacha;beachINS(a);INS(a);;N,DAT,PL
pá;pá;pá;;;N,NOM,SG
socheolaíocht;a shocheolaíocht;INS(a )sINS(h)ocheolaíocht;INS(a ),INS(h);;N,VOC,SG
amplóir;a amplóra;INS(a )amplóDEL(i)rINS(a);INS(a ),INS(a);DEL(i);N,VOC,SG
aelus;aelusanna;aelusINS(anna);INS(anna);;N,DAT,PL
grúdaigh;grúdaíonn tú;grúdaDEL(igh)INS(íonn tú);INS(íonn tú);DEL(igh);V,2,SG,PRS,IND
ail;ail;ail;;;N,DAT,SG
malartaigh;dá malartaíteá;INS(dá )malartaDEL(igh)INS(íteá);INS(dá ),INS(íteá);DEL(igh);V,2:SG,SBJV,PST
feidhmeannas;leis an bhfeidhmeannas;INS(leis an bh)feidhmeannas;INS(leis an bh);;N,DAT,SG,DEF
roghnaigh;roghnaídís;roghnaDEL(igh)INS(ídís);INS(ídís);DEL(igh);V,3,PL,IMP
speictrihéileagraf;leis an speictrihéileagraf;INS(leis an )speictrihéileagraf;INS(leis an );;N,DAT,SG,DEF
treisiú;a threisiú;INS(a )tINS(h)reisiú;INS(a ),INS(h);;N,VOC,SG
mímhúinte;mímhúinte;mímhúinte;;;ADJ,NOM,SG,MASC
eiriceach;leis an eiriceach;INS(leis an )eiriceach;INS(leis an );;N,DAT,SG,DEF
greanadh;greanadh;greanadh;;;N,NOM,SG
Namabach;a Namabacha;INS(a )NamabachINS(a);INS(a ),INS(a);;N,VOC,PL
eipeagraf;eipeagraf;eipeagraf;;;N,DAT,SG
tar;thagtaí;INS(thag)taDEL(r)INS(í);INS(thag),INS(í);DEL(r);V,AUTO,PST,HAB,IND
áibhirseoir;na háibhirseoirí;INS(na h)áibhirseoirINS(í);INS(na h),INS(í);;N,NOM,PL,DEF
taisghraf;taisghraf;taisghraf;;;N,DAT,SG
céimnigh;go gcéimní tú;INS(go g)céimnDEL(igh)INS(í tú);INS(go g),INS(í tú);DEL(igh);V,2:SG,SBJV,PRS
lus anainn;a lusanna anainn;INS(a )lusINS(anna) anainn;INS(a ),INS(anna);;N,VOC,PL
ardrúnaíocht;ardrúnaíochta;ardrúnaíochtINS(a);INS(a);;N,GEN,SG
eanantamorfacht;eanantamorfachta;eanantamorfachtINS(a);INS(a);;N,GEN,SG
geansaí;na geansaithe;INS(na )geansaDEL(í)INS(ithe);INS(na ),INS(ithe);DEL(í);N,NOM,PL,DEF
oraigineas;an t-oraigineas;INS(an t-)oraigineas;INS(an t-);;N,NOM,SG,DEF
adhaltrach;adhaltraigh;adhaltraDEL(c)INS(ig)h;INS(ig);DEL(c);N,GEN,SG
pingin;an phingin;INS(an )pINS(h)ingin;INS(an ),INS(h);;N,NOM,SG,DEF
cuidigh;cuidiú;cuidiDEL(gh)INS(ú);INS(ú);DEL(gh);V,V.MSDR
croiniceoir;croiniceoir;croiniceoir;;;N,NOM,SG
deireannach;dheireannach;dINS(h)eireannach;INS(h);;ADJ,DAT,SG,FEM
leabharlannaí;an leabharlannaí;INS(an )leabharlannaí;INS(an );;N,GEN,SG,DEF
lachtadh;leis na lachtaí;INS(leis na )lachtaDEL(dh)INS(í);INS(leis na ),INS(í);DEL(dh);N,DAT,PL,DEF
aral;aral;aral;;;N,NOM,SG
cardagraf;an chardagraif;INS(an )cINS(h)ardagraINS(i)f;INS(an ),INS(h),INS(i);;N,GEN,SG,DEF
aisig;aiseagfaimid;aisINS(eagfaim)iDEL(g)INS(d);INS(eagfaim),INS(d);DEL(g);V,1,PL,FUT,IND
céaslaigh;chéaslóinn;cINS(h)éaslDEL(aigh)INS(óinn);INS(h),INS(óinn);DEL(aigh);V,1,SG,COND
achtainiam;a achtainiam;INS(a )achtainiam;INS(a );;N,VOC,SG
astúchán;a astúchána;INS(a )astúchánINS(a);INS(a ),INS(a);;N,VOC,PL
éarlamh;an t-éarlamh;INS(an t-)éarlamh;INS(an t-);;N,NOM,SG,DEF
aolaigh;d'aolaigh siad;INS(d')aolaighINS( siad);INS(d'),INS( siad);;V,3,PL,PST,IND
lachtghlóbailin;a lachtghlóbailin;INS(a )lachtghlóbailin;INS(a );;N,VOC,SG
aibreog;aibreog;aibreog;;;N,GEN,PL
eagras;eagrais;eagraINS(i)s;INS(i);;N,NOM,PL
ildánaí;leis an ildánaí;INS(leis an )ildánaí;INS(leis an );;N,DAT,SG,DEF
scianbhreallach;an scianbhreallaigh;INS(an )scianbhreallaDEL(c)INS(ig)h;INS(an ),INS(ig);DEL(c);N,GEN,SG,DEF
stobh;stobhtá;stobhINS(tá);INS(tá);;V,2,SG,PST,HAB,IND
lúbáil;lúbálaim;lúbáDEL(i)lINS(aim);INS(aim);DEL(i);V,1,SG,IMP
ligh;lí;lDEL(igh)INS(í);INS(í);DEL(igh);V,V.MSDR
sabhdánach;an tsabhdánaigh;INS(an t)sabhdánaDEL(c)INS(ig)h;INS(an t),INS(ig);DEL(c);N,GEN,SG,DEF
abhac;a abhaca;INS(a )abhacINS(a);INS(a ),INS(a);;N,VOC,PL
spleáchríoch;spleáchríocha;spleáchríochINS(a);INS(a);;N,DAT,PL
gairmscoil;a ghairmscoil;INS(a )gINS(h)airmscoil;INS(a ),INS(h);;N,VOC,SG
francach;an francach;INS(an )francach;INS(an );;N,NOM,SG,DEF
péirlín;an péirlín;INS(an )péirlín;INS(an );;N,NOM,SG,DEF
buaigh;bhuamar;bINS(h)uaDEL(igh)INS(mar);INS(h),INS(mar);DEL(igh);V,1,PL,PST,IND
cobhsaitheoir;leis na cobhsaitheoirí;INS(leis na )cobhsaitheoirINS(í);INS(leis na ),INS(í);;N,DAT,PL,DEF
slánaigh;shlánódh sé;sINS(h)lánDEL(aig)INS(ód)hINS( sé);INS(h),INS(ód),INS( sé);DEL(aig);V,3,SG,COND
idirlínigh;d'idirlínigh siad;INS(d')idirlínighINS( siad);INS(d'),INS( siad);;V,3,PL,PST,IND
caolas;caolas;caolas;;;N,DAT,SG
bróidnigh;bróidnímid;bróidnINS(ím)iDEL(gh)INS(d);INS(ím),INS(d);DEL(gh);V,1,PL,PRS,IND
fo-rangaigh;fo-rangóidh tú;fo-ranDEL(gai)gINS(óid)hINS( tú);INS(óid),INS( tú);DEL(gai);V,2,SG,FUT,IND
áitheadóir;áitheadóirí;áitheadóirINS(í);INS(í);;N,DAT,PL
banfhreastalaí;an banfhreastalaí;INS(an )banfhreastalaí;INS(an );;N,NOM,SG,DEF
tiomsaigh;tiomsaíodh sé;tiomsaDEL(ig)INS(íod)hINS( sé);INS(íod),INS( sé);DEL(ig);V,3,SG,IMP
ceistigh;cheisteodh sibh;cINS(h)eistINS(eodh s)iDEL(g)INS(b)h;INS(h),INS(eodh s),INS(b);DEL(g);V,2,PL,COND
leatosaí;a leatosaithe;INS(a )leatosaDEL(í)INS(ithe);INS(a ),INS(ithe);DEL(í);N,VOC,PL
aolaigh;aolaímis;aolaINS(ím)iDEL(gh)INS(s);INS(ím),INS(s);DEL(gh);V,1,PL,IMP
hipeamáine;a hipeamáine;INS(a )hipeamáine;INS(a );;N,VOC,SG
abhac donn;abhaic dhoinn;abhaINS(i)c dINS(h)oINS(i)nn;INS(i),INS(h),INS(i);;N,GEN,SG
fótagramaíocht;fótagramaíocht;fótagramaíocht;;;N,DAT,SG
troitheánaigh;throitheánaigh mé;tINS(h)roitheánaighINS( mé);INS(h),INS( mé);;V,1,SG,PST,IND
rithim nádúrtha;na rithime nádúrtha;INS(na )rithimINS(e) nádúrtha;INS(na ),INS(e);;N,GEN,SG,DEF
máistreás;na máistreása;INS(na )máistreásINS(a);INS(na ),INS(a);;N,GEN,SG,DEF
bóna sagairt;bóna shagairt;bóna sINS(h)agairt;INS(h);;N,GEN,SG
cíocrasán;cíocrasán;cíocrasán;;;N,DAT,SG
créam;dá gcréamtaí;INS(dá g)créamINS(taí);INS(dá g),INS(taí);;V,AUTO,SBJV,PST
crúb na gé;an chrúb na gé;INS(an )cINS(h)rúb na gé;INS(an ),INS(h);;N,NOM,SG,DEF
íosfhreang;a d'íosfhreangfadh;INS(a d')íosfhreangINS(fadh);INS(a d'),INS(fadh);;V,REL,COND
dinnéar;dinnéir;dinnéDEL(a)INS(i)r;INS(i);DEL(a);N,NOM,PL
coinfheascar;an coinfheascar;INS(an )coinfheascar;INS(an );;N,NOM,SG,DEF
basc;bascfaidh tú;bascINS(faidh tú);INS(faidh tú);;V,2,SG,FUT,IND
Béarlóir;leis an mBéarlóir;INS(leis an m)Béarlóir;INS(leis an m);;N,DAT,SG,DEF
cantáid;cantáidí;cantáidINS(í);INS(í);;N,DAT,PL
tuismigh;thuismínn;tINS(h)uismDEL(igh)INS(ínn);INS(h),INS(ínn);DEL(igh);V,1,SG,PST,HAB,IND
garraí;an gharraí;INS(an )gINS(h)arraí;INS(an ),INS(h);;N,GEN,SG,DEF
atáirg;d'atáirgimis;INS(d')atáirgINS(imis);INS(d'),INS(imis);;V,1,PL,PST,HAB,IND
víogaíl;na víogaíola;INS(na )víogaíINS(o)lINS(a);INS(na ),INS(o),INS(a);;N,GEN,SG,DEF
aontachas;an t-aontachas;INS(an t-)aontachas;INS(an t-);;N,NOM,SG,DEF
rannpháirtí;a rannpháirtí;INS(a )rannpháirtí;INS(a );;N,VOC,SG
aclaigh;aclaídís;aclaDEL(igh)INS(ídís);INS(ídís);DEL(igh);V,3,PL,IMP
beirt;leis na beirteanna;INS(leis na )beirtINS(eanna);INS(leis na ),INS(eanna);;N,DAT,PL,DEF
iarnmhian;iarnmhianta;iarnmhianINS(ta);INS(ta);;N,GEN,PL
idirleath;idirleatar;idirleatDEL(h)INS(ar);INS(ar);DEL(h);V,AUTO,PRS,IND
aonchiallachas;a aonchiallachais;INS(a )aonchiallachaINS(i)s;INS(a ),INS(i);;N,VOC,SG
páirteachas;a pháirteachais;INS(a )pINS(h)áirteachaINS(i)s;INS(a ),INS(h),INS(i);;N,VOC,SG
ualach;ualaigh;ualaDEL(c)INS(ig)h;INS(ig);DEL(c);N,GEN,SG
onóraigh;d'onórófaí;INS(d')onórINS(óf)aDEL(igh)INS(í);INS(d'),INS(óf),INS(í);DEL(igh);V,AUTO,COND
Bílearúiseach;Bílearúiseach;Bílearúiseach;;;N,NOM,SG
folean;d'fholeanaimis;INS(d')fINS(h)oleanINS(aimis);INS(d'),INS(h),INS(aimis);;V,1,PL,PST,HAB,IND
banchléireach;banchléireach;banchléireach;;;N,NOM,SG
comhchuingigh;chomhchuingeodh sé;cINS(h)omhchuinDEL(gi)gINS(eod)hINS( sé);INS(h),INS(eod),INS( sé);DEL(gi);V,3,SG,COND
dlúthaigh;a dhlúthóidh;INS(a )dINS(h)lúthDEL(aig)INS(óid)h;INS(a ),INS(h),INS(óid);DEL(aig);V,REL,FUT,IND
eochair;leis an eochair;INS(leis an )eochair;INS(leis an );;N,DAT,SG,DEF
focalbhá;a fhocalbhá;INS(a )fINS(h)ocalbhá;INS(a ),INS(h);;N,VOC,SG
cnag;a chnaig;INS(a )cINS(h)naINS(i)g;INS(a ),INS(h),INS(i);;N,VOC,SG
súgach;a shúgacha;INS(a )sINS(h)úgachINS(a);INS(a ),INS(h),INS(a);;N,VOC,PL
bomaite;leis an mbomaite;INS(leis an m)bomaite;INS(leis an m);;N,DAT,SG,DEF
meáneasna;a mheáneasnacha;INS(a )mINS(h)eáneasnINS(ach)a;INS(a ),INS(h),INS(ach);;N,VOC,PL
bracfhungas;bracfhungais;bracfhungaINS(i)s;INS(i);;N,NOM,PL
imdhíon-mheasúnacht;imdhíon-mheasúnacht;imdhíon-mheasúnacht;;;N,DAT,SG
cainteoir;cainteoirí;cainteoirINS(í);INS(í);;N,GEN,PL
col;na colanna;INS(na )colINS(anna);INS(na ),INS(anna);;N,NOM,PL,DEF
tinteán;tinteán;tinteán;;;N,DAT,SG
cimigh;go gcimí siad;INS(go g)cimINS(í s)iDEL(gh)INS(ad);INS(go g),INS(í s),INS(ad);DEL(gh);V,3,PL,SBJV,PRS
Marxachas;Marxachais;MarxachaINS(i)s;INS(i);;N,GEN,SG
heitreatrófach;an heitreatrófaigh;INS(an )heitreatrófaDEL(c)INS(ig)h;INS(an ),INS(ig);DEL(c);N,GEN,SG,DEF
díthiomsaigh;díthiomsaítear;díthiomsaDEL(igh)INS(ítear);INS(ítear);DEL(igh);V,AUTO,PRS,IND
sagart;a shagarta;INS(a )sINS(h)agartINS(a);INS(a ),INS(h),INS(a);;N,VOC,PL
ríomhphost;ríomhphost;ríomhphost;;;N,NOM,SG
íocaí;an t-íocaí;INS(an t-)íocaí;INS(an t-);;N,NOM,SG,DEF
línigh;go líní sé;INS(go )línDEL(igh)INS(í sé);INS(go ),INS(í sé);DEL(igh);V,3,SG,SBJV,PRS
failligh;d'fhailligh tú;INS(d')fINS(h)aillighINS( tú);INS(d'),INS(h),INS( tú);;V,2,SG,PST,IND
ceannadhairt;ceannadhairt;ceannadhairt;;;N,DAT,SG
banscríbhneoir;banscríbhneora;banscríbhneoDEL(i)rINS(a);INS(a);DEL(i);N,GEN,SG
hibridiú;an hibridiú;INS(an )hibridiú;INS(an );;N,NOM,SG,DEF
aonghin;a aonghin;INS(a )aonghin;INS(a );;N,VOC,SG
amadán móinteach;an t-amadán móinteach;INS(an t-)amadán móinteach;INS(an t-);;N,NOM,SG,DEF
gár;a ghára;INS(a )gINS(h)árINS(a);INS(a ),INS(h),INS(a);;N,VOC,PL
íosfhreang;go n-íosfhreanga tú;INS(go n-)íosfhreangINS(a tú);INS(go n-),INS(a tú);;V,2:SG,SBJV,PRS
garmhac;leis an ngarmhac;INS(leis an n)garmhac;INS(leis an n);;N,DAT,SG,DEF
Liotuánach;Liotuánach;Liotuánach;;;N,NOM,SG
an-chuid;leis an an-chuid;INS(leis an )an-chuid;INS(leis an );;N,DAT,SG,DEF
seicheamh;a sheichimh;INS(a )sINS(h)eichDEL(ea)INS(i)mh;INS(a ),INS(h),INS(i);DEL(ea);N,VOC,SG
aibidil;leis na haibidilí;INS(leis na h)aibidilINS(í);INS(leis na h),INS(í);;N,DAT,PL,DEF
cliamhain;cliamhain;cliamhain;;;N,GEN,SG
coinín;coiníní;coinínINS(í);INS(í);;N,GEN,PL
aom;aomadh;aomINS(adh);INS(adh);;V,AUTO,PST,IND
ga-shiméadracht;leis na ga-shiméadrachtaí;INS(leis na )ga-shiméadrachtINS(aí);INS(leis na ),INS(aí);;N,DAT,PL,DEF
neamhinniúlacht;neamhinniúlacht;neamhinniúlacht;;;N,DAT,SG
gearr-radharc;an ghearr-radhairc;INS(an )gINS(h)earr-radhaINS(i)rc;INS(an ),INS(h),INS(i);;N,GEN,SG,DEF
uisceshaothrú;an uisceshaothraithe;INS(an )uisceshaothrDEL(ú)INS(aithe);INS(an ),INS(aithe);DEL(ú);N,GEN,SG,DEF
bréagaisnéis;bréagaisnéis;bréagaisnéis;;;N,DAT,SG
halmadóir;leis na halmadóirí;INS(leis na )halmadóirINS(í);INS(leis na ),INS(í);;N,DAT,PL,DEF
Anglacánach;an Anglacánaigh;INS(an )AnglacánaDEL(c)INS(ig)h;INS(an ),INS(ig);DEL(c);N,GEN,SG,DEF
paidir;leis na paidreacha;INS(leis na )paidDEL(i)rINS(eacha);INS(leis na ),INS(eacha);DEL(i);N,DAT,PL,DEF
dí-adhlaic;a dhí-adhlacfaidh;INS(a )dINS(h)í-adhlaDEL(i)cINS(faidh);INS(a ),INS(h),INS(faidh);DEL(i);V,REL,FUT,IND
veidhlín;an veidhlín;INS(an )veidhlín;INS(an );;N,GEN,SG,DEF
cróineolaí;cróineolaithe;cróineolaDEL(í)INS(ithe);INS(ithe);DEL(í);N,NOM,PL
adhmadóireacht;adhmadóireacht;adhmadóireacht;;;N,NOM,SG
ceil;ceilimid;ceilINS(imid);INS(imid);;V,1,PL,PRS,IND
bandeagánach;bandeagánach;bandeagánach;;;N,DAT,SG
diúraic;dhiúracamar;dINS(h)iúraDEL(i)cINS(amar);INS(h),INS(amar);DEL(i);V,1,PL,PST,IND
hidriginigh;hidriginigh sibh;hidriginigINS(h sib)h;INS(h sib);;V,2,PL,PST,IND
neifrít;na neifríte;INS(na )neifrítINS(e);INS(na ),INS(e);;N,GEN,SG,DEF
cóirigh;chóireoinn;cINS(h)óirINS(eo)iDEL(gh)INS(nn);INS(h),INS(eo),INS(nn);DEL(gh);V,1,SG,COND
eachtra;leis an eachtra;INS(leis an )eachtra;INS(leis an );;N,DAT,SG,DEF
bréagriocht;leis an mbréagriocht;INS(leis an m)bréagriocht;INS(leis an m);;N,DAT,SG,DEF
taispeántas;taispeántas;taispeántas;;;N,GEN,PL
fo-chomhfhios;fo-chomhfhios;fo-chomhfhios;;;N,DAT,SG
absalóideachas;absalóideachas;absalóideachas;;;N,NOM,SG
lárphritil;lárphritil;lárphritil;;;N,NOM,SG
achar;an t-achar;INS(an t-)achar;INS(an t-);;N,NOM,SG,DEF
cumannachas;an cumannachas;INS(an )cumannachas;INS(an );;N,NOM,SG,DEF
trumpa;trumpa;trumpa;;;N,DAT,SG
freang;freang;freang;;;V,2,SG,IMP
focheann;leis an bhfocheann;INS(leis an bh)focheann;INS(leis an bh);;N,DAT,SG,DEF
promh;phromh sé;pINS(h)romhINS( sé);INS(h),INS( sé);;V,3,SG,PST,IND
buachaill tí;buachaillí tí;buachaillINS(í) tí;INS(í);;N,GEN,PL
mír;a mhíreanna;INS(a )mINS(h)írINS(eanna);INS(a ),INS(h),INS(eanna);;N,VOC,PL
eachtardhomhandach;na heachtardhomhandaigh;INS(na h)eachtardhomhandaDEL(c)INS(ig)h;INS(na h),INS(ig);DEL(c);N,NOM,PL,DEF
formad;formad;formad;;;N,DAT,SG
snigh;shnínn;sINS(hnín)nDEL(igh);INS(hnín);DEL(igh);V,1,SG,PST,HAB,IND
stróic;stróiceadh sé;stróicINS(eadh sé);INS(eadh sé);;V,3,SG,IMP
