Source;Target;Combined;Inserts;Deletes;Grammar
hákovat;hákovali bychom;hákovaDEL(t)INS(li bychom);INS(li bychom);DEL(t);V,COND,PRS,1,PL,MASC
mléko;mlécích;mléDEL(ko)INS(cích);INS(cích);DEL(ko);N,ESS,PL
nepochopitelný;nepochopitelná;nepochopitelnDEL(ý)INS(á);INS(á);DEL(ý);ADJ,ACC,NEUT,PL
zařízený;zařízené;zařízenDEL(ý)INS(é);INS(é);DEL(ý);ADJ,VOC,NEUT,SG
demagogický;demagogické;demagogickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ACC,MASC,PL
tautomerie;tautomerii;tautomeriDEL(e)INS(i);INS(i);DEL(e);N,ESS,SG
připomínat;připomínala bychom;připomínaDEL(t)INS(la bychom);INS(la bychom);DEL(t);V,COND,PRS,1,PL,NEUT
závažný;závažný;závažný;;;ADJ,ACC,INAN,MASC,SG
latentní;latentní;latentní;;;ADJ,VOC,PL
hypotetický;hypotetické;hypotetickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ACC,MASC,PL
papyrový;papyrová;papyrovDEL(ý)INS(á);INS(á);DEL(ý);ADJ,VOC,NEUT,PL
akumulátor;akumalátore;akumDEL(u)INS(a)látorINS(e);INS(a),INS(e);DEL(u);N,VOC,SG
výsledovka;výsledovky;výsledovkDEL(a)INS(y);INS(y);DEL(a);N,VOC,PL
diktovat;důvěřujme;dDEL(iktovat)INS(ůvěřujme);INS(ůvěřujme);DEL(iktovat);V,IMP,1,PL
motivovat;byli byste motivovali;INS(byli byste )motivovaDEL(t)INS(li);INS(byli byste ),INS(li);DEL(t);V,COND,PST,2,PL,MASC
obecný;obecné;obecnDEL(ý)INS(é);INS(é);DEL(ý);ADJ,VOC,MASC,PL
pečovat;pečovala;pečovINS(al)aDEL(t);INS(al);DEL(t);V.PTCP,ACT,PRF,NEUT,PL
překvapující;překvapujícího;překvapujícíINS(ho);INS(ho);;ADJ,ACC,ANIM,MASC,SG
aktivum;aktivech;aktivDEL(um)INS(ech);INS(ech);DEL(um);N,ESS,PL
nepodstatný;nepodstatném;nepodstatnDEL(ý)INS(ém);INS(ém);DEL(ý);ADJ,ESS,NEUT,SG
kontaminovat;kontaminovav;kontaminovaDEL(t)INS(v);INS(v);DEL(t);V.CVB,PST,MASC,SG
léno;léna;lénDEL(o)INS(a);INS(a);DEL(o);N,VOC,PL
dokonalý;dokonalému;dokonalDEL(ý)INS(ému);INS(ému);DEL(ý);ADJ,DAT,MASC,SG
programovat;programováni;programovDEL(at)INS(áni);INS(áni);DEL(at);V.PTCP,PASS,ANIM,MASC,PL
emigrovat;emigrují;emigrDEL(ovat)INS(ují);INS(ují);DEL(ovat);V,IND,PRS,3,PL
stupňovat;budeme stupňovat;INS(budeme )stupňovat;INS(budeme );;V,IND,FUT,1,PL
přitahovat;přitahovala;přitahovINS(al)aDEL(t);INS(al);DEL(t);V,IND,PST,3,PL,NEUT
motivovat;motivovali by;motivovaDEL(t)INS(li by);INS(li by);DEL(t);V,COND,PRS,1,PL,MASC,ANIM
příslovce;příslovce;příslovce;;;N,GEN,SG
břeh;břehu;břehINS(u);INS(u);;N,ESS,SG
importovat;importoval;importovaDEL(t)INS(l);INS(l);DEL(t);V,IND,PST,3,SG,MASC
alkoholismus;alkoholismusy;alkoholismusINS(y);INS(y);;N,ACC,PL
bezcílný;bezcílné;bezcílnDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ESS,FEM,SG
absolvovat;absolvovaly;absolvovaDEL(t)INS(ly);INS(ly);DEL(t);V,IND,PST,3,PL,FEM
minout;minul;minDEL(o)uDEL(t)INS(l);INS(l);DEL(o),DEL(t);V,IND,PST,2,SG,MASC
stěhovat;byla bychom stěhovala;INS(byla bychom )stěhovINS(al)aDEL(t);INS(byla bychom ),INS(al);DEL(t);V,COND,PST,1,PL,NEUT
avizovat;avizovali bychom;avizovaDEL(t)INS(li bychom);INS(li bychom);DEL(t);V,COND,PRS,1,PL,MASC
vojna;vojny;vojnDEL(a)INS(y);INS(y);DEL(a);N,NOM,PL
etymologický;etymologického;etymologickDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,ACC,ANIM,MASC,SG
píchat;píchal;píchaDEL(t)INS(l);INS(l);DEL(t);V,IND,PST,3,SG,MASC
krádež;krádež;krádež;;;N,ACC,SG
vtipný;vtipného;vtipnDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,ACC,ANIM,MASC,SG
knihkupectví;knihkupectví;knihkupectví;;;N,NOM,PL
opakovatelný;opakovatelní;opakovatelnDEL(ý)INS(í);INS(í);DEL(ý);ADJ,NOM,ANIM,MASC,PL
afghánský;afghánském;afghánskDEL(ý)INS(ém);INS(ém);DEL(ý);ADJ,ESS,MASC,SG
dívat;dívajíc;dívaDEL(t)INS(jíc);INS(jíc);DEL(t);V.CVB,PRS,FEM,SG
idylický;idylické;idylickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,VOC,NEUT,SG
podlý;podlí;podlDEL(ý)INS(í);INS(í);DEL(ý);ADJ,NOM,ANIM,MASC,PL
tajemný;tajemná;tajemnDEL(ý)INS(á);INS(á);DEL(ý);ADJ,NOM,FEM,SG
optimalizovat;optimalizujte;optimalizDEL(ova)INS(uj)tINS(e);INS(uj),INS(e);DEL(ova);V,IMP,2,SG,FORM
maskovat;maskovala;maskovINS(al)aDEL(t);INS(al);DEL(t);V,IND,PST,3,PL,NEUT
ignorovat;ignorovaly jsme;ignorovaDEL(t)INS(ly jsme);INS(ly jsme);DEL(t);V,IND,PST,1,PL,FEM
slabý;slabého;slabDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,GEN,NEUT,SG
oscilovat;osciloval bys;oscilovaDEL(t)INS(l bys);INS(l bys);DEL(t);V,COND,PRS,2,SG,MASC
římský;římské;římskDEL(ý)INS(é);INS(é);DEL(ý);ADJ,NOM,NEUT,SG
býk;býci;býDEL(k)INS(ci);INS(ci);DEL(k);N,VOC,PL
kristadelfiánský;kristadelfiánským;kristadelfiánskýINS(m);INS(m);;ADJ,DAT,PL
kresba;kresby;kresbDEL(a)INS(y);INS(y);DEL(a);N,GEN,SG
nespolehlivý;nespolehlivého;nespolehlivDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,ACC,ANIM,MASC,SG
doufat;doufal;doufaDEL(t)INS(l);INS(l);DEL(t);V,IND,PST,3,SG,MASC
acidita;aciditám;aciditDEL(a)INS(ám);INS(ám);DEL(a);N,DAT,PL
dospět;dospěl;dospěDEL(t)INS(l);INS(l);DEL(t);V,IND,PST,3,SG,MASC
dávat;dávala;dávINS(al)aDEL(t);INS(al);DEL(t);V.PTCP,ACT,PRF,NEUT,PL
hornina;horninou;horninDEL(a)INS(ou);INS(ou);DEL(a);N,INS,SG
defragmentovat;defragmentovaly byste;defragmentovaINS(ly bys)tINS(e);INS(ly bys),INS(e);;V,COND,PRS,2,PL,FEM
bunda;bundě;bundDEL(a)INS(ě);INS(ě);DEL(a);N,ESS,SG
idealizovat;idealizuj;idealizDEL(ovat)INS(uj);INS(uj);DEL(ovat);V,IMP,2,SG
perkutánní;perkutánnímu;perkutánníINS(mu);INS(mu);;ADJ,DAT,MASC,SG
alergologie;alergologií;alergologiDEL(e)INS(í);INS(í);DEL(e);N,GEN,PL
pilot;pilota;pilotINS(a);INS(a);;N,ACC,SG
slunce;slunce;slunce;;;N,NOM,PL
ignorovat;budu ignorovat;INS(budu )ignorovat;INS(budu );;V,IND,FUT,1,SG
diakritický;diakritickým;diakritickýINS(m);INS(m);;ADJ,ESS,NEUT,SG
samovolný;samovolného;samovolnDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,GEN,NEUT,SG
laťka;laťkám;laťkDEL(a)INS(ám);INS(ám);DEL(a);N,DAT,PL
hledat;byla bych hledala;INS(byla bych )hledINS(al)aDEL(t);INS(byla bych ),INS(al);DEL(t);V,COND,PST,1,SG,FEM
obtěžovat;byl bys obtěžoval;INS(byl bys )obtěžovaDEL(t)INS(l);INS(byl bys ),INS(l);DEL(t);V,COND,PST,2,SG,MASC
spolehlivý;spolehlivá;spolehlivDEL(ý)INS(á);INS(á);DEL(ý);ADJ,NOM,NEUT,PL
mastný;mastná;mastnDEL(ý)INS(á);INS(á);DEL(ý);ADJ,VOC,NEUT,PL
pornografický;pornografického;pornografickDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,ACC,ANIM,MASC,SG
milovat;milovali;milovaDEL(t)INS(li);INS(li);DEL(t);V,IND,PST,3,PL,MASC,ANIM
účtovat;účtovala by;účtovaDEL(t)INS(la by);INS(la by);DEL(t);V,COND,PRS,3,PL,NEUT
výhodný;výhodné;výhodnDEL(ý)INS(é);INS(é);DEL(ý);ADJ,VOC,MASC,PL
vlhký;vlhkém;vlhkDEL(ý)INS(ém);INS(ém);DEL(ý);ADJ,ESS,MASC,SG
antický;antičtí;antiDEL(cký)INS(čtí);INS(čtí);DEL(cký);ADJ,VOC,ANIM,MASC,PL
iterovat;iterovala jsem;iterovaDEL(t)INS(la jsem);INS(la jsem);DEL(t);V,IND,PST,1,SG,FEM
oliva;olivy;olivDEL(a)INS(y);INS(y);DEL(a);N,NOM,PL
pitvat;byly bychom pitvaly;INS(byly bychom )pitvaDEL(t)INS(ly);INS(byly bychom ),INS(ly);DEL(t);V,COND,PST,1,PL,FEM
dabovat;byly byste dabovaly;INS(byly byste )dabovaDEL(t)INS(ly);INS(byly byste ),INS(ly);DEL(t);V,COND,PST,2,PL,FEM
grilovat;byla bych grilovala;INS(byla bych )grilovINS(al)aDEL(t);INS(byla bych ),INS(al);DEL(t);V,COND,PST,1,SG,FEM
topologický;topologické;topologickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,DAT,FEM,SG
letovat;letovali;letovaDEL(t)INS(li);INS(li);DEL(t);V,IND,PST,3,PL,MASC,ANIM
sardinka;sardinkám;sardinkDEL(a)INS(ám);INS(ám);DEL(a);N,DAT,PL
sekat;sekavši;sekaDEL(t)INS(vši);INS(vši);DEL(t);V.CVB,PST,FEM,SG
zubr;zubři;zubDEL(r)INS(ři);INS(ři);DEL(r);N,VOC,PL
arabeska;arabesku;arabeskDEL(a)INS(u);INS(u);DEL(a);N,ACC,SG
amplituda;amplituda;amplituda;;;N,NOM,SG
očkovat;budeme očkovat;INS(budeme )očkovat;INS(budeme );;V,IND,FUT,1,PL
pronásledovat;bylo by pronásledovalo;INS(bylo by )pronásledovaDEL(t)INS(lo);INS(bylo by ),INS(lo);DEL(t);V,COND,PST,3,SG,NEUT
vlnovka;vlnovkami;vlnovkaINS(mi);INS(mi);;N,INS,PL
chtít;chtěno;chDEL(tí)tINS(ěno);INS(ěno);DEL(tí);V.PTCP,PASS,NEUT,SG
zhoršovat;zhoršovala bys;zhoršovaDEL(t)INS(la bys);INS(la bys);DEL(t);V,COND,PRS,2,SG,FEM
šnek;šneky;šnekINS(y);INS(y);;N,ACC,PL
experimentovat;experimentoval;experimentovaDEL(t)INS(l);INS(l);DEL(t);V,IND,PST,2,SG,FEM
autoškola;autoškolo;autoškolDEL(a)INS(o);INS(o);DEL(a);N,VOC,SG
nalepovat;nalepovala;nalepovINS(al)aDEL(t);INS(al);DEL(t);V,IND,PST,3,PL,NEUT
premiéra;premiér;premiérDEL(a);;DEL(a);N,GEN,PL
budka;budky;budkDEL(a)INS(y);INS(y);DEL(a);N,NOM,PL
čelovka;čelovka;čelovka;;;N,NOM,SG
letovat;letování;letovDEL(at)INS(ání);INS(ání);DEL(at);V.CVB
deprimující;deprimujícím;deprimujícíINS(m);INS(m);;ADJ,DAT,PL
vtipný;vtipný;vtipný;;;ADJ,NOM,MASC,SG
cestovat;budou cestovat;INS(budou )cestovat;INS(budou );;V,IND,FUT,3,PL
identický;identický;identický;;;ADJ,VOC,MASC,SG
znepokojivý;znepokojivé;znepokojivDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ACC,NEUT,SG
maximalizovat;maximalizována;maximalizovINS(án)aDEL(t);INS(án);DEL(t);V.PTCP,PASS,NEUT,PL
dodací;dodacímu;dodacíINS(mu);INS(mu);;ADJ,DAT,NEUT,SG
vystavovat;byl by vystavoval;INS(byl by )vystavovaDEL(t)INS(l);INS(byl by ),INS(l);DEL(t);V,COND,PST,3,SG,MASC
specifický;specifický;specifický;;;ADJ,VOC,MASC,SG
kategorizovat;kategorizujíc;kategorizDEL(ovat)INS(ujíc);INS(ujíc);DEL(ovat);V.CVB,PRS,FEM,SG
soutěž;soutěže;soutěžINS(e);INS(e);;N,NOM,PL
mačka;maček;mačINS(e)kDEL(a);INS(e);DEL(a);N,GEN,PL
etologický;etologického;etologickDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,GEN,NEUT,SG
bříza;břízám;břízDEL(a)INS(ám);INS(ám);DEL(a);N,DAT,PL
děsný;děsném;děsnDEL(ý)INS(ém);INS(ém);DEL(ý);ADJ,ESS,MASC,SG
balík;balíků;balíkINS(ů);INS(ů);;N,GEN,PL
venkovský;venkovská;venkovskDEL(ý)INS(á);INS(á);DEL(ý);ADJ,NOM,NEUT,PL
větráček;větráčky;větráčDEL(e)kINS(y);INS(y);DEL(e);N,ACC,PL
astmatický;astmatické;astmatickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,NOM,NEUT,SG
elektron;elektronu;elektronINS(u);INS(u);;N,GEN,SG
lino;lin;linDEL(o);;DEL(o);N,GEN,PL
výtah;výtahů;výtahINS(ů);INS(ů);;N,GEN,PL
trh;trhy;trhINS(y);INS(y);;N,ACC,PL
udělat;udělal;udělaDEL(t)INS(l);INS(l);DEL(t);V,IND,PST,1,SG,FEM
ohryzek;ohryzkem;ohryzDEL(e)kINS(em);INS(em);DEL(e);N,INS,SG
sporadický;sporadické;sporadickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ACC,MASC,PL
reraisovat;reraisováni;reraisovDEL(at)INS(áni);INS(áni);DEL(at);V.PTCP,PASS,ANIM,MASC,PL
knedlík;knedlíkům;knedlíkINS(ům);INS(ům);;N,DAT,PL
nacistický;nacistické;nacistickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,NOM,NEUT,SG
arabeska;arabesky;arabeskDEL(a)INS(y);INS(y);DEL(a);N,VOC,PL
statek;statek;statek;;;N,ACC,SG
chvalitebný;chvalitební;chvalitebnDEL(ý)INS(í);INS(í);DEL(ý);ADJ,VOC,ANIM,MASC,PL
omlouvat;budete omlouvat;INS(budete )omlouvat;INS(budete );;V,IND,FUT,2,PL
idealizovat;idealizovala by;idealizovaDEL(t)INS(la by);INS(la by);DEL(t);V,COND,PRS,3,PL,NEUT
komentovat;budou komentovat;INS(budou )komentovat;INS(budou );;V,IND,FUT,3,PL
součet;součtu;součDEL(e)tINS(u);INS(u);DEL(e);N,GEN,SG
pracovna;pracovnu;pracovnDEL(a)INS(u);INS(u);DEL(a);N,ACC,SG
bezpečný;bezpečného;bezpečnDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,GEN,MASC,SG
záplava;záplavách;záplavDEL(a)INS(ách);INS(ách);DEL(a);N,ESS,PL
fyziologický;fyziologickému;fyziologickDEL(ý)INS(ému);INS(ému);DEL(ý);ADJ,DAT,MASC,SG
podnikat;byly byste podnikaly;INS(byly byste )podnikaDEL(t)INS(ly);INS(byly byste ),INS(ly);DEL(t);V,COND,PST,2,PL,FEM
utopický;utopické;utopickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,NOM,NEUT,SG
překvapivý;překvapivé;překvapivDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ESS,FEM,SG
artikulovat;budete artikulovat;INS(budete )artikulovat;INS(budete );;V,IND,FUT,2,SG,FORM
fešácký;fešáckém;fešáckDEL(ý)INS(ém);INS(ém);DEL(ý);ADJ,ESS,NEUT,SG
lesklý;lesklá;lesklDEL(ý)INS(á);INS(á);DEL(ý);ADJ,NOM,FEM,SG
sudetoněmecký;sudetoněmeckého;sudetoněmeckDEL(ý)INS(ého);INS(ého);DEL(ý);ADJ,GEN,MASC,SG
chamtivý;chamtivé;chamtivDEL(ý)INS(é);INS(é);DEL(ý);ADJ,VOC,MASC,PL
koule;koulemi;kouleINS(mi);INS(mi);;N,INS,PL
úrokový;úroková;úrokovDEL(ý)INS(á);INS(á);DEL(ý);ADJ,ACC,NEUT,PL
bezejmenný;bezejmenná;bezejmennDEL(ý)INS(á);INS(á);DEL(ý);ADJ,VOC,FEM,SG
bojovat;bojovala byste;bojovaINS(la bys)tINS(e);INS(la bys),INS(e);;V,COND,PRS,2,SG,FORM,FEM
taxík;taxíku;taxíkINS(u);INS(u);;N,DAT,SG
Albánka;Albánko;AlbánkDEL(a)INS(o);INS(o);DEL(a);N,VOC,SG
družný;družným;družnýINS(m);INS(m);;ADJ,INS,MASC,SG
hektický;hektičtí;hektiDEL(cký)INS(čtí);INS(čtí);DEL(cký);ADJ,VOC,ANIM,MASC,PL
připomínat;připomínajíce;připomínaDEL(t)INS(jíce);INS(jíce);DEL(t);V.CVB,PRS,PL
špunt;špunte;špuntINS(e);INS(e);;N,VOC,ANIM,SG
vrána;vránám;vránDEL(a)INS(ám);INS(ám);DEL(a);N,DAT,PL
uvolnění;uvolnění;uvolnění;;;N,ESS,SG
lít;leje;lDEL(ít)INS(eje);INS(eje);DEL(ít);V,IND,PRS,3,SG
sebevědomý;sebevědomé;sebevědomDEL(ý)INS(é);INS(é);DEL(ý);ADJ,ESS,FEM,SG
regulovat;byla bys regulovala;INS(byla bys )regulovINS(al)aDEL(t);INS(byla bys ),INS(al);DEL(t);V,COND,PST,2,SG,FEM
ulehčit;ulehčíme;ulehčDEL(it)INS(íme);INS(íme);DEL(it);V,IND,PRS,1,PL
naslouchat;naslouchají;naslouchaDEL(t)INS(jí);INS(jí);DEL(t);V,IND,PRS,3,PL
islámský;islámských;islámskýINS(ch);INS(ch);;ADJ,GEN,PL
klasický;klasická;klasickDEL(ý)INS(á);INS(á);DEL(ý);ADJ,VOC,NEUT,PL
plachost;plachostem;plachostINS(em);INS(em);;N,DAT,PL
kázat;kázali;kázaDEL(t)INS(li);INS(li);DEL(t);V,IND,PST,2,PL,MASC
švejkovat;švejkuješ;švejkDEL(ovat)INS(uješ);INS(uješ);DEL(ovat);V,IND,PST,2,SG
snop;snopu;snopINS(u);INS(u);;N,ESS,SG
kontrola;kontroly;kontrolDEL(a)INS(y);INS(y);DEL(a);N,NOM,PL
mávat;mávavši;mávaDEL(t)INS(vši);INS(vši);DEL(t);V.CVB,PST,FEM,SG
borec;borcům;borDEL(e)cINS(ům);INS(ům);DEL(e);N,DAT,PL
nejedlý;nejedlou;nejedlDEL(ý)INS(ou);INS(ou);DEL(ý);ADJ,ACC,FEM,SG
otékat;otékala byste;otékaINS(la bys)tINS(e);INS(la bys),INS(e);;V,COND,PRS,2,SG,FORM,FEM
učitelský;učitelských;učitelskýINS(ch);INS(ch);;ADJ,ESS,PL
kopat;bylo byste kopalo;INS(bylo byste )kopaDEL(t)INS(lo);INS(bylo byste ),INS(lo);DEL(t);V,COND,PST,2,SG,FORM,NEUT
tenký;tenká;tenkDEL(ý)INS(á);INS(á);DEL(ý);ADJ,VOC,FEM,SG
pot;potům;potINS(ům);INS(ům);;N,DAT,PL
pomlouvat;pomlouvala jsme;pomlouvaDEL(t)INS(la jsme);INS(la jsme);DEL(t);V,IND,PST,1,PL,NEUT
bezruký;bezruké;bezrukDEL(ý)INS(é);INS(é);DEL(ý);ADJ,GEN,FEM,SG
pozdravovat;pozdravovala byste;pozdravovaINS(la bys)tINS(e);INS(la bys),INS(e);;V,COND,PRS,2,SG,FORM,FEM
hlídat;hlídala by;hlídaDEL(t)INS(la by);INS(la by);DEL(t);V,COND,PRS,3,SG,FEM
chodit;chodil jsem;chodiDEL(t)INS(l jsem);INS(l jsem);DEL(t);V,IND,PST,1,SG,FEM
perný;pernou;pernDEL(ý)INS(ou);INS(ou);DEL(ý);ADJ,ACC,FEM,SG
atopický;atopické;atopickDEL(ý)INS(é);INS(é);DEL(ý);ADJ,NOM,NEUT,SG
úder;úderem;úderINS(em);INS(em);;N,INS,SG
dokumentovat;byla by dokumentovala;INS(byla by )dokumentovINS(al)aDEL(t);INS(byla by ),INS(al);DEL(t);V,COND,PST,3,PL,NEUT
rozměrný;rozměrných;rozměrnýINS(ch);INS(ch);;ADJ,ESS,PL
naslouchat;naslouchajíce;naslouchaDEL(t)INS(jíce);INS(jíce);DEL(t);V.CVB,PRS,PL
špendlík;špendlíků;špendlíkINS(ů);INS(ů);;N,GEN,PL
bóra;bóru;bórDEL(a)INS(u);INS(u);DEL(a);N,ACC,SG
hláskovat;hláskují;hláskDEL(ovat)INS(ují);INS(ují);DEL(ovat);V,IND,PRS,3,PL
ochabovat;ochabujme;ochabDEL(ovat)INS(ujme);INS(ujme);DEL(ovat);V,IMP,1,PL
nepolitický;nepolitický;nepolitický;;;ADJ,NOM,MASC,SG
mávat;mávalo byste;mávaINS(lo bys)tINS(e);INS(lo bys),INS(e);;V,COND,PRS,2,SG,FORM,NEUT
děkovat;byly by děkovaly;INS(byly by )děkovaDEL(t)INS(ly);INS(byly by ),INS(ly);DEL(t);V,COND,PST,3,PL,MASC,INAN
čečenský;čečenské;čečenskDEL(ý)INS(é);INS(é);DEL(ý);ADJ,VOC,MASC,PL
mutace;mutaci;mutacDEL(e)INS(i);INS(i);DEL(e);N,ACC,SG
lyžovat;lyžovala byste;lyžovaINS(la bys)tINS(e);INS(la bys),INS(e);;V,COND,PRS,2,PL,NEUT
zvěrstvo;zvěrstvům;zvěrstvDEL(o)INS(ům);INS(ům);DEL(o);N,DAT,PL
omlouvat;omlouvaly jste;omlouvaINS(ly js)tINS(e);INS(ly js),INS(e);;V,IND,PST,2,PL,FEM
existovat;byl bych existoval;INS(byl bych )existovaDEL(t)INS(l);INS(byl bych ),INS(l);DEL(t);V,COND,PST,1,SG,MASC
důstojník;důstojníci;důstojníDEL(k)INS(ci);INS(ci);DEL(k);N,NOM,PL
četný;četnému;četnDEL(ý)INS(ému);INS(ému);DEL(ý);ADJ,DAT,MASC,SG
mrkev;mrkví;mrkDEL(e)vINS(í);INS(í);DEL(e);N,GEN,PL
oteklý;oteklá;oteklDEL(ý)INS(á);INS(á);DEL(ý);ADJ,VOC,FEM,SG
město;městech;městDEL(o)INS(ech);INS(ech);DEL(o);N,ESS,PL
adekvátní;adekvátním;adekvátníINS(m);INS(m);;ADJ,INS,MASC,SG
kadit;budeme kadit;INS(budeme )kadit;INS(budeme );;V,IND,FUT,1,PL
hranice;hranic;hranicDEL(e);;DEL(e);N,GEN,PL
makový;makovým;makovýINS(m);INS(m);;ADJ,DAT,PL
vlnovka;vlnovkách;vlnovkDEL(a)INS(ách);INS(ách);DEL(a);N,ESS,PL
