Source;Target;Combined;Inserts;Deletes;Grammar
publicher;publichasse;publichINS(ass)eDEL(r);INS(ass);DEL(r);V,1,SG,SBJV,PST,IPFV
rater;rateie;ratINS(ei)eDEL(r);INS(ei);DEL(r);V,1,SG,SBJV,PRS,LGSPEC2
udir;udiron;udirINS(on);INS(on);;V,1,PL,IND,FUT
cunzeder;cunzedes;cunzedeDEL(r)INS(s);INS(s);DEL(r);V,IND,PRS,2,SG
stipuler;stipularas;stipulDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
detlarer;detlaré;detlaDEL(re)rINS(é);INS(é);DEL(re);V.PTCP,PST
dormir;dorme;dormDEL(ir)INS(e);INS(e);DEL(ir);V,1,SG,SBJV,PRS,LGSPEC1
defrenzier;defrenzies;defrenzieDEL(r)INS(s);INS(s);DEL(r);V,2,SG,SBJV,PRS
sporjer;sporjon;sporjDEL(er)INS(on);INS(on);DEL(er);V,1,PL,SBJV,PRS
rester;resteis;resteDEL(r)INS(is);INS(is);DEL(r);V,IND,PRS,2,PL
cundaner;cundaner;cundaner;;;V,NFIN,LGSPEC1
secuestrer;secuestrove;secuestrINS(ov)eDEL(r);INS(ov);DEL(r);V,IND,PST,1,SG,IPFV
giudicher;giudichasse;giudichINS(ass)eDEL(r);INS(ass);DEL(r);V,1,SG,SBJV,PST,IPFV
danejer;danejasse;danejINS(ass)eDEL(r);INS(ass);DEL(r);V,1,SG,SBJV,PST,IPFV
mutiver;mutivassan;mutivDEL(er)INS(assan);INS(assan);DEL(er);V,1,PL,SBJV,PST,IPFV
gaujer;gaujoves;gaujINS(ov)eDEL(r)INS(s);INS(ov),INS(s);DEL(r);V,IND,PST,2,SG,IPFV
morir;muere;mDEL(o)DEL(ri)INS(ue)rINS(e);INS(ue),INS(e);DEL(o),DEL(ri);V,3,SG,SBJV,PRS
onjer;onje;onjeDEL(r);;DEL(r);V,IND,PRS,1,SG
damander;damandeies;damandeDEL(r)INS(ies);INS(ies);DEL(r);V,2,SG,SBJV,PRS,LGSPEC2
sporjer;sporjove;sporjINS(ov)eDEL(r);INS(ov);DEL(r);V,IND,PST,1,SG,IPFV
deslier;deslier;deslier;;;V,NFIN,LGSPEC1
stabilir;stabilissais;stabiliDEL(r)INS(ssais);INS(ssais);DEL(r);V,2,PL,SBJV,PST,IPFV
assegurer;assegureis;assegureDEL(r)INS(is);INS(is);DEL(r);V,2,PL,SBJV,PRS
entenjer;entenjer;entenjer;;;V,NFIN,LGSPEC1
rester;restea;resteDEL(r)INS(a);INS(a);DEL(r);V,IND,PRS,3,SG,LGSPEC3
registrer;registraras;registrDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
resserver;resserves;resserveDEL(r)INS(s);INS(s);DEL(r);V,2,SG,SBJV,PRS,LGSPEC1
coordener;coordenove;coordenINS(ov)eDEL(r);INS(ov);DEL(r);V,IND,PST,1,SG,IPFV
secuestrer;secuestrasse;secuestrINS(ass)eDEL(r);INS(ass);DEL(r);V,1,SG,SBJV,PST,IPFV
reguler;regularas;regulDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
ejaminer;ejaminon;ejamiINS(no)nDEL(er);INS(no);DEL(er);V,IND,PRS,1,PL
adurver;adurveies;adurveDEL(r)INS(ies);INS(ies);DEL(r);V,2,SG,SBJV,PRS,LGSPEC2
secuestrer;secuestrasses;secuestrINS(ass)eDEL(r)INS(s);INS(ass),INS(s);DEL(r);V,2,SG,SBJV,PST,IPFV
spieter;spietaras;spietDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
destumer;destumes;destumeDEL(r)INS(s);INS(s);DEL(r);V,IND,PRS,2,SG,LGSPEC1
assegurer;assegurassa;asseguDEL(re)rINS(assa);INS(assa);DEL(re);V,3,PL,SBJV,PST,IPFV
storjer;storjaras;storjDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
someter;someta;sometDEL(er)INS(a);INS(a);DEL(er);V,IND,PRS,3,PL,LGSPEC1
ratificher;ratificheies;ratificheDEL(r)INS(ies);INS(ies);DEL(r);V,IND,PRS,2,SG,LGSPEC2
stipuler;stipuler;stipuler;;;V,NFIN,LGSPEC1
redujer;redujova;redujDEL(er)INS(ova);INS(ova);DEL(er);V,IND,PST,3,SG,IPFV
sporjer;sporjova;sporjDEL(er)INS(ova);INS(ova);DEL(er);V,IND,PST,3,PL,IPFV
destiner;destinaras;destinDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
stipuler;stipulon;stipulDEL(er)INS(on);INS(on);DEL(er);V,IND,PRS,1,PL
rezever;rezeveis;rezeveDEL(r)INS(is);INS(is);DEL(r);V,2,PL,SBJV,PRS
dejeujer;dejëuja;dejDEL(e)INS(ë)ujDEL(er)INS(a);INS(ë),INS(a);DEL(e),DEL(er);V,2,SG,NFIN,LGSPEC1
scurter;scurtasse;scurtINS(ass)eDEL(r);INS(ass);DEL(r);V,1,SG,SBJV,PST,IPFV
emaner;emanasse;emanINS(ass)eDEL(r);INS(ass);DEL(r);V,1,SG,SBJV,PST,IPFV
remander;remandeia;remandeDEL(r)INS(ia);INS(ia);DEL(r);V,2,SG,NFIN,LGSPEC2
corompe;corot;coroDEL(m)DEL(p)DEL(e)INS(t);INS(t);DEL(m),DEL(p),DEL(e);V.PTCP,PST
furmer;furmon;furmDEL(er)INS(on);INS(on);DEL(er);V,1,PL,SBJV,PRS
furmer;furmova;furmDEL(er)INS(ova);INS(ova);DEL(er);V,IND,PST,3,SG,IPFV
comunicher;comunicha;comunichDEL(er)INS(a);INS(a);DEL(er);V,2,SG,NFIN,LGSPEC1
njinier;njiniove;njiniINS(ov)eDEL(r);INS(ov);DEL(r);V,IND,PST,1,SG,IPFV
stabilir;stabilesce;stabilDEL(ir)INS(esce);INS(esce);DEL(ir);V,1,SG,SBJV,PRS,LGSPEC2
entenjer;entenjaron;entenjDEL(e)INS(a)rINS(on);INS(a),INS(on);DEL(e);V,1,PL,IND,FUT
franjer;franjovan;franjDEL(er)INS(ovan);INS(ovan);DEL(er);V,IND,PST,1,PL,IPFV
tradujer;tradujan;tradujDEL(er)INS(an);INS(an);DEL(er);V.CVB,PRS
terjer;terjaras;terjDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
segurer;segureis;segureDEL(r)INS(is);INS(is);DEL(r);V,IND,PRS,2,PL
spieter;spieté;spietDEL(er)INS(é);INS(é);DEL(er);V.PTCP,PST
resserver;resserveia;resserveDEL(r)INS(ia);INS(ia);DEL(r);V,IND,PRS,3,SG,LGSPEC2
garantir;garantiron;garantirINS(on);INS(on);;V,1,PL,IND,FUT
volei;vues;vDEL(ol)DEL(ei)INS(u)INS(e)INS(s);INS(u),INS(e),INS(s);DEL(ol),DEL(ei);V,2,SG,SBJV,PRS
desvier;desvies;desvieDEL(r)INS(s);INS(s);DEL(r);V,2,SG,SBJV,PRS,LGSPEC1
cherder;cherdovais;cherdDEL(er)INS(ovais);INS(ovais);DEL(er);V,IND,PST,2,PL,IPFV
ncurajer;ncurajé;ncurajDEL(er)INS(é);INS(é);DEL(er);V,NFIN,LGSPEC2
resserver;resservove;resserINS(vo)veDEL(r);INS(vo);DEL(r);V,IND,PST,1,SG,IPFV
publicher;publiche;publicheDEL(r);;DEL(r);V,3,PL,SBJV,PRS
finanzier;finanziassa;finanziDEL(er)INS(assa);INS(assa);DEL(er);V,3,PL,SBJV,PST,IPFV
pronunzier;pronunzieis;pronunzieDEL(r)INS(is);INS(is);DEL(r);V,2,PL,SBJV,PRS
cogner;cogné;cognDEL(er)INS(é);INS(é);DEL(er);V.PTCP,PST
cunferir;cunferir;cunferir;;;V,NFIN,LGSPEC1
lascer;lasca;lascDEL(er)INS(a);INS(a);DEL(er);V,IND,PRS,3,PL,LGSPEC1
jonjer;jonj;jonjDEL(er);;DEL(er);V,2,SG,NFIN
produjer;produje;produjeDEL(r);;DEL(r);V,1,SG,SBJV,PRS
ester;sareis;INS(s)INS(a)INS(r)eINS(i)sDEL(ter);INS(s),INS(a),INS(r),INS(i);DEL(ter);V,2,PL,IND,FUT
atribuir;atribuissa;atribuiDEL(r)INS(ssa);INS(ssa);DEL(r);V,3,PL,SBJV,PST,IPFV
cumporter;cumportan;cumportDEL(er)INS(an);INS(an);DEL(er);V.CVB,PRS
assegurer;assegurarà;assegurDEL(e)INS(a)rINS(à);INS(a),INS(à);DEL(e);V,3,PL,IND,FUT
pronunzier;pronunzie;pronunzieDEL(r);;DEL(r);V,3,SG,SBJV,PRS,LGSPEC1
capir;capion;capiDEL(r)INS(on);INS(on);DEL(r);V,1,PL,SBJV,PRS
scriver;scrivove;scriINS(vo)veDEL(r);INS(vo);DEL(r);V,IND,PST,1,SG,IPFV
volei;volova;volDEL(ei)INS(ova);INS(ova);DEL(ei);V,IND,PST,3,SG,IPFV
cruzier;cruzion;cruziDEL(er)INS(on);INS(on);DEL(er);V,1,PL,SBJV,PRS
arester;arestassan;arestDEL(er)INS(assan);INS(assan);DEL(er);V,1,PL,SBJV,PST,IPFV
strenjer;strenjova;strenjDEL(er)INS(ova);INS(ova);DEL(er);V,IND,PST,3,SG,IPFV
reurganiser;reurganise;reurganiseDEL(r);;DEL(r);V,1,SG,SBJV,PRS,LGSPEC1
strenjer;strenjesse;strenjINS(ess)eDEL(r);INS(ess);DEL(r);V,1,SG,SBJV,PST,IPFV
viver;vivaras;vivDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
rezever;rezevaron;rezevDEL(e)INS(a)rINS(on);INS(a),INS(on);DEL(e);V,1,PL,IND,FUT
proibir;proibieis;proibiDEL(r)INS(eis);INS(eis);DEL(r);V,IND,PRS,2,PL
prufesser;prufessaras;prufessDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
terjer;terjon;terjDEL(er)INS(on);INS(on);DEL(er);V,IND,PRS,1,PL
cogner;cognaré;cognDEL(e)INS(a)rINS(é);INS(a),INS(é);DEL(e);V,1,SG,IND,FUT
scurter;scurteie;scurtINS(ei)eDEL(r);INS(ei);DEL(r);V,1,SG,SBJV,PRS,LGSPEC2
adoter;adotarà;adotDEL(e)INS(a)rINS(à);INS(a),INS(à);DEL(e);V,3,SG,IND,FUT
seurander;seurandassan;seurandDEL(er)INS(assan);INS(assan);DEL(er);V,1,PL,SBJV,PST,IPFV
reguler;regularon;regulDEL(e)INS(a)rINS(on);INS(a),INS(on);DEL(e);V,1,PL,IND,FUT
cundaner;cundaneie;cundanINS(ei)eDEL(r);INS(ei);DEL(r);V,IND,PRS,1,SG,LGSPEC2
viuler;viuleis;viuleDEL(r)INS(is);INS(is);DEL(r);V,IND,PRS,2,PL
jì;jireis;jDEL(ì)INS(i)INS(r)INS(e)INS(i)INS(s);INS(i),INS(r),INS(e),INS(i),INS(s);DEL(ì);V,2,PL,IND,FUT
tradujer;tradujova;tradujDEL(er)INS(ova);INS(ova);DEL(er);V,IND,PST,3,PL,IPFV
desgorjer;desgorjaras;desgorjDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
seurander;seurandede;seuranINS(de)deDEL(r);INS(de);DEL(r);V,2,PL,NFIN
avei;ebe;DEL(a)DEL(v)INS(e)INS(b)eDEL(i);INS(e),INS(b);DEL(a),DEL(v),DEL(i);V,3,PL,SBJV,PRS,LGSPEC2
spieter;spietareis;spietDEL(e)INS(a)rINS(eis);INS(a),INS(eis);DEL(e);V,2,PL,IND,FUT
publicher;publichova;publichDEL(er)INS(ova);INS(ova);DEL(er);V,IND,PST,3,SG,IPFV
desgorjer;desgorjarà;desgorjDEL(e)INS(a)rINS(à);INS(a),INS(à);DEL(e);V,3,SG,IND,FUT
atribuir;atribuian;atribuiDEL(r)INS(an);INS(an);DEL(r);V.CVB,PRS
eserziter;eserzitasse;eserzitINS(ass)eDEL(r);INS(ass);DEL(r);V,1,SG,SBJV,PST,IPFV
purter;purteies;purteDEL(r)INS(ies);INS(ies);DEL(r);V,2,SG,SBJV,PRS,LGSPEC2
remander;remandeis;remandeDEL(r)INS(is);INS(is);DEL(r);V,IND,PRS,2,PL
curespuender;curespuenda;curespuendDEL(er)INS(a);INS(a);DEL(er);V,2,SG,NFIN,LGSPEC1
slunger;slungassan;slungDEL(er)INS(assan);INS(assan);DEL(er);V,1,PL,SBJV,PST,IPFV
cundaner;cundanova;cundanDEL(er)INS(ova);INS(ova);DEL(er);V,IND,PST,3,SG,IPFV
dormir;dormive;dormiDEL(r)INS(ve);INS(ve);DEL(r);V,IND,PST,1,SG,IPFV
cogner;cognassa;cognDEL(er)INS(assa);INS(assa);DEL(er);V,3,SG,SBJV,PST,IPFV
arjonjer;arjonjovais;arjonjDEL(er)INS(ovais);INS(ovais);DEL(er);V,IND,PST,2,PL,IPFV
cunferir;cunferisses;cunferiDEL(r)INS(sses);INS(sses);DEL(r);V,2,SG,SBJV,PST,IPFV
perde;perdaron;perdDEL(e)INS(a)INS(r)INS(o)INS(n);INS(a),INS(r),INS(o),INS(n);DEL(e);V,1,PL,IND,FUT
reverir;reveresce;reveDEL(ri)rINS(esce);INS(esce);DEL(ri);V,3,SG,SBJV,PRS,LGSPEC2
costituir;costituivan;costituiDEL(r)INS(van);INS(van);DEL(r);V,IND,PST,1,PL,IPFV
anuler;anulovais;anulDEL(er)INS(ovais);INS(ovais);DEL(er);V,IND,PST,2,PL,IPFV
rester;restassais;restDEL(er)INS(assais);INS(assais);DEL(er);V,2,PL,SBJV,PST,IPFV
rezever;rezevove;rezeINS(vo)veDEL(r);INS(vo);DEL(r);V,IND,PST,1,SG,IPFV
condujer;condut;conduDEL(jer)INS(t);INS(t);DEL(jer);V.PTCP,PST
eserziter;eserzitea;eserziteDEL(r)INS(a);INS(a);DEL(r);V,IND,PRS,3,SG,LGSPEC3
lascer;lasces;lasceDEL(r)INS(s);INS(s);DEL(r);V,2,SG,SBJV,PRS,LGSPEC1
determiner;determine;determineDEL(r);;DEL(r);V,1,SG,SBJV,PRS,LGSPEC1
sponjer;sponjarà;sponjDEL(e)INS(a)rINS(à);INS(a),INS(à);DEL(e);V,3,SG,IND,FUT
vegnì;vegnes;vegnDEL(ì)INS(es);INS(es);DEL(ì);V,IND,PRS,2,SG
viuler;viulasses;viulINS(ass)eDEL(r)INS(s);INS(ass),INS(s);DEL(r);V,2,SG,SBJV,PST,IPFV
cuntroler;cuntrolovan;cuntrolDEL(er)INS(ovan);INS(ovan);DEL(er);V,IND,PST,1,PL,IPFV
ester;sies;INS(s)INS(i)esDEL(ter);INS(s),INS(i);DEL(ter);V,2,SG,NFIN
damander;damandareis;damandDEL(e)INS(a)rINS(eis);INS(a),INS(eis);DEL(e);V,2,PL,IND,FUT
arester;arestea;aresteDEL(r)INS(a);INS(a);DEL(r);V,IND,PRS,3,SG,LGSPEC3
messei;messe;messeDEL(i);;DEL(i);V,1,SG,SBJV,PRS
desgorjer;desgorj;desgorjDEL(er);;DEL(er);V,IND,PRS,3,SG
seurander;seurandaras;seurandDEL(e)INS(a)rINS(as);INS(a),INS(as);DEL(e);V,2,SG,IND,FUT
vedei;vedova;vedDEL(ei)INS(ova);INS(ova);DEL(ei);V,IND,PST,3,PL,IPFV
scuter;scutede;scutINS(ed)eDEL(r);INS(ed);DEL(r);V,2,PL,NFIN
viver;vivovais;vivDEL(er)INS(ovais);INS(ovais);DEL(er);V,IND,PST,2,PL,IPFV
segurer;segureies;segureDEL(r)INS(ies);INS(ies);DEL(r);V,IND,PRS,2,SG,LGSPEC2
revucher;revucheia;revucheDEL(r)INS(ia);INS(ia);DEL(r);V,IND,PRS,3,SG,LGSPEC2
dé;daras;dDEL(é)INS(a)INS(r)INS(a)INS(s);INS(a),INS(r),INS(a),INS(s);DEL(é);V,2,SG,IND,FUT
secuestrer;secuestre;secuestreDEL(r);;DEL(r);V,3,SG,SBJV,PRS,LGSPEC1
seurander;seurandeis;seurandeDEL(r)INS(is);INS(is);DEL(r);V,2,PL,SBJV,PRS
fisser;fissassais;fisINS(s)INS(a)INS(s)INS(s)INS(a)INS(i)sDEL(er);INS(s),INS(a),INS(s),INS(s),INS(a),INS(i);DEL(er);V,2,PL,SBJV,PST,IPFV
afermer;aferma;afermDEL(er)INS(a);INS(a);DEL(er);V,2,SG,NFIN,LGSPEC1
stipuler;stipule;stipuleDEL(r);;DEL(r);V,IND,PRS,1,SG,LGSPEC1
pronunzier;pronunziareis;pronunziDEL(e)INS(a)rINS(eis);INS(a),INS(eis);DEL(e);V,2,PL,IND,FUT
purter;purté;purtDEL(er)INS(é);INS(é);DEL(er);V.PTCP,PST
arester;arester;arester;;;V,NFIN,LGSPEC1
someter;someteia;someteDEL(r)INS(ia);INS(ia);DEL(r);V,IND,PRS,3,SG,LGSPEC2
purter;purteia;purteDEL(r)INS(ia);INS(ia);DEL(r);V,IND,PRS,3,PL,LGSPEC2
capir;cape;capDEL(ir)INS(e);INS(e);DEL(ir);V,1,SG,SBJV,PRS,LGSPEC1
produjer;produjarà;produjDEL(e)INS(a)rINS(à);INS(a),INS(à);DEL(e);V,3,SG,IND,FUT
detlarer;detlaron;detlaDEL(re)rINS(on);INS(on);DEL(re);V,1,PL,SBJV,PRS
produjer;produjon;produjDEL(er)INS(on);INS(on);DEL(er);V,IND,PRS,1,PL
coordiner;coordinasse;coordinINS(ass)eDEL(r);INS(ass);DEL(r);V,1,SG,SBJV,PST,IPFV
ressolver;ressolva;ressolvDEL(er)INS(a);INS(a);DEL(er);V,IND,PRS,3,SG,LGSPEC1
erjer;erjon;erjDEL(er)INS(on);INS(on);DEL(er);V,1,PL,SBJV,PRS
adurver;adurver;adurver;;;V,NFIN,LGSPEC1
fé;fajesse;fDEL(é)INS(a)INS(j)INS(e)INS(s)INS(s)INS(e);INS(a),INS(j),INS(e),INS(s),INS(s),INS(e);DEL(é);V,1,SG,SBJV,PST,IPFV
messei;messovais;messDEL(e)INS(ova)iINS(s);INS(ova),INS(s);DEL(e);V,IND,PST,2,PL,IPFV
secuestrer;secuestraré;secuestrDEL(e)INS(a)rINS(é);INS(a),INS(é);DEL(e);V,1,SG,IND,FUT
registrer;registron;registDEL(re)rINS(on);INS(on);DEL(re);V,IND,PRS,1,PL
scriver;scriv;scrivDEL(er);;DEL(er);V,IND,PRS,3,PL
educher;educhova;educhDEL(er)INS(ova);INS(ova);DEL(er);V,IND,PST,3,SG,IPFV
storjer;storje;storjeDEL(r);;DEL(r);V,IND,PRS,1,SG
secuestrer;secuestres;secuestreDEL(r)INS(s);INS(s);DEL(r);V,IND,PRS,2,SG,LGSPEC1
urganiser;urganisé;urganisDEL(er)INS(é);INS(é);DEL(er);V.PTCP,PST
numiner;numinasse;numinINS(ass)eDEL(r);INS(ass);DEL(r);V,1,SG,SBJV,PST,IPFV
garantir;garantesce;garantDEL(ir)INS(esce);INS(esce);DEL(ir);V,3,SG,SBJV,PRS,LGSPEC2
nascer;nascessa;nasceDEL(r)INS(ssa);INS(ssa);DEL(r);V,3,SG,SBJV,PST,IPFV
comunicher;comuniché;comunichDEL(er)INS(é);INS(é);DEL(er);V,NFIN,LGSPEC2
acurder;acurdassa;acurdDEL(er)INS(assa);INS(assa);DEL(er);V,3,SG,SBJV,PST,IPFV
desgorjer;desgorjessais;desgorjeDEL(r)INS(ssais);INS(ssais);DEL(r);V,2,PL,SBJV,PST,IPFV
mirer;miron;miDEL(re)rINS(on);INS(on);DEL(re);V,1,PL,SBJV,PRS
comprer;compreie;comprINS(ei)eDEL(r);INS(ei);DEL(r);V,IND,PRS,1,SG,LGSPEC2
desvier;desviasse;desviINS(ass)eDEL(r);INS(ass);DEL(r);V,1,SG,SBJV,PST,IPFV
scurter;scurte;scurteDEL(r);;DEL(r);V,1,SG,SBJV,PRS,LGSPEC1
