Source;Target;Combined;Inserts;Deletes;Grammar
ondulare;ondulassimo;ondulaDEL(re)INS(ssimo);INS(ssimo);DEL(re);V,SBJV,PST,1,PL
frenarsi;ci freneremmo;INS(ci )frenDEL(arsi)INS(eremmo);INS(ci ),INS(eremmo);DEL(arsi);V,COND,1,PL
vendicare;vendicaste;vendicaDEL(r)INS(st)e;INS(st);DEL(r);V,SBJV,PST,2,PL
smetterla;la smettano;INS(l)INS(a)INS( )smettDEL(e)DEL(r)DEL(l)aINS(no);INS(l),INS(a),INS( ),INS(no);DEL(e),DEL(r),DEL(l);V,POS,IMP,3,PL
disimpegnarsi;vi disimpegnerete;INS(vi )disimpegnDEL(arsi)INS(erete);INS(vi ),INS(erete);DEL(arsi);V,IND,FUT,2,PL
sgonfiare;sgonfiaste;sgonfiaDEL(r)INS(st)e;INS(st);DEL(r);V,SBJV,PST,2,PL
bastire;bastissi;bastINS(iss)iDEL(re);INS(iss);DEL(re);V,SBJV,PST,2,SG
obliare;obliante;obliaDEL(r)INS(nt)e;INS(nt);DEL(r);V.PTCP,PRS
ripudiare;ripudia;ripudiaDEL(re);;DEL(re);V,POS,IMP,2,SG
trasognare;trasogneremo;trasognDEL(a)INS(e)reINS(mo);INS(e),INS(mo);DEL(a);V,IND,FUT,1,PL
concedere;concedi;concedDEL(ere)INS(i);INS(i);DEL(ere);V,POS,IMP,2,SG
reimpiantare;reimpianterete;reimpiantDEL(a)INS(e)rINS(et)e;INS(e),INS(et);DEL(a);V,IND,FUT,2,PL
scriversi;ti scrivevi;INS(ti )scriveDEL(rs)INS(v)i;INS(ti ),INS(v);DEL(rs);V,IND,PST,2,SG,IPFV
ornare;ornasse;ornaDEL(r)INS(ss)e;INS(ss);DEL(r);V,SBJV,PST,3,SG
nuclearizzare;nuclearizzi;nuclearizzDEL(are)INS(i);INS(i);DEL(are);V,IND,PRS,2,SG
ibridare;ibriderebbe;ibridDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a);V,COND,3,SG
mansuefarsi;vi mansuefacciate;INS(vi )mansuefaDEL(rs)INS(c)INS(c)iINS(ate);INS(vi ),INS(c),INS(c),INS(ate);DEL(rs);V,SBJV,PRS,2,PL
testificare;testificassimo;testificaDEL(re)INS(ssimo);INS(ssimo);DEL(re);V,SBJV,PST,1,PL
addebbiare;addebbierete;addebbiDEL(a)INS(e)rINS(et)e;INS(e),INS(et);DEL(a);V,IND,FUT,2,PL
smaliziare;smalizierà;smaliziDEL(ar)eINS(rà);INS(rà);DEL(ar);V,IND,FUT,3,SG
crucciarsi;mi crucciavo;INS(mi )crucciaDEL(rsi)INS(vo);INS(mi ),INS(vo);DEL(rsi);V,IND,PST,1,SG,IPFV
trivellare;trivellerai;trivellDEL(ar)eINS(rai);INS(rai);DEL(ar);V,IND,FUT,2,SG
smembrare;smembra;smembraDEL(re);;DEL(re);V,POS,IMP,2,SG
carezzarsi;vi carezziate;INS(vi )carezzDEL(ars)iINS(ate);INS(vi ),INS(ate);DEL(ars);V,SBJV,PRS,2,PL
illanguidire;illanguidì;illanguidDEL(ire)INS(ì);INS(ì);DEL(ire);V,IND,PST,3,SG,PFV
storcere;storcente;storceDEL(r)INS(nt)e;INS(nt);DEL(r);V.PTCP,PRS
depolverizzare;depolverizzammo;depolverizzaDEL(re)INS(mmo);INS(mmo);DEL(re);V,IND,PST,1,PL,PFV
refrangere;refranga;refrangDEL(ere)INS(a);INS(a);DEL(ere);V,POS,IMP,3,SG
interpretare;interpreterai;interpretDEL(ar)eINS(rai);INS(rai);DEL(ar);V,IND,FUT,2,SG
corteare;corteavi;corteaDEL(re)INS(vi);INS(vi);DEL(re);V,IND,PST,2,SG,IPFV
addimesticare;addimesticavano;addimesticaDEL(re)INS(vano);INS(vano);DEL(re);V,IND,PST,3,PL,IPFV
attendere;attendeva;attendDEL(er)eINS(va);INS(va);DEL(er);V,IND,PST,3,SG,IPFV
ritorcere;ritorcemmo;ritorcDEL(er)eINS(mmo);INS(mmo);DEL(er);V,IND,PST,1,PL,PFV
impuzzolentire;impuzzolentiscano;impuzzolentiDEL(re)INS(scano);INS(scano);DEL(re);V,POS,IMP,3,PL
rombare;rombasse;rombaDEL(r)INS(ss)e;INS(ss);DEL(r);V,SBJV,PST,3,SG
intervistare;intervistiate;intervistINS(i)aDEL(r)INS(t)e;INS(i),INS(t);DEL(r);V,SBJV,PRS,2,PL
caracollare;caracolli;caracollDEL(are)INS(i);INS(i);DEL(are);V,POS,IMP,3,SG
uccidere;uccidereste;ucciderINS(est)e;INS(est);;V,COND,2,PL
apporre;apponga;appoDEL(rre)INS(n)INS(g)INS(a);INS(n),INS(g),INS(a);DEL(rre);V,SBJV,PRS,2,SG
transitare;transitassimo;transitaDEL(re)INS(ssimo);INS(ssimo);DEL(re);V,SBJV,PST,1,PL
risospendere;risospesero;risospeDEL(n)DEL(d)INS(s)erDEL(e)INS(o);INS(s),INS(o);DEL(n),DEL(d),DEL(e);V,IND,PST,3,PL,PFV
sostantivare;sostantiviamo;sostantivINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re);V,POS,IMP,1,PL
subirsi;subisciti;subiDEL(r)sINS(c)INS(i)INS(t)i;INS(c),INS(i),INS(t);DEL(r);V,POS,IMP,2,SG
appendersi;mi appendo;INS(mi )appendDEL(ersi)INS(o);INS(mi ),INS(o);DEL(ersi);V,IND,PRS,1,SG
inzuppare;inzuppiamo;inzuppINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re);V,IND,PRS,1,PL
confutare;confuta;confutaDEL(re);;DEL(re);V,IND,PRS,3,SG
romanticizzare;romanticizzeremmo;romanticizzDEL(a)INS(e)reINS(mmo);INS(e),INS(mmo);DEL(a);V,COND,1,PL
offrire;offrissimo;offriDEL(re)INS(ssimo);INS(ssimo);DEL(re);V,SBJV,PST,1,PL
corrompersi;ci corrompevamo;INS(ci )corrompeDEL(rsi)INS(vamo);INS(ci ),INS(vamo);DEL(rsi);V,IND,PST,1,PL,IPFV
provenire;provenisti;provenINS(ist)iDEL(re);INS(ist);DEL(re);V,IND,PST,2,SG,PFV
impietrire;impietrirebbe;impietrirINS(ebb)e;INS(ebb);;V,COND,3,SG
oscillare;oscillano;oscillaDEL(re)INS(no);INS(no);DEL(re);V,IND,PRS,3,PL
contornare;contornate;contornaDEL(r)INS(t)e;INS(t);DEL(r);V,POS,IMP,2,PL
cazzare;cazzavate;cazzaDEL(r)INS(vat)e;INS(vat);DEL(r);V,IND,PST,2,PL,IPFV
scommettere;scommisero;scommDEL(e)DEL(t)DEL(t)INS(i)INS(s)erDEL(e)INS(o);INS(i),INS(s),INS(o);DEL(e),DEL(t),DEL(t),DEL(e);V,IND,PST,3,PL,PFV
scafare;scaferà;scafDEL(ar)eINS(rà);INS(rà);DEL(ar);V,IND,FUT,3,SG
rincarnarsi;si rincarnavano;INS(si )rincarnaDEL(rsi)INS(vano);INS(si ),INS(vano);DEL(rsi);V,IND,PST,3,PL,IPFV
riaccostare;riaccostammo;riaccostaDEL(re)INS(mmo);INS(mmo);DEL(re);V,IND,PST,1,PL,PFV
rappacificarsi;rappacificati;rappacificaDEL(rs)INS(t)i;INS(t);DEL(rs);V,POS,IMP,2,SG
scalfirsi;vi scalfite;INS(vi )scalfDEL(irs)iINS(te);INS(vi ),INS(te);DEL(irs);V,IND,PRS,2,PL
imbrattarsi;vi imbrattaste;INS(vi )imbrattaDEL(r)sDEL(i)INS(te);INS(vi ),INS(te);DEL(r),DEL(i);V,IND,PST,2,PL,PFV
riforgiare;riforgerebbero;riforgDEL(ia)INS(e)reINS(bbero);INS(e),INS(bbero);DEL(ia);V,COND,3,PL
fermare;fermerà;fermDEL(ar)eINS(rà);INS(rà);DEL(ar);V,IND,FUT,3,SG
shakerare;shakererà;shakeDEL(ra)reINS(rà);INS(rà);DEL(ra);V,IND,FUT,3,SG
individuarsi;si individua;INS(si )individuaDEL(rsi);INS(si );DEL(rsi);V,IND,PRS,3,SG
rinnegare;rinnegasse;rinnegaDEL(r)INS(ss)e;INS(ss);DEL(r);V,SBJV,PST,3,SG
schiacciarsi;si schiacciano;INS(si )schiacciaDEL(rsi)INS(no);INS(si ),INS(no);DEL(rsi);V,IND,PRS,3,PL
inflazionare;inflazionavo;inflazionaDEL(re)INS(vo);INS(vo);DEL(re);V,IND,PST,1,SG,IPFV
infeudare;infeudava;infeudINS(av)aDEL(re);INS(av);DEL(re);V,IND,PST,3,SG,IPFV
intenerire;intenerito;inteneriDEL(re)INS(to);INS(to);DEL(re);V.PTCP,PST
diradarsi;si dirada;INS(si )diradaDEL(rsi);INS(si );DEL(rsi);V,IND,PRS,3,SG
sfiorare;sfiorano;sfioraDEL(re)INS(no);INS(no);DEL(re);V,IND,PRS,3,PL
incatenarsi;incatenarsi;incatenarsi;;;V,NFIN
infittire;infittirà;infittirDEL(e)INS(à);INS(à);DEL(e);V,IND,FUT,3,SG
ergersi;vi ergereste;INS(vi )ergerINS(e)sDEL(i)INS(te);INS(vi ),INS(e),INS(te);DEL(i);V,COND,2,PL
costellare;costelli;costellDEL(are)INS(i);INS(i);DEL(are);V,SBJV,PRS,3,SG
piazzarsi;ti piazzeresti;INS(ti )piazzDEL(a)INS(e)rINS(e)sINS(t)i;INS(ti ),INS(e),INS(e),INS(t);DEL(a);V,COND,2,SG
sussurrarsi;vi sussurravate;INS(vi )sussurraDEL(rsi)INS(vate);INS(vi ),INS(vate);DEL(rsi);V,IND,PST,2,PL,IPFV
stravaccarsi;ti stravaccasti;INS(ti )stravaccaDEL(r)sINS(t)i;INS(ti ),INS(t);DEL(r);V,IND,PST,2,SG,PFV
addentare;addento;addentDEL(are)INS(o);INS(o);DEL(are);V,IND,PRS,1,SG
destalinizzare;destalinizzare;destalinizzare;;;V,NFIN
spegnare;spegnavamo;spegnaDEL(re)INS(vamo);INS(vamo);DEL(re);V,IND,PST,1,PL,IPFV
dipanare;dipanasse;dipanaDEL(r)INS(ss)e;INS(ss);DEL(r);V,SBJV,PST,3,SG
svigorire;svigoriscano;svigoriDEL(re)INS(scano);INS(scano);DEL(re);V,SBJV,PRS,3,PL
ambientare;ambientassero;ambientaINS(sse)rDEL(e)INS(o);INS(sse),INS(o);DEL(e);V,SBJV,PST,3,PL
sconfinare;sconfinino;sconfinDEL(are)INS(ino);INS(ino);DEL(are);V,POS,IMP,3,PL
rodare;rodavate;rodaDEL(r)INS(vat)e;INS(vat);DEL(r);V,IND,PST,2,PL,IPFV
incartocciare;incartocciaste;incartocciaDEL(r)INS(st)e;INS(st);DEL(r);V,SBJV,PST,2,PL
calafatare;calafatava;calafatINS(av)aDEL(re);INS(av);DEL(re);V,IND,PST,3,SG,IPFV
epicureggiare;epicureggiasti;epicureggiaDEL(re)INS(sti);INS(sti);DEL(re);V,IND,PST,2,SG,PFV
terminare;termineremo;terminDEL(a)INS(e)reINS(mo);INS(e),INS(mo);DEL(a);V,IND,FUT,1,PL
incaparbire;incaparbimmo;incaparbiDEL(re)INS(mmo);INS(mmo);DEL(re);V,IND,PST,1,PL,PFV
guarnire;guarnisce;guarniDEL(r)INS(sc)e;INS(sc);DEL(r);V,IND,PRS,3,SG
ispezionare;ispezionate;ispezionaDEL(r)INS(t)e;INS(t);DEL(r);V,POS,IMP,2,PL
lascare;lascasti;lascaDEL(re)INS(sti);INS(sti);DEL(re);V,IND,PST,2,SG,PFV
flippare;flippò;flippDEL(are)INS(ò);INS(ò);DEL(are);V,IND,PST,3,SG,PFV
italianizzarsi;ti italianizzerai;INS(ti )italianizzINS(er)aDEL(rs)i;INS(ti ),INS(er);DEL(rs);V,IND,FUT,2,SG
fumeggiare;fumeggi;fumeggiDEL(are);;DEL(are);V,SBJV,PRS,1,SG
lacerare;lacerai;laceraDEL(re)INS(i);INS(i);DEL(re);V,IND,PST,1,SG,PFV
sbafare;sbaferò;sbafDEL(ar)eINS(rò);INS(rò);DEL(ar);V,IND,FUT,1,SG
regolarizzare;regolarizziamo;regolarizzINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re);V,SBJV,PRS,1,PL
raggiare;raggeremmo;raggDEL(ia)INS(e)reINS(mmo);INS(e),INS(mmo);DEL(ia);V,COND,1,PL
diesizzare;diesizzerebbe;diesizzDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a);V,COND,3,SG
restringersi;si restringeva;INS(si )restringeDEL(rsi)INS(va);INS(si ),INS(va);DEL(rsi);V,IND,PST,3,SG,IPFV
rigiacere;rigiaccio;rigiacDEL(ere)INS(c)INS(i)INS(o);INS(c),INS(i),INS(o);DEL(ere);V,IND,PRS,1,SG
discoprire;discoprissero;discopriINS(sse)rDEL(e)INS(o);INS(sse),INS(o);DEL(e);V,SBJV,PST,3,PL
disconoscere;disconosciuto;disconoscDEL(ere)INS(i)INS(u)INS(t)INS(o);INS(i),INS(u),INS(t),INS(o);DEL(ere);V.PTCP,PST
armonizzarsi;si armonizzi;INS(si )armonizzDEL(ars)i;INS(si );DEL(ars);V,POS,IMP,3,SG
elargire;elargirei;elargireINS(i);INS(i);;V,COND,1,SG
riconvocare;riconvochereste;riconvocDEL(a)INS(he)rINS(est)e;INS(he),INS(est);DEL(a);V,COND,2,PL
coricare;coricò;coricDEL(are)INS(ò);INS(ò);DEL(are);V,IND,PST,3,SG,PFV
abbatuffolare;abbatuffolerebbero;abbatuffolDEL(a)INS(e)reINS(bbero);INS(e),INS(bbero);DEL(a);V,COND,3,PL
accumularsi;accumulandosi;accumulaDEL(r)INS(ndo)si;INS(ndo);DEL(r);V.CVB,PRS
affigliare;affiglierebbe;affigliDEL(a)INS(e)rINS(ebb)e;INS(e),INS(ebb);DEL(a);V,COND,3,SG
spiegazzare;spiegazzavamo;spiegazzaDEL(re)INS(vamo);INS(vamo);DEL(re);V,IND,PST,1,PL,IPFV
sfarfallare;sfarfallassi;sfarfallaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,2,SG
carbonizzarsi;carbonizzandosi;carbonizzaDEL(r)INS(ndo)si;INS(ndo);DEL(r);V.CVB,PRS
bucherellare;bucherellassero;bucherellaINS(sse)rDEL(e)INS(o);INS(sse),INS(o);DEL(e);V,SBJV,PST,3,PL
ombrare;ombrano;ombraDEL(re)INS(no);INS(no);DEL(re);V,IND,PRS,3,PL
cosare;cosereste;cosDEL(a)INS(e)rINS(est)e;INS(e),INS(est);DEL(a);V,COND,2,PL
fasciarsi;fasciandosi;fasciaDEL(r)INS(ndo)si;INS(ndo);DEL(r);V.CVB,PRS
appuzzare;appuzzassi;appuzzaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,1,SG
stupefarsi;si stupefarebbero;INS(si )stupefarDEL(si)INS(ebbero);INS(si ),INS(ebbero);DEL(si);V,COND,3,PL
scaldarsi;si scaldi;INS(si )scaldDEL(ars)i;INS(si );DEL(ars);V,POS,IMP,3,SG
taglieggiare;taglieggiamo;taglieggiaDEL(re)INS(mo);INS(mo);DEL(re);V,SBJV,PRS,1,PL
reimpiantare;reimpiantiamo;reimpiantINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re);V,IND,PRS,1,PL
invischiare;invischiaste;invischiaDEL(r)INS(st)e;INS(st);DEL(r);V,SBJV,PST,2,PL
capeggiare;capeggerò;capeggDEL(iar)eINS(rò);INS(rò);DEL(iar);V,IND,FUT,1,SG
infiorare;infiorammo;infioraDEL(re)INS(mmo);INS(mmo);DEL(re);V,IND,PST,1,PL,PFV
spacciare;spacciavate;spacciaDEL(r)INS(vat)e;INS(vat);DEL(r);V,IND,PST,2,PL,IPFV
gorgheggiare;gorgheggi;gorgheggiDEL(are);;DEL(are);V,SBJV,PRS,1,SG
detonare;detonare;detonare;;;V,NFIN
cooperare;cooperiamo;cooperINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re);V,SBJV,PRS,1,PL
ballare;ballino;ballDEL(are)INS(ino);INS(ino);DEL(are);V,POS,IMP,3,PL
incacchiarsi;ti incacchierai;INS(ti )incacchiINS(er)aDEL(rs)i;INS(ti ),INS(er);DEL(rs);V,IND,FUT,2,SG
chicchiriare;chicchiriò;chicchiriDEL(are)INS(ò);INS(ò);DEL(are);V,IND,PST,3,SG,PFV
estollere;estolleremmo;estollereINS(mmo);INS(mmo);;V,COND,1,PL
articolare;articoli;articolDEL(are)INS(i);INS(i);DEL(are);V,SBJV,PRS,2,SG
attribuire;attribuirono;attribuirDEL(e)INS(ono);INS(ono);DEL(e);V,IND,PST,3,PL,PFV
ridiscorrere;ridiscorsi;ridiscorDEL(r)DEL(e)DEL(r)DEL(e)INS(si);INS(si);DEL(r),DEL(e),DEL(r),DEL(e);V,IND,PST,1,SG,PFV
ravvivare;ravvivo;ravvivDEL(are)INS(o);INS(o);DEL(are);V,IND,PRS,1,SG
arrendere;arrendessimo;arrendDEL(er)eINS(ssimo);INS(ssimo);DEL(er);V,SBJV,PST,1,PL
simulare;simulaste;simulaDEL(r)INS(st)e;INS(st);DEL(r);V,SBJV,PST,2,PL
impressionare;impressioneremo;impressionDEL(a)INS(e)reINS(mo);INS(e),INS(mo);DEL(a);V,IND,FUT,1,PL
vendersi;ci vendiamo;INS(ci )vendDEL(ers)iINS(amo);INS(ci ),INS(amo);DEL(ers);V,IND,PRS,1,PL
filmare;filmante;filmaDEL(r)INS(nt)e;INS(nt);DEL(r);V.PTCP,PRS
derequisire;derequisiamo;derequisiDEL(re)INS(amo);INS(amo);DEL(re);V,IND,PRS,1,PL
sgocciolare;sgocciolino;sgocciolDEL(are)INS(ino);INS(ino);DEL(are);V,SBJV,PRS,3,PL
svigorirsi;vi svigorivate;INS(vi )svigorDEL(irs)iINS(vate);INS(vi ),INS(vate);DEL(irs);V,IND,PST,2,PL,IPFV
concrescere;concrescerete;concrescerINS(et)e;INS(et);;V,IND,FUT,2,PL
documentare;documentassi;documentaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,1,SG
disanimarsi;ci disanimammo;INS(ci )disanimaDEL(rsi)INS(mmo);INS(ci ),INS(mmo);DEL(rsi);V,IND,PST,1,PL,PFV
imbellettare;imbellettarono;imbellettarDEL(e)INS(ono);INS(ono);DEL(e);V,IND,PST,3,PL,PFV
avverarsi;si avverassero;INS(si )avveraINS(sse)rDEL(si)INS(o);INS(si ),INS(sse),INS(o);DEL(si);V,SBJV,PST,3,PL
affiochirsi;si affiochisse;INS(si )affiochiDEL(r)sDEL(i)INS(se);INS(si ),INS(se);DEL(r),DEL(i);V,SBJV,PST,3,SG
ammodernare;ammoderna;ammodernaDEL(re);;DEL(re);V,IND,PRS,3,SG
spossare;spossavano;spossaDEL(re)INS(vano);INS(vano);DEL(re);V,IND,PST,3,PL,IPFV
carotare;carotassi;carotaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,1,SG
scorzare;scorzante;scorzaDEL(r)INS(nt)e;INS(nt);DEL(r);V.PTCP,PRS
fascicolare;fascicolerà;fascicolDEL(ar)eINS(rà);INS(rà);DEL(ar);V,IND,FUT,3,SG
accentuarsi;ti accentuassi;INS(ti )accentuaDEL(r)sINS(s)i;INS(ti ),INS(s);DEL(r);V,SBJV,PST,2,SG
immettere;immettevate;immetteDEL(r)INS(vat)e;INS(vat);DEL(r);V,IND,PST,2,PL,IPFV
accozzarsi;vi accozzereste;INS(vi )accozzDEL(arsi)INS(ereste);INS(vi ),INS(ereste);DEL(arsi);V,COND,2,PL
anodizzare;anodizzassimo;anodizzaDEL(re)INS(ssimo);INS(ssimo);DEL(re);V,SBJV,PST,1,PL
constatare;constataste;constataDEL(r)INS(st)e;INS(st);DEL(r);V,IND,PST,2,PL,PFV
deregolare;deregolarono;deregolarDEL(e)INS(ono);INS(ono);DEL(e);V,IND,PST,3,PL,PFV
dattilografare;dattilografo;dattilografDEL(are)INS(o);INS(o);DEL(are);V,IND,PRS,1,SG
acchiappare;acchiappassi;acchiappaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,2,SG
affabulare;affabularono;affabularDEL(e)INS(ono);INS(ono);DEL(e);V,IND,PST,3,PL,PFV
disistimare;disistimiamo;disistimINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re);V,SBJV,PRS,1,PL
antropizzare;antropizzassi;antropizzaDEL(re)INS(ssi);INS(ssi);DEL(re);V,SBJV,PST,1,SG
restituirsi;ci restituivamo;INS(ci )restituDEL(irs)iINS(vamo);INS(ci ),INS(vamo);DEL(irs);V,IND,PST,1,PL,IPFV
snodare;snodereste;snodDEL(a)INS(e)rINS(est)e;INS(e),INS(est);DEL(a);V,COND,2,PL
raggranellare;raggranelliamo;raggranellINS(i)aDEL(re)INS(mo);INS(i),INS(mo);DEL(re);V,IND,PRS,1,PL
