Source;Target;Combined;Inserts;Deletes;Grammar
konserveringsmiddel;konserveringsmidlers;konserveringsmidDEL(de)lINS(ers);INS(ers);DEL(de);N,INDF,GEN,PL
hypnotisør;hypnotisørs;hypnotisørINS(s);INS(s);;N,INDF,GEN,SG
kokosolie;kokosolierne;kokosoliINS(ern)e;INS(ern);;N,DEF,NOM,PL
brise;brisen;briseINS(n);INS(n);;N,DEF,NOM,SG
diftong;diftonger;diftongINS(er);INS(er);;N,INDF,NOM,PL
løb;løbene;løbINS(ene);INS(ene);;N,DEF,NOM,PL
vinkelhalveringslinje;vinkelhalveringslinje;vinkelhalveringslinje;;;N,INDF,NOM,SG
grube;grubes;grubeINS(s);INS(s);;N,INDF,GEN,SG
kulstofkredsløb;kulstofkredsløbene;kulstofkredsløbINS(ene);INS(ene);;N,DEF,NOM,PL
kompagnon;kompagnon;kompagnon;;;N,INDF,NOM,SG
kræse;kræse;kræse;;;V,ACT,NFIN
albumin;albumins;albuminINS(s);INS(s);;N,INDF,GEN,SG
sædcelle;sædcellerne;sædcellINS(ern)e;INS(ern);;N,DEF,NOM,PL
ypsilon;ypsilon;ypsilon;;;N,INDF,NOM,SG
højttaler;højttaleren;højttalerINS(en);INS(en);;N,DEF,NOM,SG
fætter;fætrene;fætDEL(t)DEL(e)rINS(ene);INS(ene);DEL(t),DEL(e);N,DEF,NOM,PL
ulk;ulks;ulkINS(s);INS(s);;N,INDF,GEN,SG
ambra;ambraen;ambraINS(en);INS(en);;N,DEF,NOM,SG
juletræ;juletræers;juletræINS(ers);INS(ers);;N,INDF,GEN,PL
asterisk;asterisk;asterisk;;;N,INDF,NOM,SG
ringfinger;ringfinger;ringfinger;;;N,INDF,NOM,SG
reparere;reparer;reparerDEL(e);;DEL(e);V,ACT,IMP
slange;slanger;slangeINS(r);INS(r);;N,INDF,NOM,PL
legeplads;legepladsers;legepladINS(ser)s;INS(ser);;N,INDF,GEN,PL
stamme;stammen;stammeINS(n);INS(n);;N,DEF,NOM,SG
halskæde;halskæder;halskædeINS(r);INS(r);;N,INDF,NOM,PL
ekstranet;ekstranettet;ekstranINS(e)INS(t)INS(t)et;INS(e),INS(t),INS(t);;N,DEF,NOM,SG
rhesusabe;rhesusabes;rhesusabeINS(s);INS(s);;N,INDF,GEN,SG
håndgemæng;håndgemængs;håndgemængINS(s);INS(s);;N,INDF,GEN,SG
campingvogn;campingvognen;campingvogINS(ne)n;INS(ne);;N,DEF,NOM,SG
brunette;brunetten;brunetteINS(n);INS(n);;N,DEF,NOM,SG
pæderast;pæderasters;pæderastINS(ers);INS(ers);;N,INDF,GEN,PL
afbildning;afbildningen;afbildningINS(en);INS(en);;N,DEF,NOM,SG
slagskib;slagskibes;slagskibINS(es);INS(es);;N,INDF,GEN,PL
anagram;anagrammerne;anagramINS(m)INS(e)INS(r)INS(n)INS(e);INS(m),INS(e),INS(r),INS(n),INS(e);;N,DEF,NOM,PL
kunst;kunsten;kunstINS(en);INS(en);;N,DEF,NOM,SG
arne;arner;arneINS(r);INS(r);;N,INDF,NOM,PL
urinrør;urinrørs;urinrørINS(s);INS(s);;N,INDF,GEN,PL
ytring;ytring;ytring;;;N,INDF,NOM,SG
vejrhane;vejrhanerne;vejrhaINS(ner)ne;INS(ner);;N,DEF,NOM,PL
oase;oases;oaseINS(s);INS(s);;N,INDF,GEN,SG
kastel;kastellers;kastelINS(lers);INS(lers);;N,INDF,GEN,PL
akkord;akkord;akkord;;;N,INDF,NOM,SG
kejserrige;kejserriger;kejserrigeINS(r);INS(r);;N,INDF,NOM,PL
babyfløjl;babyfløjl;babyfløjl;;;N,INDF,NOM,SG
åg;ågs;ågINS(s);INS(s);;N,INDF,GEN,PL
jungle;junglers;jungleINS(rs);INS(rs);;N,INDF,GEN,PL
elegi;elegierne;elegiINS(erne);INS(erne);;N,DEF,NOM,PL
tepose;teposers;teposeINS(rs);INS(rs);;N,INDF,GEN,PL
datid;datids;datidINS(s);INS(s);;N,INDF,GEN,SG
spurt;spurterne;spurtINS(erne);INS(erne);;N,DEF,NOM,PL
intelligensniveau;intelligensniveaus;intelligensniveauINS(s);INS(s);;N,INDF,GEN,SG
lønforhøjelse;lønforhøjelses;lønforhøjelseINS(s);INS(s);;N,INDF,GEN,SG
andrik;andrikkerne;andrikINS(kerne);INS(kerne);;N,DEF,NOM,PL
bodybuilder;bodybuilder;bodybuilder;;;N,INDF,NOM,SG
paté;patéerne;patéINS(erne);INS(erne);;N,DEF,NOM,PL
tortur;torturers;torturINS(ers);INS(ers);;N,INDF,GEN,PL
haitianer;haitianers;haitianerINS(s);INS(s);;N,INDF,GEN,SG
forhøjelse;forhøjelserne;forhøjelsINS(ern)e;INS(ern);;N,DEF,NOM,PL
bille;billerne;billINS(ern)e;INS(ern);;N,DEF,NOM,PL
mule;mule;mule;;;N,INDF,NOM,SG
provins;provinser;provinsINS(er);INS(er);;N,INDF,NOM,PL
dehydrere;dehydrerede;dehydrerINS(ed)e;INS(ed);;V,ACT,IND,PST
mellemmand;mellemmanden;mellemmandINS(en);INS(en);;N,DEF,NOM,SG
vielsesring;vielsesringes;vielsesringINS(es);INS(es);;N,INDF,GEN,PL
dekret;dekret;dekret;;;N,INDF,NOM,SG
nederdel;nederdele;nederdelINS(e);INS(e);;N,INDF,NOM,PL
guitar;guitarer;guitaINS(re)r;INS(re);;N,INDF,NOM,PL
smil;smilene;smilINS(ene);INS(ene);;N,DEF,NOM,PL
alkoholiker;alkoholikerne;alkoholikerINS(ne);INS(ne);;N,DEF,NOM,PL
mundharpe;mundharpe;mundharpe;;;N,INDF,NOM,SG
rollemodel;rollemodellers;rollemodelINS(lers);INS(lers);;N,INDF,GEN,PL
horehus;horehusene;horehusINS(ene);INS(ene);;N,DEF,NOM,PL
reagensglas;reagensglassene;reagensglasINS(s)INS(e)INS(n)INS(e);INS(s),INS(e),INS(n),INS(e);;N,DEF,NOM,PL
orkestergrav;orkestergravene;orkestergravINS(ene);INS(ene);;N,DEF,NOM,PL
lærred;lærred;lærred;;;N,INDF,NOM,SG
barbar;barbaren;barbarINS(en);INS(en);;N,DEF,NOM,SG
plage;plagen;plageINS(n);INS(n);;N,DEF,NOM,SG
lykønske;lykønskedes;lykønskeINS(des);INS(des);;V,PASS,IND,PST
beskrivelse;beskrivelsen;beskrivelseINS(n);INS(n);;N,DEF,NOM,SG
demontere;demonteret;demontereINS(t);INS(t);;V.PTCP,PASS,PST
babyboom;babybooms;babyboomINS(s);INS(s);;N,INDF,GEN,SG
aks;akset;aksINS(et);INS(et);;N,DEF,NOM,SG
pib;pibs;pibINS(s);INS(s);;N,INDF,GEN,SG
musikinstrument;musikinstrumenter;musikinstrumentINS(er);INS(er);;N,INDF,NOM,PL
semiotiker;semiotikeren;semiotikerINS(en);INS(en);;N,DEF,NOM,SG
venlighed;venlighed;venlighed;;;N,INDF,NOM,SG
filter;filtrene;filtINS(ren)eDEL(r);INS(ren);DEL(r);N,DEF,NOM,PL
pendant;pendanter;pendantINS(er);INS(er);;N,INDF,NOM,PL
breche;brecherne;brechINS(ern)e;INS(ern);;N,DEF,NOM,PL
vogn;vognene;vognINS(ene);INS(ene);;N,DEF,NOM,PL
sværm;sværmene;sværmINS(ene);INS(ene);;N,DEF,NOM,PL
potentat;potentaters;potentatINS(ers);INS(ers);;N,INDF,GEN,PL
kvalitet;kvaliteters;kvalitetINS(ers);INS(ers);;N,INDF,GEN,PL
politimand;politimænd;politimDEL(a)INS(æ)nd;INS(æ);DEL(a);N,INDF,NOM,PL
hat;hatten;hatINS(ten);INS(ten);;N,DEF,NOM,SG
øjenvippe;øjenvipperne;øjenvippINS(ern)e;INS(ern);;N,DEF,NOM,PL
barnevogn;barnevognen;barnevogINS(ne)n;INS(ne);;N,DEF,NOM,SG
navlestreng;navlestrengen;navlestrengINS(en);INS(en);;N,DEF,NOM,SG
hjord;hjorderne;hjordINS(erne);INS(erne);;N,DEF,NOM,PL
despot;despoter;despotINS(er);INS(er);;N,INDF,NOM,PL
etymologi;etymologien;etymologiINS(en);INS(en);;N,DEF,NOM,SG
torv;torvet;torvINS(et);INS(et);;N,DEF,NOM,SG
dyd;dyder;dydINS(er);INS(er);;N,INDF,NOM,PL
frimærke;frimærkes;frimærkeINS(s);INS(s);;N,INDF,GEN,SG
jurist;juristen;juristINS(en);INS(en);;N,DEF,NOM,SG
fiskerbåd;fiskerbåde;fiskerbådINS(e);INS(e);;N,INDF,NOM,PL
tæppe;tæppes;tæppeINS(s);INS(s);;N,INDF,GEN,SG
enke;enker;enkeINS(r);INS(r);;N,INDF,NOM,PL
sind;sinds;sindINS(s);INS(s);;N,INDF,GEN,SG
bydelstat;bydelstaters;bydelstatINS(ers);INS(ers);;N,INDF,GEN,PL
dram;dram;dram;;;N,INDF,NOM,SG
solsikkeolie;solsikkeolie;solsikkeolie;;;N,INDF,NOM,SG
brønd;brønd;brønd;;;N,INDF,NOM,SG
remulade;remuladerne;remuladINS(ern)e;INS(ern);;N,DEF,NOM,PL
klassifikationsalgoritme;klassifikationsalgoritmes;klassifikationsalgoritmeINS(s);INS(s);;N,INDF,GEN,SG
afart;afarten;afartINS(en);INS(en);;N,DEF,NOM,SG
hvepsetalje;hvepsetaljes;hvepsetaljeINS(s);INS(s);;N,INDF,GEN,SG
viking;viking;viking;;;N,INDF,NOM,SG
klud;kludene;kludINS(ene);INS(ene);;N,DEF,NOM,PL
brændsel;brændsler;brændsDEL(e)lINS(er);INS(er);DEL(e);N,INDF,NOM,PL
dogme;dogmers;dogmeINS(rs);INS(rs);;N,INDF,GEN,PL
accelerere;accelerer;accelererDEL(e);;DEL(e);V,ACT,IMP
pokeransigt;pokeransigts;pokeransigtINS(s);INS(s);;N,INDF,GEN,SG
kasket;kasketten;kasketINS(ten);INS(ten);;N,DEF,NOM,SG
suspensorium;suspensorium;suspensorium;;;N,INDF,NOM,SG
kænguru;kænguruen;kænguruINS(en);INS(en);;N,DEF,NOM,SG
massøse;massøsen;massøseINS(n);INS(n);;N,DEF,NOM,SG
eng;engs;engINS(s);INS(s);;N,INDF,GEN,SG
dehydrere;dehydreredes;dehydrereINS(des);INS(des);;V,PASS,IND,PST
hofteholder;hofteholder;hofteholder;;;N,INDF,NOM,SG
si;sien;siINS(en);INS(en);;N,DEF,NOM,SG
revisor;revisorerne;revisorINS(erne);INS(erne);;N,DEF,NOM,PL
statue;statues;statueINS(s);INS(s);;N,INDF,GEN,SG
ærbødighed;ærbødigheden;ærbødighedINS(en);INS(en);;N,DEF,NOM,SG
vable;vablen;vableINS(n);INS(n);;N,DEF,NOM,SG
klarinet;klarinets;klarinetINS(s);INS(s);;N,INDF,GEN,SG
pølse;pølserne;pølsINS(ern)e;INS(ern);;N,DEF,NOM,PL
neuron;neurons;neuronINS(s);INS(s);;N,INDF,GEN,SG
islænder;islænder;islænder;;;N,INDF,NOM,SG
dobbeltseng;dobbeltsengs;dobbeltsengINS(s);INS(s);;N,INDF,GEN,SG
kiwi;kiwien;kiwiINS(en);INS(en);;N,DEF,NOM,SG
biord;biords;biordINS(s);INS(s);;N,INDF,GEN,PL
filial;filialerne;filialINS(erne);INS(erne);;N,DEF,NOM,PL
fader;fædres;fDEL(a)INS(æ)dDEL(e)rINS(es);INS(æ),INS(es);DEL(a),DEL(e);N,INDF,GEN,PL
kaktus;kaktus;kaktus;;;N,INDF,NOM,SG
terzet;terzets;terzetINS(s);INS(s);;N,INDF,GEN,SG
babydukke;babydukken;babydukkeINS(n);INS(n);;N,DEF,NOM,SG
kryddernellike;kryddernellikerne;kryddernellikINS(ern)e;INS(ern);;N,DEF,NOM,PL
antenne;antenner;antenneINS(r);INS(r);;N,INDF,NOM,PL
år;år;år;;;N,INDF,NOM,PL
samfund;samfunds;samfundINS(s);INS(s);;N,INDF,GEN,SG
tyfon;tyfoner;tyfonINS(er);INS(er);;N,INDF,NOM,PL
diskotek;diskoteks;diskotekINS(s);INS(s);;N,INDF,GEN,SG
børnesygdom;børnesygdomme;børnesygdomINS(m)INS(e);INS(m),INS(e);;N,INDF,NOM,PL
konfiskere;konfiskerende;konfiskerINS(end)e;INS(end);;V.PTCP,ACT,PRS
amøbe;amøberne;amøbINS(ern)e;INS(ern);;N,DEF,NOM,PL
danisere;daniseredes;danisereINS(des);INS(des);;V,PASS,IND,PST
monopol;monopolers;monopolINS(ers);INS(ers);;N,INDF,GEN,PL
grunde;grundede;grunINS(d)INS(e)de;INS(d),INS(e);;V,ACT,IND,PST
pilgrim;pilgrim;pilgrim;;;N,INDF,NOM,SG
vase;vasen;vaseINS(n);INS(n);;N,DEF,NOM,SG
diller;dilleres;dillerINS(es);INS(es);;N,INDF,GEN,PL
dag;dags;dagINS(s);INS(s);;N,INDF,GEN,SG
tone;tonerne;toINS(ner)ne;INS(ner);;N,DEF,NOM,PL
lut;lut;lut;;;N,INDF,NOM,SG
grundstof;grundstoffers;grundstofINS(f)INS(e)INS(r)INS(s);INS(f),INS(e),INS(r),INS(s);;N,INDF,GEN,PL
geled;geled;geled;;;N,INDF,NOM,SG
huske;huske;huske;;;V,ACT,NFIN
tavle;tavlen;tavleINS(n);INS(n);;N,DEF,NOM,SG
sjal;sjal;sjal;;;N,INDF,NOM,SG
ændre;ændrende;ændrINS(end)e;INS(end);;V.PTCP,ACT,PRS
kanapé;kanapéen;kanapéINS(en);INS(en);;N,DEF,NOM,SG
rapportør;rapportørers;rapportørINS(ers);INS(ers);;N,INDF,GEN,PL
mekaniker;mekanikers;mekanikerINS(s);INS(s);;N,INDF,GEN,SG
galop;galoppen;galopINS(p)INS(e)INS(n);INS(p),INS(e),INS(n);;N,DEF,NOM,SG
fremlejer;fremlejer;fremlejer;;;N,INDF,NOM,SG
ballon;balloners;ballonINS(ers);INS(ers);;N,INDF,GEN,PL
pandekage;pandekagers;pandekageINS(rs);INS(rs);;N,INDF,GEN,PL
kerte;kerter;kerteINS(r);INS(r);;N,INDF,NOM,PL
skrin;skrinet;skrinINS(et);INS(et);;N,DEF,NOM,SG
antal;antals;antalINS(s);INS(s);;N,INDF,GEN,PL
salte;saltedes;salteINS(des);INS(des);;V,PASS,IND,PST
vækkeur;vækkeur;vækkeur;;;N,INDF,NOM,SG
jordskælv;jordskælvs;jordskælvINS(s);INS(s);;N,INDF,GEN,SG
afholdsmand;afholdsmænd;afholdsmDEL(a)INS(æ)nd;INS(æ);DEL(a);N,INDF,NOM,PL
apostrof;apostroffers;apostrofINS(f)INS(e)INS(r)INS(s);INS(f),INS(e),INS(r),INS(s);;N,INDF,GEN,PL
eksistens;eksistensen;eksistensINS(en);INS(en);;N,DEF,NOM,SG
plekter;plektre;plektDEL(e)rINS(e);INS(e);DEL(e);N,INDF,NOM,PL
aboriginer;aborigineres;aboriginerINS(es);INS(es);;N,INDF,GEN,PL
chateau;chateauerne;chateauINS(erne);INS(erne);;N,DEF,NOM,PL
stigma;stigmaet;stigmaINS(et);INS(et);;N,DEF,NOM,SG
slagsmål;slagsmålet;slagsmålINS(et);INS(et);;N,DEF,NOM,SG
od;oddes;odINS(des);INS(des);;N,INDF,GEN,PL
stab;stabe;stabINS(e);INS(e);;N,INDF,NOM,PL
malkepige;malkepiges;malkepigeINS(s);INS(s);;N,INDF,GEN,SG
despot;despots;despotINS(s);INS(s);;N,INDF,GEN,SG
hjul;hjulet;hjulINS(et);INS(et);;N,DEF,NOM,SG
profet;profet;profet;;;N,INDF,NOM,SG
konspirationsteori;konspirationsteorien;konspirationsteoriINS(en);INS(en);;N,DEF,NOM,SG
snestorm;snestormen;snestormINS(en);INS(en);;N,DEF,NOM,SG
brugernavn;brugernavne;brugernavnINS(e);INS(e);;N,INDF,NOM,PL
muffe;muffe;muffe;;;N,INDF,NOM,SG
manuskript;manuskripters;manuskriptINS(ers);INS(ers);;N,INDF,GEN,PL
affaldsbeholder;affaldsbeholdere;affaldsbeholderINS(e);INS(e);;N,INDF,NOM,PL
atomkraft;atomkraften;atomkraftINS(en);INS(en);;N,DEF,NOM,SG
sikring;sikringen;sikringINS(en);INS(en);;N,DEF,NOM,SG
fodre;fodredes;fodreINS(des);INS(des);;V,PASS,IND,PST
klarinet;klarinet;klarinet;;;N,INDF,NOM,SG
forlængelse;forlængelse;forlængelse;;;N,INDF,NOM,SG
røvhul;røvhullet;røvhulINS(l)INS(e)INS(t);INS(l),INS(e),INS(t);;N,DEF,NOM,SG
reklame;reklames;reklameINS(s);INS(s);;N,INDF,GEN,SG
piccolo;piccoloer;piccoloINS(er);INS(er);;N,INDF,NOM,PL
leksikon;leksikoners;leksikonINS(ers);INS(ers);;N,INDF,GEN,PL
vorte;vorten;vorteINS(n);INS(n);;N,DEF,NOM,SG
bøjle;bøjlers;bøjleINS(rs);INS(rs);;N,INDF,GEN,PL
velsigne;velsignede;velsignINS(ed)e;INS(ed);;V,ACT,IND,PST
eskimolog;eskimologs;eskimologINS(s);INS(s);;N,INDF,GEN,SG
mandfolk;mandfolk;mandfolk;;;N,INDF,NOM,SG
jordsvin;jordsvinet;jordsvinINS(et);INS(et);;N,DEF,NOM,SG
manke;manke;manke;;;N,INDF,NOM,SG
markere;markeres;markereINS(s);INS(s);;V,PASS,IND,PRS
drøn;drøn;drøn;;;N,INDF,NOM,SG
buket;buket;buket;;;N,INDF,NOM,SG
brystvorte;brystvortes;brystvorteINS(s);INS(s);;N,INDF,GEN,SG
niece;niecen;nieceINS(n);INS(n);;N,DEF,NOM,SG
mesterværk;mesterværk;mesterværk;;;N,INDF,NOM,SG
kaptajn;kaptajners;kaptajnINS(ers);INS(ers);;N,INDF,GEN,PL
fæ;fæ;fæ;;;N,INDF,NOM,SG
babydoll;babydoll;babydoll;;;N,INDF,NOM,SG
kilogram;kilograms;kilogramINS(s);INS(s);;N,INDF,GEN,SG
brandbil;brandbilers;brandbilINS(ers);INS(ers);;N,INDF,GEN,PL
polyeder;polyeder;polyeder;;;N,INDF,NOM,SG
mundharmonika;mundharmonikaen;mundharmonikaINS(en);INS(en);;N,DEF,NOM,SG
pentagon;pentagonerne;pentagonINS(erne);INS(erne);;N,DEF,NOM,PL
juletræ;juletræerne;juletræINS(erne);INS(erne);;N,DEF,NOM,PL
etage;etage;etage;;;N,INDF,NOM,SG
lingvist;lingvisters;lingvistINS(ers);INS(ers);;N,INDF,GEN,PL
ambassade;ambassader;ambassadeINS(r);INS(r);;N,INDF,NOM,PL
pyton;pytonerne;pytonINS(erne);INS(erne);;N,DEF,NOM,PL
sprække;sprækkerne;sprækkINS(ern)e;INS(ern);;N,DEF,NOM,PL
blindtarmsbetændelse;blindtarmsbetændelserne;blindtarmsbetændelsINS(ern)e;INS(ern);;N,DEF,NOM,PL
skilling;skillings;skillingINS(s);INS(s);;N,INDF,GEN,SG
bønne;bønnen;bønneINS(n);INS(n);;N,DEF,NOM,SG
golfkølle;golfkølle;golfkølle;;;N,INDF,NOM,SG
bankkonto;bankkontos;bankkontoINS(s);INS(s);;N,INDF,GEN,SG
diagnose;diagnose;diagnose;;;N,INDF,NOM,SG
fængsle;fængslede;fængslINS(ed)e;INS(ed);;V,ACT,IND,PST
betegnelse;betegnelsen;betegnelseINS(n);INS(n);;N,DEF,NOM,SG
panere;paneret;panereINS(t);INS(t);;V.PTCP,PASS,PST
horn;horn;horn;;;N,INDF,NOM,PL
afbildning;afbildning;afbildning;;;N,INDF,NOM,SG
ja;jaer;jaINS(er);INS(er);;N,INDF,NOM,PL
buste;buster;busteINS(r);INS(r);;N,INDF,NOM,PL
ceremoni;ceremonierne;ceremoniINS(erne);INS(erne);;N,DEF,NOM,PL
pynt;pynters;pyntINS(ers);INS(ers);;N,INDF,GEN,PL
malke;malket;malkeINS(t);INS(t);;V.PTCP,PASS,PST
fluepapir;fluepapirers;fluepapirINS(ers);INS(ers);;N,INDF,GEN,PL
kobber;kobberet;kobberINS(et);INS(et);;N,DEF,NOM,SG
fælled;fælleder;fælledINS(er);INS(er);;N,INDF,NOM,PL
musikpædagogik;musikpædagogikken;musikpædagogikINS(ken);INS(ken);;N,DEF,NOM,SG
sodavand;sodavanderne;sodavandINS(erne);INS(erne);;N,DEF,NOM,PL
guvernørpost;guvernørposts;guvernørpostINS(s);INS(s);;N,INDF,GEN,SG
fonetik;fonetikkerne;fonetikINS(kerne);INS(kerne);;N,DEF,NOM,PL
strømpe;strømper;strømpeINS(r);INS(r);;N,INDF,NOM,PL
golden retriever;golden retriever;golden retriever;;;N,INDF,NOM,SG
hud;huden;hudINS(en);INS(en);;N,DEF,NOM,SG
fyrværkeri;fyrværkeris;fyrværkeriINS(s);INS(s);;N,INDF,GEN,SG
intimidere;intimideret;intimidereINS(t);INS(t);;V.PTCP,PASS,PST
boysenbær;boysenbær;boysenbær;;;N,INDF,NOM,SG
elske;elskede;elskINS(ed)e;INS(ed);;V,ACT,IND,PST
spurv;spurven;spurvINS(en);INS(en);;N,DEF,NOM,SG
ven;vennen;vINS(e)INS(n)INS(n)en;INS(e),INS(n),INS(n);;N,DEF,NOM,SG
ribs;ribs;ribs;;;N,INDF,NOM,SG
frikadelle;frikadelles;frikadelleINS(s);INS(s);;N,INDF,GEN,SG
græskar;græskars;græskarINS(s);INS(s);;N,INDF,GEN,PL
udelukkelse;udelukkelsen;udelukkelseINS(n);INS(n);;N,DEF,NOM,SG
konsul;konsuls;konsulINS(s);INS(s);;N,INDF,GEN,SG
facade;facaden;facadeINS(n);INS(n);;N,DEF,NOM,SG
genstandsled;genstandsleds;genstandsledINS(s);INS(s);;N,INDF,GEN,SG
ståltråd;ståltråds;ståltrådINS(s);INS(s);;N,INDF,GEN,SG
metallurg;metallurgen;metallurgINS(en);INS(en);;N,DEF,NOM,SG
forurening;forurening;forurening;;;N,INDF,NOM,SG
knalde;knaldes;knaldeINS(s);INS(s);;V,PASS,IND,PRS
følelse;følelsen;følelseINS(n);INS(n);;N,DEF,NOM,SG
autorisation;autorisationers;autorisationINS(ers);INS(ers);;N,INDF,GEN,PL
malke;malkes;malkeINS(s);INS(s);;V,PASS,IND,PRS
lørdag;lørdag;lørdag;;;N,INDF,NOM,SG
mode;moders;modeINS(rs);INS(rs);;N,INDF,GEN,PL
pinjekerne;pinjekernen;pinjekerneINS(n);INS(n);;N,DEF,NOM,SG
tone;tones;toneINS(s);INS(s);;N,INDF,GEN,SG
navne;navnes;navneINS(s);INS(s);;N,INDF,GEN,SG
pesticid;pesticiderne;pesticidINS(erne);INS(erne);;N,DEF,NOM,PL
antenne;antennerne;antenINS(ner)ne;INS(ner);;N,DEF,NOM,PL
oliven;olivens;olivenINS(s);INS(s);;N,INDF,GEN,PL
pensum;pensum;pensum;;;N,INDF,NOM,SG
tøffelhelt;tøffelhelts;tøffelheltINS(s);INS(s);;N,INDF,GEN,SG
dodekaeder;dodekaeders;dodekaederINS(s);INS(s);;N,INDF,GEN,SG
kiosk;kiosks;kioskINS(s);INS(s);;N,INDF,GEN,SG
sambo;samboen;samboINS(en);INS(en);;N,DEF,NOM,SG
hals;hals';halsINS(');INS(');;N,INDF,GEN,SG
sikkerhed;sikkerheden;sikkerhedINS(en);INS(en);;N,DEF,NOM,SG
bygkorn;bygkornet;bygkornINS(et);INS(et);;N,DEF,NOM,SG
rollemodel;rollemodellen;rollemodelINS(len);INS(len);;N,DEF,NOM,SG
dekade;dekade;dekade;;;N,INDF,NOM,SG
ejer;ejerene;ejerINS(ene);INS(ene);;N,DEF,NOM,PL
dyste;dyst;dystDEL(e);;DEL(e);V,ACT,IMP
musket;musketter;musketINS(ter);INS(ter);;N,INDF,NOM,PL
frakke;frakker;frakkeINS(r);INS(r);;N,INDF,NOM,PL
tømrer;tømrers;tømrerINS(s);INS(s);;N,INDF,GEN,SG
nål;nålen;nålINS(en);INS(en);;N,DEF,NOM,SG
far;faren;farINS(en);INS(en);;N,DEF,NOM,SG
skrin;skrin;skrin;;;N,INDF,NOM,SG
appelsinskræl;appelsinskræller;appelsinskrælINS(ler);INS(ler);;N,INDF,NOM,PL
klapperslange;klapperslanger;klapperslangeINS(r);INS(r);;N,INDF,NOM,PL
katastrofe;katastrofen;katastrofeINS(n);INS(n);;N,DEF,NOM,SG
svigte;svigte;svigte;;;V,ACT,NFIN
abdicere;abdicer;abdicerDEL(e);;DEL(e);V,ACT,IMP
gnu;gnuer;gnuINS(er);INS(er);;N,INDF,NOM,PL
vindruekerneolie;vindruekerneolier;vindruekerneolieINS(r);INS(r);;N,INDF,NOM,PL
terrasse;terrasserne;terrassINS(ern)e;INS(ern);;N,DEF,NOM,PL
intervention;intervention;intervention;;;N,INDF,NOM,SG
tændstik;tændstikker;tændstikINS(ker);INS(ker);;N,INDF,NOM,PL
grønlænder;grønlænderes;grønlænderINS(es);INS(es);;N,INDF,GEN,PL
bryst;bryst;bryst;;;N,INDF,NOM,SG
epitet;epiteter;epitetINS(er);INS(er);;N,INDF,NOM,PL
knarr;knarrer;knarINS(re)r;INS(re);;N,INDF,NOM,PL
laps;lapsen;lapsINS(en);INS(en);;N,DEF,NOM,SG
hyl;hyl;hyl;;;N,INDF,NOM,PL
tyskertøs;tyskertøsers;tyskertøINS(ser)s;INS(ser);;N,INDF,GEN,PL
sportsserie;sportsserie;sportsserie;;;N,INDF,NOM,SG
mester;mester;mester;;;N,INDF,NOM,SG
chikane;chikanerne;chikaINS(ner)ne;INS(ner);;N,DEF,NOM,PL
kriterium;kriterierne;kriteriDEL(um)INS(erne);INS(erne);DEL(um);N,DEF,NOM,PL
veranda;verandaer;verandaINS(er);INS(er);;N,INDF,NOM,PL
