Source;Target;Combined;Inserts;Deletes;Grammar
kuulma;kuuldav;kuulDEL(m)INS(d)aINS(v);INS(d),INS(v);DEL(m);V.PTCP,PASS,PRS
kastan;kastanile;kastanINS(ile);INS(ile);;N,AT+ALL,SG
kaelakee;kaelakee;kaelakee;;;N,GEN,SG
kaotama;kaotab;kaotDEL(am)aINS(b);INS(b);DEL(am);V,ACT,PRS,POS,IND,3,SG
lavastama;lavastatavat;lavastaDEL(m)INS(tav)aINS(t);INS(tav),INS(t);DEL(m);V,PASS,PRS,POS,QUOT
katma;kata;katDEL(m)a;;DEL(m);V,ACT,PRS,POS,IMP,2,SG
kohtama;kohtaksite;kohtDEL(am)aINS(ksite);INS(ksite);DEL(am);V,ACT,PRS,POS,COND,2,PL
saatma;ärgem saatkem;INS(ärgem )saatINS(ke)mDEL(a);INS(ärgem ),INS(ke);DEL(a);V,ACT,PRS,NEG,IMP,1,PL
aser;aserini;aserINS(ini);INS(ini);;N,TERM,SG
arutlema;arutletakse;arutleDEL(m)INS(t)aINS(kse);INS(t),INS(kse);DEL(m);V,PASS,PRS,POS,IND
rula;rulana;rulINS(an)a;INS(an);;N,FRML,SG
langev;langevatesse;langevINS(atesse);INS(atesse);;N,IN+ALL,PL
reetma;reedavad;reeDEL(tm)INS(d)INS(a)INS(v)aINS(d);INS(d),INS(a),INS(v),INS(d);DEL(tm);V,ACT,PRS,POS,IND,3,PL
murjan;murjanite;murjanINS(ite);INS(ite);;N,GEN,PL
oluline;olulised;oluliDEL(n)INS(s)eINS(d);INS(s),INS(d);DEL(n);N,ACC,PL
rahvastikuteadus;rahvastikuteaduseni;rahvastikuteadusINS(eni);INS(eni);;N,TERM,SG
nutma;nutad;nutDEL(m)aINS(d);INS(d);DEL(m);V,ACT,PRS,POS,IND,2,SG
üritama;üritaksime;üritaINS(ksi)mDEL(a)INS(e);INS(ksi),INS(e);DEL(a);V,ACT,PRS,POS,COND,1,PL
kaksik;kaksikuteta;kaksikINS(uteta);INS(uteta);;N,PRIV,PL
nutma;ei olnud nutetudp;INS(ei olnud )nutDEL(ma)INS(e)INS(t)INS(u)INS(d)INS(p);INS(ei olnud ),INS(e),INS(t),INS(u),INS(d),INS(p);DEL(ma);V,PASS,PST,PRF,NEG,IND
sadama;sadasid;sadDEL(am)aINS(sid);INS(sid);DEL(am);V,ACT,PST,POS,IND,2,SG
lebama;olevat lebatud;INS(olevat )lebDEL(am)aINS(tud);INS(olevat ),INS(tud);DEL(am);V,PASS,PRS,PRF,POS,QUOT
vares;varestel;varesINS(tel);INS(tel);;N,AT+ESS,PL
nutma;on nutnud;INS(on )nutDEL(ma)INS(nud);INS(on ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IND,3,PL
lebama;ei olevat lebanudp;INS(ei olevat )lebDEL(am)aINS(nudp);INS(ei olevat ),INS(nudp);DEL(am);V,ACT,PRS,PRF,NEG,QUOT
hüppama;hüpaku;hüpDEL(pam)aINS(ku);INS(ku);DEL(pam);V,ACT,PRS,POS,IMP,3,PL
harjutus;harjutustest;harjutusINS(test);INS(test);;N,IN+ABL,PL
ratsu;ratsuna;ratsuINS(na);INS(na);;N,FRML,SG
protsessor;protsessorid;protsessorINS(id);INS(id);;N,ACC,PL
kasutama;oli kasutanud;INS(oli )kasutDEL(am)aINS(nud);INS(oli ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,3,SG
arvama;arvaksite;arvDEL(am)aINS(ksite);INS(ksite);DEL(am);V,ACT,PRS,POS,COND,2,PL
joodik;joodiku;joodikINS(u);INS(u);;N,ACC,SG
ajama;ajame;ajamDEL(a)INS(e);INS(e);DEL(a);V,ACT,PRS,POS,IND,1,PL
tüdruk;tüdrukutena;tüdrukINS(u)INS(t)INS(e)INS(n)INS(a);INS(u),INS(t),INS(e),INS(n),INS(a);;N,FRML,PL
statistika;statistikatel;statistikaINS(tel);INS(tel);;N,AT+ESS,PL
naasma;naaseksite;naasDEL(ma)INS(e)INS(k)INS(s)INS(i)INS(t)INS(e);INS(e),INS(k),INS(s),INS(i),INS(t),INS(e);DEL(ma);V,ACT,PRS,POS,COND,2,PL
otsetabamus;otsetabamusele;otsetabamusINS(ele);INS(ele);;N,AT+ALL,SG
luterlane;luterlaseni;luterlaINS(se)nDEL(e)INS(i);INS(se),INS(i);DEL(e);N,TERM,SG
kaevur;kaevuri;kaevurINS(i);INS(i);;N,GEN,SG
murdma;ei olevat murretudp;INS(ei olevat )murINS(r)INS(e)INS(t)INS(u)dDEL(ma)INS(p);INS(ei olevat ),INS(r),INS(e),INS(t),INS(u),INS(p);DEL(ma);V,PASS,PRS,PRF,NEG,QUOT
heinakuu;heinakuu;heinakuu;;;N,ACC,SG
narkar;narkariteks;narkarINS(iteks);INS(iteks);;N,TRANS,PL
ostma;ostaksime;ostDEL(m)aINS(k)INS(s)INS(i)INS(m)INS(e);INS(k),INS(s),INS(i),INS(m),INS(e);DEL(m);V,ACT,PRS,POS,COND,1,PL
elav;elavad;elavINS(ad);INS(ad);;N,ACC,PL
küsimus;küsimusena;küsimusINS(ena);INS(ena);;N,FRML,SG
vandenõu;vandenõuta;vandenõuINS(ta);INS(ta);;N,PRIV,SG
vanaadium;vanaadiumdest;vanaadiumINS(dest);INS(dest);;N,IN+ABL,PL
jääpurikas;jääpurikas;jääpurikas;;;N,NOM,SG
armastama;armastatagu;armastaDEL(m)INS(t)aINS(gu);INS(t),INS(gu);DEL(m);V,PASS,PRS,POS,IMP
liblikas;liblikaga;liblikINS(ag)aDEL(s);INS(ag);DEL(s);N,COM,SG
nussima;olite nussinud;INS(olite )nussiDEL(ma)INS(nud);INS(olite ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,2,PL
soovima;olin soovinud;INS(olin )sooviDEL(ma)INS(nud);INS(olin ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,1,SG
oksendama;ei oksendatud;INS(ei )oksendDEL(am)aINS(tud);INS(ei ),INS(tud);DEL(am);V,PASS,PST,NEG,IND
hirmuma;hirmutaks;hirmuDEL(m)INS(t)aINS(ks);INS(t),INS(ks);DEL(m);V,PASS,PRS,POS,COND
armuma;oleksime armunud;INS(oleksime )armuDEL(ma)INS(nud);INS(oleksime ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,1,PL
valetaja;valetajas;valetajaINS(s);INS(s);;N,IN+ESS,SG
vibutama;olin vibutanud;INS(olin )vibutDEL(am)aINS(nud);INS(olin ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,1,SG
liivatee;liivateedes;liivateeINS(des);INS(des);;N,IN+ESS,PL
sõnaraamat;sõnaraamatuga;sõnaraamatINS(u)INS(g)INS(a);INS(u),INS(g),INS(a);;N,COM,SG
vibutama;vibutaks;vibutDEL(am)aINS(ks);INS(ks);DEL(am);V,ACT,PRS,POS,COND,3,SG
keiser;keisritega;keisDEL(e)rINS(itega);INS(itega);DEL(e);N,COM,PL
hüüdma;oli hüüdnud;INS(oli )hüüINS(dnu)dDEL(ma);INS(oli ),INS(dnu);DEL(ma);V,ACT,PRS,PRF,POS,COND,3,SG
vihik;vihikuks;vihikINS(u)INS(k)INS(s);INS(u),INS(k),INS(s);;N,TRANS,SG
kõri;kõri;kõri;;;N,ACC,SG
pürgima;pürgisite;pürgiDEL(ma)INS(site);INS(site);DEL(ma);V,ACT,PST,POS,IND,2,PL
külastama;on külastatud;INS(on )külastDEL(am)aINS(tud);INS(on ),INS(tud);DEL(am);V,PASS,PRS,PRF,POS,IND
ehitama;ehitaksid;ehitDEL(am)aINS(ksid);INS(ksid);DEL(am);V,ACT,PRS,POS,COND,2,SG
tanner;tandrilt;tanDEL(ne)INS(d)rINS(ilt);INS(d),INS(ilt);DEL(ne);N,AT+ABL,SG
sahkluu;sahkluudes;sahkluuINS(des);INS(des);;N,IN+ESS,PL
ootama;ei ootavat;INS(ei )ootaDEL(m)INS(v)aINS(t);INS(ei ),INS(v),INS(t);DEL(m);V,ACT,PRS,NEG,QUOT
kuklaluu;kuklaluuga;kuklaluuINS(ga);INS(ga);;N,COM,SG
katma;katan;katDEL(m)aINS(n);INS(n);DEL(m);V,ACT,PRS,POS,IND,1,SG
rehekuu;rehekuuks;rehekuuINS(ks);INS(ks);;N,TRANS,SG
muretsema;muretsesid;muretseDEL(ma)INS(sid);INS(sid);DEL(ma);V,ACT,PST,POS,IND,2,SG
jaapanlane;jaapanlasega;jaapanlaDEL(n)INS(s)eINS(ga);INS(s),INS(ga);DEL(n);N,COM,SG
kaarik;kaarikut;kaarikINS(ut);INS(ut);;N,PRT,SG
lükkama;oleme lükanud;INS(oleme )lükDEL(kam)aINS(nud);INS(oleme ),INS(nud);DEL(kam);V,ACT,PRS,PRF,POS,IND,1,PL
kallas;kallastest;kallasINS(test);INS(test);;N,IN+ABL,PL
ekvaator;ekvaatoriteks;ekvaatorINS(iteks);INS(iteks);;N,TRANS,PL
kesa;kesa;kesa;;;N,PRT,SG
õunapuu;õunapuuks;õunapuuINS(ks);INS(ks);;N,TRANS,SG
kindel;kindlatesse;kindINS(l)INS(a)INS(t)INS(e)INS(s)INS(s)eDEL(l);INS(l),INS(a),INS(t),INS(e),INS(s),INS(s);DEL(l);N,IN+ALL,PL
kuulutama;ära kuuluta;INS(ära )kuulutDEL(am)a;INS(ära );DEL(am);V,ACT,PRS,NEG,IMP,2,SG
ajama;ajama;ajama;;;V,NFIN
tulek;tuleku;tulekINS(u);INS(u);;N,GEN,SG
teadma;ärgu teadku;INS(ärgu )teadDEL(ma)INS(ku);INS(ärgu ),INS(ku);DEL(ma);V,ACT,PRS,NEG,IMP,3,SG
tahtma;ei taha;INS(ei )tahDEL(tm)a;INS(ei );DEL(tm);V,ACT,PRS,NEG,IND
põrand;põrandast;põrandINS(ast);INS(ast);;N,IN+ABL,SG
jääma;jäägu;jääDEL(ma)INS(gu);INS(gu);DEL(ma);V,ACT,PRS,POS,IMP,3,PL
liibuma;olete liibunud;INS(olete )liibuDEL(ma)INS(nud);INS(olete ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IND,2,PL
hüvitama;ei hüvitatud;INS(ei )hüvitDEL(am)aINS(tud);INS(ei ),INS(tud);DEL(am);V,PASS,PST,NEG,IND
ehitama;oleksid ehitanud;INS(oleksid )ehitDEL(am)aINS(nud);INS(oleksid ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,3,PL
teietama;ärgu teietagu;INS(ärgu )teietDEL(am)aINS(gu);INS(ärgu ),INS(gu);DEL(am);V,ACT,PRS,NEG,IMP,3,SG
jäätuma;jäätunud;jäätuDEL(ma)INS(nud);INS(nud);DEL(ma);V.PTCP,ACT,PST
oletama;oletaks;oletDEL(am)aINS(ks);INS(ks);DEL(am);V,ACT,PRS,POS,COND,3,SG
sigar;sigarita;sigarINS(ita);INS(ita);;N,PRIV,SG
arvama;olid arvanud;INS(olid )arvDEL(am)aINS(nud);INS(olid ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,2,SG
petma;ei olevat petnudp;INS(ei olevat )petDEL(ma)INS(nudp);INS(ei olevat ),INS(nudp);DEL(ma);V,ACT,PRS,PRF,NEG,QUOT
karihiir;karihiirtesse;karihiirINS(tesse);INS(tesse);;N,IN+ALL,PL
rahvas;rahvaks;rahvaINS(k)s;INS(k);;N,TRANS,SG
nägema;näete;näDEL(g)INS(et)eDEL(ma);INS(et);DEL(g),DEL(ma);V,ACT,PRS,POS,IND,2,PL
kaevama;kaevatud;kaevDEL(am)aINS(tud);INS(tud);DEL(am);V.PTCP,PASS,PST
higistama;higistaksime;higistaINS(ksi)mDEL(a)INS(e);INS(ksi),INS(e);DEL(a);V,ACT,PRS,POS,COND,1,PL
eine;einetel;eineINS(tel);INS(tel);;N,AT+ESS,PL
lintšima;lintšivat;lintšiDEL(m)INS(v)aINS(t);INS(v),INS(t);DEL(m);V,ACT,PRS,POS,QUOT
sirel;sirelile;sirelINS(ile);INS(ile);;N,AT+ALL,SG
avama;oleme avanud;INS(oleme )avDEL(am)aINS(nud);INS(oleme ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IND,1,PL
keeleteadus;keeleteadusteta;keeleteadusINS(teta);INS(teta);;N,PRIV,PL
keerama;keeratavat;keeraDEL(m)INS(tav)aINS(t);INS(tav),INS(t);DEL(m);V,PASS,PRS,POS,QUOT
kuurium;kuuriumdesse;kuuriumINS(desse);INS(desse);;N,IN+ALL,PL
faasan;faasanites;faasanINS(ites);INS(ites);;N,IN+ESS,PL
samaarium;samaariumdes;samaariumINS(des);INS(des);;N,IN+ESS,PL
mihklikuu;mihklikuuni;mihklikuuINS(ni);INS(ni);;N,TERM,SG
hallitama;ei olnud hallitanudp;INS(ei olnud )hallitDEL(am)aINS(nudp);INS(ei olnud ),INS(nudp);DEL(am);V,ACT,PST,PRF,NEG,IND
käsitlus;käsitlusele;käsitlusINS(ele);INS(ele);;N,AT+ALL,SG
moslem;moslemitesse;moslemINS(itesse);INS(itesse);;N,IN+ALL,PL
märkima;märgiks;märINS(gi)kDEL(ima)INS(s);INS(gi),INS(s);DEL(ima);V,ACT,PRS,POS,COND,3,SG
riietumine;riietumisele;riietumiDEL(n)INS(sel)e;INS(sel);DEL(n);N,AT+ALL,SG
arutelu;aruteluna;aruteluINS(na);INS(na);;N,FRML,SG
susi;soega;sDEL(u)DEL(s)DEL(i)INS(o)INS(e)INS(g)INS(a);INS(o),INS(e),INS(g),INS(a);DEL(u),DEL(s),DEL(i);N,COM,SG
akvaarium;akvaariumdeni;akvaariumINS(deni);INS(deni);;N,TERM,PL
künnis;künnist;künnisINS(t);INS(t);;N,PRT,SG
purema;olin purenud;INS(olin )pureDEL(ma)INS(nud);INS(olin ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,1,SG
maasikas;maasikat;maasikaDEL(s)INS(t);INS(t);DEL(s);N,PRT,SG
liibuma;liibuvad;liibuDEL(m)INS(v)aINS(d);INS(v),INS(d);DEL(m);V,ACT,PRS,POS,IND,3,PL
õhtu;õhtuid;õhtuINS(id);INS(id);;N,PRT,PL
korter;korteritelt;korterINS(itelt);INS(itelt);;N,AT+ABL,PL
lõikuskuu;lõikuskuudeta;lõikuskuuINS(deta);INS(deta);;N,PRIV,PL
läbistama;ärgu olgu läbistanud;INS(ärgu olgu )läbistDEL(am)aINS(nud);INS(ärgu olgu ),INS(nud);DEL(am);V,ACT,PRS,PRF,NEG,IMP,PL
peenar;peenardeni;peenarINS(deni);INS(deni);;N,TERM,PL
traktor;traktoriteta;traktorINS(iteta);INS(iteta);;N,PRIV,PL
nussima;ei nussivat;INS(ei )nussiDEL(m)INS(v)aINS(t);INS(ei ),INS(v),INS(t);DEL(m);V,ACT,PRS,NEG,QUOT
seesütlev;seesütlevas;seesütlevINS(as);INS(as);;N,IN+ESS,SG
luterlane;luterlastest;luterlaDEL(n)INS(st)eINS(st);INS(st),INS(st);DEL(n);N,IN+ABL,PL
muutma;muutev;muutDEL(ma)INS(e)INS(v);INS(e),INS(v);DEL(ma);V.PTCP,ACT,PRS
märkima;ärgu olgu märkinud;INS(ärgu olgu )märkiDEL(ma)INS(nud);INS(ärgu olgu ),INS(nud);DEL(ma);V,ACT,PRS,PRF,NEG,IMP,SG
terbium;terbiumiks;terbiumINS(iks);INS(iks);;N,TRANS,SG
kabel;kabelid;kabelINS(id);INS(id);;N,NOM,PL
vaikus;vaikuse;vaikusINS(e);INS(e);;N,GEN,SG
käskima;olete käskinud;INS(olete )käskiDEL(ma)INS(nud);INS(olete ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IND,2,PL
kohin;kohinast;kohinINS(ast);INS(ast);;N,IN+ABL,SG
algama;ärgu olgu alanud;INS(ärgu olgu )alDEL(gam)aINS(nud);INS(ärgu olgu ),INS(nud);DEL(gam);V,ACT,PRS,PRF,NEG,IMP,SG
kaarik;kaarikuga;kaarikINS(u)INS(g)INS(a);INS(u),INS(g),INS(a);;N,COM,SG
raadium;raadiumini;raadiumINS(ini);INS(ini);;N,TERM,SG
kaevur;kaevurini;kaevurINS(ini);INS(ini);;N,TERM,SG
kõndima;olin kõndinud;INS(olin )kõndiDEL(ma)INS(nud);INS(olin ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,1,SG
šotlane;šotlasega;šotlaDEL(n)INS(s)eINS(ga);INS(s),INS(ga);DEL(n);N,COM,SG
joodik;joodikuid;joodikINS(uid);INS(uid);;N,PRT,PL
külastama;ei ole külastatudp;INS(ei ole )külastDEL(am)aINS(tudp);INS(ei ole ),INS(tudp);DEL(am);V,PASS,PRS,PRF,NEG,IND
loendama;olevat loendatud;INS(olevat )loendDEL(am)aINS(tud);INS(olevat ),INS(tud);DEL(am);V,PASS,PRS,PRF,POS,QUOT
viitsima;viitsiv;viitsiDEL(ma)INS(v);INS(v);DEL(ma);V.PTCP,ACT,PRS
sadama;sajatav;saDEL(dam)INS(j)INS(a)INS(t)aINS(v);INS(j),INS(a),INS(t),INS(v);DEL(dam);V.PTCP,PASS,PRS
ilves;ilveselt;ilvesINS(elt);INS(elt);;N,AT+ABL,SG
inimkaubandus;inimkaubandustelt;inimkaubandusINS(telt);INS(telt);;N,AT+ABL,PL
oskama;oskaksite;oskDEL(am)aINS(ksite);INS(ksite);DEL(am);V,ACT,PRS,POS,COND,2,PL
poro;porole;poroINS(le);INS(le);;N,AT+ALL,SG
tellimus;tellimus;tellimus;;;N,AT+ALL,PL
kaklema;kakles;kakleDEL(ma)INS(s);INS(s);DEL(ma);V,ACT,PST,POS,IND,3,SG
muretsema;ei olevat muretsetudp;INS(ei olevat )muretseDEL(ma)INS(tudp);INS(ei olevat ),INS(tudp);DEL(ma);V,PASS,PRS,PRF,NEG,QUOT
seisma;ei olnud seisnudp;INS(ei olnud )seisDEL(ma)INS(nudp);INS(ei olnud ),INS(nudp);DEL(ma);V,ACT,PST,PRF,NEG,IND
kallistama;kallistavad;kallistaDEL(m)INS(v)aINS(d);INS(v),INS(d);DEL(m);V,ACT,PRS,POS,IND,3,PL
seksuaalpartner;seksuaalpartner;seksuaalpartner;;;N,NOM,SG
käskima;ei oleks käsitudp;INS(ei oleks )käsDEL(k)iDEL(ma)INS(tudp);INS(ei oleks ),INS(tudp);DEL(k),DEL(ma);V,PASS,PRS,PRF,NEG,COND
maja;maja;maja;;;N,NOM,SG
küünar;küünrast;küünDEL(a)rINS(ast);INS(ast);DEL(a);N,IN+ABL,SG
õhufilter;õhufiltrite;õhufilINS(t)INS(r)INS(i)teDEL(r);INS(t),INS(r),INS(i);DEL(r);N,GEN,PL
kai;kai;kai;;;N,NOM,SG
kuulma;kuulgu;kuulDEL(ma)INS(gu);INS(gu);DEL(ma);V,ACT,PRS,POS,IMP,3,SG
itsitama;ära itsita;INS(ära )itsitDEL(am)a;INS(ära );DEL(am);V,ACT,PRS,NEG,IMP,2,SG
arutelu;aruteludest;aruteluINS(dest);INS(dest);;N,IN+ABL,PL
rõhukamber;rõhukambrisse;rõhukambINS(riss)eDEL(r);INS(riss);DEL(r);N,IN+ALL,SG
strontsium;strontsiumdeta;strontsiumINS(deta);INS(deta);;N,PRIV,PL
kõndima;oled kõndinud;INS(oled )kõndiDEL(ma)INS(nud);INS(oled ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IND,2,SG
naasma;ei ole naastudp;INS(ei ole )naasDEL(ma)INS(tudp);INS(ei ole ),INS(tudp);DEL(ma);V,PASS,PRS,PRF,NEG,IND
kuulutama;ärgu kuulutagu;INS(ärgu )kuulutDEL(am)aINS(gu);INS(ärgu ),INS(gu);DEL(am);V,ACT,PRS,NEG,IMP,3,PL
vaikima;ei olnud vaikitudp;INS(ei olnud )vaikiDEL(ma)INS(tudp);INS(ei olnud ),INS(tudp);DEL(ma);V,PASS,PST,PRF,NEG,IND
õigekeelsussõnaraamat;õigekeelsussõnaraamatuteks;õigekeelsussõnaraamatINS(u)INS(t)INS(e)INS(k)INS(s);INS(u),INS(t),INS(e),INS(k),INS(s);;N,TRANS,PL
väärjumal;väärjumalatest;väärjumalINS(a)INS(t)INS(e)INS(s)INS(t);INS(a),INS(t),INS(e),INS(s),INS(t);;N,IN+ABL,PL
täitma;on täitnud;INS(on )täitDEL(ma)INS(nud);INS(on ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IND,3,PL
leiutis;leiutistelt;leiutisINS(telt);INS(telt);;N,AT+ABL,PL
rääkima;rääkinud;rääkiDEL(ma)INS(nud);INS(nud);DEL(ma);V.PTCP,ACT,PST
jääma;jäid;jäDEL(ä)DEL(m)DEL(a)INS(id);INS(id);DEL(ä),DEL(m),DEL(a);V,ACT,PST,POS,IND,3,PL
ülalõualuu;ülalõualuudesse;ülalõualuuINS(desse);INS(desse);;N,IN+ALL,PL
ostma;on ostnud;INS(on )ostDEL(ma)INS(nud);INS(on ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IND,3,SG
tõlkima;tõlkisid;tõlkiDEL(ma)INS(sid);INS(sid);DEL(ma);V,ACT,PST,POS,IND,3,PL
kiitma;ärgu olgu kiidetud;INS(ärgu olgu )kiiINS(de)tDEL(ma)INS(ud);INS(ärgu olgu ),INS(de),INS(ud);DEL(ma);V,PASS,PRS,PRF,NEG,IMP
riidekoi;riidekoiga;riidekoiINS(ga);INS(ga);;N,COM,SG
rahvas;rahvast;rahvasINS(t);INS(t);;N,PRT,SG
pirnipuu;pirnipuult;pirnipuuINS(lt);INS(lt);;N,AT+ABL,SG
idee;ideesse;ideINS(e)INS(s)INS(s)e;INS(e),INS(s),INS(s);;N,IN+ALL,SG
ristkülik;ristkülikuks;ristkülikINS(u)INS(k)INS(s);INS(u),INS(k),INS(s);;N,TRANS,SG
võima;ei või;INS(ei )võiDEL(ma);INS(ei );DEL(ma);V,ACT,PRS,NEG,IND
oimuluu;oimuluusse;oimuluuINS(sse);INS(sse);;N,IN+ALL,SG
käima;olevat käinud;INS(olevat )käiDEL(ma)INS(nud);INS(olevat ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,QUOT
metsis;metsistes;metsiINS(ste)s;INS(ste);;N,IN+ESS,PL
rula;rula;rula;;;N,GEN,SG
male;male;male;;;N,ACC,SG
üterbium;üterbiumdeks;üterbiumINS(deks);INS(deks);;N,TRANS,PL
kaklus;kaklustest;kaklusINS(test);INS(test);;N,IN+ABL,PL
palataliseerima;ärgu olgu palataliseerinud;INS(ärgu olgu )palataliseeriDEL(ma)INS(nud);INS(ärgu olgu ),INS(nud);DEL(ma);V,ACT,PRS,PRF,NEG,IMP,PL
soolane;soolaseks;soolaDEL(n)INS(s)eINS(ks);INS(s),INS(ks);DEL(n);N,TRANS,SG
