Source;Target;Combined;Inserts;Deletes;Grammar
vīdsadāz;vīdsadāndõs;vīdsadāDEL(z)INS(ndõs);INS(ndõs);DEL(z);ADJ,SG,IN+ESS
nǟdõ;nēji;nDEL(ǟdõ)INS(ēji);INS(ēji);DEL(ǟdõ);V,ACT,FIN,QUOT,POS,PRS,SG,1
jōņpǟva kū;jōņpǟva kūḑi;jōņpǟva kūINS(ḑi);INS(ḑi);;N,PL,PRT
mȭka;mȭka;mȭka;;;N,SG,NOM
āigast;āigastist;āigaINS(s)INS(t)INS(i)st;INS(s),INS(t),INS(i);;N,PL,IN+ABL
kuolmõz;kuolmõndt;kuolmõDEL(z)INS(ndt);INS(ndt);DEL(z);ADJ,SG,PRT
likkõ;lītõ likkõnd;INS(l)INS(ī)INS(t)INS(õ)INS( )likkõINS(nd);INS(l),INS(ī),INS(t),INS(õ),INS( ),INS(nd);;V,ACT,FIN,IND,POS,FUT,PRF,PL,2,LGSPEC5
vȱlda;vȯldõd;vDEL(ȱ)INS(ȯ)lINS(dõ)dDEL(a);INS(ȯ),INS(dõ);DEL(ȱ),DEL(a);V,PASS,V.PTCP
nimsõnā;nimsõnāks;nimsõnāINS(ks);INS(ks);;N,SG,INS
läpš;lapst;lDEL(äpš)INS(a)INS(p)INS(s)INS(t);INS(a),INS(p),INS(s),INS(t);DEL(äpš);N,PL,NOM
analōg;analōgõdõn;analōgINS(õdõn);INS(õdõn);;N,PL,DAT
detsembõr;detsembõrd;detsembõrINS(d);INS(d);;N,PL,NOM
kūdtuoistõnz;kūdtuoistõndõn;kūdtuoistINS(õnd)õnDEL(z);INS(õnd);DEL(z);ADJ,SG,DAT
ežžõmpǟva;ežžõmpäuvši;ežžõmpDEL(ǟva)INS(ä)INS(u)INS(v)INS(š)INS(i);INS(ä),INS(u),INS(v),INS(š),INS(i);DEL(ǟva);N,PL,IN+ESS
lešk;leškīdõks;leškINS(ī)INS(d)INS(õ)INS(k)INS(s);INS(ī),INS(d),INS(õ),INS(k),INS(s);;N,PL,INS
vīdsadāz;vīdsadāndõdõks;vīdsadāDEL(z)INS(ndõdõks);INS(ndõdõks);DEL(z);ADJ,PL,INS
nēļatuoistõnz;nēļatuoistõndidi;nēļatuoistõnDEL(z)INS(d)INS(i)INS(d)INS(i);INS(d),INS(i),INS(d),INS(i);DEL(z);ADJ,PL,PRT
tuoi;tuoižis;tuoiINS(ž)INS(i)INS(s);INS(ž),INS(i),INS(s);;ADJ,PL,IN+ESS
informātsij;informātsijõks;informātsijINS(õks);INS(õks);;N,SG,INS
sukā;sukād;sukāINS(d);INS(d);;N,PL,NOM
lilla;lillaks;lillaINS(ks);INS(ks);;ADJ,SG,INS
sõnā;sõnā;sõnā;;;N,SG,GEN
kūdtuoistõnz;kūdtuoistõnds;kūdtuoistõnDEL(z)INS(ds);INS(ds);DEL(z);ADJ,SG,IN+ESS,LGSPEC6
kuolmsadāz;kuolmsadāndõn;kuolmsadāDEL(z)INS(ndõn);INS(ndõn);DEL(z);ADJ,SG,DAT
lešknai;lešknaizõks;lešknaiINS(z)INS(õ)INS(k)INS(s);INS(z),INS(õ),INS(k),INS(s);;N,SG,INS
tīepǟva;tīepäuvši;tīepDEL(ǟva)INS(ä)INS(u)INS(v)INS(š)INS(i);INS(ä),INS(u),INS(v),INS(š),INS(i);DEL(ǟva);N,PL,IN+ESS
alīz;alīz;alīz;;;N,SG,NOM
pānda;iz pan;INS(iz )pDEL(ānd)aINS(n);INS(iz ),INS(n);DEL(ānd);V,ACT,FIN,IND,NEG,PST,SG,3
lugsõnā;lugsõnāst;lugsõnāINS(st);INS(st);;N,SG,IN+ABL
illatīv;illatīvõ;illatīvINS(õ);INS(õ);;N,SG,IN+ALL
tūoiznapǟva;tūoiznapäuvḑi;tūoiznapDEL(ǟva)INS(ä)INS(u)INS(v)INS(ḑ)INS(i);INS(ä),INS(u),INS(v),INS(ḑ),INS(i);DEL(ǟva);N,PL,PRT
nominatīv;nominatīv;nominatīv;;;N,SG,GEN
bōr;bōrõdõks;bōrINS(õdõks);INS(õdõks);;N,PL,INS
īdõkssadāz;īdõkssadāndidi;īdõkssadāDEL(z)INS(ndidi);INS(ndidi);DEL(z);ADJ,PL,PRT
märts;märtsiž;märtsINS(iž);INS(iž);;N,PL,IN+ALL
ežžõmpǟva;ežžõmpäuvži;ežžõmpDEL(ǟva)INS(ä)INS(u)INS(v)INS(ž)INS(i);INS(ä),INS(u),INS(v),INS(ž),INS(i);DEL(ǟva);N,PL,IN+ALL
pānda;pangõd;pDEL(ānd)aINS(n)INS(g)INS(õ)INS(d);INS(n),INS(g),INS(õ),INS(d);DEL(ānd);V,ACT,FIN,LGSPEC1,POS,PRS,PL,2
februār;februārõ;februārINS(õ);INS(õ);;N,SG,PRT
datīv;datīvõst;datīvINS(õst);INS(õst);;N,SG,IN+ABL,LGSPEC6
tuoi;tuoiztõn;tuoiINS(ztõn);INS(ztõn);;ADJ,PL,DAT
kalāmīez;kalāmēži;kalāmDEL(īez)INS(ē)INS(ž)INS(i);INS(ē),INS(ž),INS(i);DEL(īez);N,PL,IN+ALL
tūlda;um tulmõst;INS(u)INS(m)INS( )INS(t)INS(u)INS(l)INS(m)INS(õ)INS(s)tDEL(ūlda);INS(u),INS(m),INS( ),INS(t),INS(u),INS(l),INS(m),INS(õ),INS(s);DEL(ūlda);V,ACT,FIN,DEB,POS,PRS,PL,1
lešk;leškīst;leškINS(īst);INS(īst);;N,PL,IN+ABL
sukā;sukkõ;sukDEL(ā)INS(k)INS(õ);INS(k),INS(õ);DEL(ā);N,SG,IN+ALL
februar;februar;februar;;;N,SG,GEN
kūlõ;algõd kūlõgõd;INS(algõd )kūlõINS(gõd);INS(algõd ),INS(gõd);;V,ACT,FIN,LGSPEC1,NEG,PRS,PL,3
nēļasadāz;nēļasadāndõst;nēļasadāDEL(z)INS(ndõst);INS(ndõst);DEL(z);ADJ,SG,IN+ABL
likkõ;äd likkõkst;INS(äd )likkõINS(kst);INS(äd ),INS(kst);;V,ACT,FIN,COND,NEG,PRS,SG,2
kuolmtuoistõnz;kuolmtuoistõndõdõn;kuolmtuoistINS(õndõd)õnDEL(z);INS(õndõd);DEL(z);ADJ,PL,DAT
tūļ;tūldõn;tūDEL(ļ)INS(l)INS(d)INS(õ)INS(n);INS(l),INS(d),INS(õ),INS(n);DEL(ļ);N,PL,DAT
kōdsadāz;kōdsadāndis;kōdsadāDEL(z)INS(ndis);INS(ndis);DEL(z);ADJ,PL,IN+ESS
adesīv;adesīvõst;adesīvINS(õst);INS(õst);;N,SG,IN+ABL,LGSPEC6
jellõ;ät līt jellõnd;INS(ä)INS(t)INS( )INS(l)INS(ī)INS(t)INS( )jellõINS(nd);INS(ä),INS(t),INS( ),INS(l),INS(ī),INS(t),INS( ),INS(nd);;V,ACT,FIN,IND,NEG,FUT,PRF,PL,2
tūlda;äd tulkst;INS(ä)INS(d)INS( )INS(t)INS(u)INS(l)INS(k)INS(s)tDEL(ūlda);INS(ä),INS(d),INS( ),INS(t),INS(u),INS(l),INS(k),INS(s);DEL(ūlda);V,ACT,FIN,COND,NEG,PRS,SG,2
lēḑkū;lēḑkūḑi;lēḑkūINS(ḑi);INS(ḑi);;N,PL,PRT
ūomõg;ūomõgis;ūomõgINS(is);INS(is);;N,PL,IN+ESS
värb;värb;värb;;;N,SG,NOM
nūoŗ;nūordõn;nūoDEL(ŗ)INS(r)INS(d)INS(õ)INS(n);INS(r),INS(d),INS(õ),INS(n);DEL(ŗ);ADJ,PL,DAT
ūomõg;ūomõgidi;ūomõgINS(idi);INS(idi);;N,PL,PRT
īdõkskimdõz;īdõkskimdõz;īdõkskimdõz;;;ADJ,SG,NOM
kuolmõz;kuolmõndõks;kuolmõDEL(z)INS(ndõks);INS(ndõks);DEL(z);ADJ,SG,INS
sēmḑa;sēmḑa;sēmḑa;;;N,SG,NOM
nominatīv;nominatīviž;nominatīvINS(iž);INS(iž);;N,PL,IN+ALL
pōr;pōrõdõn;pōrINS(õdõn);INS(õdõn);;N,PL,DAT
vīdsadāz;vīdsadānd;vīdsadāDEL(z)INS(nd);INS(nd);DEL(z);ADJ,SG,GEN
vȱlda;vȯļļi;vDEL(ȱlda)INS(ȯ)INS(ļ)INS(ļ)INS(i);INS(ȯ),INS(ļ),INS(ļ),INS(i);DEL(ȱlda);V,ACT,FIN,QUOT,POS,PRS,SG,1
pānda;paņ;pDEL(ānd)aINS(ņ);INS(ņ);DEL(ānd);V,ACT,FIN,IND,POS,PST,SG,3
inesīv;inesīvõst;inesīvINS(õst);INS(õst);;N,SG,IN+ABL,LGSPEC6
kūlõ;ät lītõ kūlõnd;INS(ä)INS(t)INS( )INS(l)INS(ī)INS(t)INS(õ)INS( )kūlõINS(nd);INS(ä),INS(t),INS( ),INS(l),INS(ī),INS(t),INS(õ),INS( ),INS(nd);;V,ACT,FIN,IND,NEG,FUT,PRF,PL,2,LGSPEC5
analīz;analīzis;analīzINS(is);INS(is);;N,PL,IN+ESS
nūoŗmīez;nūoŗmīesõ;nūoŗmīeDEL(z)INS(sõ);INS(sõ);DEL(z);N,SG,IN+ESS
analīz;analīzõs;analīzINS(õs);INS(õs);;N,SG,IN+ESS
kōdkimdõz;kōdkimdõnd;kōdkimdõDEL(z)INS(nd);INS(nd);DEL(z);ADJ,SG,GEN
ūļ;ūļši;ūļINS(ši);INS(ši);;N,PL,IN+ESS
likkõ;ät likkõkstõ;INS(ät )likkINS(õkst)õ;INS(ät ),INS(õkst);;V,ACT,FIN,COND,NEG,PRS,PL,2
lǟdõ;lekšmõ;lDEL(ǟd)INS(e)INS(k)INS(š)INS(m)õ;INS(e),INS(k),INS(š),INS(m);DEL(ǟd);V,ACT,FIN,IND,POS,PST,PL,1
sigžkū;sigžkūdõn;sigžkūINS(dõn);INS(dõn);;N,PL,DAT
kōdsadāz;kōdsadāndõs;kōdsadāDEL(z)INS(ndõs);INS(ndõs);DEL(z);ADJ,SG,IN+ESS
lǟdõ;iz lǟm;INS(iz )lǟDEL(dõ)INS(m);INS(iz ),INS(m);DEL(dõ);V,ACT,FIN,IND,NEG,PST,PL,1
kūdtuoistõnz;kūdtuoistõndõs;kūdtuoistõnDEL(z)INS(d)INS(õ)INS(s);INS(d),INS(õ),INS(s);DEL(z);ADJ,SG,IN+ESS
sȭira;sȭirad;sȭiraINS(d);INS(d);;N,PL,GEN
lēḑkū;lēḑkū;lēḑkū;;;N,SG,GEN
kaffetas;kaffetassõ;kaffetasINS(sõ);INS(sõ);;N,SG,IN+ALL
bäzmõr;bäzmõrd;bäzmõrINS(d);INS(d);;N,PL,NOM
jūlij;jūlijd;jūlijINS(d);INS(d);;N,PL,GEN
kīlmakū;kīlmakūkõks;kīlmakūINS(kõks);INS(kõks);;N,SG,INS
drūošõ;drūošist;drūošDEL(õ)INS(ist);INS(ist);DEL(õ);ADJ,PL,IN+ABL
jellõ;jelīztõ;jeDEL(l)lINS(ī)INS(z)INS(t)õ;INS(ī),INS(z),INS(t);DEL(l);V,ACT,FIN,IND,POS,PST,PL,2
pǟva;pǟvaks;pǟvaINS(ks);INS(ks);;N,SG,INS
kīņtš;kīndist;kīDEL(ņ)INS(ndis)tDEL(š);INS(ndis);DEL(ņ),DEL(š);N,PL,IN+ABL
nēļasadāz;nēļasadāndõdõn;nēļasadāDEL(z)INS(ndõdõn);INS(ndõdõn);DEL(z);ADJ,PL,DAT
suoŗm;suormstõ;suoDEL(ŗ)INS(r)mINS(stõ);INS(r),INS(stõ);DEL(ŗ);N,SG,IN+ABL
instrumentāl;instrumentālst;instrumentālINS(st);INS(st);;N,SG,IN+ABL
pǟvaīe;pǟvaīen;pǟvaīeINS(n);INS(n);;N,SG,DAT
pȯiški;pȯiškiztõn;pȯiškiINS(ztõn);INS(ztõn);;N,PL,DAT
kuolmi;kuolmiztõks;kuolmiINS(z)INS(t)INS(õ)INS(k)INS(s);INS(z),INS(t),INS(õ),INS(k),INS(s);;ADJ,PL,INS
jōņpǟva kū;jōņpǟva kūkõks;jōņpǟva kūINS(kõks);INS(kõks);;N,SG,INS
vīdkimdõz;vīdkimdõndõdõks;vīdkimdõDEL(z)INS(ndõdõks);INS(ndõdõks);DEL(z);ADJ,PL,INS
jūnij;jūnijõ;jūnijINS(õ);INS(õ);;N,SG,PRT
vīļakū;vīļakūstõ;vīļakūINS(stõ);INS(stõ);;N,SG,IN+ABL
seiskimdõz;seiskimdõndõ;seiskimINS(dõn)dõDEL(z);INS(dõn);DEL(z);ADJ,SG,IN+ALL
aššõ;aššõd;aššõINS(d);INS(d);;ADJ,PL,GEN
jemā;jemīž;jemDEL(ā)INS(īž);INS(īž);DEL(ā);N,PL,IN+ALL
īdõkstuoistõnz;īdõkstuoistõnd;īdõkstuoistõnDEL(z)INS(d);INS(d);DEL(z);ADJ,SG,GEN
pȯis;pūošõdõn;pDEL(ȯ)DEL(i)DEL(s)INS(ū)INS(o)INS(š)INS(õ)INS(d)INS(õ)INS(n);INS(ū),INS(o),INS(š),INS(õ),INS(d),INS(õ),INS(n);DEL(ȯ),DEL(i),DEL(s);N,PL,DAT
tūontõz;tūontõndt;tūontõDEL(z)INS(ndt);INS(ndt);DEL(z);ADJ,SG,PRT
suoŗm;suormõ;suoDEL(ŗ)INS(r)mINS(õ);INS(r),INS(õ);DEL(ŗ);N,SG,PRT
tūlda;tulmõ;tDEL(ūlda)INS(u)INS(l)INS(m)INS(õ);INS(u),INS(l),INS(m),INS(õ);DEL(ūlda);V,LGSPEC3
mǟdlõ;mǟdlõkst;mǟdlõINS(kst);INS(kst);;V,ACT,FIN,COND,POS,PRS,SG,2
ǟma;ǟmidi;ǟmDEL(a)INS(idi);INS(idi);DEL(a);N,PL,PRT
blēḑ;blēḑidi;blēḑINS(idi);INS(idi);;N,PL,PRT
kūdkimdõz;kūdkimdõz;kūdkimdõz;;;ADJ,SG,NOM
mǟdlõ;iz mǟdlõ;INS(iz )mǟdlõ;INS(iz );;V,ACT,FIN,IND,NEG,PST,SG,1
lǟdõ;lējid;lDEL(ǟ)INS(ēji)dDEL(õ);INS(ēji);DEL(ǟ),DEL(õ);V,ACT,FIN,QUOT,POS,PRS,PL,1
piņ;piņkõks;piņINS(kõks);INS(kõks);;N,SG,INS
tūontõz;tūontõndõks;tūontõDEL(z)INS(ndõks);INS(ndõks);DEL(z);ADJ,SG,INS
bōr;bōrsõ;bōrINS(sõ);INS(sõ);;N,SG,IN+ESS
läpš;lapstkõks;lDEL(äpš)INS(a)INS(p)INS(s)INS(t)INS(k)INS(õ)INS(k)INS(s);INS(a),INS(p),INS(s),INS(t),INS(k),INS(õ),INS(k),INS(s);DEL(äpš);N,PL,INS
oktōbõr;oktōbõri;oktōbõrINS(i);INS(i);;N,PL,PRT
līdõ;līdõ;līdõ;;;V,INF
kuolmõndpǟva;kuolmõndpäuvši;kuolmõndpDEL(ǟva)INS(ä)INS(u)INS(v)INS(š)INS(i);INS(ä),INS(u),INS(v),INS(š),INS(i);DEL(ǟva);N,PL,IN+ESS
sõnā;sõnnõ;sõnDEL(ā)INS(nõ);INS(nõ);DEL(ā);N,SG,PRT
ablatīv;ablatīvõn;ablatīvINS(õn);INS(õn);;N,SG,DAT
likkõ;äb likkõt;INS(äb )likkõINS(t);INS(äb ),INS(t);;V,ACT,FIN,IND,NEG,PRS,PL,3
dattõd;dattiž;dattDEL(õ)DEL(d)INS(iž);INS(iž);DEL(õ),DEL(d);N,PL,IN+ALL
oktōbõr;oktōbõrs;oktōbõrINS(s);INS(s);;N,SG,IN+ESS
likkõ;algõ likkõg;INS(algõ )likkõINS(g);INS(algõ ),INS(g);;V,ACT,FIN,LGSPEC1,NEG,PRS,SG,1
kimmõz;kimmõz;kimmõz;;;ADJ,SG,NOM
rōntõz;rōntõd;rōntõDEL(z)INS(d);INS(d);DEL(z);N,PL,GEN
ūomõg;ūomõgõn;ūomõgINS(õn);INS(õn);;N,SG,DAT
āmbaz;āmbazõs;āmbazINS(õs);INS(õs);;N,SG,IN+ESS
vīdtuoistõnz;vīdtuoistõndõks;vīdtuoistõnDEL(z)INS(dõks);INS(dõks);DEL(z);ADJ,SG,INS
vȱlda;äb vȯlksmõ;INS(äb )vDEL(ȱlda)INS(ȯ)INS(l)INS(k)INS(s)INS(m)INS(õ);INS(äb ),INS(ȯ),INS(l),INS(k),INS(s),INS(m),INS(õ);DEL(ȱlda);V,ACT,FIN,COND,NEG,PRS,PL,1
nūoŗpōŗ;nūoŗpōŗiž;nūoŗpōŗINS(iž);INS(iž);;N,PL,IN+ALL
vȱlda;vȯlkstõ;vDEL(ȱlda)INS(ȯ)INS(l)INS(k)INS(s)INS(t)INS(õ);INS(ȯ),INS(l),INS(k),INS(s),INS(t),INS(õ);DEL(ȱlda);V,ACT,FIN,COND,POS,PRS,PL,3
vīmkū;vīmkūd;vīmkūINS(d);INS(d);;N,PL,GEN
joutõmläpš;joutõmlapsõks;joutõmlDEL(äpš)INS(a)INS(p)INS(s)INS(õ)INS(k)INS(s);INS(a),INS(p),INS(s),INS(õ),INS(k),INS(s);DEL(äpš);N,SG,INS
jemā;jemād;jemāINS(d);INS(d);;N,PL,NOM
siḑīmsõnā;siḑīmsõnād;siḑīmsõnāINS(d);INS(d);;N,PL,NOM
āmbaz;āmbazis;āmbazINS(is);INS(is);;N,PL,IN+ESS
tūlda;äb līmõ tunnõd;DEL(tū)INS(äb )lINS(ī)INS(m)INS(õ)INS( )INS(t)INS(u)INS(n)INS(n)INS(õ)dDEL(a);INS(äb ),INS(ī),INS(m),INS(õ),INS( ),INS(t),INS(u),INS(n),INS(n),INS(õ);DEL(tū),DEL(a);V,ACT,FIN,IND,NEG,FUT,PRF,PL,1,LGSPEC5
tūlda;līb tund;DEL(tū)lINS(ī)INS(b)INS( )INS(t)INS(u)INS(n)dDEL(a);INS(ī),INS(b),INS( ),INS(t),INS(u),INS(n);DEL(tū),DEL(a);V,ACT,FIN,IND,POS,FUT,PRF,SG,3
tidār;tidārõs;tidārINS(õs);INS(õs);;N,SG,IN+ESS
pivāpǟva;pivāpǟva;pivāpǟva;;;N,SG,NOM
nǟdõ;nǟt;nǟDEL(dõ)INS(t);INS(t);DEL(dõ);V,ACT,FIN,IND,POS,PRS,PL,2
mǟdlõ;mǟdlõd;mǟdlõINS(d);INS(d);;V,ACT,FIN,IND,POS,PRS,SG,2
nūoŗ;nūoŗ;nūoŗ;;;ADJ,SG,NOM
võțīm;võțīmõ;võțīmINS(õ);INS(õ);;N,SG,IN+ALL
allitas;alīztõkstassõks;alDEL(li)INS(ī)INS(z)INS(t)INS(õ)INS(k)INS(s)taINS(s)INS(s)INS(õ)INS(k)s;INS(ī),INS(z),INS(t),INS(õ),INS(k),INS(s),INS(s),INS(s),INS(õ),INS(k);DEL(li);N,SG,INS
tūontõz;tūontõndõd;tūontõDEL(z)INS(ndõd);INS(ndõd);DEL(z);ADJ,PL,NOM
nädīļ;nädīļt;nädīļINS(t);INS(t);;N,SG,PRT
seiskimdõz;seiskimdõndist;seiskimdõDEL(z)INS(ndist);INS(ndist);DEL(z);ADJ,PL,IN+ABL
lǟdõ;äb lǟkstõ;INS(äb )lǟDEL(d)INS(kst)õ;INS(äb ),INS(kst);DEL(d);V,ACT,FIN,COND,NEG,PRS,PL,3
nūoŗpōr;nūoŗpōrõks;nūoŗpōrINS(õks);INS(õks);;N,SG,INS
vīļakū;vīļakūdõ;vīļakūINS(dõ);INS(dõ);;N,SG,PRT
lǟdõ;lekštõ;lDEL(ǟd)INS(e)INS(k)INS(š)INS(t)õ;INS(e),INS(k),INS(š),INS(t);DEL(ǟd);V,ACT,FIN,IND,POS,PST,PL,2
kūlõ;līd kūlõn;INS(l)INS(ī)INS(d)INS( )kūlõINS(n);INS(l),INS(ī),INS(d),INS( ),INS(n);;V,ACT,FIN,IND,POS,FUT,PRF,SG,2
sȭira;sȭira;sȭira;;;N,SG,GEN
lešknai;lešknaiži;lešknaINS(iž)i;INS(iž);;N,PL,PRT
drūošõ;drūošõs;drūošõINS(s);INS(s);;ADJ,SG,IN+ESS
illatīv;illatīv;illatīv;;;N,SG,GEN
seismi;seismizt;seismiINS(zt);INS(zt);;ADJ,SG,PRT
kinō;kinōdõn;kinōINS(dõn);INS(dõn);;N,PL,DAT
kūora;kūorast;kūoraINS(st);INS(st);;N,SG,IN+ABL
allitas;allitas;allitas;;;N,SG,NOM
kaffetas;kaffetassõst;kaffetasINS(s)INS(õ)INS(s)INS(t);INS(s),INS(õ),INS(s),INS(t);;N,SG,IN+ABL
jellõ;jellõs;jellõINS(s);INS(s);;V,LGSPEC2
nūoŗpōŗ;nūoŗpōŗšõ;nūoŗpōŗINS(šõ);INS(šõ);;N,SG,IN+ESS
kōdtuoistõnz;kōdtuoistõndõdõn;kōdtuoistINS(õndõd)õnDEL(z);INS(õndõd);DEL(z);ADJ,PL,DAT
ȭdõg;ȭdõgidi;ȭdõgINS(idi);INS(idi);;N,PL,PRT
līdõ;ät lītõ;INS(ät )līDEL(d)INS(t)õ;INS(ät ),INS(t);DEL(d);V,ACT,FIN,IND,NEG,PRS,PL,2
bäzmõr;bäzmõrõks;bäzmõrINS(õks);INS(õks);;N,SG,INS
jellõ;līb jellõn;INS(līb )jellõINS(n);INS(līb ),INS(n);;V,ACT,FIN,IND,POS,FUT,PRF,SG,1
mǟdlõ;algõ mǟdlõg;INS(algõ )mǟdlõINS(g);INS(algõ ),INS(g);;V,ACT,FIN,LGSPEC1,NEG,PRS,SG,3
pānda;pandsõ;pDEL(ānd)aINS(n)INS(d)INS(s)INS(õ);INS(n),INS(d),INS(s),INS(õ);DEL(ānd);V,LGSPEC2
pōŗ;pōŗõ;pōŗINS(õ);INS(õ);;N,SG,IN+ALL
mȭka;mȭkas;mȭkaINS(s);INS(s);;N,SG,IN+ESS
vȱlda;äb lī vȯnd;DEL(vȱ)INS(äb )lINS(ī)INS( )INS(v)INS(ȯ)INS(n)dDEL(a);INS(äb ),INS(ī),INS( ),INS(v),INS(ȯ),INS(n);DEL(vȱ),DEL(a);V,ACT,FIN,IND,NEG,FUT,PRF,SG,1
bäzmõr;bäzmõris;bäzmõrINS(is);INS(is);;N,PL,IN+ESS
nēļakimdõz;nēļakimdõndis;nēļakimdõDEL(z)INS(ndis);INS(ndis);DEL(z);ADJ,PL,IN+ESS
april;aprilist;aprilINS(ist);INS(ist);;N,PL,IN+ABL
jellõ;iz jel;INS(iz )jelDEL(lõ);INS(iz );DEL(lõ);V,ACT,FIN,IND,NEG,PST,SG,1
april;aprilõ;aprilINS(õ);INS(õ);;N,SG,IN+ALL
nimsõnā;nimsõnās;nimsõnāINS(s);INS(s);;N,SG,IN+ESS
tīepǟva;tīepäuvõ;tīepDEL(ǟva)INS(äuvõ);INS(äuvõ);DEL(ǟva);N,SG,PRT
detsembõr;detsembõriž;detsembõrINS(iž);INS(iž);;N,PL,IN+ALL
kūdtuoistõnz;kūdtuoistõndõdõks;kūdtuoistõnDEL(z)INS(dõdõks);INS(dõdõks);DEL(z);ADJ,PL,INS
atrāita;atrāitis;atrāitDEL(a)INS(is);INS(is);DEL(a);N,PL,IN+ESS
ikšlug;ikšlugstõ;ikšlugINS(stõ);INS(stõ);;N,SG,IN+ABL
īdõkssadāz;īdõkssadāndõ;īdõkssadāDEL(z)INS(n)INS(dõ);INS(n),INS(dõ);DEL(z);ADJ,SG,IN+ALL
vȯlmsõnā;vȯlmsõņḑi;vȯlmsõDEL(nā)INS(ņ)INS(ḑ)INS(i);INS(ņ),INS(ḑ),INS(i);DEL(nā);N,PL,PRT
pärsōn;pärsōnist;pärsōnINS(ist);INS(ist);;N,PL,IN+ABL
lugsõnā;lugsõnān;lugsõnāINS(n);INS(n);;N,SG,DAT
analōg;analōg;analōg;;;N,SG,NOM
kanā;kanā;kanā;;;N,SG,GEN
kūora;kūorad;kūoraINS(d);INS(d);;N,PL,NOM
vȱlda;vȯļļi;vDEL(ȱlda)INS(ȯ)INS(ļ)INS(ļ)INS(i);INS(ȯ),INS(ļ),INS(ļ),INS(i);DEL(ȱlda);V,ACT,FIN,QUOT,POS,PRS,SG,3
sēmḑa;sēmḑa;sēmḑa;;;N,SG,GEN
ab;abbõn;abINS(b)INS(õ)INS(n);INS(b),INS(õ),INS(n);;N,SG,DAT
kūdõz;kūdõnd;kūdõDEL(z)INS(nd);INS(nd);DEL(z);ADJ,SG,GEN
kinō;kinīdi;kinDEL(ō)INS(īdi);INS(īdi);DEL(ō);N,PL,PRT
mǟdlõ;mǟdlizmõ;mǟdlINS(i)INS(z)INS(m)õ;INS(i),INS(z),INS(m);;V,ACT,FIN,IND,POS,PST,PL,1
neitški;neitški;neitški;;;N,SG,NOM
līdõ;līji;līDEL(dõ)INS(j)INS(i);INS(j),INS(i);DEL(dõ);V,ACT,FIN,QUOT,POS,PRS,SG,3
suoŗm;suormõ;suoDEL(ŗ)INS(r)mINS(õ);INS(r),INS(õ);DEL(ŗ);N,SG,IN+ALL
jemā;jemādõks;jemāINS(dõks);INS(dõks);;N,PL,INS
kūdkimdõz;kūdkimdõndõd;kūdkimdõDEL(z)INS(ndõd);INS(ndõd);DEL(z);ADJ,PL,NOM
