Source;Target;Combined;Inserts;Deletes;Grammar
vartoti;vartodavote;vartINS(odav)otDEL(i)INS(e);INS(odav),INS(e);DEL(i);V,2,PL,PST,FREQ,IND
akivaizdus;akivaizdžių;akivaizdDEL(us)INS(ž)INS(i)INS(ų);INS(ž),INS(i),INS(ų);DEL(us);ADJ,GEN,PL,FEM,POS
Kuperio liauka;Kuperio liaukos;Kuperio liaukDEL(a)INS(os);INS(os);DEL(a);N,GEN,SG
faktas;faktù;faktDEL(as)INS(ù);INS(ù);DEL(as);N,INST,SG
šviesmetis;šviẽsmetyje;šviDEL(e)INS(ẽ)smetDEL(is)INS(yje);INS(ẽ),INS(yje);DEL(e),DEL(is);N,LOC,SG
žmogiškas;žmogiškesnį;žmogiškDEL(a)INS(e)sINS(nį);INS(e),INS(nį);DEL(a);ADJ,ACC,SG,MASC,CMPR
pigus;pigèsnis;pigDEL(u)INS(è)INS(s)INS(n)INS(i)s;INS(è),INS(s),INS(n),INS(i);DEL(u);ADJ,NOM,SG,MASC,CMPR
geisti;geisimas;geisDEL(t)iINS(mas);INS(mas);DEL(t);V,V.PTCP,FUT,PASS
deivė;deivė̃;deivėINS(̃);INS(̃);;N,NOM,SG
girgždėti;girgždėsi;girgždėDEL(t)INS(s)i;INS(s);DEL(t);V,2,SG,FUT,IND
laižyti;laižo;laižDEL(yti)INS(o);INS(o);DEL(yti);V,3,PL,PRS,IND
išvalgyti;išvalgote;išvalgDEL(yti)INS(o)INS(t)INS(e);INS(o),INS(t),INS(e);DEL(yti);V,2,PL,PRS,IND
mietas;miẽtai;miDEL(e)INS(ẽ)taDEL(s)INS(i);INS(ẽ),INS(i);DEL(e),DEL(s);N,VOC,PL
bokalas;bokãle;bokDEL(a)DEL(l)DEL(a)DEL(s)INS(ã)INS(l)INS(e);INS(ã),INS(l),INS(e);DEL(a),DEL(l),DEL(a),DEL(s);N,VOC,SG
armėnė;armėnes;armėnDEL(ė)INS(es);INS(es);DEL(ė);N,ACC,PL
gižti;giždavome;gižDEL(ti)INS(davome);INS(davome);DEL(ti);V,1,PL,PST,FREQ,IND
šiltas;šilčiausiose;šilDEL(t)INS(či)aINS(usio)sINS(e);INS(či),INS(usio),INS(e);DEL(t);ADJ,LOC,PL,FEM,SPRL
analinis;analiniam;analiniDEL(s)INS(am);INS(am);DEL(s);ADJ,DAT,SG,MASC,POS
drausti;drausi;drausDEL(t)i;;DEL(t);V,2,SG,FUT,IND
išžiūrėti;išžiūrės;išžiūrėDEL(ti)INS(s);INS(s);DEL(ti);V,3,PL,FUT,IND
kurti;kursiant;kurINS(sian)tDEL(i);INS(sian);DEL(i);V,V.PTCP,ADV,FUT,ACT
labas;labiausiose;labINS(i)aINS(usio)sINS(e);INS(i),INS(usio),INS(e);;ADJ,LOC,PL,FEM,SPRL
pardavėjas;pardavė́jams;pardavėINS(́)jaINS(m)s;INS(́),INS(m);;N,DAT,PL
palaukti;palaukęs;palaukDEL(ti)INS(ęs);INS(ęs);DEL(ti);V,V.PTCP,PST,ACT
apvalgyti;teapvalgo;INS(te)apvalgDEL(yti)INS(o);INS(te),INS(o);DEL(yti);V,3,PL,IMP
dobti;dobte;dobtDEL(i)INS(e);INS(e);DEL(i);V,V.PTCP,LGSPEC3
gražumas;gražùmams;gražDEL(u)INS(ù)maINS(m)s;INS(ù),INS(m);DEL(u);N,DAT,PL
eiti;eini;eiDEL(t)INS(n)i;INS(n);DEL(t);V,2,SG,PRS,IND
neramus;neramesnius;neramINS(esni)us;INS(esni);;ADJ,ACC,PL,MASC,CMPR
prezervatyvas;prezervatyvo;prezervatyvDEL(as)INS(o);INS(o);DEL(as);N,GEN,SG
prancūziškas;prancūziško;prancūziškDEL(as)INS(o);INS(o);DEL(as);ADJ,GEN,SG,MASC,POS
fundamentalioji jėga;fundamentaliosios jėgos;fundamentalioDEL(j)INS(s)iINS(os) jėgDEL(a)INS(os);INS(s),INS(os),INS(os);DEL(j),DEL(a);N,VOC,PL
drausti;drausdavote;drausINS(davo)tDEL(i)INS(e);INS(davo),INS(e);DEL(i);V,2,PL,PST,FREQ,IND
santrumpa;sántrumpose;sDEL(a)INS(á)ntrumpDEL(a)INS(ose);INS(á),INS(ose);DEL(a),DEL(a);N,LOC,PL
nebeprisikiškiakopūsteliauti;nebeprisikiškiakopūsteliauju;nebeprisikiškiakopūsteliaINS(u)INS(j)uDEL(ti);INS(u),INS(j);DEL(ti);V,1,SG,PRS,IND
žaizda;žaizdomìs;žaizdDEL(a)INS(o)INS(m)INS(ì)INS(s);INS(o),INS(m),INS(ì),INS(s);DEL(a);N,INST,PL
žmoniškas;žmoniškesnių;žmoniškDEL(a)INS(e)sINS(nių);INS(e),INS(nių);DEL(a);ADJ,GEN,PL,MASC,CMPR
įvairus;įvairaus;įvairINS(a)us;INS(a);;ADJ,GEN,SG,MASC,POS
dūmas;dūmai;dūmaDEL(s)INS(i);INS(i);DEL(s);N,VOC,PL
gilus;gilesnių;gilDEL(u)INS(e)sINS(nių);INS(e),INS(nių);DEL(u);ADJ,GEN,PL,MASC,CMPR
pradaryti;pradarytų;pradarytDEL(i)INS(ų);INS(ų);DEL(i);V,3,SG,SBJV
vaizdingas;vaizdingiausias;vaizdingINS(iausi)as;INS(iausi);;ADJ,ACC,PL,FEM,SPRL
vaisius;vaisiùs;vaisiDEL(u)INS(ù)s;INS(ù);DEL(u);N,ACC,PL
drebėti;drebėsite;drebėINS(si)tDEL(i)INS(e);INS(si),INS(e);DEL(i);V,2,PL,FUT,IND
pornografiškas;pornografiškos;pornografiškDEL(a)INS(o)s;INS(o);DEL(a);ADJ,GEN,SG,FEM,POS
lydėti;lydi;lydDEL(ėt)i;;DEL(ėt);V,2,SG,PRS,IND
bendruomenė;bendruomenė;bendruomenė;;;N,NOM,SG
demokratija;demokrãtijas;demokrDEL(a)INS(ã)tijaINS(s);INS(ã),INS(s);DEL(a);N,ACC,PL
pieniškas;pieniškiausioms;pieniškINS(i)aINS(usiom)s;INS(i),INS(usiom);;ADJ,DAT,PL,FEM,SPRL
vaizdingas;vaizdingam;vaizdingaDEL(s)INS(m);INS(m);DEL(s);ADJ,DAT,SG,MASC,POS
kalnodara;kalnódaromis;kalnDEL(o)INS(ó)darDEL(a)INS(omis);INS(ó),INS(omis);DEL(o),DEL(a);N,INST,PL
palaukti;palaukiame;palaukDEL(t)iINS(ame);INS(ame);DEL(t);V,1,PL,PRS,IND
kapšelis;kapšẽliui;kapšDEL(e)INS(ẽ)lINS(iu)iDEL(s);INS(ẽ),INS(iu);DEL(e),DEL(s);N,DAT,SG
kalbėti;kalbėsiąs;kalbėDEL(t)INS(s)iINS(ąs);INS(s),INS(ąs);DEL(t);V,V.PTCP,FUT,ACT
sugluminti;sugluminome;sugluminDEL(ti)INS(ome);INS(ome);DEL(ti);V,1,PL,PST,IND
diegti;diegė;diegDEL(ti)INS(ė);INS(ė);DEL(ti);V,3,PL,PST,IND
yla;ýlos;DEL(y)DEL(l)DEL(a)INS(ý)INS(l)INS(o)INS(s);INS(ý),INS(l),INS(o),INS(s);DEL(y),DEL(l),DEL(a);N,NOM,PL
nukeliauti;nukeliauju;nukeliaINS(u)INS(j)uDEL(ti);INS(u),INS(j);DEL(ti);V,1,SG,PRS,IND
keistas;keistesnes;keistDEL(a)INS(esne)s;INS(esne);DEL(a);ADJ,ACC,PL,FEM,CMPR
išparduoti;išparduodavome;išparduoDEL(ti)INS(davome);INS(davome);DEL(ti);V,1,PL,PST,FREQ,IND
gulti;gul̃davus;gulDEL(ti)INS(̃)INS(d)INS(a)INS(v)INS(u)INS(s);INS(̃),INS(d),INS(a),INS(v),INS(u),INS(s);DEL(ti);V,V.PTCP,ADV,PST,FREQ,ACT
orchidėja;orchidėja;orchidėja;;;N,INST,SG
dirbti;dirbi;dirbDEL(t)i;;DEL(t);V,2,SG,PRS,IND
taisyklingas;taisyklingas;taisyklingas;;;ADJ,VOC,SG,MASC,POS
apgauti;apgausimas;apgauDEL(t)INS(s)iINS(mas);INS(s),INS(mas);DEL(t);V,V.PTCP,FUT,PASS
atiduoti;atiduokite;atiduoINS(ki)tDEL(i)INS(e);INS(ki),INS(e);DEL(i);V,2,PL,IMP
atsibosti;atsibodo;atsibINS(o)INS(d)oDEL(sti);INS(o),INS(d);DEL(sti);V,3,PL,PST,IND
rėkti;rėkeĩ;rėkDEL(ti)INS(e)INS(ĩ);INS(e),INS(ĩ);DEL(ti);V,2,SG,PST,IND
galėti;galėjai;galėDEL(t)INS(ja)i;INS(ja);DEL(t);V,2,SG,PST,IND
pydaras;pydarų;pydarDEL(as)INS(ų);INS(ų);DEL(as);N,GEN,PL
daryti;darant;darDEL(y)INS(an)tDEL(i);INS(an);DEL(y),DEL(i);V,V.PTCP,ADV,PRS,ACT
slovėniškas;slovėniškų;slovėniškDEL(as)INS(ų);INS(ų);DEL(as);ADJ,GEN,PL,MASC,POS
vilna;vìlnų;vDEL(i)INS(ì)lnDEL(a)INS(ų);INS(ì),INS(ų);DEL(i),DEL(a);N,GEN,PL
myluoti;myluokime;myluoDEL(t)INS(k)iINS(me);INS(k),INS(me);DEL(t);V,1,PL,IMP
gižti;giždavus;gižDEL(ti)INS(davus);INS(davus);DEL(ti);V,V.PTCP,ADV,PST,FREQ,ACT
kukurūzas;kukurū̃zais;kukurūINS(̃)zaINS(i)s;INS(̃),INS(i);;N,INST,PL
čiulpti;čiulpiamas;čiulpDEL(t)iINS(amas);INS(amas);DEL(t);V,V.PTCP,PRS,PASS
avis;ãvys;DEL(a)DEL(v)DEL(i)INS(ã)INS(v)INS(y)s;INS(ã),INS(v),INS(y);DEL(a),DEL(v),DEL(i);N,VOC,PL
alkanas;alkanai;alkanaDEL(s)INS(i);INS(i);DEL(s);N,NOM,PL
vaizdas;vaĩzdą;vaDEL(i)INS(ĩ)zdDEL(as)INS(ą);INS(ĩ),INS(ą);DEL(i),DEL(as);N,ACC,SG
bendras;bendresnėms;bendrDEL(a)INS(esnėm)s;INS(esnėm);DEL(a);ADJ,DAT,PL,FEM,CMPR
smulkmeniškas;smulkmeniškiausiame;smulkmeniškINS(i)aINS(u)sINS(iame);INS(i),INS(u),INS(iame);;ADJ,LOC,SG,MASC,SPRL
kristadelfas;kristadelfas;kristadelfas;;;N,NOM,SG
sukti;sùkite;sDEL(u)INS(ù)kDEL(t)iINS(te);INS(ù),INS(te);DEL(u),DEL(t);V,2,PL,IMP
turėti;turint;turDEL(ėt)iINS(n)INS(t);INS(n),INS(t);DEL(ėt);V,V.PTCP,ADV,PRS,ACT
smulkmeniškas;smulkmeniškuose;smulkmeniškDEL(a)INS(uo)sINS(e);INS(uo),INS(e);DEL(a);ADJ,LOC,PL,MASC,POS
įspūdingas;įspūdingiausiose;įspūdingINS(i)aINS(usio)sINS(e);INS(i),INS(usio),INS(e);;ADJ,LOC,PL,FEM,SPRL
erotiškas;erotiškesnė;erotiškDEL(a)INS(e)sINS(nė);INS(e),INS(nė);DEL(a);ADJ,NOM,SG,FEM,CMPR
plaukas;plaukaĩs;plaukaINS(ĩ)s;INS(ĩ);;N,INST,PL
užmigti;užmigome;užmigDEL(ti)INS(ome);INS(ome);DEL(ti);V,1,PL,PST,IND
prakaituotas;prakaituotose;prakaituotDEL(a)INS(o)sINS(e);INS(o),INS(e);DEL(a);ADJ,LOC,PL,FEM,POS
vilkas;vil̃kui;vilINS(̃)kDEL(as)INS(ui);INS(̃),INS(ui);DEL(as);N,DAT,SG
izoterminis;izoterminiams;izoterminiINS(am)s;INS(am);;ADJ,DAT,PL,MASC,POS
aliejus;aliẽjau;aliDEL(e)INS(ẽ)jINS(a)uDEL(s);INS(ẽ),INS(a);DEL(e),DEL(s);N,VOC,SG
myluoti;myluodavęs;myluoDEL(ti)INS(davęs);INS(davęs);DEL(ti);V,V.PTCP,PST,FREQ,ACT
džiaugsmingas;džiaugsmingiausių;džiaugsmingINS(i)aINS(u)sINS(ių);INS(i),INS(u),INS(ių);;ADJ,GEN,PL,MASC,SPRL
mįslingas;mįslingiausioje;mįslingINS(i)aINS(u)sINS(ioje);INS(i),INS(u),INS(ioje);;ADJ,LOC,SG,FEM,SPRL
čigonas;čigõne;čigDEL(o)DEL(n)DEL(a)DEL(s)INS(õ)INS(n)INS(e);INS(õ),INS(n),INS(e);DEL(o),DEL(n),DEL(a),DEL(s);N,VOC,SG
aitvaras;aitvarais;aitvaraINS(i)s;INS(i);;N,INST,PL
švarus;švariamè;švarDEL(us)INS(i)INS(a)INS(m)INS(è);INS(i),INS(a),INS(m),INS(è);DEL(us);ADJ,LOC,SG,MASC,POS
dažyti;dažydamas;dažyDEL(ti)INS(damas);INS(damas);DEL(ti);V,V.PTCP,ADV,LGSPEC2,ACT
avėti;avė́k;avėDEL(ti)INS(́)INS(k);INS(́),INS(k);DEL(ti);V,2,SG,IMP
bedieviškas;bedieviškos;bedieviškDEL(a)INS(o)s;INS(o);DEL(a);ADJ,NOM,PL,FEM,POS
vyriškas;vyriškiausi;vyriškINS(i)aINS(u)sINS(i);INS(i),INS(u),INS(i);;ADJ,NOM,PL,MASC,SPRL
bendruomenė;bendruomenės;bendruomenėINS(s);INS(s);;N,VOC,PL
metai;metus;metDEL(a)DEL(i)INS(us);INS(us);DEL(a),DEL(i);N,ACC,SG
bristi;brisiąs;brisDEL(t)iINS(ąs);INS(ąs);DEL(t);V,V.PTCP,FUT,ACT
herbas;herbus;herbDEL(a)INS(u)s;INS(u);DEL(a);N,ACC,PL
rašyti;rašęs;rašDEL(yti)INS(ęs);INS(ęs);DEL(yti);V,V.PTCP,PST,ACT
batutas;batùtų;batDEL(u)DEL(t)DEL(a)DEL(s)INS(ù)INS(t)INS(ų);INS(ù),INS(t),INS(ų);DEL(u),DEL(t),DEL(a),DEL(s);N,GEN,PL
bijūnas;bijū̃nai;bijūINS(̃)naDEL(s)INS(i);INS(̃),INS(i);DEL(s);N,NOM,PL
uraganas;uraganè;uraganDEL(as)INS(è);INS(è);DEL(as);N,LOC,SG
vienetas;vienetai;vienetaDEL(s)INS(i);INS(i);DEL(s);N,VOC,PL
masturbuoti;masturbuokite;masturbuoINS(ki)tDEL(i)INS(e);INS(ki),INS(e);DEL(i);V,2,PL,IMP
įvalgyti;įvalgys;įvalgyDEL(ti)INS(s);INS(s);DEL(ti);V,3,SG,FUT,IND
girdėti;girdėkime;girdėDEL(t)INS(k)iINS(me);INS(k),INS(me);DEL(t);V,1,PL,IMP
pornografinis;pornografinėmis;pornografinINS(ėm)is;INS(ėm);;ADJ,INST,PL,FEM,POS
jurginas;jurgìnai;jurgINS(ì)INS(n)INS(a)iDEL(n)DEL(as);INS(ì),INS(n),INS(a);DEL(n),DEL(as);N,NOM,PL
diegti;diekime;dieDEL(g)DEL(t)INS(k)iINS(me);INS(k),INS(me);DEL(g),DEL(t);V,1,PL,IMP
kiemelis;kiemẽlį;kiemDEL(e)DEL(l)DEL(i)DEL(s)INS(ẽ)INS(l)INS(į);INS(ẽ),INS(l),INS(į);DEL(e),DEL(l),DEL(i),DEL(s);N,ACC,SG
valgytoja;válgytojas;vDEL(a)INS(á)lgytojaINS(s);INS(á),INS(s);DEL(a);N,ACC,PL
patrauklus;patraukliausių;patrauklINS(ia)usINS(ių);INS(ia),INS(ių);;ADJ,GEN,PL,FEM,SPRL
pusseserė;pùsseserės;pDEL(u)INS(ù)sseserėINS(s);INS(ù),INS(s);DEL(u);N,GEN,SG
liūnas;liū́ne;liūINS(́)nDEL(as)INS(e);INS(́),INS(e);DEL(as);N,LOC,SG
dovana;dovanosè;dovanDEL(a)INS(osè);INS(osè);DEL(a);N,LOC,PL
karas;karas;karas;;;N,NOM,SG
palaukti;palauks;palaukDEL(ti)INS(s);INS(s);DEL(ti);V,3,PL,FUT,IND
tvarkingas;tvarkingomis;tvarkingDEL(a)INS(omi)s;INS(omi);DEL(a);ADJ,INST,PL,FEM,POS
gabalas;gabalaĩ;gabalaDEL(s)INS(ĩ);INS(ĩ);DEL(s);N,NOM,PL
sukti;sùkčiau;sINS(ù)INS(k)INS(č)INS(i)INS(a)uDEL(k)DEL(t)DEL(i);INS(ù),INS(k),INS(č),INS(i),INS(a);DEL(k),DEL(t),DEL(i);V,1,SG,SBJV
likviduoti;likviduokime;likviduoDEL(t)INS(k)iINS(me);INS(k),INS(me);DEL(t);V,1,PL,IMP
padorus;padoriausius;padorINS(iausi)us;INS(iausi);;ADJ,ACC,PL,MASC,SPRL
suprasti;suprastumėte;suprastDEL(i)INS(umėte);INS(umėte);DEL(i);V,2,PL,SBJV
gražus;gražių;gražDEL(us)INS(ių);INS(ių);DEL(us);ADJ,GEN,PL,FEM,POS
tortas;tortu;tortDEL(as)INS(u);INS(u);DEL(as);N,INST,SG
meniškas;meniškesniuose;meniškDEL(a)INS(esniuo)sINS(e);INS(esniuo),INS(e);DEL(a);ADJ,LOC,PL,MASC,CMPR
transliteruoti;transliteruodavai;transliteruoDEL(t)INS(dava)i;INS(dava);DEL(t);V,2,SG,PST,FREQ,IND
dovana;dóvanai;dDEL(o)INS(ó)vanaINS(i);INS(ó),INS(i);DEL(o);N,DAT,SG
užparduoti;užparduodavo;užparduINS(odav)oDEL(ti);INS(odav);DEL(ti);V,3,SG,PST,FREQ,IND
mastas;mastas;mastas;;;N,NOM,SG
lavonas;lavónuose;lavINS(ó)INS(n)INS(u)oDEL(n)DEL(a)sINS(e);INS(ó),INS(n),INS(u),INS(e);DEL(n),DEL(a);N,LOC,PL
teikti;teiktinas;teiktiINS(nas);INS(nas);;V,V.PTCP,LGSPEC1,PASS
ištarti;ištartumėme;ištartDEL(i)INS(umėme);INS(umėme);DEL(i);V,1,PL,SBJV
bevaikis;bevaikiam;bevaikiDEL(s)INS(am);INS(am);DEL(s);ADJ,DAT,SG,MASC,POS
azerbaidžanietiškas;azerbaidžanietiškai;azerbaidžanietiškaDEL(s)INS(i);INS(i);DEL(s);ADJ,DAT,SG,FEM,POS
maltietiškas;maltietiškais;maltietiškaINS(i)s;INS(i);;ADJ,INST,PL,MASC,POS
iškeliauti;iškeliaująs;iškeliauDEL(ti)INS(jąs);INS(jąs);DEL(ti);V,V.PTCP,PRS,ACT
pavirsti;pavirtaĩ;pavirDEL(s)tDEL(i)INS(a)INS(ĩ);INS(a),INS(ĩ);DEL(s),DEL(i);V,2,SG,PST,IND
ispanė;ispanėms;ispanėINS(ms);INS(ms);;N,DAT,PL
erotiškas;erotiškas;erotiškas;;;ADJ,NOM,SG,MASC,POS
gilus;gilesnėmis;gilDEL(u)INS(esnėmi)s;INS(esnėmi);DEL(u);ADJ,INST,PL,FEM,CMPR
prancūziškas;prancūzišku;prancūziškDEL(as)INS(u);INS(u);DEL(as);ADJ,INST,SG,MASC,POS
žirnis;žìrnyje;žDEL(i)INS(ì)rnDEL(is)INS(yje);INS(ì),INS(yje);DEL(i),DEL(is);N,LOC,SG
skersti;skersi;skersDEL(t)i;;DEL(t);V,2,SG,FUT,IND
išvalyti;išvalęs;išvalDEL(yti)INS(ęs);INS(ęs);DEL(yti);V,V.PTCP,PST,ACT
žemyn kvarkas;žemyn kvarke;žemyn kvarkDEL(as)INS(e);INS(e);DEL(as);N,LOC,SG
nukeliauti;nukeliaukime;nukeliauDEL(t)INS(k)iINS(me);INS(k),INS(me);DEL(t);V,1,PL,IMP
gražinti;gražinsiu;gražinDEL(t)INS(s)iINS(u);INS(s),INS(u);DEL(t);V,1,SG,FUT,IND
