Source;Target;Combined;Inserts;Deletes;Grammar
hibix;hibīx;hibDEL(i)INS(ī)x;INS(ī);DEL(i);N,VOC,SG
diabeticorus;diabeticorō;diabeticorDEL(us)INS(ō);INS(ō);DEL(us);ADJ,DAT,FEM,SG
defigo;dēfīxerīmus;dINS(ē)INS(f)INS(ī)INS(x)eDEL(f)DEL(i)DEL(g)DEL(o)INS(r)INS(ī)INS(m)INS(u)INS(s);INS(ē),INS(f),INS(ī),INS(x),INS(r),INS(ī),INS(m),INS(u),INS(s);DEL(f),DEL(i),DEL(g),DEL(o);V,SBJV,PST,1,PL,PFV
duratio;dūrātiōnis;dDEL(ura)INS(ūrā)tiDEL(o)INS(ōnis);INS(ūrā),INS(ōnis);DEL(ura),DEL(o);N,GEN,SG
coangusto;coangustārēminī;coangustDEL(o)INS(ārēminī);INS(ārēminī);DEL(o);V,SBJV,PASS,PST,2,PL,IPFV
polulus;pōlulōrum;pDEL(o)INS(ō)lulINS(ōr)uDEL(s)INS(m);INS(ō),INS(ōr),INS(m);DEL(o),DEL(s);ADJ,GEN,MASC,PL
imperitia;imperītiās;imperDEL(i)INS(ī)tiDEL(a)INS(ās);INS(ī),INS(ās);DEL(i),DEL(a);N,ACC,PL
adspicio;adspiciēbāris;adspiciDEL(o)INS(ēbāris);INS(ēbāris);DEL(o);V,IND,PASS,PST,2,SG,IPFV
anisoplia;anisopliae;anisopliaINS(e);INS(e);;N,NOM,PL
inpero;inperēmus;inperDEL(o)INS(ēmus);INS(ēmus);DEL(o);V,SBJV,PRS,1,PL
arithmeticus;arithmētica;arithmDEL(e)INS(ē)ticDEL(us)INS(a);INS(ē),INS(a);DEL(e),DEL(us);ADJ,ACC,NEUT,PL
deversorium;dēversōriīs;dDEL(e)INS(ē)versDEL(o)INS(ō)riDEL(um)INS(īs);INS(ē),INS(ō),INS(īs);DEL(e),DEL(o),DEL(um);N,DAT,PL
detondeo;dētondērētis;dDEL(e)INS(ē)tondDEL(eo)INS(ē)INS(r)INS(ē)INS(t)INS(i)INS(s);INS(ē),INS(ē),INS(r),INS(ē),INS(t),INS(i),INS(s);DEL(e),DEL(eo);V,SBJV,PST,2,PL,IPFV
praeverto;praeverteret;praeverINS(t)INS(e)INS(r)INS(e)tDEL(o);INS(t),INS(e),INS(r),INS(e);DEL(o);V,SBJV,PST,3,SG,IPFV
callidior;callidiōra;callidiDEL(o)INS(ō)rINS(a);INS(ō),INS(a);DEL(o);ADJ,NOM,NEUT,PL
magnanimus;magnanimī;magnanimDEL(us)INS(ī);INS(ī);DEL(us);ADJ,VOC,MASC,PL
supersemino;supersēmināvistis;supersDEL(e)INS(ē)minDEL(o)INS(āvistis);INS(ē),INS(āvistis);DEL(e),DEL(o);V,IND,PST,2,PL,PFV
anaglyphus;anaglyphārum;anaglyphINS(ār)uDEL(s)INS(m);INS(ār),INS(m);DEL(s);ADJ,GEN,FEM,PL
incedo;incessit;inceDEL(do)INS(s)INS(s)INS(i)INS(t);INS(s),INS(s),INS(i),INS(t);DEL(do);V,IND,PST,3,SG,PFV
addenso;addēnser;addDEL(e)INS(ē)nsDEL(o)INS(er);INS(ē),INS(er);DEL(e),DEL(o);V,SBJV,PASS,PRS,1,SG
impunis;impūnēs;impDEL(u)DEL(n)DEL(i)INS(ū)INS(n)INS(ē)s;INS(ū),INS(n),INS(ē);DEL(u),DEL(n),DEL(i);ADJ,NOM,MASC/FEM,PL
imitatio;imitātiōnēs;imitDEL(a)INS(ā)tiDEL(o)INS(ōnēs);INS(ā),INS(ōnēs);DEL(a),DEL(o);N,VOC,PL
iumentum;iūmentum;iDEL(u)INS(ū)mentum;INS(ū);DEL(u);N,NOM,SG
exsurgo;exsurrexerint;exsurDEL(go)INS(r)INS(e)INS(x)INS(e)INS(r)INS(i)INS(n)INS(t);INS(r),INS(e),INS(x),INS(e),INS(r),INS(i),INS(n),INS(t);DEL(go);V,IND,FUT,3,PL,PRF
ancillula;ancillulārum;ancillulDEL(a)INS(ārum);INS(ārum);DEL(a);N,GEN,PL
aragonensis;aragonēnsī;aragonDEL(e)INS(ē)nDEL(si)sINS(ī);INS(ē),INS(ī);DEL(e),DEL(si);ADJ,ABL,MASC/FEM,SG
cenito;cēnitābitur;cDEL(e)INS(ē)nitDEL(o)INS(ābitur);INS(ē),INS(ābitur);DEL(e),DEL(o);V,IND,PASS,FUT,3,SG
facinus;facinoribus;facinINS(o)INS(r)INS(i)INS(b)us;INS(o),INS(r),INS(i),INS(b);;N,ABL,PL
sugillo;sūgillāverat;sDEL(u)INS(ū)gillDEL(o)INS(āverat);INS(ū),INS(āverat);DEL(u),DEL(o);V,IND,PST,3,SG,PRF
regero;regesseritis;regINS(e)INS(s)INS(s)erDEL(o)INS(itis);INS(e),INS(s),INS(s),INS(itis);DEL(o);V,IND,FUT,2,PL,PRF
decisio;dēcīsiōnis;dDEL(e)INS(ē)cINS(ī)INS(s)INS(i)INS(ō)INS(n)isDEL(io);INS(ē),INS(ī),INS(s),INS(i),INS(ō),INS(n);DEL(e),DEL(io);N,GEN,SG
pertristis;pertrīstēs;pertrDEL(i)INS(ī)stDEL(i)INS(ē)s;INS(ī),INS(ē);DEL(i),DEL(i);ADJ,NOM,MASC/FEM,PL
denego;dēnegēs;dDEL(e)INS(ē)negDEL(o)INS(ēs);INS(ē),INS(ēs);DEL(e),DEL(o);V,SBJV,PRS,2,SG
canorus;canōra;canDEL(orus)INS(ō)INS(r)INS(a);INS(ō),INS(r),INS(a);DEL(orus);ADJ,VOC,FEM,SG
venefica;venēficam;venDEL(e)INS(ē)ficaINS(m);INS(ē),INS(m);DEL(e);N,ACC,SG
obscurior;obscūriōrēs;obscDEL(u)INS(ū)riDEL(o)INS(ō)rINS(ēs);INS(ū),INS(ō),INS(ēs);DEL(u),DEL(o);ADJ,NOM,MASC/FEM,PL
propitio;propitiāverīs;propitiDEL(o)INS(āverīs);INS(āverīs);DEL(o);V,SBJV,PST,2,SG,PFV
undulo;undulābam;undulDEL(o)INS(ābam);INS(ābam);DEL(o);V,IND,PST,1,SG,IPFV
interior;interiōribus;interiDEL(o)INS(ō)rINS(ibus);INS(ō),INS(ibus);DEL(o);ADJ,ABL,NEUT,SG
abligurrio;abligūrrītor;abligDEL(u)INS(ū)rrDEL(i)INS(ī)INS(t)oINS(r);INS(ū),INS(ī),INS(t),INS(r);DEL(u),DEL(i);V,IMP,PASS,FUT,3,SG
prolecto;prōlectēminī;prDEL(o)INS(ō)lectDEL(o)INS(ēminī);INS(ō),INS(ēminī);DEL(o),DEL(o);V,SBJV,PASS,PRS,2,PL
penultimus;pēnultimī;pDEL(e)INS(ē)nultimDEL(us)INS(ī);INS(ē),INS(ī);DEL(e),DEL(us);ADJ,GEN,NEUT,SG
iubilo;iūbilābimus;iDEL(u)INS(ū)bilDEL(o)INS(ābimus);INS(ū),INS(ābimus);DEL(u),DEL(o);V,IND,FUT,1,PL
comosus;comōsa;comDEL(osu)INS(ō)sINS(a);INS(ō),INS(a);DEL(osu);ADJ,NOM,NEUT,PL
humecto;humectātur;humectDEL(o)INS(ātur);INS(ātur);DEL(o);V,IND,PASS,PRS,3,SG
hypogaeus;hypogaea;hypogaeDEL(us)INS(a);INS(a);DEL(us);ADJ,NOM,NEUT,PL
revinco;revincimur;revincDEL(o)INS(imur);INS(imur);DEL(o);V,IND,PASS,PRS,1,PL
operosior;operōsiōra;operDEL(o)INS(ō)siDEL(o)INS(ō)rINS(a);INS(ō),INS(ō),INS(a);DEL(o),DEL(o);ADJ,ACC,NEUT,PL
paganicus;pāgānicī;pDEL(a)DEL(g)DEL(a)INS(ā)INS(g)INS(ā)nicDEL(us)INS(ī);INS(ā),INS(g),INS(ā),INS(ī);DEL(a),DEL(g),DEL(a),DEL(us);ADJ,GEN,NEUT,SG
addecimo;addecimēminī;addecimDEL(o)INS(ēminī);INS(ēminī);DEL(o);V,SBJV,PASS,PRS,2,PL
integellus;integellum;integelluDEL(s)INS(m);INS(m);DEL(s);ADJ,VOC,NEUT,SG
exsuflo;exsuflāvissēmus;exsuflDEL(o)INS(āvissēmus);INS(āvissēmus);DEL(o);V,SBJV,PST,1,PL,PRF
iaspachates;iaspachātīs;iaspachDEL(a)DEL(t)DEL(e)INS(ātī)s;INS(ātī);DEL(a),DEL(t),DEL(e);N,DAT,PL
excubo;excubāre;excubDEL(o)INS(āre);INS(āre);DEL(o);V,NFIN
austrinus;austrīnae;austrDEL(inus)INS(ī)INS(n)INS(a)INS(e);INS(ī),INS(n),INS(a),INS(e);DEL(inus);ADJ,GEN,FEM,SG
persibus;persibārum;persibINS(ār)uDEL(s)INS(m);INS(ār),INS(m);DEL(s);ADJ,GEN,FEM,PL
pudeo;pudērentur;pudINS(ēr)eDEL(o)INS(n)INS(t)INS(u)INS(r);INS(ēr),INS(n),INS(t),INS(u),INS(r);DEL(o);V,SBJV,PASS,PST,3,PL,IPFV
retardo;retardārēmur;retardDEL(o)INS(ārēmur);INS(ārēmur);DEL(o);V,SBJV,PASS,PST,1,PL,IPFV
