Source;Target;Combined;Inserts;Deletes;Grammar
megismertet;megismertetnem;megismertetINS(n)INS(e)INS(m);INS(n),INS(e),INS(m);;V,NFIN,1,SG
egykötetes;egykötetesekké;egykötetesINS(ekké);INS(ekké);;N,TRANS,PL
áruló;árulóban;árulóINS(ban);INS(ban);;N,IN+ESS,SG
drogfogyasztás;drogfogyasztásokra;drogfogyasztásINS(okra);INS(okra);;N,ON+ALL,PL
választójog;választójogokig;választójoINS(g)INS(o)INS(k)INS(i)g;INS(g),INS(o),INS(k),INS(i);;N,TERM,PL
trolibusz;trolibusztól;trolibuszINS(tól);INS(tól);;N,AT+ABL,SG
felbontás;felbontásoktól;felbontásINS(októl);INS(októl);;N,AT+ABL,PL
ordas;ordasokban;ordasINS(okban);INS(okban);;N,IN+ESS,PL
legrosszabb;legrosszabbaknál;legrosszabbINS(aknál);INS(aknál);;N,AT+ESS,PL
riasztó;riasztóvá;riasztóINS(vá);INS(vá);;N,TRANS,SG
bájosabb;bájosabbakból;bájosabbINS(akból);INS(akból);;N,IN+ABL,PL
zsibbad;zsibbadjam;zsibbadINS(j)INS(a)INS(m);INS(j),INS(a),INS(m);;V,SBJV,PRS,DEF,1,SG
buta;buták;butDEL(a)INS(ák);INS(ák);DEL(a);N,NOM,PL
rajzoló;rajzolóktól;rajzolóINS(któl);INS(któl);;N,AT+ABL,PL
szerencse;szerencsére;szerencsINS(ér)e;INS(ér);;N,ON+ALL,SG
egyházfő;egyházfők;egyházfőINS(k);INS(k);;N,NOM,PL
kirúg;kirúgtok;kirúgINS(tok);INS(tok);;V,IND,PRS,INDF,2,PL
földcsuszamlás;földcsuszamláson;földcsuszamlásINS(on);INS(on);;N,AT+ESS,SG
jegyző;jegyzőkig;jegyzőINS(kig);INS(kig);;N,TERM,PL
probléma;problémáról;problémDEL(a)INS(áról);INS(áról);DEL(a);N,AT+ABL,SG
vérfertőzés;vérfertőzésekért;vérfertőzésINS(ekért);INS(ekért);;N,PRP,PL
hivatal;hivatallal;hivatINS(a)INS(l)INS(l)al;INS(a),INS(l),INS(l);;N,PRP,SG
iroda;irodává;irodDEL(a)INS(ává);INS(ává);DEL(a);N,TRANS,SG
géz;géz;géz;;;N,NOM,SG
privatizál;privatizálnál;privatizINS(áln)ál;INS(áln);;V,COND,PRS,INDF,2,SG
hajtó;hajtóban;hajtóINS(ban);INS(ban);;N,IN+ESS,SG
vörösbor;vörösborokként;vörösborINS(okként);INS(okként);;N,FRML,PL
óralap;óralappal;óralapINS(p)INS(a)INS(l);INS(p),INS(a),INS(l);;N,INST,SG
felelet;feleleteknél;feleletINS(eknél);INS(eknél);;N,AT+ESS,PL
porszerű;porszerűeket;porszerűINS(eket);INS(eket);;N,ACC,PL
kurbli;kurblikká;kurbliINS(kká);INS(kká);;N,TRANS,PL
lenéz;lenéztétek;lenézINS(t)INS(é)INS(t)INS(e)INS(k);INS(t),INS(é),INS(t),INS(e),INS(k);;V,IND,PST,DEF,2,PL
honi;honira;honiINS(ra);INS(ra);;N,ON+ALL,SG
bejegyez;bejegyzi;bejegyDEL(e)zINS(i);INS(i);DEL(e);V,IND,PRS,DEF,3,SG
tervel;tervelj;tervelINS(j);INS(j);;V,SBJV,PRS,INDF,2,SG
melletti;mellettiként;mellettiINS(ként);INS(ként);;N,FRML,SG
metodista;metodistáról;metodistDEL(a)INS(áról);INS(áról);DEL(a);N,ON+ABL,SG
perturbáció;perturbációkhoz;perturbációINS(khoz);INS(khoz);;N,AT+ALL,PL
vegyipar;vegyipartól;vegyiparINS(tól);INS(tól);;N,AT+ABL,SG
takarító;takarítókon;takarítóINS(kon);INS(kon);;N,ON+ESS,PL
békedíj;békedíjaknál;békedíjINS(aknál);INS(aknál);;N,AT+ESS,PL
megszámlál;megszámlálsz;megszámlálINS(sz);INS(sz);;V,IND,PRS,INDF,2,SG
budapesti;budapestiekről;budapestiINS(ekről);INS(ekről);;N,AT+ABL,PL
dezodoráns;dezodoránsoknak;dezodoránsINS(oknak);INS(oknak);;N,DAT,PL
posztol;posztolandó;posztolINS(andó);INS(andó);;V.PTCP,FUT
címke;címkékként;címkDEL(e)INS(é)INS(k)INS(k)INS(é)INS(n)INS(t);INS(é),INS(k),INS(k),INS(é),INS(n),INS(t);DEL(e);N,FRML,PL
eljárás;eljárásért;eljárásINS(ért);INS(ért);;N,TRANS,SG
dühöng;dühöngendő;dühöngINS(e)INS(n)INS(d)INS(ő);INS(e),INS(n),INS(d),INS(ő);;V.PTCP,FUT
EU-csatlakozás;EU-csatlakozással;EU-csatlakozásINS(sal);INS(sal);;N,INST,SG
szabályos;szabályostól;szabályosINS(tól);INS(tól);;N,AT+ABL,SG
belváros;belvároshoz;belvárosINS(hoz);INS(hoz);;N,AT+ALL,SG
emészt;emésztő;emésztINS(ő);INS(ő);;V.PTCP,PRS
padlásszoba;padlásszobákból;padlásszobDEL(a)INS(ákból);INS(ákból);DEL(a);N,IN+ABL,PL
exponenciális;exponenciálisból;exponenciálisINS(ból);INS(ból);;N,IN+ABL,SG
konfrontál;konfrontáltuk;konfrontálINS(tuk);INS(tuk);;V,IND,PST,DEF,1,PL
millenáris;millenárisokból;millenárisINS(okból);INS(okból);;N,IN+ABL,PL
hitves;hitvesben;hitvesINS(ben);INS(ben);;N,IN+ESS,SG
töklámpás;töklámpásokról;töklámpásINS(okról);INS(okról);;N,ON+ABL,PL
hivatal;hivatalokról;hivataINS(l)INS(o)INS(k)INS(r)INS(ó)l;INS(l),INS(o),INS(k),INS(r),INS(ó);;N,AT+ABL,PL
választás;választásokként;választásINS(okként);INS(okként);;N,FRML,PL
kölcsönző;kölcsönzőkről;kölcsönzőINS(kről);INS(kről);;N,ON+ABL,PL
statiszta;statisztákról;statisztDEL(a)INS(ákról);INS(ákról);DEL(a);N,ON+ABL,PL
betű;betűnek;betűINS(nek);INS(nek);;N,INST,SG
gyakorló;gyakorlókhoz;gyakorlóINS(khoz);INS(khoz);;N,AT+ALL,PL
elhibáz;elhibáznod;elhibázINS(nod);INS(nod);;V,NFIN,2,SG
lényege;lényege;lényege;;;N,NOM,SG
berúg;berúgtunk;berúgINS(tunk);INS(tunk);;V,IND,PST,INDF,1,PL
kivilágítás;kivilágítással;kivilágításINS(sal);INS(sal);;N,INST,SG
homorúság;homorúságként;homorúságINS(ként);INS(ként);;N,FRML,SG
megsemmisít;megsemmisítettétek;megsemmisítINS(e)INS(t)INS(t)INS(é)INS(t)INS(e)INS(k);INS(e),INS(t),INS(t),INS(é),INS(t),INS(e),INS(k);;V,IND,PST,DEF,2,PL
türkiz;türkizekké;türkizINS(ekké);INS(ekké);;N,TRANS,PL
ex;ex;ex;;;N,NOM,SG
infekció;infekciókból;infekcióINS(kból);INS(kból);;N,IN+ABL,PL
bárányhimlő;bárányhimlőkbe;bárányhimlőINS(kbe);INS(kbe);;N,IN+ALL,PL
hajtincs;hajtincsbe;hajtincsINS(be);INS(be);;N,IN+ALL,SG
megteremt;megteremtsd;megteremtINS(s)INS(d);INS(s),INS(d);;V,SBJV,PRS,DEF,2,SG
festő;festőből;festőINS(ből);INS(ből);;N,ON+ABL,SG
esély;esélyben;esélyINS(ben);INS(ben);;N,IN+ESS,SG
energiaellátás;energiaellátásokban;energiaellátásINS(okban);INS(okban);;N,IN+ESS,PL
befon;befonják;befonINS(ják);INS(ják);;V,IND,PRS,DEF,3,PL
megbeszél;megbeszéltek;megbeszélINS(tek);INS(tek);;V,IND,PRS,INDF,2,PL
formális;formálisakká;formálisINS(akká);INS(akká);;N,TRANS,PL
ócskapiac;ócskapiacra;ócskapiacINS(ra);INS(ra);;N,AT+ALL,SG
mártíromság;mártíromságokkal;mártíromságINS(okkal);INS(okkal);;N,INST,PL
kommunikál;kommunikálva;kommunikálINS(va);INS(va);;V.CVB
nyomdász;nyomdásszal;nyomdásINS(s)zINS(al);INS(s),INS(al);;N,INST,SG
bolond;bolond;bolond;;;N,ACC,SG
egészségkárosodás;egészségkárosodásokról;egészségkárosodásINS(okról);INS(okról);;N,ON+ABL,PL
váz;váztól;vázINS(tól);INS(tól);;N,AT+ABL,SG
feltétel;feltételekkel;feltétINS(e)INS(l)INS(e)INS(k)INS(k)el;INS(e),INS(l),INS(e),INS(k),INS(k);;N,PRP,PL
megközelít;megközelítek;megközelítINS(ek);INS(ek);;V,IND,PRS,INDF,1,SG
bombarobbanás;bombarobbanásokkal;bombarobbanásINS(okkal);INS(okkal);;N,INST,PL
nyelvű;nyelvűre;nyelvűINS(re);INS(re);;N,ON+ALL,SG
kaland;kalandokra;kalandINS(okra);INS(okra);;N,ON+ALL,PL
nyest;nyestből;nyestINS(ből);INS(ből);;N,IN+ABL,SG
indokol;indokoljuk;indokolINS(juk);INS(juk);;V,IND,PRS,DEF,1,PL
önkormányzat;önkormányzattal;önkormányzatINS(t)INS(a)INS(l);INS(t),INS(a),INS(l);;N,PRP,SG
víztan;víztannak;víztanINS(nak);INS(nak);;N,DAT,SG
dám;dámokat;dámINS(okat);INS(okat);;N,ACC,PL
rozmaring;rozmaringokért;rozmaringINS(okért);INS(okért);;N,PRP,PL
állítmány;állítmányokig;állítmányINS(okig);INS(okig);;N,TERM,PL
újkor;újkorok;újkorINS(ok);INS(ok);;N,NOM,PL
törvény;törvényekké;törvényINS(ekké);INS(ekké);;N,TERM,PL
ellipszis;ellipszisekre;ellipszisINS(ekre);INS(ekre);;N,ON+ALL,PL
népdal;népdalról;népdaINS(l)INS(r)INS(ó)l;INS(l),INS(r),INS(ó);;N,ON+ABL,SG
csökkenése;csökkenésén;csökkenésDEL(e)INS(én);INS(én);DEL(e);N,ON+ESS,SG
planetárium;planetáriumban;planetáriumINS(ban);INS(ban);;N,IN+ESS,SG
talaj;talajban;talajINS(ban);INS(ban);;N,IN+ESS,SG
finanszíroz;finanszíroz;finanszíroz;;;V,IND,PRS,INDF,3,SG
unszol;unszoljatok;unszolINS(j)INS(a)INS(t)INS(o)INS(k);INS(j),INS(a),INS(t),INS(o),INS(k);;V,SBJV,PRS,INDF,2,PL
egyetemlegesebb;egyetemlegesebbet;egyetemlegesebbINS(et);INS(et);;N,ACC,SG
romanticizmus;romanticizmusoknak;romanticizmusINS(oknak);INS(oknak);;N,DAT,PL
szipka;szipkákon;szipkDEL(a)INS(ákon);INS(ákon);DEL(a);N,ON+ESS,PL
erdőtűz;erdőtüzeken;erdőtDEL(ű)INS(ü)zINS(eken);INS(ü),INS(eken);DEL(ű);N,AT+ESS,PL
házad;házadra;házadINS(ra);INS(ra);;N,ON+ALL,SG
szenátus;szenátus;szenátus;;;N,NOM,SG
szívem;szívemben;szívemINS(ben);INS(ben);;N,IN+ESS,SG
kérdéses;kérdésesekből;kérdésesINS(ekből);INS(ekből);;N,IN+ABL,PL
kézigránát;kézigránátról;kézigránátINS(ról);INS(ról);;N,ON+ABL,SG
csomagolás;csomagolásokban;csomagolásINS(okban);INS(okban);;N,IN+ESS,PL
jégsaláta;jégsalátaként;jégsalátaINS(ként);INS(ként);;N,FRML,SG
úttörő;úttörőknek;úttörőINS(knek);INS(knek);;N,DAT,PL
ápoltság;ápoltságban;ápoltságINS(ban);INS(ban);;N,IN+ESS,SG
cikk;cikkhez;cikkINS(hez);INS(hez);;N,IN+ABL,SG
neveltetés;neveltetéseket;neveltetésINS(eket);INS(eket);;N,ACC,PL
komponál;komponálni;komponálINS(ni);INS(ni);;V,NFIN
halásznadrág;halásznadrágoktól;halásznadrágINS(októl);INS(októl);;N,AT+ABL,PL
tengeribetegség;tengeribetegségről;tengeribetegségINS(ről);INS(ről);;N,ON+ABL,SG
reflektorfény;reflektorfénytől;reflektorfényINS(től);INS(től);;N,AT+ABL,SG
ametiszt;ametisztért;ametiszINS(tér)t;INS(tér);;N,TRANS,SG
szenvedélyes;szenvedélyesnél;szenvedélyesINS(nél);INS(nél);;N,AT+ESS,SG
markol;markolja;markolINS(ja);INS(ja);;V,SBJV,PRS,DEF,3,SG
dinoszaurusz;dinoszauruszokból;dinoszauruszINS(okból);INS(okból);;N,IN+ABL,PL
narvál;narválnak;narválINS(nak);INS(nak);;N,DAT,SG
puritanizmus;puritanizmusba;puritanizmusINS(ba);INS(ba);;N,IN+ALL,SG
amerícium;ameríciumért;ameríciumINS(ért);INS(ért);;N,PRP,SG
manikűrös;manikűrösöktől;manikűrösINS(ö)INS(k)INS(t)INS(ő)INS(l);INS(ö),INS(k),INS(t),INS(ő),INS(l);;N,AT+ABL,PL
figyelmük;figyelmükről;figyelmükINS(ről);INS(ről);;N,ON+ABL,SG
tényező;tényezők;tényezőINS(k);INS(k);;N,NOM,PL
gondviselés;gondviselésektől;gondviselésINS(ektől);INS(ektől);;N,AT+ABL,PL
bodza;bodzát;bodzDEL(a)INS(át);INS(át);DEL(a);N,DAT,SG
após;apósig;apósINS(ig);INS(ig);;N,TERM,SG
filozófus;filozófussal;filozófusINS(sal);INS(sal);;N,INST,SG
megváltás;megváltásra;megváltásINS(ra);INS(ra);;N,ON+ALL,SG
profi;profikhoz;profiINS(khoz);INS(khoz);;N,AT+ALL,PL
korbács;korbácsokká;korbácsINS(okká);INS(okká);;N,TRANS,PL
anyakönyv;anyakönyvként;anyakönyvINS(ként);INS(ként);;N,FRML,SG
szovjet;szovjetben;szovjetINS(ben);INS(ben);;N,IN+ESS,SG
merevlemez;merevlemezbe;merevlemezINS(be);INS(be);;N,IN+ALL,SG
szüleim;szüleimnél;szüleimINS(nél);INS(nél);;N,AT+ESS,SG
legkülönbözőbb;legkülönbözőbbig;legkülönbözőbbINS(ig);INS(ig);;N,TERM,SG
időszakos;időszakosakból;időszakosINS(akból);INS(akból);;N,IN+ABL,PL
aratógép;aratógéptől;aratógépINS(től);INS(től);;N,AT+ABL,SG
keresztespók;keresztespóknál;keresztespókINS(nál);INS(nál);;N,AT+ESS,SG
suna;sunáknál;sunDEL(a)INS(áknál);INS(áknál);DEL(a);N,AT+ESS,PL
amőba;amőbává;amőbDEL(a)INS(ává);INS(ává);DEL(a);N,TRANS,SG
megszámlál;megszámláltam;megszámlálINS(tam);INS(tam);;V,IND,PST,DEF,1,SG
befon;befonják;befonINS(ják);INS(ják);;V,SBJV,PRS,DEF,3,PL
merénylet;merényleteknek;merényletINS(eknek);INS(eknek);;N,DAT,PL
nyomtatvány;nyomtatványokat;nyomtatványINS(okat);INS(okat);;N,ACC,PL
bankjegy;bankjegyekből;bankjegyINS(ekből);INS(ekből);;N,IN+ABL,PL
úd;údra;údINS(ra);INS(ra);;N,ON+ALL,SG
koszorúslány;koszorúslánnyal;koszorúslánINS(n)yINS(al);INS(n),INS(al);;N,INST,SG
legszélesebb;legszélesebbé;legszélesebbINS(é);INS(é);;N,TRANS,SG
gótikus;gótikusban;gótikusINS(ban);INS(ban);;N,IN+ESS,SG
epevezeték;epevezetéknek;epevezetéINS(k)INS(n)INS(e)k;INS(k),INS(n),INS(e);;N,DAT,SG
hálózat;hálózatoknál;hálózatINS(oknál);INS(oknál);;N,IN+ALL,PL
döf;döfnének;döfINS(n)INS(é)INS(n)INS(e)INS(k);INS(n),INS(é),INS(n),INS(e),INS(k);;V,COND,PRS,INDF,3,PL
ügyvezető;ügyvezetőn;ügyvezetőINS(n);INS(n);;N,ON+ESS,SG
bekapcsol;bekapcsoltam;bekapcsolINS(tam);INS(tam);;V,IND,PST,DEF,1,SG
harisnyanadrág;harisnyanadrágnál;harisnyanadrágINS(nál);INS(nál);;N,IN+ALL,SG
tájékoztatása;tájékoztatásán;tájékoztatásDEL(a)INS(án);INS(án);DEL(a);N,ON+ESS,SG
ellenség;ellenségnek;ellenségINS(nek);INS(nek);;N,DAT,SG
legmagasabb;legmagasabbként;legmagasabbINS(ként);INS(ként);;N,FRML,SG
izzólámpa;izzólámpákhoz;izzólámpDEL(a)INS(ákhoz);INS(ákhoz);DEL(a);N,AT+ALL,PL
kaftán;kaftánért;kaftánINS(ért);INS(ért);;N,PRP,SG
fényszóró;fényszóróktól;fényszóróINS(któl);INS(któl);;N,AT+ABL,PL
mamut;mamutba;mamutINS(ba);INS(ba);;N,IN+ALL,SG
nagynéni;nagynénikért;nagynéniINS(kért);INS(kért);;N,PRP,PL
alapozó;alapozókért;alapozóINS(kért);INS(kért);;N,PRP,PL
létrehozás;létrehozásnak;létrehozásINS(nak);INS(nak);;N,DAT,SG
kantin;kantinokként;kantinINS(okként);INS(okként);;N,FRML,PL
segítség;segítségig;segítséINS(gi)g;INS(gi);;N,FRML,SG
kasztrál;kasztrálnunk;kasztrálINS(nunk);INS(nunk);;V,NFIN,1,PL
bejegyez;bejegyezne;bejegyezINS(ne);INS(ne);;V,COND,PRS,INDF,3,SG
megoperál;megoperáljuk;megoperálINS(juk);INS(juk);;V,IND,PRS,DEF,1,PL
fanszőrzet;fanszőrzeten;fanszőrzetINS(en);INS(en);;N,ON+ESS,SG
elefántfóka;elefántfókákkal;elefántfóINS(k)INS(á)INS(k)kaINS(l);INS(k),INS(á),INS(k),INS(l);;N,INST,PL
szignifikáns;szignifikánsnak;szignifikánsINS(nak);INS(nak);;N,DAT,SG
naprakész;naprakészként;naprakészINS(ként);INS(ként);;N,FRML,SG
barátunk;barátunkból;barátunkINS(ból);INS(ból);;N,IN+ABL,SG
félsziget;félszigetért;félszigeINS(tér)t;INS(tér);;N,TRANS,SG
lista;lista;lista;;;N,ACC,SG
sámánizmus;sámánizmusoknál;sámánizmusINS(oknál);INS(oknál);;N,AT+ESS,PL
bogár;bogarakként;bogDEL(á)INS(a)rINS(akként);INS(a),INS(akként);DEL(á);N,FRML,PL
fakultatív;fakultatívig;fakultatívINS(ig);INS(ig);;N,TERM,SG
késés;késésig;késésINS(ig);INS(ig);;N,TERM,SG
zsákmányol;zsákmányolj;zsákmányolINS(j);INS(j);;V,SBJV,PRS,INDF,2,SG
holttest;holttestbe;holttestINS(be);INS(be);;N,IN+ALL,SG
uzsonna;uzsonnákban;uzsonnINS(ákb)aINS(n);INS(ákb),INS(n);;N,IN+ESS,PL
átlós;átlóstól;átlósINS(tól);INS(tól);;N,AT+ABL,SG
nőnem;nőnemben;nőnemINS(ben);INS(ben);;N,IN+ESS,SG
hozzátesz;hozzátenné;hozzáteDEL(sz)INS(n)INS(n)INS(é);INS(n),INS(n),INS(é);DEL(sz);V,COND,PRS,DEF,3,SG
depressziós;depressziósakat;depressziósINS(akat);INS(akat);;N,ACC,PL
mestermű;mesterműnél;mesterműINS(nél);INS(nél);;N,AT+ESS,SG
fütty;füttyökként;füttyINS(ö)INS(k)INS(k)INS(é)INS(n)INS(t);INS(ö),INS(k),INS(k),INS(é),INS(n),INS(t);;N,FRML,PL
izlandi;izlandiakkal;izlandiINS(akkal);INS(akkal);;N,INST,PL
környezete;környezetén;környezetDEL(e)INS(én);INS(én);DEL(e);N,ON+ESS,SG
asztali;asztaliakká;asztaliINS(akká);INS(akká);;N,TRANS,PL
baklövés;baklövésig;baklövésINS(ig);INS(ig);;N,TERM,SG
felsőfok;felsőfokoknál;felsőfokINS(oknál);INS(oknál);;N,AT+ESS,PL
facsavar;facsavarokért;facsavarINS(okért);INS(okért);;N,TRANS,PL
szuggesztív;szuggesztívből;szuggesztívINS(ből);INS(ből);;N,IN+ABL,SG
weboldal;weboldalt;weboldalINS(t);INS(t);;N,ACC,SG
