Source;Left;Right;Operation;Object;Grammar
dag;<dag;>;INS;s;N,INDF,GEN,SG
tone;<to;ne>;INS;ner;N,DEF,NOM,PL
grundstof;<grundstof;>;INS;fers;N,INDF,GEN,PL
tavle;<tavle;>;INS;n;N,DEF,NOM,SG
ændre;<ændr;e>;INS;end;V.PTCP,ACT,PRS
kanapé;<kanapé;>;INS;en;N,DEF,NOM,SG
rapportør;<rapportør;>;INS;ers;N,INDF,GEN,PL
mekaniker;<mekaniker;>;INS;s;N,INDF,GEN,SG
galop;<galop;>;INS;pen;N,DEF,NOM,SG
ballon;<ballon;>;INS;ers;N,INDF,GEN,PL
pandekage;<pandekage;>;INS;rs;N,INDF,GEN,PL
kerte;<kerte;>;INS;r;N,INDF,NOM,PL
skrin;<skrin;>;INS;et;N,DEF,NOM,SG
antal;<antal;>;INS;s;N,INDF,GEN,PL
salte;<salte;>;INS;des;V,PASS,IND,PST
jordskælv;<jordskælv;>;INS;s;N,INDF,GEN,SG
afholdsmand;<afholdsm;nd>;DEL;a;N,INDF,NOM,PL
afholdsmand;<afholdsma;nd>;INS;æ;N,INDF,NOM,PL
apostrof;<apostrof;>;INS;fers;N,INDF,GEN,PL
eksistens;<eksistens;>;INS;en;N,DEF,NOM,SG
plekter;<plekt;r>;DEL;e;N,INDF,NOM,PL
plekter;<plekter;>;INS;e;N,INDF,NOM,PL
aboriginer;<aboriginer;>;INS;es;N,INDF,GEN,PL
chateau;<chateau;>;INS;erne;N,DEF,NOM,PL
stigma;<stigma;>;INS;et;N,DEF,NOM,SG
slagsmål;<slagsmål;>;INS;et;N,DEF,NOM,SG
od;<od;>;INS;des;N,INDF,GEN,PL
stab;<stab;>;INS;e;N,INDF,NOM,PL
malkepige;<malkepige;>;INS;s;N,INDF,GEN,SG
despot;<despot;>;INS;s;N,INDF,GEN,SG
hjul;<hjul;>;INS;et;N,DEF,NOM,SG
konspirationsteori;<konspirationsteori;>;INS;en;N,DEF,NOM,SG
snestorm;<snestorm;>;INS;en;N,DEF,NOM,SG
brugernavn;<brugernavn;>;INS;e;N,INDF,NOM,PL
manuskript;<manuskript;>;INS;ers;N,INDF,GEN,PL
affaldsbeholder;<affaldsbeholder;>;INS;e;N,INDF,NOM,PL
atomkraft;<atomkraft;>;INS;en;N,DEF,NOM,SG
sikring;<sikring;>;INS;en;N,DEF,NOM,SG
fodre;<fodre;>;INS;des;V,PASS,IND,PST
røvhul;<røvhul;>;INS;let;N,DEF,NOM,SG
reklame;<reklame;>;INS;s;N,INDF,GEN,SG
piccolo;<piccolo;>;INS;er;N,INDF,NOM,PL
leksikon;<leksikon;>;INS;ers;N,INDF,GEN,PL
vorte;<vorte;>;INS;n;N,DEF,NOM,SG
bøjle;<bøjle;>;INS;rs;N,INDF,GEN,PL
velsigne;<velsign;e>;INS;ed;V,ACT,IND,PST
eskimolog;<eskimolog;>;INS;s;N,INDF,GEN,SG
jordsvin;<jordsvin;>;INS;et;N,DEF,NOM,SG
markere;<markere;>;INS;s;V,PASS,IND,PRS
brystvorte;<brystvorte;>;INS;s;N,INDF,GEN,SG
niece;<niece;>;INS;n;N,DEF,NOM,SG
kaptajn;<kaptajn;>;INS;ers;N,INDF,GEN,PL
kilogram;<kilogram;>;INS;s;N,INDF,GEN,SG
brandbil;<brandbil;>;INS;ers;N,INDF,GEN,PL
mundharmonika;<mundharmonika;>;INS;en;N,DEF,NOM,SG
pentagon;<pentagon;>;INS;erne;N,DEF,NOM,PL
juletræ;<juletræ;>;INS;erne;N,DEF,NOM,PL
lingvist;<lingvist;>;INS;ers;N,INDF,GEN,PL
ambassade;<ambassade;>;INS;r;N,INDF,NOM,PL
pyton;<pyton;>;INS;erne;N,DEF,NOM,PL
sprække;<sprækk;e>;INS;ern;N,DEF,NOM,PL
blindtarmsbetændelse;<blindtarmsbetændels;e>;INS;ern;N,DEF,NOM,PL
skilling;<skilling;>;INS;s;N,INDF,GEN,SG
bønne;<bønne;>;INS;n;N,DEF,NOM,SG
bankkonto;<bankkonto;>;INS;s;N,INDF,GEN,SG
fængsle;<fængsl;e>;INS;ed;V,ACT,IND,PST
betegnelse;<betegnelse;>;INS;n;N,DEF,NOM,SG
panere;<panere;>;INS;t;V.PTCP,PASS,PST
ja;<ja;>;INS;er;N,INDF,NOM,PL
buste;<buste;>;INS;r;N,INDF,NOM,PL
ceremoni;<ceremoni;>;INS;erne;N,DEF,NOM,PL
pynt;<pynt;>;INS;ers;N,INDF,GEN,PL
malke;<malke;>;INS;t;V.PTCP,PASS,PST
fluepapir;<fluepapir;>;INS;ers;N,INDF,GEN,PL
kobber;<kobber;>;INS;et;N,DEF,NOM,SG
fælled;<fælled;>;INS;er;N,INDF,NOM,PL
musikpædagogik;<musikpædagogik;>;INS;ken;N,DEF,NOM,SG
sodavand;<sodavand;>;INS;erne;N,DEF,NOM,PL
guvernørpost;<guvernørpost;>;INS;s;N,INDF,GEN,SG
fonetik;<fonetik;>;INS;kerne;N,DEF,NOM,PL
strømpe;<strømpe;>;INS;r;N,INDF,NOM,PL
hud;<hud;>;INS;en;N,DEF,NOM,SG
fyrværkeri;<fyrværkeri;>;INS;s;N,INDF,GEN,SG
intimidere;<intimidere;>;INS;t;V.PTCP,PASS,PST
elske;<elsk;e>;INS;ed;V,ACT,IND,PST
spurv;<spurv;>;INS;en;N,DEF,NOM,SG
ven;<v;en>;INS;enn;N,DEF,NOM,SG
frikadelle;<frikadelle;>;INS;s;N,INDF,GEN,SG
græskar;<græskar;>;INS;s;N,INDF,GEN,PL
udelukkelse;<udelukkelse;>;INS;n;N,DEF,NOM,SG
konsul;<konsul;>;INS;s;N,INDF,GEN,SG
facade;<facade;>;INS;n;N,DEF,NOM,SG
genstandsled;<genstandsled;>;INS;s;N,INDF,GEN,SG
ståltråd;<ståltråd;>;INS;s;N,INDF,GEN,SG
metallurg;<metallurg;>;INS;en;N,DEF,NOM,SG
knalde;<knalde;>;INS;s;V,PASS,IND,PRS
følelse;<følelse;>;INS;n;N,DEF,NOM,SG
autorisation;<autorisation;>;INS;ers;N,INDF,GEN,PL
malke;<malke;>;INS;s;V,PASS,IND,PRS
mode;<mode;>;INS;rs;N,INDF,GEN,PL
pinjekerne;<pinjekerne;>;INS;n;N,DEF,NOM,SG
tone;<tone;>;INS;s;N,INDF,GEN,SG
navne;<navne;>;INS;s;N,INDF,GEN,SG
pesticid;<pesticid;>;INS;erne;N,DEF,NOM,PL
antenne;<anten;ne>;INS;ner;N,DEF,NOM,PL
oliven;<oliven;>;INS;s;N,INDF,GEN,PL
tøffelhelt;<tøffelhelt;>;INS;s;N,INDF,GEN,SG
dodekaeder;<dodekaeder;>;INS;s;N,INDF,GEN,SG
kiosk;<kiosk;>;INS;s;N,INDF,GEN,SG
sambo;<sambo;>;INS;en;N,DEF,NOM,SG
sikkerhed;<sikkerhed;>;INS;en;N,DEF,NOM,SG
bygkorn;<bygkorn;>;INS;et;N,DEF,NOM,SG
rollemodel;<rollemodel;>;INS;len;N,DEF,NOM,SG
ejer;<ejer;>;INS;ene;N,DEF,NOM,PL
dyste;<dyst;>;DEL;e;V,ACT,IMP
musket;<musket;>;INS;ter;N,INDF,NOM,PL
frakke;<frakke;>;INS;r;N,INDF,NOM,PL
tømrer;<tømrer;>;INS;s;N,INDF,GEN,SG
nål;<nål;>;INS;en;N,DEF,NOM,SG
far;<far;>;INS;en;N,DEF,NOM,SG
appelsinskræl;<appelsinskræl;>;INS;ler;N,INDF,NOM,PL
klapperslange;<klapperslange;>;INS;r;N,INDF,NOM,PL
katastrofe;<katastrofe;>;INS;n;N,DEF,NOM,SG
abdicere;<abdicer;>;DEL;e;V,ACT,IMP
gnu;<gnu;>;INS;er;N,INDF,NOM,PL
vindruekerneolie;<vindruekerneolie;>;INS;r;N,INDF,NOM,PL
terrasse;<terrass;e>;INS;ern;N,DEF,NOM,PL
tændstik;<tændstik;>;INS;ker;N,INDF,NOM,PL
grønlænder;<grønlænder;>;INS;es;N,INDF,GEN,PL
epitet;<epitet;>;INS;er;N,INDF,NOM,PL
knarr;<knar;r>;INS;re;N,INDF,NOM,PL
laps;<laps;>;INS;en;N,DEF,NOM,SG
tyskertøs;<tyskertø;s>;INS;ser;N,INDF,GEN,PL
chikane;<chika;ne>;INS;ner;N,DEF,NOM,PL
kriterium;<kriteri;>;DEL;um;N,DEF,NOM,PL
kriterium;<kriterium;>;INS;erne;N,DEF,NOM,PL
veranda;<veranda;>;INS;er;N,INDF,NOM,PL
anglofil;<anglofil;>;INS;ers;N,INDF,GEN,PL
parodi;<parodi;>;INS;en;N,DEF,NOM,SG
metode;<metod;e>;INS;ern;N,DEF,NOM,PL
gamer;<gamer;>;INS;ne;N,DEF,NOM,PL
måbe;<måbe;>;INS;s;V,PASS,IND,PRS
sikkerhedsvagt;<sikkerhedsvagt;>;INS;s;N,INDF,GEN,SG
navle;<navl;e>;INS;ern;N,DEF,NOM,PL
prins;<prins;>;INS;en;N,DEF,NOM,SG
altan;<alta;n>;INS;ne;N,DEF,NOM,SG
mur;<mur;>;INS;es;N,INDF,GEN,PL
mælkevej;<mælkevej;>;INS;es;N,INDF,GEN,PL
kornet;<kornet;>;INS;ten;N,DEF,NOM,SG
småbarn;<småb;rn>;DEL;a;N,INDF,NOM,PL
småbarn;<småba;rn>;INS;ø;N,INDF,NOM,PL
diskussionsside;<diskussionsside;>;INS;rs;N,INDF,GEN,PL
ballade;<ballade;>;INS;n;N,DEF,NOM,SG
grønsag;<grønsag;>;INS;s;N,INDF,GEN,SG
justere;<juster;e>;INS;ed;V,ACT,IND,PST
mandebøde;<mandebød;e>;INS;ern;N,DEF,NOM,PL
hydrolog;<hydrolog;>;INS;erne;N,DEF,NOM,PL
megalomani;<megalomani;>;INS;en;N,DEF,NOM,SG
dryp;<dryp;>;INS;pene;N,DEF,NOM,PL
D-mark;<D-mark;>;INS;ene;N,DEF,NOM,PL
retssal;<retssal;>;INS;ene;N,DEF,NOM,PL
forkølelse;<forkølels;e>;INS;ern;N,DEF,NOM,PL
aforisme;<aforisme;>;INS;rs;N,INDF,GEN,PL
bangebuks;<bangebuks;>;INS;e;N,INDF,NOM,PL
gratulant;<gratulant;>;INS;er;N,INDF,NOM,PL
jærv;<jærv;>;INS;en;N,DEF,NOM,SG
kvotientrække;<kvotientrække;>;INS;rs;N,INDF,GEN,PL
hjertestop;<hjertestop;>;INS;s;N,INDF,GEN,SG
spatel;<spat;el>;INS;lern;N,DEF,NOM,PL
spatel;<spate;>;DEL;l;N,DEF,NOM,PL
æggestok;<æggestok;>;INS;ken;N,DEF,NOM,SG
ildslukker;<ildslukker;>;INS;ene;N,DEF,NOM,PL
julegave;<julegave;>;INS;s;N,INDF,GEN,SG
knalde;<knalde;>;INS;t;V.PTCP,PASS,PST
niveau;<niveau;>;INS;ers;N,INDF,GEN,PL
pandekage;<pandekag;e>;INS;ern;N,DEF,NOM,PL
justere;<justere;>;INS;r;V,ACT,IND,PRS
gratismagasin;<gratismagasin;>;INS;erne;N,DEF,NOM,PL
jasmin;<jasmin;>;INS;er;N,INDF,NOM,PL
udstyre;<udstyr;e>;INS;end;V.PTCP,ACT,PRS
hoppe;<hopp;e>;INS;ern;N,DEF,NOM,PL
pokal;<pokal;>;INS;er;N,INDF,NOM,PL
musikproducer;<musikproducer;>;INS;en;N,DEF,NOM,SG
søjle;<søjl;e>;INS;ern;N,DEF,NOM,PL
handler;<handler;>;INS;e;N,INDF,NOM,PL
præst;<præst;>;INS;er;N,INDF,NOM,PL
odør;<odø;r>;INS;re;N,INDF,NOM,PL
platfod;<platfod;>;INS;s;N,INDF,GEN,SG
stavkirke;<stavkirke;>;INS;rs;N,INDF,GEN,PL
turbine;<turbine;>;INS;n;N,DEF,NOM,SG
mester;<mest;r>;DEL;e;N,INDF,GEN,PL
mester;<mester;>;INS;es;N,INDF,GEN,PL
krop;<krop;>;INS;pes;N,INDF,GEN,PL
oldefar;<oldefar;>;INS;en;N,DEF,NOM,SG
muslim;<muslim;>;INS;s;N,INDF,GEN,SG
pomfrit;<pomfrit;>;INS;ten;N,DEF,NOM,SG
nødudgang;<nødudgang;>;INS;e;N,INDF,NOM,PL
rundsav;<rundsav;>;INS;en;N,DEF,NOM,SG
lilje;<lilje;>;INS;s;N,INDF,GEN,SG
rosmarin;<rosmari;n>;INS;ne;N,DEF,NOM,SG
lighed;<lighed;>;INS;s;N,INDF,GEN,SG
hovedpulsåre;<hovedpulsår;e>;INS;ern;N,DEF,NOM,PL
cigaret;<cigaret;>;INS;s;N,INDF,GEN,SG
reje;<reje;>;INS;r;N,INDF,NOM,PL
dukke;<dukk;e>;INS;ern;N,DEF,NOM,PL
humanist;<humanist;>;INS;er;N,INDF,NOM,PL
urmager;<urmager;>;INS;en;N,DEF,NOM,SG
dandere;<dandere;>;INS;s;V,PASS,IND,PRS
euro;<euro;>;INS;ers;N,INDF,GEN,PL
kors;<kors;>;INS;s;N,INDF,GEN,SG
mælkebøtte;<mælkebøtte;>;INS;rs;N,INDF,GEN,PL
tolk;<tolk;>;INS;en;N,DEF,NOM,SG
proptrækker;<proptrækker;>;INS;en;N,DEF,NOM,SG
synonym;<synonym;>;INS;s;N,INDF,GEN,SG
idolisere;<idolisere;>;INS;s;V,PASS,IND,PRS
faster;<fast;r>;DEL;e;N,INDF,NOM,PL
faster;<faster;>;INS;e;N,INDF,NOM,PL
vals;<vals;>;INS;e;N,INDF,NOM,PL
massør;<massør;>;INS;erne;N,DEF,NOM,PL
madding;<madding;>;INS;s;N,INDF,GEN,SG
rådyr;<rådyr;>;INS;s;N,INDF,GEN,SG
laste;<last;>;DEL;e;V,ACT,IMP
diskutere;<diskutere;>;INS;r;V,ACT,IND,PRS
sjæl;<sjæl;>;INS;en;N,DEF,NOM,SG
strømstyrke;<strømstyrke;>;INS;n;N,DEF,NOM,SG
berømmelse;<berømmelse;>;INS;rs;N,INDF,GEN,PL
bolværk;<bolværk;>;INS;erne;N,DEF,NOM,PL
ubåd;<ubåd;>;INS;ene;N,DEF,NOM,PL
datter;<datter;>;INS;s;N,INDF,GEN,SG
basar;<basar;>;INS;erne;N,DEF,NOM,PL
sideordning;<sideordning;>;INS;er;N,INDF,NOM,PL
megalomani;<megalomani;>;INS;erne;N,DEF,NOM,PL
ble;<ble;>;INS;s;N,INDF,GEN,SG
seer;<seer;>;INS;ne;N,DEF,NOM,PL
dampskib;<dampskib;>;INS;et;N,DEF,NOM,SG
translitteration;<translitteration;>;INS;ers;N,INDF,GEN,PL
annihilere;<annihilere;>;INS;des;V,PASS,IND,PST
retfærdighed;<retfærdighed;>;INS;en;N,DEF,NOM,SG
adjektiv;<adjektiv;>;INS;erne;N,DEF,NOM,PL
buket;<buket;>;INS;s;N,INDF,GEN,SG
æbletærte;<æbletærte;>;INS;n;N,DEF,NOM,SG
helligdag;<helligdag;>;INS;en;N,DEF,NOM,SG
annullering;<annullering;>;INS;er;N,INDF,NOM,PL
himmel;<himmel;>;INS;s;N,INDF,GEN,SG
stank;<stank;>;INS;e;N,INDF,NOM,PL
ruse;<ruse;>;INS;r;N,INDF,NOM,PL
patent;<paten;t>;INS;te;N,DEF,NOM,SG
kolonialforretning;<kolonialforretning;>;INS;en;N,DEF,NOM,SG
data;<data;>;INS;s;N,INDF,GEN,SG
purere;<purere;>;INS;r;V,ACT,IND,PRS
suggerere;<suggerer;>;DEL;e;V,ACT,IMP
vitaminpille;<vitaminpille;>;INS;r;N,INDF,NOM,PL
beskyldning;<beskyldning;>;INS;s;N,INDF,GEN,SG
gondol;<gondol;>;INS;erne;N,DEF,NOM,PL
spermatozo;<spermatozo;>;INS;en;N,DEF,NOM,SG
bøg;<bøg;>;INS;erne;N,DEF,NOM,PL
fætter;<fæt;r>;DEL;te;N,INDF,GEN,PL
fætter;<fætter;>;INS;es;N,INDF,GEN,PL
galleri;<galleri;>;INS;er;N,INDF,NOM,PL
eksemplar;<eksemplar;>;INS;et;N,DEF,NOM,SG
hjerne;<hjerne;>;INS;rs;N,INDF,GEN,PL
hvalp;<hvalp;>;INS;ene;N,DEF,NOM,PL
kaution;<kaution;>;INS;erne;N,DEF,NOM,PL
anæstesi;<anæstesi;>;INS;s;N,INDF,GEN,SG
montere;<monter;>;DEL;e;V,ACT,IMP
kind;<kind;>;INS;er;N,INDF,NOM,PL
udrensning;<udrensning;>;INS;er;N,INDF,NOM,PL
affaldscontainer;<affaldscontainer;>;INS;es;N,INDF,GEN,PL
krave;<krave;>;INS;s;N,INDF,GEN,SG
østkyst;<østkyst;>;INS;erne;N,DEF,NOM,PL
asterisk;<asterisk;>;INS;er;N,INDF,NOM,PL
golfspiller;<golfspiller;>;INS;es;N,INDF,GEN,PL
videnskab;<videnskab;>;INS;en;N,DEF,NOM,SG
kæft;<kæft;>;INS;er;N,INDF,NOM,PL
forår;<forår;>;INS;ene;N,DEF,NOM,PL
kalv;<kalv;>;INS;es;N,INDF,GEN,PL
harpe;<harpe;>;INS;rs;N,INDF,GEN,PL
tagetage;<;tage>;DEL;tage;N,DEF,NOM,PL
garder;<garder;>;INS;es;N,INDF,GEN,PL
dobbeltgænger;<dobbeltgænger;>;INS;ne;N,DEF,NOM,PL
skulptur;<skulptur;>;INS;en;N,DEF,NOM,SG
seer;<seer;>;INS;en;N,DEF,NOM,SG
