Source;Left;Right;Operation;Object;Grammar
áruló;<áruló;>;INS;ban;N,IN+ESS,SG
drogfogyasztás;<drogfogyasztás;>;INS;okra;N,ON+ALL,PL
választójog;<választójo;g>;INS;goki;N,TERM,PL
trolibusz;<trolibusz;>;INS;tól;N,AT+ABL,SG
felbontás;<felbontás;>;INS;októl;N,AT+ABL,PL
ordas;<ordas;>;INS;okban;N,IN+ESS,PL
legrosszabb;<legrosszabb;>;INS;aknál;N,AT+ESS,PL
riasztó;<riasztó;>;INS;vá;N,TRANS,SG
bájosabb;<bájosabb;>;INS;akból;N,IN+ABL,PL
zsibbad;<zsibbad;>;INS;jam;V,SBJV,PRS,DEF,1,SG
buta;<but;>;DEL;a;N,NOM,PL
buta;<buta;>;INS;ák;N,NOM,PL
rajzoló;<rajzoló;>;INS;któl;N,AT+ABL,PL
szerencse;<szerencs;e>;INS;ér;N,ON+ALL,SG
egyházfő;<egyházfő;>;INS;k;N,NOM,PL
kirúg;<kirúg;>;INS;tok;V,IND,PRS,INDF,2,PL
földcsuszamlás;<földcsuszamlás;>;INS;on;N,AT+ESS,SG
jegyző;<jegyző;>;INS;kig;N,TERM,PL
probléma;<problém;>;DEL;a;N,AT+ABL,SG
probléma;<probléma;>;INS;áról;N,AT+ABL,SG
vérfertőzés;<vérfertőzés;>;INS;ekért;N,PRP,PL
hivatal;<hivat;al>;INS;all;N,PRP,SG
iroda;<irod;>;DEL;a;N,TRANS,SG
iroda;<iroda;>;INS;ává;N,TRANS,SG
privatizál;<privatiz;ál>;INS;áln;V,COND,PRS,INDF,2,SG
hajtó;<hajtó;>;INS;ban;N,IN+ESS,SG
vörösbor;<vörösbor;>;INS;okként;N,FRML,PL
óralap;<óralap;>;INS;pal;N,INST,SG
felelet;<felelet;>;INS;eknél;N,AT+ESS,PL
porszerű;<porszerű;>;INS;eket;N,ACC,PL
kurbli;<kurbli;>;INS;kká;N,TRANS,PL
lenéz;<lenéz;>;INS;tétek;V,IND,PST,DEF,2,PL
honi;<honi;>;INS;ra;N,ON+ALL,SG
bejegyez;<bejegy;z>;DEL;e;V,IND,PRS,DEF,3,SG
bejegyez;<bejegyez;>;INS;i;V,IND,PRS,DEF,3,SG
tervel;<tervel;>;INS;j;V,SBJV,PRS,INDF,2,SG
melletti;<melletti;>;INS;ként;N,FRML,SG
metodista;<metodist;>;DEL;a;N,ON+ABL,SG
metodista;<metodista;>;INS;áról;N,ON+ABL,SG
perturbáció;<perturbáció;>;INS;khoz;N,AT+ALL,PL
vegyipar;<vegyipar;>;INS;tól;N,AT+ABL,SG
takarító;<takarító;>;INS;kon;N,ON+ESS,PL
békedíj;<békedíj;>;INS;aknál;N,AT+ESS,PL
megszámlál;<megszámlál;>;INS;sz;V,IND,PRS,INDF,2,SG
budapesti;<budapesti;>;INS;ekről;N,AT+ABL,PL
dezodoráns;<dezodoráns;>;INS;oknak;N,DAT,PL
posztol;<posztol;>;INS;andó;V.PTCP,FUT
címke;<címk;>;DEL;e;N,FRML,PL
címke;<címke;>;INS;ékként;N,FRML,PL
eljárás;<eljárás;>;INS;ért;N,TRANS,SG
dühöng;<dühöng;>;INS;endő;V.PTCP,FUT
eu-csatlakozás;<eu-csatlakozás;>;INS;sal;N,INST,SG
szabályos;<szabályos;>;INS;tól;N,AT+ABL,SG
belváros;<belváros;>;INS;hoz;N,AT+ALL,SG
emészt;<emészt;>;INS;ő;V.PTCP,PRS
padlásszoba;<padlásszob;>;DEL;a;N,IN+ABL,PL
padlásszoba;<padlásszoba;>;INS;ákból;N,IN+ABL,PL
exponenciális;<exponenciális;>;INS;ból;N,IN+ABL,SG
konfrontál;<konfrontál;>;INS;tuk;V,IND,PST,DEF,1,PL
millenáris;<millenáris;>;INS;okból;N,IN+ABL,PL
hitves;<hitves;>;INS;ben;N,IN+ESS,SG
töklámpás;<töklámpás;>;INS;okról;N,ON+ABL,PL
hivatal;<hivata;l>;INS;lokró;N,AT+ABL,PL
választás;<választás;>;INS;okként;N,FRML,PL
kölcsönző;<kölcsönző;>;INS;kről;N,ON+ABL,PL
statiszta;<statiszt;>;DEL;a;N,ON+ABL,PL
statiszta;<statiszta;>;INS;ákról;N,ON+ABL,PL
betű;<betű;>;INS;nek;N,INST,SG
gyakorló;<gyakorló;>;INS;khoz;N,AT+ALL,PL
elhibáz;<elhibáz;>;INS;nod;V,NFIN,2,SG
berúg;<berúg;>;INS;tunk;V,IND,PST,INDF,1,PL
kivilágítás;<kivilágítás;>;INS;sal;N,INST,SG
homorúság;<homorúság;>;INS;ként;N,FRML,SG
megsemmisít;<megsemmisít;>;INS;ettétek;V,IND,PST,DEF,2,PL
türkiz;<türkiz;>;INS;ekké;N,TRANS,PL
infekció;<infekció;>;INS;kból;N,IN+ABL,PL
bárányhimlő;<bárányhimlő;>;INS;kbe;N,IN+ALL,PL
hajtincs;<hajtincs;>;INS;be;N,IN+ALL,SG
megteremt;<megteremt;>;INS;sd;V,SBJV,PRS,DEF,2,SG
festő;<festő;>;INS;ből;N,ON+ABL,SG
esély;<esély;>;INS;ben;N,IN+ESS,SG
energiaellátás;<energiaellátás;>;INS;okban;N,IN+ESS,PL
befon;<befon;>;INS;ják;V,IND,PRS,DEF,3,PL
megbeszél;<megbeszél;>;INS;tek;V,IND,PRS,INDF,2,PL
formális;<formális;>;INS;akká;N,TRANS,PL
ócskapiac;<ócskapiac;>;INS;ra;N,AT+ALL,SG
mártíromság;<mártíromság;>;INS;okkal;N,INST,PL
kommunikál;<kommunikál;>;INS;va;V.CVB
nyomdász;<nyomdás;z>;INS;s;N,INST,SG
nyomdász;<nyomdász;>;INS;al;N,INST,SG
egészségkárosodás;<egészségkárosodás;>;INS;okról;N,ON+ABL,PL
váz;<váz;>;INS;tól;N,AT+ABL,SG
feltétel;<feltét;el>;INS;elekk;N,PRP,PL
megközelít;<megközelít;>;INS;ek;V,IND,PRS,INDF,1,SG
bombarobbanás;<bombarobbanás;>;INS;okkal;N,INST,PL
nyelvű;<nyelvű;>;INS;re;N,ON+ALL,SG
kaland;<kaland;>;INS;okra;N,ON+ALL,PL
nyest;<nyest;>;INS;ből;N,IN+ABL,SG
indokol;<indokol;>;INS;juk;V,IND,PRS,DEF,1,PL
önkormányzat;<önkormányzat;>;INS;tal;N,PRP,SG
víztan;<víztan;>;INS;nak;N,DAT,SG
dám;<dám;>;INS;okat;N,ACC,PL
rozmaring;<rozmaring;>;INS;okért;N,PRP,PL
állítmány;<állítmány;>;INS;okig;N,TERM,PL
újkor;<újkor;>;INS;ok;N,NOM,PL
törvény;<törvény;>;INS;ekké;N,TERM,PL
ellipszis;<ellipszis;>;INS;ekre;N,ON+ALL,PL
népdal;<népda;l>;INS;lró;N,ON+ABL,SG
csökkenése;<csökkenés;>;DEL;e;N,ON+ESS,SG
csökkenése;<csökkenése;>;INS;én;N,ON+ESS,SG
planetárium;<planetárium;>;INS;ban;N,IN+ESS,SG
talaj;<talaj;>;INS;ban;N,IN+ESS,SG
unszol;<unszol;>;INS;jatok;V,SBJV,PRS,INDF,2,PL
egyetemlegesebb;<egyetemlegesebb;>;INS;et;N,ACC,SG
romanticizmus;<romanticizmus;>;INS;oknak;N,DAT,PL
szipka;<szipk;>;DEL;a;N,ON+ESS,PL
szipka;<szipka;>;INS;ákon;N,ON+ESS,PL
erdőtűz;<erdőt;z>;DEL;ű;N,AT+ESS,PL
erdőtűz;<erdőtű;z>;INS;ü;N,AT+ESS,PL
erdőtűz;<erdőtűz;>;INS;eken;N,AT+ESS,PL
házad;<házad;>;INS;ra;N,ON+ALL,SG
szívem;<szívem;>;INS;ben;N,IN+ESS,SG
kérdéses;<kérdéses;>;INS;ekből;N,IN+ABL,PL
kézigránát;<kézigránát;>;INS;ról;N,ON+ABL,SG
csomagolás;<csomagolás;>;INS;okban;N,IN+ESS,PL
jégsaláta;<jégsaláta;>;INS;ként;N,FRML,SG
úttörő;<úttörő;>;INS;knek;N,DAT,PL
ápoltság;<ápoltság;>;INS;ban;N,IN+ESS,SG
cikk;<cikk;>;INS;hez;N,IN+ABL,SG
neveltetés;<neveltetés;>;INS;eket;N,ACC,PL
komponál;<komponál;>;INS;ni;V,NFIN
halásznadrág;<halásznadrág;>;INS;októl;N,AT+ABL,PL
tengeribetegség;<tengeribetegség;>;INS;ről;N,ON+ABL,SG
reflektorfény;<reflektorfény;>;INS;től;N,AT+ABL,SG
ametiszt;<ametisz;t>;INS;tér;N,TRANS,SG
szenvedélyes;<szenvedélyes;>;INS;nél;N,AT+ESS,SG
markol;<markol;>;INS;ja;V,SBJV,PRS,DEF,3,SG
dinoszaurusz;<dinoszaurusz;>;INS;okból;N,IN+ABL,PL
narvál;<narvál;>;INS;nak;N,DAT,SG
puritanizmus;<puritanizmus;>;INS;ba;N,IN+ALL,SG
amerícium;<amerícium;>;INS;ért;N,PRP,SG
manikűrös;<manikűrös;>;INS;öktől;N,AT+ABL,PL
figyelmük;<figyelmük;>;INS;ről;N,ON+ABL,SG
tényező;<tényező;>;INS;k;N,NOM,PL
gondviselés;<gondviselés;>;INS;ektől;N,AT+ABL,PL
bodza;<bodz;>;DEL;a;N,DAT,SG
bodza;<bodza;>;INS;át;N,DAT,SG
após;<após;>;INS;ig;N,TERM,SG
filozófus;<filozófus;>;INS;sal;N,INST,SG
megváltás;<megváltás;>;INS;ra;N,ON+ALL,SG
profi;<profi;>;INS;khoz;N,AT+ALL,PL
korbács;<korbács;>;INS;okká;N,TRANS,PL
anyakönyv;<anyakönyv;>;INS;ként;N,FRML,SG
szovjet;<szovjet;>;INS;ben;N,IN+ESS,SG
merevlemez;<merevlemez;>;INS;be;N,IN+ALL,SG
szüleim;<szüleim;>;INS;nél;N,AT+ESS,SG
legkülönbözőbb;<legkülönbözőbb;>;INS;ig;N,TERM,SG
időszakos;<időszakos;>;INS;akból;N,IN+ABL,PL
aratógép;<aratógép;>;INS;től;N,AT+ABL,SG
keresztespók;<keresztespók;>;INS;nál;N,AT+ESS,SG
suna;<sun;>;DEL;a;N,AT+ESS,PL
suna;<suna;>;INS;áknál;N,AT+ESS,PL
amőba;<amőb;>;DEL;a;N,TRANS,SG
amőba;<amőba;>;INS;ává;N,TRANS,SG
megszámlál;<megszámlál;>;INS;tam;V,IND,PST,DEF,1,SG
befon;<befon;>;INS;ják;V,SBJV,PRS,DEF,3,PL
merénylet;<merénylet;>;INS;eknek;N,DAT,PL
nyomtatvány;<nyomtatvány;>;INS;okat;N,ACC,PL
bankjegy;<bankjegy;>;INS;ekből;N,IN+ABL,PL
úd;<úd;>;INS;ra;N,ON+ALL,SG
koszorúslány;<koszorúslán;y>;INS;n;N,INST,SG
koszorúslány;<koszorúslány;>;INS;al;N,INST,SG
legszélesebb;<legszélesebb;>;INS;é;N,TRANS,SG
gótikus;<gótikus;>;INS;ban;N,IN+ESS,SG
epevezeték;<epevezeté;k>;INS;kne;N,DAT,SG
hálózat;<hálózat;>;INS;oknál;N,IN+ALL,PL
döf;<döf;>;INS;nének;V,COND,PRS,INDF,3,PL
ügyvezető;<ügyvezető;>;INS;n;N,ON+ESS,SG
bekapcsol;<bekapcsol;>;INS;tam;V,IND,PST,DEF,1,SG
harisnyanadrág;<harisnyanadrág;>;INS;nál;N,IN+ALL,SG
tájékoztatása;<tájékoztatás;>;DEL;a;N,ON+ESS,SG
tájékoztatása;<tájékoztatása;>;INS;án;N,ON+ESS,SG
ellenség;<ellenség;>;INS;nek;N,DAT,SG
legmagasabb;<legmagasabb;>;INS;ként;N,FRML,SG
izzólámpa;<izzólámp;>;DEL;a;N,AT+ALL,PL
izzólámpa;<izzólámpa;>;INS;ákhoz;N,AT+ALL,PL
kaftán;<kaftán;>;INS;ért;N,PRP,SG
fényszóró;<fényszóró;>;INS;któl;N,AT+ABL,PL
mamut;<mamut;>;INS;ba;N,IN+ALL,SG
nagynéni;<nagynéni;>;INS;kért;N,PRP,PL
alapozó;<alapozó;>;INS;kért;N,PRP,PL
létrehozás;<létrehozás;>;INS;nak;N,DAT,SG
kantin;<kantin;>;INS;okként;N,FRML,PL
segítség;<segítsé;g>;INS;gi;N,FRML,SG
kasztrál;<kasztrál;>;INS;nunk;V,NFIN,1,PL
bejegyez;<bejegyez;>;INS;ne;V,COND,PRS,INDF,3,SG
megoperál;<megoperál;>;INS;juk;V,IND,PRS,DEF,1,PL
fanszőrzet;<fanszőrzet;>;INS;en;N,ON+ESS,SG
elefántfóka;<elefántfó;ka>;INS;kák;N,INST,PL
elefántfóka;<elefántfóka;>;INS;l;N,INST,PL
szignifikáns;<szignifikáns;>;INS;nak;N,DAT,SG
naprakész;<naprakész;>;INS;ként;N,FRML,SG
barátunk;<barátunk;>;INS;ból;N,IN+ABL,SG
félsziget;<félszige;t>;INS;tér;N,TRANS,SG
sámánizmus;<sámánizmus;>;INS;oknál;N,AT+ESS,PL
bogár;<bog;r>;DEL;á;N,FRML,PL
bogár;<bogá;r>;INS;a;N,FRML,PL
bogár;<bogár;>;INS;akként;N,FRML,PL
fakultatív;<fakultatív;>;INS;ig;N,TERM,SG
késés;<késés;>;INS;ig;N,TERM,SG
zsákmányol;<zsákmányol;>;INS;j;V,SBJV,PRS,INDF,2,SG
holttest;<holttest;>;INS;be;N,IN+ALL,SG
uzsonna;<uzsonn;a>;INS;ákb;N,IN+ESS,PL
uzsonna;<uzsonna;>;INS;n;N,IN+ESS,PL
átlós;<átlós;>;INS;tól;N,AT+ABL,SG
nőnem;<nőnem;>;INS;ben;N,IN+ESS,SG
hozzátesz;<hozzáte;>;DEL;sz;V,COND,PRS,DEF,3,SG
hozzátesz;<hozzátesz;>;INS;nné;V,COND,PRS,DEF,3,SG
depressziós;<depressziós;>;INS;akat;N,ACC,PL
mestermű;<mestermű;>;INS;nél;N,AT+ESS,SG
fütty;<fütty;>;INS;ökként;N,FRML,PL
izlandi;<izlandi;>;INS;akkal;N,INST,PL
környezete;<környezet;>;DEL;e;N,ON+ESS,SG
környezete;<környezete;>;INS;én;N,ON+ESS,SG
asztali;<asztali;>;INS;akká;N,TRANS,PL
baklövés;<baklövés;>;INS;ig;N,TERM,SG
felsőfok;<felsőfok;>;INS;oknál;N,AT+ESS,PL
facsavar;<facsavar;>;INS;okért;N,TRANS,PL
szuggesztív;<szuggesztív;>;INS;ből;N,IN+ABL,SG
weboldal;<weboldal;>;INS;t;N,ACC,SG
bizonytalanság;<;alanság>;DEL;bizonyt;N,NOM,PL
bizonytalanság;<bizonyt;alanság>;INS;plur;N,NOM,PL
bizonytalanság;<bizonytal;>;DEL;anság;N,NOM,PL
világaink;<világaink;>;INS;ért;N,PRP,SG
kívánság;<kívánság;>;INS;okban;N,IN+ESS,PL
adóbevallás;<adóbevallás;>;INS;oknál;N,IN+ALL,PL
meglepetés;<meglepetés;>;INS;be;N,IN+ALL,SG
apostol;<apostol;>;INS;ig;N,TERM,SG
frekvencia;<frekvenci;>;DEL;a;N,PRP,SG
frekvencia;<frekvencia;>;INS;áért;N,PRP,SG
gyászosabb;<gyászosabb;>;INS;akká;N,TRANS,PL
bölényszárny;<bölényszárny;>;INS;hoz;N,AT+ALL,SG
bók;<bók;>;INS;okon;N,ON+ESS,PL
lélekbúvár;<lélekbúvár;>;INS;okban;N,IN+ESS,PL
szál;<szá;l>;INS;lakbó;N,ON+ABL,PL
napilap;<napilap;>;INS;ból;N,IN+ABL,SG
elfogadottabb;<elfogadottabb;>;INS;akat;N,ACC,PL
óvszer;<óvszer;>;INS;ekre;N,ON+ALL,PL
helyed;<helyed;>;INS;ért;N,PRP,SG
patrónus;<patrónus;>;INS;oknak;N,DAT,PL
wagneri;<wagneri;>;INS;eket;N,ACC,PL
embergyűlölet;<embergyűlölet;>;INS;ről;N,ON+ABL,SG
kompozíció;<kompozíció;>;INS;ba;N,IN+ALL,SG
reklámoz;<reklámoz;>;INS;tam;V,IND,PST,INDF,1,SG
vásártér;<vásártér;>;INS;nél;N,AT+ESS,SG
belépés;<belépés;>;INS;ekké;N,TRANS,PL
cserkészlány;<cserkészlány;>;INS;okként;N,FRML,PL
kaszab;<kaszab;>;INS;ok;N,NOM,PL
szövetkezet;<szövetkezet;>;INS;ekbe;N,IN+ALL,PL
felsőfokú;<felsőfokú;>;INS;ként;N,FRML,SG
fejlettebb;<fejlettebb;>;INS;re;N,ON+ALL,SG
szimbólum;<szimbólum;>;INS;okká;N,TRANS,PL
mennyiség;<mennyiség;>;INS;re;N,ON+ALL,SG
megmutat;<megmuta;t>;INS;tot;V,IND,PST,INDF,3,SG
vigasztal;<vigasztal;>;INS;om;V,IND,PRS,DEF,1,SG
párás;<párás;>;INS;tól;N,AT+ABL,SG
pióca;<pióc;a>;INS;áb;N,IN+ALL,SG
gyermeki;<gyermeki;>;INS;eknek;N,DAT,PL
esztendő;<esztendő;>;INS;ért;N,PRP,SG
fontossága;<fontosság;>;DEL;a;N,ACC,SG
fontossága;<fontossága;>;INS;át;N,ACC,SG
részlete;<részlet;>;DEL;e;N,TRANS,SG
részlete;<részlete;>;INS;évé;N,TRANS,SG
oldalaink;<oldalaink;>;INS;ból;N,IN+ABL,SG
gondozás;<gondozás;>;INS;okból;N,IN+ABL,PL
bagolyodú;<bagolyodú;>;INS;knál;N,IN+ALL,PL
bors;<bors;>;INS;ban;N,IN+ESS,SG
képzeletbeli;<képzeletbeli;>;INS;ekké;N,TRANS,PL
söröző;<söröző;>;INS;ként;N,FRML,SG
csendőr;<csendőr;>;INS;ről;N,ON+ABL,SG
elszigeteltség;<elszigeteltség;>;INS;gel;N,INST,SG
anakronizmus;<anakronizmus;>;INS;okon;N,ON+ESS,PL
zsibbaszt;<zsibbaszt;>;INS;ottad;V,IND,PST,DEF,2,SG
modalitás;<modalitás;>;INS;ról;N,ON+ABL,SG
ellenőr;<ellenőr;>;INS;be;N,IN+ALL,SG
cenzúráz;<cenzúráz;>;INS;zátok;V,IND,PRS,DEF,2,PL
kortárs;<kortárs;>;INS;ig;N,TERM,SG
vízum;<vízum;>;INS;ban;N,IN+ESS,SG
baskír;<baskír;>;INS;on;N,ON+ESS,SG
krónikus;<krónikus;>;INS;akhoz;N,AT+ALL,PL
pika;<pik;>;DEL;a;N,TERM,SG
pika;<pika;>;INS;áig;N,TERM,SG
madrigál;<madrig;ál>;INS;áln;N,IN+ALL,SG
bizánci;<bizánci;>;INS;ak;N,ACC,PL
legellenségesebb;<legellenségesebb;>;INS;ekről;N,ON+ABL,PL
kaki;<kaki;>;INS;król;N,ON+ABL,PL
rejtelem;<rejtel;m>;DEL;e;N,FRML,PL
rejtelem;<rejtelem;>;INS;ekként;N,FRML,PL
fogható;<fogható;>;INS;khoz;N,AT+ALL,PL
hitves;<hitves;>;INS;ektől;N,AT+ABL,PL
összeesküvés;<összeesküvés;>;INS;sé;N,TRANS,SG
technika;<technik;>;DEL;a;N,IN+ABL,SG
technika;<technika;>;INS;ához;N,IN+ABL,SG
illesztőprogram;<illesztőprogram;>;INS;okká;N,TRANS,PL
villanyszerelő;<villanyszerelő;>;INS;n;N,ON+ESS,SG
életem;<életem;>;INS;nek;N,DAT,SG
pápaság;<pápaság;>;INS;ról;N,AT+ABL,SG
kegyetlen;<kegyetlen;>;INS;ekkel;N,INST,PL
szigonyoz;<szigonyoz;>;INS;nál;V,COND,PRS,INDF,2,SG
kivétel;<kivétel;>;INS;hez;N,AT+ALL,SG
kéz;<kéz;>;INS;ért;N,TRANS,SG
atmoszféra;<atmoszfér;>;DEL;a;N,ON+ESS,PL
atmoszféra;<atmoszféra;>;INS;ákon;N,ON+ESS,PL
komplimentíroz;<komplimentíroz;>;INS;za;V,SBJV,PRS,DEF,3,SG
zongorázik;<zongoráz;k>;DEL;i;V,SBJV,PRS,INDF,1,PL
zongorázik;<zongorázi;k>;INS;zun;V,SBJV,PRS,INDF,1,PL
bárium;<bárium;>;INS;okba;N,IN+ALL,PL
tokány;<tokány;>;INS;tól;N,AT+ABL,SG
partner;<partner;>;INS;eken;N,AT+ESS,PL
időjárás;<időjárás;>;INS;okon;N,ON+ESS,PL
rés;<rés;>;INS;ekből;N,IN+ABL,PL
stand;<stand;>;INS;okká;N,TRANS,PL
előbbi;<előbbi;>;INS;vé;N,TRANS,SG
száraz;<száraz;>;INS;akba;N,IN+ALL,PL
átlagos;<átlagos;>;INS;akat;N,ACC,PL
bükk;<bükk;>;INS;ig;N,TERM,SG
panaszkönyvük;<panaszkönyvük;>;INS;től;N,AT+ABL,SG
jáde;<jád;>;DEL;e;N,DAT,SG
jáde;<jáde;>;INS;énak;N,DAT,SG
kalauzol;<kalauzol;>;INS;tak;V,IND,PST,INDF,3,PL
legértékesebb;<legértékesebb;>;INS;ig;N,TERM,SG
feltart;<feltart;>;INS;anátok;V,COND,PRS,INDF,2,PL
kiolthatatlanabb;<kiolthatatlanabb;>;INS;aknál;N,AT+ESS,PL
lovassport;<lovasspor;t>;INS;tkén;N,FRML,SG
azonosít;<azonosít;>;INS;anának;V,COND,PRS,INDF,3,PL
otkolon;<otkolon;>;INS;ok;N,NOM,PL
