Source;Left;Right;Operation;Object;Grammar
kontaminovat;<kontaminova;>;DEL;t;V.CVB,PST,MASC,SG
kontaminovat;<kontaminovat;>;INS;v;V.CVB,PST,MASC,SG
léno;<lén;>;DEL;o;N,VOC,PL
léno;<léno;>;INS;a;N,VOC,PL
dokonalý;<dokonal;>;DEL;ý;ADJ,DAT,MASC,SG
dokonalý;<dokonalý;>;INS;ému;ADJ,DAT,MASC,SG
programovat;<programov;>;DEL;at;V.PTCP,PASS,ANIM,MASC,PL
programovat;<programovat;>;INS;áni;V.PTCP,PASS,ANIM,MASC,PL
emigrovat;<emigr;>;DEL;ovat;V,IND,PRS,3,PL
emigrovat;<emigrovat;>;INS;ují;V,IND,PRS,3,PL
přitahovat;<přitahov;at>;INS;al;V,IND,PST,3,PL,NEUT
přitahovat;<přitahova;>;DEL;t;V,IND,PST,3,PL,NEUT
motivovat;<motivova;>;DEL;t;V,COND,PRS,1,PL,MASC,ANIM
břeh;<břeh;>;INS;u;N,ESS,SG
importovat;<importova;>;DEL;t;V,IND,PST,3,SG,MASC
importovat;<importovat;>;INS;l;V,IND,PST,3,SG,MASC
alkoholismus;<alkoholismus;>;INS;y;N,ACC,PL
bezcílný;<bezcíln;>;DEL;ý;ADJ,ESS,FEM,SG
bezcílný;<bezcílný;>;INS;é;ADJ,ESS,FEM,SG
absolvovat;<absolvova;>;DEL;t;V,IND,PST,3,PL,FEM
absolvovat;<absolvovat;>;INS;ly;V,IND,PST,3,PL,FEM
minout;<min;ut>;DEL;o;V,IND,PST,2,SG,MASC
minout;<minou;>;DEL;t;V,IND,PST,2,SG,MASC
minout;<minout;>;INS;l;V,IND,PST,2,SG,MASC
stěhovat;<stěhov;at>;INS;al;V,COND,PST,1,PL,NEUT
stěhovat;<stěhova;>;DEL;t;V,COND,PST,1,PL,NEUT
avizovat;<avizova;>;DEL;t;V,COND,PRS,1,PL,MASC
vojna;<vojn;>;DEL;a;N,NOM,PL
vojna;<vojna;>;INS;y;N,NOM,PL
etymologický;<etymologick;>;DEL;ý;ADJ,ACC,ANIM,MASC,SG
etymologický;<etymologický;>;INS;ého;ADJ,ACC,ANIM,MASC,SG
píchat;<pícha;>;DEL;t;V,IND,PST,3,SG,MASC
píchat;<píchat;>;INS;l;V,IND,PST,3,SG,MASC
vtipný;<vtipn;>;DEL;ý;ADJ,ACC,ANIM,MASC,SG
vtipný;<vtipný;>;INS;ého;ADJ,ACC,ANIM,MASC,SG
opakovatelný;<opakovateln;>;DEL;ý;ADJ,NOM,ANIM,MASC,PL
opakovatelný;<opakovatelný;>;INS;í;ADJ,NOM,ANIM,MASC,PL
afghánský;<afghánsk;>;DEL;ý;ADJ,ESS,MASC,SG
afghánský;<afghánský;>;INS;ém;ADJ,ESS,MASC,SG
dívat;<díva;>;DEL;t;V.CVB,PRS,FEM,SG
dívat;<dívat;>;INS;jíc;V.CVB,PRS,FEM,SG
idylický;<idylick;>;DEL;ý;ADJ,VOC,NEUT,SG
idylický;<idylický;>;INS;é;ADJ,VOC,NEUT,SG
podlý;<podl;>;DEL;ý;ADJ,NOM,ANIM,MASC,PL
podlý;<podlý;>;INS;í;ADJ,NOM,ANIM,MASC,PL
tajemný;<tajemn;>;DEL;ý;ADJ,NOM,FEM,SG
tajemný;<tajemný;>;INS;á;ADJ,NOM,FEM,SG
optimalizovat;<optimaliz;t>;DEL;ova;V,IMP,2,SG,FORM
optimalizovat;<optimalizova;t>;INS;uj;V,IMP,2,SG,FORM
optimalizovat;<optimalizovat;>;INS;e;V,IMP,2,SG,FORM
maskovat;<maskov;at>;INS;al;V,IND,PST,3,PL,NEUT
maskovat;<maskova;>;DEL;t;V,IND,PST,3,PL,NEUT
ignorovat;<ignorova;>;DEL;t;V,IND,PST,1,PL,FEM
slabý;<slab;>;DEL;ý;ADJ,GEN,NEUT,SG
slabý;<slabý;>;INS;ého;ADJ,GEN,NEUT,SG
oscilovat;<oscilova;>;DEL;t;V,COND,PRS,2,SG,MASC
římský;<římsk;>;DEL;ý;ADJ,NOM,NEUT,SG
římský;<římský;>;INS;é;ADJ,NOM,NEUT,SG
býk;<bý;>;DEL;k;N,VOC,PL
býk;<býk;>;INS;ci;N,VOC,PL
kristadelfiánský;<kristadelfiánský;>;INS;m;ADJ,DAT,PL
kresba;<kresb;>;DEL;a;N,GEN,SG
kresba;<kresba;>;INS;y;N,GEN,SG
nespolehlivý;<nespolehliv;>;DEL;ý;ADJ,ACC,ANIM,MASC,SG
nespolehlivý;<nespolehlivý;>;INS;ého;ADJ,ACC,ANIM,MASC,SG
doufat;<doufa;>;DEL;t;V,IND,PST,3,SG,MASC
doufat;<doufat;>;INS;l;V,IND,PST,3,SG,MASC
acidita;<acidit;>;DEL;a;N,DAT,PL
acidita;<acidita;>;INS;ám;N,DAT,PL
dospět;<dospě;>;DEL;t;V,IND,PST,3,SG,MASC
dospět;<dospět;>;INS;l;V,IND,PST,3,SG,MASC
dávat;<dáv;at>;INS;al;V.PTCP,ACT,PRF,NEUT,PL
dávat;<dáva;>;DEL;t;V.PTCP,ACT,PRF,NEUT,PL
hornina;<hornin;>;DEL;a;N,INS,SG
hornina;<hornina;>;INS;ou;N,INS,SG
defragmentovat;<defragmentovat;>;INS;e;V,COND,PRS,2,PL,FEM
bunda;<bund;>;DEL;a;N,ESS,SG
bunda;<bunda;>;INS;ě;N,ESS,SG
idealizovat;<idealiz;>;DEL;ovat;V,IMP,2,SG
idealizovat;<idealizovat;>;INS;uj;V,IMP,2,SG
perkutánní;<perkutánní;>;INS;mu;ADJ,DAT,MASC,SG
alergologie;<alergologi;>;DEL;e;N,GEN,PL
alergologie;<alergologie;>;INS;í;N,GEN,PL
pilot;<pilot;>;INS;a;N,ACC,SG
diakritický;<diakritický;>;INS;m;ADJ,ESS,NEUT,SG
samovolný;<samovoln;>;DEL;ý;ADJ,GEN,NEUT,SG
samovolný;<samovolný;>;INS;ého;ADJ,GEN,NEUT,SG
laťka;<laťk;>;DEL;a;N,DAT,PL
laťka;<laťka;>;INS;ám;N,DAT,PL
hledat;<hled;at>;INS;al;V,COND,PST,1,SG,FEM
hledat;<hleda;>;DEL;t;V,COND,PST,1,SG,FEM
obtěžovat;<obtěžova;>;DEL;t;V,COND,PST,2,SG,MASC
obtěžovat;<obtěžovat;>;INS;l;V,COND,PST,2,SG,MASC
spolehlivý;<spolehliv;>;DEL;ý;ADJ,NOM,NEUT,PL
spolehlivý;<spolehlivý;>;INS;á;ADJ,NOM,NEUT,PL
mastný;<mastn;>;DEL;ý;ADJ,VOC,NEUT,PL
mastný;<mastný;>;INS;á;ADJ,VOC,NEUT,PL
pornografický;<pornografick;>;DEL;ý;ADJ,ACC,ANIM,MASC,SG
pornografický;<pornografický;>;INS;ého;ADJ,ACC,ANIM,MASC,SG
milovat;<milova;>;DEL;t;V,IND,PST,3,PL,MASC,ANIM
milovat;<milovat;>;INS;li;V,IND,PST,3,PL,MASC,ANIM
účtovat;<účtova;>;DEL;t;V,COND,PRS,3,PL,NEUT
výhodný;<výhodn;>;DEL;ý;ADJ,VOC,MASC,PL
výhodný;<výhodný;>;INS;é;ADJ,VOC,MASC,PL
vlhký;<vlhk;>;DEL;ý;ADJ,ESS,MASC,SG
vlhký;<vlhký;>;INS;ém;ADJ,ESS,MASC,SG
antický;<anti;>;DEL;cký;ADJ,VOC,ANIM,MASC,PL
antický;<antický;>;INS;čtí;ADJ,VOC,ANIM,MASC,PL
iterovat;<iterova;>;DEL;t;V,IND,PST,1,SG,FEM
oliva;<oliv;>;DEL;a;N,NOM,PL
oliva;<oliva;>;INS;y;N,NOM,PL
pitvat;<pitva;>;DEL;t;V,COND,PST,1,PL,FEM
pitvat;<pitvat;>;INS;ly;V,COND,PST,1,PL,FEM
dabovat;<dabova;>;DEL;t;V,COND,PST,2,PL,FEM
dabovat;<dabovat;>;INS;ly;V,COND,PST,2,PL,FEM
grilovat;<grilov;at>;INS;al;V,COND,PST,1,SG,FEM
grilovat;<grilova;>;DEL;t;V,COND,PST,1,SG,FEM
topologický;<topologick;>;DEL;ý;ADJ,DAT,FEM,SG
topologický;<topologický;>;INS;é;ADJ,DAT,FEM,SG
letovat;<letova;>;DEL;t;V,IND,PST,3,PL,MASC,ANIM
letovat;<letovat;>;INS;li;V,IND,PST,3,PL,MASC,ANIM
sardinka;<sardink;>;DEL;a;N,DAT,PL
sardinka;<sardinka;>;INS;ám;N,DAT,PL
sekat;<seka;>;DEL;t;V.CVB,PST,FEM,SG
sekat;<sekat;>;INS;vši;V.CVB,PST,FEM,SG
zubr;<zub;>;DEL;r;N,VOC,PL
zubr;<zubr;>;INS;ři;N,VOC,PL
arabeska;<arabesk;>;DEL;a;N,ACC,SG
arabeska;<arabeska;>;INS;u;N,ACC,SG
pronásledovat;<pronásledova;>;DEL;t;V,COND,PST,3,SG,NEUT
pronásledovat;<pronásledovat;>;INS;lo;V,COND,PST,3,SG,NEUT
vlnovka;<vlnovka;>;INS;mi;N,INS,PL
chtít;<ch;t>;DEL;tí;V.PTCP,PASS,NEUT,SG
chtít;<chtít;>;INS;ěno;V.PTCP,PASS,NEUT,SG
zhoršovat;<zhoršova;>;DEL;t;V,COND,PRS,2,SG,FEM
šnek;<šnek;>;INS;y;N,ACC,PL
experimentovat;<experimentova;>;DEL;t;V,IND,PST,2,SG,FEM
experimentovat;<experimentovat;>;INS;l;V,IND,PST,2,SG,FEM
autoškola;<autoškol;>;DEL;a;N,VOC,SG
autoškola;<autoškola;>;INS;o;N,VOC,SG
nalepovat;<nalepov;at>;INS;al;V,IND,PST,3,PL,NEUT
nalepovat;<nalepova;>;DEL;t;V,IND,PST,3,PL,NEUT
premiéra;<premiér;>;DEL;a;N,GEN,PL
budka;<budk;>;DEL;a;N,NOM,PL
budka;<budka;>;INS;y;N,NOM,PL
letovat;<letov;>;DEL;at;V.CVB
letovat;<letovat;>;INS;ání;V.CVB
deprimující;<deprimující;>;INS;m;ADJ,DAT,PL
znepokojivý;<znepokojiv;>;DEL;ý;ADJ,ACC,NEUT,SG
znepokojivý;<znepokojivý;>;INS;é;ADJ,ACC,NEUT,SG
maximalizovat;<maximalizov;at>;INS;án;V.PTCP,PASS,NEUT,PL
maximalizovat;<maximalizova;>;DEL;t;V.PTCP,PASS,NEUT,PL
dodací;<dodací;>;INS;mu;ADJ,DAT,NEUT,SG
vystavovat;<vystavova;>;DEL;t;V,COND,PST,3,SG,MASC
vystavovat;<vystavovat;>;INS;l;V,COND,PST,3,SG,MASC
kategorizovat;<kategoriz;>;DEL;ovat;V.CVB,PRS,FEM,SG
kategorizovat;<kategorizovat;>;INS;ujíc;V.CVB,PRS,FEM,SG
soutěž;<soutěž;>;INS;e;N,NOM,PL
mačka;<mač;ka>;INS;e;N,GEN,PL
mačka;<mačk;>;DEL;a;N,GEN,PL
etologický;<etologick;>;DEL;ý;ADJ,GEN,NEUT,SG
etologický;<etologický;>;INS;ého;ADJ,GEN,NEUT,SG
bříza;<bříz;>;DEL;a;N,DAT,PL
bříza;<bříza;>;INS;ám;N,DAT,PL
děsný;<děsn;>;DEL;ý;ADJ,ESS,MASC,SG
děsný;<děsný;>;INS;ém;ADJ,ESS,MASC,SG
balík;<balík;>;INS;ů;N,GEN,PL
venkovský;<venkovsk;>;DEL;ý;ADJ,NOM,NEUT,PL
venkovský;<venkovský;>;INS;á;ADJ,NOM,NEUT,PL
větráček;<větráč;k>;DEL;e;N,ACC,PL
větráček;<větráček;>;INS;y;N,ACC,PL
astmatický;<astmatick;>;DEL;ý;ADJ,NOM,NEUT,SG
astmatický;<astmatický;>;INS;é;ADJ,NOM,NEUT,SG
elektron;<elektron;>;INS;u;N,GEN,SG
lino;<lin;>;DEL;o;N,GEN,PL
výtah;<výtah;>;INS;ů;N,GEN,PL
trh;<trh;>;INS;y;N,ACC,PL
udělat;<uděla;>;DEL;t;V,IND,PST,1,SG,FEM
udělat;<udělat;>;INS;l;V,IND,PST,1,SG,FEM
ohryzek;<ohryz;k>;DEL;e;N,INS,SG
ohryzek;<ohryzek;>;INS;em;N,INS,SG
sporadický;<sporadick;>;DEL;ý;ADJ,ACC,MASC,PL
sporadický;<sporadický;>;INS;é;ADJ,ACC,MASC,PL
reraisovat;<reraisov;>;DEL;at;V.PTCP,PASS,ANIM,MASC,PL
reraisovat;<reraisovat;>;INS;áni;V.PTCP,PASS,ANIM,MASC,PL
knedlík;<knedlík;>;INS;ům;N,DAT,PL
nacistický;<nacistick;>;DEL;ý;ADJ,NOM,NEUT,SG
nacistický;<nacistický;>;INS;é;ADJ,NOM,NEUT,SG
arabeska;<arabesk;>;DEL;a;N,VOC,PL
arabeska;<arabeska;>;INS;y;N,VOC,PL
chvalitebný;<chvalitebn;>;DEL;ý;ADJ,VOC,ANIM,MASC,PL
chvalitebný;<chvalitebný;>;INS;í;ADJ,VOC,ANIM,MASC,PL
idealizovat;<idealizova;>;DEL;t;V,COND,PRS,3,PL,NEUT
součet;<souč;t>;DEL;e;N,GEN,SG
součet;<součet;>;INS;u;N,GEN,SG
pracovna;<pracovn;>;DEL;a;N,ACC,SG
pracovna;<pracovna;>;INS;u;N,ACC,SG
bezpečný;<bezpečn;>;DEL;ý;ADJ,GEN,MASC,SG
bezpečný;<bezpečný;>;INS;ého;ADJ,GEN,MASC,SG
záplava;<záplav;>;DEL;a;N,ESS,PL
záplava;<záplava;>;INS;ách;N,ESS,PL
fyziologický;<fyziologick;>;DEL;ý;ADJ,DAT,MASC,SG
fyziologický;<fyziologický;>;INS;ému;ADJ,DAT,MASC,SG
podnikat;<podnika;>;DEL;t;V,COND,PST,2,PL,FEM
podnikat;<podnikat;>;INS;ly;V,COND,PST,2,PL,FEM
utopický;<utopick;>;DEL;ý;ADJ,NOM,NEUT,SG
utopický;<utopický;>;INS;é;ADJ,NOM,NEUT,SG
překvapivý;<překvapiv;>;DEL;ý;ADJ,ESS,FEM,SG
překvapivý;<překvapivý;>;INS;é;ADJ,ESS,FEM,SG
fešácký;<fešáck;>;DEL;ý;ADJ,ESS,NEUT,SG
fešácký;<fešácký;>;INS;ém;ADJ,ESS,NEUT,SG
lesklý;<leskl;>;DEL;ý;ADJ,NOM,FEM,SG
lesklý;<lesklý;>;INS;á;ADJ,NOM,FEM,SG
sudetoněmecký;<sudetoněmeck;>;DEL;ý;ADJ,GEN,MASC,SG
sudetoněmecký;<sudetoněmecký;>;INS;ého;ADJ,GEN,MASC,SG
chamtivý;<chamtiv;>;DEL;ý;ADJ,VOC,MASC,PL
chamtivý;<chamtivý;>;INS;é;ADJ,VOC,MASC,PL
koule;<koule;>;INS;mi;N,INS,PL
úrokový;<úrokov;>;DEL;ý;ADJ,ACC,NEUT,PL
úrokový;<úrokový;>;INS;á;ADJ,ACC,NEUT,PL
bezejmenný;<bezejmenn;>;DEL;ý;ADJ,VOC,FEM,SG
bezejmenný;<bezejmenný;>;INS;á;ADJ,VOC,FEM,SG
bojovat;<bojovat;>;INS;e;V,COND,PRS,2,SG,FORM,FEM
taxík;<taxík;>;INS;u;N,DAT,SG
albánka;<albánk;>;DEL;a;N,VOC,SG
albánka;<albánka;>;INS;o;N,VOC,SG
družný;<družný;>;INS;m;ADJ,INS,MASC,SG
hektický;<hekti;>;DEL;cký;ADJ,VOC,ANIM,MASC,PL
hektický;<hektický;>;INS;čtí;ADJ,VOC,ANIM,MASC,PL
připomínat;<připomína;>;DEL;t;V.CVB,PRS,PL
připomínat;<připomínat;>;INS;jíce;V.CVB,PRS,PL
špunt;<špunt;>;INS;e;N,VOC,ANIM,SG
vrána;<vrán;>;DEL;a;N,DAT,PL
vrána;<vrána;>;INS;ám;N,DAT,PL
lít;<l;>;DEL;ít;V,IND,PRS,3,SG
lít;<lít;>;INS;eje;V,IND,PRS,3,SG
sebevědomý;<sebevědom;>;DEL;ý;ADJ,ESS,FEM,SG
sebevědomý;<sebevědomý;>;INS;é;ADJ,ESS,FEM,SG
regulovat;<regulov;at>;INS;al;V,COND,PST,2,SG,FEM
regulovat;<regulova;>;DEL;t;V,COND,PST,2,SG,FEM
ulehčit;<ulehč;>;DEL;it;V,IND,PRS,1,PL
ulehčit;<ulehčit;>;INS;íme;V,IND,PRS,1,PL
naslouchat;<nasloucha;>;DEL;t;V,IND,PRS,3,PL
naslouchat;<naslouchat;>;INS;jí;V,IND,PRS,3,PL
islámský;<islámský;>;INS;ch;ADJ,GEN,PL
klasický;<klasick;>;DEL;ý;ADJ,VOC,NEUT,PL
klasický;<klasický;>;INS;á;ADJ,VOC,NEUT,PL
plachost;<plachost;>;INS;em;N,DAT,PL
kázat;<káza;>;DEL;t;V,IND,PST,2,PL,MASC
kázat;<kázat;>;INS;li;V,IND,PST,2,PL,MASC
švejkovat;<švejk;>;DEL;ovat;V,IND,PST,2,SG
švejkovat;<švejkovat;>;INS;uješ;V,IND,PST,2,SG
snop;<snop;>;INS;u;N,ESS,SG
kontrola;<kontrol;>;DEL;a;N,NOM,PL
kontrola;<kontrola;>;INS;y;N,NOM,PL
mávat;<máva;>;DEL;t;V.CVB,PST,FEM,SG
mávat;<mávat;>;INS;vši;V.CVB,PST,FEM,SG
borec;<bor;c>;DEL;e;N,DAT,PL
borec;<borec;>;INS;ům;N,DAT,PL
nejedlý;<nejedl;>;DEL;ý;ADJ,ACC,FEM,SG
nejedlý;<nejedlý;>;INS;ou;ADJ,ACC,FEM,SG
otékat;<otékat;>;INS;e;V,COND,PRS,2,SG,FORM,FEM
učitelský;<učitelský;>;INS;ch;ADJ,ESS,PL
kopat;<kopa;>;DEL;t;V,COND,PST,2,SG,FORM,NEUT
kopat;<kopat;>;INS;lo;V,COND,PST,2,SG,FORM,NEUT
tenký;<tenk;>;DEL;ý;ADJ,VOC,FEM,SG
tenký;<tenký;>;INS;á;ADJ,VOC,FEM,SG
pot;<pot;>;INS;ům;N,DAT,PL
pomlouvat;<pomlouva;>;DEL;t;V,IND,PST,1,PL,NEUT
bezruký;<bezruk;>;DEL;ý;ADJ,GEN,FEM,SG
bezruký;<bezruký;>;INS;é;ADJ,GEN,FEM,SG
pozdravovat;<pozdravovat;>;INS;e;V,COND,PRS,2,SG,FORM,FEM
hlídat;<hlída;>;DEL;t;V,COND,PRS,3,SG,FEM
chodit;<chodi;>;DEL;t;V,IND,PST,1,SG,FEM
perný;<pern;>;DEL;ý;ADJ,ACC,FEM,SG
perný;<perný;>;INS;ou;ADJ,ACC,FEM,SG
atopický;<atopick;>;DEL;ý;ADJ,NOM,NEUT,SG
atopický;<atopický;>;INS;é;ADJ,NOM,NEUT,SG
úder;<úder;>;INS;em;N,INS,SG
dokumentovat;<dokumentov;at>;INS;al;V,COND,PST,3,PL,NEUT
dokumentovat;<dokumentova;>;DEL;t;V,COND,PST,3,PL,NEUT
rozměrný;<rozměrný;>;INS;ch;ADJ,ESS,PL
naslouchat;<nasloucha;>;DEL;t;V.CVB,PRS,PL
naslouchat;<naslouchat;>;INS;jíce;V.CVB,PRS,PL
špendlík;<špendlík;>;INS;ů;N,GEN,PL
bóra;<bór;>;DEL;a;N,ACC,SG
bóra;<bóra;>;INS;u;N,ACC,SG
hláskovat;<hlásk;>;DEL;ovat;V,IND,PRS,3,PL
hláskovat;<hláskovat;>;INS;ují;V,IND,PRS,3,PL
ochabovat;<ochab;>;DEL;ovat;V,IMP,1,PL
ochabovat;<ochabovat;>;INS;ujme;V,IMP,1,PL
mávat;<mávat;>;INS;e;V,COND,PRS,2,SG,FORM,NEUT
děkovat;<děkova;>;DEL;t;V,COND,PST,3,PL,MASC,INAN
děkovat;<děkovat;>;INS;ly;V,COND,PST,3,PL,MASC,INAN
čečenský;<čečensk;>;DEL;ý;ADJ,VOC,MASC,PL
čečenský;<čečenský;>;INS;é;ADJ,VOC,MASC,PL
mutace;<mutac;>;DEL;e;N,ACC,SG
mutace;<mutace;>;INS;i;N,ACC,SG
lyžovat;<lyžovat;>;INS;e;V,COND,PRS,2,PL,NEUT
zvěrstvo;<zvěrstv;>;DEL;o;N,DAT,PL
zvěrstvo;<zvěrstvo;>;INS;ům;N,DAT,PL
omlouvat;<omlouvat;>;INS;e;V,IND,PST,2,PL,FEM
existovat;<existova;>;DEL;t;V,COND,PST,1,SG,MASC
existovat;<existovat;>;INS;l;V,COND,PST,1,SG,MASC
důstojník;<důstojní;>;DEL;k;N,NOM,PL
důstojník;<důstojník;>;INS;ci;N,NOM,PL
četný;<četn;>;DEL;ý;ADJ,DAT,MASC,SG
četný;<četný;>;INS;ému;ADJ,DAT,MASC,SG
mrkev;<mrk;v>;DEL;e;N,GEN,PL
mrkev;<mrkev;>;INS;í;N,GEN,PL
