Source;Left;Right;Operation;Object;Grammar
disvolgere;<disvolg;>;DEL;ere;V,SBJV,PRS,1,SG
disvolgere;<disvolgere;>;INS;a;V,SBJV,PRS,1,SG
argomentare;<argomenta;>;DEL;re;V,IND,PST,2,SG,PFV
argomentare;<argomentare;>;INS;sti;V,IND,PST,2,SG,PFV
sciogliersi;<scio;gliersi>;INS;l;V,POS,IMP,3,SG
sciogliersi;<sciog;>;DEL;liersi;V,POS,IMP,3,SG
sciogliersi;<sciogliersi;>;INS;a;V,POS,IMP,3,SG
corcare;<corca;>;DEL;re;V,IND,PST,1,SG,IPFV
corcare;<corcare;>;INS;vo;V,IND,PST,1,SG,IPFV
umiliare;<umili;e>;DEL;ar;V,IND,FUT,3,SG
umiliare;<umiliare;>;INS;rà;V,IND,FUT,3,SG
estrarre;<estra;e>;DEL;rr;V,SBJV,PST,1,PL
estrarre;<estrarre;>;INS;ssimo;V,SBJV,PST,1,PL
compiere;<comp;iere>;INS;iv;V,IND,PST,2,SG,IPFV
compiere;<compi;>;DEL;ere;V,IND,PST,2,SG,IPFV
ricoverarsi;<ricovera;i>;DEL;rs;V,IND,PST,2,SG,IPFV
ricoverarsi;<ricoverars;i>;INS;v;V,IND,PST,2,SG,IPFV
rinsanguare;<rinsangua;e>;DEL;r;V,IND,PST,2,PL,IPFV
rinsanguare;<rinsanguar;e>;INS;vat;V,IND,PST,2,PL,IPFV
assistere;<assistere;>;INS;i;V,COND,1,SG
sanare;<san;>;DEL;are;V,SBJV,PRS,2,SG
sanare;<sanare;>;INS;i;V,SBJV,PRS,2,SG
azzerare;<azzera;>;DEL;re;V.CVB,PRS
azzerare;<azzerare;>;INS;ndo;V.CVB,PRS
gloglottare;<gloglott;re>;DEL;a;V,COND,2,PL
gloglottare;<gloglotta;re>;INS;e;V,COND,2,PL
gloglottare;<gloglottar;e>;INS;est;V,COND,2,PL
tangere;<tang;>;DEL;ere;V,POS,IMP,2,SG
tangere;<tangere;>;INS;i;V,POS,IMP,2,SG
invigorire;<invigori;>;DEL;re;V,SBJV,PRS,3,SG
invigorire;<invigorire;>;INS;sca;V,SBJV,PRS,3,SG
innamorare;<innamora;>;DEL;re;V,IND,PST,2,SG,IPFV
innamorare;<innamorare;>;INS;vi;V,IND,PST,2,SG,IPFV
ospedalizzare;<ospedalizz;>;DEL;are;V,IND,PST,3,SG,PFV
ospedalizzare;<ospedalizzare;>;INS;ò;V,IND,PST,3,SG,PFV
piegare;<pieg;re>;DEL;a;V,COND,1,PL
piegare;<piega;re>;INS;he;V,COND,1,PL
piegare;<piegare;>;INS;mmo;V,COND,1,PL
formare;<form;>;DEL;are;V,POS,IMP,3,PL
formare;<formare;>;INS;ino;V,POS,IMP,3,PL
rassumere;<rassum;e>;DEL;er;V,IND,PST,2,SG,PFV
rassumere;<rassumere;>;INS;sti;V,IND,PST,2,SG,PFV
sterminare;<stermina;e>;DEL;r;V,IND,PST,2,PL,IPFV
sterminare;<sterminar;e>;INS;vat;V,IND,PST,2,PL,IPFV
incuriosirsi;<incuriosi;si>;DEL;r;V,SBJV,PRS,3,PL
incuriosirsi;<incuriosirs;>;DEL;i;V,SBJV,PRS,3,PL
incuriosirsi;<incuriosirsi;>;INS;cano;V,SBJV,PRS,3,PL
sfarinarsi;<sfarina;>;DEL;rsi;V,IND,PRS,3,PL
sfarinarsi;<sfarinarsi;>;INS;no;V,IND,PRS,3,PL
metaforizzare;<metaforizza;>;DEL;re;V,IND,PST,1,PL,IPFV
metaforizzare;<metaforizzare;>;INS;vamo;V,IND,PST,1,PL,IPFV
pavimentare;<pavimenta;re>;INS;sse;V,SBJV,PST,3,PL
pavimentare;<pavimentar;>;DEL;e;V,SBJV,PST,3,PL
pavimentare;<pavimentare;>;INS;o;V,SBJV,PST,3,PL
doppiare;<doppi;e>;DEL;ar;V,IND,FUT,2,SG
doppiare;<doppiare;>;INS;rai;V,IND,FUT,2,SG
scempiare;<scempia;e>;DEL;r;V,SBJV,PST,3,SG
scempiare;<scempiar;e>;INS;ss;V,SBJV,PST,3,SG
potabilizzare;<potabilizza;e>;DEL;r;V,SBJV,PST,2,PL
potabilizzare;<potabilizzar;e>;INS;st;V,SBJV,PST,2,PL
disintegrarsi;<disintegr;>;DEL;arsi;V,IND,FUT,1,PL
disintegrarsi;<disintegrarsi;>;INS;eremo;V,IND,FUT,1,PL
rabbonire;<rabbon;e>;DEL;ir;V.CVB,PRS
rabbonire;<rabbonire;>;INS;ndo;V.CVB,PRS
sagginare;<saggina;e>;DEL;r;V,SBJV,PST,3,SG
sagginare;<sagginar;e>;INS;ss;V,SBJV,PST,3,SG
costudire;<costudire;>;INS;bbero;V,COND,3,PL
scarnire;<scarni;e>;DEL;r;V,SBJV,PST,3,SG
scarnire;<scarnir;e>;INS;ss;V,SBJV,PST,3,SG
simulare;<simula;re>;INS;sse;V,SBJV,PST,3,PL
simulare;<simular;>;DEL;e;V,SBJV,PST,3,PL
simulare;<simulare;>;INS;o;V,SBJV,PST,3,PL
asciolvere;<asciolver;e>;INS;et;V,IND,FUT,2,PL
vellutare;<velluta;>;DEL;re;V,POS,IMP,2,SG
spogliarsi;<spogli;arsi>;INS;er;V,IND,FUT,2,SG
spogliarsi;<spoglia;i>;DEL;rs;V,IND,FUT,2,SG
girondolare;<girondola;>;DEL;re;V,IND,PST,2,SG,IPFV
girondolare;<girondolare;>;INS;vi;V,IND,PST,2,SG,IPFV
attingersi;<attinger;>;DEL;si;V,IND,FUT,3,SG
attingersi;<attingersi;>;INS;à;V,IND,FUT,3,SG
ondulare;<ondula;>;DEL;re;V,SBJV,PST,1,PL
ondulare;<ondulare;>;INS;ssimo;V,SBJV,PST,1,PL
frenarsi;<fren;>;DEL;arsi;V,COND,1,PL
frenarsi;<frenarsi;>;INS;eremmo;V,COND,1,PL
vendicare;<vendica;e>;DEL;r;V,SBJV,PST,2,PL
vendicare;<vendicar;e>;INS;st;V,SBJV,PST,2,PL
smetterla;<smett;a>;DEL;erl;V,POS,IMP,3,PL
smetterla;<smetterla;>;INS;no;V,POS,IMP,3,PL
disimpegnarsi;<disimpegn;>;DEL;arsi;V,IND,FUT,2,PL
disimpegnarsi;<disimpegnarsi;>;INS;erete;V,IND,FUT,2,PL
sgonfiare;<sgonfia;e>;DEL;r;V,SBJV,PST,2,PL
sgonfiare;<sgonfiar;e>;INS;st;V,SBJV,PST,2,PL
bastire;<bast;ire>;INS;iss;V,SBJV,PST,2,SG
bastire;<basti;>;DEL;re;V,SBJV,PST,2,SG
obliare;<oblia;e>;DEL;r;V.PTCP,PRS
obliare;<obliar;e>;INS;nt;V.PTCP,PRS
ripudiare;<ripudia;>;DEL;re;V,POS,IMP,2,SG
trasognare;<trasogn;re>;DEL;a;V,IND,FUT,1,PL
trasognare;<trasogna;re>;INS;e;V,IND,FUT,1,PL
trasognare;<trasognare;>;INS;mo;V,IND,FUT,1,PL
concedere;<conced;>;DEL;ere;V,POS,IMP,2,SG
concedere;<concedere;>;INS;i;V,POS,IMP,2,SG
reimpiantare;<reimpiant;re>;DEL;a;V,IND,FUT,2,PL
reimpiantare;<reimpianta;re>;INS;e;V,IND,FUT,2,PL
reimpiantare;<reimpiantar;e>;INS;et;V,IND,FUT,2,PL
scriversi;<scrive;i>;DEL;rs;V,IND,PST,2,SG,IPFV
scriversi;<scrivers;i>;INS;v;V,IND,PST,2,SG,IPFV
ornare;<orna;e>;DEL;r;V,SBJV,PST,3,SG
ornare;<ornar;e>;INS;ss;V,SBJV,PST,3,SG
nuclearizzare;<nuclearizz;>;DEL;are;V,IND,PRS,2,SG
nuclearizzare;<nuclearizzare;>;INS;i;V,IND,PRS,2,SG
ibridare;<ibrid;re>;DEL;a;V,COND,3,SG
ibridare;<ibrida;re>;INS;e;V,COND,3,SG
ibridare;<ibridar;e>;INS;ebb;V,COND,3,SG
mansuefarsi;<mansuefa;i>;DEL;rs;V,SBJV,PRS,2,PL
mansuefarsi;<mansuefars;i>;INS;cc;V,SBJV,PRS,2,PL
mansuefarsi;<mansuefarsi;>;INS;ate;V,SBJV,PRS,2,PL
testificare;<testifica;>;DEL;re;V,SBJV,PST,1,PL
testificare;<testificare;>;INS;ssimo;V,SBJV,PST,1,PL
addebbiare;<addebbi;re>;DEL;a;V,IND,FUT,2,PL
addebbiare;<addebbia;re>;INS;e;V,IND,FUT,2,PL
addebbiare;<addebbiar;e>;INS;et;V,IND,FUT,2,PL
smaliziare;<smalizi;e>;DEL;ar;V,IND,FUT,3,SG
smaliziare;<smaliziare;>;INS;rà;V,IND,FUT,3,SG
crucciarsi;<cruccia;>;DEL;rsi;V,IND,PST,1,SG,IPFV
crucciarsi;<crucciarsi;>;INS;vo;V,IND,PST,1,SG,IPFV
trivellare;<trivell;e>;DEL;ar;V,IND,FUT,2,SG
trivellare;<trivellare;>;INS;rai;V,IND,FUT,2,SG
smembrare;<smembra;>;DEL;re;V,POS,IMP,2,SG
carezzarsi;<carezz;i>;DEL;ars;V,SBJV,PRS,2,PL
carezzarsi;<carezzarsi;>;INS;ate;V,SBJV,PRS,2,PL
illanguidire;<illanguid;>;DEL;ire;V,IND,PST,3,SG,PFV
illanguidire;<illanguidire;>;INS;ì;V,IND,PST,3,SG,PFV
storcere;<storce;e>;DEL;r;V.PTCP,PRS
storcere;<storcer;e>;INS;nt;V.PTCP,PRS
depolverizzare;<depolverizza;>;DEL;re;V,IND,PST,1,PL,PFV
depolverizzare;<depolverizzare;>;INS;mmo;V,IND,PST,1,PL,PFV
refrangere;<refrang;>;DEL;ere;V,POS,IMP,3,SG
refrangere;<refrangere;>;INS;a;V,POS,IMP,3,SG
interpretare;<interpret;e>;DEL;ar;V,IND,FUT,2,SG
interpretare;<interpretare;>;INS;rai;V,IND,FUT,2,SG
corteare;<cortea;>;DEL;re;V,IND,PST,2,SG,IPFV
corteare;<corteare;>;INS;vi;V,IND,PST,2,SG,IPFV
addimesticare;<addimestica;>;DEL;re;V,IND,PST,3,PL,IPFV
addimesticare;<addimesticare;>;INS;vano;V,IND,PST,3,PL,IPFV
attendere;<attend;e>;DEL;er;V,IND,PST,3,SG,IPFV
attendere;<attendere;>;INS;va;V,IND,PST,3,SG,IPFV
ritorcere;<ritorc;e>;DEL;er;V,IND,PST,1,PL,PFV
ritorcere;<ritorcere;>;INS;mmo;V,IND,PST,1,PL,PFV
impuzzolentire;<impuzzolenti;>;DEL;re;V,POS,IMP,3,PL
impuzzolentire;<impuzzolentire;>;INS;scano;V,POS,IMP,3,PL
rombare;<romba;e>;DEL;r;V,SBJV,PST,3,SG
rombare;<rombar;e>;INS;ss;V,SBJV,PST,3,SG
intervistare;<intervist;are>;INS;i;V,SBJV,PRS,2,PL
intervistare;<intervista;e>;DEL;r;V,SBJV,PRS,2,PL
intervistare;<intervistar;e>;INS;t;V,SBJV,PRS,2,PL
caracollare;<caracoll;>;DEL;are;V,POS,IMP,3,SG
caracollare;<caracollare;>;INS;i;V,POS,IMP,3,SG
uccidere;<uccider;e>;INS;est;V,COND,2,PL
apporre;<appo;>;DEL;rre;V,SBJV,PRS,2,SG
apporre;<apporre;>;INS;nga;V,SBJV,PRS,2,SG
transitare;<transita;>;DEL;re;V,SBJV,PST,1,PL
transitare;<transitare;>;INS;ssimo;V,SBJV,PST,1,PL
risospendere;<risospe;ere>;DEL;nd;V,IND,PST,3,PL,PFV
risospendere;<risospend;ere>;INS;s;V,IND,PST,3,PL,PFV
risospendere;<risospender;>;DEL;e;V,IND,PST,3,PL,PFV
risospendere;<risospendere;>;INS;o;V,IND,PST,3,PL,PFV
sostantivare;<sostantiv;are>;INS;i;V,POS,IMP,1,PL
sostantivare;<sostantiva;>;DEL;re;V,POS,IMP,1,PL
sostantivare;<sostantivare;>;INS;mo;V,POS,IMP,1,PL
subirsi;<subi;si>;DEL;r;V,POS,IMP,2,SG
subirsi;<subirs;i>;INS;cit;V,POS,IMP,2,SG
appendersi;<append;>;DEL;ersi;V,IND,PRS,1,SG
appendersi;<appendersi;>;INS;o;V,IND,PRS,1,SG
inzuppare;<inzupp;are>;INS;i;V,IND,PRS,1,PL
inzuppare;<inzuppa;>;DEL;re;V,IND,PRS,1,PL
inzuppare;<inzuppare;>;INS;mo;V,IND,PRS,1,PL
confutare;<confuta;>;DEL;re;V,IND,PRS,3,SG
romanticizzare;<romanticizz;re>;DEL;a;V,COND,1,PL
romanticizzare;<romanticizza;re>;INS;e;V,COND,1,PL
romanticizzare;<romanticizzare;>;INS;mmo;V,COND,1,PL
offrire;<offri;>;DEL;re;V,SBJV,PST,1,PL
offrire;<offrire;>;INS;ssimo;V,SBJV,PST,1,PL
corrompersi;<corrompe;>;DEL;rsi;V,IND,PST,1,PL,IPFV
corrompersi;<corrompersi;>;INS;vamo;V,IND,PST,1,PL,IPFV
provenire;<proven;ire>;INS;ist;V,IND,PST,2,SG,PFV
provenire;<proveni;>;DEL;re;V,IND,PST,2,SG,PFV
impietrire;<impietrir;e>;INS;ebb;V,COND,3,SG
oscillare;<oscilla;>;DEL;re;V,IND,PRS,3,PL
oscillare;<oscillare;>;INS;no;V,IND,PRS,3,PL
contornare;<contorna;e>;DEL;r;V,POS,IMP,2,PL
contornare;<contornar;e>;INS;t;V,POS,IMP,2,PL
cazzare;<cazza;e>;DEL;r;V,IND,PST,2,PL,IPFV
cazzare;<cazzar;e>;INS;vat;V,IND,PST,2,PL,IPFV
scommettere;<scomm;ere>;DEL;ett;V,IND,PST,3,PL,PFV
scommettere;<scommett;ere>;INS;is;V,IND,PST,3,PL,PFV
scommettere;<scommetter;>;DEL;e;V,IND,PST,3,PL,PFV
scommettere;<scommettere;>;INS;o;V,IND,PST,3,PL,PFV
scafare;<scaf;e>;DEL;ar;V,IND,FUT,3,SG
scafare;<scafare;>;INS;rà;V,IND,FUT,3,SG
rincarnarsi;<rincarna;>;DEL;rsi;V,IND,PST,3,PL,IPFV
rincarnarsi;<rincarnarsi;>;INS;vano;V,IND,PST,3,PL,IPFV
riaccostare;<riaccosta;>;DEL;re;V,IND,PST,1,PL,PFV
riaccostare;<riaccostare;>;INS;mmo;V,IND,PST,1,PL,PFV
rappacificarsi;<rappacifica;i>;DEL;rs;V,POS,IMP,2,SG
rappacificarsi;<rappacificars;i>;INS;t;V,POS,IMP,2,SG
scalfirsi;<scalf;i>;DEL;irs;V,IND,PRS,2,PL
scalfirsi;<scalfirsi;>;INS;te;V,IND,PRS,2,PL
imbrattarsi;<imbratta;si>;DEL;r;V,IND,PST,2,PL,PFV
imbrattarsi;<imbrattars;>;DEL;i;V,IND,PST,2,PL,PFV
imbrattarsi;<imbrattarsi;>;INS;te;V,IND,PST,2,PL,PFV
riforgiare;<riforg;re>;DEL;ia;V,COND,3,PL
riforgiare;<riforgia;re>;INS;e;V,COND,3,PL
riforgiare;<riforgiare;>;INS;bbero;V,COND,3,PL
fermare;<ferm;e>;DEL;ar;V,IND,FUT,3,SG
fermare;<fermare;>;INS;rà;V,IND,FUT,3,SG
shakerare;<shake;re>;DEL;ra;V,IND,FUT,3,SG
shakerare;<shakerare;>;INS;rà;V,IND,FUT,3,SG
individuarsi;<individua;>;DEL;rsi;V,IND,PRS,3,SG
rinnegare;<rinnega;e>;DEL;r;V,SBJV,PST,3,SG
rinnegare;<rinnegar;e>;INS;ss;V,SBJV,PST,3,SG
schiacciarsi;<schiaccia;>;DEL;rsi;V,IND,PRS,3,PL
schiacciarsi;<schiacciarsi;>;INS;no;V,IND,PRS,3,PL
inflazionare;<inflaziona;>;DEL;re;V,IND,PST,1,SG,IPFV
inflazionare;<inflazionare;>;INS;vo;V,IND,PST,1,SG,IPFV
infeudare;<infeud;are>;INS;av;V,IND,PST,3,SG,IPFV
infeudare;<infeuda;>;DEL;re;V,IND,PST,3,SG,IPFV
intenerire;<inteneri;>;DEL;re;V.PTCP,PST
intenerire;<intenerire;>;INS;to;V.PTCP,PST
diradarsi;<dirada;>;DEL;rsi;V,IND,PRS,3,SG
sfiorare;<sfiora;>;DEL;re;V,IND,PRS,3,PL
sfiorare;<sfiorare;>;INS;no;V,IND,PRS,3,PL
infittire;<infittir;>;DEL;e;V,IND,FUT,3,SG
infittire;<infittire;>;INS;à;V,IND,FUT,3,SG
ergersi;<erger;si>;INS;e;V,COND,2,PL
ergersi;<ergers;>;DEL;i;V,COND,2,PL
ergersi;<ergersi;>;INS;te;V,COND,2,PL
costellare;<costell;>;DEL;are;V,SBJV,PRS,3,SG
costellare;<costellare;>;INS;i;V,SBJV,PRS,3,SG
piazzarsi;<piazz;rsi>;DEL;a;V,COND,2,SG
piazzarsi;<piazza;rsi>;INS;e;V,COND,2,SG
piazzarsi;<piazzar;si>;INS;e;V,COND,2,SG
piazzarsi;<piazzars;i>;INS;t;V,COND,2,SG
sussurrarsi;<sussurra;>;DEL;rsi;V,IND,PST,2,PL,IPFV
sussurrarsi;<sussurrarsi;>;INS;vate;V,IND,PST,2,PL,IPFV
stravaccarsi;<stravacca;si>;DEL;r;V,IND,PST,2,SG,PFV
stravaccarsi;<stravaccars;i>;INS;t;V,IND,PST,2,SG,PFV
addentare;<addent;>;DEL;are;V,IND,PRS,1,SG
addentare;<addentare;>;INS;o;V,IND,PRS,1,SG
spegnare;<spegna;>;DEL;re;V,IND,PST,1,PL,IPFV
spegnare;<spegnare;>;INS;vamo;V,IND,PST,1,PL,IPFV
dipanare;<dipana;e>;DEL;r;V,SBJV,PST,3,SG
dipanare;<dipanar;e>;INS;ss;V,SBJV,PST,3,SG
svigorire;<svigori;>;DEL;re;V,SBJV,PRS,3,PL
svigorire;<svigorire;>;INS;scano;V,SBJV,PRS,3,PL
ambientare;<ambienta;re>;INS;sse;V,SBJV,PST,3,PL
ambientare;<ambientar;>;DEL;e;V,SBJV,PST,3,PL
ambientare;<ambientare;>;INS;o;V,SBJV,PST,3,PL
sconfinare;<sconfin;>;DEL;are;V,POS,IMP,3,PL
sconfinare;<sconfinare;>;INS;ino;V,POS,IMP,3,PL
rodare;<roda;e>;DEL;r;V,IND,PST,2,PL,IPFV
rodare;<rodar;e>;INS;vat;V,IND,PST,2,PL,IPFV
incartocciare;<incartoccia;e>;DEL;r;V,SBJV,PST,2,PL
incartocciare;<incartocciar;e>;INS;st;V,SBJV,PST,2,PL
calafatare;<calafat;are>;INS;av;V,IND,PST,3,SG,IPFV
calafatare;<calafata;>;DEL;re;V,IND,PST,3,SG,IPFV
epicureggiare;<epicureggia;>;DEL;re;V,IND,PST,2,SG,PFV
epicureggiare;<epicureggiare;>;INS;sti;V,IND,PST,2,SG,PFV
terminare;<termin;re>;DEL;a;V,IND,FUT,1,PL
terminare;<termina;re>;INS;e;V,IND,FUT,1,PL
terminare;<terminare;>;INS;mo;V,IND,FUT,1,PL
incaparbire;<incaparbi;>;DEL;re;V,IND,PST,1,PL,PFV
incaparbire;<incaparbire;>;INS;mmo;V,IND,PST,1,PL,PFV
guarnire;<guarni;e>;DEL;r;V,IND,PRS,3,SG
guarnire;<guarnir;e>;INS;sc;V,IND,PRS,3,SG
ispezionare;<ispeziona;e>;DEL;r;V,POS,IMP,2,PL
ispezionare;<ispezionar;e>;INS;t;V,POS,IMP,2,PL
lascare;<lasca;>;DEL;re;V,IND,PST,2,SG,PFV
lascare;<lascare;>;INS;sti;V,IND,PST,2,SG,PFV
flippare;<flipp;>;DEL;are;V,IND,PST,3,SG,PFV
flippare;<flippare;>;INS;ò;V,IND,PST,3,SG,PFV
italianizzarsi;<italianizz;arsi>;INS;er;V,IND,FUT,2,SG
italianizzarsi;<italianizza;i>;DEL;rs;V,IND,FUT,2,SG
fumeggiare;<fumeggi;>;DEL;are;V,SBJV,PRS,1,SG
lacerare;<lacera;>;DEL;re;V,IND,PST,1,SG,PFV
lacerare;<lacerare;>;INS;i;V,IND,PST,1,SG,PFV
sbafare;<sbaf;e>;DEL;ar;V,IND,FUT,1,SG
sbafare;<sbafare;>;INS;rò;V,IND,FUT,1,SG
regolarizzare;<regolarizz;are>;INS;i;V,SBJV,PRS,1,PL
regolarizzare;<regolarizza;>;DEL;re;V,SBJV,PRS,1,PL
regolarizzare;<regolarizzare;>;INS;mo;V,SBJV,PRS,1,PL
raggiare;<ragg;re>;DEL;ia;V,COND,1,PL
raggiare;<raggia;re>;INS;e;V,COND,1,PL
raggiare;<raggiare;>;INS;mmo;V,COND,1,PL
diesizzare;<diesizz;re>;DEL;a;V,COND,3,SG
diesizzare;<diesizza;re>;INS;e;V,COND,3,SG
diesizzare;<diesizzar;e>;INS;ebb;V,COND,3,SG
restringersi;<restringe;>;DEL;rsi;V,IND,PST,3,SG,IPFV
restringersi;<restringersi;>;INS;va;V,IND,PST,3,SG,IPFV
rigiacere;<rigiac;>;DEL;ere;V,IND,PRS,1,SG
rigiacere;<rigiacere;>;INS;cio;V,IND,PRS,1,SG
discoprire;<discopri;re>;INS;sse;V,SBJV,PST,3,PL
discoprire;<discoprir;>;DEL;e;V,SBJV,PST,3,PL
discoprire;<discoprire;>;INS;o;V,SBJV,PST,3,PL
disconoscere;<disconosc;>;DEL;ere;V.PTCP,PST
disconoscere;<disconoscere;>;INS;iuto;V.PTCP,PST
armonizzarsi;<armonizz;i>;DEL;ars;V,POS,IMP,3,SG
elargire;<elargire;>;INS;i;V,COND,1,SG
riconvocare;<riconvoc;re>;DEL;a;V,COND,2,PL
riconvocare;<riconvoca;re>;INS;he;V,COND,2,PL
riconvocare;<riconvocar;e>;INS;est;V,COND,2,PL
coricare;<coric;>;DEL;are;V,IND,PST,3,SG,PFV
coricare;<coricare;>;INS;ò;V,IND,PST,3,SG,PFV
abbatuffolare;<abbatuffol;re>;DEL;a;V,COND,3,PL
abbatuffolare;<abbatuffola;re>;INS;e;V,COND,3,PL
abbatuffolare;<abbatuffolare;>;INS;bbero;V,COND,3,PL
accumularsi;<accumula;si>;DEL;r;V.CVB,PRS
accumularsi;<accumular;si>;INS;ndo;V.CVB,PRS
affigliare;<affigli;re>;DEL;a;V,COND,3,SG
affigliare;<affiglia;re>;INS;e;V,COND,3,SG
affigliare;<affigliar;e>;INS;ebb;V,COND,3,SG
spiegazzare;<spiegazza;>;DEL;re;V,IND,PST,1,PL,IPFV
spiegazzare;<spiegazzare;>;INS;vamo;V,IND,PST,1,PL,IPFV
sfarfallare;<sfarfalla;>;DEL;re;V,SBJV,PST,2,SG
sfarfallare;<sfarfallare;>;INS;ssi;V,SBJV,PST,2,SG
carbonizzarsi;<carbonizza;si>;DEL;r;V.CVB,PRS
carbonizzarsi;<carbonizzar;si>;INS;ndo;V.CVB,PRS
bucherellare;<bucherella;re>;INS;sse;V,SBJV,PST,3,PL
bucherellare;<bucherellar;>;DEL;e;V,SBJV,PST,3,PL
bucherellare;<bucherellare;>;INS;o;V,SBJV,PST,3,PL
ombrare;<ombra;>;DEL;re;V,IND,PRS,3,PL
ombrare;<ombrare;>;INS;no;V,IND,PRS,3,PL
cosare;<cos;re>;DEL;a;V,COND,2,PL
cosare;<cosa;re>;INS;e;V,COND,2,PL
cosare;<cosar;e>;INS;est;V,COND,2,PL
fasciarsi;<fascia;si>;DEL;r;V.CVB,PRS
fasciarsi;<fasciar;si>;INS;ndo;V.CVB,PRS
appuzzare;<appuzza;>;DEL;re;V,SBJV,PST,1,SG
appuzzare;<appuzzare;>;INS;ssi;V,SBJV,PST,1,SG
stupefarsi;<stupefar;>;DEL;si;V,COND,3,PL
stupefarsi;<stupefarsi;>;INS;ebbero;V,COND,3,PL
scaldarsi;<scald;i>;DEL;ars;V,POS,IMP,3,SG
taglieggiare;<taglieggia;>;DEL;re;V,SBJV,PRS,1,PL
taglieggiare;<taglieggiare;>;INS;mo;V,SBJV,PRS,1,PL
reimpiantare;<reimpiant;are>;INS;i;V,IND,PRS,1,PL
reimpiantare;<reimpianta;>;DEL;re;V,IND,PRS,1,PL
reimpiantare;<reimpiantare;>;INS;mo;V,IND,PRS,1,PL
invischiare;<invischia;e>;DEL;r;V,SBJV,PST,2,PL
invischiare;<invischiar;e>;INS;st;V,SBJV,PST,2,PL
capeggiare;<capegg;e>;DEL;iar;V,IND,FUT,1,SG
capeggiare;<capeggiare;>;INS;rò;V,IND,FUT,1,SG
infiorare;<infiora;>;DEL;re;V,IND,PST,1,PL,PFV
infiorare;<infiorare;>;INS;mmo;V,IND,PST,1,PL,PFV
spacciare;<spaccia;e>;DEL;r;V,IND,PST,2,PL,IPFV
spacciare;<spacciar;e>;INS;vat;V,IND,PST,2,PL,IPFV
gorgheggiare;<gorgheggi;>;DEL;are;V,SBJV,PRS,1,SG
cooperare;<cooper;are>;INS;i;V,SBJV,PRS,1,PL
cooperare;<coopera;>;DEL;re;V,SBJV,PRS,1,PL
cooperare;<cooperare;>;INS;mo;V,SBJV,PRS,1,PL
ballare;<ball;>;DEL;are;V,POS,IMP,3,PL
ballare;<ballare;>;INS;ino;V,POS,IMP,3,PL
incacchiarsi;<incacchi;arsi>;INS;er;V,IND,FUT,2,SG
incacchiarsi;<incacchia;i>;DEL;rs;V,IND,FUT,2,SG
chicchiriare;<chicchiri;>;DEL;are;V,IND,PST,3,SG,PFV
chicchiriare;<chicchiriare;>;INS;ò;V,IND,PST,3,SG,PFV
estollere;<estollere;>;INS;mmo;V,COND,1,PL
articolare;<articol;>;DEL;are;V,SBJV,PRS,2,SG
articolare;<articolare;>;INS;i;V,SBJV,PRS,2,SG
