Source;Left;Right;Operation;Object;Grammar
siollach;<siollac;h>;INS;ig;N,GEN,SG,DEF
treisigh;<treisi;h>;DEL;g;V,2,PL,FUT,IND
treisigh;<treisig;h>;INS;b;V,2,PL,FUT,IND
oileánra;<oileánra;>;INS;í;N,NOM,PL
rí-ulchabhán;<rí-ulchabhá;n>;INS;i;N,NOM,PL,DEF
troigh;<troi;h>;DEL;g;N,NOM,PL,DEF
troigh;<troig;h>;INS;t;N,NOM,PL,DEF
troigh;<troigh;>;INS;e;N,NOM,PL,DEF
mí-oiriúint;<mí-oiriú;nt>;DEL;i;N,GEN,SG,DEF
mí-oiriúint;<mí-oiriúin;>;DEL;t;N,GEN,SG,DEF
mí-oiriúint;<mí-oiriúint;>;INS;a;N,GEN,SG,DEF
léitheoir;<léitheo;r>;DEL;i;N,GEN,SG,DEF
léitheoir;<léitheoir;>;INS;a;N,GEN,SG,DEF
feirm;<feirm;>;INS;eacha;N,GEN,PL
breathnaigh;<breathna;>;DEL;igh;V,2,SG,PRS,IND
figh;<f;>;DEL;igh;V,2,SG,PRS,IND
coigistigh;<coigist;>;DEL;igh;V,AUTO,SBJV,PRS
coigistigh;<coigistigh;>;INS;ítear;V,AUTO,SBJV,PRS
léirmheastóir;<léirmheastóir;>;INS;í;N,DAT,PL
rostram;<rostra;m>;INS;i;N,VOC,SG
ráille tuáillí;<ráill; tuáillí>;DEL;e;N,DAT,PL
ráille tuáillí;<ráille; tuáillí>;INS;í;N,DAT,PL
coinnigh;<coinn;>;DEL;igh;V,3,SG,PRS,IND
fidil;<fid;l>;DEL;i;N,NOM,PL,DEF
fidil;<fidil;>;INS;eacha;N,NOM,PL,DEF
iompaigh;<iompa;>;DEL;igh;V,2:SG,SBJV,PST
iompaigh;<iompaigh;>;INS;íteá;V,2:SG,SBJV,PST
cairdinéal;<cairdiné;l>;DEL;a;N,DAT,PL
cairdinéal;<cairdinéa;l>;INS;i;N,DAT,PL
sreangshúil;<sreangshúil;>;INS;e;N,GEN,SG
ainéifeacht;<ainéifeacht;>;INS;a;N,GEN,SG,DEF
oibrigh;<oibr;igh>;INS;eoim;V,1,PL,COND
oibrigh;<oibri;>;DEL;gh;V,1,PL,COND
oibrigh;<oibrigh;>;INS;s;V,1,PL,COND
lobh;<lobh;>;INS;tar;V,AUTO,PRS,IND
beach;<beach;>;INS;a;N,DAT,PL
socheolaíocht;<s;ocheolaíocht>;INS;h;N,VOC,SG
amplóir;<ampló;r>;DEL;i;N,VOC,SG
amplóir;<amplóir;>;INS;a;N,VOC,SG
aelus;<aelus;>;INS;anna;N,DAT,PL
grúdaigh;<grúda;>;DEL;igh;V,2,SG,PRS,IND
malartaigh;<malarta;>;DEL;igh;V,2:SG,SBJV,PST
malartaigh;<malartaigh;>;INS;íteá;V,2:SG,SBJV,PST
roghnaigh;<roghna;>;DEL;igh;V,3,PL,IMP
roghnaigh;<roghnaigh;>;INS;ídís;V,3,PL,IMP
treisiú;<t;reisiú>;INS;h;N,VOC,SG
Namabach;<Namabach;>;INS;a;N,VOC,PL
tar;<;tar>;INS;thag;V,AUTO,PST,HAB,IND
tar;<ta;>;DEL;r;V,AUTO,PST,HAB,IND
tar;<tar;>;INS;í;V,AUTO,PST,HAB,IND
áibhirseoir;<áibhirseoir;>;INS;í;N,NOM,PL,DEF
céimnigh;<céimn;>;DEL;igh;V,2:SG,SBJV,PRS
lus anainn;<lus; anainn>;INS;anna;N,VOC,PL
ardrúnaíocht;<ardrúnaíocht;>;INS;a;N,GEN,SG
eanantamorfacht;<eanantamorfacht;>;INS;a;N,GEN,SG
geansaí;<geansa;>;DEL;í;N,NOM,PL,DEF
geansaí;<geansaí;>;INS;ithe;N,NOM,PL,DEF
adhaltrach;<adhaltra;h>;DEL;c;N,GEN,SG
adhaltrach;<adhaltrac;h>;INS;ig;N,GEN,SG
pingin;<p;ingin>;INS;h;N,NOM,SG,DEF
cuidigh;<cuidi;>;DEL;gh;V,V.MSDR
cuidigh;<cuidigh;>;INS;ú;V,V.MSDR
deireannach;<d;eireannach>;INS;h;ADJ,DAT,SG,FEM
lachtadh;<lachta;>;DEL;dh;N,DAT,PL,DEF
lachtadh;<lachtadh;>;INS;í;N,DAT,PL,DEF
cardagraf;<c;ardagraf>;INS;h;N,GEN,SG,DEF
cardagraf;<cardagra;f>;INS;i;N,GEN,SG,DEF
aisig;<ais;ig>;INS;eagfaim;V,1,PL,FUT,IND
aisig;<aisi;>;DEL;g;V,1,PL,FUT,IND
aisig;<aisig;>;INS;d;V,1,PL,FUT,IND
céaslaigh;<c;éaslaigh>;INS;h;V,1,SG,COND
céaslaigh;<céasl;>;DEL;aigh;V,1,SG,COND
céaslaigh;<céaslaigh;>;INS;óinn;V,1,SG,COND
astúchán;<astúchán;>;INS;a;N,VOC,PL
eagras;<eagra;s>;INS;i;N,NOM,PL
scianbhreallach;<scianbhrealla;h>;DEL;c;N,GEN,SG,DEF
scianbhreallach;<scianbhreallac;h>;INS;ig;N,GEN,SG,DEF
stobh;<stobh;>;INS;tá;V,2,SG,PST,HAB,IND
lúbáil;<lúbá;l>;DEL;i;V,1,SG,IMP
lúbáil;<lúbáil;>;INS;aim;V,1,SG,IMP
ligh;<l;>;DEL;igh;V,V.MSDR
ligh;<ligh;>;INS;í;V,V.MSDR
sabhdánach;<sabhdána;h>;DEL;c;N,GEN,SG,DEF
sabhdánach;<sabhdánac;h>;INS;ig;N,GEN,SG,DEF
abhac;<abhac;>;INS;a;N,VOC,PL
spleáchríoch;<spleáchríoch;>;INS;a;N,DAT,PL
gairmscoil;<g;airmscoil>;INS;h;N,VOC,SG
buaigh;<b;uaigh>;INS;h;V,1,PL,PST,IND
buaigh;<bua;>;DEL;igh;V,1,PL,PST,IND
buaigh;<buaigh;>;INS;mar;V,1,PL,PST,IND
cobhsaitheoir;<cobhsaitheoir;>;INS;í;N,DAT,PL,DEF
slánaigh;<s;lánaigh>;INS;h;V,3,SG,COND
slánaigh;<slán;h>;DEL;aig;V,3,SG,COND
slánaigh;<slánaig;h>;INS;ód;V,3,SG,COND
bróidnigh;<bróidn;igh>;INS;ím;V,1,PL,PRS,IND
bróidnigh;<bróidni;>;DEL;gh;V,1,PL,PRS,IND
bróidnigh;<bróidnigh;>;INS;d;V,1,PL,PRS,IND
fo-rangaigh;<fo-ran;gh>;DEL;gai;V,2,SG,FUT,IND
fo-rangaigh;<fo-rangaig;h>;INS;óid;V,2,SG,FUT,IND
áitheadóir;<áitheadóir;>;INS;í;N,DAT,PL
tiomsaigh;<tiomsa;h>;DEL;ig;V,3,SG,IMP
tiomsaigh;<tiomsaig;h>;INS;íod;V,3,SG,IMP
ceistigh;<c;eistigh>;INS;h;V,2,PL,COND
ceistigh;<ceisti;h>;DEL;g;V,2,PL,COND
ceistigh;<ceistig;h>;INS;b;V,2,PL,COND
leatosaí;<leatosa;>;DEL;í;N,VOC,PL
leatosaí;<leatosaí;>;INS;ithe;N,VOC,PL
aolaigh;<aola;igh>;INS;ím;V,1,PL,IMP
aolaigh;<aolai;>;DEL;gh;V,1,PL,IMP
aolaigh;<aolaigh;>;INS;s;V,1,PL,IMP
abhac donn;<abha;c donn>;INS;i;N,GEN,SG
abhac donn;<abhac d;onn>;INS;h;N,GEN,SG
abhac donn;<abhac do;nn>;INS;i;N,GEN,SG
troitheánaigh;<t;roitheánaigh>;INS;h;V,1,SG,PST,IND
rithim nádúrtha;<rithim; nádúrtha>;INS;e;N,GEN,SG,DEF
máistreás;<máistreás;>;INS;a;N,GEN,SG,DEF
bóna sagairt;<bóna s;agairt>;INS;h;N,GEN,SG
créam;<créam;>;INS;taí;V,AUTO,SBJV,PST
crúb na gé;<c;rúb na gé>;INS;h;N,NOM,SG,DEF
íosfhreang;<íosfhreang;>;INS;fadh;V,REL,COND
dinnéar;<dinné;r>;DEL;a;N,NOM,PL
dinnéar;<dinnéa;r>;INS;i;N,NOM,PL
cantáid;<cantáid;>;INS;í;N,DAT,PL
tuismigh;<t;uismigh>;INS;h;V,1,SG,PST,HAB,IND
tuismigh;<tuism;>;DEL;igh;V,1,SG,PST,HAB,IND
tuismigh;<tuismigh;>;INS;ínn;V,1,SG,PST,HAB,IND
garraí;<g;arraí>;INS;h;N,GEN,SG,DEF
atáirg;<atáirg;>;INS;imis;V,1,PL,PST,HAB,IND
víogaíl;<víogaí;l>;INS;o;N,GEN,SG,DEF
víogaíl;<víogaíl;>;INS;a;N,GEN,SG,DEF
aclaigh;<acla;>;DEL;igh;V,3,PL,IMP
aclaigh;<aclaigh;>;INS;ídís;V,3,PL,IMP
beirt;<beirt;>;INS;eanna;N,DAT,PL,DEF
iarnmhian;<iarnmhian;>;INS;ta;N,GEN,PL
idirleath;<idirleat;>;DEL;h;V,AUTO,PRS,IND
idirleath;<idirleath;>;INS;ar;V,AUTO,PRS,IND
aonchiallachas;<aonchiallacha;s>;INS;i;N,VOC,SG
páirteachas;<p;áirteachas>;INS;h;N,VOC,SG
páirteachas;<páirteacha;s>;INS;i;N,VOC,SG
ualach;<uala;h>;DEL;c;N,GEN,SG
ualach;<ualac;h>;INS;ig;N,GEN,SG
onóraigh;<onór;aigh>;INS;óf;V,AUTO,COND
onóraigh;<onóra;>;DEL;igh;V,AUTO,COND
onóraigh;<onóraigh;>;INS;í;V,AUTO,COND
folean;<f;olean>;INS;h;V,1,PL,PST,HAB,IND
folean;<folean;>;INS;aimis;V,1,PL,PST,HAB,IND
comhchuingigh;<c;omhchuingigh>;INS;h;V,3,SG,COND
comhchuingigh;<comhchuin;gh>;DEL;gi;V,3,SG,COND
comhchuingigh;<comhchuingig;h>;INS;eod;V,3,SG,COND
dlúthaigh;<d;lúthaigh>;INS;h;V,REL,FUT,IND
dlúthaigh;<dlúth;h>;DEL;aig;V,REL,FUT,IND
dlúthaigh;<dlúthaig;h>;INS;óid;V,REL,FUT,IND
focalbhá;<f;ocalbhá>;INS;h;N,VOC,SG
cnag;<c;nag>;INS;h;N,VOC,SG
cnag;<cna;g>;INS;i;N,VOC,SG
súgach;<s;úgach>;INS;h;N,VOC,PL
súgach;<súgach;>;INS;a;N,VOC,PL
meáneasna;<m;eáneasna>;INS;h;N,VOC,PL
meáneasna;<meáneasn;a>;INS;ach;N,VOC,PL
bracfhungas;<bracfhunga;s>;INS;i;N,NOM,PL
cainteoir;<cainteoir;>;INS;í;N,GEN,PL
col;<col;>;INS;anna;N,NOM,PL,DEF
cimigh;<cimi;>;DEL;gh;V,3,PL,SBJV,PRS
cimigh;<cimigh;>;INS;ad;V,3,PL,SBJV,PRS
Marxachas;<Marxacha;s>;INS;i;N,GEN,SG
heitreatrófach;<heitreatrófa;h>;DEL;c;N,GEN,SG,DEF
heitreatrófach;<heitreatrófac;h>;INS;ig;N,GEN,SG,DEF
díthiomsaigh;<díthiomsa;>;DEL;igh;V,AUTO,PRS,IND
díthiomsaigh;<díthiomsaigh;>;INS;ítear;V,AUTO,PRS,IND
sagart;<s;agart>;INS;h;N,VOC,PL
sagart;<sagart;>;INS;a;N,VOC,PL
línigh;<lín;>;DEL;igh;V,3,SG,SBJV,PRS
failligh;<f;ailligh>;INS;h;V,2,SG,PST,IND
banscríbhneoir;<banscríbhneo;r>;DEL;i;N,GEN,SG
banscríbhneoir;<banscríbhneoir;>;INS;a;N,GEN,SG
gár;<g;ár>;INS;h;N,VOC,PL
gár;<gár;>;INS;a;N,VOC,PL
seicheamh;<s;eicheamh>;INS;h;N,VOC,SG
seicheamh;<seich;mh>;DEL;ea;N,VOC,SG
seicheamh;<seichea;mh>;INS;i;N,VOC,SG
aibidil;<aibidil;>;INS;í;N,DAT,PL,DEF
coinín;<coinín;>;INS;í;N,GEN,PL
aom;<aom;>;INS;adh;V,AUTO,PST,IND
ga-shiméadracht;<ga-shiméadracht;>;INS;aí;N,DAT,PL,DEF
gearr-radharc;<g;earr-radharc>;INS;h;N,GEN,SG,DEF
gearr-radharc;<gearr-radha;rc>;INS;i;N,GEN,SG,DEF
uisceshaothrú;<uisceshaothr;>;DEL;ú;N,GEN,SG,DEF
uisceshaothrú;<uisceshaothrú;>;INS;aithe;N,GEN,SG,DEF
halmadóir;<halmadóir;>;INS;í;N,DAT,PL,DEF
Anglacánach;<Anglacána;h>;DEL;c;N,GEN,SG,DEF
Anglacánach;<Anglacánac;h>;INS;ig;N,GEN,SG,DEF
paidir;<paid;r>;DEL;i;N,DAT,PL,DEF
paidir;<paidir;>;INS;eacha;N,DAT,PL,DEF
dí-adhlaic;<d;í-adhlaic>;INS;h;V,REL,FUT,IND
dí-adhlaic;<dí-adhla;c>;DEL;i;V,REL,FUT,IND
dí-adhlaic;<dí-adhlaic;>;INS;faidh;V,REL,FUT,IND
cróineolaí;<cróineola;>;DEL;í;N,NOM,PL
cróineolaí;<cróineolaí;>;INS;ithe;N,NOM,PL
ceil;<ceil;>;INS;imid;V,1,PL,PRS,IND
diúraic;<d;iúraic>;INS;h;V,1,PL,PST,IND
diúraic;<diúra;c>;DEL;i;V,1,PL,PST,IND
diúraic;<diúraic;>;INS;amar;V,1,PL,PST,IND
neifrít;<neifrít;>;INS;e;N,GEN,SG,DEF
cóirigh;<c;óirigh>;INS;h;V,1,SG,COND
cóirigh;<cóir;igh>;INS;eo;V,1,SG,COND
cóirigh;<cóiri;>;DEL;gh;V,1,SG,COND
cóirigh;<cóirigh;>;INS;nn;V,1,SG,COND
promh;<p;romh>;INS;h;V,3,SG,PST,IND
buachaill tí;<buachaill; tí>;INS;í;N,GEN,PL
mír;<m;ír>;INS;h;N,VOC,PL
mír;<mír;>;INS;eanna;N,VOC,PL
eachtardhomhandach;<eachtardhomhanda;h>;DEL;c;N,NOM,PL,DEF
eachtardhomhandach;<eachtardhomhandac;h>;INS;ig;N,NOM,PL,DEF
snigh;<s;nigh>;INS;hnín;V,1,SG,PST,HAB,IND
snigh;<sn;>;DEL;igh;V,1,SG,PST,HAB,IND
scéal;<scéal;>;INS;ta;N,NOM,PL,DEF
beachaireacht;<b;eachaireacht>;INS;h;N,VOC,SG
imlíne;<imlín;e>;INS;t;N,GEN,PL
bairín;<b;airín>;INS;h;N,VOC,PL
bairín;<bairín;>;INS;í;N,VOC,PL
sobalchlár;<sobalchlá;r>;INS;i;N,DAT,PL,DEF
creath;<c;reath>;INS;h;V,1,PL,PST,HAB,IND
creath;<creath;>;INS;aimis;V,1,PL,PST,HAB,IND
feistigh;<feist;igh>;INS;eo;V,1,SG,FUT,IND
feistigh;<feisti;h>;DEL;g;V,1,SG,FUT,IND
feistigh;<feistig;h>;INS;d;V,1,SG,FUT,IND
gníomhaíocht;<gníomhaíocht;>;INS;a;N,GEN,SG
greamachán;<greamachá;n>;INS;i;N,NOM,PL
éignigh;<éign;>;DEL;igh;V,1,SG,SBJV,PRS
minicigh;<minic;igh>;INS;ím;V,1,PL,PRS,IND
minicigh;<minici;>;DEL;gh;V,1,PL,PRS,IND
minicigh;<minicigh;>;INS;d;V,1,PL,PRS,IND
colún;<colú;n>;INS;i;N,GEN,SG
sinsear;<sins;r>;DEL;ea;N,GEN,SG,DEF
sinsear;<sinsea;r>;INS;i;N,GEN,SG,DEF
loscann;<losca;nn>;INS;i;N,GEN,SG,DEF
seargán;<s;eargán>;INS;h;N,VOC,PL
seargán;<seargán;>;INS;a;N,VOC,PL
éagothromaigh;<éagothrom;h>;DEL;aig;V,REL,FUT,IND
éagothromaigh;<éagothromaig;h>;INS;óid;V,REL,FUT,IND
cuidigh;<cuid;>;DEL;igh;V,1,SG,SBJV,PST
cuidigh;<cuidigh;>;INS;ínn;V,1,SG,SBJV,PST
dátaigh;<dáta;h>;DEL;ig;V,3,SG,IMP
dátaigh;<dátaig;h>;INS;íod;V,3,SG,IMP
urghabh;<urghabh;>;INS;faidís;V,3,PL,COND
onóraigh;<onór;h>;DEL;aig;V,3,SG,COND
onóraigh;<onóraig;h>;INS;ód;V,3,SG,COND
maorlathas;<maorlatha;s>;INS;i;N,NOM,PL
asal;<asal;>;INS;a;N,VOC,PL
léana;<léan;a>;INS;t;N,NOM,PL
físeán;<físeá;n>;INS;i;N,NOM,PL,DEF
cruth;<cruth;>;INS;anna;N,DAT,PL,DEF
nathair;<nath;r>;DEL;ai;N,GEN,SG
nathair;<nathair;>;INS;ach;N,GEN,SG
fíon geal;<fíon; geal>;INS;a;N,GEN,SG
fíon geal;<fíon g;l>;DEL;ea;N,GEN,SG
fíon geal;<fíon gea;l>;INS;hi;N,GEN,SG
tionchascóir;<tionchascó;r>;DEL;i;N,GEN,SG
tionchascóir;<tionchascóir;>;INS;a;N,GEN,SG
bolgán;<bolgá;n>;INS;i;N,NOM,PL,DEF
ceartaigh;<cearta;>;DEL;igh;V,3,PL,IMP
ceartaigh;<ceartaigh;>;INS;ídís;V,3,PL,IMP
éascaigh;<éasca;igh>;INS;ím;V,1,PL,PRS,IND
éascaigh;<éascai;>;DEL;gh;V,1,PL,PRS,IND
éascaigh;<éascaigh;>;INS;d;V,1,PL,PRS,IND
cónra;<cónra;>;INS;í;N,DAT,PL
spéirbhruinneall;<spéirbhruinneall;>;INS;a;N,DAT,PL
ardmháta;<ardmháta;>;INS;í;N,VOC,PL
leasrí;<leasrí;>;INS;the;N,DAT,PL,DEF
smaoinigh;<smaoin;igh>;INS;ím;V,1,PL,PRS,IND
smaoinigh;<smaoini;>;DEL;gh;V,1,PL,PRS,IND
smaoinigh;<smaoinigh;>;INS;d;V,1,PL,PRS,IND
peil;<peil;>;INS;eanna;N,NOM,PL,DEF
sacannán;<sacanná;n>;INS;i;N,GEN,SG,DEF
dínasc;<dínasc;>;INS;aidís;V,3,PL,SBJV,PST
brus;<b;rus>;INS;h;N,GEN,SG,DEF
brus;<bru;s>;INS;i;N,GEN,SG,DEF
xileos;<xileo;s>;INS;i;N,GEN,SG,DEF
tráthchlár;<tráthchlá;r>;INS;i;N,DAT,PL,DEF
dathaigh;<dathai;>;DEL;gh;V,3,PL,SBJV,PRS
dathaigh;<dathaigh;>;INS;ad;V,3,PL,SBJV,PRS
ceil;<c;eil>;INS;h;V,1,SG,PST,IND
leastar;<leasta;r>;INS;i;N,DAT,PL
Protastúnachas;<P;rotastúnachas>;INS;h;N,GEN,SG,DEF
Protastúnachas;<Protastúnacha;s>;INS;i;N,GEN,SG,DEF
breathnaigh;<breathn;h>;DEL;aig;V,3,SG,FUT,IND
breathnaigh;<breathnaig;h>;INS;óid;V,3,SG,FUT,IND
failp;<f;ailp>;INS;h;N,VOC,SG
samhlaigh;<samhla;>;DEL;igh;V,2,PL,IMP
samhlaigh;<samhlaigh;>;INS;ígí;V,2,PL,IMP
bráisléad;<bráislé;d>;DEL;a;N,DAT,PL,DEF
bráisléad;<bráisléa;d>;INS;i;N,DAT,PL,DEF
siúil;<siú;l>;DEL;i;V,1,PL,FUT,IND
siúil;<siúil;>;INS;faimid;V,1,PL,FUT,IND
caith;<c;aith>;INS;h;V,1,PL,PST,IND
caith;<caith;>;INS;eamar;V,1,PL,PST,IND
barántaigh;<barántai;h>;DEL;g;V,2,PL,PRS,IND
barántaigh;<barántaig;h>;INS;b;V,2,PL,PRS,IND
banfháidh;<banfhái;h>;DEL;d;N,DAT,PL,DEF
banfháidh;<banfháid;h>;INS;t;N,DAT,PL,DEF
banfháidh;<banfháidh;>;INS;e;N,DAT,PL,DEF
iseabar;<iseaba;r>;INS;i;N,NOM,PL,DEF
ardtalamh;<ardta;lamh>;INS;i;N,NOM,PL
ardtalamh;<ardtal;>;DEL;amh;N,NOM,PL
ardtalamh;<ardtalamh;>;INS;te;N,NOM,PL
tar;<t;ar>;INS;iocf;V,AUTO,FUT,IND
fásáil;<;>;DEL;fásáil;N,NOM,SG
fásáil;<fásáil;>;INS;present;N,NOM,SG
droim;<dro;m>;DEL;i;N,NOM,PL,DEF
droim;<droim;>;INS;anna;N,NOM,PL,DEF
aclaigh;<acla;h>;DEL;ig;V,3,SG,PST,HAB,IND
aclaigh;<aclaig;h>;INS;íod;V,3,SG,PST,HAB,IND
Gall;<G;all>;INS;h;N,GEN,SG,DEF
Gall;<Ga;ll>;INS;i;N,GEN,SG,DEF
Aithneach;<Aithn;h>;DEL;eac;N,GEN,SG,DEF
Aithneach;<Aithneac;h>;INS;ig;N,GEN,SG,DEF
fan;<fan;>;INS;taí;V,AUTO,SBJV,PST
corraigh;<corra;>;DEL;igh;V,3,SG,SBJV,PRS
forbhreathnú;<f;orbhreathnú>;INS;h;N,VOC,SG
babán;<babá;n>;INS;i;N,NOM,PL,DEF
geac;<g;eac>;INS;h;N,VOC,SG
pioc;<p;ioc>;INS;h;V,2,SG,COND
pioc;<pioc;>;INS;fá;V,2,SG,COND
cruinnigh;<c;ruinnigh>;INS;h;V,2,PL,PST,HAB,IND
cruinnigh;<cruinni;h>;DEL;g;V,2,PL,PST,HAB,IND
cruinnigh;<cruinnig;h>;INS;b;V,2,PL,PST,HAB,IND
tubaiste;<tubaist;>;DEL;e;N,DAT,PL
tubaiste;<tubaiste;>;INS;í;N,DAT,PL
eagarthóir;<eagarthó;r>;DEL;i;N,GEN,SG
eagarthóir;<eagarthóir;>;INS;a;N,GEN,SG
réadaigh;<réada;>;DEL;igh;V,3,PL,SBJV,PST
réadaigh;<réadaigh;>;INS;ídís;V,3,PL,SBJV,PST
ton;<to;n>;INS;i;N,NOM,PL,DEF
mórchríoch;<mórchrí;ch>;DEL;o;N,GEN,SG
mórchríoch;<mórchríoch;>;INS;e;N,GEN,SG
aeroiriúnaigh;<aeroiriúnai;>;DEL;gh;V,3,PL,PRS,IND
aeroiriúnaigh;<aeroiriúnaigh;>;INS;ad;V,3,PL,PRS,IND
ablálaí;<ablála;>;DEL;í;N,NOM,PL
ablálaí;<ablálaí;>;INS;ithe;N,NOM,PL
éagnaigh;<éagna;>;DEL;igh;V,1,SG,SBJV,PST
éagnaigh;<éagnaigh;>;INS;ínn;V,1,SG,SBJV,PST
inteachán;<inteachá;n>;INS;i;N,VOC,SG
réaltóg;<réaltó;g>;INS;i;N,GEN,SG
réaltóg;<réaltóg;>;INS;e;N,GEN,SG
bacóireacht;<b;acóireacht>;INS;h;N,NOM,SG,DEF
tochais;<tocha;s>;DEL;i;V,3,PL,PRS,IND
speal;<speal;>;INS;a;N,VOC,PL
comhdhlúthaigh;<c;omhdhlúthaigh>;INS;h;V,2,PL,PST,IND
beachadóir;<b;eachadóir>;INS;h;N,GEN,SG,DEF
beachadóir;<beachadó;r>;DEL;i;N,GEN,SG,DEF
beachadóir;<beachadóir;>;INS;a;N,GEN,SG,DEF
suigh;<s;uigh>;INS;h;V,2,SG,PST,HAB,IND
suigh;<sui;>;DEL;gh;V,2,SG,PST,HAB,IND
suigh;<suigh;>;INS;teá;V,2,SG,PST,HAB,IND
Eabhrach;<Eabhrach;>;INS;a;ADJ,GEN,PL,STRONG
ailm;<ailm;>;INS;í;N,DAT,PL,DEF
bainistíocht;<b;ainistíocht>;INS;h;N,VOC,SG
fabhtcheartaigh;<fabhtchearta;>;DEL;igh;V,3,SG,SBJV,PRS
bithshrianadh;<bithshrian;adh>;INS;t;N,NOM,PL,DEF
bithshrianadh;<bithshriana;>;DEL;dh;N,NOM,PL,DEF
bithshrianadh;<bithshrianadh;>;INS;í;N,NOM,PL,DEF
mór-ais;<mór-ais;>;INS;eanna;N,DAT,PL,DEF
fo-bhrat;<fo-bhra;t>;INS;i;N,NOM,PL,DEF
íoladhraitheoir;<íoladhraitheoir;>;INS;í;N,NOM,PL
cóirigh;<c;óirigh>;INS;h;V,3,PL,PST,IND
gairneoir;<gairneoir;>;INS;í;N,GEN,PL
céaslaigh;<céaslai;h>;DEL;g;V,V.PTCP,PST
céaslaigh;<céaslaig;h>;INS;t;V,V.PTCP,PST
céaslaigh;<céaslaigh;>;INS;e;V,V.PTCP,PST
éadan;<éada;n>;INS;i;N,DAT,PL,DEF
suipéar;<suipé;r>;DEL;a;N,NOM,PL,DEF
