Source;Left;Right;Operation;Object;Grammar
sadama;<sadama;>;INS;sid;V,ACT,PST,POS,IND,2,SG
lebama;<leb;a>;DEL;am;V,PASS,PRS,PRF,POS,QUOT
lebama;<lebama;>;INS;tud;V,PASS,PRS,PRF,POS,QUOT
vares;<vares;>;INS;tel;N,AT+ESS,PL
nutma;<nut;>;DEL;ma;V,ACT,PRS,PRF,POS,IND,3,PL
nutma;<nutma;>;INS;nud;V,ACT,PRS,PRF,POS,IND,3,PL
lebama;<leb;a>;DEL;am;V,ACT,PRS,PRF,NEG,QUOT
lebama;<lebama;>;INS;nudp;V,ACT,PRS,PRF,NEG,QUOT
hüppama;<hüp;a>;DEL;pam;V,ACT,PRS,POS,IMP,3,PL
hüppama;<hüppama;>;INS;ku;V,ACT,PRS,POS,IMP,3,PL
harjutus;<harjutus;>;INS;test;N,IN+ABL,PL
ratsu;<ratsu;>;INS;na;N,FRML,SG
protsessor;<protsessor;>;INS;id;N,ACC,PL
kasutama;<kasut;a>;DEL;am;V,ACT,PRS,PRF,POS,COND,3,SG
kasutama;<kasutama;>;INS;nud;V,ACT,PRS,PRF,POS,COND,3,SG
arvama;<arv;a>;DEL;am;V,ACT,PRS,POS,COND,2,PL
arvama;<arvama;>;INS;ksite;V,ACT,PRS,POS,COND,2,PL
joodik;<joodik;>;INS;u;N,ACC,SG
ajama;<ajam;>;DEL;a;V,ACT,PRS,POS,IND,1,PL
ajama;<ajama;>;INS;e;V,ACT,PRS,POS,IND,1,PL
tüdruk;<tüdruk;>;INS;utena;N,FRML,PL
statistika;<statistika;>;INS;tel;N,AT+ESS,PL
naasma;<naas;>;DEL;ma;V,ACT,PRS,POS,COND,2,PL
naasma;<naasma;>;INS;eksite;V,ACT,PRS,POS,COND,2,PL
otsetabamus;<otsetabamus;>;INS;ele;N,AT+ALL,SG
luterlane;<luterla;ne>;INS;se;N,TERM,SG
luterlane;<luterlan;>;DEL;e;N,TERM,SG
luterlane;<luterlane;>;INS;i;N,TERM,SG
kaevur;<kaevur;>;INS;i;N,GEN,SG
murdma;<mur;dma>;INS;retu;V,PASS,PRS,PRF,NEG,QUOT
murdma;<murd;>;DEL;ma;V,PASS,PRS,PRF,NEG,QUOT
murdma;<murdma;>;INS;p;V,PASS,PRS,PRF,NEG,QUOT
narkar;<narkar;>;INS;iteks;N,TRANS,PL
ostma;<ost;a>;DEL;m;V,ACT,PRS,POS,COND,1,PL
ostma;<ostma;>;INS;ksime;V,ACT,PRS,POS,COND,1,PL
elav;<elav;>;INS;ad;N,ACC,PL
küsimus;<küsimus;>;INS;ena;N,FRML,SG
vandenõu;<vandenõu;>;INS;ta;N,PRIV,SG
vanaadium;<vanaadium;>;INS;dest;N,IN+ABL,PL
armastama;<armasta;a>;DEL;m;V,PASS,PRS,POS,IMP
armastama;<armastam;a>;INS;t;V,PASS,PRS,POS,IMP
armastama;<armastama;>;INS;gu;V,PASS,PRS,POS,IMP
liblikas;<liblik;as>;INS;ag;N,COM,SG
liblikas;<liblika;>;DEL;s;N,COM,SG
nussima;<nussi;>;DEL;ma;V,ACT,PRS,PRF,POS,COND,2,PL
nussima;<nussima;>;INS;nud;V,ACT,PRS,PRF,POS,COND,2,PL
soovima;<soovi;>;DEL;ma;V,ACT,PRS,PRF,POS,COND,1,SG
soovima;<soovima;>;INS;nud;V,ACT,PRS,PRF,POS,COND,1,SG
oksendama;<oksend;a>;DEL;am;V,PASS,PST,NEG,IND
oksendama;<oksendama;>;INS;tud;V,PASS,PST,NEG,IND
hirmuma;<hirmu;a>;DEL;m;V,PASS,PRS,POS,COND
hirmuma;<hirmum;a>;INS;t;V,PASS,PRS,POS,COND
hirmuma;<hirmuma;>;INS;ks;V,PASS,PRS,POS,COND
armuma;<armu;>;DEL;ma;V,ACT,PRS,PRF,POS,COND,1,PL
armuma;<armuma;>;INS;nud;V,ACT,PRS,PRF,POS,COND,1,PL
valetaja;<valetaja;>;INS;s;N,IN+ESS,SG
vibutama;<vibut;a>;DEL;am;V,ACT,PRS,PRF,POS,COND,1,SG
vibutama;<vibutama;>;INS;nud;V,ACT,PRS,PRF,POS,COND,1,SG
liivatee;<liivatee;>;INS;des;N,IN+ESS,PL
sõnaraamat;<sõnaraamat;>;INS;uga;N,COM,SG
vibutama;<vibut;a>;DEL;am;V,ACT,PRS,POS,COND,3,SG
vibutama;<vibutama;>;INS;ks;V,ACT,PRS,POS,COND,3,SG
keiser;<keis;r>;DEL;e;N,COM,PL
keiser;<keiser;>;INS;itega;N,COM,PL
hüüdma;<hüü;dma>;INS;dnu;V,ACT,PRS,PRF,POS,COND,3,SG
hüüdma;<hüüd;>;DEL;ma;V,ACT,PRS,PRF,POS,COND,3,SG
vihik;<vihik;>;INS;uks;N,TRANS,SG
pürgima;<pürgi;>;DEL;ma;V,ACT,PST,POS,IND,2,PL
pürgima;<pürgima;>;INS;site;V,ACT,PST,POS,IND,2,PL
külastama;<külast;a>;DEL;am;V,PASS,PRS,PRF,POS,IND
külastama;<külastama;>;INS;tud;V,PASS,PRS,PRF,POS,IND
ehitama;<ehit;a>;DEL;am;V,ACT,PRS,POS,COND,2,SG
ehitama;<ehitama;>;INS;ksid;V,ACT,PRS,POS,COND,2,SG
tanner;<tan;r>;DEL;ne;N,AT+ABL,SG
tanner;<tanne;r>;INS;d;N,AT+ABL,SG
tanner;<tanner;>;INS;ilt;N,AT+ABL,SG
sahkluu;<sahkluu;>;INS;des;N,IN+ESS,PL
ootama;<oota;a>;DEL;m;V,ACT,PRS,NEG,QUOT
ootama;<ootam;a>;INS;v;V,ACT,PRS,NEG,QUOT
ootama;<ootama;>;INS;t;V,ACT,PRS,NEG,QUOT
kuklaluu;<kuklaluu;>;INS;ga;N,COM,SG
katma;<kat;a>;DEL;m;V,ACT,PRS,POS,IND,1,SG
katma;<katma;>;INS;n;V,ACT,PRS,POS,IND,1,SG
rehekuu;<rehekuu;>;INS;ks;N,TRANS,SG
muretsema;<muretse;>;DEL;ma;V,ACT,PST,POS,IND,2,SG
muretsema;<muretsema;>;INS;sid;V,ACT,PST,POS,IND,2,SG
jaapanlane;<jaapanla;e>;DEL;n;N,COM,SG
jaapanlane;<jaapanlan;e>;INS;s;N,COM,SG
jaapanlane;<jaapanlane;>;INS;ga;N,COM,SG
kaarik;<kaarik;>;INS;ut;N,PRT,SG
lükkama;<lük;a>;DEL;kam;V,ACT,PRS,PRF,POS,IND,1,PL
lükkama;<lükkama;>;INS;nud;V,ACT,PRS,PRF,POS,IND,1,PL
kallas;<kallas;>;INS;test;N,IN+ABL,PL
ekvaator;<ekvaator;>;INS;iteks;N,TRANS,PL
õunapuu;<õunapuu;>;INS;ks;N,TRANS,SG
kindel;<kind;el>;INS;latess;N,IN+ALL,PL
kindel;<kinde;>;DEL;l;N,IN+ALL,PL
kuulutama;<kuulut;a>;DEL;am;V,ACT,PRS,NEG,IMP,2,SG
tulek;<tulek;>;INS;u;N,GEN,SG
teadma;<tead;>;DEL;ma;V,ACT,PRS,NEG,IMP,3,SG
teadma;<teadma;>;INS;ku;V,ACT,PRS,NEG,IMP,3,SG
tahtma;<tah;a>;DEL;tm;V,ACT,PRS,NEG,IND
põrand;<põrand;>;INS;ast;N,IN+ABL,SG
jääma;<jää;>;DEL;ma;V,ACT,PRS,POS,IMP,3,PL
jääma;<jääma;>;INS;gu;V,ACT,PRS,POS,IMP,3,PL
liibuma;<liibu;>;DEL;ma;V,ACT,PRS,PRF,POS,IND,2,PL
liibuma;<liibuma;>;INS;nud;V,ACT,PRS,PRF,POS,IND,2,PL
hüvitama;<hüvit;a>;DEL;am;V,PASS,PST,NEG,IND
hüvitama;<hüvitama;>;INS;tud;V,PASS,PST,NEG,IND
ehitama;<ehit;a>;DEL;am;V,ACT,PRS,PRF,POS,COND,3,PL
ehitama;<ehitama;>;INS;nud;V,ACT,PRS,PRF,POS,COND,3,PL
teietama;<teiet;a>;DEL;am;V,ACT,PRS,NEG,IMP,3,SG
teietama;<teietama;>;INS;gu;V,ACT,PRS,NEG,IMP,3,SG
jäätuma;<jäätu;>;DEL;ma;V.PTCP,ACT,PST
jäätuma;<jäätuma;>;INS;nud;V.PTCP,ACT,PST
oletama;<olet;a>;DEL;am;V,ACT,PRS,POS,COND,3,SG
oletama;<oletama;>;INS;ks;V,ACT,PRS,POS,COND,3,SG
sigar;<sigar;>;INS;ita;N,PRIV,SG
arvama;<arv;a>;DEL;am;V,ACT,PRS,PRF,POS,COND,2,SG
arvama;<arvama;>;INS;nud;V,ACT,PRS,PRF,POS,COND,2,SG
petma;<pet;>;DEL;ma;V,ACT,PRS,PRF,NEG,QUOT
petma;<petma;>;INS;nudp;V,ACT,PRS,PRF,NEG,QUOT
karihiir;<karihiir;>;INS;tesse;N,IN+ALL,PL
rahvas;<rahva;s>;INS;k;N,TRANS,SG
nägema;<nä;ema>;DEL;g;V,ACT,PRS,POS,IND,2,PL
nägema;<näg;ema>;INS;et;V,ACT,PRS,POS,IND,2,PL
nägema;<näge;>;DEL;ma;V,ACT,PRS,POS,IND,2,PL
kaevama;<kaev;a>;DEL;am;V.PTCP,PASS,PST
kaevama;<kaevama;>;INS;tud;V.PTCP,PASS,PST
higistama;<higista;ma>;INS;ksi;V,ACT,PRS,POS,COND,1,PL
higistama;<higistam;>;DEL;a;V,ACT,PRS,POS,COND,1,PL
higistama;<higistama;>;INS;e;V,ACT,PRS,POS,COND,1,PL
eine;<eine;>;INS;tel;N,AT+ESS,PL
lintšima;<lintši;a>;DEL;m;V,ACT,PRS,POS,QUOT
lintšima;<lintšim;a>;INS;v;V,ACT,PRS,POS,QUOT
lintšima;<lintšima;>;INS;t;V,ACT,PRS,POS,QUOT
sirel;<sirel;>;INS;ile;N,AT+ALL,SG
avama;<av;a>;DEL;am;V,ACT,PRS,PRF,POS,IND,1,PL
avama;<avama;>;INS;nud;V,ACT,PRS,PRF,POS,IND,1,PL
keeleteadus;<keeleteadus;>;INS;teta;N,PRIV,PL
keerama;<keera;a>;DEL;m;V,PASS,PRS,POS,QUOT
keerama;<keeram;a>;INS;tav;V,PASS,PRS,POS,QUOT
keerama;<keerama;>;INS;t;V,PASS,PRS,POS,QUOT
kuurium;<kuurium;>;INS;desse;N,IN+ALL,PL
faasan;<faasan;>;INS;ites;N,IN+ESS,PL
samaarium;<samaarium;>;INS;des;N,IN+ESS,PL
mihklikuu;<mihklikuu;>;INS;ni;N,TERM,SG
hallitama;<hallit;a>;DEL;am;V,ACT,PST,PRF,NEG,IND
hallitama;<hallitama;>;INS;nudp;V,ACT,PST,PRF,NEG,IND
käsitlus;<käsitlus;>;INS;ele;N,AT+ALL,SG
moslem;<moslem;>;INS;itesse;N,IN+ALL,PL
märkima;<mär;kima>;INS;gi;V,ACT,PRS,POS,COND,3,SG
märkima;<märk;>;DEL;ima;V,ACT,PRS,POS,COND,3,SG
märkima;<märkima;>;INS;s;V,ACT,PRS,POS,COND,3,SG
riietumine;<riietumi;e>;DEL;n;N,AT+ALL,SG
riietumine;<riietumin;e>;INS;sel;N,AT+ALL,SG
arutelu;<arutelu;>;INS;na;N,FRML,SG
susi;<s;>;DEL;usi;N,COM,SG
susi;<susi;>;INS;oega;N,COM,SG
akvaarium;<akvaarium;>;INS;deni;N,TERM,PL
künnis;<künnis;>;INS;t;N,PRT,SG
purema;<pure;>;DEL;ma;V,ACT,PRS,PRF,POS,COND,1,SG
purema;<purema;>;INS;nud;V,ACT,PRS,PRF,POS,COND,1,SG
maasikas;<maasika;>;DEL;s;N,PRT,SG
maasikas;<maasikas;>;INS;t;N,PRT,SG
liibuma;<liibu;a>;DEL;m;V,ACT,PRS,POS,IND,3,PL
liibuma;<liibum;a>;INS;v;V,ACT,PRS,POS,IND,3,PL
liibuma;<liibuma;>;INS;d;V,ACT,PRS,POS,IND,3,PL
õhtu;<õhtu;>;INS;id;N,PRT,PL
korter;<korter;>;INS;itelt;N,AT+ABL,PL
lõikuskuu;<lõikuskuu;>;INS;deta;N,PRIV,PL
läbistama;<läbist;a>;DEL;am;V,ACT,PRS,PRF,NEG,IMP,PL
läbistama;<läbistama;>;INS;nud;V,ACT,PRS,PRF,NEG,IMP,PL
peenar;<peenar;>;INS;deni;N,TERM,PL
traktor;<traktor;>;INS;iteta;N,PRIV,PL
nussima;<nussi;a>;DEL;m;V,ACT,PRS,NEG,QUOT
nussima;<nussim;a>;INS;v;V,ACT,PRS,NEG,QUOT
nussima;<nussima;>;INS;t;V,ACT,PRS,NEG,QUOT
seesütlev;<seesütlev;>;INS;as;N,IN+ESS,SG
luterlane;<luterla;e>;DEL;n;N,IN+ABL,PL
luterlane;<luterlan;e>;INS;st;N,IN+ABL,PL
luterlane;<luterlane;>;INS;st;N,IN+ABL,PL
muutma;<muut;>;DEL;ma;V.PTCP,ACT,PRS
muutma;<muutma;>;INS;ev;V.PTCP,ACT,PRS
märkima;<märki;>;DEL;ma;V,ACT,PRS,PRF,NEG,IMP,SG
märkima;<märkima;>;INS;nud;V,ACT,PRS,PRF,NEG,IMP,SG
terbium;<terbium;>;INS;iks;N,TRANS,SG
kabel;<kabel;>;INS;id;N,NOM,PL
vaikus;<vaikus;>;INS;e;N,GEN,SG
käskima;<käski;>;DEL;ma;V,ACT,PRS,PRF,POS,IND,2,PL
käskima;<käskima;>;INS;nud;V,ACT,PRS,PRF,POS,IND,2,PL
kohin;<kohin;>;INS;ast;N,IN+ABL,SG
algama;<al;a>;DEL;gam;V,ACT,PRS,PRF,NEG,IMP,SG
algama;<algama;>;INS;nud;V,ACT,PRS,PRF,NEG,IMP,SG
kaarik;<kaarik;>;INS;uga;N,COM,SG
raadium;<raadium;>;INS;ini;N,TERM,SG
kaevur;<kaevur;>;INS;ini;N,TERM,SG
kõndima;<kõndi;>;DEL;ma;V,ACT,PRS,PRF,POS,COND,1,SG
kõndima;<kõndima;>;INS;nud;V,ACT,PRS,PRF,POS,COND,1,SG
šotlane;<šotla;e>;DEL;n;N,COM,SG
šotlane;<šotlan;e>;INS;s;N,COM,SG
šotlane;<šotlane;>;INS;ga;N,COM,SG
joodik;<joodik;>;INS;uid;N,PRT,PL
külastama;<külast;a>;DEL;am;V,PASS,PRS,PRF,NEG,IND
külastama;<külastama;>;INS;tudp;V,PASS,PRS,PRF,NEG,IND
loendama;<loend;a>;DEL;am;V,PASS,PRS,PRF,POS,QUOT
loendama;<loendama;>;INS;tud;V,PASS,PRS,PRF,POS,QUOT
viitsima;<viitsi;>;DEL;ma;V.PTCP,ACT,PRS
viitsima;<viitsima;>;INS;v;V.PTCP,ACT,PRS
sadama;<sa;a>;DEL;dam;V.PTCP,PASS,PRS
sadama;<sadam;a>;INS;jat;V.PTCP,PASS,PRS
sadama;<sadama;>;INS;v;V.PTCP,PASS,PRS
ilves;<ilves;>;INS;elt;N,AT+ABL,SG
inimkaubandus;<inimkaubandus;>;INS;telt;N,AT+ABL,PL
oskama;<osk;a>;DEL;am;V,ACT,PRS,POS,COND,2,PL
oskama;<oskama;>;INS;ksite;V,ACT,PRS,POS,COND,2,PL
poro;<poro;>;INS;le;N,AT+ALL,SG
kaklema;<kakle;>;DEL;ma;V,ACT,PST,POS,IND,3,SG
kaklema;<kaklema;>;INS;s;V,ACT,PST,POS,IND,3,SG
muretsema;<muretse;>;DEL;ma;V,PASS,PRS,PRF,NEG,QUOT
muretsema;<muretsema;>;INS;tudp;V,PASS,PRS,PRF,NEG,QUOT
seisma;<seis;>;DEL;ma;V,ACT,PST,PRF,NEG,IND
seisma;<seisma;>;INS;nudp;V,ACT,PST,PRF,NEG,IND
kallistama;<kallista;a>;DEL;m;V,ACT,PRS,POS,IND,3,PL
kallistama;<kallistam;a>;INS;v;V,ACT,PRS,POS,IND,3,PL
kallistama;<kallistama;>;INS;d;V,ACT,PRS,POS,IND,3,PL
käskima;<käs;ima>;DEL;k;V,PASS,PRS,PRF,NEG,COND
käskima;<käski;>;DEL;ma;V,PASS,PRS,PRF,NEG,COND
käskima;<käskima;>;INS;tudp;V,PASS,PRS,PRF,NEG,COND
küünar;<küün;r>;DEL;a;N,IN+ABL,SG
küünar;<küünar;>;INS;ast;N,IN+ABL,SG
õhufilter;<õhufil;ter>;INS;tri;N,GEN,PL
õhufilter;<õhufilte;>;DEL;r;N,GEN,PL
kuulma;<kuul;>;DEL;ma;V,ACT,PRS,POS,IMP,3,SG
kuulma;<kuulma;>;INS;gu;V,ACT,PRS,POS,IMP,3,SG
itsitama;<itsit;a>;DEL;am;V,ACT,PRS,NEG,IMP,2,SG
arutelu;<arutelu;>;INS;dest;N,IN+ABL,PL
rõhukamber;<rõhukamb;er>;INS;riss;N,IN+ALL,SG
rõhukamber;<rõhukambe;>;DEL;r;N,IN+ALL,SG
strontsium;<strontsium;>;INS;deta;N,PRIV,PL
kõndima;<kõndi;>;DEL;ma;V,ACT,PRS,PRF,POS,IND,2,SG
kõndima;<kõndima;>;INS;nud;V,ACT,PRS,PRF,POS,IND,2,SG
naasma;<naas;>;DEL;ma;V,PASS,PRS,PRF,NEG,IND
naasma;<naasma;>;INS;tudp;V,PASS,PRS,PRF,NEG,IND
kuulutama;<kuulut;a>;DEL;am;V,ACT,PRS,NEG,IMP,3,PL
kuulutama;<kuulutama;>;INS;gu;V,ACT,PRS,NEG,IMP,3,PL
vaikima;<vaiki;>;DEL;ma;V,PASS,PST,PRF,NEG,IND
vaikima;<vaikima;>;INS;tudp;V,PASS,PST,PRF,NEG,IND
õigekeelsussõnaraamat;<õigekeelsussõnaraamat;>;INS;uteks;N,TRANS,PL
väärjumal;<väärjumal;>;INS;atest;N,IN+ABL,PL
täitma;<täit;>;DEL;ma;V,ACT,PRS,PRF,POS,IND,3,PL
täitma;<täitma;>;INS;nud;V,ACT,PRS,PRF,POS,IND,3,PL
leiutis;<leiutis;>;INS;telt;N,AT+ABL,PL
rääkima;<rääki;>;DEL;ma;V.PTCP,ACT,PST
rääkima;<rääkima;>;INS;nud;V.PTCP,ACT,PST
jääma;<jä;>;DEL;äma;V,ACT,PST,POS,IND,3,PL
jääma;<jääma;>;INS;id;V,ACT,PST,POS,IND,3,PL
ülalõualuu;<ülalõualuu;>;INS;desse;N,IN+ALL,PL
ostma;<ost;>;DEL;ma;V,ACT,PRS,PRF,POS,IND,3,SG
ostma;<ostma;>;INS;nud;V,ACT,PRS,PRF,POS,IND,3,SG
tõlkima;<tõlki;>;DEL;ma;V,ACT,PST,POS,IND,3,PL
tõlkima;<tõlkima;>;INS;sid;V,ACT,PST,POS,IND,3,PL
kiitma;<kii;tma>;INS;de;V,PASS,PRS,PRF,NEG,IMP
kiitma;<kiit;>;DEL;ma;V,PASS,PRS,PRF,NEG,IMP
kiitma;<kiitma;>;INS;ud;V,PASS,PRS,PRF,NEG,IMP
riidekoi;<riidekoi;>;INS;ga;N,COM,SG
rahvas;<rahvas;>;INS;t;N,PRT,SG
pirnipuu;<pirnipuu;>;INS;lt;N,AT+ABL,SG
idee;<ide;e>;INS;ess;N,IN+ALL,SG
ristkülik;<ristkülik;>;INS;uks;N,TRANS,SG
võima;<või;>;DEL;ma;V,ACT,PRS,NEG,IND
oimuluu;<oimuluu;>;INS;sse;N,IN+ALL,SG
käima;<käi;>;DEL;ma;V,ACT,PRS,PRF,POS,QUOT
käima;<käima;>;INS;nud;V,ACT,PRS,PRF,POS,QUOT
metsis;<metsi;s>;INS;ste;N,IN+ESS,PL
üterbium;<üterbium;>;INS;deks;N,TRANS,PL
kaklus;<kaklus;>;INS;test;N,IN+ABL,PL
palataliseerima;<palataliseeri;>;DEL;ma;V,ACT,PRS,PRF,NEG,IMP,PL
palataliseerima;<palataliseerima;>;INS;nud;V,ACT,PRS,PRF,NEG,IMP,PL
soolane;<soola;e>;DEL;n;N,TRANS,SG
soolane;<soolan;e>;INS;s;N,TRANS,SG
soolane;<soolane;>;INS;ks;N,TRANS,SG
raudtee;<raudte;e>;INS;edess;N,IN+ALL,PL
kasutama;<kasut;a>;DEL;am;V,ACT,PRS,POS,COND,3,PL
kasutama;<kasutama;>;INS;ksid;V,ACT,PRS,POS,COND,3,PL
jugapuu;<jugapuu;>;INS;desse;N,IN+ALL,PL
indium;<indium;>;INS;id;N,ACC,PL
võrduma;<võrdu;>;DEL;ma;V,PASS,PST,PRF,POS,IND
võrduma;<võrduma;>;INS;tud;V,PASS,PST,PRF,POS,IND
kapten;<kapten;>;INS;isse;N,IN+ALL,SG
