Source;Left;Right;Operation;Object;Grammar
sekinan/-în;<sekinan/-;în>;INS;îy;2,IND,NEG,PST,SG,V,PROG
sekinan/-în;<sekinan/-î;>;DEL;n;2,IND,NEG,PST,SG,V,PROG
tim;<tim;>;INS;ên;DEF,LGSPEC1,N,PL,VOC
saman;<sam;an>;INS;anin;INDF,N,PL,ACC
likumîn;<likumî;n>;INS;na;DEF,N,PL,ACC,LGSPEC2
îman;<îma;n>;INS;nê;DEF,LGSPEC1,N,PL,VOC
qebir;<qebir;>;INS;ên;DEF,LGSPEC1,N,PL,VOC
kurrebeþ;<kurrebeþ;>;INS;ine;INDF,LGSPEC1,N,PL
kuh;<kuh;>;INS;an;DEF,N,PL,ACC,LGSPEC2
piþtgirî;<piþtgirî;>;INS;an;DEF,N,PL,ACC,LGSPEC2
estî;<estî;>;INS;o;DEF,N,SG,VOC
karîn;<;karîn>;INS;ne;1,NEG,PRS,SBJV,SG,V
karîn;<kar;>;DEL;în;1,NEG,PRS,SBJV,SG,V
karîn;<karîn;>;INS;im;1,NEG,PRS,SBJV,SG,V
qebir;<qebir;>;INS;eke;INDF,LGSPEC1,N,SG,ACC
sîlînder;<sîlînder;>;INS;ê;DEF,N,SG,VOC,ACC,LGSPEC2
arimîn;<arimîn;>;INS;ê;DEF,N,SG,VOC,ACC,LGSPEC2
psîkyatrî;<psîkyatrî;>;INS;a;DEF,LGSPEC1,N,SG
tetûmî;<tetûmî;>;INS;a;DEF,LGSPEC1,N,SG
zîpik;<zîpik;>;INS;a;DEF,LGSPEC1,N,SG
qeyd û zincîr;<qeyd û zincîr;>;INS;ek;INDF,N,NOM,SG
kulmist;<kulmist;>;INS;ek;INDF,N,NOM,SG
mêdek;<mêdek;>;INS;no;DEF,N,PL,VOC
zirna;<zirna;>;INS;ek;INDF,N,NOM,SG
kêlbetan;<kêlbet;an>;INS;anin;INDF,N,PL,ACC
fisteq;<fisteq;>;INS;no;DEF,N,PL,VOC
soz;<soz;>;INS;ê;DEF,N,SG,VOC,ACC,LGSPEC2
ecel;<ecel;>;INS;ek;INDF,N,NOM,SG
kildan;<kildan;>;INS;ê;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
hidayet;<hidayet;>;INS;ê;DEF,N,SG,VOC,ACC,LGSPEC2
totem;<totem;>;INS;ek;INDF,N,NOM,SG
çîv;<çîv;>;INS;ine;INDF,LGSPEC1,N,PL
þek;<þek;>;INS;ekî;INDF,LGSPEC1,N,SG,ACC
ome;<ome;>;INS;ek;INDF,N,NOM,SG
malikî;<malikî;>;INS;ek;INDF,N,NOM,SG
perwerdekar;<perwerdekar;>;INS;o;DEF,N,SG,VOC
parents;<parents;>;INS;an;DEF,N,PL,ACC,LGSPEC2
bizûz;<bizûz;>;INS;ek;INDF,N,NOM,SG
xwarin;<;xwarin>;INS;ne;1,COND,NEG,PST,SG,V
xwarin;<xwari;>;DEL;n;1,COND,NEG,PST,SG,V
xwarin;<xwarin;>;INS;ama;1,COND,NEG,PST,SG,V
zurne;<zurne;>;INS;ê;DEF,N,SG,VOC,ACC,LGSPEC2
kenîn;<;kenîn>;INS;ne;2,NEG,PRS,SBJV,SG,V
kenîn;<ken;în>;INS;y;2,NEG,PRS,SBJV,SG,V
kenîn;<kenî;>;DEL;n;2,NEG,PRS,SBJV,SG,V
meqet;<meqet;>;INS;î;DEF,N,SG,LGSPEC2
sergur;<sergur;>;INS;ên;DEF,LGSPEC1,N,PL,VOC
qehirandin;<qehirand;in>;INS;in;INDF,N,NOM,PL
mêþ;<mêþ;>;INS;no;DEF,N,PL,VOC
heyîn;<;heyîn>;INS;ne;2,NEG,PRS,SBJV,SG,V
heyîn;<hey;în>;INS;y;2,NEG,PRS,SBJV,SG,V
heyîn;<heyî;>;DEL;n;2,NEG,PRS,SBJV,SG,V
golgir;<golgir;>;INS;ê;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
hûmare;<hûmare;>;INS;ek;INDF,N,NOM,SG
sergo;<sergo;>;INS;ek;INDF,N,NOM,SG
qaçax;<qaçax;>;INS;ê;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
tayè;<tayè;>;INS;o;DEF,N,SG,VOC
qelem;<qelem;>;INS;ên;DEF,LGSPEC1,N,PL,VOC
minanî;<minanî;>;INS;ên;DEF,LGSPEC1,N,PL,VOC
vên;<v;ên>;INS;ên;DEF,LGSPEC1,N,PL,VOC
hil-ketin;<;hil-ketin>;INS;ne;1,IND,NEG,PRF,PST,SG,V
hil-ketin;<hil-keti;>;DEL;n;1,IND,NEG,PRF,PST,SG,V
hil-ketin;<hil-ketin;>;INS;bûm;1,IND,NEG,PRF,PST,SG,V
qiloç;<qiloç;>;INS;î;DEF,N,SG,LGSPEC2
maþik;<maþik;>;INS;ê;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
hunermendî;<hunermendî;>;INS;inan;INDF,N,PL,ACC
pes;<pes;>;INS;in;INDF,N,NOM,PL
buhirîn;<;buhirîn>;INS;di;1,2,3,IND,PL,POS,PST,V,PROG
buhirîn;<buhirî;n>;INS;i;1,2,3,IND,PL,POS,PST,V,PROG
emeliyat;<emeliyat;>;INS;an;DEF,N,PL,ACC,LGSPEC2
pêdirûnk;<pêdirûnk;>;INS;ên;DEF,LGSPEC1,N,PL,VOC
çêrîn;<çêrî;>;DEL;n;1,IND,POS,PRF,PRS,SG,V
çêrîn;<çêrîn;>;INS;ime;1,IND,POS,PRF,PRS,SG,V
kevn û kot;<kevn û kot;>;INS;ine;INDF,LGSPEC1,N,PL
kontrolant;<kontrolant;>;INS;î;DEF,N,SG,LGSPEC2
rizîn;<rizîn;>;INS;eke;INDF,LGSPEC1,N,SG,ACC
merkep;<merkep;>;INS;ine;INDF,LGSPEC1,N,PL
melêva;<melêva;>;INS;ek;INDF,N,NOM,SG
radestî;<radestî;>;INS;inan;INDF,N,PL,ACC
xerûze;<xerûze;>;INS;ekî;INDF,LGSPEC1,N,SG,ACC
diro;<diro;>;INS;a;DEF,LGSPEC1,N,SG
xendek;<xend;ek>;INS;ek;INDF,N,NOM,SG
pîjame;<pîjame;>;INS;o;DEF,N,SG,VOC
irþad;<irþad;>;INS;in;INDF,N,NOM,PL
serad;<serad;>;INS;no;DEF,N,PL,VOC
nivîsîn;<nivîsîn;>;INS;ê;V,V.MSDR,ACC
cawîdanî;<cawîdanî;>;INS;inan;INDF,N,PL,ACC
bihorîn;<;bihorîn>;INS;bi;3,COND,POS,PRF,PST,SG,V
bihorîn;<bihorî;>;DEL;n;3,COND,POS,PRF,PST,SG,V
bihorîn;<bihorîn;>;INS;iba;3,COND,POS,PRF,PST,SG,V
reagheydys;<reagheydys;>;INS;a;DEF,LGSPEC1,N,SG
zilik;<zilik;>;INS;ine;INDF,LGSPEC1,N,PL
tihnî;<tihnî;>;INS;ine;INDF,LGSPEC1,N,PL
qewimîn;<;qewimîn>;INS;bi;3,COND,POS,PST,SG,V
qewimîn;<qewimî;>;DEL;n;3,COND,POS,PST,SG,V
qewimîn;<qewimîn;>;INS;a;3,COND,POS,PST,SG,V
nêrbaz;<nêrbaz;>;INS;ekî;INDF,LGSPEC1,N,SG,ACC
pijiqîn;<;pijiqîn>;INS;ne;1,COND,NEG,PL,PRF,PST,V
pijiqîn;<pijiqî;n>;INS;iû;1,COND,NEG,PL,PRF,PST,V
pijiqîn;<pijiqîn;>;INS;a;1,COND,NEG,PL,PRF,PST,V
riþt;<riþt;>;INS;eke;INDF,LGSPEC1,N,SG,ACC
ronker;<ronker;>;INS;o;DEF,N,SG,VOC
reqisîn;<;reqisîn>;INS;na;3,IND,NEG,PRS,SG,V,IPFV
reqisîn;<reqis;>;DEL;în;3,IND,NEG,PRS,SG,V,IPFV
reqisîn;<reqisîn;>;INS;e;3,IND,NEG,PRS,SG,V,IPFV
pêþrew;<pêþrew;>;INS;eke;INDF,LGSPEC1,N,SG,ACC
þalyar;<þalyar;>;INS;ekî;INDF,LGSPEC1,N,SG,ACC
malîn;<malîn;>;INS;ê;DEF,N,SG,VOC,ACC,LGSPEC2
wêrîn;<;wêrîn>;INS;bi;2,3,COND,POS,PRF,PST,SG,V
wêrîn;<wêrî;>;DEL;n;2,3,COND,POS,PRF,PST,SG,V
wêrîn;<wêrîn;>;INS;ibûya;2,3,COND,POS,PRF,PST,SG,V
gozik;<gozik;>;INS;ên;DEF,LGSPEC1,N,PL,VOC
biçûkî;<biçûkî;>;INS;ên;DEF,LGSPEC1,N,PL,VOC
mewdûat;<mewdûat;>;INS;eke;INDF,LGSPEC1,N,SG,ACC
rojev;<rojev;>;INS;ê;DEF,N,SG,VOC,ACC,LGSPEC2
dengvedan;<dengved;an>;INS;an;DEF,N,PL,ACC,LGSPEC2
piþaftin;<;piþaftin>;INS;na;3,IND,NEG,PRS,SG,V,IPFV
piþaftin;<piþa;>;DEL;ftin;3,IND,NEG,PRS,SG,V,IPFV
piþaftin;<piþaftin;>;INS;ve;3,IND,NEG,PRS,SG,V,IPFV
kuçk;<kuçk;>;INS;ekî;INDF,LGSPEC1,N,SG,ACC
tirpan;<tirpan;>;INS;no;DEF,N,PL,VOC
engure;<engure;>;INS;a;DEF,LGSPEC1,N,SG
polîtîkî;<polîtîkî;>;INS;in;INDF,N,NOM,PL
kasalês;<kasalês;>;INS;o;DEF,N,SG,VOC
bincam;<bincam;>;INS;a;DEF,LGSPEC1,N,SG
mîn;<mî;n>;INS;na;DEF,N,PL,ACC,LGSPEC2
hedik;<hedik;>;INS;ine;INDF,LGSPEC1,N,PL
quleteyn;<quleteyn;>;INS;ek;INDF,N,NOM,SG
ketin;<;ketin>;INS;ne;3,IMP,NEG,PRS,SBJV,SG,V
ketin;<k;etin>;INS;ev;3,IMP,NEG,PRS,SBJV,SG,V
ketin;<ke;>;DEL;tin;3,IMP,NEG,PRS,SBJV,SG,V
pesinandin;<;pesinandin>;INS;ne;2,3,COND,NEG,PRF,PST,SG,V
pesinandin;<pesinandi;>;DEL;n;2,3,COND,NEG,PRF,PST,SG,V
pesinandin;<pesinandin;>;INS;bûya;2,3,COND,NEG,PRF,PST,SG,V
cephe;<cephe;>;INS;ek;INDF,N,NOM,SG
seqanasî;<seqanasî;>;INS;no;DEF,N,PL,VOC
lijne;<lijne;>;INS;ên;DEF,LGSPEC1,N,PL,VOC
subje;<subje;>;INS;ê;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
xeniqîn;<xeniqî;n>;INS;ni;INDF,N,NOM,PL
nalîn;<;nalîn>;INS;bi;3,COND,POS,PST,SG,V
nalîn;<nalî;>;DEL;n;3,COND,POS,PST,SG,V
nalîn;<nalîn;>;INS;a;3,COND,POS,PST,SG,V
rûviya badayî;<rûviya badayî;>;INS;inan;INDF,N,PL,ACC
þabaþî;<þabaþî;>;INS;an;DEF,N,PL,ACC,LGSPEC2
resûl;<resûl;>;INS;î;DEF,N,SG,LGSPEC2
nivêjker;<nivêjker;>;INS;î;DEF,N,SG,LGSPEC2
medor;<medor;>;INS;a;DEF,LGSPEC1,N,SG
konsolosxane;<konsolosxane;>;INS;ên;DEF,LGSPEC1,N,PL,VOC
yekkîte;<yekkîte;>;INS;in;INDF,N,NOM,PL
kevnesovyet;<kevnesovyet;>;INS;no;DEF,N,PL,VOC
revolver;<revolver;>;INS;ine;INDF,LGSPEC1,N,PL
welatî;<welatî;>;INS;ê;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
îrade;<îrade;>;INS;ek;INDF,N,NOM,SG
bêlîmte;<bêlîmte;>;INS;an;DEF,N,PL,ACC,LGSPEC2
xaklêwe;<xaklêwe;>;INS;no;DEF,N,PL,VOC
herimandin;<;herimandin>;INS;bi;1,POS,PRS,SBJV,SG,V
herimandin;<herim;n>;DEL;andi;1,POS,PRS,SBJV,SG,V
herimandin;<herimandi;n>;INS;î;1,POS,PRS,SBJV,SG,V
herimandin;<herimandin;>;INS;im;1,POS,PRS,SBJV,SG,V
gundî;<gundî;>;INS;o;DEF,N,SG,VOC
da-hûrandin;<;da-hûrandin>;INS;bi;2,3,COND,POS,PRF,PST,SG,V
da-hûrandin;<da-hûrandi;>;DEL;n;2,3,COND,POS,PRF,PST,SG,V
da-hûrandin;<da-hûrandin;>;INS;bûya;2,3,COND,POS,PRF,PST,SG,V
þane;<þane;>;INS;no;DEF,N,PL,VOC
berheste;<berheste;>;INS;î;DEF,N,SG,LGSPEC2
micrim;<micrim;>;INS;eke;INDF,LGSPEC1,N,SG,ACC
sefar;<sefar;>;INS;inan;INDF,N,PL,ACC
tereziya avê;<tereziya avê;>;INS;inan;INDF,N,PL,ACC
qebilandin;<qebilandi;n>;INS;nê;DEF,LGSPEC1,N,PL,VOC
hevþiyê berê spêdê;<hevþiyê berê spêdê;>;INS;ine;INDF,LGSPEC1,N,PL
bilh;<bilh;>;INS;in;INDF,N,NOM,PL
mentalîte;<mentalîte;>;INS;ek;INDF,N,NOM,SG
cirre;<cirre;>;INS;no;DEF,N,PL,VOC
seqandin;<seqandi;n>;INS;nina;INDF,N,PL,ACC
beriqîn;<;beriqîn>;INS;bi;1,COND,POS,PRF,PST,SG,V
beriqîn;<beriqî;>;DEL;n;1,COND,POS,PRF,PST,SG,V
beriqîn;<beriqîn;>;INS;ibam;1,COND,POS,PRF,PST,SG,V
garaj;<garaj;>;INS;ê;DEF,N,SG,VOC,ACC,LGSPEC2
serwî;<serwî;>;INS;inan;INDF,N,PL,ACC
sindoq;<sindoq;>;INS;ek;INDF,N,NOM,SG
peng;<peng;>;INS;ê;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
dîfa';<dîfa';>;INS;ên;DEF,LGSPEC1,N,PL,VOC
pila;<pila;>;INS;no;DEF,N,PL,VOC
alûgor;<alûgor;>;INS;ê;DEF,N,SG,VOC,ACC,LGSPEC2
edeb;<edeb;>;INS;eke;INDF,LGSPEC1,N,SG,ACC
lê-gerîn;<;lê-gerîn>;INS;ne;1,IND,NEG,PRF,PST,SG,V
lê-gerîn;<lê-gerî;>;DEL;n;1,IND,NEG,PRF,PST,SG,V
lê-gerîn;<lê-gerîn;>;INS;ibûm;1,IND,NEG,PRF,PST,SG,V
textebend;<textebend;>;INS;eke;INDF,LGSPEC1,N,SG,ACC
qewirandin;<;qewirandin>;INS;di;1,2,3,IND,PL,POS,PST,V,PROG
mengene;<mengene;>;INS;ê;DEF,N,SG,VOC,ACC,LGSPEC2
inglîziya kevn;<inglîziya kevn;>;INS;a;DEF,LGSPEC1,N,SG
awirdû;<awirdû;>;INS;a;DEF,LGSPEC1,N,SG
mêkew;<mêkew;>;INS;eke;INDF,LGSPEC1,N,SG,ACC
kêk;<kêk;>;INS;ine;INDF,LGSPEC1,N,PL
efendî;<efendî;>;INS;no;DEF,N,PL,VOC
incik;<incik;>;INS;a;DEF,LGSPEC1,N,SG
zîv;<zîv;>;INS;ek;INDF,N,NOM,SG
sûstin;<;sûstin>;INS;di;3,IND,POS,PRS,SG,V,IPFV
sûstin;<s;>;DEL;ûstin;3,IND,POS,PRS,SG,V,IPFV
sûstin;<sûstin;>;INS;o;3,IND,POS,PRS,SG,V,IPFV
helqetîz;<helqetîz;>;INS;ine;INDF,LGSPEC1,N,PL
kêþ;<kêþ;>;INS;ê;DEF,LGSPEC1,N,SG,VOC,ACC,LGSPEC2
torre;<torre;>;INS;ên;DEF,LGSPEC1,N,PL,VOC
tevkarî;<tevkarî;>;INS;an;DEF,N,PL,ACC,LGSPEC2
anahîdan;<anahîdan;>;INS;ek;INDF,N,NOM,SG
kanal;<kanal;>;INS;a;DEF,LGSPEC1,N,SG
livîn;<livîn;>;INS;ê;DEF,LGSPEC1,N,SG,V,V.MSDR,ACC
filitîn;<filitîn;>;INS;no;DEF,N,PL,VOC
sonde;<sonde;>;INS;ekî;INDF,LGSPEC1,N,SG,ACC
nîvgirav;<nîvgirav;>;INS;ine;INDF,LGSPEC1,N,PL
koþ;<koþ;>;INS;ekî;INDF,LGSPEC1,N,SG,ACC
çîv;<çîv;>;INS;ên;DEF,LGSPEC1,N,PL,VOC
møttul;<møttul;>;INS;î;DEF,N,SG,LGSPEC2
guhar;<guhar;>;INS;ê;DEF,N,SG,VOC,ACC,LGSPEC2
prezîdent;<prezîdent;>;INS;ine;INDF,LGSPEC1,N,PL
peya;<peya;>;INS;in;INDF,N,NOM,PL
miqedesat;<miqedesat;>;INS;inan;INDF,N,PL,ACC
naþîtî;<naþîtî;>;INS;eke;INDF,LGSPEC1,N,SG,ACC
gilîz;<gilîz;>;INS;an;DEF,N,PL,ACC,LGSPEC2
pesdengî;<pesdengî;>;INS;in;INDF,N,NOM,PL
sitar;<sitar;>;INS;an;DEF,N,PL,ACC,LGSPEC2
perçe;<perçe;>;INS;o;DEF,N,SG,VOC
da-hûrandin;<;da-hûrandin>;INS;bi;1,COND,POS,PST,SG,V
da-hûrandin;<da-hûrandi;>;DEL;n;1,COND,POS,PST,SG,V
da-hûrandin;<da-hûrandin;>;INS;ma;1,COND,POS,PST,SG,V
tez;<tez;>;INS;an;DEF,N,PL,ACC,LGSPEC2
say;<say;>;INS;inan;INDF,N,PL,ACC
boyinbax;<boyinbax;>;INS;ên;DEF,LGSPEC1,N,PL,VOC
bûn;<;bûn>;INS;ne;2,3,COND,NEG,PST,SG,V
bûn;<bû;>;DEL;n;2,3,COND,NEG,PST,SG,V
bûn;<bûn;>;INS;ya;2,3,COND,NEG,PST,SG,V
hoþ;<hoþ;>;INS;ine;INDF,LGSPEC1,N,PL
raman;<raman;>;INS;eke;INDF,LGSPEC1,N,SG,ACC
teqîn;<;teqîn>;INS;ne;1,2,3,COND,NEG,PL,PST,V
teqîn;<teqî;n>;INS;a;1,2,3,COND,NEG,PL,PST,V
teqîn;<teqîn;>;INS;a;1,2,3,COND,NEG,PL,PST,V
xaric;<xaric;>;INS;a;DEF,LGSPEC1,N,SG
danok;<danok;>;INS;in;INDF,N,NOM,PL
îris;<îris;>;INS;in;INDF,N,NOM,PL
fetih;<fetih;>;INS;no;DEF,N,PL,VOC
