Source;Left;Right;Operation;Object;Grammar
acurder;<acurde;>;DEL;r;V,2,SG,SBJV,PRS,LGSPEC2
acurder;<acurder;>;INS;ies;V,2,SG,SBJV,PRS,LGSPEC2
udir;<udi;>;DEL;r;V,2,PL,SBJV,PST,IPFV
udir;<udir;>;INS;ssais;V,2,PL,SBJV,PST,IPFV
spartir;<spart;>;DEL;ir;V,3,SG,SBJV,PRS,LGSPEC2
spartir;<spartir;>;INS;esce;V,3,SG,SBJV,PRS,LGSPEC2
arester;<arest;>;DEL;er;V,2,SG,NFIN,LGSPEC1
arester;<arester;>;INS;a;V,2,SG,NFIN,LGSPEC1
publicher;<publich;er>;INS;ass;V,1,SG,SBJV,PST,IPFV
publicher;<publiche;>;DEL;r;V,1,SG,SBJV,PST,IPFV
rater;<rat;er>;INS;ei;V,1,SG,SBJV,PRS,LGSPEC2
rater;<rate;>;DEL;r;V,1,SG,SBJV,PRS,LGSPEC2
udir;<udir;>;INS;on;V,1,PL,IND,FUT
cunzeder;<cunzede;>;DEL;r;V,IND,PRS,2,SG
cunzeder;<cunzeder;>;INS;s;V,IND,PRS,2,SG
stipuler;<stipul;r>;DEL;e;V,2,SG,IND,FUT
stipuler;<stipule;r>;INS;a;V,2,SG,IND,FUT
stipuler;<stipuler;>;INS;as;V,2,SG,IND,FUT
detlarer;<detla;r>;DEL;re;V.PTCP,PST
detlarer;<detlarer;>;INS;é;V.PTCP,PST
dormir;<dorm;>;DEL;ir;V,1,SG,SBJV,PRS,LGSPEC1
dormir;<dormir;>;INS;e;V,1,SG,SBJV,PRS,LGSPEC1
defrenzier;<defrenzie;>;DEL;r;V,2,SG,SBJV,PRS
defrenzier;<defrenzier;>;INS;s;V,2,SG,SBJV,PRS
sporjer;<sporj;>;DEL;er;V,1,PL,SBJV,PRS
sporjer;<sporjer;>;INS;on;V,1,PL,SBJV,PRS
rester;<reste;>;DEL;r;V,IND,PRS,2,PL
rester;<rester;>;INS;is;V,IND,PRS,2,PL
secuestrer;<secuestr;er>;INS;ov;V,IND,PST,1,SG,IPFV
secuestrer;<secuestre;>;DEL;r;V,IND,PST,1,SG,IPFV
giudicher;<giudich;er>;INS;ass;V,1,SG,SBJV,PST,IPFV
giudicher;<giudiche;>;DEL;r;V,1,SG,SBJV,PST,IPFV
danejer;<danej;er>;INS;ass;V,1,SG,SBJV,PST,IPFV
danejer;<daneje;>;DEL;r;V,1,SG,SBJV,PST,IPFV
mutiver;<mutiv;>;DEL;er;V,1,PL,SBJV,PST,IPFV
mutiver;<mutiver;>;INS;assan;V,1,PL,SBJV,PST,IPFV
gaujer;<gauj;er>;INS;ov;V,IND,PST,2,SG,IPFV
gaujer;<gauje;>;DEL;r;V,IND,PST,2,SG,IPFV
gaujer;<gaujer;>;INS;s;V,IND,PST,2,SG,IPFV
morir;<m;r>;DEL;ori;V,3,SG,SBJV,PRS
morir;<mori;r>;INS;ue;V,3,SG,SBJV,PRS
morir;<morir;>;INS;e;V,3,SG,SBJV,PRS
onjer;<onje;>;DEL;r;V,IND,PRS,1,SG
damander;<damande;>;DEL;r;V,2,SG,SBJV,PRS,LGSPEC2
damander;<damander;>;INS;ies;V,2,SG,SBJV,PRS,LGSPEC2
sporjer;<sporj;er>;INS;ov;V,IND,PST,1,SG,IPFV
sporjer;<sporje;>;DEL;r;V,IND,PST,1,SG,IPFV
stabilir;<stabili;>;DEL;r;V,2,PL,SBJV,PST,IPFV
stabilir;<stabilir;>;INS;ssais;V,2,PL,SBJV,PST,IPFV
assegurer;<assegure;>;DEL;r;V,2,PL,SBJV,PRS
assegurer;<assegurer;>;INS;is;V,2,PL,SBJV,PRS
rester;<reste;>;DEL;r;V,IND,PRS,3,SG,LGSPEC3
rester;<rester;>;INS;a;V,IND,PRS,3,SG,LGSPEC3
registrer;<registr;r>;DEL;e;V,2,SG,IND,FUT
registrer;<registre;r>;INS;a;V,2,SG,IND,FUT
registrer;<registrer;>;INS;as;V,2,SG,IND,FUT
resserver;<resserve;>;DEL;r;V,2,SG,SBJV,PRS,LGSPEC1
resserver;<resserver;>;INS;s;V,2,SG,SBJV,PRS,LGSPEC1
coordener;<coorden;er>;INS;ov;V,IND,PST,1,SG,IPFV
coordener;<coordene;>;DEL;r;V,IND,PST,1,SG,IPFV
secuestrer;<secuestr;er>;INS;ass;V,1,SG,SBJV,PST,IPFV
secuestrer;<secuestre;>;DEL;r;V,1,SG,SBJV,PST,IPFV
reguler;<regul;r>;DEL;e;V,2,SG,IND,FUT
reguler;<regule;r>;INS;a;V,2,SG,IND,FUT
reguler;<reguler;>;INS;as;V,2,SG,IND,FUT
ejaminer;<ejami;ner>;INS;no;V,IND,PRS,1,PL
ejaminer;<ejamin;>;DEL;er;V,IND,PRS,1,PL
adurver;<adurve;>;DEL;r;V,2,SG,SBJV,PRS,LGSPEC2
adurver;<adurver;>;INS;ies;V,2,SG,SBJV,PRS,LGSPEC2
secuestrer;<secuestr;er>;INS;ass;V,2,SG,SBJV,PST,IPFV
secuestrer;<secuestre;>;DEL;r;V,2,SG,SBJV,PST,IPFV
secuestrer;<secuestrer;>;INS;s;V,2,SG,SBJV,PST,IPFV
spieter;<spiet;r>;DEL;e;V,2,SG,IND,FUT
spieter;<spiete;r>;INS;a;V,2,SG,IND,FUT
spieter;<spieter;>;INS;as;V,2,SG,IND,FUT
destumer;<destume;>;DEL;r;V,IND,PRS,2,SG,LGSPEC1
destumer;<destumer;>;INS;s;V,IND,PRS,2,SG,LGSPEC1
assegurer;<assegu;r>;DEL;re;V,3,PL,SBJV,PST,IPFV
assegurer;<assegurer;>;INS;assa;V,3,PL,SBJV,PST,IPFV
storjer;<storj;r>;DEL;e;V,2,SG,IND,FUT
storjer;<storje;r>;INS;a;V,2,SG,IND,FUT
storjer;<storjer;>;INS;as;V,2,SG,IND,FUT
someter;<somet;>;DEL;er;V,IND,PRS,3,PL,LGSPEC1
someter;<someter;>;INS;a;V,IND,PRS,3,PL,LGSPEC1
ratificher;<ratifiche;>;DEL;r;V,IND,PRS,2,SG,LGSPEC2
ratificher;<ratificher;>;INS;ies;V,IND,PRS,2,SG,LGSPEC2
redujer;<reduj;>;DEL;er;V,IND,PST,3,SG,IPFV
redujer;<redujer;>;INS;ova;V,IND,PST,3,SG,IPFV
sporjer;<sporj;>;DEL;er;V,IND,PST,3,PL,IPFV
sporjer;<sporjer;>;INS;ova;V,IND,PST,3,PL,IPFV
destiner;<destin;r>;DEL;e;V,2,SG,IND,FUT
destiner;<destine;r>;INS;a;V,2,SG,IND,FUT
destiner;<destiner;>;INS;as;V,2,SG,IND,FUT
stipuler;<stipul;>;DEL;er;V,IND,PRS,1,PL
stipuler;<stipuler;>;INS;on;V,IND,PRS,1,PL
rezever;<rezeve;>;DEL;r;V,2,PL,SBJV,PRS
rezever;<rezever;>;INS;is;V,2,PL,SBJV,PRS
dejeujer;<dej;ujer>;DEL;e;V,2,SG,NFIN,LGSPEC1
dejeujer;<deje;ujer>;INS;ë;V,2,SG,NFIN,LGSPEC1
dejeujer;<dejeuj;>;DEL;er;V,2,SG,NFIN,LGSPEC1
dejeujer;<dejeujer;>;INS;a;V,2,SG,NFIN,LGSPEC1
scurter;<scurt;er>;INS;ass;V,1,SG,SBJV,PST,IPFV
scurter;<scurte;>;DEL;r;V,1,SG,SBJV,PST,IPFV
emaner;<eman;er>;INS;ass;V,1,SG,SBJV,PST,IPFV
emaner;<emane;>;DEL;r;V,1,SG,SBJV,PST,IPFV
remander;<remande;>;DEL;r;V,2,SG,NFIN,LGSPEC2
remander;<remander;>;INS;ia;V,2,SG,NFIN,LGSPEC2
corompe;<coro;>;DEL;mpe;V.PTCP,PST
corompe;<corompe;>;INS;t;V.PTCP,PST
furmer;<furm;>;DEL;er;V,1,PL,SBJV,PRS
furmer;<furmer;>;INS;on;V,1,PL,SBJV,PRS
furmer;<furm;>;DEL;er;V,IND,PST,3,SG,IPFV
furmer;<furmer;>;INS;ova;V,IND,PST,3,SG,IPFV
comunicher;<comunich;>;DEL;er;V,2,SG,NFIN,LGSPEC1
comunicher;<comunicher;>;INS;a;V,2,SG,NFIN,LGSPEC1
njinier;<njini;er>;INS;ov;V,IND,PST,1,SG,IPFV
njinier;<njinie;>;DEL;r;V,IND,PST,1,SG,IPFV
stabilir;<stabil;>;DEL;ir;V,1,SG,SBJV,PRS,LGSPEC2
stabilir;<stabilir;>;INS;esce;V,1,SG,SBJV,PRS,LGSPEC2
entenjer;<entenj;r>;DEL;e;V,1,PL,IND,FUT
entenjer;<entenje;r>;INS;a;V,1,PL,IND,FUT
entenjer;<entenjer;>;INS;on;V,1,PL,IND,FUT
franjer;<franj;>;DEL;er;V,IND,PST,1,PL,IPFV
franjer;<franjer;>;INS;ovan;V,IND,PST,1,PL,IPFV
tradujer;<traduj;>;DEL;er;V.CVB,PRS
tradujer;<tradujer;>;INS;an;V.CVB,PRS
terjer;<terj;r>;DEL;e;V,2,SG,IND,FUT
terjer;<terje;r>;INS;a;V,2,SG,IND,FUT
terjer;<terjer;>;INS;as;V,2,SG,IND,FUT
segurer;<segure;>;DEL;r;V,IND,PRS,2,PL
segurer;<segurer;>;INS;is;V,IND,PRS,2,PL
spieter;<spiet;>;DEL;er;V.PTCP,PST
spieter;<spieter;>;INS;é;V.PTCP,PST
resserver;<resserve;>;DEL;r;V,IND,PRS,3,SG,LGSPEC2
resserver;<resserver;>;INS;ia;V,IND,PRS,3,SG,LGSPEC2
garantir;<garantir;>;INS;on;V,1,PL,IND,FUT
volei;<v;>;DEL;olei;V,2,SG,SBJV,PRS
volei;<volei;>;INS;ues;V,2,SG,SBJV,PRS
desvier;<desvie;>;DEL;r;V,2,SG,SBJV,PRS,LGSPEC1
desvier;<desvier;>;INS;s;V,2,SG,SBJV,PRS,LGSPEC1
cherder;<cherd;>;DEL;er;V,IND,PST,2,PL,IPFV
cherder;<cherder;>;INS;ovais;V,IND,PST,2,PL,IPFV
ncurajer;<ncuraj;>;DEL;er;V,NFIN,LGSPEC2
ncurajer;<ncurajer;>;INS;é;V,NFIN,LGSPEC2
resserver;<resser;ver>;INS;vo;V,IND,PST,1,SG,IPFV
resserver;<resserve;>;DEL;r;V,IND,PST,1,SG,IPFV
publicher;<publiche;>;DEL;r;V,3,PL,SBJV,PRS
finanzier;<finanzi;>;DEL;er;V,3,PL,SBJV,PST,IPFV
finanzier;<finanzier;>;INS;assa;V,3,PL,SBJV,PST,IPFV
pronunzier;<pronunzie;>;DEL;r;V,2,PL,SBJV,PRS
pronunzier;<pronunzier;>;INS;is;V,2,PL,SBJV,PRS
cogner;<cogn;>;DEL;er;V.PTCP,PST
cogner;<cogner;>;INS;é;V.PTCP,PST
lascer;<lasc;>;DEL;er;V,IND,PRS,3,PL,LGSPEC1
lascer;<lascer;>;INS;a;V,IND,PRS,3,PL,LGSPEC1
jonjer;<jonj;>;DEL;er;V,2,SG,NFIN
produjer;<produje;>;DEL;r;V,1,SG,SBJV,PRS
ester;<;ester>;INS;sar;V,2,PL,IND,FUT
ester;<e;ster>;INS;i;V,2,PL,IND,FUT
ester;<es;>;DEL;ter;V,2,PL,IND,FUT
atribuir;<atribui;>;DEL;r;V,3,PL,SBJV,PST,IPFV
atribuir;<atribuir;>;INS;ssa;V,3,PL,SBJV,PST,IPFV
cumporter;<cumport;>;DEL;er;V.CVB,PRS
cumporter;<cumporter;>;INS;an;V.CVB,PRS
assegurer;<assegur;r>;DEL;e;V,3,PL,IND,FUT
assegurer;<assegure;r>;INS;a;V,3,PL,IND,FUT
assegurer;<assegurer;>;INS;à;V,3,PL,IND,FUT
pronunzier;<pronunzie;>;DEL;r;V,3,SG,SBJV,PRS,LGSPEC1
capir;<capi;>;DEL;r;V,1,PL,SBJV,PRS
capir;<capir;>;INS;on;V,1,PL,SBJV,PRS
scriver;<scri;ver>;INS;vo;V,IND,PST,1,SG,IPFV
scriver;<scrive;>;DEL;r;V,IND,PST,1,SG,IPFV
volei;<vol;>;DEL;ei;V,IND,PST,3,SG,IPFV
volei;<volei;>;INS;ova;V,IND,PST,3,SG,IPFV
cruzier;<cruzi;>;DEL;er;V,1,PL,SBJV,PRS
cruzier;<cruzier;>;INS;on;V,1,PL,SBJV,PRS
arester;<arest;>;DEL;er;V,1,PL,SBJV,PST,IPFV
arester;<arester;>;INS;assan;V,1,PL,SBJV,PST,IPFV
strenjer;<strenj;>;DEL;er;V,IND,PST,3,SG,IPFV
strenjer;<strenjer;>;INS;ova;V,IND,PST,3,SG,IPFV
reurganiser;<reurganise;>;DEL;r;V,1,SG,SBJV,PRS,LGSPEC1
strenjer;<strenj;er>;INS;ess;V,1,SG,SBJV,PST,IPFV
strenjer;<strenje;>;DEL;r;V,1,SG,SBJV,PST,IPFV
viver;<viv;r>;DEL;e;V,2,SG,IND,FUT
viver;<vive;r>;INS;a;V,2,SG,IND,FUT
viver;<viver;>;INS;as;V,2,SG,IND,FUT
rezever;<rezev;r>;DEL;e;V,1,PL,IND,FUT
rezever;<rezeve;r>;INS;a;V,1,PL,IND,FUT
rezever;<rezever;>;INS;on;V,1,PL,IND,FUT
proibir;<proibi;>;DEL;r;V,IND,PRS,2,PL
proibir;<proibir;>;INS;eis;V,IND,PRS,2,PL
prufesser;<prufess;r>;DEL;e;V,2,SG,IND,FUT
prufesser;<prufesse;r>;INS;a;V,2,SG,IND,FUT
prufesser;<prufesser;>;INS;as;V,2,SG,IND,FUT
terjer;<terj;>;DEL;er;V,IND,PRS,1,PL
terjer;<terjer;>;INS;on;V,IND,PRS,1,PL
cogner;<cogn;r>;DEL;e;V,1,SG,IND,FUT
cogner;<cogne;r>;INS;a;V,1,SG,IND,FUT
cogner;<cogner;>;INS;é;V,1,SG,IND,FUT
scurter;<scurt;er>;INS;ei;V,1,SG,SBJV,PRS,LGSPEC2
scurter;<scurte;>;DEL;r;V,1,SG,SBJV,PRS,LGSPEC2
adoter;<adot;r>;DEL;e;V,3,SG,IND,FUT
adoter;<adote;r>;INS;a;V,3,SG,IND,FUT
adoter;<adoter;>;INS;à;V,3,SG,IND,FUT
seurander;<seurand;>;DEL;er;V,1,PL,SBJV,PST,IPFV
seurander;<seurander;>;INS;assan;V,1,PL,SBJV,PST,IPFV
reguler;<regul;r>;DEL;e;V,1,PL,IND,FUT
reguler;<regule;r>;INS;a;V,1,PL,IND,FUT
reguler;<reguler;>;INS;on;V,1,PL,IND,FUT
cundaner;<cundan;er>;INS;ei;V,IND,PRS,1,SG,LGSPEC2
cundaner;<cundane;>;DEL;r;V,IND,PRS,1,SG,LGSPEC2
viuler;<viule;>;DEL;r;V,IND,PRS,2,PL
viuler;<viuler;>;INS;is;V,IND,PRS,2,PL
jì;<j;>;DEL;ì;V,2,PL,IND,FUT
jì;<jì;>;INS;ireis;V,2,PL,IND,FUT
tradujer;<traduj;>;DEL;er;V,IND,PST,3,PL,IPFV
tradujer;<tradujer;>;INS;ova;V,IND,PST,3,PL,IPFV
desgorjer;<desgorj;r>;DEL;e;V,2,SG,IND,FUT
desgorjer;<desgorje;r>;INS;a;V,2,SG,IND,FUT
desgorjer;<desgorjer;>;INS;as;V,2,SG,IND,FUT
seurander;<seuran;der>;INS;de;V,2,PL,NFIN
seurander;<seurande;>;DEL;r;V,2,PL,NFIN
avei;<;ei>;DEL;av;V,3,PL,SBJV,PRS,LGSPEC2
avei;<av;ei>;INS;eb;V,3,PL,SBJV,PRS,LGSPEC2
avei;<ave;>;DEL;i;V,3,PL,SBJV,PRS,LGSPEC2
spieter;<spiet;r>;DEL;e;V,2,PL,IND,FUT
spieter;<spiete;r>;INS;a;V,2,PL,IND,FUT
spieter;<spieter;>;INS;eis;V,2,PL,IND,FUT
publicher;<publich;>;DEL;er;V,IND,PST,3,SG,IPFV
publicher;<publicher;>;INS;ova;V,IND,PST,3,SG,IPFV
desgorjer;<desgorj;r>;DEL;e;V,3,SG,IND,FUT
desgorjer;<desgorje;r>;INS;a;V,3,SG,IND,FUT
desgorjer;<desgorjer;>;INS;à;V,3,SG,IND,FUT
atribuir;<atribui;>;DEL;r;V.CVB,PRS
atribuir;<atribuir;>;INS;an;V.CVB,PRS
eserziter;<eserzit;er>;INS;ass;V,1,SG,SBJV,PST,IPFV
eserziter;<eserzite;>;DEL;r;V,1,SG,SBJV,PST,IPFV
purter;<purte;>;DEL;r;V,2,SG,SBJV,PRS,LGSPEC2
purter;<purter;>;INS;ies;V,2,SG,SBJV,PRS,LGSPEC2
remander;<remande;>;DEL;r;V,IND,PRS,2,PL
remander;<remander;>;INS;is;V,IND,PRS,2,PL
curespuender;<curespuend;>;DEL;er;V,2,SG,NFIN,LGSPEC1
curespuender;<curespuender;>;INS;a;V,2,SG,NFIN,LGSPEC1
slunger;<slung;>;DEL;er;V,1,PL,SBJV,PST,IPFV
slunger;<slunger;>;INS;assan;V,1,PL,SBJV,PST,IPFV
cundaner;<cundan;>;DEL;er;V,IND,PST,3,SG,IPFV
cundaner;<cundaner;>;INS;ova;V,IND,PST,3,SG,IPFV
dormir;<dormi;>;DEL;r;V,IND,PST,1,SG,IPFV
dormir;<dormir;>;INS;ve;V,IND,PST,1,SG,IPFV
cogner;<cogn;>;DEL;er;V,3,SG,SBJV,PST,IPFV
cogner;<cogner;>;INS;assa;V,3,SG,SBJV,PST,IPFV
arjonjer;<arjonj;>;DEL;er;V,IND,PST,2,PL,IPFV
arjonjer;<arjonjer;>;INS;ovais;V,IND,PST,2,PL,IPFV
cunferir;<cunferi;>;DEL;r;V,2,SG,SBJV,PST,IPFV
cunferir;<cunferir;>;INS;sses;V,2,SG,SBJV,PST,IPFV
perde;<perd;>;DEL;e;V,1,PL,IND,FUT
perde;<perde;>;INS;aron;V,1,PL,IND,FUT
reverir;<reve;r>;DEL;ri;V,3,SG,SBJV,PRS,LGSPEC2
reverir;<reverir;>;INS;esce;V,3,SG,SBJV,PRS,LGSPEC2
costituir;<costitui;>;DEL;r;V,IND,PST,1,PL,IPFV
costituir;<costituir;>;INS;van;V,IND,PST,1,PL,IPFV
anuler;<anul;>;DEL;er;V,IND,PST,2,PL,IPFV
anuler;<anuler;>;INS;ovais;V,IND,PST,2,PL,IPFV
rester;<rest;>;DEL;er;V,2,PL,SBJV,PST,IPFV
rester;<rester;>;INS;assais;V,2,PL,SBJV,PST,IPFV
rezever;<reze;ver>;INS;vo;V,IND,PST,1,SG,IPFV
rezever;<rezeve;>;DEL;r;V,IND,PST,1,SG,IPFV
condujer;<condu;>;DEL;jer;V.PTCP,PST
condujer;<condujer;>;INS;t;V.PTCP,PST
eserziter;<eserzite;>;DEL;r;V,IND,PRS,3,SG,LGSPEC3
