Source;Left;Right;Operation;Object;Grammar
panaudotoja;<panaudotoj;>;DEL;a;N,VOC,PL
panaudotoja;<panaudotoja;>;INS;os;N,VOC,PL
prakaituotas;<prakaituot;as>;INS;esni;ADJ,DAT,SG,MASC,CMPR
prakaituotas;<prakaituota;>;DEL;s;ADJ,DAT,SG,MASC,CMPR
prakaituotas;<prakaituotas;>;INS;m;ADJ,DAT,SG,MASC,CMPR
kaukė;<k;ukė>;DEL;a;N,NOM,SG
kaukė;<ka;ukė>;INS;á;N,NOM,SG
aliejus;<ali;ejus>;INS;ẽjuj;N,LOC,SG
aliejus;<alie;>;DEL;jus;N,LOC,SG
pagoda;<pagod;>;DEL;a;N,ACC,SG
pagoda;<pagoda;>;INS;ą;N,ACC,SG
aušra;<a;šra>;DEL;u;N,VOC,SG
aušra;<au;šra>;INS;ũ;N,VOC,SG
apniūkti;<;apniūkti>;INS;te;V,3,PL,IMP
apniūkti;<apniūk;ti>;INS;s;V,3,PL,IMP
apniūkti;<apniūkt;>;DEL;i;V,3,PL,IMP
apniūkti;<apniūkti;>;INS;a;V,3,PL,IMP
kaina;<kain;>;DEL;a;N,LOC,PL
kaina;<kaina;>;INS;ose;N,LOC,PL
patrauklus;<patraukl;s>;DEL;u;ADJ,GEN,PL,FEM,CMPR
patrauklus;<patrauklu;s>;INS;e;ADJ,GEN,PL,FEM,CMPR
patrauklus;<patrauklus;>;INS;nių;ADJ,GEN,PL,FEM,CMPR
parlamentas;<parlame;s>;DEL;nta;N,LOC,PL
parlamentas;<parlamenta;s>;INS;ñtuo;N,LOC,PL
parlamentas;<parlamentas;>;INS;e;N,LOC,PL
haliucinuoti;<haliucinuo;i>;DEL;t;V,1,PL,FUT,IND
haliucinuoti;<haliucinuot;i>;INS;s;V,1,PL,FUT,IND
haliucinuoti;<haliucinuoti;>;INS;me;V,1,PL,FUT,IND
varyti;<vary;>;DEL;ti;V,3,SG,FUT,IND
varyti;<varyti;>;INS;s;V,3,SG,FUT,IND
išvalyti;<išval;>;DEL;yti;V,3,SG,PST,IND
išvalyti;<išvalyti;>;INS;ė;V,3,SG,PST,IND
miuonininis neutrinas;<miuonini;is neutrinas>;DEL;n;N,NOM,PL
miuonininis neutrinas;<miuoninin;is neutrinas>;INS;a;N,NOM,PL
miuonininis neutrinas;<miuoninini; neutrinas>;DEL;s;N,NOM,PL
miuonininis neutrinas;<miuonininis neutrina;>;DEL;s;N,NOM,PL
miuonininis neutrinas;<miuonininis neutrinas;>;INS;i;N,NOM,PL
smulkmeniškas;<smulkmenišk;>;DEL;as;ADJ,LOC,SG,FEM,POS
smulkmeniškas;<smulkmeniškas;>;INS;oje;ADJ,LOC,SG,FEM,POS
tėvas;<tėv;>;DEL;as;N,ACC,SG
tėvas;<tėvas;>;INS;ą;N,ACC,SG
iškalbus;<iškalb;us>;INS;ia;ADJ,DAT,PL,FEM,SPRL
iškalbus;<iškalbu;s>;INS;siom;ADJ,DAT,PL,FEM,SPRL
niukti;<niu;kti>;INS;n;V,2,SG,PRS,IND
niukti;<niuk;>;DEL;ti;V,2,SG,PRS,IND
niukti;<niukti;>;INS;ì;V,2,SG,PRS,IND
angliškas;<anglišk;>;DEL;as;ADJ,GEN,PL,MASC,POS
angliškas;<angliškas;>;INS;ų;ADJ,GEN,PL,MASC,POS
varyti;<var;>;DEL;yti;V,3,PL,PRS,IND
varyti;<varyti;>;INS;o;V,3,PL,PRS,IND
pigus;<p;igus>;INS;ìgia;ADJ,DAT,SG,FEM,POS
pigus;<pi;>;DEL;gus;ADJ,DAT,SG,FEM,POS
išlaižyti;<išlaiž;>;DEL;yti;V,3,PL,PST,IND
išlaižyti;<išlaižyti;>;INS;ė;V,3,PL,PST,IND
minkštas;<minkšt;>;DEL;as;ADJ,VOC,PL,MASC,POS
minkštas;<minkštas;>;INS;i;ADJ,VOC,PL,MASC,POS
arkangelas;<arkangel;>;DEL;as;N,GEN,PL
arkangelas;<arkangelas;>;INS;ų;N,GEN,PL
transliteruoti;<transliteruo;ti>;INS;sian;V,V.PTCP,ADV,FUT,ACT
transliteruoti;<transliteruot;>;DEL;i;V,V.PTCP,ADV,FUT,ACT
paduoti;<paduo;ti>;INS;si;V,2,PL,FUT,IND
paduoti;<paduot;>;DEL;i;V,2,PL,FUT,IND
paduoti;<paduoti;>;INS;e;V,2,PL,FUT,IND
sėklidė;<sėkl;dė>;DEL;i;N,NOM,PL
sėklidė;<sėkli;dė>;INS;ì;N,NOM,PL
sėklidė;<sėklidė;>;INS;s;N,NOM,PL
getas;<g;>;DEL;etas;N,GEN,PL
getas;<getas;>;INS;ètų;N,GEN,PL
kategorija;<kategorija;>;INS;i;N,DAT,SG
nukeliauti;<nukeliau;i>;DEL;t;V,V.PTCP,FUT,ACT
nukeliauti;<nukeliaut;i>;INS;s;V,V.PTCP,FUT,ACT
nukeliauti;<nukeliauti;>;INS;ąs;V,V.PTCP,FUT,ACT
arabiškas;<arabišk;s>;DEL;a;ADJ,ACC,PL,MASC,POS
arabiškas;<arabiška;s>;INS;u;ADJ,ACC,PL,MASC,POS
žvirblis;<žv;rblis>;DEL;i;N,INST,PL
žvirblis;<žvi;rblis>;INS;ì;N,INST,PL
žvirblis;<žvirbl;is>;INS;ia;N,INST,PL
nutylėti;<nutylė;i>;DEL;t;V,1,PL,FUT,IND
nutylėti;<nutylėt;i>;INS;s;V,1,PL,FUT,IND
nutylėti;<nutylėti;>;INS;me;V,1,PL,FUT,IND
ispanas;<ispan;>;DEL;as;N,ACC,SG
ispanas;<ispanas;>;INS;ą;N,ACC,SG
palaukti;<palauk;i>;DEL;t;V,1,SG,FUT,IND
palaukti;<palaukt;i>;INS;s;V,1,SG,FUT,IND
palaukti;<palaukti;>;INS;u;V,1,SG,FUT,IND
svastika;<sv;stika>;DEL;a;N,ACC,SG
svastika;<sva;stika>;INS;ã;N,ACC,SG
svastika;<svastik;>;DEL;a;N,ACC,SG
svastika;<svastika;>;INS;ą;N,ACC,SG
nepadorus;<nepador;>;DEL;us;ADJ,VOC,SG,FEM,POS
nepadorus;<nepadorus;>;INS;i;ADJ,VOC,SG,FEM,POS
tankus;<tank;s>;DEL;u;ADJ,ACC,SG,FEM,CMPR
tankus;<tanku;s>;INS;e;ADJ,ACC,SG,FEM,CMPR
tankus;<tankus;>;INS;nę;ADJ,ACC,SG,FEM,CMPR
kubas;<kub;>;DEL;as;N,VOC,SG
kubas;<kubas;>;INS;e;N,VOC,SG
vartoti;<vart;oti>;INS;odav;V,2,PL,PST,FREQ,IND
vartoti;<vartot;>;DEL;i;V,2,PL,PST,FREQ,IND
vartoti;<vartoti;>;INS;e;V,2,PL,PST,FREQ,IND
akivaizdus;<akivaizd;>;DEL;us;ADJ,GEN,PL,FEM,POS
akivaizdus;<akivaizdus;>;INS;žių;ADJ,GEN,PL,FEM,POS
Kuperio liauka;<Kuperio liauk;>;DEL;a;N,GEN,SG
Kuperio liauka;<Kuperio liauka;>;INS;os;N,GEN,SG
faktas;<fakt;>;DEL;as;N,INST,SG
faktas;<faktas;>;INS;ù;N,INST,SG
šviesmetis;<švi;smetis>;DEL;e;N,LOC,SG
šviesmetis;<švie;smetis>;INS;ẽ;N,LOC,SG
šviesmetis;<šviesmet;>;DEL;is;N,LOC,SG
šviesmetis;<šviesmetis;>;INS;yje;N,LOC,SG
žmogiškas;<žmogišk;s>;DEL;a;ADJ,ACC,SG,MASC,CMPR
žmogiškas;<žmogiška;s>;INS;e;ADJ,ACC,SG,MASC,CMPR
žmogiškas;<žmogiškas;>;INS;nį;ADJ,ACC,SG,MASC,CMPR
pigus;<pig;s>;DEL;u;ADJ,NOM,SG,MASC,CMPR
pigus;<pigu;s>;INS;èsni;ADJ,NOM,SG,MASC,CMPR
geisti;<geis;i>;DEL;t;V,V.PTCP,FUT,PASS
geisti;<geisti;>;INS;mas;V,V.PTCP,FUT,PASS
girgždėti;<girgždė;i>;DEL;t;V,2,SG,FUT,IND
girgždėti;<girgždėt;i>;INS;s;V,2,SG,FUT,IND
laižyti;<laiž;>;DEL;yti;V,3,PL,PRS,IND
laižyti;<laižyti;>;INS;o;V,3,PL,PRS,IND
išvalgyti;<išvalg;>;DEL;yti;V,2,PL,PRS,IND
išvalgyti;<išvalgyti;>;INS;ote;V,2,PL,PRS,IND
mietas;<mi;tas>;DEL;e;N,VOC,PL
mietas;<mie;tas>;INS;ẽ;N,VOC,PL
mietas;<mieta;>;DEL;s;N,VOC,PL
mietas;<mietas;>;INS;i;N,VOC,PL
bokalas;<bok;>;DEL;alas;N,VOC,SG
bokalas;<bokalas;>;INS;ãle;N,VOC,SG
armėnė;<armėn;>;DEL;ė;N,ACC,PL
armėnė;<armėnė;>;INS;es;N,ACC,PL
gižti;<giž;>;DEL;ti;V,1,PL,PST,FREQ,IND
gižti;<gižti;>;INS;davome;V,1,PL,PST,FREQ,IND
šiltas;<šil;as>;DEL;t;ADJ,LOC,PL,FEM,SPRL
šiltas;<šilt;as>;INS;či;ADJ,LOC,PL,FEM,SPRL
šiltas;<šilta;s>;INS;usio;ADJ,LOC,PL,FEM,SPRL
šiltas;<šiltas;>;INS;e;ADJ,LOC,PL,FEM,SPRL
analinis;<analini;>;DEL;s;ADJ,DAT,SG,MASC,POS
analinis;<analinis;>;INS;am;ADJ,DAT,SG,MASC,POS
drausti;<draus;i>;DEL;t;V,2,SG,FUT,IND
išžiūrėti;<išžiūrė;>;DEL;ti;V,3,PL,FUT,IND
išžiūrėti;<išžiūrėti;>;INS;s;V,3,PL,FUT,IND
kurti;<kur;ti>;INS;sian;V,V.PTCP,ADV,FUT,ACT
kurti;<kurt;>;DEL;i;V,V.PTCP,ADV,FUT,ACT
labas;<lab;as>;INS;i;ADJ,LOC,PL,FEM,SPRL
labas;<laba;s>;INS;usio;ADJ,LOC,PL,FEM,SPRL
labas;<labas;>;INS;e;ADJ,LOC,PL,FEM,SPRL
pardavėjas;<pardavėja;s>;INS;m;N,DAT,PL
palaukti;<palauk;>;DEL;ti;V,V.PTCP,PST,ACT
palaukti;<palaukti;>;INS;ęs;V,V.PTCP,PST,ACT
apvalgyti;<;apvalgyti>;INS;te;V,3,PL,IMP
apvalgyti;<apvalg;>;DEL;yti;V,3,PL,IMP
apvalgyti;<apvalgyti;>;INS;o;V,3,PL,IMP
dobti;<dobt;>;DEL;i;V,V.PTCP,LGSPEC3
dobti;<dobti;>;INS;e;V,V.PTCP,LGSPEC3
gražumas;<graž;mas>;DEL;u;N,DAT,PL
gražumas;<gražu;mas>;INS;ù;N,DAT,PL
gražumas;<gražuma;s>;INS;m;N,DAT,PL
eiti;<ei;i>;DEL;t;V,2,SG,PRS,IND
eiti;<eit;i>;INS;n;V,2,SG,PRS,IND
neramus;<neram;us>;INS;esni;ADJ,ACC,PL,MASC,CMPR
prezervatyvas;<prezervatyv;>;DEL;as;N,GEN,SG
prezervatyvas;<prezervatyvas;>;INS;o;N,GEN,SG
prancūziškas;<prancūzišk;>;DEL;as;ADJ,GEN,SG,MASC,POS
prancūziškas;<prancūziškas;>;INS;o;ADJ,GEN,SG,MASC,POS
fundamentalioji jėga;<fundamentalio;i jėga>;DEL;j;N,VOC,PL
fundamentalioji jėga;<fundamentalioj;i jėga>;INS;s;N,VOC,PL
fundamentalioji jėga;<fundamentalioji; jėga>;INS;os;N,VOC,PL
fundamentalioji jėga;<fundamentalioji jėg;>;DEL;a;N,VOC,PL
fundamentalioji jėga;<fundamentalioji jėga;>;INS;os;N,VOC,PL
drausti;<draus;ti>;INS;davo;V,2,PL,PST,FREQ,IND
drausti;<draust;>;DEL;i;V,2,PL,PST,FREQ,IND
drausti;<drausti;>;INS;e;V,2,PL,PST,FREQ,IND
santrumpa;<s;ntrumpa>;DEL;a;N,LOC,PL
santrumpa;<sa;ntrumpa>;INS;á;N,LOC,PL
santrumpa;<santrump;>;DEL;a;N,LOC,PL
santrumpa;<santrumpa;>;INS;ose;N,LOC,PL
nebeprisikiškiakopūsteliauti;<nebeprisikiškiakopūstelia;uti>;INS;uj;V,1,SG,PRS,IND
nebeprisikiškiakopūsteliauti;<nebeprisikiškiakopūsteliau;>;DEL;ti;V,1,SG,PRS,IND
žaizda;<žaizd;>;DEL;a;N,INST,PL
žaizda;<žaizda;>;INS;omìs;N,INST,PL
žmoniškas;<žmonišk;s>;DEL;a;ADJ,GEN,PL,MASC,CMPR
žmoniškas;<žmoniška;s>;INS;e;ADJ,GEN,PL,MASC,CMPR
žmoniškas;<žmoniškas;>;INS;nių;ADJ,GEN,PL,MASC,CMPR
įvairus;<įvair;us>;INS;a;ADJ,GEN,SG,MASC,POS
dūmas;<dūma;>;DEL;s;N,VOC,PL
dūmas;<dūmas;>;INS;i;N,VOC,PL
gilus;<gil;s>;DEL;u;ADJ,GEN,PL,MASC,CMPR
gilus;<gilu;s>;INS;e;ADJ,GEN,PL,MASC,CMPR
gilus;<gilus;>;INS;nių;ADJ,GEN,PL,MASC,CMPR
pradaryti;<pradaryt;>;DEL;i;V,3,SG,SBJV
pradaryti;<pradaryti;>;INS;ų;V,3,SG,SBJV
vaizdingas;<vaizding;as>;INS;iausi;ADJ,ACC,PL,FEM,SPRL
vaisius;<vaisi;s>;DEL;u;N,ACC,PL
vaisius;<vaisiu;s>;INS;ù;N,ACC,PL
drebėti;<drebė;ti>;INS;si;V,2,PL,FUT,IND
drebėti;<drebėt;>;DEL;i;V,2,PL,FUT,IND
drebėti;<drebėti;>;INS;e;V,2,PL,FUT,IND
pornografiškas;<pornografišk;s>;DEL;a;ADJ,GEN,SG,FEM,POS
pornografiškas;<pornografiška;s>;INS;o;ADJ,GEN,SG,FEM,POS
lydėti;<lyd;i>;DEL;ėt;V,2,SG,PRS,IND
demokratija;<demokr;tija>;DEL;a;N,ACC,PL
demokratija;<demokra;tija>;INS;ã;N,ACC,PL
demokratija;<demokratija;>;INS;s;N,ACC,PL
pieniškas;<pienišk;as>;INS;i;ADJ,DAT,PL,FEM,SPRL
pieniškas;<pieniška;s>;INS;usiom;ADJ,DAT,PL,FEM,SPRL
vaizdingas;<vaizdinga;>;DEL;s;ADJ,DAT,SG,MASC,POS
vaizdingas;<vaizdingas;>;INS;m;ADJ,DAT,SG,MASC,POS
kalnodara;<kaln;dara>;DEL;o;N,INST,PL
kalnodara;<kalno;dara>;INS;ó;N,INST,PL
kalnodara;<kalnodar;>;DEL;a;N,INST,PL
kalnodara;<kalnodara;>;INS;omis;N,INST,PL
palaukti;<palauk;i>;DEL;t;V,1,PL,PRS,IND
palaukti;<palaukti;>;INS;ame;V,1,PL,PRS,IND
kapšelis;<kapš;lis>;DEL;e;N,DAT,SG
kapšelis;<kapše;lis>;INS;ẽ;N,DAT,SG
kapšelis;<kapšel;is>;INS;iu;N,DAT,SG
kapšelis;<kapšeli;>;DEL;s;N,DAT,SG
kalbėti;<kalbė;i>;DEL;t;V,V.PTCP,FUT,ACT
kalbėti;<kalbėt;i>;INS;s;V,V.PTCP,FUT,ACT
kalbėti;<kalbėti;>;INS;ąs;V,V.PTCP,FUT,ACT
sugluminti;<suglumin;>;DEL;ti;V,1,PL,PST,IND
sugluminti;<sugluminti;>;INS;ome;V,1,PL,PST,IND
diegti;<dieg;>;DEL;ti;V,3,PL,PST,IND
diegti;<diegti;>;INS;ė;V,3,PL,PST,IND
yla;<;>;DEL;yla;N,NOM,PL
yla;<yla;>;INS;ýlos;N,NOM,PL
nukeliauti;<nukelia;uti>;INS;uj;V,1,SG,PRS,IND
nukeliauti;<nukeliau;>;DEL;ti;V,1,SG,PRS,IND
keistas;<keist;s>;DEL;a;ADJ,ACC,PL,FEM,CMPR
keistas;<keista;s>;INS;esne;ADJ,ACC,PL,FEM,CMPR
išparduoti;<išparduo;>;DEL;ti;V,1,PL,PST,FREQ,IND
išparduoti;<išparduoti;>;INS;davome;V,1,PL,PST,FREQ,IND
gulti;<gul;>;DEL;ti;V,V.PTCP,ADV,PST,FREQ,ACT
dirbti;<dirb;i>;DEL;t;V,2,SG,PRS,IND
apgauti;<apgau;i>;DEL;t;V,V.PTCP,FUT,PASS
apgauti;<apgaut;i>;INS;s;V,V.PTCP,FUT,PASS
apgauti;<apgauti;>;INS;mas;V,V.PTCP,FUT,PASS
atiduoti;<atiduo;ti>;INS;ki;V,2,PL,IMP
atiduoti;<atiduot;>;DEL;i;V,2,PL,IMP
atiduoti;<atiduoti;>;INS;e;V,2,PL,IMP
atsibosti;<atsib;osti>;INS;od;V,3,PL,PST,IND
atsibosti;<atsibo;>;DEL;sti;V,3,PL,PST,IND
rėkti;<rėk;>;DEL;ti;V,2,SG,PST,IND
rėkti;<rėkti;>;INS;eĩ;V,2,SG,PST,IND
galėti;<galė;i>;DEL;t;V,2,SG,PST,IND
galėti;<galėt;i>;INS;ja;V,2,SG,PST,IND
pydaras;<pydar;>;DEL;as;N,GEN,PL
pydaras;<pydaras;>;INS;ų;N,GEN,PL
daryti;<dar;ti>;DEL;y;V,V.PTCP,ADV,PRS,ACT
daryti;<dary;ti>;INS;an;V,V.PTCP,ADV,PRS,ACT
daryti;<daryt;>;DEL;i;V,V.PTCP,ADV,PRS,ACT
slovėniškas;<slovėnišk;>;DEL;as;ADJ,GEN,PL,MASC,POS
slovėniškas;<slovėniškas;>;INS;ų;ADJ,GEN,PL,MASC,POS
vilna;<v;lna>;DEL;i;N,GEN,PL
vilna;<vi;lna>;INS;ì;N,GEN,PL
vilna;<viln;>;DEL;a;N,GEN,PL
vilna;<vilna;>;INS;ų;N,GEN,PL
myluoti;<myluo;i>;DEL;t;V,1,PL,IMP
myluoti;<myluot;i>;INS;k;V,1,PL,IMP
myluoti;<myluoti;>;INS;me;V,1,PL,IMP
gižti;<giž;>;DEL;ti;V,V.PTCP,ADV,PST,FREQ,ACT
gižti;<gižti;>;INS;davus;V,V.PTCP,ADV,PST,FREQ,ACT
kukurūzas;<kukurūza;s>;INS;i;N,INST,PL
čiulpti;<čiulp;i>;DEL;t;V,V.PTCP,PRS,PASS
čiulpti;<čiulpti;>;INS;amas;V,V.PTCP,PRS,PASS
avis;<;s>;DEL;avi;N,VOC,PL
avis;<avi;s>;INS;ãvy;N,VOC,PL
alkanas;<alkana;>;DEL;s;N,NOM,PL
alkanas;<alkanas;>;INS;i;N,NOM,PL
vaizdas;<va;zdas>;DEL;i;N,ACC,SG
vaizdas;<vai;zdas>;INS;ĩ;N,ACC,SG
vaizdas;<vaizd;>;DEL;as;N,ACC,SG
vaizdas;<vaizdas;>;INS;ą;N,ACC,SG
bendras;<bendr;s>;DEL;a;ADJ,DAT,PL,FEM,CMPR
bendras;<bendra;s>;INS;esnėm;ADJ,DAT,PL,FEM,CMPR
smulkmeniškas;<smulkmenišk;as>;INS;i;ADJ,LOC,SG,MASC,SPRL
smulkmeniškas;<smulkmeniška;s>;INS;u;ADJ,LOC,SG,MASC,SPRL
smulkmeniškas;<smulkmeniškas;>;INS;iame;ADJ,LOC,SG,MASC,SPRL
sukti;<s;kti>;DEL;u;V,2,PL,IMP
sukti;<su;kti>;INS;ù;V,2,PL,IMP
sukti;<suk;i>;DEL;t;V,2,PL,IMP
sukti;<sukti;>;INS;te;V,2,PL,IMP
turėti;<tur;i>;DEL;ėt;V,V.PTCP,ADV,PRS,ACT
turėti;<turėti;>;INS;nt;V,V.PTCP,ADV,PRS,ACT
smulkmeniškas;<smulkmenišk;s>;DEL;a;ADJ,LOC,PL,MASC,POS
smulkmeniškas;<smulkmeniška;s>;INS;uo;ADJ,LOC,PL,MASC,POS
smulkmeniškas;<smulkmeniškas;>;INS;e;ADJ,LOC,PL,MASC,POS
įspūdingas;<įspūding;as>;INS;i;ADJ,LOC,PL,FEM,SPRL
įspūdingas;<įspūdinga;s>;INS;usio;ADJ,LOC,PL,FEM,SPRL
įspūdingas;<įspūdingas;>;INS;e;ADJ,LOC,PL,FEM,SPRL
erotiškas;<erotišk;s>;DEL;a;ADJ,NOM,SG,FEM,CMPR
erotiškas;<erotiška;s>;INS;e;ADJ,NOM,SG,FEM,CMPR
erotiškas;<erotiškas;>;INS;nė;ADJ,NOM,SG,FEM,CMPR
plaukas;<plauka;s>;INS;ĩ;N,INST,PL
užmigti;<užmig;>;DEL;ti;V,1,PL,PST,IND
užmigti;<užmigti;>;INS;ome;V,1,PL,PST,IND
prakaituotas;<prakaituot;s>;DEL;a;ADJ,LOC,PL,FEM,POS
prakaituotas;<prakaituota;s>;INS;o;ADJ,LOC,PL,FEM,POS
prakaituotas;<prakaituotas;>;INS;e;ADJ,LOC,PL,FEM,POS
vilkas;<vilk;>;DEL;as;N,DAT,SG
vilkas;<vilkas;>;INS;ui;N,DAT,SG
izoterminis;<izotermini;s>;INS;am;ADJ,DAT,PL,MASC,POS
aliejus;<ali;jus>;DEL;e;N,VOC,SG
aliejus;<alie;jus>;INS;ẽ;N,VOC,SG
aliejus;<aliej;us>;INS;a;N,VOC,SG
aliejus;<alieju;>;DEL;s;N,VOC,SG
myluoti;<myluo;>;DEL;ti;V,V.PTCP,PST,FREQ,ACT
myluoti;<myluoti;>;INS;davęs;V,V.PTCP,PST,FREQ,ACT
džiaugsmingas;<džiaugsming;as>;INS;i;ADJ,GEN,PL,MASC,SPRL
džiaugsmingas;<džiaugsminga;s>;INS;u;ADJ,GEN,PL,MASC,SPRL
džiaugsmingas;<džiaugsmingas;>;INS;ių;ADJ,GEN,PL,MASC,SPRL
mįslingas;<mįsling;as>;INS;i;ADJ,LOC,SG,FEM,SPRL
mįslingas;<mįslinga;s>;INS;u;ADJ,LOC,SG,FEM,SPRL
mįslingas;<mįslingas;>;INS;ioje;ADJ,LOC,SG,FEM,SPRL
čigonas;<čig;>;DEL;onas;N,VOC,SG
čigonas;<čigonas;>;INS;õne;N,VOC,SG
aitvaras;<aitvara;s>;INS;i;N,INST,PL
švarus;<švar;>;DEL;us;ADJ,LOC,SG,MASC,POS
švarus;<švarus;>;INS;iamè;ADJ,LOC,SG,MASC,POS
dažyti;<dažy;>;DEL;ti;V,V.PTCP,ADV,LGSPEC2,ACT
dažyti;<dažyti;>;INS;damas;V,V.PTCP,ADV,LGSPEC2,ACT
avėti;<avė;>;DEL;ti;V,2,SG,IMP
bedieviškas;<bedievišk;s>;DEL;a;ADJ,NOM,PL,FEM,POS
bedieviškas;<bedieviška;s>;INS;o;ADJ,NOM,PL,FEM,POS
vyriškas;<vyrišk;as>;INS;i;ADJ,NOM,PL,MASC,SPRL
vyriškas;<vyriška;s>;INS;u;ADJ,NOM,PL,MASC,SPRL
vyriškas;<vyriškas;>;INS;i;ADJ,NOM,PL,MASC,SPRL
bendruomenė;<bendruomenė;>;INS;s;N,VOC,PL
metai;<met;>;DEL;ai;N,ACC,SG
metai;<metai;>;INS;us;N,ACC,SG
bristi;<bris;i>;DEL;t;V,V.PTCP,FUT,ACT
bristi;<bristi;>;INS;ąs;V,V.PTCP,FUT,ACT
herbas;<herb;s>;DEL;a;N,ACC,PL
herbas;<herba;s>;INS;u;N,ACC,PL
rašyti;<raš;>;DEL;yti;V,V.PTCP,PST,ACT
rašyti;<rašyti;>;INS;ęs;V,V.PTCP,PST,ACT
batutas;<bat;>;DEL;utas;N,GEN,PL
batutas;<batutas;>;INS;ùtų;N,GEN,PL
bijūnas;<bijūna;>;DEL;s;N,NOM,PL
