Source;Left;Right;Operation;Object;Grammar
emīrs;<emīrs;>;INS;i;N,VOC,PL
visnetīrīgākais;<visnetīrīgāk;>;DEL;ais;ADJ,LOC,SG,FEM
visnetīrīgākais;<visnetīrīgākais;>;INS;ā;ADJ,LOC,SG,FEM
mīksnais;<mīksna;>;DEL;is;ADJ,GEN,SG,MASC
mīksnais;<mīksnais;>;INS;jam;ADJ,GEN,SG,MASC
zobs;<zob;>;DEL;s;N,LOC,SG
zobs;<zobs;>;INS;ā;N,LOC,SG
kanādiskākais;<kanādiskāk;>;DEL;ais;ADJ,ACC,PL,FEM
kanādiskākais;<kanādiskākais;>;INS;o;ADJ,ACC,PL,FEM
sievišķīgākais;<sievišķīgāk;s>;DEL;ai;ADJ,NOM,PL,FEM
sievišķīgākais;<sievišķīgākai;s>;INS;ā;ADJ,NOM,PL,FEM
palīdzēt;<palīdzē;>;DEL;t;V,V.PTCP,PRS,LGSPEC4
palīdzēt;<palīdzēt;>;INS;dams;V,V.PTCP,PRS,LGSPEC4
neturpināt;<neturpin;>;DEL;āt;V,LGSPEC2,LGSPEC7
neturpināt;<neturpināt;>;INS;a;V,LGSPEC2,LGSPEC7
turkmēniskais;<turkmēniska;>;DEL;is;ADJ,INST,SG,FEM
turkmēniskais;<turkmēniskais;>;INS;jā;ADJ,INST,SG,FEM
pērļainā mušmire;<pērļain;ā mušmire>;INS;aj;N,DAT,PL
pērļainā mušmire;<pērļainā; mušmire>;INS;m;N,DAT,PL
pērļainā mušmire;<pērļainā mušmir;>;DEL;e;N,DAT,PL
pērļainā mušmire;<pērļainā mušmire;>;INS;ēm;N,DAT,PL
piedurksne;<piedurksne;>;INS;s;N,NOM,PL
neredzēšanās;<neredzēšan;s>;DEL;ā;N,GEN,PL
neredzēšanās;<neredzēšanā;s>;INS;o;N,GEN,PL
biedināt;<biedinā;>;DEL;t;V,V.MSDR
biedināt;<biedināt;>;INS;šana;V,V.MSDR
bārdainākais;<bārdaināk;>;DEL;ais;ADJ,NOM,SG,MASC
bārdainākais;<bārdainākais;>;INS;o;ADJ,NOM,SG,MASC
tirdznieciskāks;<tirdznieciskāk;s>;INS;ā;ADJ,INST,PL,FEM
neraudāšana;<neraudāšan;>;DEL;a;N,INST,SG
neraudāšana;<neraudāšana;>;INS;u;N,INST,SG
abstrakcija;<abstrakcij;>;DEL;a;N,INST,PL
abstrakcija;<abstrakcija;>;INS;ām;N,INST,PL
filozofiskākais;<filozofiskāk;>;DEL;ais;ADJ,ACC,PL,MASC
filozofiskākais;<filozofiskākais;>;INS;o;ADJ,ACC,PL,MASC
prāvais;<prāv;s>;DEL;ai;ADJ,ACC,SG,FEM
prāvais;<prāvai;s>;INS;ā;ADJ,ACC,SG,FEM
apmainīt;<apmain;t>;DEL;ī;V,2,PL,PRS,IND
apmainīt;<apmainī;t>;INS;ā;V,2,PL,PRS,IND
smaidīgāks;<smaidīgāk;>;DEL;s;ADJ,GEN,SG,FEM
smaidīgāks;<smaidīgāks;>;INS;ai;ADJ,GEN,SG,FEM
spēcīgs;<spēcīg;s>;INS;o;ADJ,INST,PL,MASC
nesukāt;<nesukā;>;DEL;t;V,2,SG,FUT,IND
nesukāt;<nesukāt;>;INS;si;V,2,SG,FUT,IND
personisks;<personisk;s>;INS;ā;ADJ,INST,PL,FEM
afgāniskākais;<afgāniskāk;>;DEL;ais;ADJ,NOM,SG,MASC
afgāniskākais;<afgāniskākais;>;INS;o;ADJ,NOM,SG,MASC
agrais;<agr;>;DEL;ais;ADJ,NOM,SG,FEM
agrais;<agrais;>;INS;o;ADJ,NOM,SG,FEM
šausmīgākais;<šausmīgāk;>;DEL;ais;ADJ,ACC,PL,FEM
šausmīgākais;<šausmīgākais;>;INS;o;ADJ,ACC,PL,FEM
varēt;<varē;>;DEL;t;V,3,PL,FUT,IND
varēt;<varēt;>;INS;s;V,3,PL,FUT,IND
darbinieks;<darbiniek;>;DEL;s;N,NOM,PL
darbinieks;<darbinieks;>;INS;i;N,NOM,PL
alva;<alv;>;DEL;a;N,INST,SG
alva;<alva;>;INS;u;N,INST,SG
simbolistiskais;<simbolistisk;s>;DEL;ai;ADJ,ACC,SG,FEM
simbolistiskais;<simbolistiskai;s>;INS;ā;ADJ,ACC,SG,FEM
visparadoksālākais;<visparadoksālāka;s>;DEL;i;ADJ,INST,PL,FEM
visparadoksālākais;<visparadoksālākai;s>;INS;jā;ADJ,INST,PL,FEM
resns;<resn;>;DEL;s;ADJ,GEN,SG,FEM
resns;<resns;>;INS;ai;ADJ,GEN,SG,FEM
sniegbaltais;<sniegbalta;s>;DEL;i;ADJ,INST,PL,FEM
sniegbaltais;<sniegbaltai;s>;INS;jā;ADJ,INST,PL,FEM
muklainais;<muklain;>;DEL;ais;ADJ,LOC,SG,FEM
muklainais;<muklainais;>;INS;ā;ADJ,LOC,SG,FEM
melīgākais;<melīgāka;>;DEL;is;ADJ,DAT,PL,FEM
melīgākais;<melīgākais;>;INS;jām;ADJ,DAT,PL,FEM
prostituēties;<prostituē;s>;DEL;tie;V,1,SG,PRS,IND
prostituēties;<prostituētie;s>;INS;jo;V,1,SG,PRS,IND
ziepjainais;<ziepjain;>;DEL;ais;ADJ,NOM,SG,MASC
ziepjainais;<ziepjainais;>;INS;o;ADJ,NOM,SG,MASC
žiglāks;<žiglāk;s>;INS;o;ADJ,INST,PL,MASC
astrofizikālais;<astrofizikāla;is>;INS;j;ADJ,DAT,PL,MASC
astrofizikālais;<astrofizikālai;>;DEL;s;ADJ,DAT,PL,MASC
astrofizikālais;<astrofizikālais;>;INS;em;ADJ,DAT,PL,MASC
diskutēt;<diskutē;>;DEL;t;V,1,PL,PRS,IND
diskutēt;<diskutēt;>;INS;jam;V,1,PL,PRS,IND
holandiskais;<holandisk;is>;DEL;a;ADJ,LOC,PL,MASC
holandiskais;<holandiskai;>;DEL;s;ADJ,LOC,PL,MASC
holandiskais;<holandiskais;>;INS;e;ADJ,LOC,PL,MASC
miets;<miet;>;DEL;s;N,GEN,PL
miets;<miets;>;INS;u;N,GEN,PL
biežais;<biež;>;DEL;ais;ADJ,NOM,SG,MASC
biežais;<biežais;>;INS;o;ADJ,NOM,SG,MASC
trusēns;<trusēn;>;DEL;s;N,GEN,SG
trusēns;<trusēns;>;INS;a;N,GEN,SG
pareizais;<pareiz;>;DEL;ais;ADJ,DAT,SG,FEM
pareizais;<pareizais;>;INS;o;ADJ,DAT,SG,FEM
poga;<poga;>;INS;s;N,NOM,PL
idiotiskais;<idiotiska;>;DEL;is;ADJ,INST,SG,MASC
idiotiskais;<idiotiskais;>;INS;jā;ADJ,INST,SG,MASC
viskosmiskākais;<viskosmiskāka;>;DEL;is;ADJ,GEN,PL,FEM
viskosmiskākais;<viskosmiskākais;>;INS;jām;ADJ,GEN,PL,FEM
vismeitenīgākais;<vismeitenīgāka;>;DEL;is;ADJ,GEN,PL,FEM
vismeitenīgākais;<vismeitenīgākais;>;INS;jām;ADJ,GEN,PL,FEM
vislielīgākais;<vislielīgāk;>;DEL;ais;ADJ,ACC,PL,MASC
vislielīgākais;<vislielīgākais;>;INS;o;ADJ,ACC,PL,MASC
trakais;<traka;>;DEL;is;ADJ,GEN,SG,MASC
trakais;<trakais;>;INS;jam;ADJ,GEN,SG,MASC
mazgāt;<mazgā;>;DEL;t;V,3,PL,IMP
neaugt;<neaug;>;DEL;t;V,3,PL,IMP
veselais;<vesel;>;DEL;ais;ADJ,ACC,SG,MASC
veselais;<veselais;>;INS;ā;ADJ,ACC,SG,MASC
neziepēt;<neziepē;>;DEL;t;V,3,PL,PRS,IND
rūgts;<rūgt;>;DEL;s;ADJ,DAT,SG,MASC
rūgts;<rūgts;>;INS;u;ADJ,DAT,SG,MASC
pasakainais;<pasakain;>;DEL;ais;ADJ,NOM,SG,FEM
pasakainais;<pasakainais;>;INS;o;ADJ,NOM,SG,FEM
liegt;<lieg;>;DEL;t;V,V.PTCP,PRS,LGSPEC4
liegt;<liegt;>;INS;dams;V,V.PTCP,PRS,LGSPEC4
velnišķīgākais;<velnišķīgāk;>;DEL;ais;ADJ,ACC,PL,MASC
velnišķīgākais;<velnišķīgākais;>;INS;o;ADJ,ACC,PL,MASC
sociālākais;<sociālāk;ais>;INS;aj;ADJ,GEN,SG,FEM
sociālākais;<sociālākai;>;DEL;s;ADJ,GEN,SG,FEM
nestrādāt;<nestrādāt;>;INS;s;V,V.PTCP,PST,PASS
imperiālistiskāks;<imperiālistiskāk;>;DEL;s;ADJ,DAT,PL,MASC
imperiālistiskāks;<imperiālistiskāks;>;INS;iem;ADJ,DAT,PL,MASC
drosākais;<drosāka;s>;DEL;i;ADJ,INST,PL,FEM
drosākais;<drosākai;s>;INS;jā;ADJ,INST,PL,FEM
kija;<kij;>;DEL;a;N,LOC,PL
kija;<kija;>;INS;ās;N,LOC,PL
uzbekiskāks;<uzbekiskāk;>;DEL;s;ADJ,GEN,SG,FEM
uzbekiskāks;<uzbekiskāks;>;INS;ai;ADJ,GEN,SG,FEM
fantastisks;<fantastisk;>;DEL;s;ADJ,NOM,SG,FEM
fantastisks;<fantastisks;>;INS;u;ADJ,NOM,SG,FEM
slimais;<slima;is>;INS;j;ADJ,GEN,PL,MASC
slimais;<slimai;>;DEL;s;ADJ,GEN,PL,MASC
slimais;<slimais;>;INS;em;ADJ,GEN,PL,MASC
vissīriskākais;<vissīriskāk;>;DEL;ais;ADJ,NOM,SG,MASC
vissīriskākais;<vissīriskākais;>;INS;o;ADJ,NOM,SG,MASC
viszviedriskākais;<viszviedriskāk;>;DEL;ais;ADJ,ACC,SG,MASC
viszviedriskākais;<viszviedriskākais;>;INS;ā;ADJ,ACC,SG,MASC
dziedzeris;<dziedzer;s>;DEL;i;N,ACC,PL
dziedzeris;<dziedzeri;s>;INS;u;N,ACC,PL
tapirs;<tapir;>;DEL;s;N,NOM,PL
tapirs;<tapirs;>;INS;i;N,NOM,PL
vainīgākais;<vainīgāk;>;DEL;ais;ADJ,DAT,SG,FEM
vainīgākais;<vainīgākais;>;INS;o;ADJ,DAT,SG,FEM
kailākais;<kailāka;>;DEL;is;ADJ,DAT,PL,FEM
kailākais;<kailākais;>;INS;jām;ADJ,DAT,PL,FEM
sīkākais;<sīkāka;s>;DEL;i;ADJ,INST,PL,FEM
sīkākais;<sīkākai;s>;INS;jā;ADJ,INST,PL,FEM
sārtums;<sārtum;>;DEL;s;N,ACC,SG
sārtums;<sārtums;>;INS;u;N,ACC,SG
bagātīgāks;<bagātīgāk;s>;INS;a;ADJ,NOM,PL,FEM
bagātināt;<bagātinā;>;DEL;t;V,3,PL,PST,IND
bagātināt;<bagātināt;>;INS;ja;V,3,PL,PST,IND
etnogrāfiskais;<etnogrāfisk;s>;DEL;ai;ADJ,NOM,PL,FEM
etnogrāfiskais;<etnogrāfiskai;s>;INS;ā;ADJ,NOM,PL,FEM
vispolitiskākais;<vispolitiskāka;is>;INS;j;ADJ,GEN,PL,MASC
vispolitiskākais;<vispolitiskākai;>;DEL;s;ADJ,GEN,PL,MASC
vispolitiskākais;<vispolitiskākais;>;INS;em;ADJ,GEN,PL,MASC
nabadzīgāks;<nabadzīgāk;s>;INS;u;ADJ,NOM,PL,MASC
biklība;<biklīb;>;DEL;a;N,LOC,SG
biklība;<biklība;>;INS;ā;N,LOC,SG
nazāls;<nazāl;>;DEL;s;ADJ,INST,SG,MASC
nazāls;<nazāls;>;INS;ā;ADJ,INST,SG,MASC
centrālais;<centrāl;s>;DEL;ai;ADJ,NOM,PL,FEM
centrālais;<centrālai;s>;INS;ā;ADJ,NOM,PL,FEM
ticamāks;<ticamāk;>;DEL;s;ADJ,DAT,PL,FEM
ticamāks;<ticamāks;>;INS;ām;ADJ,DAT,PL,FEM
maķedoniskais;<maķedonisk;s>;DEL;ai;ADJ,NOM,PL,MASC
maķedoniskais;<maķedoniskai;s>;INS;o;ADJ,NOM,PL,MASC
nedancot;<nedanco;>;DEL;t;V,3,PL,IMP
iepelēks;<iepelēk;>;DEL;s;ADJ,GEN,SG,MASC
iepelēks;<iepelēks;>;INS;am;ADJ,GEN,SG,MASC
tūplis;<tūp;is>;DEL;l;N,NOM,PL
tūplis;<tūpl;is>;INS;ļ;N,NOM,PL
tūplis;<tūpli;>;DEL;s;N,NOM,PL
slovākiskākais;<slovākiskāk;>;DEL;ais;ADJ,DAT,SG,MASC
slovākiskākais;<slovākiskākais;>;INS;o;ADJ,DAT,SG,MASC
toksiskākais;<toksiskāk;>;DEL;ais;ADJ,ACC,PL,MASC
toksiskākais;<toksiskākais;>;INS;o;ADJ,ACC,PL,MASC
raženākais;<raženāk;>;DEL;ais;ADJ,NOM,SG,MASC
raženākais;<raženākais;>;INS;o;ADJ,NOM,SG,MASC
veselība;<veselība;>;INS;i;N,DAT,SG
visizdarīgākais;<visizdarīgāk;>;DEL;ais;ADJ,NOM,SG,FEM
visizdarīgākais;<visizdarīgākais;>;INS;o;ADJ,NOM,SG,FEM
dvīne;<dvīne;>;INS;s;N,GEN,SG
adrese;<adres;>;DEL;e;N,INST,SG
adrese;<adrese;>;INS;i;N,INST,SG
neatkarīgāks;<neatkarīgāk;>;DEL;s;ADJ,INST,SG,FEM
neatkarīgāks;<neatkarīgāks;>;INS;ā;ADJ,INST,SG,FEM
mazākais;<mazāk;is>;DEL;a;ADJ,LOC,PL,MASC
mazākais;<mazākai;>;DEL;s;ADJ,LOC,PL,MASC
mazākais;<mazākais;>;INS;e;ADJ,LOC,PL,MASC
nabadzīgākais;<nabadzīgāk;>;DEL;ais;ADJ,LOC,SG,FEM
nabadzīgākais;<nabadzīgākais;>;INS;ā;ADJ,LOC,SG,FEM
pērnējais;<pērnēj;>;DEL;ais;ADJ,ACC,PL,FEM
pērnējais;<pērnējais;>;INS;o;ADJ,ACC,PL,FEM
aukstais;<aukst;s>;DEL;ai;ADJ,LOC,PL,FEM
aukstais;<aukstai;s>;INS;ā;ADJ,LOC,PL,FEM
vārīt;<vār;>;DEL;īt;V,1,SG,PRS,IND
vārīt;<vārīt;>;INS;u;V,1,SG,PRS,IND
slovākiskais;<slovākisk;>;DEL;ais;ADJ,NOM,SG,MASC
slovākiskais;<slovākiskais;>;INS;o;ADJ,NOM,SG,MASC
aklums;<aklum;>;DEL;s;N,INST,SG
aklums;<aklums;>;INS;u;N,INST,SG
viskonkrētākais;<viskonkrētāk;>;DEL;ais;ADJ,DAT,SG,FEM
viskonkrētākais;<viskonkrētākais;>;INS;o;ADJ,DAT,SG,FEM
strādīgs;<strādīg;>;DEL;s;ADJ,DAT,PL,MASC
strādīgs;<strādīgs;>;INS;iem;ADJ,DAT,PL,MASC
eksistēšana;<eksistēšan;>;DEL;a;N,INST,SG
eksistēšana;<eksistēšana;>;INS;u;N,INST,SG
mest;<me;t>;DEL;s;V,3,PL,PST,IND
mest;<mest;>;INS;a;V,3,PL,PST,IND
vissmilšainākais;<vissmilšaināk;>;DEL;ais;ADJ,LOC,SG,FEM
vissmilšainākais;<vissmilšainākais;>;INS;ā;ADJ,LOC,SG,FEM
ķerpers;<ķerper;s>;INS;o;N,LOC,PL
vismiesīgākais;<vismiesīgāka;is>;INS;j;ADJ,DAT,PL,MASC
vismiesīgākais;<vismiesīgākai;>;DEL;s;ADJ,DAT,PL,MASC
vismiesīgākais;<vismiesīgākais;>;INS;em;ADJ,DAT,PL,MASC
sirmākais;<sirmāka;s>;DEL;i;ADJ,INST,PL,MASC
sirmākais;<sirmākai;s>;INS;jo;ADJ,INST,PL,MASC
dzeltānākais;<dzeltānāka;is>;INS;j;ADJ,DAT,PL,MASC
dzeltānākais;<dzeltānākai;>;DEL;s;ADJ,DAT,PL,MASC
dzeltānākais;<dzeltānākais;>;INS;em;ADJ,DAT,PL,MASC
dzērvene;<dzērvene;>;INS;s;N,ACC,PL
arējs;<arēj;>;DEL;s;N,INST,PL
arējs;<arējs;>;INS;iem;N,INST,PL
rudāks;<rudāk;>;DEL;s;ADJ,DAT,SG,MASC
rudāks;<rudāks;>;INS;u;ADJ,DAT,SG,MASC
nepiemirst;<nepiemirs;>;DEL;t;V,1,PL,FUT,IND
nepiemirst;<nepiemirst;>;INS;īsim;V,1,PL,FUT,IND
labklājība;<labklājīb;>;DEL;a;N,ACC,SG
labklājība;<labklājība;>;INS;u;N,ACC,SG
lielainums;<lielainu;ms>;INS;ma;N,DAT,SG
lielainums;<lielainum;>;DEL;s;N,DAT,SG
strādāt;<strādā;>;DEL;t;V,3,PL,FUT,IND
strādāt;<strādāt;>;INS;s;V,3,PL,FUT,IND
vismīkstākais;<vismīkstāka;is>;INS;j;ADJ,GEN,PL,MASC
vismīkstākais;<vismīkstākai;>;DEL;s;ADJ,GEN,PL,MASC
vismīkstākais;<vismīkstākais;>;INS;em;ADJ,GEN,PL,MASC
vismīkstākais;<vismīkstāk;>;DEL;ais;ADJ,ACC,PL,MASC
vismīkstākais;<vismīkstākais;>;INS;o;ADJ,ACC,PL,MASC
pūst;<pū;>;DEL;st;V,LGSPEC2,LGSPEC7
pūst;<pūst;>;INS;š;V,LGSPEC2,LGSPEC7
stingrais;<stingra;is>;INS;j;ADJ,DAT,PL,MASC
stingrais;<stingrai;>;DEL;s;ADJ,DAT,PL,MASC
stingrais;<stingrais;>;INS;em;ADJ,DAT,PL,MASC
visražīgākais;<visražīgāk;s>;DEL;ai;ADJ,LOC,PL,FEM
visražīgākais;<visražīgākai;s>;INS;ā;ADJ,LOC,PL,FEM
kosoviskais;<kosoviska;>;DEL;is;ADJ,INST,SG,FEM
kosoviskais;<kosoviskais;>;INS;jā;ADJ,INST,SG,FEM
jēlāks;<jēlāk;>;DEL;s;ADJ,NOM,SG,MASC
jēlāks;<jēlāks;>;INS;u;ADJ,NOM,SG,MASC
nedzirdīgākais;<nedzirdīgāka;>;DEL;is;ADJ,INST,SG,MASC
nedzirdīgākais;<nedzirdīgākais;>;INS;jā;ADJ,INST,SG,MASC
necepināt;<necepinā;>;DEL;t;V,V.MSDR
necepināt;<necepināt;>;INS;šana;V,V.MSDR
humānistiskais;<humānistisk;>;DEL;ais;ADJ,LOC,SG,FEM
humānistiskais;<humānistiskais;>;INS;ā;ADJ,LOC,SG,FEM
likumīgākais;<likumīgāk;s>;DEL;ai;ADJ,NOM,PL,FEM
likumīgākais;<likumīgākai;s>;INS;ā;ADJ,NOM,PL,FEM
vispurvainākais;<vispurvaināka;>;DEL;is;ADJ,INST,SG,MASC
vispurvainākais;<vispurvainākais;>;INS;jā;ADJ,INST,SG,MASC
saldenāks;<saldenāk;s>;INS;u;ADJ,NOM,PL,MASC
visvēlākais;<visvēlāk;ais>;INS;aj;ADJ,GEN,SG,FEM
visvēlākais;<visvēlākai;>;DEL;s;ADJ,GEN,SG,FEM
asiņainais;<asiņaina;>;DEL;is;ADJ,GEN,SG,MASC
asiņainais;<asiņainais;>;INS;jam;ADJ,GEN,SG,MASC
nedejošana;<nedejošana;>;INS;s;N,GEN,SG
ģeogrāfe;<ģeogrāfe;>;INS;i;N,DAT,SG
kļūdaināks;<kļūdaināk;>;DEL;s;ADJ,ACC,PL,FEM
kļūdaināks;<kļūdaināks;>;INS;u;ADJ,ACC,PL,FEM
miksts;<mikst;>;DEL;s;ADJ,DAT,SG,MASC
miksts;<miksts;>;INS;u;ADJ,DAT,SG,MASC
metafiziskāks;<metafiziskāk;>;DEL;s;ADJ,DAT,SG,MASC
metafiziskāks;<metafiziskāks;>;INS;u;ADJ,DAT,SG,MASC
topogrāfe;<topogrāfe;>;INS;s;N,VOC,PL
vistransparentākais;<vistransparentāka;>;DEL;is;ADJ,INST,SG,MASC
vistransparentākais;<vistransparentākais;>;INS;jā;ADJ,INST,SG,MASC
pilnīgs;<pilnīg;>;DEL;s;ADJ,DAT,PL,FEM
pilnīgs;<pilnīgs;>;INS;ām;ADJ,DAT,PL,FEM
dregnākais;<dregnāka;s>;DEL;i;ADJ,INST,PL,MASC
dregnākais;<dregnākai;s>;INS;jo;ADJ,INST,PL,MASC
aplikt;<aplik;>;DEL;t;V,V.MSDR
aplikt;<aplikt;>;INS;šana;V,V.MSDR
veselāks;<veselāk;>;DEL;s;ADJ,INST,SG,FEM
veselāks;<veselāks;>;INS;ā;ADJ,INST,SG,FEM
īslandiskākais;<īslandiskāka;is>;INS;j;ADJ,GEN,PL,MASC
īslandiskākais;<īslandiskākai;>;DEL;s;ADJ,GEN,PL,MASC
īslandiskākais;<īslandiskākais;>;INS;em;ADJ,GEN,PL,MASC
golfs;<golf;>;DEL;s;N,VOC,SG
visgrieķiskākais;<visgrieķiskāk;>;DEL;ais;ADJ,DAT,SG,FEM
visgrieķiskākais;<visgrieķiskākais;>;INS;o;ADJ,DAT,SG,FEM
vismazākais;<vismazāk;>;DEL;ais;ADJ,ACC,PL,FEM
vismazākais;<vismazākais;>;INS;o;ADJ,ACC,PL,FEM
caurredzamākais;<caurredzamāk;>;DEL;ais;ADJ,DAT,SG,FEM
caurredzamākais;<caurredzamākais;>;INS;o;ADJ,DAT,SG,FEM
necept;<necep;t>;INS;šo;V,LGSPEC1,FUT
komfortablākais;<komfortablāka;>;DEL;is;ADJ,GEN,PL,FEM
komfortablākais;<komfortablākais;>;INS;jām;ADJ,GEN,PL,FEM
neiztulkot;<neiztulko;>;DEL;t;V,V.PTCP,PST,ACT
neiztulkot;<neiztulkot;>;INS;jis;V,V.PTCP,PST,ACT
dzīves biedrene;<dzīves biedrene;>;INS;s;N,GEN,SG
vislikumīgākais;<vislikumīgāka;s>;DEL;i;ADJ,INST,PL,MASC
vislikumīgākais;<vislikumīgākai;s>;INS;jo;ADJ,INST,PL,MASC
pērns;<pērn;>;DEL;s;ADJ,GEN,SG,MASC
pērns;<pērns;>;INS;am;ADJ,GEN,SG,MASC
žirgts;<žirgt;>;DEL;s;ADJ,DAT,PL,FEM
žirgts;<žirgts;>;INS;ām;ADJ,DAT,PL,FEM
visgaršīgākais;<visgaršīgāk;>;DEL;ais;ADJ,LOC,SG,FEM
visgaršīgākais;<visgaršīgākais;>;INS;ā;ADJ,LOC,SG,FEM
meitenīgāks;<meitenīgāk;>;DEL;s;ADJ,GEN,SG,FEM
meitenīgāks;<meitenīgāks;>;INS;ai;ADJ,GEN,SG,FEM
vājdzirdīgais;<vājdzirdīg;>;DEL;ais;ADJ,NOM,SG,FEM
vājdzirdīgais;<vājdzirdīgais;>;INS;o;ADJ,NOM,SG,FEM
neiedzert;<neiedzer;>;DEL;t;V,3,PL,FUT,IND
neiedzert;<neiedzert;>;INS;s;V,3,PL,FUT,IND
sociālists;<sociālist;>;DEL;s;N,INST,SG
sociālists;<sociālists;>;INS;u;N,INST,SG
rakstāmmašīna;<rakstāmmašīna;>;INS;i;N,DAT,SG
interesantāks;<interesantāk;>;DEL;s;ADJ,INST,SG,FEM
interesantāks;<interesantāks;>;INS;ā;ADJ,INST,SG,FEM
visskaidrākais;<visskaidrāka;s>;DEL;i;ADJ,INST,PL,FEM
visskaidrākais;<visskaidrākai;s>;INS;jā;ADJ,INST,PL,FEM
visskaļākais;<visskaļāk;>;DEL;ais;ADJ,ACC,SG,MASC
visskaļākais;<visskaļākais;>;INS;ā;ADJ,ACC,SG,MASC
uzsvars;<uzsvar;>;DEL;s;N,VOC,SG
birka;<birk;>;DEL;a;N,DAT,PL
birka;<birka;>;INS;ām;N,DAT,PL
vistuklākais;<vistuklāka;>;DEL;is;ADJ,INST,SG,MASC
vistuklākais;<vistuklākais;>;INS;jā;ADJ,INST,SG,MASC
plēst;<plē;t>;DEL;s;V,LGSPEC1,IMP
plēst;<plēs;t>;INS;šo;V,LGSPEC1,IMP
neredzēties;<neredz;ties>;DEL;ē;V,V.PTCP,PRS,LGSPEC5
neredzēties;<neredzē;ties>;INS;o;V,V.PTCP,PRS,LGSPEC5
rasainais;<rasain;s>;DEL;ai;ADJ,LOC,PL,FEM
rasainais;<rasainai;s>;INS;ā;ADJ,LOC,PL,FEM
iebrūns;<iebrūn;>;DEL;s;ADJ,INST,SG,MASC
