Source;Left;Right;Operation;Object;Grammar
obstrepo;<obstrepo;>;INS;erēris;V,SBJV,PST,2,SG,IPFV
inrideo;<inr;ideo>;INS;īdēbit;V,IND,FUT,2,PL
inrideo;<inri;>;DEL;deo;V,IND,FUT,2,PL
inrideo;<inrideo;>;INS;s;V,IND,FUT,2,PL
permolestus;<permolest;s>;DEL;u;ADJ,ACC,FEM,PL
permolestus;<permolestu;s>;INS;ā;ADJ,ACC,FEM,PL
ulterior;<ulteri;r>;DEL;o;ADJ,VOC,NEUT,PL
ulterior;<ulterio;r>;INS;ō;ADJ,VOC,NEUT,PL
ulterior;<ulterior;>;INS;a;ADJ,VOC,NEUT,PL
furcifer;<furcifer;>;INS;ō;N,DAT,SG
spurcissimus;<spurcissi;mus>;INS;ma;ADJ,ACC,FEM,SG
spurcissimus;<spurcissim;>;DEL;us;ADJ,ACC,FEM,SG
inquisitor;<inqu;sitor>;DEL;i;N,VOC,PL
inquisitor;<inqui;sitor>;INS;īsītōrē;N,VOC,PL
inquisitor;<inquis;>;DEL;itor;N,VOC,PL
intercalarius;<intercal;rius>;DEL;a;ADJ,GEN,MASC,SG
intercalarius;<intercala;rius>;INS;ā;ADJ,GEN,MASC,SG
intercalarius;<intercalari;>;DEL;us;ADJ,GEN,MASC,SG
intercalarius;<intercalarius;>;INS;ī;ADJ,GEN,MASC,SG
fuscitarsis;<fuscitar;s>;DEL;si;ADJ,NOM,NEUT,SG
fuscitarsis;<fuscitarsis;>;INS;e;ADJ,NOM,NEUT,SG
pampinarius;<pampin;arius>;INS;āri;ADJ,NOM,FEM,SG
pampinarius;<pampina;>;DEL;rius;ADJ,NOM,FEM,SG
acroscopicus;<acroscopic;>;DEL;us;ADJ,NOM,FEM,SG
acroscopicus;<acroscopicus;>;INS;a;ADJ,NOM,FEM,SG
actinopetalus;<actinopetal;>;DEL;us;ADJ,ABL,NEUT,SG
actinopetalus;<actinopetalus;>;INS;ō;ADJ,ABL,NEUT,SG
progigno;<pr;gigno>;DEL;o;V,IND,PASS,PST,1,PL,IPFV
progigno;<pro;gigno>;INS;ō;V,IND,PASS,PST,1,PL,IPFV
progigno;<progign;>;DEL;o;V,IND,PASS,PST,1,PL,IPFV
progigno;<progigno;>;INS;ēbāmur;V,IND,PASS,PST,1,PL,IPFV
deflecto;<d;flecto>;DEL;e;V,IND,PASS,PRS,3,PL
deflecto;<de;flecto>;INS;ē;V,IND,PASS,PRS,3,PL
deflecto;<deflect;>;DEL;o;V,IND,PASS,PRS,3,PL
deflecto;<deflecto;>;INS;untur;V,IND,PASS,PRS,3,PL
amsterdamensis;<amsterdam;nsis>;DEL;e;ADJ,VOC,MASC/FEM,PL
amsterdamensis;<amsterdame;nsis>;INS;ē;ADJ,VOC,MASC/FEM,PL
amsterdamensis;<amsterdamens;s>;DEL;i;ADJ,VOC,MASC/FEM,PL
amsterdamensis;<amsterdamensi;s>;INS;ē;ADJ,VOC,MASC/FEM,PL
adversissimus;<adversissim;>;DEL;us;ADJ,ACC,NEUT,PL
adversissimus;<adversissimus;>;INS;a;ADJ,ACC,NEUT,PL
dementissimus;<d;mentissimus>;DEL;e;ADJ,ACC,MASC,SG
dementissimus;<de;mentissimus>;INS;ē;ADJ,ACC,MASC,SG
dementissimus;<dementissimu;>;DEL;s;ADJ,ACC,MASC,SG
dementissimus;<dementissimus;>;INS;m;ADJ,ACC,MASC,SG
vastissimus;<vastissim;s>;DEL;u;ADJ,ACC,MASC,PL
vastissimus;<vastissimu;s>;INS;ō;ADJ,ACC,MASC,PL
inflecto;<;nflecto>;DEL;i;V,IND,FUT,2,SG
inflecto;<i;nflecto>;INS;ī;V,IND,FUT,2,SG
inflecto;<inflect;>;DEL;o;V,IND,FUT,2,SG
inflecto;<inflecto;>;INS;ēs;V,IND,FUT,2,SG
virido;<virid;>;DEL;o;V,IND,FUT,3,SG
virido;<virido;>;INS;ābit;V,IND,FUT,3,SG
odoro;<od;>;DEL;oro;V,IND,PST,3,SG,IPFV
odoro;<odoro;>;INS;ōrābat;V,IND,PST,3,SG,IPFV
inconcinnus;<inconcinn;>;DEL;us;ADJ,DAT,MASC,SG
inconcinnus;<inconcinnus;>;INS;ō;ADJ,DAT,MASC,SG
perpusillus;<perpusillu;>;DEL;s;ADJ,VOC,NEUT,SG
perpusillus;<perpusillus;>;INS;m;ADJ,VOC,NEUT,SG
volucris;<volucr;>;DEL;is;N,DAT,SG
volucris;<volucris;>;INS;ī;N,DAT,SG
alascensis;<alascens;s>;DEL;i;ADJ,NOM,MASC/FEM,PL
alascensis;<alascensi;s>;INS;ē;ADJ,NOM,MASC/FEM,PL
adclaro;<adcl;>;DEL;aro;V,IND,PST,3,PL,PFV
adclaro;<adclaro;>;INS;ārāvērunt;V,IND,PST,3,PL,PFV
testator;<test;tor>;DEL;a;N,VOC,SG
testator;<testa;tor>;INS;ā;N,VOC,SG
autumo;<autum;>;DEL;o;V,SBJV,PRS,3,PL
autumo;<autumo;>;INS;ent;V,SBJV,PRS,3,PL
dirimo;<dirim;>;DEL;o;V,IND,PASS,FUT,3,SG
dirimo;<dirimo;>;INS;ētur;V,IND,PASS,FUT,3,SG
adlaudo;<adlaud;>;DEL;o;V,IND,PST,1,SG,IPFV
adlaudo;<adlaudo;>;INS;ābam;V,IND,PST,1,SG,IPFV
iniquus;<in;quus>;DEL;i;ADJ,ABL,FEM,SG
iniquus;<ini;quus>;INS;ī;ADJ,ABL,FEM,SG
iniquus;<iniqu;>;DEL;us;ADJ,ABL,FEM,SG
iniquus;<iniquus;>;INS;ā;ADJ,ABL,FEM,SG
frustulentus;<frustulent;>;DEL;us;ADJ,VOC,FEM,SG
frustulentus;<frustulentus;>;INS;a;ADJ,VOC,FEM,SG
organizo;<organiz;>;DEL;o;V,SBJV,PST,1,SG,IPFV
organizo;<organizo;>;INS;ārem;V,SBJV,PST,1,SG,IPFV
anteverto;<antevert;>;DEL;o;V,SBJV,PST,2,SG,IPFV
anteverto;<anteverto;>;INS;erēris;V,SBJV,PST,2,SG,IPFV
portitor;<portit;r>;DEL;o;N,GEN,PL
portitor;<portito;r>;INS;ō;N,GEN,PL
portitor;<portitor;>;INS;um;N,GEN,PL
destituo;<d;stituo>;DEL;e;V,IMP,PRS,3,SG
destituo;<de;stituo>;INS;ē;V,IMP,PRS,3,SG
destituo;<destitu;>;DEL;o;V,IMP,PRS,3,SG
destituo;<destituo;>;INS;e;V,IMP,PRS,3,SG
deiero;<d;iero>;DEL;e;V,SBJV,PST,2,PL,PFV
deiero;<de;iero>;INS;ē;V,SBJV,PST,2,PL,PFV
deiero;<deier;>;DEL;o;V,SBJV,PST,2,PL,PFV
deiero;<deiero;>;INS;āverītis;V,SBJV,PST,2,PL,PFV
eucharis;<euchar;>;DEL;is;ADJ,ABL,MASC/FEM,SG
eucharis;<eucharis;>;INS;ī;ADJ,ABL,MASC/FEM,SG
judico;<j;dico>;DEL;u;V,IND,PASS,PST,3,PL,IPFV
judico;<ju;dico>;INS;ū;V,IND,PASS,PST,3,PL,IPFV
judico;<judic;>;DEL;o;V,IND,PASS,PST,3,PL,IPFV
judico;<judico;>;INS;ābantur;V,IND,PASS,PST,3,PL,IPFV
idoneus;<id;neus>;DEL;o;ADJ,NOM,NEUT,SG
idoneus;<ido;neus>;INS;ō;ADJ,NOM,NEUT,SG
idoneus;<idoneu;>;DEL;s;ADJ,NOM,NEUT,SG
idoneus;<idoneus;>;INS;m;ADJ,NOM,NEUT,SG
agguberno;<aggubern;>;DEL;o;V,IMP,PRS,3,SG
agguberno;<agguberno;>;INS;ā;V,IMP,PRS,3,SG
illudo;<ill;>;DEL;udo;V,SBJV,PST,2,SG,IPFV
illudo;<illudo;>;INS;ūderēris;V,SBJV,PST,2,SG,IPFV
pupilla;<p;pilla>;DEL;u;N,ACC,PL
pupilla;<pu;pilla>;INS;ū;N,ACC,PL
pupilla;<pupill;>;DEL;a;N,ACC,PL
pupilla;<pupilla;>;INS;ās;N,ACC,PL
circumspicio;<circumspici;>;DEL;o;V,SBJV,PASS,PRS,3,SG
circumspicio;<circumspicio;>;INS;ātur;V,SBJV,PASS,PRS,3,SG
diiudico;<d;iiudico>;INS;ī;V,SBJV,PRS,1,SG
diiudico;<di;dico>;DEL;iu;V,SBJV,PRS,1,SG
diiudico;<diiu;dico>;INS;ū;V,SBJV,PRS,1,SG
diiudico;<diiudic;>;DEL;o;V,SBJV,PRS,1,SG
diiudico;<diiudico;>;INS;em;V,SBJV,PRS,1,SG
inpertio;<inpert;>;DEL;io;V,IND,PST,1,PL,PRF
inpertio;<inpertio;>;INS;īverāmus;V,IND,PST,1,PL,PRF
opero;<oper;>;DEL;o;V,SBJV,PST,1,SG,PRF
opero;<opero;>;INS;āvissem;V,SBJV,PST,1,SG,PRF
albulus;<albulu;>;DEL;s;ADJ,ACC,NEUT,SG
albulus;<albulus;>;INS;m;ADJ,ACC,NEUT,SG
compunctio;<compuncti;>;DEL;o;N,VOC,PL
compunctio;<compunctio;>;INS;ōnēs;N,VOC,PL
moto;<m;>;DEL;oto;V,SBJV,PST,2,PL,PFV
moto;<moto;>;INS;ōtāverītis;V,SBJV,PST,2,PL,PFV
instabilio;<instabil;io>;INS;īverāt;V,IND,PST,2,PL,PRF
instabilio;<instabili;>;DEL;o;V,IND,PST,2,PL,PRF
instabilio;<instabilio;>;INS;s;V,IND,PST,2,PL,PRF
hypotheca;<hypoth;ca>;DEL;e;N,VOC,SG
hypotheca;<hypothe;ca>;INS;ē;N,VOC,SG
inservio;<;nservio>;DEL;i;V,IND,PST,3,PL,PFV
inservio;<i;nservio>;INS;ī;V,IND,PST,3,PL,PFV
inservio;<inserv;>;DEL;io;V,IND,PST,3,PL,PFV
inservio;<inservio;>;INS;īvērunt;V,IND,PST,3,PL,PFV
retrudo;<retr;>;DEL;udo;V,IND,PST,2,SG,PRF
retrudo;<retrudo;>;INS;ūserās;V,IND,PST,2,SG,PRF
rupico;<rupic;>;DEL;o;N,ACC,PL
rupico;<rupico;>;INS;ōnēs;N,ACC,PL
inopinatus;<inop;tus>;DEL;ina;ADJ,VOC,NEUT,SG
inopinatus;<inopina;tus>;INS;īnā;ADJ,VOC,NEUT,SG
inopinatus;<inopinatu;>;DEL;s;ADJ,VOC,NEUT,SG
inopinatus;<inopinatus;>;INS;m;ADJ,VOC,NEUT,SG
azoricus;<azoric;>;DEL;us;ADJ,GEN,MASC,SG
azoricus;<azoricus;>;INS;ī;ADJ,GEN,MASC,SG
putidissimus;<p;tidissimus>;DEL;u;ADJ,GEN,MASC,SG
putidissimus;<pu;tidissimus>;INS;ū;ADJ,GEN,MASC,SG
putidissimus;<putidissim;>;DEL;us;ADJ,GEN,MASC,SG
putidissimus;<putidissimus;>;INS;ī;ADJ,GEN,MASC,SG
longimanus;<longimanu;>;DEL;s;ADJ,ACC,MASC,SG
longimanus;<longimanus;>;INS;m;ADJ,ACC,MASC,SG
perbonus;<perbon;>;DEL;us;ADJ,NOM,MASC,PL
perbonus;<perbonus;>;INS;ī;ADJ,NOM,MASC,PL
prudentissimus;<pr;ntissimus>;DEL;ude;ADJ,NOM,MASC,PL
prudentissimus;<prude;ntissimus>;INS;ūdē;ADJ,NOM,MASC,PL
prudentissimus;<prudentissim;>;DEL;us;ADJ,NOM,MASC,PL
prudentissimus;<prudentissimus;>;INS;ī;ADJ,NOM,MASC,PL
obarmo;<obarm;>;DEL;o;V,IND,PRS,2,SG
obarmo;<obarmo;>;INS;ās;V,IND,PRS,2,SG
superextendo;<superextend;o>;INS;unt;V,IMP,PASS,FUT,3,PL
superextendo;<superextendo;>;INS;r;V,IMP,PASS,FUT,3,PL
praelongus;<praelong;>;DEL;us;ADJ,GEN,FEM,SG
praelongus;<praelongus;>;INS;ae;ADJ,GEN,FEM,SG
infligo;<;nfligo>;DEL;i;V,IND,PST,2,PL,IPFV
infligo;<i;nfligo>;INS;ī;V,IND,PST,2,PL,IPFV
infligo;<infl;igo>;INS;īgēbāt;V,IND,PST,2,PL,IPFV
infligo;<infli;>;DEL;go;V,IND,PST,2,PL,IPFV
infligo;<infligo;>;INS;s;V,IND,PST,2,PL,IPFV
allino;<allin;>;DEL;o;V,IND,PRS,2,PL
allino;<allino;>;INS;itis;V,IND,PRS,2,PL
obtendo;<obtend;>;DEL;o;V,IND,PST,1,PL,PFV
obtendo;<obtendo;>;INS;imus;V,IND,PST,1,PL,PFV
assevero;<assev;ero>;INS;ēr;V,SBJV,PRS,3,SG
assevero;<asseve;>;DEL;ro;V,SBJV,PRS,3,SG
assevero;<assevero;>;INS;t;V,SBJV,PRS,3,SG
informis;<;nformis>;DEL;i;ADJ,ABL,NEUT,SG
informis;<i;nformis>;INS;ī;ADJ,ABL,NEUT,SG
informis;<inf;rmis>;DEL;o;ADJ,ABL,NEUT,SG
informis;<info;rmis>;INS;ō;ADJ,ABL,NEUT,SG
informis;<informi;s>;INS;bu;ADJ,ABL,NEUT,SG
studiosior;<studi;sior>;DEL;o;ADJ,ACC,MASC/FEM,PL
studiosior;<studio;sior>;INS;ō;ADJ,ACC,MASC/FEM,PL
studiosior;<studiosi;r>;DEL;o;ADJ,ACC,MASC/FEM,PL
studiosior;<studiosio;r>;INS;ō;ADJ,ACC,MASC/FEM,PL
studiosior;<studiosior;>;INS;ēs;ADJ,ACC,MASC/FEM,PL
apo;<ap;>;DEL;o;V,SBJV,PST,2,SG,IPFV
apo;<apo;>;INS;erēris;V,SBJV,PST,2,SG,IPFV
fiscina;<fiscina;>;INS;e;N,GEN,SG
abrodo;<abr;>;DEL;odo;V,SBJV,PRS,2,PL
abrodo;<abrodo;>;INS;ōdātis;V,SBJV,PRS,2,PL
apputo;<appu;to>;INS;tāverin;V,SBJV,PST,3,PL,PFV
apputo;<apput;>;DEL;o;V,SBJV,PST,3,PL,PFV
grunnio;<grunni;>;DEL;o;V,IND,PASS,PST,1,SG,IPFV
grunnio;<grunnio;>;INS;ēbar;V,IND,PASS,PST,1,SG,IPFV
escendo;<;scendo>;DEL;e;V,IND,PRS,1,SG
escendo;<e;scendo>;INS;ē;V,IND,PRS,1,SG
escendo;<escend;>;DEL;o;V,IND,PRS,1,SG
escendo;<escendo;>;INS;ō;V,IND,PRS,1,SG
reformo;<ref;rmo>;DEL;o;V,SBJV,PST,3,PL,PRF
reformo;<refo;rmo>;INS;ō;V,SBJV,PST,3,PL,PRF
reformo;<reform;>;DEL;o;V,SBJV,PST,3,PL,PRF
reformo;<reformo;>;INS;āvissent;V,SBJV,PST,3,PL,PRF
rectangulus;<rectangul;>;DEL;us;ADJ,NOM,MASC,PL
rectangulus;<rectangulus;>;INS;ī;ADJ,NOM,MASC,PL
clausum;<claus;>;DEL;um;N,DAT,SG
clausum;<clausum;>;INS;ō;N,DAT,SG
mediaevalis;<mediaev;s>;DEL;ali;ADJ,VOC,MASC/FEM,PL
mediaevalis;<mediaevali;s>;INS;ālē;ADJ,VOC,MASC/FEM,PL
declamito;<d;clamito>;DEL;e;V,SBJV,PASS,PRS,2,SG
declamito;<de;clamito>;INS;ē;V,SBJV,PASS,PRS,2,SG
declamito;<decl;mito>;DEL;a;V,SBJV,PASS,PRS,2,SG
declamito;<decla;mito>;INS;ā;V,SBJV,PASS,PRS,2,SG
declamito;<declamit;>;DEL;o;V,SBJV,PASS,PRS,2,SG
declamito;<declamito;>;INS;ēris;V,SBJV,PASS,PRS,2,SG
masculetum;<mascul;tum>;DEL;e;N,GEN,PL
masculetum;<mascule;tum>;INS;ē;N,GEN,PL
masculetum;<masculet;um>;INS;ōr;N,GEN,PL
flexuosus;<flex;us>;DEL;uos;ADJ,GEN,MASC,SG
flexuosus;<flexuosu;s>;INS;ō;ADJ,GEN,MASC,SG
flexuosus;<flexuosus;>;INS;ī;ADJ,GEN,MASC,SG
consolativus;<con;s>;DEL;solativu;ADJ,GEN,MASC,SG
consolativus;<consolativus;>;INS;ōlātīvī;ADJ,GEN,MASC,SG
meticulosus;<meticul;s>;DEL;osu;ADJ,GEN,NEUT,PL
meticulosus;<meticulosu;s>;INS;ō;ADJ,GEN,NEUT,PL
meticulosus;<meticulosus;>;INS;ōrum;ADJ,GEN,NEUT,PL
luxuria;<luxuria;>;INS;e;N,GEN,SG
triplico;<tr;plico>;DEL;i;V,IND,PST,2,SG,PFV
triplico;<tri;plico>;INS;ī;V,IND,PST,2,SG,PFV
triplico;<triplic;>;DEL;o;V,IND,PST,2,SG,PFV
triplico;<triplico;>;INS;āvistī;V,IND,PST,2,SG,PFV
delingo;<d;lingo>;DEL;e;V,SBJV,PST,2,PL,PRF
delingo;<de;lingo>;INS;ē;V,SBJV,PST,2,PL,PRF
delingo;<delin;>;DEL;go;V,SBJV,PST,2,PL,PRF
delingo;<delingo;>;INS;xissētis;V,SBJV,PST,2,PL,PRF
adigo;<adig;>;DEL;o;V,IND,PASS,PST,1,SG,IPFV
adigo;<adigo;>;INS;ēbar;V,IND,PASS,PST,1,SG,IPFV
igneus;<igne;us>;INS;ār;ADJ,GEN,FEM,PL
igneus;<igneu;>;DEL;s;ADJ,GEN,FEM,PL
igneus;<igneus;>;INS;m;ADJ,GEN,FEM,PL
meditabundus;<medit;bundus>;DEL;a;ADJ,NOM,NEUT,SG
meditabundus;<medita;bundus>;INS;ā;ADJ,NOM,NEUT,SG
meditabundus;<meditabundu;>;DEL;s;ADJ,NOM,NEUT,SG
meditabundus;<meditabundus;>;INS;m;ADJ,NOM,NEUT,SG
villaticus;<vill;ticus>;DEL;a;N,ABL,SG
villaticus;<villa;ticus>;INS;ā;N,ABL,SG
villaticus;<villatic;>;DEL;us;N,ABL,SG
villaticus;<villaticus;>;INS;ō;N,ABL,SG
resumo;<res;>;DEL;umo;V,SBJV,PST,3,PL,PFV
resumo;<resumo;>;INS;ūmpserint;V,SBJV,PST,3,PL,PFV
glorifico;<gl;rifico>;DEL;o;V,SBJV,PST,2,PL,PFV
glorifico;<glo;rifico>;INS;ō;V,SBJV,PST,2,PL,PFV
glorifico;<glorific;>;DEL;o;V,SBJV,PST,2,PL,PFV
glorifico;<glorifico;>;INS;āverītis;V,SBJV,PST,2,PL,PFV
retego;<reteg;>;DEL;o;V,IND,FUT,3,PL
retego;<retego;>;INS;ent;V,IND,FUT,3,PL
stipatio;<st;tio>;DEL;ipa;N,NOM,SG
stipatio;<stipa;tio>;INS;īpā;N,NOM,SG
stipatio;<stipati;>;DEL;o;N,NOM,SG
stipatio;<stipatio;>;INS;ō;N,NOM,SG
inclamo;<incl;amo>;INS;āmāver;V,IND,PST,1,SG,PRF
inclamo;<inclam;>;DEL;o;V,IND,PST,1,SG,PRF
hibix;<hib;x>;DEL;i;N,VOC,SG
hibix;<hibi;x>;INS;ī;N,VOC,SG
diabeticorus;<diabeticor;>;DEL;us;ADJ,DAT,FEM,SG
diabeticorus;<diabeticorus;>;INS;ō;ADJ,DAT,FEM,SG
defigo;<d;efigo>;INS;ēfīx;V,SBJV,PST,1,PL,PFV
defigo;<de;>;DEL;figo;V,SBJV,PST,1,PL,PFV
defigo;<defigo;>;INS;rīmus;V,SBJV,PST,1,PL,PFV
duratio;<d;tio>;DEL;ura;N,GEN,SG
duratio;<dura;tio>;INS;ūrā;N,GEN,SG
duratio;<durati;>;DEL;o;N,GEN,SG
duratio;<duratio;>;INS;ōnis;N,GEN,SG
coangusto;<coangust;>;DEL;o;V,SBJV,PASS,PST,2,PL,IPFV
coangusto;<coangusto;>;INS;ārēminī;V,SBJV,PASS,PST,2,PL,IPFV
polulus;<p;lulus>;DEL;o;ADJ,GEN,MASC,PL
polulus;<po;lulus>;INS;ō;ADJ,GEN,MASC,PL
polulus;<polul;us>;INS;ōr;ADJ,GEN,MASC,PL
polulus;<polulu;>;DEL;s;ADJ,GEN,MASC,PL
polulus;<polulus;>;INS;m;ADJ,GEN,MASC,PL
imperitia;<imper;tia>;DEL;i;N,ACC,PL
imperitia;<imperi;tia>;INS;ī;N,ACC,PL
imperitia;<imperiti;>;DEL;a;N,ACC,PL
imperitia;<imperitia;>;INS;ās;N,ACC,PL
adspicio;<adspici;>;DEL;o;V,IND,PASS,PST,2,SG,IPFV
adspicio;<adspicio;>;INS;ēbāris;V,IND,PASS,PST,2,SG,IPFV
anisoplia;<anisoplia;>;INS;e;N,NOM,PL
inpero;<inper;>;DEL;o;V,SBJV,PRS,1,PL
inpero;<inpero;>;INS;ēmus;V,SBJV,PRS,1,PL
arithmeticus;<arithm;ticus>;DEL;e;ADJ,ACC,NEUT,PL
arithmeticus;<arithme;ticus>;INS;ē;ADJ,ACC,NEUT,PL
arithmeticus;<arithmetic;>;DEL;us;ADJ,ACC,NEUT,PL
arithmeticus;<arithmeticus;>;INS;a;ADJ,ACC,NEUT,PL
deversorium;<d;versorium>;DEL;e;N,DAT,PL
deversorium;<de;versorium>;INS;ē;N,DAT,PL
deversorium;<devers;rium>;DEL;o;N,DAT,PL
deversorium;<deverso;rium>;INS;ō;N,DAT,PL
deversorium;<deversori;>;DEL;um;N,DAT,PL
deversorium;<deversorium;>;INS;īs;N,DAT,PL
detondeo;<d;tondeo>;DEL;e;V,SBJV,PST,2,PL,IPFV
detondeo;<de;tondeo>;INS;ē;V,SBJV,PST,2,PL,IPFV
detondeo;<detond;>;DEL;eo;V,SBJV,PST,2,PL,IPFV
detondeo;<detondeo;>;INS;ērētis;V,SBJV,PST,2,PL,IPFV
praeverto;<praever;to>;INS;tere;V,SBJV,PST,3,SG,IPFV
praeverto;<praevert;>;DEL;o;V,SBJV,PST,3,SG,IPFV
callidior;<callidi;r>;DEL;o;ADJ,NOM,NEUT,PL
callidior;<callidio;r>;INS;ō;ADJ,NOM,NEUT,PL
callidior;<callidior;>;INS;a;ADJ,NOM,NEUT,PL
magnanimus;<magnanim;>;DEL;us;ADJ,VOC,MASC,PL
magnanimus;<magnanimus;>;INS;ī;ADJ,VOC,MASC,PL
supersemino;<supers;mino>;DEL;e;V,IND,PST,2,PL,PFV
supersemino;<superse;mino>;INS;ē;V,IND,PST,2,PL,PFV
supersemino;<supersemin;>;DEL;o;V,IND,PST,2,PL,PFV
supersemino;<supersemino;>;INS;āvistis;V,IND,PST,2,PL,PFV
anaglyphus;<anaglyph;us>;INS;ār;ADJ,GEN,FEM,PL
anaglyphus;<anaglyphu;>;DEL;s;ADJ,GEN,FEM,PL
anaglyphus;<anaglyphus;>;INS;m;ADJ,GEN,FEM,PL
incedo;<ince;>;DEL;do;V,IND,PST,3,SG,PFV
incedo;<incedo;>;INS;ssit;V,IND,PST,3,SG,PFV
addenso;<add;nso>;DEL;e;V,SBJV,PASS,PRS,1,SG
addenso;<adde;nso>;INS;ē;V,SBJV,PASS,PRS,1,SG
addenso;<addens;>;DEL;o;V,SBJV,PASS,PRS,1,SG
addenso;<addenso;>;INS;er;V,SBJV,PASS,PRS,1,SG
impunis;<imp;s>;DEL;uni;ADJ,NOM,MASC/FEM,PL
impunis;<impuni;s>;INS;ūnē;ADJ,NOM,MASC/FEM,PL
imitatio;<imit;tio>;DEL;a;N,VOC,PL
imitatio;<imita;tio>;INS;ā;N,VOC,PL
imitatio;<imitati;>;DEL;o;N,VOC,PL
imitatio;<imitatio;>;INS;ōnēs;N,VOC,PL
iumentum;<i;mentum>;DEL;u;N,NOM,SG
iumentum;<iu;mentum>;INS;ū;N,NOM,SG
exsurgo;<exsur;>;DEL;go;V,IND,FUT,3,PL,PRF
exsurgo;<exsurgo;>;INS;rexerint;V,IND,FUT,3,PL,PRF
ancillula;<ancillul;>;DEL;a;N,GEN,PL
ancillula;<ancillula;>;INS;ārum;N,GEN,PL
aragonensis;<aragon;nsis>;DEL;e;ADJ,ABL,MASC/FEM,SG
aragonensis;<aragone;nsis>;INS;ē;ADJ,ABL,MASC/FEM,SG
aragonensis;<aragonen;s>;DEL;si;ADJ,ABL,MASC/FEM,SG
aragonensis;<aragonensis;>;INS;ī;ADJ,ABL,MASC/FEM,SG
cenito;<c;nito>;DEL;e;V,IND,PASS,FUT,3,SG
cenito;<ce;nito>;INS;ē;V,IND,PASS,FUT,3,SG
cenito;<cenit;>;DEL;o;V,IND,PASS,FUT,3,SG
cenito;<cenito;>;INS;ābitur;V,IND,PASS,FUT,3,SG
facinus;<facin;us>;INS;orib;N,ABL,PL
sugillo;<s;gillo>;DEL;u;V,IND,PST,3,SG,PRF
sugillo;<su;gillo>;INS;ū;V,IND,PST,3,SG,PRF
sugillo;<sugill;>;DEL;o;V,IND,PST,3,SG,PRF
sugillo;<sugillo;>;INS;āverat;V,IND,PST,3,SG,PRF
regero;<reg;ero>;INS;ess;V,IND,FUT,2,PL,PRF
regero;<reger;>;DEL;o;V,IND,FUT,2,PL,PRF
